,compOrig,baseOrig,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compStr,baseStr,bRange,cRange,compOrder,baseOrder,dam-lev,jac,compWork,canonCite,refRange
3134,ref-b.2.13.12b.381-ref-b.2.13.12b.387,ref-mek.4.3.1.40-ref-mek.4.3.1.46,2711768,2711800,395343,395348,ref-b.2.13.12b.381,ref-b.2.13.12b.387,186801,186833,30495,30500,ref-mek.4.3.1.40,ref-mek.4.3.1.46,שנאמר יפתח ה' לך את אוצרו הטוב ,שנאמר יפתח ה' לך את אוצרו הטוב ,7,7,866,1136,0.0,0.0,ref-b,ref-mek.4.3.1,ref-mek.4.3.1.36-ref-mek.4.3.1.46
3135,ref-b.2.10.9a.143-ref-b.2.10.9a.148,ref-mek.4.3.1.41-ref-mek.4.3.1.46,2318937,2318962,336798,336802,ref-b.2.10.9a.143,ref-b.2.10.9a.148,186808,186833,30496,30500,ref-mek.4.3.1.41,ref-mek.4.3.1.46,יפתח ה' לך את אוצרו הטוב ,יפתח ה' לך את אוצרו הטוב ,6,6,751,1137,0.0,0.0,ref-b,ref-mek.4.3.1,ref-mek.4.3.1.36-ref-mek.4.3.1.46
3136,ref-sifre-d.32.10.26-ref-sifre-d.32.11.9,ref-mek.4.3.1.55-ref-mek.4.3.1.68,42452,42538,7166,7177,ref-sifre-d.32.10.26,ref-sifre-d.32.11.9,186871,186950,30505,30518,ref-mek.4.3.1.55,ref-mek.4.3.1.68,עליך שלא כנגד מעשיך שעשית הבאתי לך ר' יוסי בר' יהודה אומר חביבים ייסורים לפני המקום ,חביבין ישראל לפני המקום ולפי שהם חביבין לפניו שנה עליהם מעשה בראשית עשה להם ,14,16,67,383,0.7738095238095238,0.8695652173913043,ref-sifre-d,ref-mek.4.3.1,ref-mek.4.3.1.55-ref-mek.4.3.1.72
3137,ref-sifra.4.29.6.69-ref-sifra.4.29.6.81,ref-mek.4.3.1.65-ref-mek.4.3.1.72,226656,226735,32893,32905,ref-sifra.4.29.6.69,ref-sifra.4.29.6.81,186930,186984,30515,30522,ref-mek.4.3.1.65,ref-mek.4.3.1.72,והעליונים הם עליונים לעולם והתחתונים הם תחתונים לעולם אלא אלו מעשה נסים ועשה ,מעשה בראשית עשה להם תחתונים עליונים ועליונים תחתונים ,8,13,212,206,0.6493506493506493,0.5,ref-sifra,ref-mek.4.3.1,ref-mek.4.3.1.55-ref-mek.4.3.1.72
3138,ref-bible.0105.33.28.9-ref-bible.0105.33.28.14,ref-mek.4.3.1.85-ref-mek.4.3.1.90,410425,410453,68607,68612,ref-bible.0105.33.28.9,ref-bible.0105.33.28.14,187047,187075,30533,30538,ref-mek.4.3.1.85,ref-mek.4.3.1.90,דגן ותירוש אף שמיו יערפו טל ,דגן ותירוש אף שמיו יערפו טל ,6,6,723,693,0.0,0.0,ref-bible,ref-mek.4.3.1,ref-mek.4.3.1.85-ref-mek.4.3.1.90
3139,ref-b.4.04.104a.407-ref-b.4.04.104a.412,ref-mek.4.3.1.85-ref-mek.4.3.1.90,6223085,6223113,906644,906649,ref-b.4.04.104a.407,ref-b.4.04.104a.412,187047,187075,30533,30538,ref-mek.4.3.1.85,ref-mek.4.3.1.90,דגן ותירוש אף שמיו יערפו טל ,דגן ותירוש אף שמיו יערפו טל ,6,6,2066,1138,0.0,0.0,ref-b,ref-mek.4.3.1,ref-mek.4.3.1.85-ref-mek.4.3.1.90
3140,ref-b.4.02.86b.326-ref-b.4.02.86b.334,ref-mek.4.3.1.100-ref-mek.4.3.1.108,5252215,5252260,763683,763690,ref-b.4.02.86b.326,ref-b.4.02.86b.334,187130,187178,30547,30554,ref-mek.4.3.1.100,ref-mek.4.3.1.108,הנני ממטיר לכם לחם מן השמים והוא עומד עליהם ,עולה מן הארץ דכתיב הנני ממטיר לכם לחם מן השמים ,10,9,1655,1140,0.7446808510638298,0.4545454545454546,ref-b,ref-mek.4.3.1,ref-mek.4.3.1.100-ref-mek.4.3.1.117
3141,ref-b.2.10.9a.155-ref-b.2.10.9a.159,ref-mek.4.3.1.103-ref-mek.4.3.1.107,2318993,2319017,336809,336813,ref-b.2.10.9a.155,ref-b.2.10.9a.159,187144,187168,30549,30553,ref-mek.4.3.1.103,ref-mek.4.3.1.107,דכתיב הנני ממטיר לכם לחם ,דכתיב הנני ממטיר לכם לחם ,5,5,752,1141,0.0,0.0,ref-b,ref-mek.4.3.1,ref-mek.4.3.1.100-ref-mek.4.3.1.117
3142,ref-bible.0102.16.4.5-ref-bible.0102.16.4.13,ref-mek.4.3.1.104-ref-mek.4.3.1.117,137309,137355,24153,24160,ref-bible.0102.16.4.5,ref-bible.0102.16.4.13,187150,187224,30550,30562,ref-mek.4.3.1.104,ref-mek.4.3.1.117,הנני ממטיר לכם לחם מן השמים ויצא העם ולקטו ,הנני ממטיר לכם לחם מן השמים וכתיב ותעל שכבת הטל וגו ויצא העם ולקטו ,9,14,246,694,0.3582089552238806,0.3571428571428571,ref-bible,ref-mek.4.3.1,ref-mek.4.3.1.100-ref-mek.4.3.1.117
3143,ref-sifre-n.115.1.681-ref-sifre-n.115.1.692,ref-mek.4.3.1.208-ref-mek.4.3.1.224,173775,173838,27380,27391,ref-sifre-n.115.1.681,ref-sifre-n.115.1.692,187703,187783,30632,30642,ref-mek.4.3.1.208,ref-mek.4.3.1.224,"מעלים עליו כאלו קיים כל המצות ק""ו לכל מצות שבתורה ולא תתורו ",מעלין עליו כאלו קיים כל התורה כולה מכאן היה ר' שמעון בן יוחאי אומר לא נתנה תורה ,17,12,511,326,0.475,0.8235294117647058,ref-sifre-n,ref-mek.4.3.1,ref-mek.4.3.1.208-ref-mek.4.3.1.224
3144,ref-sifre-n.23.1.627-ref-sifre-n.23.1.643,ref-mek.4.3.2.13-ref-mek.4.3.2.26,37719,37807,5768,5781,ref-sifre-n.23.1.627,ref-sifre-n.23.1.643,188016,188081,30683,30694,ref-mek.4.3.2.13,ref-mek.4.3.2.26,לחים להביא את הבוסר אתה אומר לחים להביא את הבוסר או לחים להוציא את היבשים כשהוא אומר ,לחם משונה אתה אומר לחם משונה הוא או אינו אלא לחם כפול כשהוא אומר ,14,17,96,327,0.5058823529411764,0.7692307692307692,ref-sifre-n,ref-mek.4.3.2,ref-mek.4.3.2.13-ref-mek.4.3.2.30
3145,ref-y.03.01.1.00.366-ref-y.03.01.1.00.377,ref-mek.4.3.2.13-ref-mek.4.3.2.27,2003469,2003532,306469,306480,ref-y.03.01.1.00.366,ref-y.03.01.1.00.377,188016,188085,30683,30695,ref-mek.4.3.2.13,ref-mek.4.3.2.27,אחים יחדיו ונאמר להלן שנים עשר עבדיך אחים אנחנו מה אחים שנאמר ,לחם משונה אתה אומר לחם משונה הוא או אינו אלא לחם כפול כשהוא אומר שני ,15,12,701,550,0.6956521739130435,0.9375,ref-y,ref-mek.4.3.2,ref-mek.4.3.2.13-ref-mek.4.3.2.30
3146,ref-b.6.07.36a.375-ref-b.6.07.36a.385,ref-mek.4.3.2.15-ref-mek.4.3.2.26,8617634,8617685,1252769,1252777,ref-b.6.07.36a.375,ref-b.6.07.36a.385,188026,188081,30685,30694,ref-mek.4.3.2.15,ref-mek.4.3.2.26,אתה אומר מחמת ולד או אינו אלא מחמת אונס כשהוא אומר ,אתה אומר לחם משונה הוא או אינו אלא לחם כפול כשהוא אומר ,12,11,2692,1142,0.3090909090909091,0.5454545454545454,ref-b,ref-mek.4.3.2,ref-mek.4.3.2.13-ref-mek.4.3.2.30
3147,ref-y.04.04.1.00.76-ref-y.04.04.1.00.87,ref-mek.4.3.2.16-ref-mek.4.3.2.30,3051737,3051801,463895,463904,ref-y.04.04.1.00.76,ref-y.04.04.1.00.87,188030,188102,30686,30698,ref-mek.4.3.2.16,ref-mek.4.3.2.30,אומר בשנים הכתוב מדבר אתה אומר בשנים או אינו אלא באחד כשהוא ,אומר לחם משונה הוא או אינו אלא לחם כפול כשהוא אומר שני העומר לאחד הרי ,15,12,1148,551,0.6571428571428571,0.5384615384615384,ref-y,ref-mek.4.3.2,ref-mek.4.3.2.13-ref-mek.4.3.2.30
3148,ref-bible.0313.1.7.6-ref-bible.0313.1.8.3,ref-mek.4.3.4.12-ref-mek.4.3.4.34,1517655,1517698,260584,260592,ref-bible.0313.1.7.6,ref-bible.0313.1.8.3,188552,188678,30769,30790,ref-mek.4.3.4.12,ref-mek.4.3.4.34,ויאמר לו שאל מה אתן לך ויאמר שלמה לאלהים ,ששאלו ממלא מעים ניתן להם בפנים חשכות אבל המן ששאלו אותו כהלכה ניתן להם בפנים מאירות בשמעו את תלונותיכם אמרו להם וכי מה ,9,23,1294,695,0.7478991596638656,0.8421052631578947,ref-bible,ref-mek.4.3.4,ref-mek.4.3.4.12-ref-mek.4.3.5.4
3149,ref-b.4.04.24a.384-ref-b.4.04.24a.426,ref-mek.4.3.4.15-ref-mek.4.3.4.25,5876370,5876574,854763,854785,ref-b.4.04.24a.384,ref-b.4.04.24a.426,188569,188627,30772,30782,ref-mek.4.3.4.15,ref-mek.4.3.4.25,לך אבל באתן לך דברי הכל יכול לחזור בו ורבי יוחנן אמר באתן לך מחלוקת איבעיא להו באתן לך מחלוקת אבל במחול לך דברי הכל אין יכול לחזור בו או דילמא בין בזו ובין בזו מחלוקת תא שמע דאמר רבא מחלוקת באתן לך ,ניתן להם בפנים חשכות אבל המן ששאלו אותו כהלכה ניתן להם ,11,43,1776,1143,0.8333333333333334,0.875,ref-b,ref-mek.4.3.4,ref-mek.4.3.4.12-ref-mek.4.3.5.4
3150,ref-sifre-d.174.2.5-ref-sifre-d.174.2.21,ref-mek.4.3.4.22-ref-mek.4.3.4.34,193633,193707,32310,32323,ref-sifre-d.174.2.5,ref-sifre-d.174.2.21,188607,188678,30779,30790,ref-mek.4.3.4.22,ref-mek.4.3.4.34,ישמעו שמא תאמר להם יש במה לשאול ולי אין לי תלמוד לומר ואתה לא כן נתן לך ,אותו כהלכה ניתן להם בפנים מאירות בשמעו את תלונותיכם אמרו להם וכי מה ,13,17,517,384,0.7361111111111112,0.6470588235294117,ref-sifre-d,ref-mek.4.3.4,ref-mek.4.3.4.12-ref-mek.4.3.5.4
3151,ref-y.02.09.2.00.2392-ref-y.02.09.2.00.2405,ref-mek.4.3.4.31-ref-mek.4.3.5.4,1730881,1730946,263859,263872,ref-y.02.09.2.00.2392,ref-y.02.09.2.00.2405,188662,188736,30787,30800,ref-mek.4.3.4.31,ref-mek.4.3.5.4,אמר להן משה ה' ילחם לכם וזו שאמרה נצווח כנגדן אמר להן משה ואתם ,אמרו להם וכי מה אנו ספונים שאתם עומדים ומתרעמים עלינו ויאמר משה בתת ה' ,14,14,564,552,0.676056338028169,0.7894736842105263,ref-y,ref-mek.4.3.4,ref-mek.4.3.4.12-ref-mek.4.3.5.4
3152,ref-b.3.05.48a.114-ref-b.3.05.48a.125,ref-mek.4.3.4.31-ref-mek.4.3.5.4,3954526,3954584,576583,576594,ref-b.3.05.48a.114,ref-b.3.05.48a.125,188662,188736,30787,30800,ref-mek.4.3.4.31,ref-mek.4.3.5.4,עומדים לוים על דוכן ואומרים עורה למה תישן ה' אמר להן וכי ,אמרו להם וכי מה אנו ספונים שאתם עומדים ומתרעמים עלינו ויאמר משה בתת ה' ,14,12,1276,1144,0.676056338028169,0.625,ref-b,ref-mek.4.3.4,ref-mek.4.3.4.12-ref-mek.4.3.5.4
3153,ref-b.2.06.75a.571-ref-b.2.06.75a.574,ref-mek.4.3.5.1-ref-mek.4.3.5.4,1846016,1846033,268023,268026,ref-b.2.06.75a.571,ref-b.2.06.75a.574,188719,188736,30797,30800,ref-mek.4.3.5.1,ref-mek.4.3.5.4,ויאמר משה בתת ה' ,ויאמר משה בתת ה' ,4,4,570,1145,0.0,0.0,ref-b,ref-mek.4.3.5,ref-mek.4.3.4.12-ref-mek.4.3.5.4
3154,ref-y.04.04.1.00.4944-ref-y.04.04.1.00.4958,ref-mek.4.3.5.11-ref-mek.4.3.5.26,3077255,3077330,467823,467835,ref-y.04.04.1.00.4944,ref-y.04.04.1.00.4958,188767,188860,30806,30820,ref-mek.4.3.5.11,ref-mek.4.3.5.26,שלהן באין ושואלין אותה בבית דין שבחיל אם שמעו אמרו להן ואם לאו היו אילו ,השלו לישראל והמן ששאלו אותו כהלכה נתן בפנים מאירות בשמוע ה' את תלונותיכם אמרו להם אילו ,16,15,1166,553,0.5977011494252874,0.7,ref-y,ref-mek.4.3.5,ref-mek.4.3.5.11-ref-mek.4.3.5.26
3155,ref-b.1.01.32a.1577-ref-b.1.01.32a.1591,ref-mek.4.3.5.28-ref-mek.4.3.5.39,172712,172788,25599,25610,ref-b.1.01.32a.1577,ref-b.1.01.32a.1591,188867,188941,30822,30833,ref-mek.4.3.5.28,ref-mek.4.3.5.39,שהיית עומד לפני מלך בשר ודם שהיום כאן ומחר בקבר כך אני שהייתי עומד לפני ,הייתם עומדים ומתרעמים היינו סובלין אתכם אלא הרי אתם עומדים ומתרעמים לפני ,12,15,109,1146,0.6712328767123288,0.8235294117647058,ref-b,ref-mek.4.3.5,ref-mek.4.3.5.28-ref-mek.4.3.5.39
3156,ref-bible.0102.16.10.1-ref-bible.0102.16.10.11,ref-mek.4.3.7.1-ref-mek.4.3.7.18,137843,137896,24240,24247,ref-bible.0102.16.10.1,ref-bible.0102.16.10.11,189077,189170,30854,30866,ref-mek.4.3.7.1,ref-mek.4.3.7.18,ויהי כדבר אהרן אל כל עדת בני ישראל ויפנו אל המדבר ,ויהי כדבר אהרן מה תלמוד לומר ויהי מלמד שכשם שגזר הקדוש ברוך הוא כן היה ויפנו אל המדבר ,11,18,248,696,0.5348837209302325,0.6,ref-bible,ref-mek.4.3.7,ref-mek.4.3.7.1-ref-mek.4.3.7.18
3157,ref-bible.0104.14.10.1-ref-bible.0104.14.10.9,ref-mek.4.3.7.71-ref-mek.4.3.7.83,285926,285977,48192,48200,ref-bible.0104.14.10.1,ref-bible.0104.14.10.9,189419,189491,30907,30917,ref-mek.4.3.7.71,ref-mek.4.3.7.83,ויאמרו כל העדה לרגום אתם באבנים וכבוד יהוה נראה ,וכבוד ה' נראה בענן ולהלן הוא אומר ויאמרו כל העדה לרגום אותם באבנים ,9,13,584,698,0.746268656716418,0.2727272727272727,ref-bible,ref-mek.4.3.7,ref-mek.4.3.7.71-ref-mek.4.3.7.86
3158,ref-b.3.05.35a.225-ref-b.3.05.35a.234,ref-mek.4.3.7.71-ref-mek.4.3.7.83,3898283,3898340,568122,568131,ref-b.3.05.35a.225,ref-b.3.05.35a.234,189419,189491,30907,30917,ref-mek.4.3.7.71,ref-mek.4.3.7.83,ויאמרו כל העדה לרגום אותם באבנים וכתיב וכבוד ה' נראה ,וכבוד ה' נראה בענן ולהלן הוא אומר ויאמרו כל העדה לרגום אותם באבנים ,13,10,1201,1148,0.746268656716418,0.25,ref-b,ref-mek.4.3.7,ref-mek.4.3.7.71-ref-mek.4.3.7.86
3159,ref-sifre-n.114.1.47-ref-sifre-n.114.1.60,ref-mek.4.3.7.78-ref-mek.4.3.7.83,169127,169200,26599,26612,ref-sifre-n.114.1.47,ref-sifre-n.114.1.60,189456,189491,30912,30917,ref-mek.4.3.7.78,ref-mek.4.3.7.83,רגום אותו באבנים לשעה כל העדה במעמד כל העדה אתה אומר במעמד כל העדה ,ויאמרו כל העדה לרגום אותם באבנים ,6,14,505,328,0.7164179104477612,0.4444444444444444,ref-sifre-n,ref-mek.4.3.7,ref-mek.4.3.7.71-ref-mek.4.3.7.86
3160,ref-bible.0104.15.35.10-ref-bible.0104.15.37.1,ref-mek.4.3.7.79-ref-mek.4.3.7.86,290640,290758,48942,48957,ref-bible.0104.15.35.10,ref-bible.0104.15.37.1,189464,189506,30913,30920,ref-mek.4.3.7.79,ref-mek.4.3.7.86,באבנים כל העדה מחוץ למחנה ויציאו אתו כל העדה אל מחוץ למחנה וירגמו אתו באבנים וימת כאשר צוה יהוה את משה ויאמר ,כל העדה לרגום אותם באבנים וכאן מהו אומר ,22,8,589,700,0.6880733944954128,0.6428571428571428,ref-bible,ref-mek.4.3.7,ref-mek.4.3.7.71-ref-mek.4.3.7.86
3161,ref-bible.0205.21.6.18-ref-bible.0205.21.6.26,ref-mek.4.4.1.39-ref-mek.4.4.1.58,707541,707579,119603,119611,ref-bible.0205.21.6.18,ref-bible.0205.21.6.26,189789,189886,30971,30988,ref-mek.4.4.1.39,ref-mek.4.4.1.58,אתה אתנה לך כרם תחתיו ויאמר לא אתן לך ,בלא לחם ונתתיו לכם חזרתם שאלתם בשר ממלא מעיין הרי אני נותנו לכם מפני מה אני נותנו לכם שלא תאמרו ,9,20,800,701,0.7708333333333334,0.95,ref-bible,ref-mek.4.4.1,ref-mek.4.4.1.39-ref-mek.4.4.1.67
3162,ref-y.01.05.8.00.1720-ref-y.01.05.8.00.1732,ref-mek.4.4.1.41-ref-mek.4.4.1.55,500993,501061,77822,77832,ref-y.01.05.8.00.1720,ref-y.01.05.8.00.1732,189797,189871,30973,30985,ref-mek.4.4.1.41,ref-mek.4.4.1.55,נתונים לך במתנה והחנווני אומר לו הרי סלע זו נתונה לך במתנה וחוזר ,ונתתיו לכם חזרתם שאלתם בשר ממלא מעיין הרי אני נותנו לכם מפני מה אני נותנו ,15,13,187,555,0.6891891891891891,0.8888888888888888,ref-y,ref-mek.4.4.1,ref-mek.4.4.1.39-ref-mek.4.4.1.67
3163,ref-b.4.10.10a.499-ref-b.4.10.10a.508,ref-mek.4.4.1.48-ref-mek.4.4.1.59,6787643,6787692,989020,989029,ref-b.4.10.10a.499,ref-b.4.10.10a.508,189836,189890,30980,30989,ref-mek.4.4.1.48,ref-mek.4.4.1.59,אתם ששררה אני נותן לכם עבדות אני נותן לכם שנאמר ,הרי אני נותנו לכם מפני מה אני נותנו לכם שלא תאמרו אין ,12,10,2277,1150,0.5185185185185185,0.7272727272727273,ref-b,ref-mek.4.4.1,ref-mek.4.4.1.39-ref-mek.4.4.1.67
3164,ref-b.2.10.19b.379-ref-b.2.10.19b.392,ref-mek.4.4.1.48-ref-mek.4.4.1.65,2359189,2359253,342677,342690,ref-b.2.10.19b.379,ref-b.2.10.19b.392,189836,189920,30980,30995,ref-mek.4.4.1.48,ref-mek.4.4.1.65,ואני אתן לך שתים עשרה עינות מים ואם איני נותן לך הריני נותן לך ,הרי אני נותנו לכם מפני מה אני נותנו לכם שלא תאמרו אין ספק בידו ליתנו לנו אלא הריני ,18,14,769,1151,0.6626506024096386,0.8125,ref-b,ref-mek.4.4.1,ref-mek.4.4.1.39-ref-mek.4.4.1.67
3165,ref-sifra.8.05-00.2.8-ref-sifra.8.05-00.2.14,ref-mek.4.4.1.49-ref-mek.4.4.1.59,382297,382327,57879,57885,ref-sifra.8.5-00.2.8,ref-sifra.8.5-00.2.14,189840,189890,30981,30989,ref-mek.4.4.1.49,ref-mek.4.4.1.59,אני נותן לכם אני נותן לכם ולא ,אני נותנו לכם מפני מה אני נותנו לכם שלא תאמרו אין ,11,7,293,208,0.46,0.5714285714285714,ref-sifra,ref-mek.4.4.1,ref-mek.4.4.1.39-ref-mek.4.4.1.67
3166,ref-b.4.06.38a.225-ref-b.4.06.38a.240,ref-mek.4.4.1.50-ref-mek.4.4.1.61,6464761,6464829,941806,941817,ref-b.4.06.38a.225,ref-b.4.06.38a.240,189844,189900,30982,30991,ref-mek.4.4.1.50,ref-mek.4.4.1.61,ולא לך כאומר שבועה שאין לכם בידי דמי תנן לא לך ולא לך ולא לך תני ,נותנו לכם מפני מה אני נותנו לכם שלא תאמרו אין ספק בידו ,12,16,2200,1153,0.7538461538461538,0.8,ref-b,ref-mek.4.4.1,ref-mek.4.4.1.39-ref-mek.4.4.1.67
3167,ref-t.1.5.6.25.26-ref-t.1.5.6.25.41,ref-mek.4.4.1.51-ref-mek.4.4.1.67,154736,154813,24292,24306,ref-t.1.5.6.25.26,ref-t.1.5.6.25.41,189850,189930,30983,30997,ref-mek.4.4.1.51,ref-mek.4.4.1.67,לו הרי פירות האילן נתונין לך במתנה והוא אומ' לו הרי סלע זו נתונה לך במתנה ,לכם מפני מה אני נותנו לכם שלא תאמרו אין ספק בידו ליתנו לנו אלא הריני נותנה לכם ,16,17,53,230,0.7468354430379747,0.9444444444444444,ref-t,ref-mek.4.4.1,ref-mek.4.4.1.39-ref-mek.4.4.1.67
3168,ref-t.3.5.4.3.184-ref-t.3.5.4.3.192,ref-mek.4.4.2.21-ref-mek.4.4.2.30,634313,634363,99774,99781,ref-t.3.5.4.3.184,ref-t.3.5.4.3.192,190099,190153,31024,31030,ref-mek.4.4.2.21,ref-mek.4.4.2.30,וכאמתים על פני הארץ שתי אמות היתה נטולה מן הארץ ,וכאמתים על פני כל הארץ ושתי אמות היתה גבוהה מן הארץ ,10,11,216,231,0.1346153846153846,0.2727272727272727,ref-t,ref-mek.4.4.2,ref-mek.4.4.2.21-ref-mek.4.4.2.30
3169,ref-t.3.5.4.3.156-ref-t.3.5.4.3.168,ref-mek.4.4.2.53-ref-mek.4.4.2.61,634175,634234,99748,99760,ref-t.3.5.4.3.156,ref-t.3.5.4.3.168,190267,190310,31048,31056,ref-mek.4.4.2.53,ref-mek.4.4.2.61,ויטש אל המחנה כדרך יום כה ודיי מה ת'ל שוב וכדרך יום כה ,ויטוש על המחנה כדרך יום כה וכדרך יום כה ,13,9,214,232,0.3272727272727273,0.5,ref-t,ref-mek.4.4.2,ref-mek.4.4.2.53-ref-mek.4.4.2.65
3170,ref-bible.0104.11.31.9-ref-bible.0104.11.31.20,ref-mek.4.4.2.53-ref-mek.4.4.2.64,281903,281968,47488,47499,ref-bible.0104.11.31.9,ref-bible.0104.11.31.20,190267,190329,31048,31059,ref-mek.4.4.2.53,ref-mek.4.4.2.64,ויטש על המחנה כדרך יום כה וכדרך יום כה סביבות המחנה וכאמתים ,ויטוש על המחנה כדרך יום כה וכדרך יום כה ג' פרסאות וכאמתים ,12,12,572,702,0.21666666666666667,0.30000000000000004,ref-bible,ref-mek.4.4.2,ref-mek.4.4.2.53-ref-mek.4.4.2.65
3171,ref-sifre-n.97.1.24-ref-sifre-n.97.1.49,ref-mek.4.4.2.53-ref-mek.4.4.2.65,134394,134538,20878,20901,ref-sifre-n.97.1.24,ref-sifre-n.97.1.49,190267,190345,31048,31060,ref-mek.4.4.2.53,ref-mek.4.4.2.65,ויטוש על המחנה כדרך יום כה כלפי צפון וכדרך יום כה כלפי דרום ר' שמעון אומר כדרך יום כה מלמעלן וכדרך יום כה מלמטן וכאמתים על פני כל הארץ ,ויטוש על המחנה כדרך יום כה וכדרך יום כה ג' פרסאות וכאמתים על פני כל הארץ ו,17,29,394,331,0.5037037037037037,0.5,ref-sifre-n,ref-mek.4.4.2,ref-mek.4.4.2.53-ref-mek.4.4.2.65
3172,ref-sifre-n.97.1.36-ref-sifre-n.97.1.49,ref-mek.4.4.2.56-ref-mek.4.4.2.65,134453,134538,20890,20901,ref-sifre-n.97.1.36,ref-sifre-n.97.1.49,190284,190345,31051,31060,ref-mek.4.4.2.56,ref-mek.4.4.2.65,דרום ר' שמעון אומר כדרך יום כה מלמעלן וכדרך יום כה מלמטן וכאמתים על פני כל הארץ ,כדרך יום כה וכדרך יום כה ג' פרסאות וכאמתים על פני כל הארץ ו,14,17,396,332,0.45,0.5,ref-sifre-n,ref-mek.4.4.2,ref-mek.4.4.2.53-ref-mek.4.4.2.65
3173,ref-bible.0104.11.31.9-ref-bible.0104.11.31.17,ref-mek.4.4.2.81-ref-mek.4.4.2.97,281903,281945,47488,47496,ref-bible.0104.11.31.9,ref-bible.0104.11.31.17,190412,190498,31070,31084,ref-mek.4.4.2.81,ref-mek.4.4.2.97,ויטש על המחנה כדרך יום כה וכדרך יום כה ,ויטוש על המחנה שלשה פרסאות לכל רוח ורוח ומה תלמוד לומר כדרך יום כה וכדרך יום כה ,9,17,571,703,0.5125,0.5,ref-bible,ref-mek.4.4.2,ref-mek.4.4.2.81-ref-mek.4.4.2.100
3174,ref-sifre-n.97.1.24-ref-sifre-n.97.1.43,ref-mek.4.4.2.81-ref-mek.4.4.2.100,134394,134492,20878,20895,ref-sifre-n.97.1.24,ref-sifre-n.97.1.43,190412,190514,31070,31087,ref-mek.4.4.2.81,ref-mek.4.4.2.100,ויטוש על המחנה כדרך יום כה כלפי צפון וכדרך יום כה כלפי דרום ר' שמעון אומר כדרך יום כה מלמעלן ,ויטוש על המחנה שלשה פרסאות לכל רוח ורוח ומה תלמוד לומר כדרך יום כה וכדרך יום כה שלשה כלפי למעלה ,20,20,393,334,0.5625,0.5789473684210527,ref-sifre-n,ref-mek.4.4.2,ref-mek.4.4.2.81-ref-mek.4.4.2.100
3175,ref-t.3.5.4.3.159-ref-t.3.5.4.3.168,ref-mek.4.4.2.92-ref-mek.4.4.2.97,634191,634234,99751,99760,ref-t.3.5.4.3.159,ref-t.3.5.4.3.168,190472,190498,31079,31084,ref-mek.4.4.2.92,ref-mek.4.4.2.97,כדרך יום כה ודיי מה ת'ל שוב וכדרך יום כה ,כדרך יום כה וכדרך יום כה ,10,6,215,233,0.3902439024390244,0.5,ref-t,ref-mek.4.4.2,ref-mek.4.4.2.81-ref-mek.4.4.2.100
3176,ref-sifre-n.97.1.36-ref-sifre-n.97.1.46,ref-mek.4.4.2.92-ref-mek.4.4.2.100,134453,134506,20890,20898,ref-sifre-n.97.1.36,ref-sifre-n.97.1.46,190472,190514,31079,31087,ref-mek.4.4.2.92,ref-mek.4.4.2.100,דרום ר' שמעון אומר כדרך יום כה מלמעלן וכדרך יום כה ,כדרך יום כה וכדרך יום כה שלשה כלפי למעלה ,9,11,395,335,0.5686274509803921,0.7272727272727273,ref-sifre-n,ref-mek.4.4.2,ref-mek.4.4.2.81-ref-mek.4.4.2.100
3177,ref-sifre-d.185.3.4-ref-sifre-d.185.3.15,ref-mek.4.4.2.104-ref-mek.4.4.2.114,197969,198020,33052,33063,ref-sifre-d.185.3.4,ref-sifre-d.185.3.15,190529,190579,31091,31101,ref-mek.4.4.2.104,ref-mek.4.4.2.114,שלש על שלש ועוד שלש הרי תשע על השלש הרי שתים עשרה ,שלשה על שלשה הרי תשעה ותשעה על תשעה הרי שמונה עשר ,11,12,519,385,0.42,0.375,ref-sifre-d,ref-mek.4.4.2,ref-mek.4.4.2.104-ref-mek.4.4.2.114
3178,ref-y.04.05.2.00.1158-ref-y.04.05.2.00.1188,ref-mek.4.4.2.104-ref-mek.4.4.2.114,3242084,3242214,494047,494075,ref-y.04.05.2.00.1158,ref-y.04.05.2.00.1188,190529,190579,31091,31101,ref-mek.4.4.2.104,ref-mek.4.4.2.114,"שלש שלש שלש הרי תשע אבא שאול אומר שלש שלש של שלש שלש הרי תשע ועוד הרי שנים עשר ר' נהוראי אומר שלש שלש שלש הרי ט' ועוד הרי י""ב על ",שלשה על שלשה הרי תשעה ותשעה על תשעה הרי שמונה עשר ,11,31,1373,556,0.7209302325581395,0.6428571428571428,ref-y,ref-mek.4.4.2,ref-mek.4.4.2.104-ref-mek.4.4.2.114
3179,ref-sifre-n.97.1.24-ref-sifre-n.97.1.29,ref-mek.4.4.2.128-ref-mek.4.4.2.142,134394,134423,20878,20883,ref-sifre-n.97.1.24,ref-sifre-n.97.1.29,190656,190732,31112,31126,ref-mek.4.4.2.128,ref-mek.4.4.2.142,ויטוש על המחנה כדרך יום כה ,ויטוש על המחנה כדרך יום דרך בינונית עשרה פרסאות כה הרי עשרים כדרך יום כה ,15,6,390,336,0.6301369863013698,0.4444444444444444,ref-sifre-n,ref-mek.4.4.2,ref-mek.4.4.2.128-ref-mek.4.4.2.146
