,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,baseOrder,compOrder,lev,jac,lcsseq
1229,ref-Sifra.7.03-05.1.75-ref-Sifra.7.03-05.1.90,ref-sifre-d.289.3.11-ref-sifre-d.289.3.29,335960,336034,50165,50180,ref-Sifra.7.3-05.1.75,ref-Sifra.7.3-05.1.90,274573,274665,45894,45911,ref-sifre-d.289.3.11,ref-sifre-d.289.3.29,נאמר כאן בשר חי ולהלן נאמר בשר חי מה בשר חי האמור להלן בכעדשה אף האמור ,נאמר כאן שם אחיו ונאמר להלן על שם אחיהם יקראו בנחלתם מה שם האמור להלן לנחלה אף שם האמור ,16,19,1229,2797,0.4659090909090909,0.3263157894736842,0.3977272727272727
1231,ref-Sifra.7.03-05.1.75-ref-Sifra.7.03-05.1.90,ref-sifre-d.289.9.18-ref-sifre-d.289.9.31,335960,336034,50165,50180,ref-Sifra.7.3-05.1.75,ref-Sifra.7.3-05.1.90,275341,275403,46033,46046,ref-sifre-d.289.9.18,ref-sifre-d.289.9.31,נאמר כאן בשר חי ולהלן נאמר בשר חי מה בשר חי האמור להלן בכעדשה אף האמור ,נאמר כאן שם ונאמר להלן שם מה שם האמור להלן נחלה אף שם האמור ,16,14,1231,2846,0.4084507042253521,0.2987012987012987,0.352112676056338
1233,ref-Sifra.7.03-05.1.75-ref-Sifra.7.03-05.1.90,ref-sifre-d.302.1.6-ref-sifre-d.302.1.19,335960,336034,50165,50180,ref-Sifra.7.3-05.1.75,ref-Sifra.7.3-05.1.90,288558,288619,48290,48303,ref-sifre-d.302.1.6,ref-sifre-d.302.1.19,נאמר כאן בשר חי ולהלן נאמר בשר חי מה בשר חי האמור להלן בכעדשה אף האמור ,נאמר כאן קץ ונאמר להלן קץ מה קץ האמור להלן רגל אף קץ האמור ,16,14,1233,3080,0.43661971830985913,0.3950617283950617,0.39436619718309857
1235,ref-Sifra.7.03-05.1.75-ref-Sifra.7.03-05.1.91,ref-sifre-d.90.2.4-ref-sifre-d.90.2.20,335960,336039,50165,50181,ref-Sifra.7.3-05.1.75,ref-Sifra.7.3-05.1.91,133293,133381,22275,22291,ref-sifre-d.90.2.4,ref-sifre-d.90.2.20,נאמר כאן בשר חי ולהלן נאמר בשר חי מה בשר חי האמור להלן בכעדשה אף האמור להלן ,נאמר כאן הדחה ונאמר להלן הדחה מה הדחה האמורה להלן כאן בסקילה אף הדחה האמורה כאן להלן ,17,17,1235,979,0.4823529411764706,0.3571428571428571,0.3764705882352941
1237,ref-Sifra.7.03-05.1.75-ref-Sifra.7.03-05.1.91,ref-sifre-d.107.18.9-ref-sifre-d.107.18.24,335960,336039,50165,50181,ref-Sifra.7.3-05.1.75,ref-Sifra.7.3-05.1.91,147877,147959,24697,24712,ref-sifre-d.107.18.9,ref-sifre-d.107.18.24,נאמר כאן בשר חי ולהלן נאמר בשר חי מה בשר חי האמור להלן בכעדשה אף האמור להלן ,נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה כאן להלן שלמים אף שמחה האמורה להלן ,17,16,1237,1250,0.4625,0.30434782608695654,0.325
1239,ref-sifra.7.03-05.1.75-ref-sifra.7.03-05.1.93,ref-sifre-d.43.24.43-ref-sifre-d.43.25.33,335960,336050,50165,50183,ref-sifra.7.3-05.1.75,ref-sifra.7.3-05.1.93,82634,82785,13897,13930,ref-sifre-d.43.24.43,ref-sifre-d.43.25.33,נאמר כאן בשר חי ולהלן נאמר בשר חי מה בשר חי האמור להלן בכעדשה אף האמור להלן בכעדשה אף ,אפו נאמר כאן אף ונאמר להלן אף חרי מה חרי אף האמור להלן חרב אף חרי האמור כאן חרב ומה חרי אף האמור להלן דבר וחיה רעה אף חרי אף האמור כאן דבר וחיה ,19,34,1239,292,0.6111111111111112,0.4768211920529801,0.5625
1243,ref-Sifra.7.03-05.1.79-ref-Sifra.7.03-05.1.90,ref-sifre-d.109.2.6-ref-sifre-d.109.2.16,335976,336034,50169,50180,ref-Sifra.7.3-05.1.79,ref-Sifra.7.3-05.1.90,148443,148492,24797,24807,ref-sifre-d.109.2.6,ref-sifre-d.109.2.16,ולהלן נאמר בשר חי מה בשר חי האמור להלן בכעדשה אף האמור ,ולהלן נאמר קץ מה קץ האמור להלן רגל אף קץ האמור ,12,11,1243,1346,0.36363636363636365,0.38095238095238093,0.32727272727272727
1245,ref-sifra.7.03-05.1.83-ref-sifra.7.03-05.1.91,ref-sifre-d.62.4.30-ref-sifre-d.62.4.39,335995,336039,50173,50181,ref-sifra.7.3-05.1.83,ref-sifra.7.3-05.1.91,110460,110513,18489,18497,ref-sifre-d.62.4.30,ref-sifre-d.62.4.39,מה בשר חי האמור להלן בכעדשה אף האמור להלן ,אף שמי האמור להלן בית הבחירה ומה שמי האמור להלן ,9,10,1245,495,0.4375,0.23529411764705888,0.375
1249,ref-Sifra.7.03-05.2.4-ref-Sifra.7.03-05.2.9,ref-sifre-d.1.18.136-ref-sifre-d.1.18.140,336101,336126,50193,50198,ref-Sifra.7.3-05.2.4,ref-Sifra.7.3-05.2.9,4252,4273,708,712,ref-sifre-d.1.18.136,ref-sifre-d.1.18.140,ב' ימים ב' ימים לביתו ב' ,ב' בים וב' במים וב' ,6,5,1249,4,0.36,0.33333333333333337,0.32
1251,ref-Sifra.7.03-05.7.37-ref-Sifra.7.03-05.7.42,ref-sifre-d.274.5.4-ref-sifre-d.274.5.9,337806,337835,50468,50473,ref-Sifra.7.3-05.7.37,ref-Sifra.7.3-05.7.42,261494,261523,43675,43680,ref-sifre-d.274.5.4,ref-sifre-d.274.5.9,"מתוך החלט בין מתוך הסגר ת""ל ","מתוך החלט מתוך הסגר מנין ת""ל ",6,6,1251,2572,0.3103448275862069,0.09999999999999998,0.1724137931034483
1253,ref-Sifra.7.05-09.13.1-ref-Sifra.7.05-09.13.11,ref-sifre-d.321.16.125-ref-sifre-d.321.16.137,349661,349731,52456,52464,ref-Sifra.7.5-09.13.1,ref-Sifra.7.5-09.13.11,334954,335024,56104,56116,ref-sifre-d.321.16.125,ref-sifre-d.321.16.137,ומנין שאין מסגירין את המוסגר ואין מחליטין את המוחלט ואין מסגירין ,הימנו אחר שפותח אין סוגר לקיים מה שנאמר ופתח ואין סוגר וסגר ואין ,11,13,1253,3226,0.7230769230769231,0.35443037974683544,0.49230769230769234
1254,ref-Sifra.7.05-12.6.17-ref-Sifra.7.05-12.6.25,ref-sifre-d.51.2.11-ref-sifre-d.51.2.19,354967,355016,53302,53310,ref-Sifra.7.5-12.6.17,ref-Sifra.7.5-12.6.25,98849,98894,16574,16582,ref-sifre-d.51.2.11,ref-sifre-d.51.2.19,נאמר הויה בראש ונאמר הויה בבגדים מה הויה אמורה ,נאמר כאן יהיה ונאמר להלן יהיה מה יהיה האמור ,9,9,1254,370,0.44680851063829785,0.34545454545454546,0.3191489361702128
1256,ref-Sifra.7.05-14.9.18-ref-Sifra.7.05-14.9.27,ref-sifre-d.36.2.56-ref-sifre-d.36.2.65,360584,360631,54218,54227,ref-Sifra.7.5-14.9.18,ref-Sifra.7.5-14.9.27,51448,51495,8632,8641,ref-sifre-d.36.2.56,ref-sifre-d.36.2.65,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן ,10,10,1256,88,0.1956521739130435,0.32727272727272727,0.1956521739130435
1258,ref-Sifra.7.05-14.9.18-ref-Sifra.7.05-14.9.27,ref-sifre-d.36.2.102-ref-sifre-d.36.2.111,360584,360631,54218,54227,ref-Sifra.7.5-14.9.18,ref-Sifra.7.5-14.9.27,51683,51730,8674,8683,ref-sifre-d.36.2.102,ref-sifre-d.36.2.111,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן ,10,10,1258,162,0.1956521739130435,0.32727272727272727,0.1956521739130435
1260,ref-Sifra.7.05-14.9.18-ref-Sifra.7.05-14.9.27,ref-sifre-d.43.25.1-ref-sifre-d.43.25.12,360584,360631,54218,54227,ref-Sifra.7.5-14.9.18,ref-Sifra.7.5-14.9.27,82638,82690,13898,13909,ref-sifre-d.43.25.1,ref-sifre-d.43.25.12,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,נאמר כאן אף ונאמר להלן אף חרי מה חרי אף האמור להלן ,10,12,1260,305,0.29411764705882354,0.3833333333333333,0.27450980392156865
1262,ref-Sifra.7.05-14.9.18-ref-Sifra.7.05-14.9.27,ref-sifre-d.62.4.5-ref-sifre-d.62.4.18,360584,360631,54218,54227,ref-Sifra.7.5-14.9.18,ref-Sifra.7.5-14.9.27,110332,110398,18467,18478,ref-sifre-d.62.4.5,ref-sifre-d.62.4.18,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,נאמר כאן לשום את שמו ונאמר להלן ושמו את שמי מה שמי האמור להלן ,10,14,1262,420,0.4032258064516129,0.47887323943661975,0.4032258064516129
1264,ref-Sifra.7.05-14.9.18-ref-Sifra.7.05-14.9.27,ref-sifre-d.69.1.2-ref-sifre-d.69.1.11,360584,360631,54218,54227,ref-Sifra.7.5-14.9.18,ref-Sifra.7.5-14.9.27,114321,114374,19130,19139,ref-sifre-d.69.1.2,ref-sifre-d.69.1.11,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,נאמרה כאן שמחה ונאמרה להלן שמחה מה שמחה האמורה להלן ,10,10,1264,621,0.28846153846153844,0.39344262295081966,0.28846153846153844
1266,ref-Sifra.7.05-14.9.18-ref-Sifra.7.05-14.9.27,ref-sifre-d.86.6.4-ref-sifre-d.86.6.13,360584,360631,54218,54227,ref-Sifra.7.5-14.9.18,ref-Sifra.7.5-14.9.27,131306,131359,21925,21934,ref-sifre-d.86.6.4,ref-sifre-d.86.6.13,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,נאמרה כאן הדחה ונאמרה להלן הדחה מה הדחה האמורה להלן ,10,10,1266,835,0.28846153846153844,0.39344262295081966,0.28846153846153844
1268,ref-Sifra.7.05-14.9.18-ref-Sifra.7.05-14.9.27,ref-sifre-d.90.2.4-ref-sifre-d.90.2.13,360584,360631,54218,54227,ref-Sifra.7.5-14.9.18,ref-Sifra.7.5-14.9.27,133293,133344,22275,22284,ref-sifre-d.90.2.4,ref-sifre-d.90.2.13,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,נאמר כאן הדחה ונאמר להלן הדחה מה הדחה האמורה להלן ,10,10,1268,929,0.26,0.3728813559322034,0.26
1270,ref-Sifra.7.05-14.9.18-ref-Sifra.7.05-14.9.27,ref-sifre-d.103.3.7-ref-sifre-d.103.3.16,360584,360631,54218,54227,ref-Sifra.7.5-14.9.18,ref-Sifra.7.5-14.9.27,141400,141447,23636,23645,ref-sifre-d.103.3.7,ref-sifre-d.103.3.16,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,נאמר כאן נשר ונאמר להלן נשר מה נשר האמור להלן ,10,10,1270,1133,0.13043478260869565,0.23076923076923073,0.13043478260869565
1272,ref-Sifra.7.05-14.9.18-ref-Sifra.7.05-14.9.27,ref-sifre-d.107.18.9-ref-sifre-d.107.18.19,360584,360631,54218,54227,ref-Sifra.7.5-14.9.18,ref-Sifra.7.5-14.9.27,147877,147932,24697,24707,ref-sifre-d.107.18.9,ref-sifre-d.107.18.19,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה כאן להלן ,10,11,1272,1234,0.3148148148148148,0.4126984126984127,0.3148148148148148
1274,ref-Sifra.7.05-14.9.18-ref-Sifra.7.05-14.9.27,ref-sifre-d.111.1.12-ref-sifre-d.111.1.21,360584,360631,54218,54227,ref-Sifra.7.5-14.9.18,ref-Sifra.7.5-14.9.27,150485,150529,25160,25169,ref-sifre-d.111.1.12,ref-sifre-d.111.1.21,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,נאמר כאן קץ ונאמר להלן קץ מה קץ האמור להלן ,10,10,1274,1389,0.1956521739130435,0.28846153846153844,0.1956521739130435
1276,ref-Sifra.7.05-14.9.18-ref-Sifra.7.05-14.9.27,ref-sifre-d.122.3.2-ref-sifre-d.122.3.11,360584,360631,54218,54227,ref-Sifra.7.5-14.9.18,ref-Sifra.7.5-14.9.27,159893,159943,26768,26777,ref-sifre-d.122.3.2,ref-sifre-d.122.3.11,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ,10,10,1276,1504,0.24489795918367346,0.2727272727272727,0.1836734693877551
1278,ref-Sifra.7.05-14.9.18-ref-Sifra.7.05-14.9.27,ref-sifre-d.138.1.6-ref-sifre-d.138.1.15,360584,360631,54218,54227,ref-Sifra.7.5-14.9.18,ref-Sifra.7.5-14.9.27,170594,170645,28530,28539,ref-sifre-d.138.1.6,ref-sifre-d.138.1.15,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן ,10,10,1278,1697,0.26,0.3728813559322034,0.26
1280,ref-Sifra.7.05-14.9.18-ref-Sifra.7.05-14.9.27,ref-sifre-d.149.4.17-ref-sifre-d.149.4.26,360584,360631,54218,54227,ref-Sifra.7.5-14.9.18,ref-Sifra.7.5-14.9.27,179909,179963,30019,30028,ref-sifre-d.149.4.17,ref-sifre-d.149.4.26,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,נאמר כאן שעריך ונאמר להלן שעריך מה שעריך האמור להלן ,10,10,1280,1834,0.28846153846153844,0.31034482758620685,0.23076923076923078
1282,ref-Sifra.7.05-14.9.18-ref-Sifra.7.05-14.9.27,ref-sifre-d.194.6.12-ref-sifre-d.194.6.21,360584,360631,54218,54227,ref-Sifra.7.5-14.9.18,ref-Sifra.7.5-14.9.27,206762,206809,34504,34513,ref-sifre-d.194.6.12,ref-sifre-d.194.6.21,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,נאמר כאן אחר ונאמר להלן אחר מה אחר האמור להלן ,10,10,1282,2029,0.1956521739130435,0.32727272727272727,0.1956521739130435
1284,ref-Sifra.7.05-14.9.18-ref-Sifra.7.05-14.9.27,ref-sifre-d.195.7.13-ref-sifre-d.195.7.22,360584,360631,54218,54227,ref-Sifra.7.5-14.9.18,ref-Sifra.7.5-14.9.27,207312,207359,34601,34610,ref-sifre-d.195.7.13,ref-sifre-d.195.7.22,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,נאמר כאן אחר ונאמר להלן אחר מה אחר האמור להלן ,10,10,1284,2122,0.1956521739130435,0.32727272727272727,0.1956521739130435
1286,ref-Sifra.7.05-14.9.18-ref-Sifra.7.05-14.9.27,ref-sifre-d.261.2.25-ref-sifre-d.261.2.34,360584,360631,54218,54227,ref-Sifra.7.5-14.9.18,ref-Sifra.7.5-14.9.27,251780,251833,42029,42038,ref-sifre-d.261.2.25,ref-sifre-d.261.2.34,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,נאמר כאן תועבה ונאמר להלן תועבה מה תועבה האומר להלן ,10,10,1286,2399,0.2692307692307692,0.31034482758620685,0.25
1288,ref-Sifra.7.05-14.9.18-ref-Sifra.7.05-14.9.27,ref-sifre-d.264.1.5-ref-sifre-d.264.1.14,360584,360631,54218,54227,ref-Sifra.7.5-14.9.18,ref-Sifra.7.5-14.9.27,253239,253286,42294,42303,ref-sifre-d.264.1.5,ref-sifre-d.264.1.14,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן ,10,10,1288,2480,0.13043478260869565,0.23076923076923073,0.13043478260869565
1290,ref-Sifra.7.05-14.9.18-ref-Sifra.7.05-14.9.27,ref-sifre-d.284.6.4-ref-sifre-d.284.6.16,360584,360631,54218,54227,ref-Sifra.7.5-14.9.18,ref-Sifra.7.5-14.9.27,268475,268534,44842,44854,ref-sifre-d.284.6.4,ref-sifre-d.284.6.16,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,נאמר כאן גר יתום ונאמר להלן גר יתום מה גר יתום האמור להלן ,10,13,1290,2610,0.3620689655172414,0.375,0.3103448275862069
1292,ref-Sifra.7.05-14.9.18-ref-Sifra.7.05-14.9.27,ref-sifre-d.285.4.3-ref-sifre-d.285.4.15,360584,360631,54218,54227,ref-Sifra.7.5-14.9.18,ref-Sifra.7.5-14.9.27,269137,269196,44955,44967,ref-sifre-d.285.4.3,ref-sifre-d.285.4.15,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,נאמר כאן גר יתום ונאמר להלן גר יתום מה גר יתום האמור להלן ,10,13,1292,2694,0.3620689655172414,0.375,0.3103448275862069
1294,ref-Sifra.7.05-14.9.18-ref-Sifra.7.05-14.9.27,ref-sifre-d.289.3.11-ref-sifre-d.289.3.25,360584,360631,54218,54227,ref-Sifra.7.5-14.9.18,ref-Sifra.7.5-14.9.27,274573,274645,45894,45907,ref-sifre-d.289.3.11,ref-sifre-d.289.3.25,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,נאמר כאן שם אחיו ונאמר להלן על שם אחיהם יקראו בנחלתם מה שם האמור להלן ,10,15,1294,2779,0.4714285714285714,0.49350649350649356,0.45714285714285713
1296,ref-Sifra.7.05-14.9.18-ref-Sifra.7.05-14.9.27,ref-sifre-d.289.9.18-ref-sifre-d.289.9.27,360584,360631,54218,54227,ref-Sifra.7.5-14.9.18,ref-Sifra.7.5-14.9.27,275341,275385,46033,46042,ref-sifre-d.289.9.18,ref-sifre-d.289.9.27,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,נאמר כאן שם ונאמר להלן שם מה שם האמור להלן ,10,10,1296,2830,0.1956521739130435,0.28846153846153844,0.1956521739130435
1298,ref-Sifra.7.05-14.9.18-ref-Sifra.7.05-14.9.27,ref-sifre-d.291.6.2-ref-sifre-d.291.6.12,360584,360631,54218,54227,ref-Sifra.7.5-14.9.18,ref-Sifra.7.5-14.9.27,276844,276905,46303,46313,ref-sifre-d.291.6.2,ref-sifre-d.291.6.12,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,ואמרה נאמר כאן ענייה ונאמר להלן ענייה מה ענייה האמורה להלן ,10,11,1298,2933,0.3220338983050847,0.30645161290322576,0.3220338983050847
1300,ref-Sifra.7.05-14.9.18-ref-Sifra.7.05-14.9.27,ref-sifre-d.302.1.6-ref-sifre-d.302.1.15,360584,360631,54218,54227,ref-Sifra.7.5-14.9.18,ref-Sifra.7.5-14.9.27,288558,288602,48290,48299,ref-sifre-d.302.1.6,ref-sifre-d.302.1.15,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,נאמר כאן קץ ונאמר להלן קץ מה קץ האמור להלן ,10,10,1300,3065,0.1956521739130435,0.28846153846153844,0.1956521739130435
1302,ref-Sifra.7.05-14.9.19-ref-Sifra.7.05-14.9.27,ref-sifre-d.302.1.23-ref-sifre-d.302.1.34,360589,360631,54219,54227,ref-Sifra.7.5-14.9.19,ref-Sifra.7.5-14.9.27,288631,288685,48307,48318,ref-sifre-d.302.1.23,ref-sifre-d.302.1.34,כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,מה קץ האמור להלן חג המצות אף כאן חג המצות נאמר להלן ,9,12,1302,3156,0.5961538461538461,0.423728813559322,0.4807692307692308
1304,ref-Sifra.7.05-16.3.25-ref-Sifra.7.05-16.3.34,ref-sifre-d.51.2.11-ref-sifre-d.51.2.20,362911,362957,54611,54620,ref-Sifra.7.5-16.3.25,ref-Sifra.7.5-16.3.34,98849,98898,16574,16583,ref-sifre-d.51.2.11,ref-sifre-d.51.2.20,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור כאן ,נאמר כאן יהיה ונאמר להלן יהיה מה יהיה האמור כאן ,10,10,1304,372,0.25,0.368421052631579,0.25
1306,ref-Sifra.7.05-16.3.25-ref-Sifra.7.05-16.3.34,ref-sifre-d.90.2.4-ref-sifre-d.90.2.14,362911,362957,54611,54620,ref-Sifra.7.5-16.3.25,ref-Sifra.7.5-16.3.34,133293,133348,22275,22285,ref-sifre-d.90.2.4,ref-sifre-d.90.2.14,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור כאן ,נאמר כאן הדחה ונאמר להלן הדחה מה הדחה האמורה להלן כאן ,10,11,1306,944,0.3333333333333333,0.4285714285714286,0.3333333333333333
1308,ref-Sifra.7.05-16.3.25-ref-Sifra.7.05-16.3.34,ref-sifre-d.107.18.9-ref-sifre-d.107.18.18,362911,362957,54611,54620,ref-Sifra.7.5-16.3.25,ref-Sifra.7.5-16.3.34,147877,147927,24697,24706,ref-sifre-d.107.18.9,ref-sifre-d.107.18.18,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור כאן ,נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה כאן ,10,10,1308,1231,0.2653061224489796,0.3793103448275862,0.2653061224489796
1310,ref-Sifra.7.05-16.3.25-ref-Sifra.7.05-16.3.34,ref-sifre-d.249.5.26-ref-sifre-d.249.5.38,362911,362957,54611,54620,ref-Sifra.7.5-16.3.25,ref-Sifra.7.5-16.3.34,246860,246924,41170,41182,ref-sifre-d.249.5.26,ref-sifre-d.249.5.38,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור כאן ,נאמר כאן דור עשירי ונאמר להלן דור עשירי מה דור עשירי האמור כאן ,10,13,1310,2371,0.38095238095238093,0.4347826086956522,0.38095238095238093
1312,ref-Sifra.7.05-16.3.25-ref-Sifra.7.05-16.3.34,ref-sifre-d.357.37.20-ref-sifre-d.357.37.29,362911,362957,54611,54620,ref-Sifra.7.5-16.3.25,ref-Sifra.7.5-16.3.34,388722,388766,65343,65352,ref-sifre-d.357.37.20,ref-sifre-d.357.37.29,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור כאן ,נא' כאן ימי ונא' להלן ימי מה ימי האמור כאן ,10,10,1312,3268,0.28888888888888886,0.37037037037037035,0.28888888888888886
1314,ref-Sifra.7.05-16.3.25-ref-Sifra.7.05-16.3.47,ref-sifre-d.103.4.4-ref-sifre-d.103.4.25,362911,363024,54611,54633,ref-Sifra.7.5-16.3.25,ref-Sifra.7.5-16.3.47,141579,141678,23671,23690,ref-sifre-d.103.4.4,ref-sifre-d.103.4.25,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור כאן כהה למראה שני ולא כהה למראה שלישי אף נגע האמור להלן כהה למראה ,נאמר כאן איה ונאמר להלן איה מה איה האמורה כאן עשה את הראה מין איה אף איה האמורה להלן עשה את הראה ,23,22,1314,1186,0.40186915887850466,0.3278688524590164,0.35514018691588783
1316,ref-Sifra.7.05-16.3.25-ref-Sifra.7.05-16.3.48,ref-sifre-d.190.3.21-ref-sifre-d.190.3.37,362911,363028,54611,54634,ref-Sifra.7.5-16.3.25,ref-Sifra.7.5-16.3.48,201757,201838,33675,33691,ref-sifre-d.190.3.21,ref-sifre-d.190.3.37,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור כאן כהה למראה שני ולא כהה למראה שלישי אף נגע האמור להלן כהה למראה שני ,נאמר כאן שני ונאמר להלן שני מה שני האמור כאן אנשים ולא נשים אף שני האמור להלן ,24,17,1316,1981,0.45045045045045046,0.3846153846153846,0.40540540540540543
1318,ref-Sifra.8.01-00.2.5-ref-Sifra.8.01-00.2.14,ref-sifre-d.75.12.9-ref-sifre-d.75.12.17,365154,365213,54995,55002,ref-Sifra.8.1-00.2.5,ref-Sifra.8.1-00.2.14,121683,121728,20314,20320,ref-sifre-d.75.12.9,ref-sifre-d.75.12.17,שטומאתו וטהרתו ביום אין לי אלא טומאתו וטהרתו ביום מנין ,הטהור והטמא יאכלנו אין לי אלא טמא טהור מנין ,10,9,1318,772,0.4909090909090909,0.3770491803278688,0.4
1320,ref-Sifra.8.01-00.2.48-ref-Sifra.8.01-00.2.57,ref-sifre-d.75.12.9-ref-sifre-d.75.12.17,365403,365462,55036,55043,ref-Sifra.8.1-00.2.48,ref-Sifra.8.1-00.2.57,121683,121728,20314,20320,ref-sifre-d.75.12.9,ref-sifre-d.75.12.17,שטומאתו וטהרתו בכהן אין לי אלא טומאתו וטהרתו בכהן מנין ,הטהור והטמא יאכלנו אין לי אלא טמא טהור מנין ,10,9,1320,774,0.4727272727272727,0.3220338983050848,0.41818181818181815
1322,ref-Sifra.8.01-00.5.15-ref-Sifra.8.01-00.5.21,ref-sifre-d.247.1.17-ref-sifre-d.247.1.23,366874,366905,55283,55287,ref-Sifra.8.1-00.5.15,ref-Sifra.8.1-00.5.21,244764,244793,40792,40796,ref-sifre-d.247.1.17,ref-sifre-d.247.1.23,אין לי אלא כולם ומנין אף מקצתו ,אין לי אלא כולו מנין אף מקצתו ,7,7,1322,2345,0.06451612903225806,0.032258064516129004,0.06451612903225806
1324,ref-Sifra.8.01-00.5.15-ref-Sifra.8.01-00.5.21,ref-sifre-d.274.5.12-ref-sifre-d.274.5.18,366874,366905,55283,55287,ref-Sifra.8.1-00.5.15,ref-Sifra.8.1-00.5.21,261536,261565,43683,43687,ref-sifre-d.274.5.12,ref-sifre-d.274.5.18,אין לי אלא כולם ומנין אף מקצתו ,אין לי אלא כולם מנין אף מקצתן ,7,7,1324,2574,0.06451612903225806,0.09375,0.06451612903225806
1326,ref-sifra.8.01-00.12.15-ref-sifra.8.01-00.12.24,ref-sifre-d.11.1.81-ref-sifre-d.11.1.97,367999,368044,55467,55476,ref-sifra.8.1-00.12.15,ref-sifra.8.1-00.12.24,14964,15037,2515,2529,ref-sifre-d.11.1.81,ref-sifre-d.11.1.97,תן לי סנדלי ונתתי לו פשט ידו לחלון ונתן לי ,לי אבא בידך עמד ונתן לו משלו כדי פרנסתו אמר לו כל מה שנתתי לך לא נתתי ,10,17,1326,16,0.6571428571428571,0.472972972972973,0.6285714285714286
1327,ref-sifra.8.01-00.12.15-ref-sifra.8.01-00.12.27,ref-sifre-d.117.8.8-ref-sifre-d.117.8.22,367999,368057,55467,55479,ref-sifra.8.1-00.12.15,ref-sifra.8.1-00.12.27,155878,155955,26062,26076,ref-sifre-d.117.8.8,ref-sifre-d.117.8.22,תן לי סנדלי ונתתי לו פשט ידו לחלון ונתן לי ממנה מקל אמר ,ונתן נותנים לו שכר אמירה ושכר מעשה אמר ליתן ולא הספיק בידו ליתן נותנים לו ,13,15,1327,1487,0.7432432432432432,0.375,0.6216216216216216
1328,ref-sifra.8.01-00.12.15-ref-sifra.8.01-00.12.27,ref-sifre-d.143.10.51-ref-sifre-d.144.2.14,367999,368057,55467,55479,ref-sifra.8.1-00.12.15,ref-sifra.8.1-00.12.27,174456,174650,29160,29193,ref-sifre-d.143.10.51,ref-sifre-d.144.2.14,תן לי סנדלי ונתתי לו פשט ידו לחלון ונתן לי ממנה מקל אמר ,"נתן לך שופטים ושטרים תתן לך מנין שממנים ב""ד לכל ישראל ת""ל שופטים תתן לך ומנין שממנים שוטרים לכל ישראל ת""ל שוטרים תתן לך רבי יהודה אומר מנין שממנים אחד על גבי כולם תלמוד לומר תתן לך ואומר ",13,38,1328,1805,0.7700534759358288,0.7142857142857143,0.7700534759358288
