ref-Sifra.1.1,רבי ישמעאל אומ׳ 
ref-Sifra.9.03-05.4,וספר לו לעצמו מכאן אמרו הזב והזבה שבדקו את עצמם ביום הראשון ומצאו טהורים וביום השביעי ומצאו טהורים ושאר כל הימים לא בדקו ר׳ אליעזר אומר הרי אלו בחזקת טהרה ור׳ יהושע אומר אין להם אלא יום ראשון ויום השביעי בלבד ר׳ עקיבא אומר אין להם אלא יום הז׳ בלבד 
ref-Sifra.9.03-05.5,ר׳ יוסי ור׳ שמעון אומרים נראים דברי ר׳ אליעזר מדברי ר׳ יהושע ודברי ר׳ עקיבא משניהם אבל הלכה כדברי ר׳ אליעזר 
ref-Sifra.9.03-05.6,שבעת ימים יכול בין סמוכים בין מפוזרים תל ל ״לטהרתו שתהיה טהרתו אחת 
ref-Sifra.9.03-05.7,וכבס בגדיו ורחץ בשרו הקיש כיבוס בגדיו לרחיצת בשרו מה רחיצת גופו בנקיות אף כיבוס בגדיו בנקיות הא למדנו חוצצים בכלים 
ref-Sifra.9.03-05.8,ורחץ בשרו במים חיים הזב טעון ביאת מים חיים ואין מצורע טעון ביאת מים חיים 
ref-Sifra.9.03-05.9,הלא דין הוא מה אם הזב שאין טעון הזיית מים חיים טעון ביאת מים חיים מצורע שהוא טעון הזיית מים חיים אינו דין שיטעון ביאת מים חיים תל ל ״ורחץ בשרו במים חיים בשרו במים חיים הזב טעון ביאת מים חיים ואין מצורע טעון ביאת מים חיים 
ref-Sifra.9.03-05.10,יכול אף כליו יטענו ביאת מים חיים תל ל ״בשרו בשרו טעון ביאת מים חיים וכליו עולים בכל מימות 
ref-Sifra.9.03-05.11,וטהר מלטמא כלי חרש במשא בן עזאי אומר ומה אם במקום שלא עשה ולד הטומאה קל כולד הטומאה הקל לטמא באב הטומאה הקל עשה ולד הטומאה הקל כולד הטומאה הקל לטמא באב הטומאה הקל מקום שעשה ולד הטומאה חמור כולד הטומאה חמור לטמא באב הטומאה החמור אינו דין שנעשה ולד הטומאה החמור כולד הטומאה החמור ליטמא באב הטומאה החמור אמר לו ר׳ יוסי הגלילי פרשה אמר לו אין מפרשים לחכם אמר לו שנהו אמר לו אין שונים לחכם חזר ר׳ יוסי הגלילי ופירש ומה אם במקום שלא עשה בגדי המטמאים בשרץ כבגדים בשרץ עשה כלי חרש בשרץ כאדם בשרץ כאן שעשה בגדי המטמאים בזב כבגדים בזב אינו דין שנעשה כלי חרש בזב כאדם בזב תל ל ״וטהר מלטמא כלי חרש במשא 
ref-Sifra.9.03-05.12,בשמיני יכול בין ביום ובין בלילה תל ל ״ביום ביום ולא בלילה 
ref-Sifra.9.03-05.13,יקח לו לעצמו שאם הפרישו לזיבתו הראשונה לא יביאם לזיבתו שנייה שתי תורים או שני בני יונה חילופי תורים בני יונה וחילופי בני יונה תורים ואין חלופיהם עשירית האיפה 
ref-Sifra.9.03-05.14,מנין שהוא טובל מבעוד יום תל ל ״ובא לפני ה׳ אל פתח אהל מועד לפני ה׳ אל פתח אהל מועד כיצד הוא בא אל פתח אהל מועד אלא אם כן היה מעורב שמש מלמד שהוא טובל מבעוד יום 
ref-Sifra.9.03-05.15,ועשה אותם הכהן אחד חטאת והאחד עולה שיפרישם הכהן אחד לחטאת ואחד לעולה מנין שאם הפרישם הוא שיהיה הפרשו הפרש תל ל ״אחד לחטאת ואחד לעולה והביא אותם אל הכהן לחטאת ואחד לעולה והביא אותם אל הכהן עי׳ מלבי״ם 
ref-Sifra.9.03-05.16,וכפר עליו הכהן לפני ה׳ מזובו מקצת זבים מביאים ומקצת זבים אין מביאים הא כיצד ראה שלש יביא ראה שתים לא יביא או אינו אלא ראה שתים יביא שלש לא יביא והלא מי שראה שלש ראה שתים מה אני מקיים וכפר עליו הכהן לפני ה׳ מזובו מצקת זבים מביאים קרבן ומקצת זבים אין מביאים קרבן הא כיצד ראה שלש יביא ראה שתים לא יביא 
ref-Sifra.9.03-06.1,איש פרט לקטן או יכול שאני מוציא את בן תשע שנים ויום אחד תל ל ״ואיש 
ref-Sifra.9.03-06.2,כי תצא ממנו שכבת זרע עד שתצא טומאה חוץ לבשרו מכאן אמרו הזב ובעל קרי שהרגישו אוחזים באמה ובולעים את התרומה 
ref-Sifra.9.03-06.3,שכבת זרע פרט למערה ורחץ במים במי מקוה את כל בשרו מים שכל בשרו עולה בהם וכמה הם אמה על אמה ברום שלש אמות נמצאת אתה אומר שיעור המקוה מ׳ סאה 
ref-Sifra.9.03-06.4,בגד ועור אין לי אלא בגד ועור מנין לעשות שאר כל הכלים כבגד ועור תל ל ״כל בגד וכל עור בגד וכל עור ואם נפשך לומר נאמר בגד ועור בשרץ ונאמר בגד ועור במת ונאמר בגד ועור בשכבת זרע מה בגד ועור האמור בשרץ ובמת עשה כל הכלים כבגד ועור אף בגד ועור האמור בשכבת זרע נעשה כל שאר הכלים כבגד ועור 
ref-Sifra.9.03-06.5,אשר יהיה עליו אף על מקצתו שכבת זרע מה שכבת זרע האמור כברייתה אף כאן כברייתה פרט לשכבת זרע שנסרחה מכאן אמרו הפולטת שכבת זרע ביום השלישי טהורה דברי ר׳ אלעזר בן עזריה ר׳ ישמעאל אומר פעמים שהם ד׳ עונות פעמים שהם ה׳ עונות פעמים שהם ו׳ עונות רבי עקיבא אומר לעולם חמש 
ref-Sifra.9.03-06.6,ואם יצאת מקצת עונה ראשונה משלימים לו מקצת עונה ששית 
ref-Sifra.9.03-06.7,אשה פרט לקטנה או יכול שאני מוציא בת ג׳ שנים ויום א׳ תל ל ״ואשה 
ref-Sifra.9.03-06.8,אשר ישכב איש פרט לקטן אותה פרט לכלה דברי ר׳ יהודה אמרו לו לר׳ יהודה וכי מה ראיה לכלה אלא אותה פרט לדבר אחר שכבת זרע פרט למערה 
ref-Sifra.9.03-06.9,ורחצו במים וטמאו עד הערב הקיש רחיצתה לרחיצתו מה רחיצתה בנקיות אף רחיצתו בנקיות מה רחיצתו בארבעים סאה אף רחיצתה בארבעים סאה מה רחיצתו פרט לבית הסתרים אף רחיצתה פרט לבית הסתרים 
ref-Sifra.9.03-06.10,ר׳ שמעון אומר מה תל ל ״ורחצו במים וטמאו עד הערב במים וטמאו עד הערב אם לענין הנוגע בשכבת זרע הרי הנוגע בשכבת זרע אמור למטן אם כן למה נאמר ורחצו במים וטמאו עד הערב אלא מפני שהיא טומאת בית הסתרים והלא אין אדם מטמא בבית הסתרים אלא גזרת מלך הוא לכך נאמר ורחצו במים וטמאו עד הערב 
ref-Sifra.9.04-00.1,אשה אין לי אלא אשה גמורה בת יום א׳ מנין תל ל ״ואשה מכאן אמרו בת יום א׳ לנדה בת עשרה ימים לזיבה 
ref-Sifra.9.04-00.2,כי תהיה מן הדיבור ואילך כי תהיה זבה יכול אפילו זבה מכל מקום תהיה טמא תל ל ״והיא גלתה את מקור דמיה גלתה את מקור דמיה לימד על הדמים שאינם אלא מן המקור 
ref-Sifra.9.04-00.3,יכול כל מראה זוב שתזוב תהיה טמאה תל ל ״דם אי דם אין לי אלא מראה דם אחד כשהוא אומר דמיה מלמד שדמים הרבה טמאים בה האדום והשחור וכקרן כרכום וכמימי אדמה וכמזוג בית שמאי אומרים אף כמימי תלתן וכמימי בשר צלי ובית הלל מטהרין 
ref-Sifra.9.04-00.4,בבשרה מלמד שהיא מטמאה בפנים כבחוץ והלא דין הוא ומה אם הזב שהוא טעון ביאת מים חיים אין מטמא בפנים כבחוץ נדה שאינה טעונה ביאת מים חיים אינו דין שלא תטמא בפנים כבחוץ תל ל ״בבשרה מלמד שהיא מטמאה בפנים כבחוץ אין לי אלא נדה זבה מנין תל ל ״זובה הפולטת שכבת זרע מנין תל ל ״תהיה ר׳ שמעון אומר דיה כבועלה מה בועלה אינו מטמא בפנים כבחוץ אף היא לא תטמא בפנים כבחוץ 
ref-Sifra.9.04-00.5,שבעת ימים תהיה בנדתה לא בזיבתה כל שבעה יכול עד שתהיה רואה דם כל שבעה תל ל ״תהיה אף על פי שאינה רואה 
ref-Sifra.9.04-00.6,אין לי אלא ימים לילות מנין תל ל ״תהיה לרבות את הלילות 
ref-Sifra.9.04-00.7,יכול בין סמוכים בין מפוזרים תל ל ״תהיה תהא הוייתן אחת 
ref-Sifra.9.04-00.8,מנין שאינה טובלת מבעוד יום תל ל ״שבעת ימים תהיה בנדתה ימים תהיה בנדתה בנדתה תהיה כל שבעה 
ref-Sifra.9.04-00.9,וכל הנוגע בה יטמא יכול לא יהיה נוגע בה מטמא בגדים במגע הין אם מטמאה במשכב לטמא אדם ולטמא בגדים היא עצמה לא תטמא בגדים במגע אם כן למה נאמר וכל הנוגע בה יטמא עד הערב יכול יהא הנוגע מטמא אדם וכלי חרש ודין הוא הנוגע בזב מטמא והנוגע בנדה מטמא מה הנוגע בזב אינו מטמא אדם וכלי חרש אף הנוגע בנדה לא יטמא אדם וכלי חרש 
ref-Sifra.9.04-00.10,לא אם אמרת בזב שאינו מטמא אדם לטמא אדם תאמר בנדה שהיא מטמאה אדם לטמא אדם ממקום אחר הואיל והיא מטמאה אדם לטמא אדם ממקום אחר יהא הנוגע בה מטמא אדם וכלי חרש אם כן למה נאמר וכל הנוגע בה יטמא עד הערב אין הנוגע בה מטמא אדם וכלי חרש 
ref-Sifra.9.04-00.11,וכל אשר תשכב עליו בנדתה יטמא וכל אשר תשב עליו יטמא יכול תטמא משכב שאינו מיוחד לשכיבה ומושב שאינו מיוחד לישיבה תל ל ״כל הנוגע במשכבה יכבס בגדיו וכל הנוגע בכל כלי אשר תשב יכבס בגדיו הנוגע במשכבה יכבס בגדיו וכל הנוגע בכל כלי אשר תשב יכבס בגדיו 
ref-Sifra.9.04-00.12,מה למטה אינה מטמאה אלא משכב המיוחד לשכיבה ומושב המיוחד לישיבה אף כאן לא תטמא אלא משכב המיוחד לשכיבה ומושב המיוחד לישיבה 
ref-Sifra.9.04-00.13,יכול לענין לטמא לא תטמא אלא משכב המיוחד לשכיבה ומושב המיוחד לישיבה אבל לענין ליטמא תטמא את הכל שהרבה מיטמאים ואין מטמאים תל ל ״עליו עליו עליו ״עליו אמור לענין ליטמא ועליו אמור לענין לטמא מה אמור לענין לטמא מה ״עליו האמור לענין לטמא אינה מטמאה אלא משכב המיוחד לשכיבה ומושב המיוחד לישיבה אף עליו האמור לענין ליטמא לא מטמא אלא משכב המיוחד לשכיבה ומושב המיוחד לישיבה 
ref-Sifra.9.04-00.14,ואם על המשכב הוא עד שינשא רובו עליו או על הכלי אשר  יושבת עליו או על מקצתו מכאן אמרו רוב טמא על הטהור או על מקצתו רוב טהור על הטמא או על מקצתו אחד זב ואחד משכב טמא מקצת טמא על הטהור או על מקצתו מקצת טהור על הטמא או על מקצתו בזב טמא ובמשכב טהור 
ref-Sifra.9.04-00.15,משכב זה משכב אשר היא יושבת עליו זה המושב כלי זה המרכב שנאמר בנגעו בו ואיזה דבר חלק מגעו ממשאו הוי אומר זה המרכב 
ref-Sifra.9.04-07.1,ואם שכב ישכב לרבות שתי שכיבות ואם שכב ישכב לרבות למערה איש פרט לקטן או יכול שאני מוציא בן ט׳ שנים ויום אחד תל ל ״ואם שכב ישכב שכב ישכב 
ref-Sifra.9.04-07.2,אותה פרט למצורעת והלא דין הוא מה הנדה שאינה מטמאה בביאה מטמאה את בועלה מצורעת שהיא מטמאה בביאה אינו דין שתטמא את בועלה תל ל ״אותה פרט למצורעת 
ref-Sifra.9.04-07.3,ותהי נדתה עליו יכול יעלה לרגלה תל וטמא שבעת ימים יאמר וטמא שבעת ימים ומה תל ל ״ותהי נדתה עליו נדתה עליו יכול לא יטמא אדם וכלי חרש תל ל ״ותהי נדתה עליו נדתה עליו מה היא מטמא אדם וכלי חרש אף הוא יטמא אדם וכלי חרש אי מה היא מטמאה משכב ומושב לטמא אדם ולטמא בגדים אף הוא יטמא משכב ומושב לטמא אדם ולטמא בגדים תל ל ״ותהי נדתה עליו וטמא שבעת ימים וכל המשכב אשר ישכב עליו יטמא נדתה עליו וטמא שבעת ימים וכל המשכב אשר ישכב עליו יטמא שאין ת״ל אלא שנתקו הכתוב מטומאה חמורה והביאו לטומאה קלה שלא יטמא אלא אוכלין ומשקין 
ref-Sifra.9.04-07.4,נמצאת אתה אומר משכבו כמגעו מה מגעו לטמא אחד ולפסול אחד אף משכבו לטמא אחד ולפסול אחד 
ref-Sifra.9.04-07.5,נמצאת אתה אומר ככר של תרומה שהיא כרוכה במפה ונתונה בין כר לחברו אם כנגדו נתונה טמאה שאם נטמאה המפה נטמאה הככר ושלא כנגדו טהורה שאין מגעו מטמא בגדים 
ref-Sifra.9.04-07.6,וטמא שבעת ימים שיספור שבעה לביאה אחרונה הלא דין הוא מיטמא במת ומיטמא בנדה מה מצינו כשהוא מיטמא במת אינו סופר שבעה אלא לטומאה אחרונה אף כשהוא מיטמא בנדה לא יספור שבעה אלא לביאה אחרונה או כלך לדרך זה היא מיטמאה ומטמאה את בועלה מה היא אינה סופרת שבעה אלא לראיה הראשונה אף כשהוא מיטמא בה לא יספור שבעה אלא לביאה ראשונה נראה למי דומה דנים טומאה שהיא ממקום אחר מטומאה שהיא ממקום אחר ואל יוכיחו דמים שהם מגופה או כלך לדרך זה דנים טומאה שהיא מחמת דמים מטומאה שהיא מחמת דמים ואל תוכיח טומאת המת שאין מחמת דמים תל ל ״וטמא שבעת ימים שבעת ימים שיספור שבעה לביאה אחרונה 
ref-Sifra.9.04-07.7,או לכה לך לדרן זו היא מטמיא ומטמא את בועלה מה היא אינה סופרת שבעה אלא לראייה הראשונה אף כשהוא מטמא בנדח לא יספור שבעה אלא לביאה ראשונה 
ref-Sifra.9.04-07.10,וכל המשכב אשר ישכב עליו יטמא יכול יטמא משכב שאינו מיוחד לשכיבה ומושב שאינו מיוחד לישיבה לא מה היא אינה מטמאה אלא משכב המיוחד לשכיבה ומושב המיוחד לישיבה אף הוא לא יטמא אלא משכב המיוחד לשכיבה ומושב המיוחד לישיבה 
ref-Sifra.9.04-07.11,יכול היא והוא לא יטמאו טומאה חמורה אבל היא והוא יטמאו טומאה קלה תל ל ״המשכב אין לי אלא משכב מרכב מנין תל ל ״וכל אין לי אלא בזמן שהוא שוכב עליו ונוגע בו מנין למשכבות עשרה זו על גב זו על גב אבן מסמא תל ל ״וכל ״המשכב אשר ישכב עליו המשכב אשר ישכב עליו״ עד שינשא רובו עליו עד שינשא רובו עליו 
ref-Sifra.9.05-00.1,ואשה בין גיורת בין שפחה בין משוחררת בין בת ישראל כי יזוב זוב דמה דמה מחמת עצמה ולא דמה מחמת ולד או דמה מחמת עצמה ולא דמה מחמת אונס כשהוא אומר זוב לרבות את האונסים הא מה אני מקיים דמה דמה מחמת עצמה ולא דמה מחמת הולד 
ref-Sifra.9.05-00.2,כמה יהיה בקישוי ויהיה תלוי בולד ר׳ מאיר אומר אפילו ארבעים וחמשים יום ר׳ יהודה אומר דיה חדשה ר׳ יוסי ור׳ שמעון אומרים אין קישוי יותר משתי שבתות לפיכך אם קשתה י״ז שלשה ראשונים ראוים לזיבה וילדה בזוב 
ref-Sifra.9.05-00.3,ויש מקשה עשרים וחמשה ואינה זבה בהם שנים לבלא עת שבעה נדה ושנים אחר הנדה וי״ד של נקבה אבל אי אפשר שתקשה עשרים וששה מקום שאין ולד ולא ילדה בזוב 
ref-Sifra.9.05-00.4,ויש רואה מאה ימים ואינה זבה בהם שנים לבלא עת שבעה נדה ושנים לאחר נדה ושמונים של נקבה שבעה נדה ושנים לאחר הנדה 
ref-Sifra.9.05-00.5,ימים שניים יכול ימים הרבה אמר רבי עקיבא כל ששמועו מרובה ושמועו מועט תפשת המרובה לא תפשת תפשת מועט תפשת 
ref-Sifra.9.05-00.6,ר׳ יהודה בן בתירא אומר שתי מדות אחת כלה ואחת מדה שאינה כלה מודדים מדה כלה ואין מודדין מדה שאינה כלה 
ref-Sifra.9.05-00.7,ר׳ נחמיה אומר וכי למה בא הכתוב לפתוח או לנעול והלא לא בא לנעול אלא לפתוח אם אתה אומר ימים עשרה אינו אלא מאה אלא מאתים אלא אלף אלא רבוא וכשאתה אומר ימים שניים פתחת 
ref-Sifra.9.05-00.8,ר׳ מונא אומר משום ר׳ יהודה ימים שניים יכול ימים הרבה אם מרובים הם והלא כבר נאמר רבים הא לא דבר אלא ימים מועטים וכמה הם הוי אומר שניים 
ref-Sifra.9.05-00.9,רבים שלשה יכול רבים עשרה אמר ימים ואמר רבים מה ימים מיעוט ימים שניים אף רבים מיעוט רבים שלשה יכול שניים ושלשה הרי חמשה וכי נאמר ימים ורבים והלא לא נאמר אלא ימים רבים הא כיצד הללו יהיו מרובים על שנים וכמה הם הוי אומר זה שלשה 
ref-Sifra.9.05-08.1,יכול הרואה שלשה בתחלה תהיה זבה ומה אני מקיים ואשה כי תהיה זבה דם ברואה יום אחד אבל הרואה שלשה בתחלה תהיה זבה תל ל ״בלא עת נדתה על נדתה עת נדתה על נדתה אחר נדתה היא מטמאה ואינה מטמאה בתחלה 
ref-Sifra.9.05-08.2,אין לי אלא סמוך לנדתה מופלג מנדתה מנין תל ל ״או כי תזוב על נדתה כי תזוב על נדתה אין לי אלא מופלג מנדתה יום א׳ מנין ב׳ ג׳ ד׳ ה׳ ו׳ ז׳ ח׳ ט׳ י׳ מה מצינו ברביעי שהוא כשר לספירה וכשר לזיבה אף אני ארבה את אלו שהם כשרים לספירה כשרים לזיבה 
ref-Sifra.9.05-08.3,מנין לרבות אחד עשר תל ל ״בלא עת נדתה עת נדתה או יכול שאני מרבה את יב׳ אמרת לאו מה ראית לרבות את יא׳ ולהוציא את יב׳ אחר שריבה הכתוב מיעט מרבה אני את יא׳ שהוא בספירת או כי תזוב ומוציא אני את יב׳ שאינו בספירת או כי תזוב 
ref-Sifra.9.05-08.4,אין לי אלא הרואה שלשה שהיא זבה מנין לרואה שנים תהיה זבה תל ל ״ימי זוב טומאתה כימי נדתה זוב טומאתה כימי נדתה מנין לרואה יום אחד תהיה זבה תל ל ״כל ימי זוב ימי זוב 
ref-Sifra.9.05-08.5,מנין שהיא משמרת להם יום אחד תל ל ״טמא יהיה יהיה יכול כשם שמשמרת אחד לאחד כך תשמור שנים לשנים ודין הוא ומה אם הזב שאינו סופר אחד לאחד סופר שבעה לשניים זבה שהיא סופרת אחד לאחד אינו דין שתספור שבעה לשניים תל ל ״יהיה לה לה אין לה אלא יום אחד 
ref-Sifra.9.05-08.6,אין לי אלא הרואה שלשה שהיא מטמאה משכב ומושב מנין לרואה שנים שתטמא משכב ומושב תל ל ״ימי זובה זובה 
ref-Sifra.9.05-08.7,מנין לרואה יום אחד שתטמא משכב ומושב תל ל ״כל ימי זובה ימי זובה 
ref-Sifra.9.05-08.8,תהיה טמאה לרבות את בועלה היא היא מטמאה את בועלה ואין הזב מטמא את שהוא בועל 
ref-Sifra.9.05-08.9,והלא דין הוא ומה אם הזבה שאינה מטמאה אלא בג׳ ראיות לג׳ ימים מטמאה את בועלה הזב שהוא מטמא בג׳ ראיות ליום אחד אינו דין שיטמא את שהוא בועל תל ל ״תהיה טמאה טמאה לרבות את בועלה היא היא מטמאה את בועלה ואין הזב מטמא את שהוא בועל אלא שדברו חכמים בלשון נקיה 
ref-Sifra.9.05-08.10,כטומאת נדתה ולא כימי נדתה והלא דין הוא ומה אם במקום שלא עשה טומאת המיטמא כמטמא עשה ימי המיטמא כמטמא כאן שעשה טומאת המיטמא כמטמא אינו דין שיעשה ימי המיטמא כמטמא תל ל ״כטומאת נדתה נדתה ולא כימי נדתה וכל הנוגע בם יטמא על ידי חיבוריהם 
ref-Sifra.9.05-09.1,ואם טהרה מזובה כשתפסק מזובה ולא מזובה ומנגעה וספרה לה לעצמה שבעת ימים יכול בין סמוכים בין מפוזרים תל ל ״ואחר תטהר תטהר אחר לכולם 
ref-Sifra.9.05-09.2,ר׳ שמעון אומר אחר תטהר אחר המעשה תטהר כיון שטבלה טהורה להתעסק בטהרות אבל אמרו חכמים לא תעשה כן שלא תבוא לידי ספק 
ref-Sifra.9.05-09.3,בשמיני יכול בין ביום ובין בלילה תל ל ״ביום ולא בלילה תקח לה לעצמה שאם הפרישתן לזיבתה הראשונה לא תביאם לזיבתה שנייה שתי תורים או שני בני יונה חלופי תורים בני יונה חלופי בני יונה תורים ואין חילופיהם עשירית האיפה 
ref-Sifra.9.05-09.4,מנין שהיא טובלת מבעוד יום תל ל ״והביאה אותם אל הכהן אל פתח אהל מועד אותם אל הכהן אל פתח אהל מועד כיצד היא מביאה אותם אל פתח אהל מועד אלא אם כן תהיה מעורבת שמש מלמד שהיא טובלת מבעוד יום 
ref-Sifra.9.05-09.5,ועשה הכהן את האחד חטאת ואת האחד עולה שיפרישם הכהן אחד לעולה ואחד לחטאת ומנין שאם הפרישתן היא יהיה הפרשתה הפרש תל ל ״אחד לחטאת ואחד לעולה והביא אותם אל הכהן לחטאת ואחד לעולה והביא אותם אל הכהן 
ref-Sifra.9.05-09.6,והזרתם את בני ישראל אין נזירה אלא הפרשה וכן הוא אומר וינזרו מאחרי ויעל גלוליו על לבו ואומר נזורו אחור 
ref-Sifra.9.05-09.7,והזרתם את בני ישראל מטומאתם הרי זו אזהרה ולא ימותו בטומאתם זו עונש בטמאם את משכני אשר בתוכם אף על פי שהם טמאים שכינה ביניהם 
ref-Sifra.9.05-09.8,תורת הזב ואשר תצא ממנו שכבת זרע זה שראה ראיה אחת שהוא כבעל קרי וטובל ואוכל את פסחו לערב 
ref-Sifra.9.05-09.9,והדוה בנדתה והזב זה שראה שתי ראיות שהוא כנדה מטמא משכב ומושב וצריך ביאת מים חיים ופטור מן הקרבן תורת הזב והזב את זובו זה שראה שלש ראיות שהוא זב גמור מטמא משכב ומושב וצריך ביאת מים חיים וחייב בקרבן 
ref-Sifra.9.05-09.10,תורת הזב ואשר תצא ממנו שכבת זרע מה הזוב סותרת בזב אף שכבת זרע סותרת בזב אי מה הזוב סותר הכל אף שכבת זרע תסתר הכל תל ל ״לטמאה בה בה אין לה אלא יום אחד 
ref-Sifra.9.05-09.11,יכול אף מימי רגלים יהיו סותרים בזב תל ל ״זאת 
ref-Sifra.9.05-09.12,והדוה בנדתה זקנים הראשונים היו אומרים תהיה בנדתה לא תכחול ולא תפקוס עד שתבא במים עד שבא רבי עקיבא ולמד נכנס הדבר לידי איבה והוא מבקש לגרשה הא מה אני מקיים והדוה בנדתה תהא בנדתה עד שתבא במים 
ref-Sifra.9.05-09.13,והזב את זובו אחרים אומרים מה הזב מטמא במשא אף הזוב מטמא במשא לזכר לרבות את המצורע ולנקבה לרבות את היולדת ר׳ ישמעאל בנו של ר׳ יוחנן בן ברוקה אומר הרי הוא אומר והזב את זובו לזכר כל שהוא זכר בין גדול בין קטן ולנקבה כל שהיא נקבה בין גדולה בין קטנה ולאיש אשר ישכב עם טמאה להביא את הבא על שומרת יום כנגד יום 
ref-Sifra.10.01-00.1,וידבר ה׳ אל משה אחרי מות שני בני אהרן מה תלמוד לומר לפי שנאמר ויקחו בני אהרן נדב ואביהוא איש מחתתו ״בני אהרן לא נטלו עצה מאהרן לא נטלו עצה מאהרן ״נדב ואביהוא ואביהוא לא נטלו עצה ממשה איש מחתתו איש איש מעצמו עשה לא נטלו עצה זה מזה מנין שכשם שעבירת שניהם שוה כך מיתת שניהם שוה תל ל ״אחרי מות שני בני אהרן מות שני בני אהרן 
ref-Sifra.10.01-00.2,בקרבתם לפני ה׳ וימותו ר׳ יוסי הגלילי אומר על  מתו ולא מתו על ההקרבה ר׳ עקיבא אומר בקרבתם לפני ה׳ וימותו וכתוב אחד אומר ויקריבו לפני ה׳ אש זרה הכריע הכריע ״בהקריבם אש זרה לפני ה׳״ אש זרה לפני ה׳ הכריע ״בהקריבם אש זרה לפני ה׳״ הוי על ההקרבה מתו ולאמיתו על הקריבה ר׳ אלעזר בן עזריה אומר כדאי הקרבה לעצמה וכדאי קריבה לעצמה 
ref-Sifra.10.01-00.3,ויאמר ה׳ אל משה דבר אל אהרן אחיך ואל יבא בכל עת ואין אנו יודעים מה נאמר לו בדיבור הראשון היה ר׳ אלעזר בן עזריה משלו משל למה הדבר דומה לחולה שנכנס אצל רופא אומר לו על תשתה צונן ואל תשכב בטחב בא אחר ואומר לו אל תשתה צונן ואל תשכב בטחב שלא תמות בא אחר ואומר לו אל תשתה צונן ואל תשכב בטחב שלא תמות כדרך שמת פלוני וזה זרזו יותר מכולם לכך נאמר ויאמר ה׳ אל משה דבר אל אהרן אחיך ואל יבא בכל עת 
ref-Sifra.10.01-00.4,ואם בא מת הוא שנאמר ואל יבא ולא ימות הא אם בא מת הוא כדרך שמתו בניו לכך נאמר אחרי מות שני בני אהרן ויאמר ה׳ אל משה דבר אל אהרן אחיך ואל יבא בכל עת 
ref-Sifra.10.01-00.5,משום ר׳ ישמעאל אמרו הואיל ונאמרו שני דברות זה בצד זה אחד פתוח ואחד סתום  פתוח על הסתום מה פתוח דיבר ביד משה שיאמר לאהרן על ביאת הקדש אף סתום דבר ביד משה שיאמר לאהרן על ביאת הקדש ואיזה זה דיבור של יין ושל שכר שנאמר ואחיכם כל בית ישראל יבכו את השריפה אשר שרף ה׳ וידבר ה׳ אל אהרן לאמר יין ושכר אל תשת 
ref-Sifra.10.01-00.6,אחיך באל יבא ואין משה באל יבא או אחיך באל יבא ואין הבנים בלא יבא אמר ר״א ודין הוא ומה מי שנצטוה לבא נצטוה שלא לבא מי שלא נצטוה לבא אינו דין שנצטוה שלא לבא תמימים יוכיחו שנצטוו לבא אל אהל מועד ונצטוו שלא לבא שתויי יין ושכר 
ref-Sifra.10.01-00.7,אבל בעלי מומין שלא נצטוו לבא לא נצטוו שלא לבא שתויי יין ושכר אף כאן המצווה נצטווה תל ל ״דבר אל אהרן אחיך אל אהרן אחיך שאין תלמור לומר אחיך ומה תלמוד לומר אחיך לרבות את הבנים 
ref-Sifra.10.01-00.8,ואל יבא בכל עת זה יום הכפורים אל הקדש לרבות שאר ימות השנה אמר ר״א ודין הוא ומה על יום שנצטוה לבא נצטוה שלא לבא על יום שלא נצטוה לבא אינו דין שנצטוה שלא לבא ישראל יוכיחו שנצטוו לבא ברגלים ונצטוו לבא שלא ריקנים 
ref-Sifra.10.01-00.9,אבל בשאר ימות השנה שלא נצטוו לבא לא נצטוו לבא שלא ריקנים אף כאן על יום שנצטוה נצטוה תל ל ״אל הקדש הקדש לרבות שאר ימות השנה 
ref-Sifra.10.01-00.10,מבית לפרכת להזהיר על כל הבית יכול על כל הבית במיתה תל ל ״אל פני הכפרת אשר על הארן ולא ימות פני הכפרת אשר על הארן ולא ימות הא כיצד אל פני הכפרת במיתה ושאר כל הבית באזהרה 
ref-Sifra.10.01-00.11,אל פני הכפרת אשר על הארון מה תל לפי שנאמר ל לפי שנאמר ״כפורת יכול יהי כיסוי לארון תל ל ״כפורת אשר על הארון אשר על הארון כפורת לארון ואין כיסוי לארון 
ref-Sifra.10.01-00.12,יכול לא יהא כיסוי לארון אבל יהיה דבר חוצץ בין כפורת לעדות תלמוד לומר וכסה ענן הקטורת את הכפורת אשר על העדות הא אין דבר חוצץ בין כפורת לעדות 
ref-Sifra.10.01-00.13,ולא ימות הרי זה עונש כי בענן אראה על הכפורת הרי זו אזהרה ואמר רא יכול עונש ואזהרה נאמרו קודם למיתת שני בני אהרן תל אחרי מות שני בני אהרן יכול שניהם נאמרו לאחר מיתת בני אהרן תל ל ״כי בענן אראה על הכפורת בענן אראה על הכפורת הא כיצד אזהרה נאמר קודם למיתת שני בני אהרן ועונש נאמר לאחר מות שני בני אהרן 
