baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-b,baseOrder,grp-ref-sifra,dam-lev,jac,id
ref-sifra.5.9-00.6.36-ref-sifra.5.9-00.7.5,ref-b.5.4.3.23a.3.25-ref-b.5.4.3.23a.5.4,298341,298423,ref-sifra.5.9-00.6.36,ref-sifra.5.9-00.7.5,7996630,7996745,ref-b.5.4.3.23a.3.25,ref-b.5.4.3.23a.5.4,לטמא במשא הא איתמר עלה אמר ר' יוסי ברבי חנינא טהור מלטמא במגע אבל מטמא במשא והאמר רב חסדא נבילה,דבמגע לא מטמא לטמא במשא הא איתמר עלה אמר ר' יוסי ברבי חנינא טהור מלטמא במגע אבל מטמא במשא והאמר רב חסדא נבילה,14,18,7861,7861.0,4172,4172.0,0.12844036697247707,0.06666666666666665,4080002935
ref-sifra.5.9-00.6.7-ref-sifra.5.9-00.6.20,ref-b.5.7.5.21b.5.5-ref-b.5.7.5.21b.5.14,298190,298260,ref-sifra.5.9-00.6.7,ref-sifra.5.9-00.6.20,8429186,8429235,ref-b.5.7.5.21b.5.5,ref-b.5.7.5.21b.5.14,יטמא במגע הם מטמאים ואין מטמאים במשא והלא דין הוא ומה אם בהמה שלא ,שאין בהן טומאה ולא שרץ מטמא במגע במשא לא מטמא ,14,10,8718,8717.0,4167,4157.0,0.6515151515151515,0.6,4080002936
ref-sifra.5.9-00.5.33-ref-sifra.5.9-00.6.10,ref-b.6.7.5.42b.21.5-ref-b.6.7.5.42b.22.20,298087,298210,ref-sifra.5.9-00.5.33,ref-sifra.5.9-00.6.10,8651221,8651347,ref-b.6.7.5.42b.21.5,ref-b.6.7.5.42b.22.20,טהור נבלה בקומטו טמא שרץ בקומטו טהור שרץ בנגיעה הוא דמטמא ובית הסתרים לאו בר מגע הוא נבלה בקומטו טמא נהי דבמגע לא מטמא,טהור נבלה בקומטו טמא שרץ בקומטו טהור שרץ בנגיעה הוא דמטמא ובית הסתרים לאו בר מגע הוא נבלה בקומטו טמא נהי דבמגע לא מטמא,21,24,9100,9100.0,4161,4161.0,0.0,0.0,4080002937
ref-sifra.5.9-00.6.24-ref-sifra.5.9-00.6.41,ref-b.6.7.5.42b.22.5-ref-b.6.7.5.42b.23.1,298276,298376,ref-sifra.5.9-00.6.24,ref-sifra.5.9-00.6.41,8651264,8651367,ref-b.6.7.5.42b.22.5,ref-b.6.7.5.42b.23.1,מגע הוא נבלה בקומטו טמא נהי דבמגע לא מטמא במשא מיהא מטמא שרץ,בנגיעה הוא דמטמא ובית הסתרים לאו בר מגע הוא נבלה בקומטו טמא נהי דבמגע לא מטמא במשא מיהא מטמא שרץ,17,20,9102,9102.0,4169,4169.0,0.375,0.41666666666666663,4080002938
ref-sifra.5.9-00.7.17-ref-sifra.5.9-00.7.32,ref-b.2.1.1.16a.2.9-ref-b.2.1.1.16a.2.18,298474,298565,ref-sifra.5.9-00.7.17,ref-sifra.5.9-00.7.32,400332,400390,ref-b.2.1.1.16a.2.9,ref-b.2.1.1.16a.2.18,טהור כלים הנעשים ממנו טמאים העצם שאביו טמא אינו דין שיהיו כלים הנעשים ממנו מקבלים טומאה ,כלי מתכות פשוטיהן ומקבליהן טמאין נשברו טהרו חזר ועשה מהן ,16,10,115,115.0,4178,4178.0,0.7272727272727273,0.7647058823529411,4080002939
ref-sifra.5.9-00.7.17-ref-sifra.5.9-00.7.32,ref-b.2.1.1.16a.2.41-ref-b.2.1.1.16a.2.47,298474,298565,ref-sifra.5.9-00.7.17,ref-sifra.5.9-00.7.32,400518,400554,ref-b.2.1.1.16a.2.41,ref-b.2.1.1.16a.2.47,טהור כלים הנעשים ממנו טמאים העצם שאביו טמא אינו דין שיהיו כלים הנעשים ממנו מקבלים טומאה ,טהרו חזר ועשה מהן כלים מקבלין טומאה ,16,7,117,116.0,4179,4178.0,0.6704545454545454,0.6153846153846154,4080002940
ref-sifra.5.9-00.7.39-ref-sifra.5.9-00.7.54,ref-b.5.3.4.71b.8.6-ref-b.5.3.4.71b.10.4,298594,298690,ref-sifra.5.9-00.7.39,ref-sifra.5.9-00.7.54,7701850,7702015,ref-b.5.3.4.71b.8.6,ref-b.5.3.4.71b.10.4,בבית המנוגע תאמר בבהמה שאינה צריכה שהייה בבית המנוגע בהמה דאינה צריכה שהייה בבית המנוגע למאי הלכתא לכלים שעל גבה אדם נמי לא בעי דתנן הנכנס לבית המנוגע,בבית המנוגע תאמר בבהמה שאינה צריכה שהייה בבית המנוגע בהמה דאינה צריכה שהייה בבית המנוגע למאי הלכתא לכלים שעל גבה אדם נמי לא בעי דתנן הנכנס לבית המנוגע,16,18,7521,7521.0,4180,4180.0,0.0,0.0,4080002941
ref-sifra.5.9-00.7.79-ref-sifra.5.9-00.7.106,ref-b.5.3.1.25b.4.20-ref-b.5.3.1.25b.4.46,298816,298960,ref-sifra.5.9-00.7.79,ref-sifra.5.9-00.7.106,7555296,7555434,ref-b.5.3.1.25b.4.20,ref-b.5.3.1.25b.4.46,וכל מעשה עזים לרבות דבר הבא מן העזים אפילו מן הקרנים ומן הטלפים ושאר בהמה וחיה מנין תלמוד לומר וכל מעשה אם כן למה נאמר עזים פרט לעופות ,"וכל מעשה עזים תתחטאו להביא דבר הבא מן העזים מן הקרנים ומן הטלפים שאר בהמה וחיה מנין תלמוד לומר וכל מעשה א""כ מה ת""ל עזים פרט לעופות ",28,27,7349,7349.0,4182,4182.0,0.18518518518518517,0.23809523809523814,4080002942
ref-sifra.5.9-11.1.1-ref-sifra.5.9-11.1.8,ref-b.5.3.4.70b.9.14-ref-b.5.3.4.70b.10.5,298961,299003,ref-sifra.5.9-11.1.1,ref-sifra.5.9-11.1.8,7699249,7699328,ref-b.5.3.4.70b.9.14,ref-b.5.3.4.70b.10.5,וכי  מנבלתם יש מנבלתם מטמא ויש מנבלתם ,בנבלת חיה טמאה או בנבלת בהמה טמאה או בנבלת שרץ טמא וכי נבלת בהמה טמאה מטמאה ,8,16,7494,7492.0,4183,4183.0,0.6973684210526315,0.7777777777777778,4080002943
ref-sifra.5.9-11.1.6-ref-sifra.5.9-11.1.15,ref-b.6.7.7.56a.18.10-ref-b.6.7.7.56a.18.27,298986,299045,ref-sifra.5.9-11.1.6,ref-sifra.5.9-11.1.15,8697904,8697995,ref-b.6.7.7.56a.18.10,ref-b.6.7.7.56a.18.27,מטמא ויש מנבלתם שאינה מטמא פרט ליבשה שאינה יכול להשרות ,מלטמא בכזית אבל מטמא טומאת רקב תניא נמי הכי רבי יוסי אומר בשר המת שיבש ואין יכול לשרות ,10,18,9230,9230.0,4184,4183.0,0.6206896551724138,0.8571428571428572,4080002944
ref-sifra.5.9-11.3.12-ref-sifra.5.9-11.3.20,ref-b.2.4.1.14a.9.14-ref-b.2.4.1.14a.9.22,299192,299231,ref-sifra.5.9-11.3.12,ref-sifra.5.9-11.3.20,1312229,1312271,ref-b.2.4.1.14a.9.14,ref-b.2.4.1.14a.9.22,וכי  מים על זרע ונפל מנבלתם עליו טמא ,וכי יתן מים על זרע ונפל מנבלתם עליו טמא ,9,9,471,468.0,4185,4185.0,0.075,0.1428571428571429,4080002945
ref-sifra.5.9-11.3.12-ref-sifra.5.9-11.3.20,ref-b.2.4.1.18b.8.10-ref-b.2.4.1.18b.8.18,299192,299231,ref-sifra.5.9-11.3.12,ref-sifra.5.9-11.3.20,1325313,1325355,ref-b.2.4.1.18b.8.10,ref-b.2.4.1.18b.8.18,וכי  מים על זרע ונפל מנבלתם עליו טמא ,וכי יתן מים על זרע ונפל מנבלתם עליו טמא ,9,9,589,589.0,4186,4185.0,0.075,0.1428571428571429,4080002946
ref-sifra.5.9-11.3.12-ref-sifra.5.9-11.3.21,ref-b.5.3.9.118a.7.5-ref-b.5.3.9.118a.7.14,299192,299235,ref-sifra.5.9-11.3.12,ref-sifra.5.9-11.3.21,7840940,7840987,ref-b.5.3.9.118a.7.5,ref-b.5.3.9.118a.7.14,וכי  מים על זרע ונפל מנבלתם עליו טמא הוא ,וכי יותן מים על זרע ונפל מנבלתם עליו טמא הוא ,10,10,7663,7663.0,4187,4185.0,0.08888888888888889,0.1428571428571429,4080002947
ref-sifra.5.9-11.5.11-ref-sifra.5.9-11.5.48,ref-b.2.1.6.64a.5.10-ref-b.2.1.6.64a.6.3,299781,299958,ref-sifra.5.9-11.5.11,ref-sifra.5.9-11.5.48,574985,575099,ref-b.2.1.6.64a.5.10,ref-b.2.1.6.64a.6.3,וטימא במת מה כשטימא בשרץ לא טימא אלא טווי ואריג אף כשטימא במת לא טימא אלא טווי ואריג הן אם היקל,טימא בשרץ וטימא במת מה כשטימא בשרץ לא טימא אלא טווי ואריג אף כשטימא במת לא טימא אלא טווי ואריג הן אם היקל,38,23,198,198.0,4231,4231.0,0.09523809523809523,0.0,4080002948
ref-sifra.5.9-11.4.24-ref-sifra.5.9-11.4.40,ref-b.2.1.7.68a.4.34-ref-b.2.1.7.68a.4.47,299624,299716,ref-sifra.5.9-11.4.24,ref-sifra.5.9-11.4.40,589125,589200,ref-b.2.1.7.68a.4.34,ref-b.2.1.7.68a.4.47,איתה בין במאכל אדם בין במאכל בהמה ואילו מעשר במאכל אדם איתה בין במאכל אדם בין במאכל בהמה ואילו מעשר במאכל אדם איתה במאכל בהמה,איתה בין במאכל אדם בין במאכל בהמה ואילו מעשר במאכל אדם איתה בין במאכל אדם בין במאכל בהמה ואילו מעשר במאכל אדם איתה במאכל בהמה,17,12,231,231.0,4222,4222.0,0.0,0.0,4080002949
ref-sifra.5.9-11.4.25-ref-sifra.5.9-11.5.5,ref-b.2.4.1.14a.9.3-ref-b.2.4.1.14a.9.18,299628,299762,ref-sifra.5.9-11.4.25,ref-sifra.5.9-11.5.5,1312172,1312248,ref-b.2.4.1.14a.9.3,ref-b.2.4.1.14a.9.18,אוכל מטמא אוכל דתניא יכול יהא אוכל מטמא אוכל תלמוד לומר וכי יתן מים על זרע,אוכל מטמא אוכל דתניא יכול יהא אוכל מטמא אוכל תלמוד לומר וכי יתן מים על זרע,26,16,468,468.0,4225,4225.0,0.0,0.0,4080002950
ref-sifra.5.9-11.3.52-ref-sifra.5.9-11.4.20,ref-b.2.4.1.14b.10.18-ref-b.2.4.1.14b.12.1,299399,299608,ref-sifra.5.9-11.3.52,ref-sifra.5.9-11.4.20,1313800,1313889,ref-b.2.4.1.14b.10.18,ref-b.2.4.1.14b.12.1,טמא וטמא הכא טהור וטמא ואלא מדברי רבי עקיבא מי דמי התם פסול וטמא הכא טהור וטמא נימא,טמא וטמא הכא טהור וטמא ואלא מדברי רבי עקיבא מי דמי התם פסול וטמא הכא טהור וטמא נימא,15,18,473,473.0,4196,4196.0,0.0,0.0,4080002951
ref-sifra.5.9-11.3.52-ref-sifra.5.9-11.3.66,ref-b.2.4.1.16a.1.3-ref-b.2.4.1.16a.2.8,299399,299493,ref-sifra.5.9-11.3.52,ref-sifra.5.9-11.3.66,1316991,1317135,ref-b.2.4.1.16a.1.3,ref-b.2.4.1.16a.2.8,טמאים ותלושים טהורים טמאת את הכל וכשאתה אומר מחוברים טהורים ותלושים טמאים טמאת מקצת וטהרת ,ליטמא טמא לטמא אחרים טהור דברי רבי מאיר וכן היה רבי אלעזר אומר כדבריו רבי יהודה אומר לכל טמא רבי יוסי ורבי שמעון אומרים לאוכלין טמאין לכלים ,15,27,482,481.0,4197,4188.0,0.6857142857142857,0.8,4080002952
ref-sifra.5.9-11.4.2-ref-sifra.5.9-11.4.33,ref-b.2.4.1.18b.3.14-ref-b.2.4.1.18b.4.13,299502,299674,ref-sifra.5.9-11.4.2,ref-sifra.5.9-11.4.33,1324811,1324947,ref-b.2.4.1.18b.3.14,ref-b.2.4.1.18b.4.13,יטמא לטמא את המשקין אתה אומר לטמא את המשקין או אינו אלא לטמא את הכלי אמרת קל וחומר ומה משקה שמטמא אוכל אינו מטמא כלי אוכל שאין מטמא,יטמא לטמא את המשקין אתה אומר לטמא את המשקין או אינו אלא לטמא את הכלי אמרת קל וחומר ומה משקה שמטמא אוכל אינו מטמא כלי אוכל שאין מטמא,32,26,570,570.0,4206,4206.0,0.0,0.0,4080002953
ref-sifra.5.9-11.3.41-ref-sifra.5.9-11.3.61,ref-b.2.4.3.45b.17.6-ref-b.2.4.3.45b.18.7,299344,299461,ref-sifra.5.9-11.3.41,ref-sifra.5.9-11.3.61,1416617,1416766,ref-b.2.4.3.45b.17.6,ref-b.2.4.3.45b.18.7,אוכלי אדם ואוכלי בהמה יש לך חילוק אם אומר אתה מחוברים טמאים ותלושים טהורים טמאת את הכל וכשאתה אומר מחוברים טהורים ,מלאכול לאדם והכלב יכול לאוכלה מטמאה טומאת אוכלין בכביצה ונשרפת עם הטמאה בפסח משום רבי נתן אמרו אינה מטמאה כמאן אזלא הא דתנן כלל אמרו בטהרות ,21,26,672,672.0,4188,4188.0,0.6714285714285714,0.7857142857142857,4080002954
ref-sifra.5.9-11.4.10-ref-sifra.5.9-11.4.39,ref-b.2.4.3.45b.17.6-ref-b.2.4.3.45b.18.15,299546,299711,ref-sifra.5.9-11.4.10,ref-sifra.5.9-11.4.39,1416617,1416810,ref-b.2.4.3.45b.17.6,ref-b.2.4.3.45b.18.15,הטמאה בפסח משום רבי נתן אמרו אינה מטמאה כמאן אזלא הא דתנן כלל אמרו בטהרות כל המיוחד לאוכל אדם טמא עד שיפסל מלאכול לאדם והכלב יכול לאוכלה מטמאה טומאת אוכלין בכביצה ונשרפת עם הטמאה בפסח משום רבי נתן אמרו אינה מטמאה כמאן אזלא הא דתנן כלל אמרו בטהרות כל המיוחד לאוכל אדם טמא עד שיפסל מלאכול,מלאכול לאדם והכלב יכול לאוכלה מטמאה טומאת אוכלין בכביצה ונשרפת עם הטמאה בפסח משום רבי נתן אמרו אינה מטמאה כמאן אזלא הא דתנן כלל אמרו בטהרות כל המיוחד לאוכל אדם טמא עד שיפסל מלאכול,30,34,673,673.0,4214,4214.0,0.3741258741258741,0.0,4080002955
ref-sifra.5.9-11.4.6-ref-sifra.5.9-11.4.38,ref-b.2.5.3.39a.3.3-ref-b.2.5.3.39a.3.11,299522,299703,ref-sifra.5.9-11.4.6,ref-sifra.5.9-11.4.38,1792737,1792782,ref-b.2.5.3.39a.3.3,ref-b.2.5.3.39a.3.11,טמאים ובידי אדם טהורים טמאת הכל וכשאתה אומר בידי שמים טהורים ובידי אדם טמאים טמאת מקצת ואם אומר אתה אוכלי בהמה טמאים אוכלי אדם טהורים טמאת את הכל וכשאתה אומר אוכלי אדם טמאים ,תטמאו בהם ונטמתם בם אדם מטמא עצמו מעט מטמאין ,33,9,1159,1153.0,4212,4188.0,0.7931034482758621,0.8235294117647058,4080002956
ref-sifra.5.9-11.4.22-ref-sifra.5.9-11.4.36,ref-b.3.1.6.66a.9.4-ref-b.3.1.6.66a.10.8,299614,299693,ref-sifra.5.9-11.4.22,ref-sifra.5.9-11.4.36,3059557,3059633,ref-b.3.1.6.66a.9.4,ref-b.3.1.6.66a.10.8,ואם אומר אתה אוכלי בהמה טמאים אוכלי אדם טהורים טמאת את הכל וכשאתה אומר אוכלי ,כל שאין אוכל אינו מאכיל ולא והרי ערל וכל הטמאים שאינן אוכלין ומאכילין ,15,13,2302,2302.0,4218,4218.0,0.6623376623376623,0.875,4080002957
ref-sifra.5.9-11.4.23-ref-sifra.5.9-11.4.39,ref-b.3.1.6.66a.12.4-ref-b.3.1.6.66a.13.14,299619,299711,ref-sifra.5.9-11.4.23,ref-sifra.5.9-11.4.39,3059700,3059827,ref-b.3.1.6.66a.12.4,ref-b.3.1.6.66a.13.14,אומר אתה אוכלי בהמה טמאים אוכלי אדם טהורים טמאת את הכל וכשאתה אומר אוכלי אדם טמאים ואוכלי ,אוכל קאמר קנין אוכל מאכיל שאינו אוכל אינו מאכיל ורבא אמר מדאורייתא מיכל אכלי ורבנן הוא דגזרי בהו כדי שתאמר אני איני אוכלת ,17,23,2308,2308.0,4220,4218.0,0.6065573770491803,0.9,4080002958
ref-sifra.5.9-11.3.49-ref-sifra.5.9-11.3.61,ref-b.3.2.2.23a.18.17-ref-b.3.2.2.23b.2.15,299382,299461,ref-sifra.5.9-11.3.49,ref-sifra.5.9-11.3.61,3321565,3321654,ref-b.3.2.2.23a.18.17,ref-b.3.2.2.23b.2.15,איתמר תנו רבנן אני טמאה וחברתי טהורה נאמנת אני טהורה וחברתי טמאה אינה נאמנת אני וחברתי,איתמר תנו רבנן אני טמאה וחברתי טהורה נאמנת אני טהורה וחברתי טמאה אינה נאמנת אני וחברתי,12,16,2478,2478.0,4190,4190.0,0.0,0.0,4080002959
ref-sifra.5.9-11.4.20-ref-sifra.5.9-11.4.34,ref-b.3.2.2.23a.18.16-ref-b.3.2.2.23b.2.14,299604,299682,ref-sifra.5.9-11.4.20,ref-sifra.5.9-11.4.34,3321559,3321646,ref-b.3.2.2.23a.18.16,ref-b.3.2.2.23b.2.14,טמאת מקצת ואם אומר אתה אוכלי בהמה טמאים אוכלי אדם טהורים טמאת את הכל וכשאתה ,טומאה איתמר תנו רבנן אני טמאה וחברתי טהורה נאמנת אני טהורה וחברתי טמאה אינה נאמנת אני ,15,16,2477,2477.0,4217,4217.0,0.6511627906976745,0.875,4080002960
ref-sifra.5.9-11.3.49-ref-sifra.5.9-11.3.59,ref-b.3.2.2.23b.3.20-ref-b.3.2.2.23b.4.5,299382,299446,ref-sifra.5.9-11.3.49,ref-sifra.5.9-11.3.59,3321844,3321913,ref-b.3.2.2.23b.3.20,ref-b.3.2.2.23b.4.5,אומר אתה מחוברים טמאים ותלושים טהורים טמאת את הכל וכשאתה אומר ,וטהורה אני קאמרה אלא פשיטא דאיכא עדים אימא מציעתא אני וחברתי טמאה ,11,12,2480,2480.0,4189,4189.0,0.7424242424242424,0.8888888888888888,4080002961
ref-sifra.5.9-11.4.23-ref-sifra.5.9-11.4.36,ref-b.3.2.2.23b.3.20-ref-b.3.2.2.23b.4.5,299619,299693,ref-sifra.5.9-11.4.23,ref-sifra.5.9-11.4.36,3321844,3321913,ref-b.3.2.2.23b.3.20,ref-b.3.2.2.23b.4.5,אומר אתה אוכלי בהמה טמאים אוכלי אדם טהורים טמאת את הכל וכשאתה אומר אוכלי ,וטהורה אני קאמרה אלא פשיטא דאיכא עדים אימא מציעתא אני וחברתי טמאה ,14,12,2481,2480.0,4219,4219.0,0.6986301369863014,0.8235294117647058,4080002962
ref-sifra.5.9-11.3.50-ref-sifra.5.9-11.3.61,ref-b.3.2.2.23b.9.1-ref-b.3.2.2.23b.9.10,299387,299461,ref-sifra.5.9-11.3.50,ref-sifra.5.9-11.3.61,3322524,3322573,ref-b.3.2.2.23b.9.1,ref-b.3.2.2.23b.9.10,אתה מחוברים טמאים ותלושים טהורים טמאת את הכל וכשאתה אומר מחוברים טהורים ,אני וחברתי טמאה ואמר לה עד אחד את וחברתך טהורה ,12,10,2482,2482.0,4193,4188.0,0.5833333333333334,0.7142857142857143,4080002963
ref-sifra.5.9-11.3.49-ref-sifra.5.9-11.3.60,ref-b.3.2.2.23b.11.1-ref-b.3.2.2.23b.11.10,299382,299454,ref-sifra.5.9-11.3.49,ref-sifra.5.9-11.3.60,3322754,3322803,ref-b.3.2.2.23b.11.1,ref-b.3.2.2.23b.11.10,אומר אתה מחוברים טמאים ותלושים טהורים טמאת את הכל וכשאתה אומר מחוברים ,אני וחברתי טהורה ואמר לה עד אחד את וחברתך טמאה ,12,10,2483,2483.0,4191,4188.0,0.7,0.7142857142857143,4080002964
ref-sifra.5.9-11.4.6-ref-sifra.5.9-11.4.44,ref-b.3.3.9.75b.6.11-ref-b.3.3.9.76a.1.15,299522,299740,ref-sifra.5.9-11.4.6,ref-sifra.5.9-11.4.44,3744653,3744876,ref-b.3.3.9.75b.6.11,ref-b.3.3.9.76a.1.15,הטמאין מטומאתן אין מציל על הטהורים מליטמא אדם שאין מעלה את הטמאין מטומאתן אינו דין הוא שלא יציל על הטהורין מליטמא שמע מינה לא חיילין אימא סיפא אמרו לו לרבי אליעזר אם מטבילין כלי טמא ליטהר יטבילו כלי לכשיטמא ליטהר,הטמאין מטומאתן אין מציל על הטהורים מליטמא אדם שאין מעלה את הטמאין מטומאתן אינו דין הוא שלא יציל על הטהורין מליטמא שמע מינה לא חיילין אימא סיפא אמרו לו לרבי אליעזר אם מטבילין כלי טמא ליטהר יטבילו כלי לכשיטמא ליטהר,26,35,2617,2617.0,4210,4210.0,0.0,0.0,4080002965
ref-sifra.5.9-11.4.24-ref-sifra.5.9-11.4.39,ref-b.3.5.1.9b.2.10-ref-b.3.5.1.9b.2.18,299624,299711,ref-sifra.5.9-11.4.24,ref-sifra.5.9-11.4.39,3929082,3929125,ref-b.3.5.1.9b.2.10,ref-b.3.5.1.9b.2.18,אתה אוכלי בהמה טמאים אוכלי אדם טהורים טמאת את הכל וכשאתה אומר אוכלי אדם טמאים ואוכלי ,אני אמרתי יהא מאכלו מאכל אדם עכשיו עפר יאכל ,16,9,2870,2870.0,4221,4188.0,0.6705882352941176,0.8461538461538461,4080002966
ref-sifra.5.9-11.4.6-ref-sifra.5.9-11.4.20,ref-b.4.1.2.25a.9.22-ref-b.4.1.2.25a.9.31,299522,299608,ref-sifra.5.9-11.4.6,ref-sifra.5.9-11.4.20,4755055,4755105,ref-b.4.1.2.25a.9.22,ref-b.4.1.2.25a.9.31,טמאים ובידי אדם טהורים טמאת הכל וכשאתה אומר בידי שמים טהורים ובידי אדם טמאים טמאת ,טהור בטהור טמא בטמא טמא בטהור אינו דין שיהא טמא ,15,10,3426,3425.0,4209,4188.0,0.6341463414634146,0.75,4080002967
ref-sifra.5.9-11.3.51-ref-sifra.5.9-11.3.61,ref-b.4.1.8.92b.13.32-ref-b.4.1.8.92b.13.37,299391,299461,ref-sifra.5.9-11.3.51,ref-sifra.5.9-11.3.61,4988602,4988636,ref-b.4.1.8.92b.13.32,ref-b.4.1.8.92b.13.37,מחוברים טמאים ותלושים טהורים טמאת את הכל וכשאתה אומר מחוברים טהורים ,המחובר לטמא טמא כל המחובר לטהור ,11,6,3531,3531.0,4194,4188.0,0.6176470588235294,0.8181818181818181,4080002968
ref-sifra.5.9-11.4.1-ref-sifra.5.9-11.4.14,ref-b.4.4.9.82b.12.14-ref-b.4.4.9.82b.12.23,299499,299579,ref-sifra.5.9-11.4.1,ref-sifra.5.9-11.4.14,6252735,6252791,ref-b.4.4.9.82b.12.14,ref-b.4.4.9.82b.12.23,אם אתה אומר בידי שמים טמאים ובידי אדם טהורים טמאת הכל וכשאתה אומר בידי שמים ,בטומאה חייב מיתה בידי שמים או אין חייב מיתה בידי שמים ,15,11,4326,4326.0,4205,4188.0,0.6052631578947368,0.6923076923076923,4080002969
ref-sifra.5.9-11.5.11-ref-sifra.5.9-11.5.30,ref-b.5.1.2.22b.9.8-ref-b.5.1.2.22b.10.3,299781,299874,ref-sifra.5.9-11.5.11,ref-sifra.5.9-11.5.30,6878572,6878639,ref-b.5.1.2.22b.9.8,ref-b.5.1.2.22b.10.3,טמא מת אין טמא שרץ לא אף מכפרין טמא מת אין טמא שרץ לא מאי קסברי אי,טמא מת אין טמא שרץ לא אף מכפרין טמא מת אין טמא שרץ לא מאי קסברי אי,20,17,4955,4955.0,4230,4230.0,0.0,0.0,4080002970
ref-sifra.5.9-11.4.25-ref-sifra.5.9-11.4.39,ref-b.5.1.3.34a.1.17-ref-b.5.1.3.34a.2.12,299628,299711,ref-sifra.5.9-11.4.25,ref-sifra.5.9-11.4.39,6908361,6908433,ref-b.5.1.3.34a.1.17,ref-b.5.1.3.34a.2.12,אוכלי בהמה טמאים אוכלי אדם טהורים טמאת את הכל וכשאתה אומר אוכלי אדם טמאים ואוכלי ,באכילה ואכתי מיבעי ליה לטמא שאכל בשר קודש לפני זריקה דאתמר טמא שאכל ,15,13,5081,5081.0,4224,4188.0,0.6790123456790124,0.8823529411764706,4080002971
ref-sifra.5.9-11.4.16-ref-sifra.5.9-11.4.30,ref-b.5.1.5.55a.10.16-ref-b.5.1.5.55a.11.9,299580,299661,ref-sifra.5.9-11.4.16,ref-sifra.5.9-11.4.30,6965430,6965492,ref-b.5.1.5.55a.10.16,ref-b.5.1.5.55a.11.9,טהורים ובידי אדם טמאים טמאת מקצת ואם אומר אתה אוכלי בהמה טמאים אוכלי אדם טהורים ,בטומאה אכלום אלא טהור מכלל שהוא טמא טהור מטומאת מצורע וטמא ,15,11,5444,5444.0,4216,4188.0,0.7125,0.8,4080002972
ref-sifra.5.9-11.4.30-ref-sifra.5.9-11.4.43,ref-b.5.1.7.69b.12.23-ref-b.5.1.7.69b.13.17,299655,299733,ref-sifra.5.9-11.4.30,ref-sifra.5.9-11.4.43,7001674,7001780,ref-b.5.1.7.69b.12.23,ref-b.5.1.7.69b.13.17,טהורים טמאת את הכל וכשאתה אומר אוכלי אדם טמאים ואוכלי בהמה טהורים טמאת מקצת ,טהור מכלל דהיא מטמאה והאמר רב יהודה אמר רב ואמרי לה במתניתא תנא וכי ימות מן הבהמה מקצת בהמה מטמאה מקצת ,14,21,5630,5630.0,4227,4188.0,0.5922330097087378,0.7222222222222222,4080002973
ref-sifra.5.9-11.5.1-ref-sifra.5.9-11.5.26,ref-b.5.3.2.36a.15.9-ref-b.5.3.2.36b.1.11,299746,299858,ref-sifra.5.9-11.5.1,ref-sifra.5.9-11.5.26,7587929,7588033,ref-b.5.3.2.36a.15.9,ref-b.5.3.2.36b.1.11,וכי  מים על זרע הרי זה בא ללמד על השרץ שלא יטמא את הזרעים אלא לאחר הכשר הלא דין הוא טמא כלי חרס וטמא בשרץ ,וכי יותן מים על זרע מכל האוכל אשר יאכל למה לי לאו למעוטי חיבת הקדש לא חד בטומאת מת וחד בטומאת שרץ ,26,22,7400,7400.0,4229,4188.0,0.5943396226415094,0.7916666666666666,4080002974
ref-sifra.5.9-11.3.52-ref-sifra.5.9-11.3.66,ref-b.5.3.4.70b.10.5-ref-b.5.3.4.70b.10.16,299399,299493,ref-sifra.5.9-11.3.52,ref-sifra.5.9-11.3.66,7699323,7699387,ref-b.5.3.4.70b.10.5,ref-b.5.3.4.70b.10.16,טמאים ותלושים טהורים טמאת את הכל וכשאתה אומר מחוברים טהורים ותלושים טמאים טמאת מקצת וטהרת ,מטמאה ובטהורה לא מטמאה אלא איזה זה זה עובר שבטמאה טמא ובטהורה ,15,12,7495,7492.0,4198,4188.0,0.6555555555555556,0.9375,4080002975
ref-sifra.5.9-11.4.27-ref-sifra.5.9-11.4.38,ref-b.5.3.4.71a.24.27-ref-b.5.3.4.71b.2.10,299639,299703,ref-sifra.5.9-11.4.27,ref-sifra.5.9-11.4.38,7701313,7701444,ref-b.5.3.4.71a.24.27,ref-b.5.3.4.71b.2.10,טמאים אוכלי אדם טהורים טמאת את הכל וכשאתה אומר אוכלי אדם טמאים ,מלטמא אדם שמציל על טומאה שבתוכו מלטמא אינו דין שמציל על טהרה שבתוכו מליטמא מה לכלי חרס שכן אין מטמא מגבו תאמר באדם שמטמא ,12,24,7516,7514.0,4226,4188.0,0.6942148760330579,0.7894736842105263,4080002976
ref-sifra.5.9-11.3.52-ref-sifra.5.9-11.3.66,ref-b.5.3.4.71b.14.9-ref-b.5.3.4.71b.14.16,299399,299493,ref-sifra.5.9-11.3.52,ref-sifra.5.9-11.3.66,7702488,7702532,ref-b.5.3.4.71b.14.9,ref-b.5.3.4.71b.14.16,טמאים ותלושים טהורים טמאת את הכל וכשאתה אומר מחוברים טהורים ותלושים טמאים טמאת מקצת וטהרת ,טמאה ואחת טהורה דלא מטמיא לה מטמאה לטהורה ,15,8,7525,7525.0,4199,4188.0,0.6888888888888889,0.8461538461538461,4080002977
