baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-y,baseOrder,grp-ref-m,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-m.4.3.8.5.51-ref-m.4.3.8.5.61,ref-y.4.3.8.4.2.5-ref-y.4.3.8.4.2.20,500995,501057,ref-m.4.3.8.5.51,ref-m.4.3.8.5.61,3111507,3111598,ref-y.4.3.8.4.2.5,ref-y.4.3.8.4.2.20,באמצע בין בסוף משום מתנה דבריו קיימין האומר איש פלוני יירשני ,באמצע בין בסוף משם מתנה דבריו קיימין אמר רבי הושעיה יינתן לאיש פלוני ירושה שחורשתיו יירש ,11,14,6786,6786.0,5062,5060.0,0.3932584269662921,0.4,7,באמצע בין בסוף מתנה דבריו קיימין פלוני,1070003797,11,14
ref-m.4.3.8.5.48-ref-m.4.3.8.5.61,ref-y.4.3.8.5.1.3-ref-y.4.3.8.5.1.21,500980,501057,ref-m.4.3.8.5.48,ref-m.4.3.8.5.61,3112047,3112136,ref-y.4.3.8.5.1.3,ref-y.4.3.8.5.1.21,בין בתחלה בין באמצע בין בסוף משום מתנה דבריו קיימין האומר איש פלוני יירשני ,האומר איש פלוני יירשיני בו' אמר רבי יוחנן לא אמר רבי יוחנן בן ברוקה אלא על בן בין הבנים ,14,10,6789,6789.0,5060,5060.0,0.7613636363636364,0.6875,3,האומר איש פלוני,1070003798,14,10
ref-m.4.3.8.5.88-ref-m.4.3.8.5.99,ref-y.3.2.4.11.2.11-ref-y.3.2.4.11.2.22,501178,501247,ref-m.4.3.8.5.88,ref-m.4.3.8.5.99,2429585,2429656,ref-y.3.2.4.11.2.11,ref-y.3.2.4.11.2.22,ראוי לירושה דבריו קיימין ועל מי שאין ראוי לירושה אין דבריו קיימין ,שראוי ליורשה דבריו קיימין ועל מי שאין ראוי ליורשו אין דבריו קיימין ,12,12,5167,5167.0,5063,5063.0,0.0597014925373134,0.125,9,דבריו קיימין ועל מי שאין ראוי אין דבריו קיימין,1070003799,12,12
ref-m.4.3.8.7.8-ref-m.4.3.8.7.29,ref-y.1.8.1.1.1.8-ref-y.1.8.1.1.1.19,501680,501796,ref-m.4.3.8.7.8,ref-m.4.3.8.7.29,692691,692755,ref-y.1.8.1.1.1.8,ref-y.1.8.1.1.1.19,מיתה דברי רבי יהודה רבי יוסי אומר אינו צריך הכותב נכסיו לבנו לאחר מותו האב אינו יכול למכור מפני שהן כתובין לבן ,מוכרין אותו מפני שבתוב בו קדושה אין ממשכנין אותו מפני שכתוב בו ,15,12,1291,1290.0,5065,5064.0,0.6846846846846847,0.8333333333333334,1,מפני,1070003800,15,12
ref-m.4.3.8.7.1-ref-m.4.3.8.7.9,ref-y.3.6.7.3.4.3-ref-y.3.6.7.3.4.11,501633,501723,ref-m.4.3.8.7.1,ref-m.4.3.8.7.9,2692285,2692375,ref-y.3.6.7.3.4.3,ref-y.3.6.7.3.4.11,הכותב נכסיו לבניו צריך שיכתוב מהיום ולאחר מיתה דברי רבי יהודה רבי יוסי אומר אינו צריך ,הכותב נכסיו לבניו צריך שיכתוב מהיום ולאחר מותו דברי רבי יהודה רבי יוסי אומר אינו צריך ,9,9,5786,5786.0,5064,5064.0,0.0232558139534883,0.0,8,הכותב נכסיו לבניו צריך שיכתוב מהיום ולאחר דברי_רבי_יהודה_רבי_יוסי_אומר_אינו_צריך,1070003801,9,9
ref-m.4.3.8.7.67-ref-m.4.3.8.7.79,ref-y.3.1.13.10.1.2-ref-y.3.1.13.10.1.18,501990,502073,ref-m.4.3.8.7.67,ref-m.4.3.8.7.79,2218382,2218475,ref-y.3.1.13.10.1.2,ref-y.3.1.13.10.1.18,גדולים וקטנים אין הגדולים מתפרנסים על הקטנים ולא הקטנים נזונין על הגדולים אלא ,גדולה וקטנה כו' גדולה וקטנה ביאת גדולה פוטרת את הקטנה אין ביאת הקטנה פוטרת את הגדולה אלא ,13,17,4562,4557.0,5067,5066.0,0.5617977528089888,0.8333333333333334,2,אין אלא,1070003802,13,17
ref-m.4.3.8.7.65-ref-m.4.3.8.7.78,ref-y.3.2.1.3.1.35-ref-y.3.2.1.3.1.51,501980,502069,ref-m.4.3.8.7.65,ref-m.4.3.8.7.78,2371836,2371928,ref-y.3.2.1.3.1.35,ref-y.3.2.1.3.1.51,הניח בנים גדולים וקטנים אין הגדולים מתפרנסים על הקטנים ולא הקטנים נזונין על הגדולים ,ניחא גדול שבא על הקטנה הבתולין חוזרין קטן שבא על הקטנה הבתולין חוזרין קטן שבא על הגדולה ,14,17,5051,5051.0,5066,5066.0,0.625,0.9333333333333332,2,על על,1070003803,14,17
ref-m.4.3.8.7.90-ref-m.4.3.8.7.103,ref-y.4.2.5.5.4.21-ref-y.4.2.5.5.4.30,502136,502206,ref-m.4.3.8.7.90,ref-m.4.3.8.7.103,3052161,3052206,ref-y.4.2.5.5.4.21,ref-y.4.2.5.5.4.30,אנו נושאים כדרך שנשאתם אתם אין שומעין להם אלא מה שנתן להם אביהם נתן ,תנם לי ואני נותן כדרך שאת נותן לו אסור ואם ,14,10,6642,6642.0,5068,5068.0,0.7058823529411765,0.7142857142857143,1,כדרך,1070003804,14,10
ref-m.4.3.8.8.3-ref-m.4.3.8.8.15,ref-y.3.1.13.10.1.2-ref-y.3.1.13.10.1.18,502217,502300,ref-m.4.3.8.8.3,ref-m.4.3.8.8.15,2218382,2218475,ref-y.3.1.13.10.1.2,ref-y.3.1.13.10.1.18,גדולות וקטנות אין הגדולות מתפרנסות על הקטנות ולא הקטנות נזונות על הגדולות אלא ,גדולה וקטנה כו' גדולה וקטנה ביאת גדולה פוטרת את הקטנה אין ביאת הקטנה פוטרת את הגדולה אלא ,13,17,4563,4557.0,5070,5069.0,0.5280898876404494,0.8333333333333334,2,אין אלא,1070003805,13,17
ref-m.4.3.8.8.1-ref-m.4.3.8.8.14,ref-y.3.2.1.3.1.35-ref-y.3.2.1.3.1.51,502207,502296,ref-m.4.3.8.8.1,ref-m.4.3.8.8.14,2371836,2371928,ref-y.3.2.1.3.1.35,ref-y.3.2.1.3.1.51,הניח בנות גדולות וקטנות אין הגדולות מתפרנסות על הקטנות ולא הקטנות נזונות על הגדולות ,ניחא גדול שבא על הקטנה הבתולין חוזרין קטן שבא על הקטנה הבתולין חוזרין קטן שבא על הגדולה ,14,17,5052,5051.0,5069,5069.0,0.6136363636363636,0.9333333333333332,2,על על,1070003806,14,17
ref-m.4.3.8.8.36-ref-m.4.3.8.8.45,ref-y.3.1.6.6.1.47-ref-y.3.1.6.6.1.60,502409,502471,ref-m.4.3.8.8.36,ref-m.4.3.8.8.45,2127032,2127094,ref-y.3.1.6.6.1.47,ref-y.3.1.6.6.1.60,בבנות מבבנים שהבנות נזונות על הבנים ואין נזונות על הבנות ,בני בנים כבנים בני בנות אינן כבנים בן בן ובת בת עולין בת בן ,10,14,4340,4340.0,5074,5071.0,0.5833333333333334,0.8461538461538461,0,,1070003807,10,14
ref-m.4.3.8.8.36-ref-m.4.3.9.1.15,ref-y.3.1.15.3.7.7-ref-y.3.1.15.3.7.16,502409,502567,ref-m.4.3.8.8.36,ref-m.4.3.9.1.15,2227395,2227450,ref-y.3.1.15.3.7.7,ref-y.3.1.15.3.7.16,רב חונא הבנים יירשו והבנות ייזונו מה הבנים יורשין מן,רב חונא הבנים יירשו והבנות ייזונו מה הבנים יורשין מן,10,10,4613,4613.0,5076,5076.0,0.0,0.0,10,רב חונא הבנים יירשו והבנות ייזונו מה הבנים יורשין מן,1070003808,10,10
ref-m.4.3.9.1.9-ref-m.4.3.9.1.15,ref-y.3.2.4.8.7.14-ref-y.3.2.4.8.7.19,502521,502567,ref-m.4.3.9.1.9,ref-m.4.3.9.1.15,2425463,2425500,ref-y.3.2.4.8.7.14,ref-y.3.2.4.8.7.19,הבנים יירשו והבנות יזונו נכסין מועטין הבנות ,הבנים יירשו והבנות ייזונו מה הבנים ,7,6,5157,5155.0,5080,5071.0,0.3181818181818182,0.3333333333333333,3,הבנים יירשו והבנות,1070003809,7,6
ref-m.4.3.8.8.36-ref-m.4.3.9.1.8,ref-y.3.6.5.3.8.1-ref-y.3.6.5.3.8.28,502409,502520,ref-m.4.3.8.8.36,ref-m.4.3.9.1.8,2665500,2665624,ref-y.3.6.5.3.8.1,ref-y.3.6.5.3.8.28,בבנות מבבנים שהבנות נזונות על הבנים ואין נזונות על הבנות מי שמת והניח בנים ובנות בזמן שהנכסים מרובים ,בני בנים מה הן רבי מנא אמר בני בנים הרי חן כבנים רבי יוסי אמר אין בני בנים כבנים רבי שמואל בריה דרבי יוסי בי רבי בון ורבי ,18,15,5723,5723.0,5075,5071.0,0.6967213114754098,0.8421052631578947,1,בנים,1070003810,18,15
ref-m.4.3.8.8.36-ref-m.4.3.9.1.20,ref-y.4.3.9.1.1.1-ref-y.4.3.9.1.1.15,502409,502598,ref-m.4.3.8.8.36,ref-m.4.3.9.1.20,3118017,3118098,ref-y.4.3.9.1.1.1,ref-y.4.3.9.1.1.15,מי מ שמת והניח בנים ובנות כו' כיני מתניתא הבנו' יזונו והבנים ישאלו על הפתחים,מי מ שמת והניח בנים ובנות כו' כיני מתניתא הבנו' יזונו והבנים,13,10,6798,6796.0,5077,5077.0,0.2105263157894736,0.2727272727272727,10,מי מ שמת והניח בנים ובנות כו'_כיני_מתניתא הבנו' יזונו והבנים,1070003811,13,10
ref-m.4.3.8.8.22-ref-m.4.3.8.8.42,ref-y.4.3.9.1.3.66-ref-y.4.3.9.1.3.93,502337,502454,ref-m.4.3.8.8.22,ref-m.4.3.8.8.42,3118865,3119008,ref-y.4.3.9.1.3.66,ref-y.4.3.9.1.3.93,אם אמרו היתומים הרי אנו מעלין ניכסי אבינו יותר דינר אין שומעין להן,בני' לבנות כלום אין לכם אלא מזון שנים עשר חדש אמר רבי אבדומי נישמעינה מהדא אם אמרו היתומים הרי אנו מעלין ניכסי אבינו יותר דינר אין שומעין להן,13,23,6800,6800.0,5071,5071.0,0.5319148936170213,0.4210526315789473,13,אם אמרו היתומים הרי אנו מעלין ניכסי אבינו יותר דינר אין שומעין להן,1070003812,13,23
ref-m.4.3.8.8.30-ref-m.4.3.8.8.43,ref-y.4.8.2.1.6.1-ref-y.4.8.2.1.6.14,502382,502461,ref-m.4.3.8.8.30,ref-m.4.3.8.8.43,3432588,3432656,ref-y.4.8.2.1.6.1,ref-y.4.8.2.1.6.14,אתן אין שומעין להן זה חומר בבנות מבבנים שהבנות נזונות על הבנים ואין נזונות ,תני אין מוכרין להן לא זיין ולא כלי זיין ואין משחיזין להן את הזיין ,14,14,7431,7431.0,5073,5071.0,0.6666666666666666,0.875,3,אין להן ואין,1070003813,14,14
ref-m.4.3.9.2.8-ref-m.4.3.9.2.19,ref-y.1.4.8.2.1.30-ref-y.1.4.8.2.1.35,502718,502788,ref-m.4.3.9.2.8,ref-m.4.3.9.2.19,431242,431275,ref-y.1.4.8.2.1.30,ref-y.1.4.8.2.1.35,הזכרים דוחין אותו אצל נקבות נכסין מועטין הנקבות דוחות אותו אצל זכרים ,זכרים אצל נקבות ונקבות אצל זכרים ,12,6,662,662.0,5082,5082.0,0.5217391304347826,0.5555555555555556,4,אצל נקבות אצל זכרים,1070003814,12,6
ref-m.4.3.9.2.26-ref-m.4.3.9.2.41,ref-y.2.4.7.3.1.22-ref-y.2.4.7.3.1.37,502817,502890,ref-m.4.3.9.2.26,ref-m.4.3.9.2.41,1565772,1565860,ref-y.2.4.7.3.1.22,ref-y.2.4.7.3.1.37,מנה ילדה זכר נוטל מנה נקבה מאתים ילדה נקבה נוטלת מאתים אם זכר מנה אם נקבה ,אם רוב זכרים עולות אם רוב נקיבות זבחי שלמים ואין השלמים באין מן הזכרים ומן הנקיבות ,16,16,3257,3256.0,5092,5082.0,0.6867469879518072,0.875,2,אם אם,1070003815,16,16
ref-m.4.3.9.2.21-ref-m.4.3.9.2.42,ref-y.3.1.4.1.5.53-ref-y.3.1.4.1.5.69,502796,502896,ref-m.4.3.9.2.21,ref-m.4.3.9.2.42,2094086,2094167,ref-y.3.1.4.1.5.53,ref-y.3.1.4.1.5.69,אם ילדה אשתי זבר יטול מנה ילדה זכר נוטל מנה אם נקיבה מאתים ילדה נקיבה נוטלת מאתים,אם ילדה אשתי זבר יטול מנה ילדה זכר נוטל מנה אם נקיבה מאתים ילדה נקיבה נוטלת מאתים,17,17,4238,4238.0,5089,5089.0,0.0,0.0,17,אם ילדה אשתי זבר יטול מנה ילדה זכר נוטל מנה אם נקיבה מאתים ילדה נקיבה נוטלת מאתים,1070003816,17,17
ref-m.4.3.9.2.43-ref-m.4.3.9.2.62,ref-y.3.1.4.1.5.54-ref-y.3.1.4.1.5.68,502897,502998,ref-m.4.3.9.2.43,ref-m.4.3.9.2.62,2094089,2094161,ref-y.3.1.4.1.5.54,ref-y.3.1.4.1.5.68,וילדה זכר ונקבה זכר נוטל מנה והנקבה נוטלת מאתים ילדה טומטום אינו נוטל אם אמר כל מה שתלד אשתי יטול ,ילדה אשתי זבר יטול מנה ילדה זכר נוטל מנה אם נקיבה מאתים ילדה נקיבה נוטלת ,20,15,4240,4238.0,5095,5095.0,0.6428571428571429,0.4666666666666667,5,זכר נוטל מנה מאתים ילדה,1070003817,20,15
ref-m.4.3.9.2.26-ref-m.4.3.9.2.42,ref-y.3.1.4.1.5.205-ref-y.3.1.4.1.5.213,502817,502896,ref-m.4.3.9.2.26,ref-m.4.3.9.2.42,2094809,2094851,ref-y.3.1.4.1.5.205,ref-y.3.1.4.1.5.213,מן מתניתא אם זכר מנה אם נקיבה מאתים ונקבה,מן מתניתא אם זכר מנה אם נקיבה מאתים ונקבה,9,9,4242,4242.0,5091,5091.0,0.0,0.0,9,מן מתניתא אם זכר מנה אם נקיבה מאתים ונקבה,1070003818,9,9
ref-m.4.3.9.2.26-ref-m.4.3.9.2.41,ref-y.3.7.2.7.8.34-ref-y.3.7.2.7.8.49,502817,502890,ref-m.4.3.9.2.26,ref-m.4.3.9.2.41,2904071,2904161,ref-y.3.7.2.7.8.34,ref-y.3.7.2.7.8.49,מנה ילדה זכר נוטל מנה נקבה מאתים ילדה נקבה נוטלת מאתים אם זכר מנה אם נקבה ,אם רוב זכרים עולות ואם רוב נקיבות זבחי שלמים ואין השלמים באין מן הזכרים ומן הנקיבות ,16,16,6300,6299.0,5093,5082.0,0.6904761904761905,0.875,1,אם,1070003819,16,16
ref-m.4.3.9.2.8-ref-m.4.3.9.3.4,ref-y.4.3.9.2.1.8-ref-y.4.3.9.3.1.6,502718,503073,ref-m.4.3.9.2.8,ref-m.4.3.9.3.4,3120410,3120603,ref-y.4.3.9.2.1.8,ref-y.4.3.9.3.1.6,האומר המבשריני אם ילדה אשת זכר יטול מאתים ילדה זכר נוטל מאתים אם נקיבה מנה ילדה נקיבה נוטל מנה זכר ונקיבה אין לו אלא מנה אמר רבי מנא ביטלה צרת נקיבה שמחת זכר הלכה ד' הניח בנים גדולים וקטנים,האומר המבשריני אם ילדה אשת זכר יטול מאתים ילדה זכר נוטל מאתים אם נקיבה מנה ילדה נקיבה נוטל מנה זכר ונקיבה אין לו אלא מנה,35,23,6805,6804.0,5085,5085.0,0.365079365079365,0.4285714285714286,23,האומר המבשריני אם ילדה אשת זכר יטול מאתים ילדה זכר נוטל מאתים אם נקיבה מנה ילדה נקיבה נוטל מנה זכר ונקיבה אין_לו_אלא מנה,1070003820,35,23
ref-m.4.3.9.2.8-ref-m.4.3.9.2.19,ref-y.4.8.2.1.4.7-ref-y.4.8.2.1.4.20,502718,502788,ref-m.4.3.9.2.8,ref-m.4.3.9.2.19,3431785,3431870,ref-y.4.8.2.1.4.7,ref-y.4.8.2.1.4.20,זכרים אצל זכרים ונקיבות אצל הנקיבות ואין צריך לומר זכרים אצל זכרים ונקיבות אצל הנקיבות ואין צריך לומר זכרים אצל הנקיבות ונקיבות אצל,זכרים אצל זכרים ונקיבות אצל הנקיבות ואין צריך לומר זכרים אצל זכרים ונקיבות אצל הנקיבות ואין צריך לומר זכרים אצל הנקיבות ונקיבות אצל,19,19,7424,7424.0,5083,5083.0,0.0,0.0,19,זכרים אצל זכרים ונקיבות אצל הנקיבות ואין_צריך_לומר זכרים אצל זכרים ונקיבות אצל הנקיבות ואין_צריך_לומר זכרים אצל הנקיבות ונקיבות אצל,1070003821,19,19
ref-m.4.3.9.2.19-ref-m.4.3.9.2.46,ref-y.6.7.3.5.1.45-ref-y.6.7.3.5.1.59,502783,502918,ref-m.4.3.9.2.19,ref-m.4.3.9.2.46,3587751,3587835,ref-y.6.7.3.5.1.45,ref-y.6.7.3.5.1.59,לנקיבה בלבד ואין חוששין לזכר הדא אמרה ילדה זכר ונקיבה או נקיבה וזכר תשב לנקיבה בלבד ואין חוששין לזכר הדא אמרה ילדה זכר ונקיבה או נקיבה וזכר תשב לנקיבה,לנקיבה בלבד ואין חוששין לזכר הדא אמרה ילדה זכר ונקיבה או נקיבה וזכר תשב לנקיבה בלבד ואין חוששין לזכר הדא אמרה ילדה זכר ונקיבה או נקיבה וזכר תשב לנקיבה,29,29,7686,7686.0,5086,5086.0,0.0,0.0,29,לנקיבה בלבד ואין חוששין לזכר הדא אמרה ילדה זכר ונקיבה או נקיבה וזכר תשב לנקיבה בלבד ואין חוששין לזכר הדא אמרה ילדה זכר ונקיבה או נקיבה וזכר תשב לנקיבה,1070003822,29,29
ref-m.4.3.9.6.7-ref-m.4.3.9.6.20,ref-y.1.2.3.7.8.1-ref-y.1.2.3.7.8.17,503795,503863,ref-m.4.3.9.6.7,ref-m.4.3.9.6.20,244897,244981,ref-y.1.2.3.7.8.1,ref-y.1.2.3.7.8.17,שייר קרקע כל שהוא מתנתו קיימת ואפילו לא הבריא לא שייר קרקע כל שהו' אין מתנתו קיימת,שייר קרקע כל שהוא מתנתו קיימת ואפילו לא הבריא לא שייר קרקע כל שהו' אין מתנתו קיימת,15,15,311,311.0,5099,5099.0,0.0,0.0,15,שייר קרקע_כל_שהוא מתנתו קיימת ואפילו לא הבריא לא שייר קרקע כל שהו' אין מתנתו קיימת,1070003823,15,15
ref-m.4.3.9.6.3-ref-m.4.3.9.6.20,ref-y.3.2.5.1.5.121-ref-y.3.2.5.1.5.138,503772,503863,ref-m.4.3.9.6.3,ref-m.4.3.9.6.20,2435458,2435545,ref-y.3.2.5.1.5.121,ref-y.3.2.5.1.5.138,שכתב כל נכסיו לאחרים ושייר קרקע כל שהוא מתנתו קיימת לא שייר קרקע כל שהוא אין מתנתו קיימת ,וכתב כל נכסיו לאחר ואחר כך בא בנו מתנתו קיימת רבי שמעון בן מנסיא אומר אין מתנתו קיימת ,14,12,5175,5175.0,5098,5097.0,0.4269662921348314,0.6153846153846154,7,כל נכסיו מתנתו קיימת אין מתנתו קיימת,1070003824,14,12
ref-m.4.3.9.5.30-ref-m.4.3.9.6.3,ref-y.3.6.5.1.10.37-ref-y.3.6.5.1.10.47,503689,503777,ref-m.4.3.9.5.30,ref-m.4.3.9.6.3,2661510,2661567,ref-y.3.6.5.1.10.37,ref-y.3.6.5.1.10.47,לבית בעלה הרי אלו נגבין סבלונות מועטין שתשתמש בהן בבית אביה אינן נגבין שכיב מרע שכתב ,בבית אביה גובה כתובתה לעולם כל זמן שהיא בבית בעלה גובה ,16,11,5713,5712.0,5097,5097.0,0.6941176470588235,0.7894736842105263,2,בבית אביה,1070003825,16,11
ref-m.4.3.9.7.54-ref-m.4.3.9.7.73,ref-y.4.3.9.7.3.16-ref-y.4.3.9.7.3.38,504298,504409,ref-m.4.3.9.7.54,ref-m.4.3.9.7.73,3125676,3125797,ref-y.4.3.9.7.3.16,ref-y.4.3.9.7.3.38,וחכמים אומרים בשבת דבריו קיימין מפני שאינו יכול לכתוב אבל לא בחול רבי יהושע אומר בשבת אמרו קל וחומר בחול ,וחכמים אומרים בשבת דבריו קיימין או' אית תניי תני ומחליף רבי יהושע בן לוי אמר כיני מתניתא אם בשבת אמרו קל וחומר בחול ,18,15,6817,6817.0,5101,5101.0,0.4051724137931034,0.55,10,וחכמים אומרים בשבת דבריו קיימין בשבת אמרו קל וחומר בחול,1070003826,18,15
ref-m.4.3.9.7.84-ref-m.4.3.9.8.5,ref-y.4.3.9.7.3.51-ref-y.4.3.9.9.1.7,504464,504516,ref-m.4.3.9.7.84,ref-m.4.3.9.8.5,3125855,3125915,ref-y.4.3.9.7.3.51,ref-y.4.3.9.9.1.7,לקטן אמרו קל וחומר לגדול נפל הבית עליו ועל אביו ,בקטן אמרו קל וחומר בגדול הלכה יב' נפל הכית עליו ועל אביו ,10,12,6818,6818.0,5102,5102.0,0.2105263157894736,0.3333333333333333,7,אמרו קל וחומר נפל עליו ועל אביו,1070003827,10,12
ref-m.4.3.9.10.18-ref-m.4.3.9.10.31,ref-y.2.4.3.1.2.215-ref-y.2.4.3.1.2.228,505071,505141,ref-m.4.3.9.10.18,ref-m.4.3.9.10.31,1515173,1515242,ref-y.2.4.3.1.2.215,ref-y.2.4.3.1.2.228,אמר לו בן עזאי על החלוקין אנו מצטערין אלא שבאת לחלוק עלינו את השוין ,אמר לו בן עזאי על חלוקין אנו מצטערין אלא שבאתה לחלוק עלינו את השוין ,14,14,3137,3137.0,5103,5103.0,0.0294117647058823,0.0,12,אמר לו בן עזאי על אנו מצטערין אלא לחלוק עלינו את השוין,1070003828,14,14
ref-m.4.3.9.10.20-ref-m.4.3.9.10.31,ref-y.2.8.1.1.14.188-ref-y.2.8.1.1.14.199,505078,505141,ref-m.4.3.9.10.20,ref-m.4.3.9.10.31,1643240,1643303,ref-y.2.8.1.1.14.188,ref-y.2.8.1.1.14.199,בן עזאי על החלוקין אנו מצטערין אלא שבאת לחלוק עלינו את השוין ,בן עזאי על החלוקין אנו מצטערין אלא שבאת לחלוק עלינו את השוין ,12,12,3381,3381.0,5104,5103.0,0.0,0.0,12,בן עזאי על החלוקין אנו מצטערין אלא שבאת לחלוק עלינו את השוין,1070003829,12,12
ref-m.4.3.10.1.5-ref-m.4.3.10.1.24,ref-y.4.3.10.1.3.67-ref-y.4.3.10.1.3.73,505161,505283,ref-m.4.3.10.1.5,ref-m.4.3.10.1.24,3126752,3126794,ref-y.4.3.10.1.3.67,ref-y.4.3.10.1.3.73,ומקשר עדיו מאחוריו פשוט שכתבו עדיו מאחוריו ומקושר שכתבו עדיו מתוכו שניהם פסולים רבי חנינא בן גמליאל אומר מקושר שכתבו ,מקושר שכתבו עדיו לארבו פשוט שכתבו עידיו ,16,7,6819,6819.0,5105,5105.0,0.717948717948718,0.6363636363636364,3,שכתבו עדיו שכתבו,1070003830,16,7
ref-m.4.3.10.2.39-ref-m.4.3.10.2.52,ref-y.3.2.2.1.3.131-ref-y.3.2.2.1.3.138,505562,505642,ref-m.4.3.10.2.39,ref-m.4.3.10.2.52,2383370,2383413,ref-y.3.2.2.1.3.131,ref-y.3.2.2.1.3.138,כסף סילעין די אינון ונמחקו אין פוחת משנים,כסף סילעין די אינון ונמחקו אין פוחת משנים,8,8,5077,5077.0,5106,5106.0,0.0,0.0,8,כסף סילעין די אינון ונמחקו אין פוחת משנים,1070003831,8,8
ref-m.4.3.10.2.78-ref-m.4.3.10.2.87,ref-y.4.3.10.3.1.6-ref-y.4.3.10.3.1.16,505783,505835,ref-m.4.3.10.2.78,ref-m.4.3.10.2.87,3128915,3128974,ref-y.4.3.10.3.1.6,ref-y.4.3.10.3.1.16,מנה כו' תני לעולם התחתון ילמד מן העליון במקושר באות אחת,מנה כו' תני לעולם התחתון ילמד מן העליון במקושר באות אחת,11,11,6820,6820.0,5108,5108.0,0.0,0.0,11,מנה כו' תני לעולם התחתון ילמד מן העליון במקושר באות אחת,1070003832,11,11
ref-m.4.3.10.3.1-ref-m.4.3.10.3.22,ref-y.3.6.4.2.5.3-ref-y.3.6.4.2.5.24,505836,505942,ref-m.4.3.10.3.1,ref-m.4.3.10.3.22,2645556,2645662,ref-y.3.6.4.2.5.3,ref-y.3.6.4.2.5.24,כותבין גט לאיש אף על פי שאין אשתו עמו והשובר לאשה אף על פי שאין בעלה עמה ובלבד שיהא מכירן והבעל נותן ,כותבין גט לאיש אף על פי שאין אשתו עמו ושובר לאשה אף על פי שאין בעלה עמה ובלבד שיהא מבירם והבעל נותן ,16,16,5691,5691.0,5110,5110.0,0.0297029702970297,0.1538461538461538,14,כותבין גט לאיש אף_על_פי_שאין אשתו עמו לאשה אף_על_פי_שאין בעלה עמה ובלבד שיהא והבעל נותן,1070003833,16,16
ref-m.4.3.10.3.26-ref-m.4.3.10.3.40,ref-y.1.5.10.3.3.93-ref-y.1.5.10.3.3.109,505958,506030,ref-m.4.3.10.3.26,ref-m.4.3.10.3.40,525429,525520,ref-y.1.5.10.3.3.93,ref-y.1.5.10.3.3.109,"שיהא קרקע למלוה וללוה ורבי יוחנן אמר למלוה אף על פי שאין ללוה ללוה אע""פ שאין למלוה","שיהא קרקע למלוה וללוה ורבי יוחנן אמר למלוה אף על פי שאין ללוה ללוה אע""פ שאין למלוה",12,12,838,838.0,5111,5111.0,0.0,0.0,12,"שיהא קרקע למלוה וללוה ורבי_יוחנן_אמר למלוה אף_על_פי_שאין ללוה ללוה אע""פ שאין למלוה",1070003834,12,12
ref-m.4.3.10.3.60-ref-m.4.3.10.4.32,ref-y.4.4.1.2.37.82-ref-y.4.4.1.2.38.5,506127,506316,ref-m.4.3.10.3.60,ref-m.4.3.10.4.32,3151884,3151978,ref-y.4.4.1.2.37.82,ref-y.4.4.1.2.38.5,"ב""ד ממנין אלא מדעת הנשיא ושלא יהא הנשיא ממנה אלא מדעת בית דין תני בראשונה היו כותבין שטרי","ב""ד ממנין אלא מדעת הנשיא ושלא יהא הנשיא ממנה אלא מדעת בית דין תני בראשונה היו כותבין שטרי",18,18,6848,6848.0,5113,5113.0,0.0,0.0,18,"ב""ד ממנין אלא מדעת הנשיא ושלא יהא הנשיא ממנה אלא מדעת בית דין תני בראשונה היו כותבין שטרי",1070003835,18,18
ref-m.4.3.10.6.15-ref-m.4.3.10.6.25,ref-y.4.4.7.8.5.11-ref-y.4.4.7.8.5.24,506625,506686,ref-m.4.3.10.6.15,ref-m.4.3.10.6.25,3239633,3239709,ref-y.4.4.7.8.5.11,ref-y.4.4.7.8.5.24,איש פלוני בן פלוני נמחק שטרו ביום פלוני ופלוני ופלוני עדיו ,איש פלוני בן איש פלוני יוצא ליסקל על שעבר עבירה פלונית ופלוני ופלוני עדיו ,11,14,7007,7006.0,5115,5115.0,0.3108108108108108,0.6923076923076923,7,איש פלוני בן פלוני ופלוני ופלוני עדיו,1070003836,11,14
ref-m.4.3.10.7.35-ref-m.4.3.10.7.54,ref-y.4.3.10.6.1.38-ref-y.4.3.10.6.1.48,507034,507133,ref-m.4.3.10.7.35,ref-m.4.3.10.7.54,3130009,3130070,ref-y.4.3.10.6.1.38,ref-y.4.3.10.6.1.48,שנים שהיו בעיר אחת שם אחד יוסף בן שמעון ושם אחר יוסף בן שמעון אין יכולין להוציא שטר חוב זה על זה ,שנים שהיו בעיר אחת בו' ואין יכולין להוציא שטר חוב זה על זה ,20,11,6824,6824.0,5116,5116.0,0.4020618556701031,0.375,9,שנים שהיו בעיר אחת יכולין להוציא שטר חוב זה_על_זה,1070003837,20,11
