baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-bible,baseOrder,grp-ref-sifre-n,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-sifre-n.112.2.345-ref-sifre-n.112.2.360,ref-bible.0208.8.1.1-ref-bible.0208.8.2.3,167171,167256,ref-sifre-n.112.2.345,ref-sifre-n.112.2.360,881831,881993,ref-bible.0208.8.1.1,ref-bible.0208.8.2.3,בעת ההיא נאם יהוה ויציאו יוציאו את עצמות מלכי יהודה ואת עצמות שריו ואת עצמות הכהנים ואת עצמות הנביאים ואת עצמות יושבי ירושלם מקבריהם ושטחום לשמש ולירח,בעת ההיא נאם יהוה ויציאו יוציאו את עצמות מלכי יהודה ואת עצמות שריו ואת עצמות הכהנים ואת עצמות הנביאים ואת עצמות יושבי ירושלם מקבריהם ושטחום לשמש ולירח,27,27,1076,1076.0,677,677.0,0.0,0.0,27,בעת ההיא נאם יהוה ויציאו יוציאו את עצמות מלכי יהודה ואת עצמות שריו ואת עצמות הכהנים ואת עצמות הנביאים ואת עצמות יושבי ירושלם מקבריהם ושטחום לשמש ולירח,5090000561,27,27
ref-sifre-n.112.2.381-ref-sifre-n.112.2.386,ref-bible.0104.15.31.8-ref-bible.104.15.31.13,167360,167389,ref-sifre-n.112.2.381,ref-sifre-n.112.2.386,290030,290059,ref-bible.0104.15.31.8,ref-bible.0104.15.31.13,הכרת תכרת הנפש ההוא עונה בה ,הכרת תכרת הנפש ההוא עונה בה ,6,6,493,493.0,680,680.0,0.0,0.0,6,הכרת תכרת הנפש ההוא עונה בה,5090000562,6,6
ref-sifre-n.113.1.36-ref-sifre-n.113.1.49,ref-bible.0104.15.32.5-ref-bible.104.15.33.6,167641,167719,ref-sifre-n.113.1.36,ref-sifre-n.113.1.49,290084,290152,ref-bible.0104.15.32.5,ref-bible.0104.15.33.6,ויקריבו אותו המוצאים אותו מקושש עצים הא מה תלמוד לומר וימצאו איש מקושש עצים ,וימצאו איש מקשש עצים ביום השבת ויקריבו אתו המצאים אתו מקשש עצים ,11,12,496,494.0,681,681.0,0.5657894736842105,0.3,3,וימצאו איש עצים,5090000563,11,12
ref-sifre-n.113.1.111-ref-sifre-n.113.1.125,ref-bible.0104.15.32.5-ref-bible.0104.15.33.5,168027,168117,ref-sifre-n.113.1.111,ref-sifre-n.113.1.125,290084,290147,ref-bible.0104.15.32.5,ref-bible.0104.15.33.5,וימצאו איש מקשש עצים ביום השבת ויקריבו אתו המצאים אתו מקשש,וימצאו איש מקשש עצים ביום השבת ויקריבו אתו המצאים אתו מקשש,11,11,494,494.0,683,683.0,0.0,0.0,11,וימצאו איש מקשש עצים ביום השבת ויקריבו אתו המצאים אתו מקשש,5090000564,11,11
ref-sifre-n.113.1.107-ref-sifre-n.113.1.114,ref-bible.0211.2.5.3-ref-bible.211.2.5.13,168009,168049,ref-sifre-n.113.1.107,ref-sifre-n.113.1.114,1094119,1094171,ref-bible.0211.2.5.3,ref-bible.0211.2.5.13,לעלות אל ראש ההר וימצאו איש מקושש עצים ,על ראשי ההרים ירקדון כקול להב אש אכלה קש כעם עצום ,8,11,1139,1139.0,682,682.0,0.68,0.8125,0,,5090000565,8,11
ref-sifre-n.114.1.1-ref-sifre-n.114.1.20,ref-bible.0104.15.34.1-ref-bible.104.15.35.6,168654,168755,ref-sifre-n.114.1.1,ref-sifre-n.114.1.20,290183,290250,ref-bible.0104.15.34.1,ref-bible.0104.15.35.6,ויניחו אותו במשמר מלמד שכל חיבני מיתות נחבשים כי לא פורש מה יעשה לו והלא כבר נאמר מחלליה מות יומת ,ויניחו אתו במשמר כי לא פרש מה יעשה לו ויאמר יהוה אל משה מות יומת ,18,12,498,497.0,685,685.0,0.4591836734693877,0.5714285714285714,9,ויניחו במשמר כי לא מה יעשה לו מות יומת,5090000566,18,12
ref-sifre-n.114.1.47-ref-sifre-n.114.1.60,ref-bible.0104.14.9.18-ref-bible.0104.14.10.6,168882,168955,ref-sifre-n.114.1.47,ref-sifre-n.114.1.60,285542,285590,ref-bible.0104.14.9.18,ref-bible.0104.14.10.6,ויאמרו כל העדה לרגום אתם באבנים,אתנו אל תיראם ויאמרו כל העדה לרגום אתם באבנים,6,9,457,457.0,688,688.0,0.3111111111111111,0.25,6,ויאמרו כל העדה לרגום אתם באבנים,5090000567,6,9
ref-sifre-n.114.1.43-ref-sifre-n.114.1.56,ref-bible.0104.15.33.12-ref-bible.0104.15.36.9,168859,168934,ref-sifre-n.114.1.43,ref-sifre-n.114.1.56,290174,290342,ref-bible.0104.15.33.12,ref-bible.0104.15.36.9,כל העדה ויניחו אתו במשמר כי לא פרש מה יעשה לו ויאמר יהוה אל משה מות יומת האיש רגום אתו באבנים כל העדה מחוץ למחנה ויציאו אתו כל העדה אל מחוץ למחנה וירגמו אתו,כל העדה ויניחו אתו במשמר כי לא פרש מה יעשה לו ויאמר יהוה אל משה מות יומת האיש רגום אתו באבנים כל העדה מחוץ למחנה ויציאו אתו כל העדה אל מחוץ למחנה וירגמו אתו,29,29,497,497.0,686,686.0,0.0,0.0,29,כל העדה ויניחו אתו במשמר כי לא פרש מה יעשה לו ויאמר_יהוה_אל_משה מות יומת האיש רגום אתו באבנים כל העדה מחוץ למחנה ויציאו אתו כל העדה אל_מחוץ_למחנה וירגמו אתו,5090000568,29,29
ref-sifre-n.114.1.67-ref-sifre-n.114.1.77,ref-bible.0105.13.10.4-ref-bible.105.13.10.10,168987,169040,ref-sifre-n.114.1.67,ref-sifre-n.114.1.77,368380,368415,ref-bible.0105.13.10.4,ref-bible.0105.13.10.10,יד העדים תהיה בו בראשונה להמיתו הא מה תלמוד לומר כל ,ידך תהיה בו בראשונה להמיתו ויד כל ,8,7,883,883.0,691,686.0,0.4038461538461538,0.375,5,תהיה בו בראשונה להמיתו כל,5090000569,8,7
ref-sifre-n.114.1.60-ref-sifre-n.114.1.77,ref-bible.0105.17.6.4-ref-bible.105.17.7.8,168950,169040,ref-sifre-n.114.1.60,ref-sifre-n.114.1.77,374934,375024,ref-bible.0105.17.6.4,ref-bible.0105.17.7.8,העדה או כל העדה כמשמעו תלמוד לומר יד העדים תהיה בו בראשונה להמיתו הא מה תלמוד לומר כל ,עדים או שלשה עדים יומת המת לא יומת על פי עד אחד יד העדים תהיה בו בראשנה להמיתו ויד כל ,15,20,889,889.0,690,686.0,0.5465116279069767,0.5333333333333333,7,או יד העדים תהיה בו להמיתו כל,5090000570,15,20
ref-sifre-n.114.1.80-ref-sifre-n.114.1.94,ref-bible.0104.15.35.8-ref-bible.0104.15.36.3,169054,169141,ref-sifre-n.114.1.80,ref-sifre-n.114.1.94,290257,290310,ref-bible.0104.15.35.8,ref-bible.0104.15.36.3,רגום אתו באבנים כל העדה מחוץ למחנה ויציאו אתו כל,רגום אתו באבנים כל העדה מחוץ למחנה ויציאו אתו כל,10,10,500,500.0,692,692.0,0.0,0.0,10,רגום אתו באבנים כל העדה מחוץ למחנה ויציאו אתו כל,5090000571,10,10
ref-sifre-n.114.1.158-ref-sifre-n.114.1.167,ref-bible.0105.13.10.4-ref-bible.105.13.10.12,169441,169495,ref-sifre-n.114.1.158,ref-sifre-n.114.1.167,368380,368428,ref-bible.0105.13.10.4,ref-bible.0105.13.10.12,יד העדים תהיה בו בראשונה להמיתו ויד כל העם באחרונה ,ידך תהיה בו בראשונה להמיתו ויד כל העם באחרנה ,10,9,884,883.0,694,694.0,0.1372549019607843,0.2222222222222222,7,תהיה בו בראשונה להמיתו ויד כל העם,5090000572,10,9
ref-sifre-n.114.1.158-ref-sifre-n.114.1.167,ref-bible.0105.17.7.1-ref-bible.105.17.7.10,169441,169495,ref-sifre-n.114.1.158,ref-sifre-n.114.1.167,374983,375037,ref-bible.0105.17.7.1,ref-bible.0105.17.7.10,יד העדים תהיה בו בראשונה להמיתו ויד כל העם באחרונה ,יד העדים תהיה בו בראשנה להמיתו ויד כל העם באחרנה ,10,10,890,889.0,695,694.0,0.0392156862745098,0.0,8,יד העדים תהיה בו להמיתו ויד כל העם,5090000573,10,10
ref-sifre-n.114.1.195-ref-sifre-n.114.1.205,ref-bible.0105.21.22.1-ref-bible.105.21.22.11,169637,169688,ref-sifre-n.114.1.195,ref-sifre-n.114.1.205,382676,382728,ref-bible.0105.21.22.1,ref-bible.0105.21.22.11,כי יהיה באיש חטא משפט מות והומת ותלית אותו על עץ ,וכי יהיה באיש חטא משפט מות והומת ותלית אתו על עץ ,6,6,903,903.0,696,696.0,0.0408163265306122,0.1111111111111111,9,יהיה באיש חטא משפט מות והומת ותלית על עץ,5090000574,11,11
ref-sifre-n.115.1.246-ref-sifre-n.115.1.256,ref-bible.0104.15.38.8-ref-bible.0104.15.39.3,171243,171302,ref-sifre-n.115.1.246,ref-sifre-n.115.1.256,290436,290514,ref-bible.0104.15.38.8,ref-bible.0104.15.39.3,להם ציצת על כנפי בגדיהם לדרתם ונתנו על ציצת הכנף פתיל תכלת והיה לכם לציצת,להם ציצת על כנפי בגדיהם לדרתם ונתנו על ציצת הכנף פתיל תכלת והיה לכם לציצת,15,15,503,503.0,697,697.0,0.0,0.0,15,להם ציצת על כנפי בגדיהם לדרתם ונתנו על ציצת הכנף פתיל תכלת והיה לכם לציצת,5090000575,15,15
ref-sifre-n.115.1.321-ref-sifre-n.115.1.332,ref-bible.0104.15.38.7-ref-bible.104.15.38.17,171626,171686,ref-sifre-n.115.1.321,ref-sifre-n.115.1.332,290430,290487,ref-bible.0104.15.38.7,ref-bible.0104.15.38.17,ונתנו על ציצית הכנף למה נאמר לפי שהוא אומר ועשו להם ציצית ,ועשו להם ציצת על כנפי בגדיהם לדרתם ונתנו על ציצת הכנף ,8,11,502,502.0,699,699.0,0.7241379310344828,0.4,3,ונתנו על הכנף,5090000576,8,11
ref-sifre-n.115.1.427-ref-sifre-n.115.1.439,ref-bible.0220.8.23.5-ref-bible.220.8.23.17,172172,172248,ref-sifre-n.115.1.427,ref-sifre-n.115.1.439,1140236,1140313,ref-bible.0220.8.23.5,ref-bible.0220.8.23.17,בימים ההם אשר יחזיקו עשרה אנשים מכל לשונות הגוים והחזיקו בכנף איש יהודי ,בימים ההמה אשר יחזיקו עשרה אנשים מכל לשנות הגוים והחזיקו בכנף איש יהודי ,13,13,1147,1147.0,700,700.0,0.0416666666666666,0.0,11,בימים אשר יחזיקו עשרה אנשים מכל הגוים והחזיקו בכנף איש יהודי,5090000577,13,13
ref-sifre-n.115.1.446-ref-sifre-n.115.1.451,ref-bible.0303.38.13.1-ref-bible.303.38.13.6,172279,172317,ref-sifre-n.115.1.446,ref-sifre-n.115.1.451,1328454,1328492,ref-bible.0303.38.13.1,ref-bible.0303.38.13.6,לאחוז בכנפות הארץ וינערו רשעים ממנה ,לאחז בכנפות הארץ וינערו רשעים ממנה ,6,6,1210,1210.0,701,701.0,0.0277777777777777,0.0,5,בכנפות הארץ וינערו רשעים ממנה,5090000578,6,6
ref-sifre-n.115.1.490-ref-sifre-n.115.1.498,ref-bible.0104.15.39.4-ref-bible.104.15.39.12,172528,172574,ref-sifre-n.115.1.490,ref-sifre-n.115.1.498,290515,290562,ref-bible.0104.15.39.4,ref-bible.0104.15.39.12,וראיתם אותו וזכרתם את כל מצות ה ועשיתם אותם ,וראיתם אתו וזכרתם את כל מצות יהוה ועשיתם אתם ,9,9,505,505.0,702,702.0,0.1111111111111111,0.0,6,וראיתם וזכרתם את כל מצות ועשיתם,5090000579,9,9
ref-sifre-n.115.1.715-ref-sifre-n.115.1.730,ref-bible.0104.15.39.17-ref-bible.104.15.39.22,173722,173801,ref-sifre-n.115.1.715,ref-sifre-n.115.1.730,290584,290617,ref-bible.0104.15.39.17,ref-bible.0104.15.39.22,ואחרי עיניכם זו זנות שנאמר אותה קח לי כי היא ישרה בעיני אשר אתם זונים אחריהם ,ואחרי עיניכם אשר אתם זנים אחריהם ,16,6,508,506.0,703,703.0,0.5714285714285714,0.5,5,ואחרי עיניכם אשר אתם אחריהם,5090000580,16,6
ref-sifre-n.115.1.720-ref-sifre-n.115.1.726,ref-bible.0202.14.3.22-ref-bible.202.14.3.28,173751,173780,ref-sifre-n.115.1.720,ref-sifre-n.115.1.726,497811,497840,ref-bible.0202.14.3.22,ref-bible.0202.14.3.28,אותה קח לי כי היא ישרה בעיני ,אותה קח לי כי היא ישרה בעיני ,7,7,976,976.0,704,703.0,0.0,0.0,7,אותה קח לי כי היא ישרה בעיני,5090000581,7,7
ref-sifre-n.115.1.808-ref-sifre-n.115.1.828,ref-bible.0104.15.39.13-ref-bible.0104.15.40.9,174211,174331,ref-sifre-n.115.1.808,ref-sifre-n.115.1.828,290563,290671,ref-bible.0104.15.39.13,ref-bible.0104.15.40.9,ולא תתרו אחרי לבבכם ואחרי עיניכם אשר אתם זנים אחריהם למען תזכרו ועשיתם את כל מצותי והייתם קדשים לאלהיכם,ולא תתרו אחרי לבבכם ואחרי עיניכם אשר אתם זנים אחריהם למען תזכרו ועשיתם את כל מצותי והייתם קדשים לאלהיכם,19,19,506,506.0,705,705.0,0.0,0.0,19,ולא תתרו אחרי לבבכם ואחרי עיניכם אשר אתם זנים אחריהם למען תזכרו ועשיתם את כל מצותי והייתם קדשים לאלהיכם,5090000582,19,19
ref-sifre-n.115.1.1095-ref-sifre-n.115.1.1101,ref-bible.0209.14.1.1-ref-bible.209.14.1.7,175747,175787,ref-sifre-n.115.1.1095,ref-sifre-n.115.1.1101,1001315,1001356,ref-bible.0209.14.1.1,ref-bible.0209.14.1.7,ויבא אלי אנשים מזקני ישראל וישבו לפני ,ויבוא אלי אנשים מזקני ישראל וישבו לפני ,7,7,1108,1108.0,707,707.0,0.0256410256410256,0.0,6,אלי אנשים מזקני ישראל וישבו לפני,5090000583,7,7
ref-sifre-n.115.1.1095-ref-sifre-n.115.1.1101,ref-bible.0209.20.1.7-ref-bible.209.20.1.15,175747,175787,ref-sifre-n.115.1.1095,ref-sifre-n.115.1.1101,1013676,1013723,ref-bible.0209.20.1.7,ref-bible.0209.20.1.15,ויבא אלי אנשים מזקני ישראל וישבו לפני ,באו אנשים מזקני ישראל לדרש את יהוה וישבו לפני ,7,9,1109,1109.0,708,707.0,0.4130434782608695,0.4444444444444444,5,אנשים מזקני ישראל וישבו לפני,5090000584,7,9
ref-sifre-n.115.1.1141-ref-sifre-n.115.1.1147,ref-bible.0103.25.44.3-ref-bible.103.25.44.9,175981,176021,ref-sifre-n.115.1.1141,ref-sifre-n.115.1.1147,245864,245900,ref-bible.0103.25.44.3,ref-bible.0103.25.44.9,אשר אתם אומרים נהיה כגוים אשר סביבותינו ,אשר יהיו לך מאת הגוים אשר סביבתיכם ,7,7,241,241.0,710,709.0,0.425,0.75,2,אשר אשר,5090000585,7,7
ref-sifre-n.115.1.1135-ref-sifre-n.115.1.1167,ref-bible.0209.20.32.1-ref-bible.209.20.33.15,175952,176127,ref-sifre-n.115.1.1135,ref-sifre-n.115.1.1167,1016312,1016472,ref-bible.0209.20.32.1,ref-bible.0209.20.33.15,והעולה על רוחכם היו לא תהיה אשר אתם אומרים נהיה כגוים אשר סביבותינו מכשפחות הארצות לשרת עץ ואבן חי אני נאם ה' אלהים אם לא ביד חזקה ובזרוע נטויה ובחמה שפוכה אמלוך עליכם ,והעלה על רוחכם היו לא תהיה אשר אתם אמרים נהיה כגוים כמשפחות הארצות לשרת עץ ואבן חי אני נאם אדני יהוה אם לא ביד חזקה ובזרוע נטויה ובחמה שפוכה אמלוך עליכם ,33,26,1110,1110.0,709,709.0,0.1726190476190476,0.3214285714285714,22,על רוחכם היו לא תהיה אשר אתם נהיה כגוים הארצות לשרת עץ ואבן לא ביד חזקה ובזרוע נטויה ובחמה שפוכה אמלוך עליכם,5090000586,33,26
ref-sifre-n.115.1.1160-ref-sifre-n.115.1.1165,ref-bible.0209.20.34.12-ref-bible.209.20.34.17,176079,176115,ref-sifre-n.115.1.1160,ref-sifre-n.115.1.1165,1016535,1016571,ref-bible.0209.20.34.12,ref-bible.0209.20.34.17,ביד חזקה ובזרוע נטויה ובחמה שפוכה ,ביד חזקה ובזרוע נטויה ובחמה שפוכה ,6,6,1111,1111.0,711,709.0,0.0,0.0,6,ביד חזקה ובזרוע נטויה ובחמה שפוכה,5090000587,6,6
ref-sifre-n.115.1.1184-ref-sifre-n.115.1.1188,ref-bible.0312.21.16.14-ref-bible.312.21.16.18,176202,176229,ref-sifre-n.115.1.1184,ref-sifre-n.115.1.1188,1498011,1498038,ref-bible.0312.21.16.14,ref-bible.0312.21.16.18,וחרבו שלופה בידו נטויה על ,וחרבו שלופה בידו נטויה על ,5,5,1263,1263.0,712,712.0,0.0,0.0,5,וחרבו שלופה בידו נטויה על,5090000588,5,5
ref-sifre-n.116.1.6-ref-sifre-n.116.1.20,ref-bible.0101.27.17.10-ref-bible.101.27.19.5,177708,177787,ref-sifre-n.116.1.6,ref-sifre-n.116.1.20,50271,50347,ref-bible.0101.27.17.10,ref-bible.0101.27.19.5,ובניך ובית אביך אתה תשאו את עון המקדש רבי ישמעאל אומר למי הדבר מסור לאותו ,בנה ויבא אל אביו ויאמר אבי ויאמר הנני מי אתה בני ויאמר יעקב אל אביו אנכי ,15,14,15,15.0,714,713.0,0.7297297297297297,0.8947368421052632,1,אתה,5090000589,15,14
ref-sifre-n.116.1.4-ref-sifre-n.116.1.13,ref-bible.0104.18.1.4-ref-bible.104.18.1.13,177699,177748,ref-sifre-n.116.1.4,ref-sifre-n.116.1.13,295273,295322,ref-bible.0104.18.1.4,ref-bible.0104.18.1.13,אהרן אתה ובניך ובית אביך אתה תשאו את עון המקדש ,אהרן אתה ובניך ובית אביך אתך תשאו את עון המקדש ,10,10,512,512.0,713,713.0,0.0212765957446808,0.1111111111111111,9,אהרן אתה ובניך ובית אביך תשאו את עון המקדש,5090000590,10,10
ref-sifre-n.116.1.52-ref-sifre-n.116.1.65,ref-bible.0104.18.1.5-ref-bible.0104.18.1.15,177947,178012,ref-sifre-n.116.1.52,ref-sifre-n.116.1.65,295278,295335,ref-bible.0104.18.1.5,ref-bible.0104.18.1.15,ובית אביך אתך תשאו את עון המקדש ואתה ובניך,אתה ובניך ובית אביך אתך תשאו את עון המקדש ואתה ובניך,9,11,513,513.0,715,715.0,0.1923076923076923,0.0,9,ובית אביך אתך תשאו את עון המקדש ואתה ובניך,5090000591,9,11
ref-sifre-n.116.1.84-ref-sifre-n.116.1.95,ref-bible.0104.18.1.5-ref-bible.0104.18.1.20,178108,178165,ref-sifre-n.116.1.84,ref-sifre-n.116.1.95,295278,295358,ref-bible.0104.18.1.5,ref-bible.0104.18.1.20,אתך תשאו את עון המקדש ואתה ובניך אתך תשאו את עון כהנתכם,אתה ובניך ובית אביך אתך תשאו את עון המקדש ואתה ובניך אתך תשאו את עון כהנתכם,12,16,514,514.0,717,717.0,0.2666666666666666,0.2222222222222222,12,אתך תשאו את עון המקדש ואתה ובניך אתך תשאו את עון כהנתכם,5090000592,12,16
ref-sifre-n.116.1.134-ref-sifre-n.116.1.145,ref-bible.0104.18.1.5-ref-bible.0104.18.1.20,178364,178425,ref-sifre-n.116.1.134,ref-sifre-n.116.1.145,295278,295358,ref-bible.0104.18.1.5,ref-bible.0104.18.1.20,אתך תשאו את עון המקדש ואתה ובניך אתך תשאו את עון כהנתכם,אתה ובניך ובית אביך אתך תשאו את עון המקדש ואתה ובניך אתך תשאו את עון כהנתכם,12,16,515,515.0,719,719.0,0.2666666666666666,0.2222222222222222,12,אתך תשאו את עון המקדש ואתה ובניך אתך תשאו את עון כהנתכם,5090000593,12,16
ref-sifre-n.116.1.164-ref-sifre-n.116.1.170,ref-bible.0104.18.1.5-ref-bible.104.18.1.20,178518,178553,ref-sifre-n.116.1.164,ref-sifre-n.116.1.170,295278,295358,ref-bible.0104.18.1.5,ref-bible.0104.18.1.20,אתה ובניך אתך תשאו את עוון כהונתכם ,אתה ובניך ובית אביך אתך תשאו את עון המקדש ואתה ובניך אתך תשאו את עון כהנתכם ,7,16,516,512.0,722,721.0,0.5657894736842105,0.3333333333333333,5,אתה ובניך אתך תשאו את,5090000594,7,16
ref-sifre-n.116.1.162-ref-sifre-n.116.1.173,ref-bible.0104.18.6.13-ref-bible.104.18.7.9,178506,178569,ref-sifre-n.116.1.162,ref-sifre-n.116.1.173,295748,295825,ref-bible.0104.18.6.13,ref-bible.0104.18.7.9,כשהוא אומר אתה ובניך אתך תשאו את עוון כהונתכם לכל דבר המזבח ,ליהוה לעבד את עבדת אהל מועד ואתה ובניך אתך תשמרו את כהנתכם לכל דבר המזבח ,12,11,534,534.0,721,721.0,0.4246575342465753,0.5,6,ובניך אתך את לכל דבר המזבח,5090000595,12,11
ref-sifre-n.116.1.195-ref-sifre-n.116.1.209,ref-bible.0104.18.1.7-ref-bible.104.18.2.3,178673,178743,ref-sifre-n.116.1.195,ref-sifre-n.116.1.209,295289,295371,ref-bible.0104.18.1.7,ref-bible.0104.18.2.3,"ישאו עון כהנים אבל לוים ישאו עון כהנים ת""ל והם ישאו עונם וגם את אחיך ",ובית אביך אתך תשאו את עון המקדש ואתה ובניך אתך תשאו את עון כהנתכם וגם את אחיך ,15,17,519,512.0,723,723.0,0.6025641025641025,0.7647058823529411,5,עון עון וגם את אחיך,5090000596,15,17
ref-sifre-n.116.1.290-ref-sifre-n.116.1.294,ref-bible.0104.18.3.1-ref-bible.104.18.3.5,179190,179220,ref-sifre-n.116.1.290,ref-sifre-n.116.1.294,295451,295481,ref-bible.0104.18.3.1,ref-bible.0104.18.3.5,ושמרו משמרתך ומשמרת כל האהל ,ושמרו משמרתך ומשמרת כל האהל ,5,5,525,522.0,724,724.0,0.0,0.0,5,ושמרו משמרתך ומשמרת כל האהל,5090000597,5,5
ref-sifre-n.116.1.303-ref-sifre-n.116.1.312,ref-bible.0104.18.6.1-ref-bible.0104.18.6.12,179274,179326,ref-sifre-n.116.1.303,ref-sifre-n.116.1.312,295686,295747,ref-bible.0104.18.6.1,ref-bible.0104.18.6.12,ואני הנה לקחתי את אחיכם הלוים מתוך בני ישראל לכם מתנה נתנים,ואני הנה לקחתי את אחיכם הלוים מתוך בני ישראל לכם מתנה נתנים,10,10,532,532.0,725,725.0,0.0,0.0,10,ואני הנה לקחתי את אחיכם הלוים מתוך_בני_ישראל לכם מתנה נתנים,5090000598,10,10
ref-sifre-n.116.1.333-ref-sifre-n.116.1.337,ref-bible.0104.18.2.13-ref-bible.104.18.2.17,179443,179468,ref-sifre-n.116.1.333,ref-sifre-n.116.1.337,295420,295445,ref-bible.0104.18.2.13,ref-bible.0104.18.2.17,ואתה ובניך אתך לפני אהל ,ואתה ובניך אתך לפני אהל ,5,5,522,522.0,727,727.0,0.0,0.0,5,ואתה ובניך אתך לפני אהל,5090000599,5,5
ref-sifre-n.116.1.366-ref-sifre-n.116.1.377,ref-bible.0104.3.6.6-ref-bible.104.3.7.6,179629,179703,ref-sifre-n.116.1.366,ref-sifre-n.116.1.377,257586,257647,ref-bible.0104.3.6.6,ref-bible.0104.3.7.6,אתך לפני אהל העדות הכהנים מבפנים והלוים מבחוץ ושמרו משמרתך ומשמרת כל ,אתו לפני אהרן הכהן ושרתו אתו ושמרו את משמרתו ואת משמרת כל ,12,12,247,247.0,731,728.0,0.4927536231884058,0.8125,3,לפני ושמרו כל,5090000600,12,12
ref-sifre-n.116.1.356-ref-sifre-n.116.1.378,ref-bible.0104.18.2.13-ref-bible.0104.18.3.5,179581,179709,ref-sifre-n.116.1.356,ref-sifre-n.116.1.378,295420,295481,ref-bible.0104.18.2.13,ref-bible.0104.18.3.5,ואתה ובניך אתך לפני אהל העדת ושמרו משמרתך ומשמרת כל האהל,ואתה ובניך אתך לפני אהל העדת ושמרו משמרתך ומשמרת כל האהל,11,11,523,523.0,729,729.0,0.0,0.0,11,ואתה ובניך אתך לפני אהל העדת ושמרו משמרתך ומשמרת כל האהל,5090000601,11,11
ref-sifre-n.116.1.354-ref-sifre-n.116.1.360,ref-bible.0104.18.4.1-ref-bible.104.18.4.7,179569,179605,ref-sifre-n.116.1.354,ref-sifre-n.116.1.360,295542,295578,ref-bible.0104.18.4.1,ref-bible.0104.18.4.7,ונלוו עליך ושמרו את משמרת אהל מועד ,ונלוו עליך ושמרו את משמרת אהל מועד ,7,7,528,528.0,728,728.0,0.0,0.0,7,ונלוו עליך ושמרו את משמרת אהל מועד,5090000602,7,7
ref-sifre-n.116.1.370-ref-sifre-n.116.1.376,ref-bible.0310.12.44.23-ref-bible.310.12.45.4,179649,179700,ref-sifre-n.116.1.370,ref-sifre-n.116.1.376,1420070,1420126,ref-bible.0310.12.44.23,ref-bible.0310.12.45.4,הכהנים מבפנים והלוים מבחוץ ושמרו משמרתך ומשמרת ,הכהנים ועל הלוים העמדים וישמרו משמרת אלהיהם ומשמרת ,7,8,1229,1229.0,732,728.0,0.4117647058823529,0.6,2,הכהנים ומשמרת,5090000603,7,8
ref-sifre-n.116.1.387-ref-sifre-n.116.1.410,ref-bible.0104.18.3.6-ref-bible.104.18.3.19,179764,179876,ref-sifre-n.116.1.387,ref-sifre-n.116.1.410,295482,295541,ref-bible.0104.18.3.6,ref-bible.0104.18.3.19,"אך אל כלי הקדש זה הארון וכה""א ול יבואו לראות כבלע את הקדש ואל המזבח זה עבודת המזבח ולא ימותו גם הם גם אתם ",אך אל כלי הקדש ואל המזבח לא יקרבו ולא ימתו גם הם גם אתם ,24,14,527,526.0,733,733.0,0.5283018867924528,0.5294117647058824,11,אך אל כלי הקדש ואל המזבח ולא גם הם גם אתם,5090000604,24,14
ref-sifre-n.116.1.447-ref-sifre-n.116.1.457,ref-bible.0104.18.3.6-ref-bible.104.18.3.15,180061,180113,ref-sifre-n.116.1.447,ref-sifre-n.116.1.457,295482,295528,ref-bible.0104.18.3.6,ref-bible.0104.18.3.15,אך אל כלי הקדש ואל המזבח לא יקרבו אזהרה ולא ימותו ,אך אל כלי הקדש ואל המזבח לא יקרבו ולא ימתו ,11,10,526,526.0,734,734.0,0.14,0.1428571428571429,9,אך אל כלי הקדש ואל המזבח לא יקרבו ולא,5090000605,11,10
ref-sifre-n.116.1.524-ref-sifre-n.116.1.541,ref-bible.0101.46.6.15-ref-bible.101.46.7.11,180437,180524,ref-sifre-n.116.1.524,ref-sifre-n.116.1.541,95645,95705,ref-bible.0101.46.6.15,ref-bible.0101.46.7.11,"בני קהת בני גרשון ובני מררי מנין ת""ל צו את אהרן ואת בניו אהרן ובניו יבואו ושמו אותם ",אתו בניו ובני בניו אתו בנתיו ובנות בניו וכל זרעו הביא אתו ,18,12,31,31.0,742,735.0,0.6071428571428571,0.7647058823529411,2,ובני בניו,5090000606,18,12
ref-sifre-n.116.1.519-ref-sifre-n.116.1.528,ref-bible.0102.6.17.1-ref-bible.102.6.18.2,180412,180460,ref-sifre-n.116.1.519,ref-sifre-n.116.1.528,115959,116000,ref-bible.0102.6.17.1,ref-bible.0102.6.18.2,משפחות הקהתי אין לי אלא בני קהת בני גרשון ובני ,בני גרשון לבני ושמעי למשפחתם ובני קהת ,8,7,50,50.0,738,735.0,0.7872340425531915,0.5,3,בני גרשון ובני,5090000607,8,7
