baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-t,baseOrder,grp-ref-m,dam-lev,jac,id
ref-m.5.1.9.3.6-ref-m.5.1.9.3.11,ref-t.5.1.7.22.1-ref-t.5.1.7.22.5,644163,644210,ref-m.5.1.9.3.6,ref-m.5.1.9.3.11,1042716,1042750,ref-t.5.1.7.22.1,ref-t.5.1.7.22.5,הרובע והנרבע והמוקצה והנעבד והאתנן והמחיר ,הנרבע המוקצה והנעבד אתנן ומחיר ,6,5,6210,6201.0,6053,6047.0,0.2619047619047619,0.16666666666666663,1020004213
ref-m.5.1.9.2.39-ref-m.5.1.9.3.5,ref-t.5.1.7.23.18-ref-t.5.1.7.23.32,644055,644162,ref-m.5.1.9.2.39,ref-m.5.1.9.3.5,1042998,1043076,ref-t.5.1.7.23.18,ref-t.5.1.7.23.32,שהיה רבי שמעון אומר כל שפסולו בקדש הקדש מקבלו לא היה פסולו בקדש אין הקדש מקבלו אלו לא היה פסולן בקדש ,בקדש זה הכלל כל שהיה פסולן בקודש מטמין בבית הבליעה לא היה פסולן בקדש אין ,21,15,6215,6213.0,6049,6047.0,0.594059405940594,0.7333333333333334,1020004214
ref-m.5.1.9.3.6-ref-m.5.1.9.3.15,ref-t.5.1.8.2.2-ref-t.5.1.8.2.11,644163,644240,ref-m.5.1.9.3.6,ref-m.5.1.9.3.15,1043248,1043324,ref-t.5.1.8.2.2,ref-t.5.1.8.2.11,הרובע והנרבע והמוקצה והנעבד והאתנן והמחיר והכלאים והטרפה והיוצא דופן ,ברובע ובנרבע במוקצה ובנעבד באתנן ובמחיר ובכלאים ובטריפה וביוצא דופן ,10,10,6220,6216.0,6059,6047.0,0.17391304347826086,0.75,1020004215
ref-m.5.1.9.3.6-ref-m.5.1.9.3.13,ref-t.5.1.8.15.28-ref-t.5.1.8.15.35,644163,644227,ref-m.5.1.9.3.6,ref-m.5.1.9.3.13,1045798,1045860,ref-t.5.1.8.15.28,ref-t.5.1.8.15.35,הרובע והנרבע והמוקצה והנעבד והאתנן והמחיר והכלאים והטרפה ,ברובע ובנרבע במוקצה ובנעבד באתנן ובמחיר ובכלאים ובטרפה ,8,8,6243,6242.0,6057,6047.0,0.17543859649122806,0.7692307692307692,1020004216
ref-m.5.1.9.3.6-ref-m.5.1.9.3.13,ref-t.5.1.8.20.2-ref-t.5.1.8.20.9,644163,644227,ref-m.5.1.9.3.6,ref-m.5.1.9.3.13,1046611,1046672,ref-t.5.1.8.20.2,ref-t.5.1.8.20.9,הרובע והנרבע והמוקצה והנעבד והאתנן והמחיר והכלאים והטרפה ,ברובע ובנרבע במוקצה ובנעבד באתנן במחיר ובכלאים בטריפה ,8,8,6251,6250.0,6058,6047.0,0.22807017543859648,0.5454545454545454,1020004217
ref-m.5.1.9.3.6-ref-m.5.1.9.3.11,ref-t.5.1.8.20.65-ref-t.5.1.8.20.70,644163,644210,ref-m.5.1.9.3.6,ref-m.5.1.9.3.11,1046959,1047004,ref-t.5.1.8.20.65,ref-t.5.1.8.20.70,הרובע והנרבע והמוקצה והנעבד והאתנן והמחיר ,ברובע ובנרבע במוקצה ובנעבד באתנן ובמחיר ,6,6,6259,6257.0,6054,6047.0,0.19047619047619047,0.6666666666666667,1020004218
ref-m.5.1.9.2.38-ref-m.5.1.9.3.13,ref-t.5.1.9.4.8-ref-t.5.1.9.5.34,644051,644227,ref-m.5.1.9.2.38,ref-m.5.1.9.3.13,1050321,1050558,ref-t.5.1.9.4.8,ref-t.5.1.9.5.34,שאין המזבח מקדיש אלא את הראוי לו הרובע והנרבע המוקצה והנעבד והאתנן והמחיר והכלאים והטרפה ויוצא דופן שעלו לגבי מזבח ירדו מפני שלא היה פסולן בקדש זה הכלל כל שהיה פסולו בקודש הקודש מקבלו לא היה פסולו בקודש אין הקדש מקבלו,שאין המזבח מקדיש אלא את הראוי לו הרובע והנרבע המוקצה והנעבד והאתנן,30,41,6301,6300.0,6047,6047.0,0.695852534562212,0.5925925925925926,1020004219
ref-m.5.1.9.3.6-ref-m.5.1.9.3.11,ref-t.5.3.8.18.22-ref-t.5.3.8.18.27,644163,644210,ref-m.5.1.9.3.6,ref-m.5.1.9.3.11,1129883,1129919,ref-t.5.3.8.18.22,ref-t.5.3.8.18.27,הרובע והנרבע והמוקצה והנעבד והאתנן והמחיר ,רובע ונרבע מוקצה ונעבד אתנן ומחיר ,6,6,7034,7031.0,6055,6047.0,0.19047619047619047,0.2857142857142857,1020004220
ref-m.5.1.9.3.6-ref-m.5.1.9.3.11,ref-t.5.4.7.7.1-ref-t.5.4.7.7.5,644163,644210,ref-m.5.1.9.3.6,ref-m.5.1.9.3.11,1177160,1177195,ref-t.5.4.7.7.1,ref-t.5.4.7.7.5,הרובע והנרבע והמוקצה והנעבד והאתנן והמחיר ,הנרבע והמוקצה והנעבד אתנן ומחיר ,6,5,7462,7461.0,6056,6047.0,0.23809523809523808,0.16666666666666663,1020004221
ref-m.5.1.9.3.6-ref-m.5.1.9.3.15,ref-t.5.6.1.9.10-ref-t.5.6.1.9.19,644163,644240,ref-m.5.1.9.3.6,ref-m.5.1.9.3.15,1202488,1202563,ref-t.5.6.1.9.10,ref-t.5.6.1.9.19,הרובע והנרבע והמוקצה והנעבד והאתנן והמחיר והכלאים והטרפה והיוצא דופן ,ברובע ובנרבע במוקצה ובנעבד באתנן ובמחיר ובכלאים ובטרפה וביוצא דופן ,10,10,7659,7658.0,6060,6047.0,0.15942028985507245,0.75,1020004222
ref-m.5.1.9.3.5-ref-m.5.1.9.3.11,ref-t.5.6.1.12.1-ref-t.5.6.1.12.7,644157,644210,ref-m.5.1.9.3.5,ref-m.5.1.9.3.11,1202950,1202994,ref-t.5.6.1.12.1,ref-t.5.6.1.12.7,בקדש הרובע והנרבע והמוקצה והנעבד והאתנן והמחיר ,המקדיש רובע ונרבע מוקצה ונעבד אתנן ומחיר ,7,7,7666,7666.0,6052,6047.0,0.23404255319148937,0.4444444444444444,1020004223
ref-m.5.1.9.4.1-ref-m.5.1.9.4.10,ref-t.3.2.2.3.19-ref-t.3.2.2.3.28,644350,644389,ref-m.5.1.9.4.1,ref-m.5.1.9.4.10,558132,558177,ref-t.3.2.2.3.19,ref-t.3.2.2.3.28,כשם שאם עלו לא ירדו כך אם ירדו לא יעלו ,כשם שאין מורידין אלא על פי שנים כך אין מעלין ,10,10,3474,3474.0,6062,6061.0,0.6222222222222222,0.5555555555555556,1020004224
ref-m.5.1.9.4.8-ref-m.5.1.9.4.25,ref-t.5.1.9.2.6-ref-t.5.1.9.2.17,644377,644476,ref-m.5.1.9.4.8,ref-m.5.1.9.4.25,1050108,1050169,ref-t.5.1.9.2.6,ref-t.5.1.9.2.17,ירדו לא יעלו וכולן שעלו חיים לראש המזבח ירדו עולה שעלתה חיה לראש המזבח תרד שחטה בראש המזבח ,ועלו לגבי המזבח הרי אילו לא ירדו כל הזבחין שעלו לגבי מזבח ,18,12,6299,6295.0,6066,6061.0,0.6153846153846154,0.7142857142857143,1020004225
ref-m.5.1.9.3.28-ref-m.5.1.9.4.5,ref-t.5.1.9.5.53-ref-t.5.1.9.5.68,644309,644370,ref-m.5.1.9.3.28,ref-m.5.1.9.4.5,1050643,1050724,ref-t.5.1.9.5.53,ref-t.5.1.9.5.68,דוחה היה אבא את בעלי מומין מעל גבי המזבח כשם שאם עלו לא ירדו ,דוחה היה אבא את בעלי מומין מליקרב מפני מה אמרו הלן והיוצא והטמא שעלו לא ירדו ,14,16,6307,6307.0,6061,6061.0,0.37662337662337664,0.625,1020004226
ref-m.5.1.9.4.3-ref-m.5.1.9.4.25,ref-t.5.1.9.6.21-ref-t.5.1.9.7.4,644359,644476,ref-m.5.1.9.4.3,ref-m.5.1.9.4.25,1050896,1050975,ref-t.5.1.9.6.21,ref-t.5.1.9.7.4,שעלתה לגבי מזבח תרד שאין המזבח במקדש אלא את הראוי לו עולה שעלתה לגבי מזבח תרד שאין המזבח במקדש אלא את הראוי לו עולה שעלתה לגבי מזבח,שעלתה לגבי מזבח תרד שאין המזבח במקדש אלא את הראוי לו עולה שעלתה לגבי מזבח תרד שאין המזבח במקדש אלא את הראוי לו עולה שעלתה לגבי מזבח,23,15,6308,6308.0,6065,6065.0,0.0,0.0,1020004227
ref-m.5.1.9.4.1-ref-m.5.1.9.4.17,ref-t.5.1.9.8.11-ref-t.5.1.9.8.28,644350,644430,ref-m.5.1.9.4.1,ref-m.5.1.9.4.17,1051064,1051145,ref-t.5.1.9.8.11,ref-t.5.1.9.8.28,שבראשו של מזבח מעלין אותם לעולם כשם שאם עלו לא ירדו כך אם ירדו לא יעלו ואם עלו,שבראשו של מזבח מעלין אותם לעולם כשם שאם עלו לא ירדו כך אם ירדו לא יעלו ואם עלו,17,18,6311,6311.0,6063,6063.0,0.0,0.0,1020004228
ref-m.5.1.9.4.10-ref-m.5.1.9.4.27,ref-t.5.1.9.9.16-ref-t.5.1.9.9.27,644385,644489,ref-m.5.1.9.4.10,ref-m.5.1.9.4.27,1051322,1051383,ref-t.5.1.9.9.16,ref-t.5.1.9.9.27,שעלתה על גבי המזבח או שעלתה חיה ושחטה הרי זה מפשיט ומנתיח,שעלתה על גבי המזבח או שעלתה חיה ושחטה הרי זה מפשיט ומנתיח,18,12,6313,6313.0,6068,6068.0,0.0,0.0,1020004229
ref-m.5.1.9.4.21-ref-m.5.1.9.4.27,ref-t.5.1.9.10.1-ref-t.5.1.9.10.9,644448,644489,ref-m.5.1.9.4.21,ref-m.5.1.9.4.27,1051508,1051556,ref-t.5.1.9.10.1,ref-t.5.1.9.10.9,המזבח תרד שחטה בראש המזבח יפשיט וינתח ,זבחים שחוטין שעלו לגבי מזבח הרי זה מפשיט ומנתח ,7,9,6315,6315.0,6070,6061.0,0.5531914893617021,0.8333333333333334,1020004230
ref-m.5.1.9.5.11-ref-m.5.1.9.5.18,ref-t.1.3.1.28.6-ref-t.1.3.1.28.13,644548,644597,ref-m.5.1.9.5.11,ref-m.5.1.9.5.18,55154,55201,ref-t.1.3.1.28.6,ref-t.1.3.1.28.13,ומותר העומר ושתי הלחם ולחם הפנים ושירי מנחות ,מותר העומר ושתי הלחם ולחם הפנים ושירי מנחות ,8,8,202,202.0,6075,6071.0,0.022222222222222223,0.25,1020004231
ref-m.5.1.9.5.5-ref-m.5.1.9.5.13,ref-t.4.5.5.3.9-ref-t.4.5.5.3.19,644516,644567,ref-m.5.1.9.5.5,ref-m.5.1.9.5.13,943134,943194,ref-t.4.5.5.3.9,ref-t.4.5.5.3.19,בשר קדשי קדשים ובשר קדשים קלים ומותר העומר ושתי ,מבשר אשם מבשר קדשי קדשים מבשר קדשים קלים ממותר העומר משתי ,9,11,5463,5462.0,6073,6071.0,0.22413793103448276,0.25,1020004232
ref-m.5.1.9.5.5-ref-m.5.1.9.5.18,ref-t.5.3.6.7.9-ref-t.5.3.6.8.7,644516,644597,ref-m.5.1.9.5.5,ref-m.5.1.9.5.18,1118080,1118172,ref-t.5.3.6.7.9,ref-t.5.3.6.8.7,בשר קדשי קדשים ובשר קדשים קלים ומותר העומר ושתי הלחם ולחם הפנים ושירי מנחות ,ומבשר אשם מבשר קדשי קדשים ומבשר קדשים קלים מותר העומר ושתי הלחם ולחם הפנים ושירי מנחות ,14,16,6929,6928.0,6074,6071.0,0.14942528735632185,0.3076923076923077,1020004233
ref-m.5.1.9.5.2-ref-m.5.1.9.5.10,ref-t.5.7.1.2.20-ref-t.5.7.1.2.29,644504,644547,ref-m.5.1.9.5.2,ref-m.5.1.9.5.10,1215673,1215728,ref-t.5.7.1.2.20,ref-t.5.7.1.2.29,אם עלו ירדו בשר קדשי קדשים ובשר קדשים קלים ,אין מועלין בה פגול בקדשי קדשים מועלין בו ובקדשים קלים ,9,10,7875,7863.0,6071,6071.0,0.46296296296296297,0.6666666666666667,1020004234
ref-m.5.1.9.5.5-ref-m.5.1.9.5.11,ref-t.5.7.1.28.71-ref-t.5.7.1.28.85,644516,644554,ref-m.5.1.9.5.5,ref-m.5.1.9.5.11,1221833,1221910,ref-t.5.7.1.28.71,ref-t.5.7.1.28.85,בשר קדשי קדשים ובשר קדשים קלים ומותר ,בבשר פגול בקדשי קדשים מצטרפין זה עם זה נותר בין קדשי קדשים ובין קדשים קלים ,7,15,7987,7987.0,6072,6071.0,0.6133333333333333,0.7272727272727273,1020004235
ref-m.5.1.9.5.20-ref-m.5.1.9.5.29,ref-t.5.1.3.9.6-ref-t.5.1.3.9.15,644606,644681,ref-m.5.1.9.5.20,ref-m.5.1.9.5.29,1026565,1026642,ref-t.5.1.3.9.6,ref-t.5.1.3.9.15,הצמר שבראשי כבשים והשער שבזקן תישים והעצמות והגידים והקרנים והטלפים ,העצמות והגידים והקרנים והטלפים וצמר שבראשי כבשים ושיער שמלקן התיישים ,10,10,6015,6015.0,6077,6076.0,0.7391304347826086,0.18181818181818177,1020004236
ref-m.5.1.9.5.20-ref-m.5.1.9.5.25,ref-t.6.14.2.16.7-ref-t.6.14.2.16.11,644606,644645,ref-m.5.1.9.5.20,ref-m.5.1.9.5.25,1549974,1550005,ref-t.6.14.2.16.7,ref-t.6.14.2.16.11,הצמר שבראשי כבשים והשער שבזקן תישים ,צמר שבראש כבשים ושבזקן תיישים ,6,5,11265,11265.0,6076,6076.0,0.2222222222222222,0.16666666666666663,1020004237
ref-m.5.1.9.7.2-ref-m.5.1.9.7.41,ref-t.5.1.9.10.41-ref-t.5.1.9.11.22,644956,645165,ref-m.5.1.9.7.2,ref-m.5.1.9.7.41,1051735,1051877,ref-t.5.1.9.10.41,ref-t.5.1.9.11.22,שהמזבח מקדש את הראוי לו כך הכבש מקדש כשם שהמזבח והכבש מקדשין את הראוי להן כך הכלים מקדשים כלי הלח מקדשין את הלח ומדות היבש מקדשות את היבש אין כלי הלח מקדשין את היבש ולא מדות היבש מקדשות את הלח ,במזבח החיצון אלא את הראוי לו כלי הלח מקדשין את הלח ומידת היבש מקדשת את היבש אין כלי הלח מקדשין את היבש ולא מידת היבש מקדשת את הלח ,40,28,6316,6316.0,6081,6078.0,0.38860103626943004,0.6842105263157895,1020004238
ref-m.5.1.9.7.18-ref-m.5.1.9.7.39,ref-t.5.3.1.15.38-ref-t.5.3.1.15.61,645039,645157,ref-m.5.1.9.7.18,ref-m.5.1.9.7.39,1102181,1102297,ref-t.5.3.1.15.38,ref-t.5.3.1.15.61,קידש קומץ בכלי אבל אם קידש קומץ בכלי הכל מודים שלא יחזיר ר' אומ' בין כך ובין כך יחזיר שאין הכלי מקדש קומץ שלא,קידש קומץ בכלי אבל אם קידש קומץ בכלי הכל מודים שלא יחזיר ר' אומ' בין כך ובין כך יחזיר שאין הכלי מקדש קומץ שלא,22,24,6742,6742.0,6082,6082.0,0.0,0.0,1020004239
ref-m.5.1.9.7.20-ref-m.5.1.9.7.33,ref-t.5.3.10.7.1-ref-t.5.3.10.7.12,645053,645125,ref-m.5.1.9.7.20,ref-m.5.1.9.7.33,1138471,1138527,ref-t.5.3.10.7.1,ref-t.5.3.10.7.12,כלי הלח מקדשין את הלח ומדות היבש מקדשות את היבש אין כלי הלח מקדשין ,כל בירוצי מדות הלח בלח קדש וביבש חול מפני מה בלח קדש ,14,12,7134,7134.0,6084,6078.0,0.6119402985074627,0.7272727272727273,1020004240
ref-m.5.1.9.6.22-ref-m.5.1.9.6.30,ref-t.5.4.2.4.35-ref-t.5.4.2.4.41,644903,644951,ref-m.5.1.9.6.22,ref-m.5.1.9.6.30,1160023,1160062,ref-t.5.4.2.4.35,ref-t.5.4.2.4.41,ומועלין בהן לאחר חצות לא יחזיר ואין מועלין בהן ,מועלין בהן ולאחר פדיונן אין מועלין בהן ,9,7,7331,7331.0,6078,6078.0,0.3191489361702128,0.75,1020004241
ref-m.5.1.9.6.22-ref-m.5.1.9.7.3,ref-t.5.7.1.2.20-ref-t.5.7.1.3.17,644903,644968,ref-m.5.1.9.6.22,ref-m.5.1.9.7.3,1215673,1215828,ref-t.5.7.1.2.20,ref-t.5.7.1.3.17,אין מועלין בה פגול בקדשי קדשים מועלין בו ובקדשים קלים אין מועלין בו יש נותר שמועלין בו ויש נותר שאין מועלין בו כיצד לן לפני זריקות דמים מועלין בו לאחר,אין מועלין בה פגול בקדשי קדשים מועלין בו ובקדשים קלים אין מועלין בו יש נותר שמועלין בו ויש נותר שאין מועלין בו כיצד לן לפני זריקות דמים מועלין בו לאחר,12,30,7877,7877.0,6079,6079.0,0.0,0.0,1020004242
ref-m.5.1.9.7.44-ref-m.5.1.10.1.6,ref-t.5.1.9.11.20-ref-t.5.1.10.1.8,645176,645316,ref-m.5.1.9.7.44,ref-m.5.1.10.1.6,1051864,1052074,ref-t.5.1.9.11.20,ref-t.5.1.10.1.8,אלא במלואן אין מקדשות אלא מתוכן אין מקדשות אלא בפנים ניקבו נפגמו נסדקו אם עושין מעין מלאכתן שהיו עושין כשהן שלמים מקדשין ואם לאו אין מקדשין כל התדיר מחבירו הוא קודם את חבירו,מקדשת את הלח אין מקדשות אלא במלואן אין מקדשות אלא מתוכן אין מקדשות אלא בפנים ניקבו נפגמו נסדקו אם עושין מעין מלאכתן שהיו עושין כשהן שלמים מקדשין ואם לאו אין מקדשין כל התדיר מחבירו הוא קודם את חבירו וכל,26,39,6317,6317.0,6085,6085.0,0.13930348258706468,0.13636363636363635,1020004243
ref-m.5.1.10.1.11-ref-m.5.1.10.1.18,ref-t.5.3.7.4.11-ref-t.5.3.7.4.20,645348,645388,ref-m.5.1.10.1.11,ref-m.5.1.10.1.18,1122059,1122107,ref-t.5.3.7.4.11,ref-t.5.3.7.4.20,שבת קודמין למוספי ראש חדש מוספי ראש חדש ,שבת הבאה אחרת מוספי ראש חדש שלא קרבו בראש חדש ,8,10,6968,6968.0,6087,6087.0,0.41304347826086957,0.6,1020004244
ref-m.5.1.10.1.24-ref-m.5.1.10.1.29,ref-t.2.5.3.19.51-ref-t.2.5.3.19.56,645421,645454,ref-m.5.1.10.1.24,ref-m.5.1.10.1.29,406697,406730,ref-t.2.5.3.19.51,ref-t.2.5.3.19.56,מלבד עולת הבקר אשר לעולת התמיד ,מלבד עולת הבקר אשר לעולת התמיד ,6,6,2319,2319.0,6088,6088.0,0.0,0.0,1020004245
ref-m.5.1.10.2.7-ref-m.5.1.10.2.28,ref-t.6.6.1.2.60-ref-t.6.6.1.2.80,645502,645621,ref-m.5.1.10.2.7,ref-m.5.1.10.2.28,1400375,1400478,ref-t.6.6.1.2.60,ref-t.6.6.1.2.80,דם חטאת קודם את דם העולה מפני שהוא,הא כיצד דם חטאת קודם את דם העולה מפני שהוא מרצה איברי עלה קודמין את אמורי חטאת מפני שהן כליל לאישים,7,21,9885,9885.0,6089,6089.0,0.6565656565656566,0.46153846153846156,1020004246
ref-m.5.1.10.2.48-ref-m.5.1.10.2.55,ref-t.3.4.3.16.37-ref-t.3.4.3.16.43,645728,645775,ref-m.5.1.10.2.48,ref-m.5.1.10.2.55,612133,612174,ref-t.3.4.3.16.37,ref-t.3.4.3.16.43,לשלמים מפני שהן נאכלין ליום אחד וטעונים לחם ,שלמים ונאכלין ביום אחד ואין טעונין לחם ,8,7,3911,3901.0,6093,6092.0,0.36363636363636365,0.4444444444444444,1020004247
ref-m.5.1.10.2.35-ref-m.5.1.10.2.48,ref-t.5.1.6.12.7-ref-t.5.1.6.12.12,645653,645735,ref-m.5.1.10.2.35,ref-m.5.1.10.2.48,1037119,1037159,ref-t.5.1.6.12.7,ref-t.5.1.6.12.12,אשם קודם לתודה ולאיל נזיר מפני שהוא קדשי קדשים התודה ואיל נזיר קודמין לשלמים ,ואשמות ותודה ואלים ושלמים ואיל נזיר ,14,6,6106,6104.0,6092,6092.0,0.6363636363636364,0.5,1020004248
ref-m.5.1.10.2.61-ref-m.5.1.10.2.68,ref-t.3.4.6.1.248-ref-t.3.4.6.1.255,645806,645855,ref-m.5.1.10.2.61,ref-m.5.1.10.2.68,618301,618352,ref-t.3.4.6.1.248,ref-t.3.4.6.1.255,טעונין מתן ארבע וסמיכה ונסכים ותנופת חזה ושוק ,וטעון מתן בהונות וסמיכה ונסכים ותנופת חזה ושוק ,8,8,4008,4007.0,6094,6094.0,0.19148936170212766,0.2222222222222222,1020004249
ref-m.5.1.10.2.61-ref-m.5.1.10.2.68,ref-t.5.6.1.19.68-ref-t.5.6.1.19.76,645806,645855,ref-m.5.1.10.2.61,ref-m.5.1.10.2.68,1204880,1204936,ref-t.5.6.1.19.68,ref-t.5.6.1.19.76,וטעונה סמיכה ונסכים ותנופת חזה ושוק וטעונה מתן ארבע,וטעונה סמיכה ונסכים ותנופת חזה ושוק וטעונה מתן ארבע,8,9,7695,7695.0,6095,6095.0,0.0,0.0,1020004250
ref-m.5.1.10.3.5-ref-m.5.1.10.3.18,ref-t.5.6.4.12.22-ref-t.5.6.4.13.8,645880,645962,ref-m.5.1.10.3.5,ref-m.5.1.10.3.18,1214110,1214209,ref-t.5.6.4.12.22,ref-t.5.6.4.13.8,שקדושתו מרחם ונאכל לכהנים המעשר קודם לעופות מפני שהוא זבח ויש בו קדשי קדשים ,הקדשים להאכילן לכלבים הבכור והמעשר יש להן פדיון חומר בהקדש מזבח שאין בהקדש בדק הבית ובהקדש ,14,16,7832,7831.0,6097,6097.0,0.6373626373626373,0.8,1020004251
ref-m.5.1.10.4.8-ref-m.5.1.10.4.22,ref-t.5.1.10.4.18-ref-t.5.1.10.4.30,646020,646098,ref-m.5.1.10.4.8,ref-m.5.1.10.4.22,1052742,1052818,ref-t.5.1.10.4.18,ref-t.5.1.10.4.30,לעולתי חטאת העוף של יולדת קודמת לכשבה מנחת האיש קודמת למנחת,לחטאתי וזה לעולתי חטאת העוף של יולדת קודמת לכשבה מנחת האיש קודמת למנחת,13,13,6326,6326.0,6100,6100.0,0.15714285714285714,0.09090909090909094,1020004252
ref-m.5.1.10.4.7-ref-m.5.1.10.5.5,ref-t.6.5.8.10.31-ref-t.6.5.8.10.45,646015,646145,ref-m.5.1.10.4.7,ref-m.5.1.10.5.5,1396525,1396616,ref-t.6.5.8.10.31,ref-t.6.5.8.10.45,מדם חטאתו ואשמו בין שהקדים חטאתו לעולתו ועולתו לחטאתו מה שעשה עשוי הקדים עולתו לאשמו,מדם חטאתו ואשמו בין שהקדים חטאתו לעולתו ועולתו לחטאתו מה שעשה עשוי הקדים עולתו לאשמו,15,14,9842,9842.0,6098,6098.0,0.0,0.0,1020004253
ref-m.5.1.10.5.14-ref-m.5.1.10.5.21,ref-t.5.1.1.1.228-ref-t.5.1.1.2.10,646183,646227,ref-m.5.1.10.5.14,ref-m.5.1.10.5.21,1014083,1014132,ref-t.5.1.1.1.228,ref-t.5.1.1.2.10,הכשר כל האשמות שבתורה באים בני שתים ובאין ,כשר אשם בן שנה שהביאו בן שתים או בן שתים שהביאו ,8,11,5858,5858.0,6102,6102.0,0.5625,0.7,1020004254
ref-m.5.1.10.6.3-ref-m.5.1.10.6.8,ref-t.5.1.10.6.37-ref-t.5.1.10.6.47,646322,646359,ref-m.5.1.10.6.3,ref-m.5.1.10.6.8,1053274,1053327,ref-t.5.1.10.6.37,ref-t.5.1.10.6.47,קודמים בהקרבתן כך הן קודמין באכילתן ,שקודמין זה את זה בהקריבה כך קודמין זה את זה באכילה ,6,11,6330,6330.0,6103,6103.0,0.5490196078431373,0.8,1020004255
ref-m.5.1.10.6.7-ref-m.5.1.10.7.32,ref-t.5.1.10.7.7-ref-t.5.1.10.7.53,646344,646704,ref-m.5.1.10.6.7,ref-m.5.1.10.7.32,1053400,1053648,ref-t.5.1.10.7.7,ref-t.5.1.10.7.53,ימים שלמים של אמש קודמין לחטאת ואשם של יום ר' שמעון אומ' חטאת ואשם של יום קודמין לשל אמש וכולן רשאין כהנים לשנות באכילתן מנחות ללותתן שמנן ולתת לתוכן תבלי תרומה דברי ר' שמעון ר' מאיר או' תבלי חולין ולא תבלי תרומה שלא יביאו תרומה לידי פסול,ימים שלמים של אמש קודמין לחטאת ואשם של יום ר' שמעון אומ' חטאת ואשם של יום קודמין לשל אמש וכולן רשאין כהנים לשנות באכילתן מנחות ללותתן שמנן ולתת לתוכן תבלי תרומה דברי ר' שמעון ר' מאיר או' תבלי חולין ולא תבלי תרומה שלא יביאו תרומה לידי פסול,20,19,6333,6333.0,6104,6104.0,0.0,0.0,1020004256
ref-m.5.1.10.7.10-ref-m.5.1.10.7.27,ref-t.6.9.5.3.37-ref-t.6.9.5.3.44,646584,646677,ref-m.5.1.10.7.10,ref-m.5.1.10.7.27,1489701,1489741,ref-t.6.9.5.3.37,ref-t.6.9.5.3.44,שנתן לתוכו מים אבל בזמן שלא נתן לתוכן,שנתן לתוכו מים אבל בזמן שלא נתן לתוכן,15,8,10559,10559.0,6107,6107.0,0.0,0.0,1020004257
ref-m.5.1.11.2.34-ref-m.5.1.11.2.41,ref-t.5.1.2.6.6-ref-t.5.1.2.6.18,647321,647375,ref-m.5.1.11.2.34,ref-m.5.1.11.2.41,1020005,1020076,ref-t.5.1.2.6.6,ref-t.5.1.2.6.18,שחט חוץ למקומו וקיבל והילך וזרק חוץ לזמנו או ששחטו חוץ לזמנו קיבל,שחט חוץ למקומו וקיבל והילך וזרק חוץ לזמנו או ששחטו חוץ לזמנו קיבל,8,12,5901,5901.0,6117,6117.0,0.0,0.0,1020004258
ref-m.5.1.11.2.34-ref-m.5.1.11.2.41,ref-t.5.1.2.6.74-ref-t.5.1.2.7.12,647321,647375,ref-m.5.1.11.2.34,ref-m.5.1.11.2.41,1020372,1020486,ref-t.5.1.2.6.74,ref-t.5.1.2.7.12,שנשחטה חוץ לזמנה וחוץ למקומה ושקבלו פסולין וזרקו ,שחטו חוץ לזמנו קיבל והילך וזרק חוץ למקומו כיצד קדמה מחשבת מקום למחשבת זמן שחטו חוץ למקומו וקיבל והילך וזרק ,8,20,5914,5913.0,6119,6109.0,0.6542056074766355,0.7333333333333334,1020004259
ref-m.5.1.11.2.34-ref-m.5.1.11.2.43,ref-t.5.1.2.10.3-ref-t.5.1.2.10.11,647321,647382,ref-m.5.1.11.2.34,ref-m.5.1.11.2.43,1020877,1020928,ref-t.5.1.2.10.3,ref-t.5.1.2.10.11,ששחטן חוץ לזמנן או שקבלו פסולין את הדם וזרקוהו,ששחטן חוץ לזמנן או שקבלו פסולין את הדם וזרקוהו,8,9,5923,5921.0,6120,6120.0,0.0,0.0,1020004260
ref-m.5.1.11.1.24-ref-m.5.1.11.2.11,ref-t.5.1.10.9.1-ref-t.5.1.10.9.30,647088,647208,ref-m.5.1.11.1.24,ref-m.5.1.11.2.11,1053924,1054089,ref-t.5.1.10.9.1,ref-t.5.1.10.9.30,ואחד חטאות הפנימיות לכיבוס שנ' תורת החטאת תורה אחת לכל החטאות חטאת העוף אין דמה טעון כיבוס חטאת פסול אין דמה טעון כיבוס היתה לה שעת הכושר,אחד חטאות החיצונות ואחד חטאות הפנימיות לכיבוס שנ' תורת החטאת תורה אחת לכל החטאות חטאת העוף אין דמה טעון כיבוס חטאת פסול אין דמה טעון כיבוס היתה לה שעת הכושר,22,30,6336,6336.0,6109,6109.0,0.12179487179487179,0.052631578947368474,1020004261
ref-m.5.1.11.2.2-ref-m.5.1.11.2.11,ref-t.5.1.10.9.42-ref-t.5.1.10.9.50,647161,647208,ref-m.5.1.11.2.2,ref-m.5.1.11.2.11,1054144,1054191,ref-t.5.1.10.9.42,ref-t.5.1.10.9.50,פסולה אין דמה טעון כבוס בין שהיה לה שעת הכושר ,שהיתה לה שעת הכושר ונפסלה אין דמה טעון כיבוס ,10,9,6338,6338.0,6111,6109.0,0.7391304347826086,0.4444444444444444,1020004262
