,index,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,grp-ref-y,grp-ref-sifre-n,dam-lev,jac,id
703,844,ref-y.2.8.3.4.2.101-ref-y.2.8.3.4.2.114,ref-sifre-n.73.2.215-ref-sifre-n.73.2.221,1672799,1672880,249465,249477,ref-y.2.8.3.4.2.101,ref-y.2.8.3.4.2.114,98876,98916,14905,14910,ref-sifre-n.73.2.215,ref-sifre-n.73.2.221,זכרון תרועה אילו הזכרונות שופר תרועה אילו השופרות עד כדון ראש השנה יובל והעברת ,זכרון תרועה מן התורה והעברת שופר תרועה ,12,5,683.0,844.0,0.620253164556962,0.6666666666666667,4070000704
704,845,ref-y.2.8.3.5.3.26-ref-y.2.8.3.5.3.43,ref-sifre-n.73.3.23-ref-sifre-n.74.1.9,1673552,1673658,249575,249591,ref-y.2.8.3.5.3.26,ref-y.2.8.3.5.3.43,99107,99210,14941,14954,ref-sifre-n.73.3.23,ref-sifre-n.74.1.9,תרועה ותקעתם תרועה שנית תרועה יתקעו למסעיהם אין תימר היא תקיעה היא תדועה והכתיב ובהקהיל את הקהל תתקעו ,"תרועה יתקעו למסעיהם תרועה אחת לשתיהן וי""א שלש לכל רוח בהקהיל את הקהל למה נאמר לפי שהוא אומר ותקעו ",16,13,690.0,845.0,0.6176470588235294,0.7727272727272727,4070000705
705,846,ref-y.2.8.3.5.2.49-ref-y.2.8.3.5.2.55,ref-sifre-n.74.1.43-ref-sifre-n.74.1.50,1673383,1673420,249548,249554,ref-y.2.8.3.5.2.49,ref-y.2.8.3.5.2.55,99389,99434,14984,14991,ref-sifre-n.74.1.43,ref-sifre-n.74.1.50,תוקע ומריע ותוקע אף כאן תוקע ומריע ,תוקע ומריע ותוקע אף הקהל אקהל תוקע ומריע ,6,7,686.0,846.0,0.1951219512195122,0.4,4070000706
706,847,ref-y.2.5.1.1.23.231-ref-y.2.5.1.1.23.240,ref-sifre-n.74.1.45-ref-sifre-n.75.1.5,1396382,1396447,207492,207501,ref-y.2.5.1.1.23.231,ref-y.2.5.1.1.23.240,99401,99515,14986,15003,ref-sifre-n.74.1.45,ref-sifre-n.75.1.5,תקיעת הקהל לתקיעה קרבן דתני ובני אהרן הכהנים יתקעו בחצוצרות ,"ותוקע אף הקהל אקהל תוקע ומריע ותוקע ת""ל ובהקהיל את הקהל תתקעו ולא תריעו ובני אהרן הכהנים יתקעו בחצוצרות ",9,17,410.0,846.0,0.5,0.6470588235294117,4070000707
707,848,ref-y.2.10.1.10.7.139-ref-y.2.10.1.10.7.148,ref-sifre-n.74.1.45-ref-sifre-n.75.1.5,1873922,1873987,279747,279756,ref-y.2.10.1.10.7.139,ref-y.2.10.1.10.7.148,99401,99515,14986,15003,ref-sifre-n.74.1.45,ref-sifre-n.75.1.5,תקיעת הקהל לתקיעת קרבן דתני ובני אהרן הכהני' יתקעו בחצוצרות ,"ותוקע אף הקהל אקהל תוקע ומריע ותוקע ת""ל ובהקהיל את הקהל תתקעו ולא תריעו ובני אהרן הכהנים יתקעו בחצוצרות ",9,17,742.0,846.0,0.5096153846153846,0.7222222222222222,4070000708
708,849,ref-y.4.10.3.2.32.122-ref-y.4.10.3.2.32.131,ref-sifre-n.74.1.45-ref-sifre-n.75.1.5,3539817,3539883,533212,533221,ref-y.4.10.3.2.32.122,ref-y.4.10.3.2.32.131,99401,99515,14986,15003,ref-sifre-n.74.1.45,ref-sifre-n.75.1.5,תקיעת הקהל לתקיעת קרבן דכתיב ובני אחרן הכחנים יתקעו בחצוצרות ,"ותוקע אף הקהל אקהל תוקע ומריע ותוקע ת""ל ובהקהיל את הקהל תתקעו ולא תריעו ובני אהרן הכהנים יתקעו בחצוצרות ",9,17,2033.0,846.0,0.5192307692307693,0.7894736842105263,4070000709
709,850,ref-y.2.5.1.1.23.236-ref-y.2.5.1.1.23.244,ref-sifre-n.75.1.22-ref-sifre-n.75.1.38,1396413,1396470,207497,207505,ref-y.2.5.1.1.23.236,ref-y.2.5.1.1.23.244,99596,99688,15014,15029,ref-sifre-n.75.1.22,ref-sifre-n.75.1.38,ובני אהרן הכהנים יתקעו בחצוצרות תמימים ולא בעלי מומין,"ובני אהרן הכהנים בין תמימים ובין בעלי מומין דברי ר' טרפון ר""ע אומר תמימים ולא בעלי",9,16,410.0,850.0,0.5609756097560976,0.5333333333333333,4070000710
710,851,ref-y.2.10.1.10.7.144-ref-y.2.10.1.10.7.152,ref-sifre-n.75.1.22-ref-sifre-n.75.1.38,1873953,1874010,279752,279760,ref-y.2.10.1.10.7.144,ref-y.2.10.1.10.7.152,99596,99688,15014,15029,ref-sifre-n.75.1.22,ref-sifre-n.75.1.38,ובני אהרן הכהני' יתקעו בחצוצרות תמימים ולא בעלי מומין,"ובני אהרן הכהנים בין תמימים ובין בעלי מומין דברי ר' טרפון ר""ע אומר תמימים ולא בעלי",9,16,742.0,850.0,0.573170731707317,0.625,4070000711
711,854,ref-y.3.4.1.3.1.88-ref-y.3.4.1.3.1.97,ref-sifre-n.75.1.35-ref-sifre-n.75.1.56,2725882,2725931,408274,408283,ref-y.3.4.1.3.1.88,ref-y.3.4.1.3.1.97,99666,99785,15026,15047,ref-sifre-n.75.1.35,ref-sifre-n.75.1.56,ימים מה ימים שנאמר להלן שלשים אף ימים שנאמר כאן,תמימים ולא בעלי מומין נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן תמימים ולא בעלי מומין אף כהנים האמור כאן,10,22,1350.0,850.0,0.6578947368421053,0.6363636363636364,4070000712
712,856,ref-y.2.4.6.4.4.2-ref-y.2.4.6.4.4.14,ref-sifre-n.75.1.36-ref-sifre-n.75.1.48,1561405,1561476,232772,232784,ref-y.2.4.6.4.4.2,ref-y.2.4.6.4.4.14,99673,99742,15027,15039,ref-sifre-n.75.1.36,ref-sifre-n.75.1.48,לא יפחות מקומיץ נאמר כאן אזכרה ונאמר להלן אזכרה מה אזכרה האמורה להלן ,ולא בעלי מומין נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן ,12,12,551.0,850.0,0.34782608695652173,0.6,4070000713
713,857,ref-y.4.4.7.13.1.45-ref-y.4.4.7.13.1.78,ref-sifre-n.75.1.36-ref-sifre-n.75.1.58,3249457,3249624,488944,488975,ref-y.4.4.7.13.1.45,ref-y.4.4.7.13.1.78,99673,99797,15027,15049,ref-sifre-n.75.1.36,ref-sifre-n.75.1.58,מה לא יחיה שנאמר להלן בסקילה אף כאן בסקילה מה טעמון דרבנין מאמר כאן מכשפה לא תחיה ונאמר להלן לא תחיה כלנשמה מה לא תחיה שנאמר להלן מיתה בחרב אף לא כאן,ולא בעלי מומין נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן תמימים ולא בעלי מומין אף כהנים האמור כאן תמימים ולא,32,23,1823.0,850.0,0.697986577181208,0.736842105263158,4070000714
714,859,ref-y.1.1.1.1.35.93-ref-y.1.1.1.1.35.102,ref-sifre-n.75.1.39-ref-sifre-n.75.1.48,14071,14121,2226,2235,ref-y.1.1.1.1.35.93,ref-y.1.1.1.1.35.102,99689,99742,15030,15039,ref-sifre-n.75.1.39,ref-sifre-n.75.1.48,נאמר כאן לילה ונאמר להלן לילה מה לילה שנאמר להלן ,נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן ,9,9,2.0,850.0,0.34615384615384615,0.33333333333333337,4070000715
715,860,ref-y.1.4.8.1.2.5-ref-y.1.4.8.1.2.17,ref-sifre-n.75.1.39-ref-sifre-n.75.1.48,427265,427323,65727,65739,ref-y.1.4.8.1.2.5,ref-y.1.4.8.1.2.17,99689,99742,15030,15039,ref-sifre-n.75.1.39,ref-sifre-n.75.1.48,נאמר כאן פן תקדש ונאמר להלן פן תוקדש בו מה פן האמור להלן ,נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן ,12,9,87.0,850.0,0.3684210526315789,0.33333333333333337,4070000716
716,861,ref-y.1.7.2.4.9.110-ref-y.1.7.2.4.9.125,ref-sifre-n.75.1.39-ref-sifre-n.75.1.48,665158,665240,100672,100686,ref-y.1.7.2.4.9.110,ref-y.1.7.2.4.9.125,99689,99742,15030,15039,ref-sifre-n.75.1.39,ref-sifre-n.75.1.48,נאמר כאן נפשו ונאמר להלן נפשו דכתיב ואליו הוא נושא את נפשו מה נפשו האמורה להלן ,נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן ,14,9,139.0,850.0,0.5063291139240507,0.5555555555555556,4070000717
717,862,ref-y.1.11.2.3.5.3-ref-y.1.11.2.3.5.12,ref-sifre-n.75.1.39-ref-sifre-n.75.1.48,873523,873573,130993,131002,ref-y.1.11.2.3.5.3,ref-y.1.11.2.3.5.12,99689,99742,15030,15039,ref-sifre-n.75.1.39,ref-sifre-n.75.1.48,נאמ' כאן שמחה ונאמר להלן שמחה מה שמחה שנאמר להלן ,נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן ,9,9,268.0,850.0,0.36538461538461536,0.5714285714285714,4070000718
718,863,ref-y.2.5.2.4.3.22-ref-y.2.5.2.4.3.33,ref-sifre-n.75.1.39-ref-sifre-n.75.1.48,1416081,1416145,210478,210489,ref-y.2.5.2.4.3.22,ref-y.2.5.2.4.3.33,99689,99742,15030,15039,ref-sifre-n.75.1.39,ref-sifre-n.75.1.48,נאמר כאן עריכה ונאמר להלן וערך הכהן אותם מה עריכה שנאמר להלן ,נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן ,11,9,419.0,850.0,0.39344262295081966,0.5,4070000719
719,864,ref-y.2.4.1.1.1.117-ref-y.2.4.1.1.1.126,ref-sifre-n.75.1.39-ref-sifre-n.75.1.48,1493692,1493742,222458,222467,ref-y.2.4.1.1.1.117,ref-y.2.4.1.1.1.126,99689,99742,15030,15039,ref-sifre-n.75.1.39,ref-sifre-n.75.1.48,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמר להלן ,נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן ,9,9,484.0,850.0,0.28846153846153844,0.33333333333333337,4070000720
720,865,ref-y.2.8.1.1.12.202-ref-y.2.8.1.1.12.211,ref-sifre-n.75.1.39-ref-sifre-n.75.1.48,1641869,1641919,244676,244685,ref-y.2.8.1.1.12.202,ref-y.2.8.1.1.12.211,99689,99742,15030,15039,ref-sifre-n.75.1.39,ref-sifre-n.75.1.48,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמר להלן ,נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן ,9,9,636.0,850.0,0.28846153846153844,0.33333333333333337,4070000721
721,866,ref-y.2.8.1.1.12.263-ref-y.2.8.1.1.12.272,ref-sifre-n.75.1.39-ref-sifre-n.75.1.48,1642172,1642222,244727,244736,ref-y.2.8.1.1.12.263,ref-y.2.8.1.1.12.272,99689,99742,15030,15039,ref-sifre-n.75.1.39,ref-sifre-n.75.1.48,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמ' להלן ,נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן ,9,9,657.0,850.0,0.3076923076923077,0.33333333333333337,4070000722
722,867,ref-y.2.12.1.2.2.113-ref-y.2.12.1.2.2.122,ref-sifre-n.75.1.39-ref-sifre-n.75.1.48,1928666,1928717,288237,288246,ref-y.2.12.1.2.2.113,ref-y.2.12.1.2.2.122,99689,99742,15030,15039,ref-sifre-n.75.1.39,ref-sifre-n.75.1.48,נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן ,נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן ,9,9,767.0,850.0,0.3076923076923077,0.19999999999999996,4070000723
723,868,ref-y.2.12.1.3.1.51-ref-y.2.12.1.3.1.111,ref-sifre-n.75.1.39-ref-sifre-n.75.1.56,1930736,1931033,288522,288578,ref-y.2.12.1.3.1.51,ref-y.2.12.1.3.1.111,99689,99785,15030,15047,ref-sifre-n.75.1.39,ref-sifre-n.75.1.56,"נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר שמחה מה שמחה האמורה נאמר כאן מסת ונאמר להלן ותרב משאת בנימן מה משאת שנאמר להלן אחת עיקר והשאר טפילה אף מסת שנאמר כאן",נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן תמימים ולא בעלי מומין אף כהנים האמור כאן,57,18,795.0,850.0,0.7239819004524887,0.8076923076923077,4070000724
724,870,ref-y.3.1.1.1.23.4-ref-y.3.1.1.1.23.55,ref-sifre-n.75.1.39-ref-sifre-n.75.1.56,2056186,2056456,307668,307715,ref-y.3.1.1.1.23.4,ref-y.3.1.1.1.23.55,99689,99785,15030,15047,ref-sifre-n.75.1.39,ref-sifre-n.75.1.56,נאמר כאן אחוה ונאמר להלן שני' עשר עבדיך אחים אנחנו מה אחים שנאמר להלן נאמ' כאן ישיבה ונאמר להלן ישיבה וירשתה וישבת בה מה ישיבה שנאמר להלן ישיבה שיש עמה ירושה אף ישיבה שנאמר כאן,נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן תמימים ולא בעלי מומין אף כהנים האמור כאן,48,18,905.0,850.0,0.6477272727272727,0.7727272727272727,4070000725
725,871,ref-y.3.1.12.6.7.63-ref-y.3.1.12.6.7.74,ref-sifre-n.75.1.39-ref-sifre-n.75.1.48,2206411,2206472,329792,329803,ref-y.3.1.12.6.7.63,ref-y.3.1.12.6.7.74,99689,99742,15030,15039,ref-sifre-n.75.1.39,ref-sifre-n.75.1.48,נאמר כאן קרייה ונאמר להלן ויקרא בהם שמי מה קרייה שנאמר להלן ,נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן ,11,9,987.0,850.0,0.38333333333333336,0.5,4070000726
726,872,ref-y.3.5.8.1.1.42-ref-y.3.5.8.1.1.54,ref-sifre-n.75.1.39-ref-sifre-n.75.1.48,2327493,2327563,348416,348428,ref-y.3.5.8.1.1.42,ref-y.3.5.8.1.1.54,99689,99742,15030,15039,ref-sifre-n.75.1.39,ref-sifre-n.75.1.48,נאמר כאן נגישה ונאמר להלן ונגשו הכחנים בני לוי מה נגישה שנאמר להלן ,נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן ,12,9,1128.0,850.0,0.417910447761194,0.5,4070000727
727,873,ref-y.3.5.8.1.1.82-ref-y.3.5.8.1.1.94,ref-sifre-n.75.1.39-ref-sifre-n.75.1.48,2327701,2327768,348445,348457,ref-y.3.5.8.1.1.82,ref-y.3.5.8.1.1.94,99689,99742,15030,15039,ref-sifre-n.75.1.39,ref-sifre-n.75.1.48,נאמר כאן נגישה ונאמר להלן ונגש משה אל הערפל מה נגישה שנאמר להלן ,נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן ,12,9,1151.0,850.0,0.421875,0.6,4070000728
728,874,ref-y.3.7.1.7.18.128-ref-y.3.7.1.7.18.137,ref-sifre-n.75.1.39-ref-sifre-n.75.1.48,2879134,2879185,431636,431645,ref-y.3.7.1.7.18.128,ref-y.3.7.1.7.18.137,99689,99742,15030,15039,ref-sifre-n.75.1.39,ref-sifre-n.75.1.48,נאמר כאן קרחה ונאמר להלן קרחה מה קדחה האמורה להלן ,נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן ,9,9,1477.0,850.0,0.3076923076923077,0.33333333333333337,4070000729
729,875,ref-y.4.1.4.4.5.133-ref-y.4.1.4.4.5.144,ref-sifre-n.75.1.39-ref-sifre-n.75.1.48,2983586,2983647,447692,447703,ref-y.4.1.4.4.5.133,ref-y.4.1.4.4.5.144,99689,99742,15030,15039,ref-sifre-n.75.1.39,ref-sifre-n.75.1.48,נאמר כאן השור יסקל ונאמר להלן השור יסקל מה שור שנאמר להלן ,נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן ,11,9,1523.0,850.0,0.41379310344827586,0.4285714285714286,4070000730
730,876,ref-y.4.4.1.3.2.4-ref-y.4.4.1.3.2.45,ref-sifre-n.75.1.39-ref-sifre-n.75.1.48,3154598,3154821,474171,474208,ref-y.4.4.1.3.2.4,ref-y.4.4.1.3.2.45,99689,99742,15030,15039,ref-sifre-n.75.1.39,ref-sifre-n.75.1.48,נאמר כאן זדון ונאמר להלן זדון בזדון דברו הנביא מה זדון שנאמר להלן נאמר כאג דיבר ונאמר להלן אשר ידבר הנביא בשם יי' מה דיבר שנאמר להלן,נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן,38,10,1594.0,850.0,0.6742424242424242,0.6666666666666667,4070000731
731,878,ref-y.4.4.1.3.8.127-ref-y.4.4.1.3.8.144,ref-sifre-n.75.1.39-ref-sifre-n.75.1.48,3157857,3157950,474652,474665,ref-y.4.4.1.3.8.127,ref-y.4.4.1.3.8.144,99689,99742,15030,15039,ref-sifre-n.75.1.39,ref-sifre-n.75.1.48,נאמר כאן בני ישראל ונאמר להלן בני ישראל ויבואו בני ישראל לשבר וגו' מה בני ישראל שנאמר להלן ,נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן ,13,9,1647.0,850.0,0.5824175824175825,0.5555555555555556,4070000732
732,879,ref-y.4.4.7.3.1.37-ref-y.4.4.7.3.1.51,ref-sifre-n.75.1.39-ref-sifre-n.75.1.48,3226750,3226829,485629,485643,ref-y.4.4.7.3.1.37,ref-y.4.4.7.3.1.51,99689,99742,15030,15039,ref-sifre-n.75.1.39,ref-sifre-n.75.1.48,נאמר כאן נקימה ונאמר להלן והבאתי עליכם חרב נקמת נקם ברית מה נקימה שנאמר להלן ,נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן ,14,9,1767.0,850.0,0.4935064935064935,0.6363636363636364,4070000733
733,880,ref-y.4.4.7.5.3.14-ref-y.4.4.7.5.3.28,ref-sifre-n.75.1.39-ref-sifre-n.75.1.48,3229067,3229139,485975,485989,ref-y.4.4.7.5.3.14,ref-y.4.4.7.5.3.28,99689,99742,15030,15039,ref-sifre-n.75.1.39,ref-sifre-n.75.1.48,נאמר כאן דודתו ונאמר להלן או דודו או בן דודו יגאלנו מה דודו שנאמר להלן ,נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן ,14,9,1793.0,850.0,0.5211267605633803,0.5,4070000734
734,881,ref-y.4.5.2.1.2.56-ref-y.4.5.2.1.2.67,ref-sifre-n.75.1.39-ref-sifre-n.75.1.48,3323464,3323524,500689,500700,ref-y.4.5.2.1.2.56,ref-y.4.5.2.1.2.67,99689,99742,15030,15039,ref-sifre-n.75.1.39,ref-sifre-n.75.1.48,נאמר כאן נשילה ונאמר להלן כי ישל זיתיך מה נשילה שנאמר להלן ,נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן ,11,9,1901.0,850.0,0.3728813559322034,0.4285714285714286,4070000735
735,882,ref-y.1.9.2.1.11.70-ref-y.1.9.2.1.11.87,ref-sifre-n.75.1.39-ref-sifre-n.75.1.56,779725,779810,117346,117363,ref-y.1.9.2.1.11.70,ref-y.1.9.2.1.11.87,99689,99785,15030,15047,ref-sifre-n.75.1.39,ref-sifre-n.75.1.56,נאמר כאן חלה ונאמר להלן חלת להם שמן מה חלה שנאמר להלן עשויה בשמן אף חלה שנאמר כאן ,נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן תמימים ולא בעלי מומין אף כהנים האמור כאן ,17,17,203.0,850.0,0.4838709677419355,0.5714285714285714,4070000736
736,883,ref-y.2.3.5.1.1.35-ref-y.2.3.5.1.1.55,ref-sifre-n.75.1.39-ref-sifre-n.75.1.56,1290200,1290313,191425,191443,ref-y.2.3.5.1.1.35,ref-y.2.3.5.1.1.55,99689,99785,15030,15047,ref-sifre-n.75.1.39,ref-sifre-n.75.1.56,נאמר כאן בין הערבים ונאמר להלן בין הערבים מה בין הערבים שנאמר להלן משש שעות ולמעלן אף כין הערכים שנאמר כאן ,נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן תמימים ולא בעלי מומין אף כהנים האמור כאן ,18,17,337.0,850.0,0.4485981308411215,0.6666666666666667,4070000737
737,884,ref-y.2.5.8.1.2.162-ref-y.2.5.8.1.2.180,ref-sifre-n.75.1.39-ref-sifre-n.75.1.56,1477978,1478084,220139,220155,ref-y.2.5.8.1.2.162,ref-y.2.5.8.1.2.180,99689,99785,15030,15047,ref-sifre-n.75.1.39,ref-sifre-n.75.1.56,נאמר כאן תענו את נפשותיכם ונאמר להלן ויענך וירעיבך מה עינוי שנאמר להלן עינוי רעבון אף עינוי שנאמר כאן ,נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן תמימים ולא בעלי מומין אף כהנים האמור כאן ,16,17,447.0,850.0,0.5196078431372549,0.7058823529411764,4070000738
738,885,ref-y.2.6.2.7.1.6-ref-y.2.6.2.7.1.29,ref-sifre-n.75.1.39-ref-sifre-n.75.1.56,1595673,1595797,237661,237681,ref-y.2.6.2.7.1.6,ref-y.2.6.2.7.1.29,99689,99785,15030,15047,ref-sifre-n.75.1.39,ref-sifre-n.75.1.56,נאמר כאן תשבו ונאמר להלן ופתח אוהר' מועד ישבו יומם ולילה מה ישיבה שנאמר להלן עשה בה את הלילות כימים אף ישיבה שנאמר כאן ,נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן תמימים ולא בעלי מומין אף כהנים האמור כאן ,20,17,587.0,850.0,0.5462184873949579,0.6842105263157895,4070000739
739,886,ref-y.2.10.1.1.3.68-ref-y.2.10.1.1.3.89,ref-sifre-n.75.1.39-ref-sifre-n.75.1.56,1836010,1836122,274157,274175,ref-y.2.10.1.1.3.68,ref-y.2.10.1.1.3.89,99689,99785,15030,15047,ref-sifre-n.75.1.39,ref-sifre-n.75.1.56,נאמר כאן פרזות ונאמר להלן לבד מערי הפרזי הרבה מאות מה פרזי שנאמ' להלן מימות יהושע בן נון אף פרזות שנאמר כאן ,נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן תמימים ולא בעלי מומין אף כהנים האמור כאן ,18,17,715.0,850.0,0.5185185185185185,0.625,4070000740
740,889,ref-y.3.5.7.3.3.36-ref-y.3.5.7.3.3.54,ref-sifre-n.75.1.39-ref-sifre-n.75.1.56,2318253,2318351,346996,347014,ref-y.3.5.7.3.3.36,ref-y.3.5.7.3.3.54,99689,99785,15030,15047,ref-sifre-n.75.1.39,ref-sifre-n.75.1.56,נאמר כאן אלוני מורה ונאמר להלן אלוני מורה מה אלוני מורה האמור להלן שכם אף אילוני מורה האמור כאן ,נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן תמימים ולא בעלי מומין אף כהנים האמור כאן ,18,17,1093.0,850.0,0.4791666666666667,0.5454545454545454,4070000741
741,890,ref-y.4.4.6.1.1.29-ref-y.4.4.6.1.1.49,ref-sifre-n.75.1.39-ref-sifre-n.75.1.56,3211011,3211117,483022,483042,ref-y.4.4.6.1.1.29,ref-y.4.4.6.1.1.49,99689,99785,15030,15047,ref-sifre-n.75.1.39,ref-sifre-n.75.1.56,נאמ' כאן בשעריך ונאמ' להלן כי ימצא בקרבך בא' שעריך מה שעריך האמור להלן שער שנמצא בו אף שעריך האמור כאן ,נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן תמימים ולא בעלי מומין אף כהנים האמור כאן ,20,17,1706.0,850.0,0.5145631067961165,0.7647058823529411,4070000742
742,891,ref-y.4.4.7.1.1.26-ref-y.4.4.7.1.1.45,ref-sifre-n.75.1.39-ref-sifre-n.75.1.56,3223732,3223837,485174,485193,ref-y.4.4.7.1.1.26,ref-y.4.4.7.1.1.45,99689,99785,15030,15047,ref-sifre-n.75.1.39,ref-sifre-n.75.1.56,נאמר כאן נקימה ונאמר להלן והבאתי עליכם חרב נקמת נקם ברית מה נקימה האמורה להלן חרב אף נקימה האמורה כאן ,נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן תמימים ולא בעלי מומין אף כהנים האמור כאן ,19,17,1740.0,850.0,0.5294117647058824,0.6666666666666667,4070000743
743,892,ref-y.4.6.1.2.4.39-ref-y.4.6.1.2.4.58,ref-sifre-n.75.1.39-ref-sifre-n.75.1.56,3336498,3336604,502694,502710,ref-y.4.6.1.2.4.39,ref-y.4.6.1.2.4.58,99689,99785,15030,15047,ref-sifre-n.75.1.39,ref-sifre-n.75.1.56,נאמר כאן בהמה טמאה ונאב' להלן בחמה טמאה מה בהמה טמאה האמורה להלן בטומאת הקודש אף בהמה טמאה האמורה כאן ,נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן תמימים ולא בעלי מומין אף כהנים האמור כאן ,16,17,1934.0,850.0,0.5098039215686274,0.6428571428571428,4070000744
744,893,ref-y.2.10.1.10.7.160-ref-y.2.10.1.10.7.173,ref-sifre-n.75.1.74-ref-sifre-n.75.1.88,1874043,1874109,279764,279773,ref-y.2.10.1.10.7.160,ref-y.2.10.1.10.7.173,99870,99941,15062,15074,ref-sifre-n.75.1.74,ref-sifre-n.75.1.88,אקפח את בניי אם לא ראיתי את שמעון אחי אימא חיגר באחת מרגליו עומד ,אקפח את בני אם לא ראיתי שמעון אחי אמי שהיה חגר ברגלו שהיה והיה עומד ,9,12,745.0,893.0,0.3382352941176471,0.16666666666666663,4070000745
745,894,ref-y.4.10.3.2.32.143-ref-y.4.10.3.2.32.155,ref-sifre-n.75.1.74-ref-sifre-n.75.1.88,3539936,3540001,533229,533238,ref-y.4.10.3.2.32.143,ref-y.4.10.3.2.32.155,99870,99941,15062,15074,ref-sifre-n.75.1.74,ref-sifre-n.75.1.88,אקפח את בניי אם לא ראיתי שמעון אחי אימה חיגר באחת מרגליו ועומד ,אקפח את בני אם לא ראיתי שמעון אחי אמי שהיה חגר ברגלו שהיה והיה עומד ,9,12,2034.0,893.0,0.29411764705882354,0.16666666666666663,4070000746
746,895,ref-y.2.5.1.1.23.258-ref-y.2.5.1.1.23.263,ref-sifre-n.75.1.81-ref-sifre-n.75.1.88,1396528,1396559,207512,207517,ref-y.2.5.1.1.23.258,ref-y.2.5.1.1.23.263,99900,99941,15067,15074,ref-sifre-n.75.1.81,ref-sifre-n.75.1.88,אחי אמי חיגר באחת מרגליו עומד ,אחי אמי שהיה חגר ברגלו שהיה והיה עומד ,5,7,413.0,893.0,0.4473684210526316,0.2857142857142857,4070000747
747,896,ref-y.2.10.1.10.7.204-ref-y.2.10.1.10.7.218,ref-sifre-n.75.1.110-ref-sifre-n.75.1.122,1874262,1874348,279797,279810,ref-y.2.10.1.10.7.204,ref-y.2.10.1.10.7.218,100062,100135,15093,15105,ref-sifre-n.75.1.110,ref-sifre-n.75.1.122,שראיתי את המעשה ושכחתי ואתה דורש ומסכים על השמועה הא כל הפורש ממך כפורש מחייו ,ראה ושכח עקיבא דורש מעצמו ומסכים להלכה הא כל הפורש ממך כפורש מחייו ,13,12,746.0,896.0,0.3974358974358974,0.6470588235294117,4070000748
748,897,ref-y.2.5.1.1.23.305-ref-y.2.5.1.1.23.313,ref-sifre-n.75.1.113-ref-sifre-n.75.1.122,1396772,1396823,207549,207557,ref-y.2.5.1.1.23.305,ref-y.2.5.1.1.23.313,100078,100135,15096,15105,ref-sifre-n.75.1.113,ref-sifre-n.75.1.122,דורש ומסכים לשמועה הא כל הפורש ממך כפורש מחייו ,דורש מעצמו ומסכים להלכה הא כל הפורש ממך כפורש מחייו ,8,9,414.0,896.0,0.19230769230769232,0.33333333333333337,4070000749
