baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-b,baseOrder,grp-ref-sifre-n,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-sifre-n.107.1.212-ref-sifre-n.107.1.219,ref-b.3.7.1.14a.18.10-ref-b.3.7.1.14a.19.5,147206,147241,ref-sifre-n.107.1.212,ref-sifre-n.107.1.219,4427707,4427773,ref-b.3.7.1.14a.18.10,ref-b.3.7.1.14a.19.5,"ת""ל עולה אין לי אלא עולה מנין לרבות ",נעלו אין לי אלא נעלו נעל של כל אדם מנא ליה תלמוד לומר נעל נעל ריבה ,8,16,1529,1529.0,1337,1336.0,0.6865671641791045,0.8,1,אין_לי_אלא,5080001031,8,16
ref-sifre-n.107.1.218-ref-sifre-n.107.1.229,ref-b.5.1.3.36a.5.7-ref-b.5.1.3.36a.6.7,147231,147293,ref-sifre-n.107.1.218,ref-sifre-n.107.1.229,6915400,6915461,ref-b.5.1.3.36a.5.7,ref-b.5.1.3.36a.6.7,"מנין לרבות השלמים ת""ל זבח משמע מביא אלו ומביא חטאת ואשם ת""ל ","חטאת ואשם מנין ת""ל זבח ומנין לרבות שלמי נזיר ושלמי פסח ת""ל ",12,12,2146,2146.0,1340,1336.0,0.65,0.6666666666666667,4,"מנין ת""ל זבח ת""ל",5080001032,12,12
ref-sifre-n.107.1.213-ref-sifre-n.107.1.228,ref-b.5.1.12.99b.13.27-ref-b.5.1.12.99b.13.34,147210,147289,ref-sifre-n.107.1.213,ref-sifre-n.107.1.228,7072326,7072362,ref-b.5.1.12.99b.13.27,ref-b.5.1.12.99b.13.34,"על חטא מנין לרבות חטאת ואשם ת""ל זבח","על חטא מנין לרבות חטאת ואשם ת""ל זבח",8,8,2231,2231.0,1338,1338.0,0.0,0.0,8,"על חטא מנין לרבות חטאת ואשם ת""ל זבח",5080001033,8,8
ref-sifre-n.107.1.207-ref-sifre-n.107.1.213,ref-b.5.2.10.90b.7.5-ref-b.5.2.10.90b.7.15,147176,147214,ref-sifre-n.107.1.207,ref-sifre-n.107.1.213,7420045,7420104,ref-b.5.2.10.90b.7.5,ref-b.5.2.10.90b.7.15,"שכל הקרב לאשים יטעון נסכים ת""ל עולה ",כל העולה לאישים יהא טעון נסכים אפילו מנחה תלמוד לומר עולה ,7,11,2448,2448.0,1336,1336.0,0.4827586206896552,0.6666666666666667,2,נסכים עולה,5080001034,7,11
ref-sifre-n.107.1.227-ref-sifre-n.107.1.233,ref-b.5.2.10.90b.8.8-ref-b.5.2.10.90b.8.15,147279,147313,ref-sifre-n.107.1.227,ref-sifre-n.107.1.233,7420193,7420236,ref-b.5.2.10.90b.8.8,ref-b.5.2.10.90b.8.15,"חטאת ואשם ת""ל לפלא נדר או לנדבה ",וחטאת ואשם תלמוד לומר לפלא נדר או בנדבה ,7,8,2449,2449.0,1341,1336.0,0.25,0.375,4,ואשם לפלא נדר או,5080001035,7,8
ref-sifre-n.107.1.254-ref-sifre-n.107.1.270,ref-b.3.4.4.26a.2.23-ref-b.3.4.4.26a.3.11,147429,147521,ref-sifre-n.107.1.254,ref-sifre-n.107.1.270,3820806,3820863,ref-b.3.4.4.26a.2.23,ref-b.3.4.4.26a.3.11,להביא את עולת חובה חובות הבאים ברגלים מביא את עולת חוב חובות הבאים ברגלים ומביא את חטאת ,לחובתי רצה להביא בהן חטאת בהמה לא יביא עולת בהמה לא יביא ,17,12,1077,1077.0,1346,1342.0,0.6704545454545454,0.6666666666666667,2,להביא חטאת,5080001036,17,12
ref-sifre-n.107.1.252-ref-sifre-n.107.1.263,ref-b.4.3.1.16b.6.16-ref-b.4.3.1.16b.6.34,147414,147481,ref-sifre-n.107.1.252,ref-sifre-n.107.1.263,5566575,5566671,ref-b.4.3.1.16b.6.16,ref-b.4.3.1.16b.6.34,אומר במועדיכם להביא את עולת חובה חובות הבאים ברגלים מביא את עולת ,באה לעולם ריש לקיש אמר מריבה באה לעולם אמר ליה ריש לקיש לרבי יוחנן לדידך דאמרת רבייה באה לעולם ,12,19,1699,1699.0,1344,1342.0,0.6947368421052632,1.0,0,,5080001037,12,19
ref-sifre-n.107.1.296-ref-sifre-n.107.1.313,ref-b.5.1.1.8b.13.21-ref-b.5.1.1.8b.14.13,147634,147735,ref-sifre-n.107.1.296,ref-sifre-n.107.1.313,6832955,6833031,ref-b.5.1.1.8b.13.21,ref-b.5.1.1.8b.14.13,לשמו וכשר אי מה הפרט מפורש דבר הבא בנדר ובנדבה אף כל הבא בנדר ובנדבה,לשמו וכשר אי מה הפרט מפורש דבר הבא בנדר ובנדבה אף כל הבא בנדר ובנדבה,15,15,2123,2123.0,1350,1350.0,0.0,0.0,12,לשמו וכשר אי מה_הפרט_מפורש_דבר הבא בנדר ובנדבה אף כל הבא בנדר ובנדבה,5080001038,15,15
ref-sifre-n.107.1.259-ref-sifre-n.107.1.271,ref-b.5.2.4.50a.20.5-ref-b.5.2.4.50b.1.6,147454,147526,ref-sifre-n.107.1.259,ref-sifre-n.107.1.271,7295587,7295648,ref-b.5.2.4.50a.20.5,ref-b.5.2.4.50b.1.6,הבאים ברגלים מביא את עולת חוב חובות הבאים ברגלים ומביא את חטאת חובה ,מביא שאין מביא חובתו כיוצא בה אבל צבור יהא מביא שמביא חובה ,13,12,2348,2348.0,1347,1342.0,0.5588235294117647,0.7857142857142857,2,מביא חובה,5080001039,13,12
ref-sifre-n.107.1.254-ref-sifre-n.107.1.266,ref-b.5.2.6.68b.21.6-ref-b.5.2.6.68b.22.6,147429,147498,ref-sifre-n.107.1.254,ref-sifre-n.107.1.266,7351083,7351167,ref-b.5.2.6.68b.21.6,ref-b.5.2.6.68b.22.6,להביא את עולת חובה חובות הבאים ברגלים מביא את עולת חוב חובות הבאים ,שמביא חובתו מן החיטין וחובתו מן השעורין וציבור שמביאין חובתן מן החיטין מביאין ,13,13,2383,2383.0,1345,1342.0,0.6153846153846154,0.9333333333333332,0,,5080001040,13,13
ref-sifre-n.107.1.241-ref-sifre-n.107.1.250,ref-b.5.2.10.90b.9.1-ref-b.5.2.10.90b.9.10,147353,147406,ref-sifre-n.107.1.241,ref-sifre-n.107.1.250,7420298,7420349,ref-b.5.2.10.90b.9.1,ref-b.5.2.10.90b.9.10,משמע מביא אלו ומוציא אני את עולת חובה הבאים ברגלים ,משמע להוציא את אלו אוציא את חובות הבאות מחמת הרגל ,10,10,2458,2452.0,1342,1342.0,0.5490196078431373,0.8,3,משמע אלו את,5080001041,10,10
ref-sifre-n.107.1.297-ref-sifre-n.107.1.313,ref-b.5.2.10.90b.8.8-ref-b.5.2.10.90b.9.2,147639,147735,ref-sifre-n.107.1.297,ref-sifre-n.107.1.313,7420193,7420309,ref-b.5.2.10.90b.8.8,ref-b.5.2.10.90b.9.2,וחטאת ואשם תלמוד לומר לפלא נדר או בנדבה בא בנדר ונדבה טעון נסכים שאינו בא בנדר ונדבה אין טעון נסכים משמע להוציא,וחטאת ואשם תלמוד לומר לפלא נדר או בנדבה בא בנדר ונדבה טעון נסכים שאינו בא בנדר ונדבה אין טעון נסכים משמע להוציא,22,22,2452,2452.0,1351,1351.0,0.0,0.0,18,וחטאת ואשם תלמוד לומר לפלא נדר או בנדבה בא_בנדר_ונדבה טעון נסכים שאינו בא_בנדר_ונדבה אין טעון נסכים משמע להוציא,5080001042,22,22
ref-sifre-n.107.1.266-ref-sifre-n.107.1.302,ref-b.5.2.10.90b.9.22-ref-b.5.2.10.90b.11.11,147492,147671,ref-sifre-n.107.1.266,ref-sifre-n.107.1.302,7420417,7420578,ref-b.5.2.10.90b.9.22,ref-b.5.2.10.90b.11.11,להביא את אלו אביא שעירי חטאת הואיל ובאין חובה ברגל תלמוד לומר וכי תעשה בן בקר בן בקר בכלל היה ולמה יצא להקיש אליו מה בן בקר,כל הבא במועדיכם טעון נסכים משמע להביא את אלו אביא שעירי חטאת הואיל ובאין חובה ברגל תלמוד לומר וכי תעשה בן בקר בן בקר בכלל היה ולמה יצא להקיש אליו מה בן בקר,21,27,2459,2459.0,1348,1348.0,0.2064516129032258,0.1818181818181817,27,להביא את אלו אביא שעירי חטאת הואיל ובאין חובה ברגל תלמוד לומר וכי תעשה בן בקר בן בקר בכלל היה ולמה יצא להקיש אליו מה בן בקר,5080001043,27,33
ref-sifre-n.107.1.247-ref-sifre-n.107.1.258,ref-b.5.6.1.13b.7.12-ref-b.5.6.1.13b.7.20,147382,147453,ref-sifre-n.107.1.247,ref-sifre-n.107.1.258,8269836,8269882,ref-b.5.6.1.13b.7.12,ref-b.5.6.1.13b.7.20,עולת חובה הבאים ברגלים כשהוא אומר במועדיכם להביא את עולת חובה חובות ,הבא בחובה עולת חובה היא דעבדה תמורה הא עולת ,12,9,2707,2707.0,1343,1342.0,0.6911764705882353,0.75,3,עולת חובה עולת,5080001044,12,9
ref-sifre-n.107.2.55-ref-sifre-n.107.2.93,ref-b.5.2.10.90b.13.21-ref-b.5.2.10.90b.13.36,148011,148192,ref-sifre-n.107.2.55,ref-sifre-n.107.2.93,7420855,7420930,ref-b.5.2.10.90b.13.21,ref-b.5.2.10.90b.13.36,שנאמר אדם כי יקריב מכם קרבן לה' מן הבהמה מן הבקר ומן הצאן,מן הצאן לפי שנאמר אדם כי יקריב מכם קרבן לה' מן הבהמה מן הבקר ומן הצאן,13,16,2462,2462.0,1354,1354.0,0.1739130434782608,0.0833333333333333,13,שנאמר אדם כי יקריב מכם קרבן לה' מן הבהמה מן הבקר ומן הצאן,5080001045,13,16
ref-sifre-n.107.2.67-ref-sifre-n.107.2.91,ref-b.5.2.10.91a.3.4-ref-b.5.2.10.91a.3.10,148066,148183,ref-sifre-n.107.2.67,ref-sifre-n.107.2.91,7421236,7421270,ref-b.5.2.10.91a.3.4,ref-b.5.2.10.91a.3.10,קרבנו מן הבקר ואם מן הצאן קרבנו מן הבקר ואם מן הצאן קרבנו,קרבנו מן הבקר ואם מן הצאן קרבנו מן הבקר ואם מן הצאן קרבנו,13,13,2464,2464.0,1355,1355.0,0.0,0.0,13,קרבנו מן הבקר ואם מן הצאן קרבנו מן הבקר ואם מן הצאן קרבנו,5080001046,13,13
ref-sifre-n.107.2.177-ref-sifre-n.107.2.185,ref-b.2.8.4.34a.6.12-ref-b.2.8.4.34a.6.23,148610,148655,ref-sifre-n.107.2.177,ref-sifre-n.107.2.185,2355959,2356029,ref-b.2.8.4.34a.6.12,ref-b.2.8.4.34a.6.23,"בפ""ע ומזה בפ""ע אתה אומר מזה בפ""ע ומזה בפ""ע ",בפני עצמה ותרועה בפני עצמה אתה אומר תקיעה בפני עצמה ותרועה בפני עצמה ,9,13,618,612.0,1358,1358.0,0.5217391304347826,0.7777777777777778,2,אתה אומר,5080001047,9,13
ref-sifre-n.107.2.197-ref-sifre-n.107.2.208,ref-b.2.4.6.70a.10.10-ref-b.2.4.6.70a.10.27,148714,148767,ref-sifre-n.107.2.197,ref-sifre-n.107.2.208,1503863,1503951,ref-b.2.4.6.70a.10.10,ref-b.2.4.6.70a.10.27,באה מן הצאן ואינה באה מן הבקר באה מן הזכרים ואינה באה מן הנקבות באה בת שנתה ואינה באה מן הבקר באה מן הזכרים ואינה באה מן הנקבות באה בת שנתה ואינה,באה מן הצאן ואינה באה מן הבקר באה מן הזכרים ואינה באה מן הנקבות באה בת שנתה ואינה באה מן הבקר באה מן הזכרים ואינה באה מן הנקבות באה בת שנתה ואינה,20,20,282,282.0,1359,1359.0,0.0,0.0,32,באה מן הצאן ואינה באה מן הבקר באה מן הזכרים ואינה באה מן הנקבות באה בת שנתה ואינה באה מן הבקר באה מן הזכרים ואינה באה מן הנקבות באה בת שנתה ואינה,5080001048,32,32
ref-sifre-n.107.2.319-ref-sifre-n.107.2.337,ref-b.2.12.1.4b.2.9-ref-b.2.12.1.4b.2.21,149363,149469,ref-sifre-n.107.2.319,ref-sifre-n.107.2.337,2762214,2762290,ref-b.2.12.1.4b.2.9,ref-b.2.12.1.4b.2.21,הכתוב בהבאתה ובאה בכל ימות השנה שתכשר לבא מין אחד לא אם אמרת בחטאת שמיעט הכתוב בהבאתה ואינה באה ,דכתיב ובאת שמה והבאתם שמה כל שישנו בביאה ישנו בהבאה וכל שאינו בביאה ,19,13,723,723.0,1361,1361.0,0.65625,0.7647058823529411,0,,5080001049,19,13
ref-sifre-n.107.2.319-ref-sifre-n.107.2.337,ref-b.2.12.1.4b.4.7-ref-b.2.12.1.4b.4.19,149363,149469,ref-sifre-n.107.2.319,ref-sifre-n.107.2.337,2762430,2762506,ref-b.2.12.1.4b.4.7,ref-b.2.12.1.4b.4.19,הכתוב בהבאתה ובאה בכל ימות השנה שתכשר לבא מין אחד לא אם אמרת בחטאת שמיעט הכתוב בהבאתה ואינה באה ,דכתיב ובאת שמה והבאתם שמה כל שישנו בביאה ישנו בהבאה וכל שאינו בביאה ,19,13,724,724.0,1362,1361.0,0.65625,0.7647058823529411,0,,5080001050,19,13
ref-sifre-n.107.2.376-ref-sifre-n.107.2.385,ref-b.4.1.3.33b.17.3-ref-b.4.1.3.33b.17.13,149672,149725,ref-sifre-n.107.2.376,ref-sifre-n.107.2.385,4784113,4784159,ref-b.4.1.3.33b.17.3,ref-b.4.1.3.33b.17.13,"אין לי אלא איש אשה מנין ת""ל והקריב המקריב מכל מקום ","אין לי אלא חי שחטו מנין ת""ל ומכרו את השור ממ ",6,11,1618,1618.0,1363,1363.0,0.4117647058823529,0.7857142857142857,3,"אין_לי_אלא מנין ת""ל",5080001051,11,11
ref-sifre-n.107.2.382-ref-sifre-n.107.2.389,ref-b.5.2.3.21a.16.21-ref-b.5.2.3.21a.16.32,149696,149747,ref-sifre-n.107.2.382,ref-sifre-n.107.2.389,7201173,7201239,ref-b.5.2.3.21a.16.21,ref-b.5.2.3.21a.16.32,"ת""ל תקריב תקריב כל שהוא תקריב מכל מקום תקריב ואפילו בשבת תקריב","ת""ל תקריב תקריב כל שהוא תקריב מכל מקום תקריב ואפילו בשבת תקריב",12,12,2285,2285.0,1364,1364.0,0.0,0.0,12,"ת""ל תקריב תקריב כל שהוא תקריב מכל מקום תקריב ואפילו בשבת תקריב",5080001052,12,12
ref-sifre-n.107.2.383-ref-sifre-n.107.2.389,ref-b.5.2.6.72a.6.6-ref-b.5.2.6.72a.6.16,149700,149747,ref-sifre-n.107.2.383,ref-sifre-n.107.2.389,7360752,7360814,ref-b.5.2.6.72a.6.6,ref-b.5.2.6.72a.6.16,תקריב תקריב כל שהוא תקריב מכל מקום תקריב ואפילו בשבת תקריב תקריב כל שהוא תקריב מכל מקום תקריב ואפילו בשבת תקריב,תקריב תקריב כל שהוא תקריב מכל מקום תקריב ואפילו בשבת תקריב תקריב כל שהוא תקריב מכל מקום תקריב ואפילו בשבת תקריב,21,21,2394,2394.0,1366,1366.0,0.0,0.0,21,תקריב תקריב כל שהוא תקריב מכל מקום תקריב ואפילו בשבת תקריב תקריב כל שהוא תקריב מכל מקום תקריב ואפילו בשבת תקריב,5080001053,21,21
ref-sifre-n.107.2.404-ref-sifre-n.107.2.416,ref-b.5.2.10.91a.27.11-ref-b.5.2.10.91a.27.19,149819,149886,ref-sifre-n.107.2.404,ref-sifre-n.107.2.416,7423808,7423855,ref-b.5.2.10.91a.27.11,ref-b.5.2.10.91a.27.19,ויין לנסך רביעית ההין שמן לבילה וין לנסך תעשה על העולה או לזבח ,ויין לנסך רביעית ההין תעשה על העולה או לזבח ,13,9,2467,2467.0,1368,1368.0,0.3015873015873015,0.25,9,ויין לנסך רביעית ההין תעשה על העולה או לזבח,5080001054,13,9
ref-sifre-n.107.2.516-ref-sifre-n.107.2.539,ref-b.5.2.10.91a.27.12-ref-b.5.2.10.91a.27.33,150361,150478,ref-sifre-n.107.2.516,ref-sifre-n.107.2.539,7423814,7423920,ref-b.5.2.10.91a.27.12,ref-b.5.2.10.91a.27.33,לנסך רביעית ההין תעשה על העולה או לזבח לכבש האחד עולה זו עולת מצורע זבח זו חטאת מצורע או לזבח זו אשם,לנסך רביעית ההין תעשה על העולה או לזבח לכבש האחד עולה זו עולת מצורע זבח זו חטאת מצורע או לזבח זו אשם,22,22,2468,2468.0,1371,1371.0,0.0,0.0,22,לנסך רביעית ההין תעשה על העולה או לזבח לכבש האחד עולה זו עולת מצורע זבח זו חטאת מצורע או לזבח זו אשם,5080001055,22,22
ref-sifre-n.107.2.516-ref-sifre-n.107.2.531,ref-b.5.2.10.91b.3.1-ref-b.5.2.10.91b.5.3,150361,150436,ref-sifre-n.107.2.516,ref-sifre-n.107.2.531,7424079,7424206,ref-b.5.2.10.91b.3.1,ref-b.5.2.10.91b.5.3,זבח זו חטאת מצורע ואימא זו חטאת ואשם דנזיר לא סלקא דעתך דתניא ומנחתם ונסכיהם בעולתו ובשלמיו הכתוב מדבר אתה אומר בעולתו,זבח זו חטאת מצורע ואימא זו חטאת ואשם דנזיר לא סלקא דעתך דתניא ומנחתם ונסכיהם בעולתו ובשלמיו הכתוב מדבר אתה אומר בעולתו,22,22,2470,2470.0,1369,1369.0,0.0,0.0,16,זבח זו חטאת מצורע ואימא זו חטאת ואשם דנזיר לא_סלקא_דעתך_דתניא ומנחתם ונסכיהם בעולתו ובשלמיו הכתוב_מדבר_אתה_אומר בעולתו,5080001056,22,22
ref-sifre-n.107.2.602-ref-sifre-n.107.2.608,ref-b.5.2.10.90b.8.19-ref-b.5.2.10.90b.9.2,150797,150830,ref-sifre-n.107.2.602,ref-sifre-n.107.2.608,7420251,7420309,ref-b.5.2.10.90b.8.19,ref-b.5.2.10.90b.9.2,טעון נסכים ובן צאן טעון נסכים אם ,טעון נסכים שאינו בא בנדר ונדבה אין טעון נסכים משמע להוציא ,7,11,2457,2449.0,1376,1373.0,0.5172413793103449,0.8,4,טעון נסכים טעון נסכים,5080001057,7,11
ref-sifre-n.107.2.600-ref-sifre-n.107.2.624,ref-b.5.2.10.91b.20.28-ref-b.5.2.10.91b.21.23,150790,150905,ref-sifre-n.107.2.600,ref-sifre-n.107.2.624,7425237,7425397,ref-b.5.2.10.91b.20.28,ref-b.5.2.10.91b.21.23,נחלק בין נסכי פר לנסכי עגל תלמוד לאמר לשור האחד או לאיל מה תלמוד לאמר לפי שמצינו שחלק הכתוב בין נסכי בן שנה לנסכי בן שתים יכול נחלק בין נסכי בן שתים לנסכי,נחלק בין נסכי פר לנסכי עגל תלמוד לאמר לשור האחד או לאיל מה תלמוד לאמר לפי שמצינו שחלק הכתוב בין נסכי בן שנה לנסכי בן שתים יכול נחלק בין נסכי בן שתים לנסכי,33,33,2480,2479.0,1375,1375.0,0.0,0.0,26,נחלק בין נסכי פר לנסכי עגל תלמוד לאמר לשור האחד או לאיל מה_תלמוד_לאמר_לפי_שמצינו_שחלק_הכתוב_בין נסכי בן שנה לנסכי בן שתים יכול נחלק בין נסכי בן שתים לנסכי,5080001058,33,33
ref-sifre-n.107.2.594-ref-sifre-n.107.2.600,ref-b.5.2.10.91b.22.12-ref-b.5.2.10.91b.22.18,150758,150792,ref-sifre-n.107.2.594,ref-sifre-n.107.2.600,7425486,7425519,ref-b.5.2.10.91b.22.12,ref-b.5.2.10.91b.22.18,נסכי כבש לנסכי איל שהיה בדין בן ,נסכי כבש לנסכי איל יכול נחלק בין ,7,7,2482,2482.0,1373,1373.0,0.2727272727272727,0.4444444444444444,4,נסכי כבש לנסכי איל,5080001059,7,7
ref-sifre-n.107.2.611-ref-sifre-n.107.2.636,ref-b.5.2.10.91b.22.12-ref-b.5.2.10.91b.22.21,150841,150960,ref-sifre-n.107.2.611,ref-sifre-n.107.2.636,7425486,7425536,ref-b.5.2.10.91b.22.12,ref-b.5.2.10.91b.22.21,נסכי כבש לנסכי איל יכול נחלק בין נסכי כבש לנסכי איל יכול נחלק בין נסכי כבשה לנסכי,נסכי כבש לנסכי איל יכול נחלק בין נסכי כבש לנסכי איל יכול נחלק בין נסכי כבשה לנסכי,17,17,2483,2483.0,1378,1378.0,0.0,0.0,17,נסכי כבש לנסכי איל יכול נחלק בין נסכי כבש לנסכי איל יכול נחלק בין נסכי כבשה לנסכי,5080001060,17,17
ref-sifre-n.107.2.594-ref-sifre-n.107.2.600,ref-b.5.2.10.91b.23.11-ref-b.5.2.10.91b.23.17,150758,150792,ref-sifre-n.107.2.594,ref-sifre-n.107.2.600,7425618,7425651,ref-b.5.2.10.91b.23.11,ref-b.5.2.10.91b.23.17,נסכי כבש לנסכי איל שהיה בדין בן ,נסכי כבש לנסכי איל יכול נחלק בין ,7,7,2488,2488.0,1374,1374.0,0.2727272727272727,0.4444444444444444,4,נסכי כבש לנסכי איל,5080001061,7,7
ref-sifre-n.107.2.611-ref-sifre-n.107.2.637,ref-b.5.2.10.91b.23.11-ref-b.5.2.10.91b.23.20,150841,150967,ref-sifre-n.107.2.611,ref-sifre-n.107.2.637,7425618,7425667,ref-b.5.2.10.91b.23.11,ref-b.5.2.10.91b.23.20,נסכי כבש לנסכי איל יכול נחלק בין נסכי גדי לנסכי,נסכי כבש לנסכי איל יכול נחלק בין נסכי גדי לנסכי,10,10,2489,2489.0,1379,1379.0,0.0,0.0,10,נסכי כבש לנסכי איל יכול נחלק בין נסכי גדי לנסכי,5080001062,10,10
ref-sifre-n.107.2.694-ref-sifre-n.107.2.716,ref-b.5.2.10.89b.11.4-ref-b.5.2.10.89b.11.12,151251,151377,ref-sifre-n.107.2.694,ref-sifre-n.107.2.716,7417422,7417469,ref-b.5.2.10.89b.11.4,ref-b.5.2.10.89b.11.12,מנחה סלת שני עשרונים למה נאמר להביא שהיה בדין הואיל וכבש העומר טעון שני עשרונות ואיל עוילה טעון שני עשרונות אם למדתי לכבש ,העומר תנו רבנן ומנחתו שני עשרונים לימד על כבש ,23,9,2443,2443.0,1382,1382.0,0.7213114754098361,0.8,2,העומר שני,5080001063,23,9
ref-sifre-n.107.2.756-ref-sifre-n.107.2.771,ref-b.5.2.10.90b.10.14-ref-b.5.2.10.90b.11.11,151602,151670,ref-sifre-n.107.2.756,ref-sifre-n.107.2.771,7420515,7420578,ref-b.5.2.10.90b.10.14,ref-b.5.2.10.90b.11.11,וכי תעשה בן בקר בקר היה בכלל ויצא מן הכלל לימד על הכלל מה בן בקר ,וכי תעשה בן בקר בן בקר בכלל היה ולמה יצא להקיש אליו מה בן בקר ,16,9,2461,2459.0,1383,1383.0,0.3846153846153846,0.4545454545454546,9,וכי תעשה בן בקר בקר בכלל מה בן בקר,5080001064,16,15
ref-sifre-n.107.2.773-ref-sifre-n.107.2.790,ref-b.5.1.1.8b.13.21-ref-b.5.1.1.8b.14.13,151677,151773,ref-sifre-n.107.2.773,ref-sifre-n.107.2.790,6832955,6833031,ref-b.5.1.1.8b.13.21,ref-b.5.1.1.8b.14.13,לשמו וכשר אי מה הפרט מפורש דבר הבא בנדר ובנדבה אף כל הבא בנדר ובנדבה,לשמו וכשר אי מה הפרט מפורש דבר הבא בנדר ובנדבה אף כל הבא בנדר ובנדבה,15,15,2124,2124.0,1384,1384.0,0.0,0.0,12,לשמו וכשר אי מה_הפרט_מפורש_דבר הבא בנדר ובנדבה אף כל הבא בנדר ובנדבה,5080001065,15,15
ref-sifre-n.107.2.774-ref-sifre-n.107.2.791,ref-b.5.1.5.57a.10.18-ref-b.5.1.5.57a.10.28,151680,151780,ref-sifre-n.107.2.774,ref-sifre-n.107.2.791,6972034,6972093,ref-b.5.1.5.57a.10.18,ref-b.5.1.5.57a.10.28,חטאת ואשם אין באין בנדר ונדבה אף בכור אינו בנדר ונדבה,חטאת ואשם אין באין בנדר ונדבה אף בכור אינו בנדר ונדבה,11,11,2196,2196.0,1386,1386.0,0.0,0.0,11,חטאת ואשם אין באין בנדר ונדבה אף בכור אינו בנדר ונדבה,5080001066,11,11
ref-sifre-n.107.2.774-ref-sifre-n.107.2.790,ref-b.5.2.10.90b.8.8-ref-b.5.2.10.90b.9.2,151680,151773,ref-sifre-n.107.2.774,ref-sifre-n.107.2.790,7420193,7420309,ref-b.5.2.10.90b.8.8,ref-b.5.2.10.90b.9.2,וחטאת ואשם תלמוד לומר לפלא נדר או בנדבה בא בנדר ונדבה טעון נסכים שאינו בא בנדר ונדבה אין טעון נסכים משמע להוציא,וחטאת ואשם תלמוד לומר לפלא נדר או בנדבה בא בנדר ונדבה טעון נסכים שאינו בא בנדר ונדבה אין טעון נסכים משמע להוציא,22,22,2454,2454.0,1385,1385.0,0.0,0.0,18,וחטאת ואשם תלמוד לומר לפלא נדר או בנדבה בא_בנדר_ונדבה טעון נסכים שאינו בא_בנדר_ונדבה אין טעון נסכים משמע להוציא,5080001067,22,22
ref-sifre-n.107.2.915-ref-sifre-n.107.2.929,ref-b.2.5.2.27a.13.9-ref-b.2.5.2.27a.13.24,152366,152440,ref-sifre-n.107.2.915,ref-sifre-n.107.2.929,1758089,1758170,ref-b.2.5.2.27a.13.9,ref-b.2.5.2.27a.13.24,שור עולה למעשה שור שלמים שווה בנסכים וכי תעשה בן בקר והקריב על בן הבקר ,בבן הבקר כתיב ובן הבקר עשרים וארבעה בעי וניחא ליה על העצים אשר על האש אשר ,15,16,381,381.0,1390,1390.0,0.7297297297297297,0.7894736842105263,1,הבקר,5080001068,15,16
ref-sifre-n.107.2.989-ref-sifre-n.107.2.1005,ref-b.2.8.1.10a.5.18-ref-b.2.8.1.10a.5.28,152747,152824,ref-sifre-n.107.2.989,ref-sifre-n.107.2.1005,2271178,2271220,ref-b.2.8.1.10a.5.18,ref-b.2.8.1.10a.5.28,תורה בין נסכי בן שנה לנסכי בני שתים כך תחלק בין נסכי בני שתים לנסכי בני שלש ,בתורה סתם בן שנה בן בקר בן שתים פר בן שלש ,17,11,553,553.0,1395,1395.0,0.5921052631578947,0.5833333333333333,4,בן שנה שתים שלש,5080001069,17,11
ref-sifre-n.107.2.1016-ref-sifre-n.107.2.1032,ref-b.2.8.1.10a.5.18-ref-b.2.8.1.10a.5.28,152880,152958,ref-sifre-n.107.2.1016,ref-sifre-n.107.2.1032,2271178,2271220,ref-b.2.8.1.10a.5.18,ref-b.2.8.1.10a.5.28,תורה בין נסכי בני שנה לנסכי בני שתים לא תחלק בין נסכי בני שתים לנסכי בני שלש ,בתורה סתם בן שנה בן בקר בן שתים פר בן שלש ,17,11,554,553.0,1397,1397.0,0.6103896103896104,0.5454545454545454,3,שנה שתים שלש,5080001070,17,11
ref-sifre-n.107.2.972-ref-sifre-n.107.2.1082,ref-b.5.2.10.91b.20.8-ref-b.5.2.10.91b.23.20,152647,153211,ref-sifre-n.107.2.972,ref-sifre-n.107.2.1082,7425135,7425667,ref-b.5.2.10.91b.20.8,ref-b.5.2.10.91b.23.20,לנסכי כבש יכול נחלק בין נסכי פר לנסכי עגל תלמוד לאמר לשור האחד או לאיל מה תלמוד לאמר לפי שמצינו שחלק הכתוב בין נסכי בן שנה לנסכי בן שתים יכול נחלק בין נסכי בן שתים לנסכי בן שלש תלמוד לאמר או לאיל האחד,או לשה בכבשים או בעזים לשור האחד מה תלמוד לאמר לפי שמצינו שחלק הכתוב בין נסכי איל לנסכי כבש יכול נחלק בין נסכי,43,23,2474,2474.0,1391,1391.0,0.545,0.5,9,לשור האחד מה_תלמוד_לאמר_לפי_שמצינו_שחלק_הכתוב_בין נסכי לנסכי יכול נחלק בין נסכי,5080001071,43,23
