baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-d,baseOrder,grp-ref-t,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-t.4.2.10.4.29-ref-t.4.2.10.4.36,ref-sifre-d.278.1.18-ref-sifre-d.278.1.33,833611,833651,ref-t.4.2.10.4.29,ref-t.4.2.10.4.36,262847,262928,ref-sifre-d.278.1.18,ref-sifre-d.278.1.33,עובר משום בל תעשק ומשום ביומו תתן שכרו ,עובר בה' לאוין משום בל תעשוק בל תגזול ובל תלין פעולת שכיר ומשום ביומו תתן שכרו ,8,16,946,946.0,635,633.0,0.5063291139240507,0.4285714285714286,7,עובר משום בל ומשום ביומו תתן שכרו,2060000485,8,16
ref-t.4.2.10.4.27-ref-t.4.2.10.4.36,ref-sifre-d.278.1.49-ref-sifre-d.278.1.59,833600,833651,ref-t.4.2.10.4.27,ref-t.4.2.10.4.36,263008,263065,ref-sifre-d.278.1.49,ref-sifre-d.278.1.59,ושכר כלים עובר משום בל תעשק ומשום ביומו תתן שכרו ,שכיר משום בל תעשוק ומשום בל תגזול ומשום ביומו תתן שכרו ,10,11,948,948.0,633,633.0,0.3090909090909091,0.3,6,משום בל ומשום ביומו תתן שכרו,2060000486,10,11
ref-t.4.2.10.4.2-ref-t.4.2.10.4.36,ref-sifre-d.278.4.16-ref-sifre-d.279.1.3,833483,833651,ref-t.4.2.10.4.2,ref-t.4.2.10.4.36,263453,263724,ref-sifre-d.278.4.16,ref-sifre-d.279.1.3,"שכר אדם מנין לרבות שכר בהמה וכלים ת""ל בארצך כל שבארצך מלמד שכולם עוברים בכל השמות האלו","משום בל תעשוק בשעריך זה גר תושב אין לי אלא שכר אדם מנין לרבות שכר בהמה וכלים ת""ל בארצך כל שבארצך מלמד שכולם עוברים בכל השמות האלו ר' יוסי ב""ר יהודה אומר גר תושב יש בו משום ביומו תתן שכרו",17,40,949,949.0,630,630.0,0.5376344086021505,0.4827586206896551,17,"שכר אדם מנין לרבות שכר בהמה וכלים ת""ל בארצך כל שבארצך מלמד שכולם עוברים בכל השמות האלו",2060000487,17,40
ref-t.4.2.10.10.1-ref-t.4.2.10.10.17,ref-sifre-d.110.1.17-ref-sifre-d.110.1.24,834674,834760,ref-t.4.2.10.10.1,ref-t.4.2.10.10.17,149708,149747,ref-sifre-d.110.1.17,ref-sifre-d.110.1.24,ולא תחבול בגד אלמנה בין עניה בין עשירה,ולא תחבול בגד אלמנה בין עניה בין עשירה,8,8,442,442.0,636,636.0,0.0,0.0,8,ולא תחבול בגד אלמנה בין עניה בין עשירה,2060000488,8,8
ref-t.4.2.10.10.1-ref-t.4.2.10.10.19,ref-sifre-d.281.2.1-ref-sifre-d.281.2.10,834674,834772,ref-t.4.2.10.10.1,ref-t.4.2.10.10.19,264868,264919,ref-sifre-d.281.2.1,ref-sifre-d.281.2.10,ולא תחבול בגד אלמנה בין עניה בין עשירה ואפילו היא,ולא תחבול בגד אלמנה בין עניה בין עשירה ואפילו היא,10,10,963,962.0,637,637.0,0.0,0.0,10,ולא תחבול בגד אלמנה בין עניה בין עשירה ואפילו היא,2060000489,10,10
ref-t.4.2.10.10.34-ref-t.4.2.10.10.42,ref-sifre-d.281.3.14-ref-sifre-d.281.3.31,834846,834887,ref-t.4.2.10.10.34,ref-t.4.2.10.10.42,265001,265087,ref-sifre-d.281.3.14,ref-sifre-d.281.3.31,הולך ובא אצלה כדי להשיאה שם רע ומחזיר לה אי אתה חובל באלמנה שלא יהא הולך ובא אצלה,הולך ובא אצלה כדי להשיאה שם רע ומחזיר לה אי אתה חובל באלמנה שלא יהא הולך ובא אצלה,18,18,964,964.0,640,640.0,0.0,0.0,18,הולך ובא אצלה כדי להשיאה שם רע ומחזיר לה אי אתה חובל באלמנה שלא יהא הולך ובא אצלה,2060000490,18,18
ref-t.4.2.10.11.17-ref-t.4.2.10.11.26,ref-sifre-d.272.1.1-ref-sifre-d.272.1.10,834958,835007,ref-t.4.2.10.11.17,ref-t.4.2.10.11.26,260029,260080,ref-sifre-d.272.1.1,ref-sifre-d.272.1.10,לא יחבל רחים ורכב מה רחים ורכב שני כלים מיוחדין ,לא יחבול רחים ורכב אין לי אלא רחים ורכב המיוחדים ,10,10,931,931.0,642,642.0,0.4285714285714285,0.625,5,לא רחים ורכב רחים ורכב,2060000491,10,10
ref-t.4.2.10.11.18-ref-t.4.2.10.11.45,ref-sifre-d.272.1.19-ref-sifre-d.272.1.51,834961,835105,ref-t.4.2.10.11.18,ref-t.4.2.10.11.45,260114,260276,ref-sifre-d.272.1.19,ref-sifre-d.272.1.51,"חובל א""כ למה נאמר רחים ורכב מה רחים ורכב שהם מיוחדים שהם שני כלים ועושים מלאכה אחת וחייב על זה בפני עצמו ועל זה בפני עצמו כך כל שני כלים שמשמשים","חובל א""כ למה נאמר רחים ורכב מה רחים ורכב שהם מיוחדים שהם שני כלים ועושים מלאכה אחת וחייב על זה בפני עצמו ועל זה בפני עצמו כך כל שני כלים שמשמשים",24,24,932,932.0,643,643.0,0.0,0.0,25,"חובל א""כ_למה_נאמר רחים ורכב מה רחים ורכב שהם מיוחדים שהם שני כלים ועושים מלאכה אחת וחייב על זה_בפני_עצמו ועל זה_בפני_עצמו כך כל שני כלים שמשמשים",2060000492,31,31
ref-t.4.3.2.4.11-ref-t.4.3.2.4.21,ref-sifre-d.3.1.19-ref-sifre-d.3.1.32,846936,846982,ref-t.4.3.2.4.11,ref-t.4.3.2.4.21,8929,8988,ref-sifre-d.3.1.19,ref-sifre-d.3.1.32,אמ' לו אתה מכרתה לי אתה נתתה לי במתנה אם מחמת ,תן לנו את גלוסקאות חמות אמר להם אני נותן לכם שוב אמרו לו תן ,11,14,13,10.0,646,646.0,0.6666666666666666,0.7692307692307692,1,לו,2060000493,11,14
ref-t.4.3.2.10.50-ref-t.4.3.2.10.68,ref-sifre-d.2.3.29-ref-sifre-d.2.3.43,848333,848431,ref-t.4.3.2.10.50,ref-t.4.3.2.10.68,7028,7108,ref-sifre-d.2.3.29,ref-sifre-d.2.3.43,ולשלמה שנים עשר נצבים על כל ישראל וכלכלו וגו' ואו' ונציב אחד אשר בארץ הוי או' זה חודש העיבור ,"ולשלמה י""ב נציבים על כל ישראל ואומר ונציב אחד אשר בארץ ואיזה זה חודש העבור ",19,15,6,6.0,647,647.0,0.3010752688172043,0.368421052631579,10,ולשלמה על כל ישראל ונציב אחד אשר בארץ זה חודש,2060000494,19,15
ref-t.4.3.5.9.55-ref-t.4.3.5.9.61,ref-sifre-d.294.1.10-ref-sifre-d.294.1.14,856852,856890,ref-t.4.3.5.9.55,ref-t.4.3.5.9.61,278244,278272,ref-sifre-d.294.1.10,ref-sifre-d.294.1.14,ליטרא ונוטל ממנה חצי ליטרא רביע ליטרא ,ליטרא חצי ליטרא ורביע ליטרא ,7,5,1082,1082.0,648,648.0,0.3157894736842105,0.4,4,ליטרא חצי ליטרא ליטרא,2060000495,7,5
ref-t.4.3.5.10.18-ref-t.4.3.5.10.25,ref-sifre-d.294.4.9-ref-sifre-d.294.4.14,857134,857172,ref-t.4.3.5.10.18,ref-t.4.3.5.10.25,278595,278625,ref-sifre-d.294.4.9,ref-sifre-d.294.4.14,עושין תרקב וחצי תרקב קב וחצי קב רובע ,יעשה קב תרקב וחצי תרקב ורביע ,8,6,1083,1083.0,649,649.0,0.4864864864864865,0.3333333333333333,3,תרקב וחצי תרקב,2060000496,8,6
ref-t.4.4.1.2.82-ref-t.4.4.1.2.98,ref-sifre-d.17.4.77-ref-sifre-d.17.4.85,880704,880786,ref-t.4.4.1.2.82,ref-t.4.4.1.2.98,21085,21126,ref-sifre-d.17.4.77,ref-sifre-d.17.4.85,כל המבצע הרי זה חוטא המברך את המבצע הרי זה מנאץ לפני המקום שנ' ובוצע ברך ניאץ ,כל המבצע הרי זה מנאץ שנא' ובוצע ברך נאץ ,17,9,34,34.0,650,650.0,0.5128205128205128,0.3571428571428571,7,כל המבצע הרי זה מנאץ ובוצע ברך,2060000497,17,9
ref-t.4.4.1.2.159-ref-t.4.4.1.3.4,ref-sifre-d.17.4.81-ref-sifre-d.17.4.85,881076,881106,ref-t.4.4.1.2.159,ref-t.4.4.1.3.4,21102,21126,ref-sifre-d.17.4.81,ref-sifre-d.17.4.85,מנאץ על זה נאמ' ובוצע ברך נאץ ,מנאץ שנא' ובוצע ברך נאץ ,7,5,35,34.0,651,651.0,0.2333333333333333,0.3333333333333333,4,מנאץ ובוצע ברך נאץ,2060000498,7,5
ref-t.4.4.1.3.42-ref-t.4.4.1.3.56,ref-sifre-d.17.4.51-ref-sifre-d.17.4.59,881287,881350,ref-t.4.4.1.3.42,ref-t.4.4.1.3.56,20950,20988,ref-sifre-d.17.4.51,ref-sifre-d.17.4.59,שלום אין משפט אמת אלא אי זהו משפט שיש בו שלום הוי או' זה ביצוע ,שלום שיש בו משפט אמת הוי אומר זה ביצוע ,15,9,32,32.0,652,652.0,0.5079365079365079,0.4,6,שלום שיש בו הוי זה ביצוע,2060000499,15,9
ref-t.4.4.1.3.83-ref-t.4.4.1.3.90,ref-sifre-d.17.4.52-ref-sifre-d.17.4.59,881474,881508,ref-t.4.4.1.3.83,ref-t.4.4.1.3.90,20955,20988,ref-sifre-d.17.4.52,ref-sifre-d.17.4.59,משפט שיש בו צדקה הוי או' זה ביצוע ,שיש בו משפט אמת הוי אומר זה ביצוע ,8,8,33,32.0,653,653.0,0.4411764705882353,0.5,5,שיש בו הוי זה ביצוע,2060000500,8,8
ref-t.4.4.1.7.1-ref-t.4.4.1.7.13,ref-sifre-d.16.4.8-ref-sifre-d.16.4.17,882115,882173,ref-t.4.4.1.7.1,ref-t.4.4.1.7.13,19273,19324,ref-sifre-d.16.4.8,ref-sifre-d.16.4.17,רבי ישמעאל כשהיו שנים באים אצלו לדון אחד גוי ואחד,רבי ישמעאל כשהיו שנים באים אצלו לדון אחד גוי ואחד,10,10,28,28.0,654,654.0,0.0,0.0,10,רבי ישמעאל כשהיו שנים באים אצלו לדון אחד גוי ואחד,2060000501,10,10
ref-t.4.4.1.8.11-ref-t.4.4.1.8.21,ref-sifre-d.17.4.27-ref-sifre-d.17.4.39,882490,882549,ref-t.4.4.1.8.11,ref-t.4.4.1.8.21,20815,20888,ref-sifre-d.17.4.27,ref-sifre-d.17.4.39,דיין ויודע אתה זכות לעני וחובה לעשיר אין אתה רשיי לשתוק ,הדין ואין אתה יודע להיכן לזכות הזכאי ולחייב את החייב אתה רשאי לשתוק ,11,13,31,31.0,656,656.0,0.4705882352941176,0.3846153846153846,3,אתה אתה לשתוק,2060000502,11,13
ref-t.4.4.1.8.16-ref-t.4.4.1.8.22,ref-sifre-d.89.5.8-ref-sifre-d.89.6.11,882517,882553,ref-t.4.4.1.8.16,ref-t.4.4.1.8.22,132603,132686,ref-sifre-d.89.5.8,ref-sifre-d.89.6.11,וחובה לעשיר אין אתה רשיי לשתוק ת'ל ,"חובה אין אתה רשאי לשתוק ומנין שאם יצא מבית דין חייב שאין מחזירים אותו לזכות ת""ל ",7,16,342,341.0,657,656.0,0.7125,0.6875,3,אין אתה לשתוק,2060000503,7,16
ref-t.4.4.1.9.39-ref-t.4.4.1.9.46,ref-sifre-d.190.1.6-ref-sifre-d.190.2.26,882770,882811,ref-t.4.4.1.9.39,ref-t.4.4.1.9.46,201193,201315,ref-sifre-d.190.1.6,ref-sifre-d.190.2.26,עמהן שנ' ועמדו שני האנשים אשר להם הריב ,שיעמדו שני האנשים אין לי אלא בזמן שהם שני אנשים איש עם אשה ואשה עם איש שתי נשים זו עם זו מנין תלמוד לומר אשר להם הריב ,3,27,673,673.0,659,658.0,0.7288135593220338,0.6875,5,שני האנשים אשר להם הריב,2060000504,8,27
ref-t.4.4.1.9.33-ref-t.4.4.1.9.46,ref-sifre-d.286.1.24-ref-sifre-d.286.1.36,882743,882811,ref-t.4.4.1.9.33,ref-t.4.4.1.9.46,268974,269040,ref-sifre-d.286.1.24,ref-sifre-d.286.1.36,מי הן מעידין ומי הוא מעיד עמהן שנ' ועמדו שני האנשים אשר להם הריב ,מן הצדיק ההוא הוי אומר זו מריבה ועמדו שני האנשים אשר להם הריב ,9,8,1005,1005.0,658,658.0,0.3692307692307692,0.5,6,ועמדו שני האנשים אשר להם הריב,2060000505,14,13
ref-t.4.4.1.9.41-ref-t.4.4.1.9.46,ref-sifre-d.292.1.35-ref-sifre-d.292.1.40,882779,882811,ref-t.4.4.1.9.41,ref-t.4.4.1.9.46,277381,277413,ref-sifre-d.292.1.35,ref-sifre-d.292.1.40,ועמדו שני האנשים אשר להם הריב ,ועמדו שני האנשים אשר להם הריב ,1,1,1080,1080.0,660,658.0,0.0,0.0,6,ועמדו שני האנשים אשר להם הריב,2060000506,6,6
ref-t.4.4.1.9.57-ref-t.4.4.1.9.71,ref-sifre-d.17.6.1-ref-sifre-d.17.6.15,882861,882937,ref-t.4.4.1.9.57,ref-t.4.4.1.9.71,21313,21393,ref-sifre-d.17.6.1,ref-sifre-d.17.6.15,וכן יהושפט אמ' ויאמר אל השופטים ראו מה אתם עושים כי לא לאדם תשפטון כי אם ,וכן ביהושפט הוא אומר ויאמר לשופטים ראו מה אתם עשיתם כי לא לאדם תשפוטו כי אם ,16,16,36,36.0,661,661.0,0.1842105263157894,0.4285714285714286,10,וכן ויאמר ראו מה אתם כי לא לאדם כי אם,2060000507,16,16
ref-t.4.4.2.1.22-ref-t.4.4.2.1.52,ref-sifre-d.190.3.21-ref-sifre-d.190.3.36,883319,883498,ref-t.4.4.2.1.22,ref-t.4.4.2.1.52,201416,201492,ref-sifre-d.190.3.21,ref-sifre-d.190.3.36,אומ' לישב עמהן ושנים אומ' שלא לישב בטל היחיד במיעוטו שנים אומ' לישב ואחד אומ' שלא לישב מוסיפין שנים ונושאין ונותנין בחמשה שנים אומ' צריכה ושלשה אומ' אינה צריכה בטלו שנים ,נאמר כאן שני ונאמר להלן שני מה שני האמור כאן אנשים ולא נשים אף שני האמור ,31,1,675,675.0,662,662.0,0.7235294117647059,0.9565217391304348,0,,2060000508,31,16
ref-t.4.4.2.8.12-ref-t.4.4.2.8.25,ref-sifre-d.118.5.16-ref-sifre-d.118.5.31,885483,885561,ref-t.4.4.2.8.12,ref-t.4.4.2.8.25,156551,156647,ref-sifre-d.118.5.16,ref-sifre-d.118.5.31,עיברוה אינה מעוברת אין מעברין את השנה משנה לחברתה ואם עיברוה אינה מעוברת אין ,בעברי עבד עברי יוצא בשנים וביובל ובגרעון כסף מה שאין כן בעבריה עבריה יוצאת בסימנים ואינה ,14,16,495,495.0,663,663.0,0.7528089887640449,0.8,0,,2060000509,14,16
ref-t.4.4.3.5.53-ref-t.4.4.3.5.62,ref-sifre-d.71.12.4-ref-sifre-d.71.12.13,889162,889216,ref-t.4.4.3.5.53,ref-t.4.4.3.5.62,116417,116471,ref-sifre-d.71.12.4,ref-sifre-d.71.12.13,יכול כשם שנתנה תורה מחיצה בין קדשי קדשים לקדשים קלים ,יכול כשם שנתנה תורה מחיצה בין קדשי קדשים לקדשים קלים ,10,10,234,234.0,667,664.0,0.0377358490566037,0.4,7,יכול כשם שנתנה קדשי קדשים לקדשים קלים,2060000510,10,10
ref-t.4.4.3.5.55-ref-t.4.4.3.5.62,ref-sifre-d.72.8.8-ref-sifre-d.72.8.14,889171,889216,ref-t.4.4.3.5.55,ref-t.4.4.3.5.62,117793,117831,ref-sifre-d.72.8.8,ref-sifre-d.72.8.14,שנתנה תורה מחיצה בין קדשי קדשים לקדשים קלים ,ליתן מחיצה בין קדשי קדשים לקדשים קלים ,8,7,250,250.0,668,664.0,0.2045454545454545,0.375,6,מחיצה בין קדשי קדשים לקדשים קלים,2060000511,8,7
ref-t.4.4.3.5.5-ref-t.4.4.3.5.132,ref-sifre-d.106.1.11-ref-sifre-d.106.3.92,888911,889589,ref-t.4.4.3.5.5,ref-t.4.4.3.5.132,144237,144979,ref-sifre-d.106.1.11,ref-sifre-d.106.3.92,"דברים משום ג' זקנים רבי עקיבא אומר יכול יהיה אדם מעלה בכורות מחו""ל לארץ ת""ל",מעשר דגנך תירושך ויצהרך ובכורות בקרך,15,6,408,406.0,664,664.0,0.7466666666666667,1.0,0,,2060000512,15,6
ref-t.4.4.3.5.71-ref-t.4.4.3.5.83,ref-sifre-d.106.4.14-ref-sifre-d.106.4.22,889259,889325,ref-t.4.4.3.5.71,ref-t.4.4.3.5.83,145078,145124,ref-sifre-d.106.4.14,ref-sifre-d.106.4.22,ודין הוא הבכור טעון הבאת מקום ומעשר שיני טעון הבאת מקום מה בכור ,ודין הוא בכור ומעשר טעונים הבאת מקום מה בכור ,13,9,417,417.0,669,664.0,0.375,0.4444444444444444,7,ודין הוא ומעשר הבאת מקום מה בכור,2060000513,13,9
ref-t.4.4.3.6.14-ref-t.4.4.3.6.27,ref-sifre-d.106.3.24-ref-sifre-d.106.3.35,889745,889812,ref-t.4.4.3.6.14,ref-t.4.4.3.6.27,144631,144690,ref-sifre-d.106.3.24,ref-sifre-d.106.3.35,ודין הוא הבכור טעון הבאת מקום אף מעשר שיני טעון הבאת מקום מה בכור ,ודין הוא בכור טעון הבאת מקום ומעשר טעון הבאת מקום מה בכור ,14,12,413,413.0,673,671.0,0.1363636363636363,0.5,10,ודין הוא טעון הבאת מקום טעון הבאת מקום מה בכור,2060000514,14,12
ref-t.4.4.3.5.138-ref-t.4.4.3.6.27,ref-sifre-d.106.3.88-ref-sifre-d.106.4.22,889613,889812,ref-t.4.4.3.5.138,ref-t.4.4.3.6.27,144956,145124,ref-sifre-d.106.3.88,ref-sifre-d.106.4.22,לפנים מן החומה אף מעשר אינו נאכל אלא לפנים מן החומה ר' שמעון ישמעאל אומר יכול יהיה אדם מעלה מעשר שני בזמן הזה ואוכלו ודין הוא בכור ומעשר טעונים הבאת מקום מה בכור,לפנים מן החומה אף מעשר אינו נאכל אלא לפנים מן החומה ר' שמעון ישמעאל אומר יכול יהיה אדם מעלה מעשר שני בזמן הזה ואוכלו ודין הוא בכור ומעשר טעונים הבאת מקום מה בכור,33,33,415,415.0,671,671.0,0.0,0.0,31,לפנים מן החומה אף מעשר אינו_נאכל_אלא לפנים מן החומה ר' שמעון ישמעאל אומר יכול יהיה אדם מעלה מעשר שני בזמן הזה ואוכלו ודין הוא בכור ומעשר טעונים הבאת מקום מה בכור,2060000515,33,33
ref-t.4.4.3.6.42-ref-t.4.4.3.6.91,ref-sifre-d.106.4.36-ref-sifre-d.106.4.83,889875,890160,ref-t.4.4.3.6.42,ref-t.4.4.3.6.91,145187,145459,ref-sifre-d.106.4.36,ref-sifre-d.106.4.83,"לא אם אמרת בבכור שכן יש ממנו דמים ואימורים למזבח תאמר במעשר שני שאין ממנו דמים ואימורים למזבח ביכורים יוכיחו שאין בהם דמים ואימורים למזבח ואין נאכלים אלא בפני הבית לא אם אמרת בביכורים שכן טעונים הנחה לפני המזבח תאמר במעשר שני שאין טעון הנחה לפני המזבח ת""ל","לא אם אמרת בבכור שכן יש ממנו דמים ואימורים למזבח תאמר במעשר שני שאין ממנו דמים ואימורים למזבח ביכורים יוכיחו שאין בהם דמים ואימורים למזבח ואין נאכלים אלא בפני הבית לא אם אמרת בביכורים שכן טעונים הנחה לפני המזבח תאמר במעשר שני שאין טעון הנחה לפני המזבח ת""ל",48,48,418,418.0,674,674.0,0.0,0.0,44,"לא_אם_אמרת בבכור שכן יש ממנו דמים ואימורים למזבח תאמר במעשר שני שאין ממנו דמים ואימורים למזבח ביכורים יוכיחו שאין בהם דמים ואימורים למזבח ואין נאכלים אלא בפני הבית לא_אם_אמרת בביכורים שכן טעונים הנחה לפני המזבח תאמר במעשר שני שאין טעון הנחה לפני המזבח ת""ל",2060000516,48,48
ref-t.4.4.3.6.97-ref-t.4.4.3.6.101,ref-sifre-d.106.1.11-ref-sifre-d.106.1.15,890182,890217,ref-t.4.4.3.6.97,ref-t.4.4.3.6.101,144237,144270,ref-sifre-d.106.1.11,ref-sifre-d.106.1.15,מעשר דגנך ותירושך ויצהרך ובכורות ,מעשר דגנך תירושך ויצהרך ובכורות ,5,5,404,404.0,676,676.0,0.0303030303030303,0.0,4,מעשר דגנך ויצהרך ובכורות,2060000517,5,5
ref-t.4.4.3.6.117-ref-t.4.4.3.6.129,ref-sifre-d.106.5.1-ref-sifre-d.106.5.13,890282,890356,ref-t.4.4.3.6.117,ref-t.4.4.3.6.129,145608,145686,ref-sifre-d.106.5.1,ref-sifre-d.106.5.13,אחרים אומ' יכול בכור שעיבר זמנו משנה לחברתה יהא פסול כפסולי מוקדשין ת'ל ,"אחרים אומרים יכול בכור שעבר זמנו משנה לחברתה יהיה פסול כפסולי המוקדשים ת""ל ",13,13,421,421.0,677,677.0,0.12,0.4285714285714286,8,אחרים יכול בכור זמנו משנה לחברתה פסול כפסולי,2060000518,13,13
ref-t.4.4.3.6.134-ref-t.4.4.3.6.140,ref-sifre-d.105.7.13-ref-sifre-d.105.7.18,890378,890420,ref-t.4.4.3.6.134,ref-t.4.4.3.6.140,142854,142887,ref-sifre-d.105.7.13,ref-sifre-d.105.7.18,מעשר דגנך תירושך ויצהרך ובכורות בקרך אם ,מעשר דגנך תירושך ויצהרך יכול אין ,7,6,401,401.0,680,678.0,0.3,0.5555555555555556,4,מעשר דגנך תירושך ויצהרך,2060000519,7,6
ref-t.4.4.3.6.134-ref-t.4.4.3.6.139,ref-sifre-d.106.1.11-ref-sifre-d.106.1.16,890378,890417,ref-t.4.4.3.6.134,ref-t.4.4.3.6.139,144237,144276,ref-sifre-d.106.1.11,ref-sifre-d.106.1.16,מעשר דגנך תירושך ויצהרך ובכורות בקרך ,מעשר דגנך תירושך ויצהרך ובכורות בקרך ,6,6,407,404.0,679,678.0,0.0,0.0,6,מעשר דגנך תירושך ויצהרך ובכורות בקרך,2060000520,6,6
ref-t.4.4.3.6.133-ref-t.4.4.3.6.140,ref-sifre-d.165.14.31-ref-sifre-d.166.1.6,890373,890420,ref-t.4.4.3.6.133,ref-t.4.4.3.6.140,188229,188273,ref-sifre-d.165.14.31,ref-sifre-d.166.1.6,אליך מעשר דגנך תירושך ויצהרך ובכורות בקרך אם ,אל קבתה ראשית דגנך תירושך ויצהרך מלמד שאין ,8,8,625,625.0,678,678.0,0.5111111111111111,0.7692307692307692,3,דגנך תירושך ויצהרך,2060000521,8,8
ref-t.4.4.3.6.157-ref-t.4.4.3.6.166,ref-sifre-d.106.5.24-ref-sifre-d.106.6.2,890501,890549,ref-t.4.4.3.6.157,ref-t.4.4.3.6.166,145738,145814,ref-sifre-d.106.5.24,ref-sifre-d.106.6.2,תאכלנו שנה בשנה אם ללמד על מעשר שיני שיהא נאכל ,למעשר שני מה מעשר שני נאכל משנה לחברתה אף בכור נאכל משנה לחברתה למען תלמד ,10,15,424,421.0,681,681.0,0.7297297297297297,0.7857142857142857,2,מעשר נאכל,2060000522,10,15
ref-t.4.4.3.6.175-ref-t.4.4.3.6.187,ref-sifre-d.72.5.20-ref-sifre-d.72.5.27,890590,890656,ref-t.4.4.3.6.175,ref-t.4.4.3.6.187,117405,117451,ref-sifre-d.72.5.20,ref-sifre-d.72.5.27,לא תוכל לאכול בשעריך מעשר אם כן למה נאמר מעשר דגנך תירושך ויצהרך ,לא תוכל לאכול בשעריך מעשר דגנך תירושך ויצהרך ,13,8,241,241.0,682,682.0,0.3076923076923077,0.2222222222222222,8,לא תוכל לאכול בשעריך מעשר דגנך תירושך ויצהרך,2060000523,13,8
ref-t.4.4.3.6.184-ref-t.4.4.3.6.188,ref-sifre-d.106.1.11-ref-sifre-d.106.1.15,890632,890665,ref-t.4.4.3.6.184,ref-t.4.4.3.6.188,144237,144270,ref-sifre-d.106.1.11,ref-sifre-d.106.1.15,מעשר דגנך תירושך ויצהרך ובכורות ,מעשר דגנך תירושך ויצהרך ובכורות ,5,5,405,404.0,684,682.0,0.0,0.0,5,מעשר דגנך תירושך ויצהרך ובכורות,2060000524,5,5
ref-t.4.4.3.6.175-ref-t.4.4.3.6.187,ref-sifre-d.147.2.18-ref-sifre-d.147.2.25,890590,890656,ref-t.4.4.3.6.175,ref-t.4.4.3.6.187,176534,176580,ref-sifre-d.147.2.18,ref-sifre-d.147.2.25,לא תוכל לאכול בשעריך מעשר אם כן למה נאמר מעשר דגנך תירושך ויצהרך ,לא תוכל לאכול בשעריך מעשר דגנך תירושך ויצהרך ,13,8,586,586.0,683,682.0,0.3076923076923077,0.2222222222222222,8,לא תוכל לאכול בשעריך מעשר דגנך תירושך ויצהרך,2060000525,13,8
ref-t.4.4.3.6.189-ref-t.4.4.3.7.3,ref-sifre-d.106.5.9-ref-sifre-d.106.5.35,890666,890765,ref-t.4.4.3.6.189,ref-t.4.4.3.7.3,145655,145796,ref-sifre-d.106.5.9,ref-sifre-d.106.5.35,מקיש בכור למעשר שני מה מעשר שני נאכל משנה לחברתה אף בכור נאכל משנה,"יהיה פסול כפסולי המוקדשים ת""ל ואכלת לפני ה' אלהיך במקום אשר יבחר וגו' מקיש בכור למעשר שני מה מעשר שני נאכל משנה לחברתה אף בכור נאכל משנה",14,27,422,422.0,685,685.0,0.5147058823529411,0.4285714285714286,14,מקיש בכור למעשר שני מה מעשר שני נאכל משנה לחברתה אף בכור נאכל משנה,2060000526,14,27
ref-t.4.4.3.7.63-ref-t.4.4.3.7.74,ref-sifre-d.205.10.6-ref-sifre-d.205.10.33,891064,891124,ref-t.4.4.3.7.63,ref-t.4.4.3.7.74,211906,212046,ref-sifre-d.205.10.6,ref-sifre-d.205.10.33,"שנים ואין ב""ד שקול מוסיפים עליהם עוד אחד הרי ה' דברי ר' יהודה ר' שמעון אומר זקניך ושופטיך שנים אין ב""ד שקול מוסיפים עליהם עוד אחד הרי שלשה","שנים ואין ב""ד שקול מוסיפים עליהם עוד אחד הרי ה' דברי ר' יהודה ר' שמעון אומר זקניך ושופטיך שנים אין ב""ד שקול מוסיפים עליהם עוד אחד הרי שלשה",13,13,747,747.0,687,687.0,0.0,0.0,24,"שנים ואין ב""ד שקול מוסיפים עליהם עוד אחד הרי ה' דברי_ר'_יהודה ר'_שמעון_אומר זקניך ושופטיך שנים אין ב""ד שקול מוסיפים עליהם עוד אחד הרי שלשה",2060000527,28,28
ref-t.4.4.3.7.115-ref-t.4.4.3.7.122,ref-sifre-d.205.10.27-ref-sifre-d.205.10.33,891319,891362,ref-t.4.4.3.7.115,ref-t.4.4.3.7.122,212011,212046,ref-sifre-d.205.10.27,ref-sifre-d.205.10.33,שקול מוסיפין עליהן עוד אחד הרי עשרים ושלשה ,שקול מוסיפים עליהם עוד אחד הרי שלשה ,8,2,750,747.0,690,690.0,0.2093023255813953,0.5,4,שקול עוד אחד הרי,2060000528,8,7
ref-t.4.4.3.10.25-ref-t.4.4.3.10.35,ref-sifre-d.111.10.4-ref-sifre-d.111.10.17,891980,892040,ref-t.4.4.3.10.25,ref-t.4.4.3.10.35,151297,151371,ref-sifre-d.111.10.4,ref-sifre-d.111.10.17,אלא בארץ ישראל עושין אותן בכל עיר ועיר בחוצה לארץ עושין ,אלא בארץ ישראל שאתה עושה שמיטה אתה משמט בארץ בחוצה לארץ שאי אתה עושה ,11,14,453,453.0,691,691.0,0.4782608695652174,0.6923076923076923,5,אלא בארץ ישראל בחוצה לארץ,2060000529,11,14
