baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-bible,baseOrder,grp-ref-m,dam-lev,jac,id
ref-m.4.4.4.5.60-ref-m.4.4.4.5.70,ref-bible.0101.4.9.4-ref-bible.0101.4.10.10,516951,517006,ref-m.4.4.4.5.60,ref-m.4.4.4.5.70,6298,6391,ref-bible.0101.4.9.4,ref-bible.0101.4.10.10,קין אי הבל אחיך ויאמר לא ידעתי השמר אחי אנכי ויאמר מה עשית קול דמי אחיך צעקים אלי מן האדמה,קין אי הבל אחיך ויאמר לא ידעתי השמר אחי אנכי ויאמר מה עשית קול דמי אחיך צעקים אלי מן האדמה,10,17,3,3.0,298,298.0,0.0,0.0,1090000254
ref-m.4.4.4.5.64-ref-m.4.4.4.5.74,ref-bible.0209.16.6.5-ref-bible.209.16.6.13,516971,517024,ref-m.4.4.4.5.64,ref-m.4.4.4.5.74,1004193,1004239,ref-bible.0209.16.6.5,ref-bible.0209.16.6.13,שנאמר דמי אחיך צועקים אינו אומר דם אחיך אלא דמי אחיך ,בדמיך ואמר לך בדמיך חיי ואמר לך בדמיך חיי ,11,9,452,452.0,300,298.0,0.6226415094339622,0.9,1090000255
ref-m.4.4.4.5.187-ref-m.4.4.4.5.195,ref-bible.0103.5.1.7-ref-bible.103.5.1.15,517634,517667,ref-m.4.4.4.5.187,ref-m.4.4.4.5.195,197848,197882,ref-bible.0103.5.1.7,ref-bible.0103.5.1.15,והוא עד או ראה או ידע אם לא יגיד ,והוא עד או ראה או ידע אם לוא יגיד ,9,9,99,99.0,301,301.0,0.029411764705882353,0.0,1090000256
ref-m.4.4.6.2.23-ref-m.4.4.6.2.35,ref-bible.0201.7.19.4-ref-bible.201.7.19.14,520393,520455,ref-m.4.4.6.2.23,ref-m.4.4.6.2.35,424083,424133,ref-bible.0201.7.19.4,ref-bible.0201.7.19.14,בעכן שאמר לו יהושע בני שים נא כבוד לאלהי ישראל ותן לו תודה ,עכן בני שים נא כבוד ליהוה אלהי ישראל ותן לו תודה ,13,11,345,345.0,302,302.0,0.3389830508474576,0.19999999999999996,1090000257
ref-m.4.4.6.2.37-ref-m.4.4.6.2.45,ref-bible.0201.7.20.1-ref-bible.201.7.20.12,520463,520511,ref-m.4.4.6.2.37,ref-m.4.4.6.2.45,424167,424233,ref-bible.0201.7.20.1,ref-bible.0201.7.20.12,ויען עכן את יהושע ויאמר אמנה אנכי חטאתי וכזאת ,ויען עכן את יהושע ויאמר אמנה אנכי חטאתי ליהוה אלהי ישראל וכזאת ,9,12,346,346.0,303,303.0,0.2698412698412698,0.18181818181818177,1090000258
ref-m.4.4.6.2.51-ref-m.4.4.6.2.62,ref-bible.0201.7.25.1-ref-bible.201.7.25.10,520543,520608,ref-m.4.4.6.2.51,ref-m.4.4.6.2.62,424705,424761,ref-bible.0201.7.25.1,ref-bible.0201.7.25.10,שנאמר ויאמר יהושע למה עכרתנו יעכרך יי היום הזה היום הזה אתה ,ויאמר יהושע מה עכרתנו יעכרך יהוה ביום הזה וירגמו אתו ,12,10,347,347.0,304,304.0,0.31666666666666665,0.2222222222222222,1090000259
ref-m.4.4.6.4.42-ref-m.4.4.6.4.53,ref-bible.0105.13.10.4-ref-bible.105.13.11.1,521206,521272,ref-m.4.4.6.4.42,ref-m.4.4.6.4.53,368380,368436,ref-bible.0105.13.10.4,ref-bible.0105.13.11.1,יד העדים תהיה בו בראשונה להמיתו ויד כל העם באחרונה כל הנסקלין ,ידך תהיה בו בראשונה להמיתו ויד כל העם באחרנה וסקלתו ,12,10,282,282.0,306,305.0,0.22580645161290322,0.36363636363636365,1090000260
ref-m.4.4.6.4.42-ref-m.4.4.6.4.51,ref-bible.0105.17.7.1-ref-bible.105.17.7.10,521206,521260,ref-m.4.4.6.4.42,ref-m.4.4.6.4.51,374983,375037,ref-bible.0105.17.7.1,ref-bible.0105.17.7.10,יד העדים תהיה בו בראשונה להמיתו ויד כל העם באחרונה ,יד העדים תהיה בו בראשנה להמיתו ויד כל העם באחרנה ,10,10,294,294.0,305,305.0,0.0392156862745098,0.0,1090000261
ref-m.4.4.6.4.145-ref-m.4.4.6.4.160,ref-bible.0105.21.22.8-ref-bible.0105.21.23.14,521763,521839,ref-m.4.4.6.4.145,ref-m.4.4.6.4.160,382712,382795,ref-bible.0105.21.22.8,ref-bible.0105.21.23.14,על עץ לא תלין נבלתו על העץ כי קבור תקברנו ביום ההוא כי קללת אלהים תלוי,ותלית אתו על עץ לא תלין נבלתו על העץ כי קבור תקברנו ביום ההוא כי קללת אלהים תלוי,16,18,312,312.0,307,307.0,0.125,0.18181818181818177,1090000262
ref-m.4.4.7.4.84-ref-m.4.4.7.4.110,ref-bible.0312.9.3.3-ref-bible.312.9.5.5,523844,523977,ref-m.4.4.7.4.84,ref-m.4.4.7.4.110,1474801,1474947,ref-bible.0312.9.3.3,ref-bible.0312.9.5.5,בין מן האירוסין בין מן הנשואין הבא על כלתו חייב עליה משום כלתו ומשום אשת איש בין בחיי בנו בין לאחר מיתת בנו בין מן האירוסין בין ,מן בני יהודה ומן בני בנימן ומן בני אפרים ומנשה עותי בן עמיהוד בן עמרי בן אמרי בן בנימן בני מן בני פרץ בן יהודה ומן השילוני עשיה הבכור ובניו ,27,30,620,619.0,309,309.0,0.6857142857142857,0.9642857142857143,1090000263
ref-m.4.4.7.10.102-ref-m.4.4.7.10.114,ref-bible.0102.5.17.3-ref-bible.102.5.18.2,525869,525943,ref-m.4.4.7.10.102,ref-m.4.4.7.10.114,114295,114348,ref-bible.0102.5.17.3,ref-bible.0102.5.18.2,אותו לבית דין וסוקלין אותו האומר אעבוד אלך ואעבוד נלך ונעבוד אזבח אלך ,אתם נרפים על כן אתם אמרים נלכה נזבחה ליהוה ועתה לכו ,13,11,33,33.0,310,310.0,0.6857142857142857,0.8,1090000264
ref-m.4.4.8.2.52-ref-m.4.4.8.2.71,ref-bible.0207.22.13.8-ref-bible.207.22.13.13,526737,526828,ref-m.4.4.8.2.52,ref-m.4.4.8.2.71,804547,804576,ref-bible.0207.22.13.8,ref-bible.0207.22.13.13,מאכל ולא אכל בשר שתה כל משקה ולא שתה יין אינו נעשה בן סורר ומורה עד שיאכל בשר וישתה יין ,אכל בשר ושתות יין אכול ושתו ,20,6,417,417.0,311,311.0,0.7272727272727273,0.7272727272727273,1090000265
ref-m.4.4.8.2.84-ref-m.4.4.8.2.90,ref-bible.0302.23.20.1-ref-bible.302.23.20.7,526890,526924,ref-m.4.4.8.2.84,ref-m.4.4.8.2.90,1281046,1281078,ref-bible.0302.23.20.1,ref-bible.0302.23.20.7,אל תהי בסובאי יין בזוללי בשר למו ,אל תהי בסבאי יין בזללי בשר למו ,7,7,567,567.0,312,312.0,0.06060606060606061,0.0,1090000266
ref-m.4.4.8.4.53-ref-m.4.4.8.4.60,ref-bible.0105.21.19.1-ref-bible.105.21.19.6,527379,527424,ref-m.4.4.8.4.53,ref-m.4.4.8.4.60,382473,382506,ref-bible.0105.21.19.1,ref-bible.0105.21.19.6,ותפשו בו אביו ואמו ולא גדמין והוציאו אותו ,ותפשו בו אביו ואמו והוציאו אתו ,8,6,311,311.0,313,313.0,0.2619047619047619,0.2857142857142857,1090000267
ref-m.4.4.9.1.2-ref-m.4.4.9.1.20,ref-bible.0103.18.16.8-ref-bible.0103.18.17.11,528392,528482,ref-m.4.4.9.1.2,ref-m.4.4.9.1.20,229731,229779,ref-bible.0103.18.16.8,ref-bible.0103.18.17.11,הוא ערות אשה ובתה לא תגלה את בת בנה ואת בת בתה,הוא ערות אשה ובתה לא תגלה את בת בנה ואת בת בתה,18,12,173,173.0,314,314.0,0.0,0.0,1090000268
ref-m.4.4.10.1.9-ref-m.4.4.10.1.19,ref-bible.0207.60.21.1-ref-bible.207.60.21.12,530706,530764,ref-m.4.4.10.1.9,ref-m.4.4.10.1.19,858531,858593,ref-bible.0207.60.21.1,ref-bible.0207.60.21.12,ועמך כולם צדיקים לעולם יירשו ארץ נצר מטעי מעשי ידי להתפאר ,ועמך כלם צדיקים לעולם יירשו ארץ נצר מטעו מטעי מעשה ידי להתפאר ,11,12,431,431.0,316,316.0,0.11290322580645161,0.0,1090000269
ref-m.4.4.10.1.48-ref-m.4.4.10.1.55,ref-bible.0102.15.26.14-ref-bible.102.15.26.23,530927,530966,ref-m.4.4.10.1.48,ref-m.4.4.10.1.55,136660,136707,ref-bible.0102.15.26.14,ref-bible.0102.15.26.23,כל המחלה אשר שמתי במצרים לא אשים עליך ,כל חקיו כל המחלה אשר שמתי במצרים לא אשים עליך ,8,10,38,38.0,317,317.0,0.17391304347826086,0.125,1090000270
ref-m.4.4.10.2.25-ref-m.4.4.10.2.33,ref-bible.0313.33.13.1-ref-bible.313.33.13.9,531150,531211,ref-m.4.4.10.2.25,ref-m.4.4.10.2.33,1579783,1579843,ref-bible.0313.33.13.1,ref-bible.0313.33.13.9,ויתפלל אליו ויעתר לו וישמע תחנתו וישיבהו ירושלים למלכותו ,ויתפלל אליו ויעתר לו וישמע תחנתו וישיבהו ירושלם למלכותו ,9,9,673,673.0,318,318.0,0.017543859649122806,0.2222222222222222,1090000271
ref-m.4.4.10.3.48-ref-m.4.4.10.3.60,ref-bible.0101.13.12.11-ref-bible.101.13.13.6,531539,531606,ref-m.4.4.10.3.48,ref-m.4.4.10.3.60,21509,21547,ref-bible.0101.13.12.11,ref-bible.0101.13.13.6,סדום אין להם חלק לעולם הבא שנאמר ואנשי סדום רעים וחטאים ליי מאד ,סדם ואנשי סדם רעים וחטאים ליהוה מאד ,13,7,9,9.0,319,319.0,0.515625,0.5,1090000272
ref-m.4.4.10.3.82-ref-m.4.4.10.3.87,ref-bible.0301.1.5.4-ref-bible.301.1.5.9,531718,531757,ref-m.4.4.10.3.82,ref-m.4.4.10.3.87,1152568,1152606,ref-bible.0301.1.5.4,ref-bible.0301.1.5.9,יקומו רשעים במשפט וחטאים בעדת צדיקים ,יקמו רשעים במשפט וחטאים בעדת צדיקים ,6,6,517,517.0,320,320.0,0.02702702702702703,0.0,1090000273
ref-m.4.4.10.3.91-ref-m.4.4.10.3.99,ref-bible.0301.1.5.4-ref-bible.301.1.5.9,531767,531820,ref-m.4.4.10.3.91,ref-m.4.4.10.3.99,1152568,1152606,ref-bible.0301.1.5.4,ref-bible.0301.1.5.9,יקומו רשעים במשפט זה דור המבול וחטאים בעדת צדיקים ,יקמו רשעים במשפט וחטאים בעדת צדיקים ,9,6,518,517.0,321,321.0,0.28,0.33333333333333337,1090000274
ref-m.4.4.10.3.120-ref-m.4.4.10.3.127,ref-bible.0104.14.37.1-ref-bible.104.14.37.8,531927,531976,ref-m.4.4.10.3.120,ref-m.4.4.10.3.127,287526,287573,ref-bible.0104.14.37.1,ref-bible.0104.14.37.8,וימותו האנשים מוציאי דבת הארץ רעה במגפה לפני ,וימתו האנשים מוצאי דבת הארץ רעה במגפה לפני ,8,8,233,233.0,322,322.0,0.044444444444444446,0.0,1090000275
ref-m.4.4.10.3.160-ref-m.4.4.10.3.166,ref-bible.0301.50.5.1-ref-bible.301.50.5.7,532151,532184,ref-m.4.4.10.3.160,ref-m.4.4.10.3.166,1185229,1185261,ref-bible.0301.50.5.1,ref-bible.0301.50.5.7,אספו לי חסידי כורתי בריתי עלי זבח ,אספו לי חסידי כרתי בריתי עלי זבח ,7,7,527,527.0,323,323.0,0.029411764705882353,0.0,1090000276
ref-m.4.4.10.3.173-ref-m.4.4.10.3.180,ref-bible.0104.16.33.8-ref-bible.104.16.33.13,532217,532265,ref-m.4.4.10.3.173,ref-m.4.4.10.3.180,293116,293152,ref-bible.0104.16.33.8,ref-bible.0104.16.33.13,ותכס עליהם הארץ בעולם הזה ויאבדו מתוך הקהל ,ותכס עליהם הארץ ויאבדו מתוך הקהל ,8,6,235,235.0,325,324.0,0.23255813953488372,0.1428571428571429,1090000277
ref-m.4.4.10.3.171-ref-m.4.4.10.3.178,ref-bible.0208.46.8.7-ref-bible.208.46.8.11,532204,532254,ref-m.4.4.10.3.171,ref-m.4.4.10.3.178,960619,960645,ref-bible.0208.46.8.7,ref-bible.0208.46.8.11,לעלות שנאמר ותכס עליהם הארץ בעולם הזה ויאבדו ,ויאמר אעלה אכסה ארץ אבידה ,8,5,447,447.0,324,324.0,0.6666666666666666,0.6666666666666667,1090000278
ref-m.4.4.10.3.193-ref-m.4.4.10.3.198,ref-bible.0203.2.6.2-ref-bible.203.2.7.3,532326,532359,ref-m.4.4.10.3.193,ref-m.4.4.10.3.198,519454,519501,ref-bible.0203.2.6.2,ref-bible.0203.2.7.3,ממית ומחיה מוריד שאול ויעל עשרת ,ממית ומחיה מוריד שאול ויעל יהוה מוריש ומעשיר ,6,8,360,360.0,326,326.0,0.3333333333333333,0.375,1090000279
ref-m.4.4.10.4.9-ref-m.4.4.10.4.18,ref-bible.0105.13.13.12-ref-bible.105.13.14.9,532618,532674,ref-m.4.4.10.4.9,ref-m.4.4.10.4.18,368624,368676,ref-bible.0105.13.13.12,ref-bible.0105.13.14.9,שנאמר יצאו אנשים בני בליעל מקרבך וידיחו את יושבי עירם ,לאמר יצאו אנשים בני בליעל מקרבך וידיחו את ישבי עירם ,10,10,283,283.0,327,327.0,0.05555555555555555,0.18181818181818177,1090000280
ref-m.4.4.10.6.2-ref-m.4.4.10.6.8,ref-bible.0105.13.16.16-ref-bible.105.13.17.7,533203,533233,ref-m.4.4.10.6.2,ref-m.4.4.10.6.8,368860,368907,ref-bible.0105.13.16.16,ref-bible.0105.13.17.7,ואת כל שללה תקבוץ אל תוך רחבה ,ואת בהמתה לפי חרב ואת כל שללה תקבץ אל תוך רחבה ,7,11,284,284.0,328,328.0,0.40425531914893614,0.33333333333333337,1090000281
ref-m.4.4.10.6.22-ref-m.4.4.10.6.31,ref-bible.0104.31.9.9-ref-bible.0104.31.11.4,533295,533344,ref-m.4.4.10.6.22,ref-m.4.4.10.6.31,323649,323760,ref-bible.0104.31.9.9,ref-bible.0104.31.11.4,כל חילם בזזו ואת כל עריהם במושבתם ואת כל טירתם שרפו באש ויקחו את כל השלל,ואת כל בהמתם ואת כל מקנהם ואת כל חילם בזזו ואת כל עריהם במושבתם ואת כל טירתם שרפו באש ויקחו את כל השלל,10,23,258,258.0,329,329.0,0.29411764705882354,0.15384615384615385,1090000282
ref-m.4.4.10.6.23-ref-m.4.4.10.6.33,ref-bible.0105.13.16.16-ref-bible.0105.13.17.17,533300,533355,ref-m.4.4.10.6.23,ref-m.4.4.10.6.33,368860,368959,ref-bible.0105.13.16.16,ref-bible.0105.13.17.17,ואת בהמתה לפי חרב ואת כל שללה תקבץ אל תוך רחבה ושרפת באש את העיר ואת כל שללה כליל ליהוה אלהיך,ואת בהמתה לפי חרב ואת כל שללה תקבץ אל תוך רחבה ושרפת באש את העיר ואת כל שללה כליל ליהוה אלהיך,11,21,285,285.0,330,330.0,0.0,0.0,1090000283
ref-m.4.4.10.6.73-ref-m.4.4.10.6.80,ref-bible.0105.13.17.15-ref-bible.105.13.17.23,533563,533599,ref-m.4.4.10.6.73,ref-m.4.4.10.6.80,368942,368986,ref-bible.0105.13.17.15,ref-bible.0105.13.17.23,כליל לפני והיתה תל עולם לא תבנה עוד ,כליל ליהוה אלהיך והיתה תל עולם לא תבנה עוד ,8,9,287,284.0,334,333.0,0.20930232558139536,0.25,1090000284
ref-m.4.4.10.6.70-ref-m.4.4.10.6.77,ref-bible.0209.43.24.2-ref-bible.209.43.24.10,533548,533587,ref-m.4.4.10.6.70,ref-m.4.4.10.6.77,1068177,1068229,ref-bible.0209.43.24.2,ref-bible.0209.43.24.10,אתם מעלין עולה כליל לפני והיתה תל עולם ,לפני יהוה והשליכו הכהנים עליהם מלח והעלו אותם עלה ,8,9,485,485.0,333,333.0,0.7,0.6,1090000285
ref-m.4.4.10.6.105-ref-m.4.4.10.6.110,ref-bible.0105.13.18.1-ref-bible.105.13.18.6,533728,533758,ref-m.4.4.10.6.105,ref-m.4.4.10.6.110,368987,369017,ref-bible.0105.13.18.1,ref-bible.0105.13.18.6,ולא ידבק בידך מאומה מן החרם ,ולא ידבק בידך מאומה מן החרם ,6,6,289,288.0,335,335.0,0.0,0.0,1090000286
ref-m.4.4.11.2.81-ref-m.4.4.11.2.93,ref-bible.0204.13.9.9-ref-bible.204.13.10.5,534766,534844,ref-m.4.4.11.2.81,ref-m.4.4.11.2.93,612171,612241,ref-bible.0204.13.9.9,ref-bible.0204.13.10.5,ואלו באים לבית דין הגדול שבלשכת הגזית שממנו יוצאת תורה לכל ישראל שנאמר ,אמנון הוציאו כל איש מעלי ויצאו כל איש מעליו ויאמר אמנון אל תמר הביאי ,13,14,376,375.0,336,336.0,0.7746478873239436,0.9473684210526316,1090000287
ref-m.4.4.11.4.27-ref-m.4.4.11.4.33,ref-bible.0105.17.13.1-ref-bible.105.17.13.7,535304,535342,ref-m.4.4.11.4.27,ref-m.4.4.11.4.33,375573,375611,ref-bible.0105.17.13.1,ref-bible.0105.17.13.7,וכל העם ישמעו ויראו ולא יזידון עוד ,וכל העם ישמעו ויראו ולא יזידון עוד ,7,7,295,295.0,337,337.0,0.0,0.0,1090000288
ref-m.4.5.1.6.23-ref-m.4.5.1.6.28,ref-bible.0105.19.19.1-ref-bible.105.19.19.6,537641,537673,ref-m.4.5.1.6.23,ref-m.4.5.1.6.28,379269,379301,ref-bible.0105.19.19.1,ref-bible.0105.19.19.6,ועשיתם לו כאשר זמם לעשות לאחיו ,ועשיתם לו כאשר זמם לעשות לאחיו ,6,6,297,297.0,338,338.0,0.0,0.0,1090000289
ref-m.4.5.1.7.17-ref-m.4.5.1.7.31,ref-bible.0208.52.28.9-ref-bible.208.52.30.2,537882,537961,ref-m.4.5.1.7.17,ref-m.4.5.1.7.31,979439,979539,ref-bible.0208.52.28.9,ref-bible.0208.52.30.2,בשלשה אלא להקיש שלשה לשנים מה שלשה מזימין את השנים אף השנים יזומו את השלשה ,שלשת אלפים ועשרים ושלשה בשנת שמונה עשרה לנבוכדראצר מירושלם נפש שמנה מאות שלשים ושנים בשנת שלש ,15,16,449,449.0,339,339.0,0.6276595744680851,0.8666666666666667,1090000290
ref-m.4.5.2.4.3-ref-m.4.5.2.5.2,ref-bible.0104.35.13.4-ref-bible.0104.35.15.10,540717,540972,ref-m.4.5.2.4.3,ref-m.4.5.2.5.2,334670,334833,ref-bible.0104.35.13.4,ref-bible.0104.35.15.10,ערי מקלט תהיינה לכם את שלש הערים תתנו מעבר לירדן ואת שלש הערים תתנו בארץ כנען,שש ערי מקלט תהיינה לכם את שלש הערים תתנו מעבר לירדן ואת שלש הערים תתנו בארץ כנען ערי,8,18,264,264.0,340,340.0,0.08333333333333333,0.08333333333333337,1090000291
ref-m.4.5.2.6.37-ref-m.4.5.2.6.42,ref-bible.0104.35.25.8-ref-bible.104.35.25.13,541352,541383,ref-m.4.5.2.6.37,ref-m.4.5.2.6.42,335437,335467,ref-bible.0104.35.25.8,ref-bible.0104.35.25.13,והשיבו אותו העדה אל עיר מקלטו ,והשיבו אתו העדה אל עיר מקלטו ,6,6,267,267.0,343,343.0,0.03333333333333333,0.0,1090000292
ref-m.4.5.2.7.65-ref-m.4.5.2.7.88,ref-bible.0104.35.27.1-ref-bible.0104.35.27.16,542059,542179,ref-m.4.5.2.7.65,ref-m.4.5.2.7.88,335580,335654,ref-bible.0104.35.27.1,ref-bible.0104.35.27.16,ומצא אתו גאל הדם מחוץ לגבול עיר מקלטו ורצח גאל הדם את הרצח אין לו דם,ומצא אתו גאל הדם מחוץ לגבול עיר מקלטו ורצח גאל הדם את הרצח אין לו דם,24,16,268,268.0,344,344.0,0.0,0.0,1090000293
ref-m.4.5.3.5.4-ref-m.4.5.3.5.9,ref-bible.0103.19.27.2-ref-bible.103.19.27.9,543776,543810,ref-m.4.5.3.5.4,ref-m.4.5.3.5.9,232156,232193,ref-bible.0103.19.27.2,ref-bible.0103.19.27.9,והמקיף פאת ראשו והמשחית פאת זקנו ,תקפו פאת ראשכם ולא תשחית את פאת זקנך ,6,8,182,182.0,347,346.0,0.40540540540540543,0.9090909090909091,1090000294
ref-m.4.5.3.5.1-ref-m.4.5.3.5.9,ref-bible.0103.21.5.2-ref-bible.103.21.5.7,543757,543810,ref-m.4.5.3.5.1,ref-m.4.5.3.5.9,235126,235160,ref-bible.0103.21.5.2,ref-bible.0103.21.5.7,הקורח קרחה בראשו והמקיף פאת ראשו והמשחית פאת זקנו ,יקרחה יקרחו קרחה בראשם ופאת זקנם ,9,6,187,187.0,346,346.0,0.56,0.75,1090000295
ref-m.4.5.3.6.36-ref-m.4.5.3.6.41,ref-bible.0103.19.28.6-ref-bible.103.19.28.11,544309,544337,ref-m.4.5.3.6.36,ref-m.4.5.3.6.41,232222,232249,ref-bible.0103.19.28.6,ref-bible.0103.19.28.11,וכתובת קעקע לא תתנו בכם אני ,וכתבת קעקע לא תתנו בכם אני ,6,6,183,183.0,348,348.0,0.03571428571428571,0.0,1090000296
ref-m.4.5.3.15.81-ref-m.4.5.3.15.89,ref-bible.0105.12.23.1-ref-bible.105.12.23.9,546541,546582,ref-m.4.5.3.15.81,ref-m.4.5.3.15.89,366754,366794,ref-bible.0105.12.23.1,ref-bible.0105.12.23.9,רק חזק לבלתי אכול הדם כי הדם הוא הנפש ,רק חזק לבלתי אכל הדם כי הדם הוא הנפש ,9,9,279,279.0,349,349.0,0.02631578947368421,0.0,1090000297
ref-m.4.5.3.16.20-ref-m.4.6.1.1.3,ref-bible.0207.42.21.2-ref-bible.207.42.22.1,546870,546919,ref-m.4.5.3.16.20,ref-m.4.6.1.1.3,834196,834234,ref-bible.0207.42.21.2,ref-bible.0207.42.22.1,חפץ למען צדקו יגדיל תורה ויאדיר שבועות שתים שהן ,חפץ למען צדקו יגדיל תורה ויאדיר והוא ,9,7,426,425.0,350,350.0,0.2708333333333333,0.33333333333333337,1090000298
ref-m.4.6.3.4.4-ref-m.4.6.3.4.20,ref-bible.0103.7.23.12-ref-bible.103.7.25.3,550838,550943,ref-m.4.6.3.4.4,ref-m.4.6.3.4.20,202992,203061,ref-bible.0103.7.23.12,ref-bible.0103.7.25.3,ואכל אוכלים שאינן ראוין לאכילה ושתה משקין שאינן ראוין לשתיה פטור שבועה שלא אוכל ואכל נבלות וטרפות ,תאכלו וחלב נבלה וחלב טרפה יעשה לכל מלאכה ואכל לא תאכלהו כי כל אכל ,17,14,120,120.0,351,351.0,0.6836734693877551,0.8,1090000299
ref-m.4.7.1.13.47-ref-m.4.7.1.13.51,ref-bible.0207.45.18.14-ref-bible.207.45.18.18,567756,567777,ref-m.4.7.1.13.47,ref-m.4.7.1.13.51,839577,839598,ref-bible.0207.45.18.14,ref-bible.0207.45.18.18,לא תהו בראה לשבת יצרה ,לא תהו בראה לשבת יצרה ,5,5,429,428.0,352,352.0,0.0,0.0,1090000300
ref-m.4.7.2.9.25-ref-m.4.7.2.9.30,ref-bible.0101.15.13.12-ref-bible.101.15.13.17,570533,570565,ref-m.4.7.2.9.25,ref-m.4.7.2.9.30,24469,24500,ref-bible.0101.15.13.12,ref-bible.0101.15.13.17,ועבדום וענו אותם ארבע מאות שנה ,ועבדום וענו אתם ארבע מאות שנה ,6,6,12,12.0,353,353.0,0.03225806451612903,0.0,1090000301
ref-m.4.7.2.10.42-ref-m.4.7.3.1.1,ref-bible.0207.66.23.1-ref-bible.207.66.23.9,570796,570886,ref-m.4.7.2.10.42,ref-m.4.7.3.1.1,866158,866203,ref-bible.0207.66.23.1,ref-bible.0207.66.23.9,והיה מדי חדש בחדשו רבי יוחנן בן נורי אומר מן הפסח ועד העצרת שנאמר ומדי שבת בשבתו כל ,והיה מדי חדש בחדשו ומדי שבת בשבתו יבוא כל ,18,9,434,434.0,354,354.0,0.6071428571428571,0.6666666666666667,1090000302
ref-m.4.7.8.7.87-ref-m.4.8.1.1.1,ref-bible.0221.3.24.1-ref-bible.221.3.24.10,585245,585291,ref-m.4.7.8.7.87,ref-m.4.8.1.1.1,1152244,1152288,ref-bible.0221.3.24.1,ref-bible.0221.3.24.10,והשיב לב אבות על בנים ולב בנים על אבותם לפני ,והשיב לב אבות על בנים ולב בנים על אבותם פן ,10,10,516,516.0,355,355.0,0.06666666666666667,0.0,1090000303
ref-m.4.8.3.3.40-ref-m.4.8.3.3.45,ref-bible.0105.13.18.1-ref-bible.105.13.18.6,590468,590498,ref-m.4.8.3.3.40,ref-m.4.8.3.3.45,368987,369017,ref-bible.0105.13.18.1,ref-bible.0105.13.18.6,ולא ידבק בידך מאומה מן החרם ,ולא ידבק בידך מאומה מן החרם ,6,6,290,288.0,356,356.0,0.0,0.0,1090000304
ref-m.4.8.3.4.18-ref-m.4.8.3.4.23,ref-bible.0105.13.18.1-ref-bible.105.13.18.6,590593,590623,ref-m.4.8.3.4.18,ref-m.4.8.3.4.23,368987,369017,ref-bible.0105.13.18.1,ref-bible.0105.13.18.6,ולא ידבק בידך מאומה מן החרם ,ולא ידבק בידך מאומה מן החרם ,6,6,291,288.0,357,357.0,0.0,0.0,1090000305
ref-m.4.8.3.5.23-ref-m.4.8.3.5.31,ref-bible.0105.12.2.15-ref-bible.105.12.2.20,591155,591208,ref-m.4.8.3.5.23,ref-m.4.8.3.5.31,364951,364987,ref-bible.0105.12.2.15,ref-bible.0105.12.2.20,אלהיהם על ההרים ולא ההרים אלהיהם אלהיהם על הגבעות ,אלהיהם על ההרים הרמים ועל הגבעות ,9,6,275,275.0,358,358.0,0.38,0.33333333333333337,1090000306
ref-m.4.8.3.6.40-ref-m.4.8.3.6.44,ref-bible.0207.30.22.10-ref-bible.207.30.22.14,591623,591643,ref-m.4.8.3.6.40,ref-m.4.8.3.6.44,816040,816060,ref-bible.0207.30.22.10,ref-bible.0207.30.22.14,תזרם כמו דוה צא תאמר ,תזרם כמו דוה צא תאמר ,5,5,423,422.0,359,359.0,0.0,0.0,1090000307
ref-m.4.9.1.18.18-ref-m.4.9.1.18.22,ref-bible.0220.8.16.6-ref-bible.220.8.16.14,600306,600335,ref-m.4.9.1.18.18,ref-m.4.9.1.18.22,1139698,1139743,ref-bible.0220.8.16.6,ref-bible.0220.8.16.14,אמת ומשפט שלום שפטו בשעריכם ,אמת איש את רעהו אמת ומשפט שלום שפטו בשעריכם ,5,9,512,512.0,360,360.0,0.36363636363636365,0.375,1090000308
ref-m.4.9.2.9.90-ref-m.4.9.2.9.96,ref-bible.0301.37.21.1-ref-bible.301.37.21.7,602849,602885,ref-m.4.9.2.9.90,ref-m.4.9.2.9.96,1175894,1175930,ref-bible.0301.37.21.1,ref-bible.0301.37.21.7,לוה רשע ולא ישלם וצדיק חונן ונותן ,לוה רשע ולא ישלם וצדיק חונן ונותן ,7,7,523,523.0,361,361.0,0.0,0.0,1090000309
ref-m.4.9.2.13.23-ref-m.4.9.2.13.34,ref-bible.0211.2.13.9-ref-bible.211.2.13.19,603527,603581,ref-m.4.9.2.13.23,ref-m.4.9.2.13.34,1094685,1094735,ref-bible.0211.2.13.9,ref-bible.0211.2.13.19,כי אל חנון ורחום הוא ארך אפים ורב חסד ונחם על הרעה ,כי חנון ורחום הוא ארך אפים ורב חסד ונחם על הרעה ,12,11,495,495.0,362,362.0,0.058823529411764705,0.09999999999999998,1090000310
