baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-y,baseOrder,grp-ref-sifre-d,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-sifre-d.149.4.17-ref-sifre-d.149.4.26,ref-y.2.4.1.1.1.117-ref-y.2.4.1.1.1.126,179575,179628,ref-sifre-d.149.4.17,ref-sifre-d.149.4.26,1493692,1493742,ref-y.2.4.1.1.1.117,ref-y.2.4.1.1.1.126,נאמר כאן שעריך ונאמר להלן שעריך מה שעריך האמור להלן ,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמר להלן ,1,1,857,846.0,1451,1443.0,0.2884615384615384,0.4285714285714286,6,נאמר כאן ונאמר להלן מה להלן,6070001170,10,10
ref-sifre-d.149.4.17-ref-sifre-d.149.4.26,ref-y.2.4.6.4.4.5-ref-y.2.4.6.4.4.14,179575,179628,ref-sifre-d.149.4.17,ref-sifre-d.149.4.26,1561422,1561476,ref-y.2.4.6.4.4.5,ref-y.2.4.6.4.4.14,נאמר כאן שעריך ונאמר להלן שעריך מה שעריך האמור להלן ,נאמר כאן אזכרה ונאמר להלן אזכרה מה אזכרה האמורה להלן ,1,1,895,891.0,1452,1443.0,0.3018867924528302,0.3333333333333333,6,נאמר כאן ונאמר להלן מה להלן,6070001171,10,10
ref-sifre-d.149.4.17-ref-sifre-d.149.4.44,ref-y.2.6.2.7.1.6-ref-y.2.6.2.7.1.31,179575,179714,ref-sifre-d.149.4.17,ref-sifre-d.149.4.44,1595673,1595805,ref-y.2.6.2.7.1.6,ref-y.2.6.2.7.1.31,נאמר כאן שעריך ונאמר להלן שעריך מה שעריך האמור להלן שער שנמצאו בו ולא שער שנדונו בו אף שעריך האמור כאן שער שנמצאו בו ולא שער שנדונו בו ,נאמר כאן תשבו ונאמר להלן ופתח אוהר' מועד ישבו יומם ולילה מה ישיבה שנאמר להלן עשה בה את הלילות כימים אף ישיבה שנאמר כאן נעשה בה ,9,7,967,943.0,1481,1443.0,0.674074074074074,0.736842105263158,8,נאמר כאן ונאמר להלן מה להלן אף כאן,6070001172,28,26
ref-sifre-d.149.4.17-ref-sifre-d.149.4.26,ref-y.2.8.1.1.12.202-ref-y.2.8.1.1.12.211,179575,179628,ref-sifre-d.149.4.17,ref-sifre-d.149.4.26,1641869,1641919,ref-y.2.8.1.1.12.202,ref-y.2.8.1.1.12.211,נאמר כאן שעריך ונאמר להלן שעריך מה שעריך האמור להלן ,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמר להלן ,1,1,1006,991.0,1453,1443.0,0.2884615384615384,0.4285714285714286,6,נאמר כאן ונאמר להלן מה להלן,6070001173,10,10
ref-sifre-d.149.4.17-ref-sifre-d.149.4.26,ref-y.2.8.1.1.12.263-ref-y.2.8.1.1.12.272,179575,179628,ref-sifre-d.149.4.17,ref-sifre-d.149.4.26,1642172,1642222,ref-y.2.8.1.1.12.263,ref-y.2.8.1.1.12.272,נאמר כאן שעריך ונאמר להלן שעריך מה שעריך האמור להלן ,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמ' להלן ,1,1,1029,1017.0,1454,1443.0,0.3076923076923077,0.4285714285714286,6,נאמר כאן ונאמר להלן מה להלן,6070001174,10,10
ref-sifre-d.149.4.17-ref-sifre-d.149.4.37,ref-y.2.10.1.1.3.68-ref-y.2.10.1.1.3.89,179575,179681,ref-sifre-d.149.4.17,ref-sifre-d.149.4.37,1836010,1836122,ref-y.2.10.1.1.3.68,ref-y.2.10.1.1.3.89,נאמר כאן שעריך ונאמר להלן שעריך מה שעריך האמור להלן שער שנמצאו בו ולא שער שנדונו בו אף שעריך האמור כאן ,נאמר כאן פרזות ונאמר להלן לבד מערי הפרזי הרבה מאות מה פרזי שנאמ' להלן מימות יהושע בן נון אף פרזות שנאמר כאן ,2,3,1119,1106.0,1475,1443.0,0.5833333333333334,0.7058823529411764,8,נאמר כאן ונאמר להלן מה להלן אף כאן,6070001175,21,22
ref-sifre-d.149.4.17-ref-sifre-d.149.4.26,ref-y.2.12.1.2.2.113-ref-y.2.12.1.2.2.122,179575,179628,ref-sifre-d.149.4.17,ref-sifre-d.149.4.26,1928666,1928717,ref-y.2.12.1.2.2.113,ref-y.2.12.1.2.2.122,נאמר כאן שעריך ונאמר להלן שעריך מה שעריך האמור להלן ,נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן ,1,1,1218,1215.0,1455,1443.0,0.25,0.3333333333333333,6,נאמר כאן ונאמר להלן מה להלן,6070001176,10,10
ref-sifre-d.149.4.17-ref-sifre-d.149.4.26,ref-y.2.12.1.3.1.51-ref-y.2.12.1.3.1.78,179575,179628,ref-sifre-d.149.4.17,ref-sifre-d.149.4.26,1930736,1930868,ref-y.2.12.1.3.1.51,ref-y.2.12.1.3.1.78,"נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה","נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה",1,1,1268,1268.0,1456,1456.0,0.0,0.0,28,"נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה",6070001177,28,28
ref-sifre-d.149.4.17-ref-sifre-d.149.4.37,ref-y.2.12.1.3.1.92-ref-y.2.12.1.3.1.111,179575,179681,ref-sifre-d.149.4.17,ref-sifre-d.149.4.37,1930932,1931033,ref-y.2.12.1.3.1.92,ref-y.2.12.1.3.1.111,נאמר כאן שעריך ונאמר להלן שעריך מה שעריך האמור להלן שער שנמצאו בו ולא שער שנדונו בו אף שעריך האמור כאן ,נאמר כאן מסת ונאמר להלן ותרב משאת בנימן מה משאת שנאמר להלן אחת עיקר והשאר טפילה אף מסת שנאמר כאן ,2,1,1347,1347.0,1476,1456.0,0.5728155339805825,0.7058823529411764,8,נאמר כאן ונאמר להלן מה להלן אף כאן,6070001178,21,20
ref-sifre-d.149.4.17-ref-sifre-d.149.4.26,ref-y.3.1.1.1.23.4-ref-y.3.1.1.1.23.17,179575,179628,ref-sifre-d.149.4.17,ref-sifre-d.149.4.26,2056186,2056257,ref-y.3.1.1.1.23.4,ref-y.3.1.1.1.23.17,נאמר כאן שעריך ונאמר להלן שעריך מה שעריך האמור להלן ,נאמר כאן אחוה ונאמר להלן שני' עשר עבדיך אחים אנחנו מה אחים שנאמר להלן ,1,1,1419,1419.0,1458,1458.0,0.4571428571428571,0.6666666666666667,6,נאמר כאן ונאמר להלן מה להלן,6070001179,10,14
ref-sifre-d.149.4.17-ref-sifre-d.149.4.37,ref-y.3.1.1.1.23.35-ref-y.3.1.1.1.23.55,179575,179681,ref-sifre-d.149.4.17,ref-sifre-d.149.4.37,2056345,2056456,ref-y.3.1.1.1.23.35,ref-y.3.1.1.1.23.55,נאמר כאן שעריך ונאמר להלן שעריך מה שעריך האמור להלן שער שנמצאו בו ולא שער שנדונו בו אף שעריך האמור כאן ,נאמ' כאן ישיבה ונאמר להלן ישיבה וירשתה וישבת בה מה ישיבה שנאמר להלן ישיבה שיש עמה ירושה אף ישיבה שנאמר כאן ,2,2,1449,1449.0,1477,1458.0,0.5887850467289719,0.75,7,כאן ונאמר להלן מה להלן אף כאן,6070001180,21,21
ref-sifre-d.149.4.17-ref-sifre-d.149.4.33,ref-y.3.1.12.6.7.63-ref-y.3.1.12.6.7.74,179575,179661,ref-sifre-d.149.4.17,ref-sifre-d.149.4.33,2206411,2206472,ref-y.3.1.12.6.7.63,ref-y.3.1.12.6.7.74,נאמר כאן שעריך ונאמר להלן שעריך מה שעריך האמור להלן שער שנמצאו בו ולא שער שנדונו בו ,נאמר כאן קרייה ונאמר להלן ויקרא בהם שמי מה קרייה שנאמר להלן ,8,1,1591,1588.0,1470,1443.0,0.5714285714285714,0.6363636363636364,6,נאמר כאן ונאמר להלן מה להלן,6070001181,17,12
ref-sifre-d.149.4.17-ref-sifre-d.149.4.37,ref-y.3.5.2.1.8.8-ref-y.3.5.2.1.8.22,179575,179681,ref-sifre-d.149.4.17,ref-sifre-d.149.4.37,2267819,2267892,ref-y.3.5.2.1.8.8,ref-y.3.5.2.1.8.22,מה מנחת שנאמר להלן שעורין אף בן שעורין אמר רבי לעזר נאמר כאן אביב ונאמר,מה מנחת שנאמר להלן שעורין אף בן שעורין אמר רבי לעזר נאמר כאן אביב ונאמר,1,1,1670,1670.0,1471,1471.0,0.0,0.0,13,מה מנחת שנאמר להלן שעורין אף בן שעורין אמר_רבי_לעזר נאמר כאן אביב ונאמר,6070001182,15,15
ref-sifre-d.149.4.17-ref-sifre-d.149.4.37,ref-y.3.5.7.3.3.36-ref-y.3.5.7.3.3.54,179575,179681,ref-sifre-d.149.4.17,ref-sifre-d.149.4.37,2318253,2318351,ref-y.3.5.7.3.3.36,ref-y.3.5.7.3.3.54,נאמר כאן שעריך ונאמר להלן שעריך מה שעריך האמור להלן שער שנמצאו בו ולא שער שנדונו בו אף שעריך האמור כאן ,נאמר כאן אלוני מורה ונאמר להלן אלוני מורה מה אלוני מורה האמור להלן שכם אף אילוני מורה האמור כאן ,2,1,1734,1720.0,1478,1443.0,0.5728155339805825,0.5,10,נאמר כאן ונאמר להלן מה האמור להלן אף האמור כאן,6070001183,21,19
ref-sifre-d.149.4.17-ref-sifre-d.149.4.26,ref-y.3.5.8.1.1.42-ref-y.3.5.8.1.1.54,179575,179628,ref-sifre-d.149.4.17,ref-sifre-d.149.4.26,2327493,2327563,ref-y.3.5.8.1.1.42,ref-y.3.5.8.1.1.54,נאמר כאן שעריך ונאמר להלן שעריך מה שעריך האמור להלן ,נאמר כאן נגישה ונאמר להלן ונגשו הכחנים בני לוי מה נגישה שנאמר להלן ,1,1,1773,1764.0,1459,1443.0,0.4626865671641791,0.5555555555555556,6,נאמר כאן ונאמר להלן מה להלן,6070001184,10,13
ref-sifre-d.149.4.17-ref-sifre-d.149.4.26,ref-y.3.5.8.1.1.82-ref-y.3.5.8.1.1.94,179575,179628,ref-sifre-d.149.4.17,ref-sifre-d.149.4.26,2327701,2327768,ref-y.3.5.8.1.1.82,ref-y.3.5.8.1.1.94,נאמר כאן שעריך ונאמר להלן שעריך מה שעריך האמור להלן ,נאמר כאן נגישה ונאמר להלן ונגש משה אל הערפל מה נגישה שנאמר להלן ,1,1,1806,1799.0,1460,1443.0,0.421875,0.6363636363636364,6,נאמר כאן ונאמר להלן מה להלן,6070001185,10,13
ref-sifre-d.149.4.17-ref-sifre-d.149.4.26,ref-y.3.7.1.7.18.128-ref-y.3.7.1.7.18.137,179575,179628,ref-sifre-d.149.4.17,ref-sifre-d.149.4.26,2879134,2879185,ref-y.3.7.1.7.18.128,ref-y.3.7.1.7.18.137,נאמר כאן שעריך ונאמר להלן שעריך מה שעריך האמור להלן ,נאמר כאן קרחה ונאמר להלן קרחה מה קדחה האמורה להלן ,1,1,2127,2120.0,1461,1443.0,0.2692307692307692,0.4285714285714286,6,נאמר כאן ונאמר להלן מה להלן,6070001186,10,10
ref-sifre-d.149.4.17-ref-sifre-d.149.4.26,ref-y.4.1.4.4.5.133-ref-y.4.1.4.4.5.144,179575,179628,ref-sifre-d.149.4.17,ref-sifre-d.149.4.26,2983586,2983647,ref-y.4.1.4.4.5.133,ref-y.4.1.4.4.5.144,נאמר כאן שעריך ונאמר להלן שעריך מה שעריך האמור להלן ,נאמר כאן השור יסקל ונאמר להלן השור יסקל מה שור שנאמר להלן ,1,1,2232,2220.0,1462,1443.0,0.3103448275862069,0.5,6,נאמר כאן ונאמר להלן מה להלן,6070001187,10,12
ref-sifre-d.149.4.17-ref-sifre-d.149.4.26,ref-y.4.4.1.3.2.4-ref-y.4.4.1.3.2.16,179575,179628,ref-sifre-d.149.4.17,ref-sifre-d.149.4.26,3154598,3154667,ref-y.4.4.1.3.2.4,ref-y.4.4.1.3.2.16,נאמר כאן שעריך ונאמר להלן שעריך מה שעריך האמור להלן ,נאמר כאן זדון ונאמר להלן זדון בזדון דברו הנביא מה זדון שנאמר להלן ,1,1,2337,2326.0,1463,1443.0,0.4848484848484848,0.5555555555555556,6,נאמר כאן ונאמר להלן מה להלן,6070001188,10,13
ref-sifre-d.149.4.17-ref-sifre-d.149.4.26,ref-y.4.4.1.3.2.32-ref-y.4.4.1.3.2.45,179575,179628,ref-sifre-d.149.4.17,ref-sifre-d.149.4.26,3154751,3154821,ref-y.4.4.1.3.2.32,ref-y.4.4.1.3.2.45,נאמר כאן שעריך ונאמר להלן שעריך מה שעריך האמור להלן ,נאמר כאג דיבר ונאמר להלן אשר ידבר הנביא בשם יי' מה דיבר שנאמר להלן ,1,1,2362,2351.0,1464,1443.0,0.4776119402985074,0.75,5,נאמר ונאמר להלן מה להלן,6070001189,10,14
ref-sifre-d.149.4.17-ref-sifre-d.149.4.26,ref-y.4.4.1.3.8.127-ref-y.4.4.1.3.8.144,179575,179628,ref-sifre-d.149.4.17,ref-sifre-d.149.4.26,3157857,3157950,ref-y.4.4.1.3.8.127,ref-y.4.4.1.3.8.144,נאמר כאן שעריך ונאמר להלן שעריך מה שעריך האמור להלן ,נאמר כאן בני ישראל ונאמר להלן בני ישראל ויבואו בני ישראל לשבר וגו' מה בני ישראל שנאמר להלן ,1,1,2384,2381.0,1465,1443.0,0.5824175824175825,0.6,6,נאמר כאן ונאמר להלן מה להלן,6070001190,10,18
ref-sifre-d.149.4.8-ref-sifre-d.149.4.44,ref-y.4.4.6.1.1.13-ref-y.4.4.6.1.1.96,179524,179714,ref-sifre-d.149.4.8,ref-sifre-d.149.4.44,3210927,3211357,ref-y.4.4.6.1.1.13,ref-y.4.4.6.1.1.96,בשער שנידונו בו נאמ' כאן בשעריך ונאמ' להלן כי ימצא בקרבך בא' שעריך מה שעריך האמור להלן שער שנמצא בו אף שעריך האמור כאן שער שנמצאו בו,בשעריך רבי אומר בשעריך בשער שנמצאו בו אתה אומ' בך או אינו אלא בשער שנידונו בו נאמ' כאן בשעריך ונאמ' להלן כי ימצא בקרבך בא' שעריך מה שעריך האמור להלן שער שנמצא בו אף שעריך האמור כאן שער שנמצאו בו ורבנן אמרי בשעריך בשער שנידון בו אתה אומר כך או אינו אלא בשער שנמצא בו נאמר כאן בשעריך ונאמ' להלן וחוצאת את האיש ההו' או את האש' ההיא אל שעריך מה שעריך האמור להלן שער שנידון בו אף שעריך האמור כאן שער שנידון בו,8,55,2457,2457.0,1443,1443.0,0.6732673267326733,0.409090909090909,27,בשער שנידונו בו נאמ' כאן בשעריך ונאמ' להלן כי ימצא בקרבך בא' שעריך מה שעריך האמור להלן שער שנמצא בו אף שעריך האמור כאן שער שנמצאו בו,6070001191,27,84
ref-sifre-d.149.4.17-ref-sifre-d.149.4.37,ref-y.4.4.7.1.1.26-ref-y.4.4.7.1.1.45,179575,179681,ref-sifre-d.149.4.17,ref-sifre-d.149.4.37,3223732,3223837,ref-y.4.4.7.1.1.26,ref-y.4.4.7.1.1.45,נאמר כאן שעריך ונאמר להלן שעריך מה שעריך האמור להלן שער שנמצאו בו ולא שער שנדונו בו אף שעריך האמור כאן ,נאמר כאן נקימה ונאמר להלן והבאתי עליכם חרב נקמת נקם ברית מה נקימה האמורה להלן חרב אף נקימה האמורה כאן ,2,1,2520,2508.0,1479,1443.0,0.5825242718446602,0.6428571428571428,8,נאמר כאן ונאמר להלן מה להלן אף כאן,6070001192,21,20
ref-sifre-d.149.4.17-ref-sifre-d.149.4.26,ref-y.4.4.7.3.1.37-ref-y.4.4.7.3.1.51,179575,179628,ref-sifre-d.149.4.17,ref-sifre-d.149.4.26,3226750,3226829,ref-y.4.4.7.3.1.37,ref-y.4.4.7.3.1.51,נאמר כאן שעריך ונאמר להלן שעריך מה שעריך האמור להלן ,נאמר כאן נקימה ונאמר להלן והבאתי עליכם חרב נקמת נקם ברית מה נקימה שנאמר להלן ,1,1,2543,2539.0,1466,1443.0,0.5064935064935064,0.6666666666666667,6,נאמר כאן ונאמר להלן מה להלן,6070001193,10,15
ref-sifre-d.149.4.17-ref-sifre-d.149.4.26,ref-y.4.4.7.5.3.14-ref-y.4.4.7.5.3.28,179575,179628,ref-sifre-d.149.4.17,ref-sifre-d.149.4.26,3229067,3229139,ref-y.4.4.7.5.3.14,ref-y.4.4.7.5.3.28,נאמר כאן שעריך ונאמר להלן שעריך מה שעריך האמור להלן ,נאמר כאן דודתו ונאמר להלן או דודו או בן דודו יגאלנו מה דודו שנאמר להלן ,1,1,2577,2564.0,1467,1443.0,0.5211267605633803,0.5555555555555556,6,נאמר כאן ונאמר להלן מה להלן,6070001194,10,15
ref-sifre-d.149.4.17-ref-sifre-d.149.4.26,ref-y.4.5.2.1.2.56-ref-y.4.5.2.1.2.67,179575,179628,ref-sifre-d.149.4.17,ref-sifre-d.149.4.26,3323464,3323524,ref-y.4.5.2.1.2.56,ref-y.4.5.2.1.2.67,נאמר כאן שעריך ונאמר להלן שעריך מה שעריך האמור להלן ,נאמר כאן נשילה ונאמר להלן כי ישל זיתיך מה נשילה שנאמר להלן ,1,1,2726,2724.0,1468,1443.0,0.3728813559322034,0.5,6,נאמר כאן ונאמר להלן מה להלן,6070001195,10,12
ref-sifre-d.149.4.17-ref-sifre-d.149.4.37,ref-y.4.6.1.2.4.39-ref-y.4.6.1.2.4.58,179575,179681,ref-sifre-d.149.4.17,ref-sifre-d.149.4.37,3336498,3336604,ref-y.4.6.1.2.4.39,ref-y.4.6.1.2.4.58,נאמר כאן שעריך ונאמר להלן שעריך מה שעריך האמור להלן שער שנמצאו בו ולא שער שנדונו בו אף שעריך האמור כאן ,נאמר כאן בהמה טמאה ונאב' להלן בחמה טמאה מה בהמה טמאה האמורה להלן בטומאת הקודש אף בהמה טמאה האמורה כאן ,2,1,2786,2765.0,1480,1443.0,0.6116504854368932,0.7142857142857143,7,נאמר כאן להלן מה להלן אף כאן,6070001196,21,20
ref-sifre-d.149.4.23-ref-sifre-d.149.4.44,ref-y.4.6.1.2.6.247-ref-y.4.6.1.2.6.260,179608,179714,ref-sifre-d.149.4.23,ref-sifre-d.149.4.44,3338455,3338523,ref-y.4.6.1.2.6.247,ref-y.4.6.1.2.6.260,מה שעריך האמור להלן שער שנמצאו בו ולא שער שנדונו בו אף שעריך האמור כאן שער שנמצאו בו ולא שער שנדונו בו ,מה חטאתם שנאמר להלן שיש בהן חיוב קרבן אף חטאתם שנאמר כאן שיש בהן ,8,14,2805,2805.0,1483,1443.0,0.6796116504854369,0.75,4,מה להלן אף כאן,6070001197,22,14
ref-sifre-d.152.8.3-ref-sifre-d.152.9.6,ref-y.2.11.1.2.4.19-ref-y.2.11.1.2.4.29,180627,180684,ref-sifre-d.152.8.3,ref-sifre-d.152.9.6,1992559,1992634,ref-y.2.11.1.2.4.19,ref-y.2.11.1.2.4.29,ערכין וחרמים והקדשות ריבות זו השקאת סוטה ועריפת העגלה ,וערכים וחרמים והקדישות ומשקין את הסוטה ושורפין את הפרה ועורפין עגלה ,9,11,1380,1380.0,1485,1484.0,0.4117647058823529,0.7333333333333334,1,וחרמים,6070001198,9,11
ref-sifre-d.152.1.5-ref-sifre-d.152.13.1,ref-y.4.4.11.3.1.20-ref-y.4.4.11.3.1.98,180402,180763,ref-sifre-d.152.1.5,ref-sifre-d.152.13.1,3310248,3310693,ref-y.4.4.11.3.1.20,ref-y.4.4.11.3.1.98,"במופלא שבב""ד הכתוב מדבר ממך זו עצה דבר זו הלכה למשפט זה הדין בין דם לדם בין דם נידה לדם זיבה לדם יולדת בין דין לדין בין דיני ממונות לדיני נפשות לדיני מכות בין נגע לנגע בין נגעי אדם לנגעי בתים לנגעי בגדים דברי אלו ערכין וחרמים והקדשות ריבות זו השקאת סוטה ועריפת העגלה וטהרת מצורע בשעריך זה לקט שכחה ופאה וקמת מיד וקמת בבית מבית דין ועלית ",שבמופלא שבבית דין הכתוב מדבר ממך זה עצה דבר זו אגדה כין דם לדם בין דם נידה לדם בתולים בין דם נידה לדם זיבה לדם צרעת בין דין לדין בין דיני ממונות לדיני נפשות בין דין לדין בין הנסקלין לנשרפין לנהרגין ולנחנקין בין נגע לנגע בין מצורע מוסגר למצורע מוחלט בין נגע לנגע בין ניגעי אדם לניגעי בגדים ולנגעי בתים דברי זו השקיית סוטה ועריפת העגלה וטהרת המצורע ריבות אילו הערבים והחרמים והתמורות וההקדישות וקמת וקמת מבית דין ועלית ,68,79,2705,2705.0,1484,1484.0,0.4244604316546763,0.4727272727272728,40,הכתוב מדבר ממך עצה דבר זו בין דם לדם בין דם נידה לדם זיבה לדם בין דין לדין בין דיני ממונות לדיני נפשות בין נגע לנגע בין אדם בגדים דברי זו סוטה ועריפת העגלה וטהרת וקמת וקמת מבית דין ועלית,6070001199,68,79
ref-sifre-d.152.14.44-ref-sifre-d.152.14.62,ref-y.4.4.1.4.2.128-ref-y.4.4.1.4.2.149,181067,181167,ref-sifre-d.152.14.44,ref-sifre-d.152.14.62,3158654,3158777,ref-y.4.4.1.4.2.128,ref-y.4.4.1.4.2.149,אם שמעו אמרו להם ואם לאו אלו ואלו באים לבית דין שבלשכת הגזית שמשם תורה יוצאת לכל ישראל שנאמר ,אם שמעו אמרו להן ואם לאו היו אילו ואילו מתכנסין לבית דין הגדול שבלשכת הגזית שמשם תורה יוצאה ורווחת לכל ישר' שנאמר ,19,22,2410,2410.0,1486,1486.0,0.2456140350877192,0.4,13,אם שמעו אמרו ואם לאו לבית דין שבלשכת הגזית שמשם תורה לכל שנאמר,6070001200,19,22
ref-sifre-d.154.4.7-ref-sifre-d.154.5.15,ref-y.4.10.1.1.6.92-ref-y.4.10.1.1.6.116,182086,182184,ref-sifre-d.154.4.7,ref-sifre-d.154.5.15,3508521,3508646,ref-y.4.10.1.1.6.92,ref-y.4.10.1.1.6.116,ללכת ימין ושמאל שיאמרו לך על ימין שהוא ימין ועל שמאל שהיא,לך על ימין שהיא שמאל ועל שמאל שהיא ימין תשמע להם תלמוד לומר ללכת ימין ושמאל שיאמרו לך על ימין שהוא ימין ועל שמאל שהיא,12,25,2879,2879.0,1487,1487.0,0.5128205128205128,0.3636363636363636,12,ללכת ימין ושמאל שיאמרו לך על ימין שהוא ימין ועל שמאל שהיא,6070001201,12,25
ref-sifre-d.156.3.1-ref-sifre-d.156.4.1,ref-y.3.1.1.1.23.41-ref-y.3.1.1.1.23.46,182725,182767,ref-sifre-d.156.3.1,ref-sifre-d.156.4.1,2056378,2056411,ref-y.3.1.1.1.23.41,ref-y.3.1.1.1.23.46,וירשתה וישבתה בה בשכר שתירש תשב ואמרת ,וירשתה וישבת בה מה ישיבה שנאמר ,7,6,1460,1407.0,1490,1490.0,0.3684210526315789,0.75,2,וירשתה בה,6070001202,7,6
ref-sifre-d.157.6.22-ref-sifre-d.157.6.28,ref-y.4.4.2.6.10.1-ref-y.4.4.2.6.10.12,183404,183440,ref-sifre-d.157.6.22,ref-sifre-d.157.6.28,3176204,3176268,ref-y.4.4.2.6.10.1,ref-y.4.4.2.6.10.12,מלך אין רוכבים על סוסו ואין משתמשים ,מלך ישראל אין רוכבי' על סוסו ואין יושבין על ניסלו ואין משתמשין ,7,12,2419,2419.0,1491,1491.0,0.4603174603174603,0.6363636363636364,5,מלך אין על סוסו ואין,6070001203,7,12
ref-sifre-d.157.6.30-ref-sifre-d.157.6.39,ref-y.4.4.2.6.10.32-ref-y.4.4.2.6.10.40,183450,183507,ref-sifre-d.157.6.30,ref-sifre-d.157.6.39,3176385,3176438,ref-y.4.4.2.6.10.32,ref-y.4.4.2.6.10.40,ואין רואים אותו ערום ולא כשהוא מסתפר ולא בבית המרחץ ,ואין רואין אותו ערום ולא כשמסתפר ולא בבית המרחץ ,10,9,2420,2420.0,1492,1492.0,0.0961538461538461,0.4545454545454546,7,ואין אותו ערום ולא ולא בבית המרחץ,6070001204,10,9
ref-sifre-d.161.1.1-ref-sifre-d.161.2.3,ref-y.4.4.2.6.9.1-ref-y.4.4.2.6.9.10,185120,185247,ref-sifre-d.161.1.1,ref-sifre-d.161.2.3,3175886,3175947,ref-y.4.4.2.6.9.1,ref-y.4.4.2.6.9.10,יוצא למלחמה והיא עמו שנאמר והיתה עמו וקרא בו כל ימי חייו,יוצא למלחמה והיא עמו שנאמר והיתה עמו וקרא בו כל ימי חייו,12,12,2417,2417.0,1493,1493.0,0.0,0.0,12,יוצא למלחמה והיא עמו שנאמר והיתה עמו וקרא בו כל ימי חייו,6070001205,12,12
ref-sifre-d.161.3.26-ref-sifre-d.161.3.39,ref-y.2.1.1.3.10.9-ref-y.2.1.1.3.10.29,185414,185491,ref-sifre-d.161.3.26,ref-sifre-d.161.3.39,905238,905351,ref-y.2.1.1.3.10.9,ref-y.2.1.1.3.10.29,מביא לידי מעשה מעשה מביא לידי יראה שהתלמוד מביא לידי יראה יראה מביא לידי ,מביאה לידי נקיות נקיות מביאה לידי טהרה טהרה מביאה לידי קדושה קדושה לידי ענוה ענוה לידי יראת חט יראת חט לידי ,14,21,630,630.0,1497,1495.0,0.5370370370370371,0.8181818181818181,4,לידי לידי לידי לידי,6070001206,14,21
ref-sifre-d.161.3.10-ref-sifre-d.161.3.39,ref-y.2.4.3.3.3.87-ref-y.2.4.3.3.3.111,185326,185491,ref-sifre-d.161.3.10,ref-sifre-d.161.3.39,1521041,1521175,ref-y.2.4.3.3.3.87,ref-y.2.4.3.3.3.111,מביאה לידי קדושה קדוש' מביאה לידי ענוה ענוה מביא' לידי יראת חטא י ראת חטא מביאה לידי נקיות נקיות מביאה לידי טהרה טהרה מביאה לידי קדושה קדוש' מביאה לידי ענוה ענוה מביא' לידי יראת חטא י ראת חטא מביאה לידי,מביאה לידי נקיות נקיות מביאה לידי טהרה טהרה מביאה לידי קדושה קדוש' מביאה לידי ענוה ענוה מביא' לידי יראת חטא י ראת חטא מביאה לידי קדושה קדוש' מביאה לידי ענוה ענוה מביא' לידי יראת חטא י ראת חטא מביאה לידי,40,40,879,879.0,1495,1495.0,0.2772277227722772,0.0,32,מביאה לידי קדושה קדוש' מביאה לידי ענוה ענוה מביא' לידי יראת חטא י ראת חטא מביאה לידי קדושה קדוש' מביאה לידי ענוה ענוה מביא' לידי יראת חטא י ראת חטא מביאה לידי,6070001207,40,40
ref-sifre-d.161.3.30-ref-sifre-d.161.3.38,ref-y.2.4.3.3.3.173-ref-y.2.4.3.3.3.184,185435,185485,ref-sifre-d.161.3.30,ref-sifre-d.161.3.38,1521517,1521579,ref-y.2.4.3.3.3.173,ref-y.2.4.3.3.3.184,מביא לידי יראה שהתלמוד מביא לידי יראה יראה מביא ,מביאה לידי יראת חטא דכתיב ענוה יראת יי' יראת חטא מביאה לידי ,9,12,881,881.0,1498,1495.0,0.5166666666666667,0.7777777777777778,2,לידי לידי,6070001208,9,12
ref-sifre-d.161.4.6-ref-sifre-d.161.4.18,ref-y.2.2.10.1.6.43-ref-y.2.2.10.1.6.51,185742,185813,ref-sifre-d.161.4.6,ref-sifre-d.161.4.18,1212342,1212387,ref-y.2.2.10.1.6.43,ref-y.2.2.10.1.6.51,לו דרך ואין ממחים בידו להרחיב לו אסרטיאות ואין ממחים בידו דרך המלך ,ולא מיחו בידו חכמים וכא מיחו בידו הוא עבד ,13,9,677,677.0,1499,1499.0,0.6119402985074627,0.9166666666666666,2,בידו בידו,6070001209,13,9
