baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-d,baseOrder,grp-ref-mek,dam-lev,jac,lcc_len_char,lcs_str_cahr,id
ref-mek.6.10.1.235-ref-mek.6.10.1.315,ref-sifre-d.32.11.17-ref-sifre-d.32.15.11,277414,277855,ref-mek.6.10.1.235,ref-mek.6.10.1.315,42483,42965,ref-sifre-d.32.11.17,ref-sifre-d.32.15.11,"באים עליו שנא' ה' אלהיך מייסרך ר' נתן בר' יוסף אומר כשם שהברית כרותה לארץ כך ברית כרותה לייסורים שנא' ה' אלהיך מייסרך ואומר כי_ה'_אלהיך מביאך אל ארץ טובה ורחבה ר'_שמעון_בן_יוחאי_אומר חביבים יסורים ששלש מתנות נתן הקב""ה להם לישראל שאומות העולם מתאוים להן ולא נתנוהו לישראל אלא על ידי ייסורים ואלו הם תורה וארץ ישראל והעולם הבא תורה מנין שנאמר לדעת חכמה ומוסר ואומר אשרי הגבר אשר תייסרנו יה ומתורתך תלמדנו ארץ ישראל מנין ה' אלהיך מייסרך ואומר ה' אלהיך מביאך אל ארץ","באים עליו שנא' ה' אלהיך מייסרך ר' נתן בר' יוסף אומר כשם שהברית כרותה לארץ כך ברית כרותה לייסורים שנא' ה' אלהיך מייסרך ואומר כי_ה'_אלהיך מביאך אל ארץ טובה ורחבה ר'_שמעון_בן_יוחאי_אומר חביבים יסורים ששלש מתנות נתן הקב""ה להם לישראל שאומות העולם מתאוים להן ולא נתנוהו לישראל אלא על ידי ייסורים ואלו הם תורה וארץ ישראל והעולם הבא תורה מנין שנאמר לדעת חכמה ומוסר ואומר אשרי הגבר אשר תייסרנו יה ומתורתך תלמדנו ארץ ישראל מנין ה' אלהיך מייסרך ואומר ה' אלהיך מביאך אל ארץ",73,80,74,74.0,680,680.0,0.0,0.0,461,"באים עליו שנא' ה' אלהיך מייסרך ר' נתן בר' יוסף אומר כשם שהברית כרותה לארץ כך ברית כרותה לייסורים שנא' ה' אלהיך מייסרך ואומר כי_ה'_אלהיך מביאך אל ארץ טובה ורחבה ר'_שמעון_בן_יוחאי_אומר חביבים יסורים ששלש מתנות נתן הקב""ה להם לישראל שאומות העולם מתאוים להן ולא נתנוהו לישראל אלא על ידי ייסורים ואלו הם תורה וארץ ישראל והעולם הבא תורה מנין שנאמר לדעת חכמה ומוסר ואומר אשרי הגבר אשר תייסרנו יה ומתורתך תלמדנו ארץ ישראל מנין ה' אלהיך מייסרך ואומר ה' אלהיך מביאך אל ארץ",3060000548
ref-mek.6.10.1.243-ref-mek.6.10.1.252,ref-sifre-d.32.17.4-ref-sifre-d.32.17.10,277452,277511,ref-mek.6.10.1.243,ref-mek.6.10.1.252,43153,43198,ref-sifre-d.32.17.4,ref-sifre-d.32.17.10,חביבין יסורין כשם שברית כרותה לארץ כך ברית כרותה ליסורין ,חביבים יסורים שכשם שקרבנות מרצים כך ייסורים ,10,7,81,80.0,682,678.0,0.45614035087719296,0.9285714285714286,33,חביבי יסורי כשם שרות ר כך ייסורי ,3060000549
ref-mek.6.10.1.318-ref-mek.6.10.1.326,ref-sifre-d.32.16.1-ref-sifre-d.32.16.9,277861,277906,ref-mek.6.10.1.318,ref-mek.6.10.1.326,43020,43063,ref-sifre-d.32.16.1,ref-sifre-d.32.16.9,העולם הבא מנין דכתיב כי נר מצוה ותורה אור ,העולם הבא מנין שנא' כי נר מצוה ותורה אור ,9,9,79,79.0,684,684.0,0.11904761904761904,0.19999999999999996,37,העולם הבא מנין  כי נר מצוה ותורה אור ,3060000550
ref-mek.6.10.1.326-ref-mek.6.10.1.414,ref-sifre-d.32.16.17-ref-sifre-d.32.17.74,277903,278383,ref-mek.6.10.1.326,ref-mek.6.10.1.414,43104,43548,ref-sifre-d.32.16.17,ref-sifre-d.32.17.74,אור וגו' אמרת אי זה דרך שמביאה את האדם לחיי העולם הבא הוי אומר אלו ייסורין ר'_נחמיה_אומר חביבין יסורין שכשם שהקרבנות מרצין כך יסורין מרצין בקרבנות מהו אומר ונרצה לו לכפר עליו בייסורין מהו אומר והם ירצו את עונם ולא_עוד_אלא שהייסורין מרצין יותר מן הקרבנות מפני שהקרבנות בממון והייסורין בגוף וכן_הוא_אומר עור בעד עור כבר היה ר' אליעזר חולה ונכנסו אצלו ארבעה זקנים לבקרו ר' טרפון ור' יהושע ור'_אלעזר_בן_עזריה ור' עקיבא נענה ר' טרפון ואמר טוב אתה לישראל מגלגל חמה ,אור לעולם הבא הוי אומר זה ייסורים ר' נחמיה אומר חביבים יסורים שכשם שקרבנות מרצים כך ייסורים מרצים בקרבנות הוא אומר ונרצה לו לכפר עליו ביסורין הוא אומר והם ירצו את עונם ועוד שהיסורים מרצים יותר מהקרבנות שהקרבנות בממונו וייסורים בגוף וכן_הוא_אומר עור בעד עור וכל אשר לאיש יתן בעד נפשו וכבר היה ר' אליעזר חולה ונכנסו ר' טרפון ור' יהושע ור'_אלעזר_בן_עזריה ורבי עקיבא לבקרו נענה ר' טרפון ואמר רבי חביב אתה לישראל יותר מגלגל חמה ,80,76,80,80.0,685,684.0,0.3115468409586057,0.48611111111111116,358,אור לעולם הבא הוי אומר  ייסורי ר'נחמיהאומר חביבי יסורי שכשם שקרבנות מרצי כך יסורי מרצי בקרבנות הו אומר ונרצה לו לכפר עליו ביסורין הו אומר והם ירצו את עונם ועוד שהיסורי מרצי יותר מהקרבנות שהקרבנות בממו וייסורי בגוף וכן_הוא_אומר עור בעד עור כבר היה ר' אליעזר חולה ונכנסו ר' טרפון ור' יהושע ור'_אלעזר_בן_עזריה ור עקיבא נענה ר' טרפון ואמר ב אתה לישראל מגלגל חמה ,3060000551
ref-mek.6.10.1.396-ref-mek.6.10.1.409,ref-sifre-d.269.7.77-ref-sifre-d.269.8.7,278290,278357,ref-mek.6.10.1.396,ref-mek.6.10.1.409,256867,256959,ref-sifre-d.269.7.77,ref-sifre-d.269.8.7,ר' טרפון ור' יהושע ור'_אלעזר_בן_עזריה ור' עקיבא נענה ר' טרפון ואמר ,ר' טרפון ור'_יוסי_הגלילי ור'_אלעזר_בן_עזריה ורבי עקיבא ר' טרפון אמר הלכה וניסת לאחיו נענה ,11,13,752,752.0,686,684.0,0.4444444444444444,0.5,56,ר' טרפון ור'יו ור'_אלעזר_בן_עזריה ור עקיבא ר' טרפון אמר ,3060000552
ref-mek.6.11.1.204-ref-mek.6.11.1.209,ref-sifre-d.78.4.18-ref-sifre-d.78.5.2,279955,279988,ref-mek.6.11.1.204,ref-mek.6.11.1.209,125274,125319,ref-sifre-d.78.4.18,ref-sifre-d.78.5.2,"ת""ל ועשית עולותיך הבשר והדם על ","ת""ל ועשית עולותיך הבשר והדם ועשית עולותיך ",6,7,331,331.0,687,687.0,0.2619047619047619,0.16666666666666663,31,"ת""ל ועשית עולותיך הבשר והדם על ",3060000553
ref-mek.6.11.1.204-ref-mek.6.11.1.210,ref-sifre-d.78.6.16-ref-sifre-d.78.6.22,279955,279993,ref-mek.6.11.1.204,ref-mek.6.11.1.210,125541,125582,ref-sifre-d.78.6.16,ref-sifre-d.78.6.22,"ת""ל ועשית עולותיך הבשר והדם על מזבח ","ת""ל ועשית עולותיך הבשר והדם ודם זבחיך ",7,7,332,332.0,688,687.0,0.15789473684210525,0.375,33,"ת""ל ועשית עולותיך הבשר והדם  זבח ",3060000554
ref-mek.6.11.1.318-ref-mek.6.11.1.332,ref-sifre-d.73.1.41-ref-sifre-d.73.1.53,280579,280659,ref-mek.6.11.1.318,ref-mek.6.11.1.332,119161,119229,ref-sifre-d.73.1.41,ref-sifre-d.73.1.53,כל הקדשים מניין תלמוד_לומר_כי כחטאת האשם הוא לכהן שאין_תלמוד_לומר קדש קדשים ,האוכל ממנו לאחר_זריקת_דמים עובר_בלא_תעשה חטאת ואשם שהם קדשי קדשים ,11,9,320,320.0,689,689.0,0.7105263157894737,0.6923076923076923,34,כל מנ למו_ל_ חטאת אשם ש קדש קדשים ,3060000555
ref-mek.6.11.2.308-ref-mek.6.11.2.321,ref-sifre-d.16.7.1-ref-sifre-d.16.7.20,282847,282919,ref-mek.6.11.2.308,ref-mek.6.11.2.321,19721,19816,ref-sifre-d.16.7.1,ref-sifre-d.16.7.20,בין איש ובין אחיו ובין גרו אין_לי_אלא בין איש לאשתו בין אשה לאיש בין אומה למשפחה בין איש לאשתו בין אשה לאיש בין אומה למשפחה בין משפחה,בין איש ובין אחיו ובין גרו אין_לי_אלא בין איש לאשתו בין אשה לאיש בין אומה למשפחה בין איש לאשתו בין אשה לאיש בין אומה למשפחה בין משפחה,10,17,23,23.0,690,690.0,0.0,0.0,133,בין איש ובין אחיו ובין גרו אין_לי_אלא בין איש לאשתו בין אשה לאיש בין אומה למשפחה בין איש לאשתו בין אשה לאיש בין אומה למשפחה בין משפחה,3060000556
ref-mek.7.1.2.35-ref-mek.7.1.2.52,ref-sifre-d.118.4.7-ref-sifre-d.118.4.19,284996,285087,ref-mek.7.1.2.35,ref-mek.7.1.2.52,156313,156374,ref-sifre-d.118.4.7,ref-sifre-d.118.4.19,לא תהא קונה אלא עבד עברי שנאמר כי תקנה עבד עברי מנין כשמוכר,לא תהא קונה אלא עבד עברי שנאמר כי תקנה עבד עברי מנין כשמוכר,13,13,436,436.0,692,692.0,0.0,0.0,59,לא תהא קונה אלא עבד עברי שנאמר כי תקנה עבד עברי מנין כשמוכר,3060000557
ref-mek.7.1.2.89-ref-mek.7.1.2.94,ref-sifre-d.118.4.38-ref-sifre-d.118.5.4,285283,285313,ref-mek.7.1.2.89,ref-mek.7.1.2.94,156456,156491,ref-sifre-d.118.4.38,ref-sifre-d.118.5.4,ימכר לך אחיך העברי או העבריה ,ימכר לך אחיך אחיך העברי או העבריה ,6,7,439,439.0,694,694.0,0.14705882352941177,0.0,29,ימכר לך אחיך העברי או העבריה ,3060000558
ref-mek.7.1.2.114-ref-mek.7.1.2.128,ref-sifre-d.36.2.56-ref-sifre-d.36.2.69,285420,285495,ref-mek.7.1.2.114,ref-mek.7.1.2.128,51347,51410,ref-sifre-d.36.2.56,ref-sifre-d.36.2.69,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן על גבי אבנים אף ,13,14,120,119.0,705,695.0,0.410958904109589,0.5384615384615384,48,נאמר כאן ב ונאמר להלן ב מה ב האמור להלן  יאב אף ,3060000559
ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifre-d.36.2.102-ref-sifre-d.36.2.118,285420,285515,ref-mek.7.1.2.114,ref-mek.7.1.2.132,51584,51665,ref-sifre-d.36.2.102,ref-sifre-d.36.2.118,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן על הספר ובדיו אף כתב האמור כאן ,17,17,132,130.0,706,695.0,0.3804347826086957,0.5714285714285714,61,נאמר כאן ב ונאמר להלן ב מה ב האמור להלן להובד אף ב האמור כאן ,3060000560
ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifre-d.43.25.1-ref-sifre-d.43.25.17,285420,285515,ref-mek.7.1.2.114,ref-mek.7.1.2.132,82467,82541,ref-sifre-d.43.25.1,ref-sifre-d.43.25.17,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,נאמר כאן אף ונאמר להלן אף חרי מה חרי אף האמור להלן חרב אף חרי האמור כאן ,17,17,219,214.0,707,695.0,0.40217391304347827,0.5,60,נאמר כאן  ונאמר להלן רי מה רי האמור להלן רב אף רי האמור כאן ,3060000561
ref-mek.7.1.2.113-ref-mek.7.1.2.132,ref-sifre-d.62.4.1-ref-sifre-d.62.4.24,285415,285515,ref-mek.7.1.2.113,ref-mek.7.1.2.132,110089,110200,ref-sifre-d.62.4.1,ref-sifre-d.62.4.24,שווה נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,לשום את שמו שם נאמר כאן לשום את שמו ונאמר להלן ושמו את שמי מה שמי האמור להלן בלשון הקדש אף שמי האמור כאן ,18,24,280,278.0,702,695.0,0.5523809523809524,0.625,64,שוו נאמר כאן  ונאמר להלן י מה י האמור להלן בן הד אף י האמור כאן ,3060000562
ref-mek.7.1.2.117-ref-mek.7.1.2.132,ref-sifre-d.62.4.32-ref-sifre-d.62.4.45,285434,285515,ref-mek.7.1.2.117,ref-mek.7.1.2.132,110236,110309,ref-sifre-d.62.4.32,ref-sifre-d.62.4.45,ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,האמור להלן בית הבחירה ומה שמי האמור להלן ברכת כהנים אף שמי האמור כאן ,14,14,289,287.0,725,695.0,0.48717948717948717,0.6666666666666667,48,אמר להלן בי הברי האמור להלן ברכת אף י האמור כאן ,3060000563
ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifre-d.64.2.2-ref-sifre-d.64.2.16,285420,285515,ref-mek.7.1.2.114,ref-mek.7.1.2.132,111804,111880,ref-sifre-d.64.2.2,ref-sifre-d.64.2.16,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,נאמר כאן שמחה ונאמר להן שמחה מה שמחה האמורה להלן שלמים אף שמחה האמורה כאן ,17,15,296,293.0,708,695.0,0.43478260869565216,0.5384615384615384,54,נאמר כאן  ונאמר להן  מה  האמור להלן שלמ אף  האמור כאן ,3060000564
ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifre-d.69.1.2-ref-sifre-d.69.1.16,285420,285515,ref-mek.7.1.2.114,ref-mek.7.1.2.132,114083,114162,ref-sifre-d.69.1.2,ref-sifre-d.69.1.16,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,נאמרה כאן שמחה ונאמרה להלן שמחה מה שמחה האמורה להלן שלמים אף שמחה האמורה כאן ,17,15,308,302.0,709,695.0,0.44565217391304346,0.5,55,נאמר כאן  ונאמר להלן  מה  האמור להלן שלמ אף  האמור כאן ,3060000565
ref-mek.7.1.2.111-ref-mek.7.1.2.132,ref-sifre-d.86.6.2-ref-sifre-d.86.6.18,285405,285515,ref-mek.7.1.2.111,ref-mek.7.1.2.132,131029,131119,ref-sifre-d.86.6.2,ref-sifre-d.86.6.18,ממנו גזרה שווה נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,מן הדרך נאמרה כאן הדחה ונאמרה להלן הדחה מה הדחה האמורה להלן בסקילה אף הדחה האמורה כאן ,20,17,338,337.0,697,695.0,0.4672897196261682,0.6470588235294117,61,מ ה נאמר כאן  ונאמר להלן  מה  האמור להלן בילה אף ד האמור כאן ,3060000566
ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifre-d.90.2.4-ref-sifre-d.90.2.19,285420,285515,ref-mek.7.1.2.114,ref-mek.7.1.2.132,133022,133105,ref-sifre-d.90.2.4,ref-sifre-d.90.2.19,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,נאמר כאן הדחה ונאמר להלן הדחה מה הדחה האמורה להלן כאן בסקילה אף הדחה האמורה כאן ,17,16,359,350.0,710,695.0,0.40217391304347827,0.5,58,נאמר כאן  ונאמר להלן  מה  האמור להלן ן ילה אף ד האמור כאן ,3060000567
ref-mek.7.1.2.114-ref-mek.7.1.2.123,ref-sifre-d.103.3.7-ref-sifre-d.103.3.16,285420,285470,ref-mek.7.1.2.114,ref-mek.7.1.2.123,141103,141150,ref-sifre-d.103.3.7,ref-sifre-d.103.3.16,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן ,נאמר כאן נשר ונאמר להלן נשר מה נשר האמור להלן ,10,10,388,386.0,703,695.0,0.1836734693877551,0.2857142857142857,40,נאמר כאן ר ונאמר להלן ר מה ר האמור להלן ,3060000568
ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifre-d.107.18.9-ref-sifre-d.107.18.25,285420,285515,ref-mek.7.1.2.114,ref-mek.7.1.2.132,147570,147656,ref-sifre-d.107.18.9,ref-sifre-d.107.18.25,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה כאן להלן שלמים אף שמחה האמורה להלן כאן ,17,17,406,402.0,711,695.0,0.4891304347826087,0.5,55,נאמר כאן  ונאמר להלן  מה  האמור להלן שלמ אף  האמור כאן ,3060000569
ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifre-d.111.1.12-ref-sifre-d.111.1.28,285420,285515,ref-mek.7.1.2.114,ref-mek.7.1.2.132,150177,150259,ref-sifre-d.111.1.12,ref-sifre-d.111.1.28,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,נאמר כאן קץ ונאמר להלן קץ מה קץ האמור להלן בסופה ולא בתחילתה אף קץ האמור כאן ,17,17,418,416.0,712,695.0,0.40217391304347827,0.5714285714285714,57,נאמר כאן  ונאמר להלן  מה  האמור להלן ב אלת אף  האמור כאן ,3060000570
ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifre-d.122.3.2-ref-sifre-d.122.3.16,285420,285515,ref-mek.7.1.2.114,ref-mek.7.1.2.132,159571,159646,ref-sifre-d.122.3.2,ref-sifre-d.122.3.16,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ימנית אף אזנו האמור כאן ,17,15,468,464.0,713,695.0,0.41304347826086957,0.5,54,נאמר כאן  ונאמר להלן  מה  האמור להלן ימ אף  האמור כאן ,3060000571
ref-mek.7.1.2.114-ref-mek.7.1.2.133,ref-sifre-d.138.1.6-ref-sifre-d.138.2.2,285420,285520,ref-mek.7.1.2.114,ref-mek.7.1.2.133,170273,170366,ref-sifre-d.138.1.6,ref-sifre-d.138.2.2,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן בבן ,נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן שלמים אף שמחה האמורה כאן שלמים אתה ובנך ,18,18,515,512.0,723,695.0,0.5208333333333334,0.5714285714285714,57,נאמר כאן  ונאמר להלן  מה  האמור להלן שלמ אף  האמור כאן ב ,3060000572
ref-mek.7.1.2.112-ref-mek.7.1.2.133,ref-sifre-d.149.4.15-ref-sifre-d.149.4.44,285410,285520,ref-mek.7.1.2.112,ref-mek.7.1.2.133,179564,179714,ref-sifre-d.149.4.15,ref-sifre-d.149.4.44,גזרה שווה נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן בבן ,לגזרה שוה נאמר כאן שעריך ונאמר להלן שעריך מה שעריך האמור להלן שער_שנמצאו_בו_ולא_שער שנדונו בו אף שעריך האמור כאן שער_שנמצאו_בו_ולא_שער שנדונו בו ,20,22,539,537.0,701,695.0,0.4896551724137931,0.5882352941176471,84,גזרה שוה נאמר כאן ערי ונאמר להלן ערי מה ערי האמור להלן שר_וב_דב אף ערי האמור כאן בב ,3060000573
ref-mek.7.1.2.112-ref-mek.7.1.2.132,ref-sifre-d.171.3.20-ref-sifre-d.171.3.42,285410,285515,ref-mek.7.1.2.112,ref-mek.7.1.2.132,190697,190822,ref-sifre-d.171.3.20,ref-sifre-d.171.3.42,העברה העברה לגזרה שוה מה העברה האמורה כאן באש אף העברה האמורה להן באש ומה,נאמר העברה העברה לגזרה שוה מה העברה האמורה כאן באש אף העברה האמורה להן באש ומה העברה האמורה להן למולך אף העברה האמור,15,23,556,556.0,699,699.0,0.3706896551724138,0.18181818181818177,73,העברה העברה לגזרה שוה מה העברה האמורה כאן באש אף העברה האמורה להן באש ומה,3060000574
ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifre-d.194.6.12-ref-sifre-d.194.6.26,285420,285515,ref-mek.7.1.2.114,ref-mek.7.1.2.132,206415,206485,ref-sifre-d.194.6.12,ref-sifre-d.194.6.26,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,נאמר כאן אחר ונאמר להלן אחר מה אחר האמור להלן נכרי אף אחר האמור כאן ,17,15,597,593.0,714,695.0,0.3804347826086957,0.5,58,נאמר כאן ר ונאמר להלן ר מה ר האמור להלן כר אף ר האמור כאן ,3060000575
ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifre-d.195.7.13-ref-sifre-d.195.7.27,285420,285515,ref-mek.7.1.2.114,ref-mek.7.1.2.132,206965,207035,ref-sifre-d.195.7.13,ref-sifre-d.195.7.27,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,נאמר כאן אחר ונאמר להלן אחר מה אחר האמור להלן נכרי אף אחר האמור כאן ,17,15,607,603.0,715,695.0,0.3804347826086957,0.5,58,נאמר כאן ר ונאמר להלן ר מה ר האמור להלן כר אף ר האמור כאן ,3060000576
ref-mek.7.1.2.108-ref-mek.7.1.2.120,ref-sifre-d.244.4.34-ref-sifre-d.244.4.49,285386,285453,ref-mek.7.1.2.108,ref-mek.7.1.2.120,243447,243524,ref-sifre-d.244.4.34,ref-sifre-d.244.4.49,מופנה להקיש ולדון ממנו גזרה שווה נאמר כאן עברי ונאמר להלן עברי מה ,מופנה להקיש ולדון גזרה שוה נאמר כאן אשר_לא_אורשה ונאמר להלן אשר_לא_אורשה מה ,13,12,688,686.0,695,695.0,0.3684210526315789,0.25,54,מופנה להקיש ולדון גזרה שוה נאמר כאן ר ונאמר להלן ר מה ,3060000577
ref-mek.7.1.2.108-ref-mek.7.1.2.120,ref-sifre-d.249.5.22-ref-sifre-d.249.5.34,285386,285453,ref-mek.7.1.2.108,ref-mek.7.1.2.120,246474,246540,ref-sifre-d.249.5.22,ref-sifre-d.249.5.34,מופנה להקיש ולדון ממנו גזרה שווה נאמר כאן עברי ונאמר להלן עברי מה ,"מופנה להקיש ולדון ג""ש נאמר כאן דור עשירי ונאמר להלן דור עשירי מה ",13,13,722,717.0,696,695.0,0.36363636363636365,0.5,52,מופנה להקיש ולדון גש נאמר כאן ערי ונאמר להלן ערי מה ,3060000578
ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifre-d.261.2.25-ref-sifre-d.261.2.41,285420,285515,ref-mek.7.1.2.114,ref-mek.7.1.2.132,251413,251503,ref-sifre-d.261.2.25,ref-sifre-d.261.2.41,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,נאמר כאן תועבה ונאמר להלן תועבה מה תועבה האומר להלן בשם זובח בזובח אף תועבה האמורה כאן ,17,17,730,728.0,716,695.0,0.391304347826087,0.5714285714285714,64,נאמר כאן עב ונאמר להלן עב מה עב האור להלן בשובב אף עב האמור כאן ,3060000579
ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifre-d.264.1.5-ref-sifre-d.264.1.20,285420,285515,ref-mek.7.1.2.114,ref-mek.7.1.2.132,252869,252945,ref-sifre-d.264.1.5,ref-sifre-d.264.1.20,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף נדר האמור כאן ,17,16,740,738.0,717,695.0,0.33695652173913043,0.5,61,נאמר כאן ר ונאמר להלן ר מה ר האמור להלן רודב אף דר האמור כאן ,3060000580
ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifre-d.284.6.4-ref-sifre-d.284.6.24,285420,285515,ref-mek.7.1.2.114,ref-mek.7.1.2.132,268085,268188,ref-sifre-d.284.6.4,ref-sifre-d.284.6.24,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,נאמר כאן גר יתום ונאמר להלן גר יתום מה גר יתום האמור להלן בעושה פחות מסאתים אף גר ויתום האמור כאן ,17,21,761,758.0,718,695.0,0.4387755102040816,0.6,65,נאמר כאן רי ונאמר להלן רי מה רי האמור להלן בשהומ אף רי האמור כאן ,3060000581
ref-mek.7.1.2.111-ref-mek.7.1.2.132,ref-sifre-d.285.3.31-ref-sifre-d.285.4.22,285405,285515,ref-mek.7.1.2.111,ref-mek.7.1.2.132,268729,268841,ref-sifre-d.285.3.31,ref-sifre-d.285.4.22,ממנו גזרה שווה נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,הימנה לגר ליתום נאמר כאן גר יתום ונאמר להלן גר יתום מה גר יתום האמור להלן פחות מסאתים אף גר יתום האמור כאן ,20,23,765,764.0,698,695.0,0.4953271028037383,0.7,71,מנ גר ו נאמר כאן רי ונאמר להלן רי מה רי האמור להלן  את אף רי האמור כאן ,3060000582
ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifre-d.289.3.11-ref-sifre-d.289.3.30,285420,285515,ref-mek.7.1.2.114,ref-mek.7.1.2.132,274187,274283,ref-sifre-d.289.3.11,ref-sifre-d.289.3.30,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,נאמר כאן שם אחיו ונאמר להלן על שם אחיהם יקראו בנחלתם מה שם האמור להלן לנחלה אף שם האמור כאן ,17,20,772,769.0,719,695.0,0.5652173913043478,0.6470588235294117,57,נאמר כאן י ונאמר להלן עי מה  האמור להלן לה אף  האמור כאן ,3060000583
ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifre-d.289.9.18-ref-sifre-d.289.9.32,285420,285515,ref-mek.7.1.2.114,ref-mek.7.1.2.132,274954,275020,ref-sifre-d.289.9.18,ref-sifre-d.289.9.32,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,נאמר כאן שם ונאמר להלן שם מה שם האמור להלן נחלה אף שם האמור כאן ,17,15,781,775.0,720,695.0,0.41304347826086957,0.5,54,נאמר כאן  ונאמר להלן  מה  האמור להלן לה אף  האמור כאן ,3060000584
ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifre-d.291.6.2-ref-sifre-d.291.6.18,285420,285515,ref-mek.7.1.2.114,ref-mek.7.1.2.132,276456,276551,ref-sifre-d.291.6.2,ref-sifre-d.291.6.18,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,ואמרה נאמר כאן ענייה ונאמר להלן ענייה מה ענייה האמורה להלן בלשון הקדש אף ענייה האמורה כאן ,17,17,801,798.0,721,695.0,0.43478260869565216,0.5384615384615384,65,נאמר כאן עי ונאמר להלן עי מה עי האמור להלן בן הד אף עי האמור כאן ,3060000585
