baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-d,baseOrder,grp-ref-m,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-m.4.2.2.8.28-ref-m.4.2.2.8.42,ref-sifre-d.224.2.6-ref-sifre-d.224.3.10,462380,462458,ref-m.4.2.2.8.28,ref-m.4.2.2.8.42,226085,226161,ref-sifre-d.224.2.6,ref-sifre-d.224.3.10,ושוטחה לצרכה אבל לא לכבודו כלי כסף וכלי נחשת משתמש בהן לצרכן אבל לא לשחקן ,שוטחה לצרכה אבל לא לכבודו כלי כסף וכלי נחשת משתמש בהם לצרכו אבל לא לשחקן ,15,15,569,569.0,500,500.0,0.0405405405405405,0.2307692307692307,12,לצרכה אבל לא לכבודו כלי כסף וכלי נחשת משתמש אבל לא לשחקן,1060000357,15,15
ref-m.4.2.2.9.1-ref-m.4.2.2.9.22,ref-sifre-d.222.4.10-ref-sifre-d.222.4.30,462563,462670,ref-m.4.2.2.9.1,ref-m.4.2.2.9.22,224977,225080,ref-sifre-d.222.4.10,ref-sifre-d.222.4.30,איזו היא אבידה מצא חמור או פרה רועין בדרך אין זו אבידה חמור וכליו הפוכין פרה רצה בין הכרמים הרי זו אבידה ,איזהו אבדה מצא חמור או פרה רועים בדרך אין זו אבדה חמור וכליו הפוכים פרה ורצה בין הכרמים הרי זו אבדה ,22,21,563,563.0,501,501.0,0.0952380952380952,0.2666666666666667,14,מצא חמור או פרה בדרך אין זו חמור וכליו פרה בין הכרמים הרי זו,1060000358,22,21
ref-m.4.2.2.9.23-ref-m.4.2.2.9.35,ref-sifre-d.222.6.3-ref-sifre-d.222.6.15,462671,462752,ref-m.4.2.2.9.23,ref-m.4.2.2.9.35,225299,225381,ref-sifre-d.222.6.3,ref-sifre-d.222.6.15,החזירה וברחה החזירה וברחה אפילו ארבעה וחמשה פעמים חייב להחזירה שנאמר השב תשיבם ,החזירה וברחה החזירה וברחה אפילו ארבעה וחמשה פעמים חייב להחזירה שנאמר השב תשיבם ,13,13,564,564.0,502,502.0,0.0379746835443038,0.4545454545454546,9,החזירה וברחה החזירה וברחה חייב להחזירה שנאמר השב תשיבם,1060000359,13,13
ref-m.4.2.2.10.1-ref-m.4.2.2.10.9,ref-sifre-d.225.3.6-ref-sifre-d.225.3.14,462895,462939,ref-m.4.2.2.10.1,ref-m.4.2.2.10.9,226748,226792,ref-sifre-d.225.3.6,ref-sifre-d.225.3.14,מצאה ברפת אין חייב בה ברשות הרבים חייב בה ,מצאה ברפת אין חייב בה ברשות הרבים חייב בה ,9,9,572,572.0,503,503.0,0.0,0.0,9,מצאה ברפת אין חייב בה ברשות הרבים חייב בה,1060000360,9,9
ref-m.4.2.2.10.42-ref-m.4.2.2.10.55,ref-sifre-d.225.5.27-ref-sifre-d.225.5.41,463095,463167,ref-m.4.2.2.10.42,ref-m.4.2.2.10.55,227139,227214,ref-sifre-d.225.5.27,ref-sifre-d.225.5.41,הלך וישב לו ואמר הואיל ועליך מצוה אם רצונך לפרוק פרוק פטור שנאמר עמו ,הלך וישב לו ואמר לו הואיל ועליך מצוה לפרוק פרוק פטור שנאמר הקם תקים עמו ,14,15,573,573.0,504,504.0,0.2916666666666667,0.2857142857142857,12,הלך וישב לו ואמר הואיל ועליך מצוה לפרוק פרוק פטור שנאמר עמו,1060000361,14,15
ref-m.4.2.5.10.44-ref-m.4.2.5.10.83,ref-sifre-d.263.2.14-ref-sifre-d.263.2.52,472236,472447,ref-m.4.2.5.10.44,ref-m.4.2.5.10.83,252513,252721,ref-sifre-d.263.2.14,ref-sifre-d.263.2.52,יש רבית מוקדמת ויש רבית מאוחרת כיצד נתן עיניו ללות הימנו והיה משלח לו ואומר בשביל שתלוני זו היא רבית מוקדמת לוה הימנו והחזיר לו את מעותיו והיה משלח לו ואמר בשביל מעותיך שהיו בטלות אצלי זו היא רבית מאוחרת ,יש רבית מוקדמת ויש רבית מאוחרת כיצד נתן עיניו ללוות ממנו והיה משלח לו ואומר בשביל שילוני זו היא רבית מוקדמת לוה הימנו והחזיר לו מעותיו והיה משלח לו ואומר בשביל מעותיו שהיו בטלות אצלי זו היא רבית מאוחרת ,40,39,667,667.0,505,505.0,0.0441176470588235,0.1904761904761904,34,יש רבית מוקדמת ויש רבית מאוחרת כיצד נתן עיניו והיה משלח לו ואומר בשביל זו היא רבית מוקדמת לוה הימנו והחזיר לו מעותיו והיה משלח לו בשביל שהיו בטלות אצלי זו היא רבית מאוחרת,1060000362,40,39
ref-m.4.2.5.11.24-ref-m.4.2.5.11.35,ref-sifre-d.92.5.2-ref-sifre-d.93.1.8,472649,472709,ref-m.4.2.5.11.24,ref-m.4.2.5.11.35,134122,134204,ref-sifre-d.92.5.2,ref-sifre-d.93.1.8,לו כנושה ומשום לא תשימון עליו נשך ומשום ולפני עור לא תתן ,שם פרט לירושלים שלא ניתנה לבית דירה יצאו אנשים ולא נשים אנשים ולא קטנים אנשים ,12,15,213,213.0,506,506.0,0.6794871794871795,1.0,0,,1060000363,12,15
ref-m.4.2.7.3.2-ref-m.4.2.7.3.25,ref-sifre-d.287.3.9-ref-sifre-d.287.3.27,475081,475207,ref-m.4.2.7.3.2,ref-m.4.2.7.3.25,272309,272431,ref-sifre-d.287.3.9,ref-sifre-d.287.3.27,שעושה בידיו וברגליו ובגופו יצא העושה בידיו וברגליו אבל לא בגופו יצא העושה בידיו ולא ברגליו ברגליו ולא בידיו,שעושה בידיו וברגליו ובגופו יצא העושה בידיו וברגליו אבל לא בגופו יצא העושה בידיו ולא ברגליו ברגליו ולא בידיו,19,19,804,804.0,507,507.0,0.0,0.0,19,שעושה בידיו וברגליו ובגופו יצא העושה בידיו וברגליו אבל לא בגופו יצא העושה בידיו ולא ברגליו ברגליו ולא בידיו,1060000364,19,19
ref-m.4.2.7.4.1-ref-m.4.2.7.4.19,ref-sifre-d.266.4.6-ref-sifre-d.266.4.23,475208,475312,ref-m.4.2.7.4.1,ref-m.4.2.7.4.19,253830,253931,ref-sifre-d.266.4.6,ref-sifre-d.266.4.23,היה עושה בתאנים לא יאכל בענבים בענבים לא יאכל בתאנים אבל מונע את עצמו עד שמגיע למקום היפות ואוכל ,היה עושה בענבים לא יאכל בתאנים בתאנים לא יאכל בענבים אבל מונע עצמו עד שמגיע למקום היפות ואוכל ,19,18,670,669.0,509,509.0,0.1546391752577319,0.0833333333333333,14,היה עושה בענבים לא יאכל בתאנים אבל מונע עצמו עד שמגיע למקום היפות ואוכל,1060000365,19,18
ref-m.4.2.7.5.11-ref-m.4.2.7.5.18,ref-sifre-d.266.5.4-ref-sifre-d.266.5.21,475509,475543,ref-m.4.2.7.5.11,ref-m.4.2.7.5.18,253944,254036,ref-sifre-d.266.5.4,ref-sifre-d.266.5.21,"חסמא אומר מנין שלא יאכל פועל יותר משכרו ת""ל כנפשך וחכ""א שבעך מלמד שאוכל פועל יותר על שכרו","חסמא אומר מנין שלא יאכל פועל יותר משכרו ת""ל כנפשך וחכ""א שבעך מלמד שאוכל פועל יותר על שכרו",18,18,671,671.0,510,510.0,0.0,0.0,16,"חסמא אומר_מנין_שלא יאכל פועל יותר משכרו ת""ל כנפשך וחכ""א שבעך מלמד שאוכל פועל יותר על שכרו",1060000366,18,18
ref-m.4.2.8.3.4-ref-m.4.2.8.3.11,ref-sifre-d.357.30.42-ref-sifre-d.357.30.48,477523,477562,ref-m.4.2.8.3.4,ref-m.4.2.8.3.11,386580,386614,ref-sifre-d.357.30.42,ref-sifre-d.357.30.48,ושלחה לו ביד בנו ביד עבדו ביד שלוחו ,לשלח ביד בנו ביד עבדו ביד שלוחו ,2,2,964,964.0,512,512.0,0.1388888888888889,0.0,6,ביד בנו ביד עבדו ביד שלוחו,1060000367,8,7
ref-m.4.2.8.3.18-ref-m.4.2.8.3.32,ref-sifre-d.357.30.42-ref-sifre-d.357.30.48,477590,477660,ref-m.4.2.8.3.18,ref-m.4.2.8.3.32,386580,386614,ref-sifre-d.357.30.42,ref-sifre-d.357.30.48,שלוחו של שואל ומתה פטור אמר לו השואל שלחה לי ביד בני ביד עבדי ביד ,לשלח ביד בנו ביד עבדו ביד שלוחו ,15,2,965,964.0,513,513.0,0.7272727272727273,0.5,3,ביד ביד ביד,1060000368,15,7
ref-m.4.2.8.3.33-ref-m.4.2.8.3.40,ref-sifre-d.357.30.42-ref-sifre-d.357.30.48,477661,477699,ref-m.4.2.8.3.33,ref-m.4.2.8.3.40,386580,386614,ref-sifre-d.357.30.42,ref-sifre-d.357.30.48,שלוחי או ביד בנך ביד עבדך ביד שלוחך ,לשלח ביד בנו ביד עבדו ביד שלוחו ,8,2,966,964.0,514,514.0,0.25,0.7142857142857143,3,ביד ביד ביד,1060000369,8,7
ref-m.4.2.8.3.46-ref-m.4.2.8.3.53,ref-sifre-d.357.30.42-ref-sifre-d.357.30.48,477726,477764,ref-m.4.2.8.3.46,ref-m.4.2.8.3.53,386580,386614,ref-sifre-d.357.30.42,ref-sifre-d.357.30.48,משלחה לך ביד בני ביד עבדי ביד שלוחי ,לשלח ביד בנו ביד עבדו ביד שלוחו ,8,2,967,964.0,515,515.0,0.2222222222222222,0.1999999999999999,3,ביד ביד ביד,1060000370,8,7
ref-m.4.2.8.3.55-ref-m.4.2.8.3.60,ref-sifre-d.357.30.43-ref-sifre-d.357.30.48,477768,477797,ref-m.4.2.8.3.55,ref-m.4.2.8.3.60,386585,386614,ref-sifre-d.357.30.43,ref-sifre-d.357.30.48,ביד בנך ביד עבדך ביד שלוחך ,ביד בנו ביד עבדו ביד שלוחו ,6,1,968,964.0,516,516.0,0.1111111111111111,0.8571428571428572,3,ביד ביד ביד,1060000371,6,6
ref-m.4.2.8.5.4-ref-m.4.2.8.5.18,ref-sifre-d.284.6.17-ref-sifre-d.284.6.30,478254,478332,ref-m.4.2.8.5.4,ref-m.4.2.8.5.18,268145,268222,ref-sifre-d.284.6.17,ref-sifre-d.284.6.30,ועשו פחות מרביעית לסאה הרי אלו של בעל הזיתים עשו רביעית לסאה זה אומר זיתי ,בעושה פחות מסאתים אף גר ויתום האמור כאן בעושה פחות מסאתים מכאן אמרו זית ,15,14,776,775.0,517,517.0,0.6351351351351351,0.7777777777777778,1,פחות,1060000372,15,14
ref-m.4.2.9.11.1-ref-m.4.2.9.11.32,ref-sifre-d.279.1.1-ref-sifre-d.279.1.13,480797,480952,ref-m.4.2.9.11.1,ref-m.4.2.9.11.32,263709,263781,ref-sifre-d.279.1.1,ref-sifre-d.279.1.13,ביומו תתן שכרו מלמד ששכיר יום גובה כל הלילה ושכיר לילה גובה כל היום,ביומו תתן שכרו מלמד ששכיר יום גובה כל הלילה ושכיר לילה גובה כל היום,14,14,729,729.0,518,518.0,0.0,0.0,14,ביומו תתן שכרו מלמד ששכיר יום גובה כל הלילה ושכיר לילה גובה כל היום,1060000373,14,14
ref-m.4.2.9.12.8-ref-m.4.2.9.12.22,ref-sifre-d.278.1.27-ref-sifre-d.278.1.35,481012,481079,ref-m.4.2.9.12.8,ref-m.4.2.9.12.22,262890,262940,ref-sifre-d.278.1.27,ref-sifre-d.278.1.35,תלין פעולת שכיר ומשום ביומו תתן שכרו ומשום ולא,תלין פעולת שכיר ומשום ביומו תתן שכרו ומשום ולא,9,9,724,724.0,520,520.0,0.0,0.0,9,תלין פעולת שכיר ומשום ביומו תתן שכרו ומשום ולא,1060000374,9,9
ref-m.4.2.9.12.10-ref-m.4.2.9.12.20,ref-sifre-d.278.5.32-ref-sifre-d.278.5.42,481021,481068,ref-m.4.2.9.12.10,ref-m.4.2.9.12.20,263622,263670,ref-sifre-d.278.5.32,ref-sifre-d.278.5.42,יש בו משום ביומו תתן שכרו ויש בו משום לא תלין ,יש בו משום ביומו תתן שכרו ואין בו משום לא תלין ,11,11,728,727.0,521,520.0,0.0425531914893617,0.1428571428571429,10,יש בו משום ביומו תתן שכרו בו משום לא תלין,1060000375,11,11
ref-m.4.2.9.12.65-ref-m.4.2.9.12.75,ref-sifre-d.278.1.27-ref-sifre-d.278.1.35,481286,481339,ref-m.4.2.9.12.65,ref-m.4.2.9.12.75,262890,262940,ref-sifre-d.278.1.27,ref-sifre-d.278.1.35,משום ביומו תתן שכרו ואין בו משום לא תלין פעולת שכיר ,תלין פעולת שכיר ומשום ביומו תתן שכרו ומשום ולא ,11,9,726,724.0,524,523.0,0.7115384615384616,0.4444444444444444,3,תלין פעולת שכיר,1060000376,11,9
ref-m.4.2.9.12.61-ref-m.4.2.9.12.73,ref-sifre-d.278.5.30-ref-sifre-d.278.5.42,481272,481328,ref-m.4.2.9.12.61,ref-m.4.2.9.12.73,263614,263670,ref-sifre-d.278.5.30,ref-sifre-d.278.5.42,גר תושב יש בו משום ביומו תתן שכרו ואין בו משום לא תלין ,גר תושב יש בו משום ביומו תתן שכרו ואין בו משום לא תלין ,13,13,727,727.0,523,523.0,0.0,0.0,13,גר תושב יש בו משום ביומו תתן שכרו ואין בו משום לא תלין,1060000377,13,13
ref-m.4.2.9.13.56-ref-m.4.2.9.13.70,ref-sifre-d.110.1.17-ref-sifre-d.110.1.24,481645,481726,ref-m.4.2.9.13.56,ref-m.4.2.9.13.70,149708,149747,ref-sifre-d.110.1.17,ref-sifre-d.110.1.24,ולא תחבול בגד אלמנה בין עניה בין עשירה,ולא תחבול בגד אלמנה בין עניה בין עשירה,8,8,259,259.0,525,525.0,0.0,0.0,8,ולא תחבול בגד אלמנה בין עניה בין עשירה,1060000378,8,8
ref-m.4.2.9.13.56-ref-m.4.2.9.13.70,ref-sifre-d.281.2.1-ref-sifre-d.281.2.10,481645,481726,ref-m.4.2.9.13.56,ref-m.4.2.9.13.70,264868,264919,ref-sifre-d.281.2.1,ref-sifre-d.281.2.10,ולא תחבול בגד אלמנה בין עניה בין עשירה ואפילו היא,ולא תחבול בגד אלמנה בין עניה בין עשירה ואפילו היא,10,10,742,741.0,526,526.0,0.0,0.0,10,ולא תחבול בגד אלמנה בין עניה בין עשירה ואפילו היא,1060000379,10,10
ref-m.4.2.9.13.82-ref-m.4.2.9.13.88,ref-sifre-d.272.1.1-ref-sifre-d.272.1.9,481786,481821,ref-m.4.2.9.13.82,ref-m.4.2.9.13.88,260029,260070,ref-sifre-d.272.1.1,ref-sifre-d.272.1.9,לא יחבול רחים ורכב ולא רחים ורכב ,לא יחבול רחים ורכב אין לי אלא רחים ורכב ,7,9,714,714.0,529,529.0,0.2,0.4,6,לא יחבול רחים ורכב רחים ורכב,1060000380,7,9
ref-m.4.2.9.13.83-ref-m.4.2.9.13.88,ref-sifre-d.272.1.19-ref-sifre-d.272.1.27,481789,481821,ref-m.4.2.9.13.83,ref-m.4.2.9.13.88,260114,260156,ref-sifre-d.272.1.19,ref-sifre-d.272.1.27,יחבול רחים ורכב ולא רחים ורכב ,"חובל א""כ למה נאמר רחים ורכב מה רחים ורכב ",6,9,715,715.0,530,529.0,0.4390243902439024,0.4,4,רחים ורכב רחים ורכב,1060000381,6,9
ref-m.4.3.2.11.50-ref-m.4.3.2.11.55,ref-sifre-d.297.12.13-ref-sifre-d.297.12.18,488017,488044,ref-m.4.3.2.11.50,ref-m.4.3.2.11.55,282725,282756,ref-sifre-d.297.12.13,ref-sifre-d.297.12.18,בתוך שלו וזה נוטע בתוך שלו ,הנוטע בתוך שלו ומבריך בתוך של ,6,6,871,871.0,531,531.0,0.4666666666666667,0.6666666666666667,3,בתוך שלו בתוך,1060000382,6,6
ref-m.4.3.3.3.29-ref-m.4.3.3.3.37,ref-sifre-d.11.1.81-ref-sifre-d.11.1.105,489474,489515,ref-m.4.3.3.3.29,ref-m.4.3.3.3.37,14944,15050,ref-sifre-d.11.1.81,ref-sifre-d.11.1.105,שנתת לי במתנה אביך מכרה לי אביך נתנה לי ,לי אבא בידך עמד ונתן לו משלו כדי פרנסתו אמר לו כל מה שנתתי לך לא נתתי לך אלא משלי אבל מה שהניח לך אביך ,9,25,5,5.0,533,532.0,0.7669902912621359,0.8888888888888888,2,לי אביך,1060000383,9,25
ref-m.4.3.3.3.29-ref-m.4.3.3.3.36,ref-sifre-d.244.3.59-ref-sifre-d.244.3.73,489474,489512,ref-m.4.3.3.3.29,ref-m.4.3.3.3.36,243171,243239,ref-sifre-d.244.3.59,ref-sifre-d.244.3.73,שנתת לי במתנה אביך מכרה לי אביך נתנה ,"יתן לאביה אבל יתן לה ת""ל אשר לא אורשה שני פעמים שלא יתן לה ולאביה ",8,15,638,638.0,532,532.0,0.7121212121212122,0.9230769230769232,0,,1060000384,8,15
ref-m.4.3.3.7.37-ref-m.4.3.3.7.50,ref-sifre-d.36.8.20-ref-sifre-d.36.8.27,490874,490948,ref-m.4.3.3.7.37,ref-m.4.3.3.7.50,52582,52625,ref-sifre-d.36.8.20,ref-sifre-d.36.8.27,ופותחה לתוך ביתו לא יפתח אדם לחצר השותפין פתח כנגד פתח וחלון כנגד חלון ,פתוחות לקודש תוכן קדש פתוחות לחול תוכן חול ,14,8,54,52.0,534,534.0,0.6901408450704225,1.0,0,,1060000385,14,8
ref-m.4.3.4.9.135-ref-m.4.3.4.9.148,ref-sifre-d.124.4.10-ref-sifre-d.124.4.26,493758,493829,ref-m.4.3.4.9.135,ref-m.4.3.4.9.148,161325,161417,ref-sifre-d.124.4.10,ref-sifre-d.124.4.26,המקדיש את השדה הקדיש את כולם רבי שמעון אומר המקדיש את השדה לא הקדיש ,תקדיש וכתוב אחד אומר לא יקדיש מקדישו אתה הקדש עילוי ואין אתה מקדישו הקדש מזבח הקדש יכול ,14,1,309,305.0,535,535.0,0.6363636363636364,0.8333333333333334,1,לא,1060000386,14,17
ref-m.4.3.5.9.42-ref-m.4.3.5.10.35,ref-sifre-d.294.8.21-ref-sifre-d.294.8.37,496274,496480,ref-m.4.3.5.9.42,ref-m.4.3.5.10.35,279572,279673,ref-sifre-d.294.8.21,ref-sifre-d.294.8.37,"חילוף הדברים חנוני מקנח מדותיו פעמים בשבת וממחה משקלותיו פ""א בשבת ומקנח מאזנים על כל משקל ומשקל","חילוף הדברים חנוני מקנח מדותיו פעמים בשבת וממחה משקלותיו פ""א בשבת ומקנח מאזנים על כל משקל ומשקל",17,17,860,860.0,536,536.0,0.0,0.0,17,"חילוף הדברים חנוני מקנח מדותיו פעמים בשבת וממחה משקלותיו פ""א בשבת ומקנח מאזנים על כל משקל ומשקל",1060000387,17,17
ref-m.4.3.6.4.4-ref-m.4.3.6.4.18,ref-sifre-d.229.2.1-ref-sifre-d.229.3.4,497231,497312,ref-m.4.3.6.4.4,ref-m.4.3.6.4.18,230142,230282,ref-sifre-d.229.2.1,ref-sifre-d.229.3.4,בית אין לי אלא בית מנין הבונה בית התבן ובית הבקר ובית העצים ובית האוצרות תלמוד לומר כי תבנה ולא תשים דמים בביתך יכול אף הבונה בית,בית אין לי אלא בית מנין הבונה בית התבן ובית הבקר ובית העצים ובית האוצרות תלמוד לומר כי תבנה ולא תשים דמים בביתך יכול אף הבונה בית,13,13,600,600.0,538,538.0,0.0,0.0,23,בית אין_לי_אלא בית מנין הבונה בית התבן ובית הבקר ובית העצים ובית האוצרות תלמוד_לומר_כי תבנה ולא תשים דמים בביתך יכול אף הבונה בית,1060000388,27,27
ref-m.4.3.8.1.20-ref-m.4.3.8.1.46,ref-sifre-d.16.7.1-ref-sifre-d.16.7.17,499984,500134,ref-m.4.3.8.1.20,ref-m.4.3.8.1.46,19721,19798,ref-sifre-d.16.7.1,ref-sifre-d.16.7.17,בין איש ובין אחיו ובין גרו אין לי אלא בין איש לאשתו בין אשה לאיש בין איש ובין אחיו ובין גרו אין לי אלא בין איש לאשתו בין אשה לאיש בין אומה,בין איש ובין אחיו ובין גרו אין לי אלא בין איש לאשתו בין אשה לאיש בין איש ובין אחיו ובין גרו אין לי אלא בין איש לאשתו בין אשה לאיש בין אומה,32,32,17,17.0,540,540.0,0.0,0.0,28,בין איש ובין אחיו ובין גרו אין_לי_אלא בין איש לאשתו בין אשה לאיש בין איש ובין אחיו ובין גרו אין_לי_אלא בין איש לאשתו בין אשה לאיש בין אומה,1060000389,32,32
ref-m.4.3.8.2.32-ref-m.4.3.8.2.41,ref-sifre-d.116.4.7-ref-sifre-d.116.5.14,500344,500399,ref-m.4.3.8.2.32,ref-m.4.3.8.2.41,153544,153628,ref-sifre-d.116.4.7,ref-sifre-d.116.5.14,קודמין לאחין אחין קודמין לאחי האב יוצאי ירכן של אחין ,קודם אחיך זה אחיך מאביך מאמך כשהוא אומר מאחד אחיך מלמד שאחיך מאביך קודם לאחיך ,10,15,281,281.0,542,542.0,0.6538461538461539,1.0,0,,1060000390,10,15
ref-m.4.3.8.8.34-ref-m.4.3.8.8.45,ref-sifre-d.87.5.1-ref-sifre-d.87.7.2,502401,502471,ref-m.4.3.8.8.34,ref-m.4.3.8.8.45,131637,131684,ref-sifre-d.87.5.1,ref-sifre-d.87.7.2,זה חומר בבנות מבבנים שהבנות נזונות על הבנים ואין נזונות על הבנות ,בן אמך זה בן אמך או בנך זה בנך מכל מקום או בתך ,12,13,205,205.0,543,543.0,0.7076923076923077,0.8571428571428572,1,זה,1060000391,12,13
ref-m.4.3.10.5.7-ref-m.4.3.10.5.20,ref-sifre-d.144.1.12-ref-sifre-d.144.1.22,506439,506496,ref-m.4.3.10.5.7,ref-m.4.3.10.5.20,174196,174253,ref-sifre-d.144.1.12,ref-sifre-d.144.1.22,שטרו ואמר לו אם לא נתתי לך מכאן ועד יום פלוני תן לו שטרו ,"תתן לך ומנין שממנים שוטרים לכל ישראל ת""ל שוטרים תתן לך ",14,11,349,349.0,544,544.0,0.8070175438596491,0.9375,1,לך,1060000392,14,11
ref-m.4.4.1.6.17-ref-m.4.4.1.6.23,ref-sifre-d.346.1.25-ref-sifre-d.346.1.31,509828,509865,ref-m.4.4.1.6.17,ref-m.4.4.1.6.23,362578,362615,ref-sifre-d.346.1.25,ref-sifre-d.346.1.31,שנאמר אספה לי שבעים איש מזקני ישראל ,שנאמר אספה לי שבעים איש מזקני ישראל ,1,1,953,953.0,545,545.0,0.0,0.0,7,שנאמר אספה לי שבעים איש מזקני ישראל,1060000393,7,7
ref-m.4.4.1.6.103-ref-m.4.4.1.6.114,ref-sifre-d.205.10.7-ref-sifre-d.205.10.33,510295,510356,ref-m.4.4.1.6.103,ref-m.4.4.1.6.114,211911,212046,ref-sifre-d.205.10.7,ref-sifre-d.205.10.33,"ואין ב""ד שקול מוסיפים עליהם עוד אחד הרי ה' דברי ר' יהודה ר' שמעון אומר זקניך ושופטיך שנים אין ב""ד שקול מוסיפים עליהם עוד אחד הרי שלשה","ואין ב""ד שקול מוסיפים עליהם עוד אחד הרי ה' דברי ר' יהודה ר' שמעון אומר זקניך ושופטיך שנים אין ב""ד שקול מוסיפים עליהם עוד אחד הרי שלשה",12,12,508,508.0,546,546.0,0.0,0.0,23,"ואין ב""ד שקול מוסיפים עליהם עוד אחד הרי ה' דברי_ר'_יהודה ר'_שמעון_אומר זקניך ושופטיך שנים אין ב""ד שקול מוסיפים עליהם עוד אחד הרי שלשה",1060000394,27,27
ref-m.4.4.2.2.13-ref-m.4.4.2.2.29,ref-sifre-d.288.4.39-ref-sifre-d.288.4.44,511024,511111,ref-m.4.4.2.2.13,ref-m.4.4.2.2.29,273313,273347,ref-sifre-d.288.4.39,ref-sifre-d.288.4.44,חולצת או מתייבמת חולצת ולא מתיבמת,חולצת או מתייבמת חולצת ולא מתיבמת,6,6,823,823.0,549,549.0,0.0,0.0,6,חולצת או מתייבמת חולצת ולא מתיבמת,1060000395,6,6
ref-m.4.4.2.4.11-ref-m.4.4.2.4.31,ref-sifre-d.161.4.4-ref-sifre-d.161.4.30,511596,511709,ref-m.4.4.2.4.11,ref-m.4.4.2.4.31,185731,185879,ref-sifre-d.161.4.4,ref-sifre-d.161.4.30,ופורץ לעשות לו דרך ואין ממחין בידו דרך המלך אין לו שיעור וכל העם בוזזין ונותנין לפניו והוא נוטל חלק בראש ,פורץ לעשות לו דרך ואין ממחים בידו להרחיב לו אסרטיאות ואין ממחים בידו דרך המלך אין לו שיעור וכל העם בוזזים ונותנים לפניו והוא נוטל חלק בראש ,21,27,385,385.0,551,551.0,0.2733812949640288,0.3809523809523809,17,לעשות לו דרך ואין בידו דרך המלך אין לו שיעור וכל העם לפניו והוא נוטל חלק בראש,1060000396,21,27
ref-m.4.4.2.4.34-ref-m.4.4.2.4.72,ref-sifre-d.159.2.4-ref-sifre-d.159.3.21,511718,511898,ref-m.4.4.2.4.34,ref-m.4.4.2.4.72,184393,184555,ref-sifre-d.159.2.4,ref-sifre-d.159.3.21,מרבה הוא לו ובלבד שלא יהיו מסירות את לבו שנאמר ולא יסור לבבו ר' שמעון אומר אפילו אחת והיא מסירה את לבו לא ישאנה אם כן למה נאמר לא ירבה לו נשים אפילו כאביגיל,מרבה הוא לו ובלבד שלא יהיו מסירות את לבו שנאמר ולא יסור לבבו ר' שמעון אומר אפילו אחת והיא מסירה את לבו לא ישאנה אם כן למה נאמר לא ירבה לו נשים אפילו כאביגיל,34,34,378,378.0,552,552.0,0.0,0.0,27,מרבה הוא לו ובלבד שלא יהיו מסירות את לבו שנאמר ולא יסור לבבו ר'_שמעון_אומר אפילו אחת והיא מסירה את לבו לא ישאנה אם_כן_למה_נאמר לא_ירבה_לו נשים אפילו כאביגיל,1060000397,34,34
ref-m.4.4.2.4.95-ref-m.4.4.2.4.114,ref-sifre-d.161.1.6-ref-sifre-d.161.2.3,512003,512115,ref-m.4.4.2.4.95,ref-m.4.4.2.4.114,185147,185247,ref-sifre-d.161.1.6,ref-sifre-d.161.2.3,יוצא למלחמה מוציאה עמו נכנס מכניסה עמו יושב בדין היא עמו מיסב היא כנגדו שנאמר והיתה עמו וקרא בו כל ימי חייו ,יוצא למלחמה והיא עמו יושב בדין והיא אצלו מיסב והיא כנגדו שנאמר והיתה עמו וקרא בו כל ימי חייו ,22,19,381,381.0,554,554.0,0.2222222222222222,0.1333333333333333,15,יוצא למלחמה עמו יושב בדין מיסב כנגדו שנאמר והיתה עמו וקרא בו כל ימי חייו,1060000398,22,19
ref-m.4.4.2.5.23-ref-m.4.4.2.5.28,ref-sifre-d.156.5.12-ref-sifre-d.156.5.21,512244,512274,ref-m.4.4.2.5.23,ref-m.4.4.2.5.28,182932,182976,ref-sifre-d.156.5.12,ref-sifre-d.156.5.21,שנאמר שום תשים עליך מלך שתהא ,שנאמר שום תשים עליך מלך אשר יבחר ה' א להיך ,6,10,373,373.0,558,555.0,0.3488372093023256,0.375,5,שנאמר שום תשים עליך מלך,1060000399,6,10
ref-m.4.4.2.5.1-ref-m.4.4.2.5.30,ref-sifre-d.157.6.1-ref-sifre-d.157.7.3,512116,512285,ref-m.4.4.2.5.1,ref-m.4.4.2.5.30,183300,183522,ref-sifre-d.157.6.1,ref-sifre-d.157.7.3,עליך מלך שתהא אימתו עליך מכאן אמרו מלך אין רוכבים על סוסו ואין משתמשים בשרביטו ואין רואים אותו ערום ולא כשהוא מסתפר,תשים עליך מלך והלא כבר נאמר שום תשים עליך מלך ומה תלמוד לומר תשים עליך מלך שתהא אימתו עליך מכאן אמרו מלך אין רוכבים על סוסו ואין משתמשים בשרביטו ואין רואים אותו ערום ולא כשהוא מסתפר ולא בבית המרחץ,22,39,374,374.0,555,555.0,0.413265306122449,0.25,22,עליך מלך שתהא אימתו עליך מכאן אמרו מלך אין רוכבים על סוסו ואין משתמשים בשרביטו ואין רואים אותו ערום ולא כשהוא מסתפר,1060000400,22,39
