baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-bible,baseOrder,grp-ref-t,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-t.3.5.8.6.84-ref-t.3.5.8.6.99,ref-bible.0102.15.16.1-ref-bible.102.15.16.17,657923,657995,ref-t.3.5.8.6.84,ref-t.3.5.8.6.99,135904,135984,ref-bible.0102.15.16.1,ref-bible.0102.15.16.17,תפל עליהם אימתה ופחד וגו' עד יעבר עמך זו ביאה ראשונה עד יעבר עם זו קנית ,תפל עליהם אימתה ופחד בגדל זרועך ידמו כאבן עד יעבר עמך יהוה עד יעבר עם זו קנית ,16,17,93,93.0,490,490.0,0.3461538461538461,0.375,12,תפל עליהם אימתה ופחד עד יעבר עמך עד יעבר עם זו קנית,2090000417,16,17
ref-t.3.5.8.7.9-ref-t.3.5.8.7.15,ref-bible.0102.32.6.3-ref-bible.102.32.6.10,658125,658170,ref-t.3.5.8.7.9,ref-t.3.5.8.7.15,170471,170516,ref-bible.0102.32.6.3,ref-bible.0102.32.6.10,והעלו עליו עולות ושלמים וישבו ואכלו ושתו ,ויעלו עלת ויגשו שלמים וישב העם לאכל ושתו ,7,8,137,137.0,492,491.0,0.3414634146341463,0.25,1,ושתו,2090000418,7,8
ref-t.3.5.8.7.5-ref-t.3.5.8.7.11,ref-bible.0105.27.6.1-ref-bible.105.27.6.10,658101,658142,ref-t.3.5.8.7.5,ref-t.3.5.8.7.11,391926,391979,ref-bible.0105.27.6.1,ref-bible.0105.27.6.10,האבנים ובנו את המזבח והעלו עליו עולות ,אבנים שלמות תבנה את מזבח יהוה אלהיך והעלית עליו עולת ,7,10,516,516.0,491,491.0,0.4339622641509434,0.6,2,את עליו,2090000419,7,10
ref-t.3.5.8.7.23-ref-t.3.5.8.7.37,ref-bible.0201.4.3.16-ref-bible.201.4.3.25,658213,658297,ref-t.3.5.8.7.23,ref-t.3.5.8.7.37,416391,416449,ref-bible.0201.4.3.16,ref-bible.0201.4.3.25,והעברתם אותם עמכם והנחתם אותם במלון יכול בכל מלון ת'ל במלון אשר תלינו בו הלילה ,והעברתם אותם עמכם והנחתם אותם במלון אשר תלינו בו הלילה ,15,10,537,537.0,493,493.0,0.3037974683544304,0.2727272727272727,10,והעברתם אותם עמכם והנחתם אותם במלון אשר תלינו בו הלילה,2090000420,15,10
ref-t.3.5.8.8.8-ref-t.3.5.8.8.17,ref-bible.0105.11.29.16-ref-bible.105.11.29.23,658420,658468,ref-t.3.5.8.8.8,ref-t.3.5.8.8.17,364496,364530,ref-bible.0105.11.29.16,ref-bible.0105.11.29.23,עלו לראש הר גרזים וששה שבטים עלו לראש הר עיבל ,על הר גרזים ואת הקללה על הר עיבל ,10,8,451,451.0,494,494.0,0.4347826086956521,0.5555555555555556,4,הר גרזים הר עיבל,2090000421,10,8
ref-t.3.5.8.8.40-ref-t.3.5.8.8.49,ref-bible.0201.8.33.19-ref-bible.201.8.33.28,658604,658646,ref-t.3.5.8.8.40,ref-t.3.5.8.8.49,427909,427952,ref-bible.0201.8.33.19,ref-bible.0201.8.33.28,חציו אל מול הר גרזים וחציו אל מול הר עיבל ,חציו אל מול הר גרזים והחציו אל מול הר עיבל ,10,10,551,551.0,495,495.0,0.0232558139534883,0.0,9,חציו אל מול הר גרזים אל מול הר עיבל,2090000422,10,10
ref-t.3.5.8.8.118-ref-t.3.5.8.8.131,ref-bible.0105.27.15.2-ref-bible.105.27.15.13,658998,659063,ref-t.3.5.8.8.118,ref-t.3.5.8.8.131,392497,392557,ref-bible.0105.27.15.2,ref-bible.0105.27.15.13,האיש אשר לא יעשה פסל ומסכה תועבת ייי מעשה ידי חרש ולא שם בסתר ,האיש אשר יעשה פסל ומסכה תועבת יהוה מעשה ידי חרש ושם בסתר ,14,12,517,517.0,496,496.0,0.1451612903225806,0.0909090909090909,10,האיש אשר יעשה פסל ומסכה תועבת מעשה ידי חרש בסתר,2090000423,14,12
ref-t.3.5.8.8.173-ref-t.3.5.8.9.5,ref-bible.0104.24.9.3-ref-bible.104.24.9.10,659280,659327,ref-t.3.5.8.8.173,ref-t.3.5.8.9.5,309858,309906,ref-bible.0104.24.9.3,ref-bible.0104.24.9.10,ארור אשר לא יקים וגו' ברוך בכלל ברוך בפרט ארור ,כארי וכלביא מי יקימנו מברכיך ברוך וארריך ארור ,10,8,393,393.0,497,497.0,0.574468085106383,0.8333333333333334,2,ברוך ארור,2090000424,10,8
ref-t.3.5.8.10.47-ref-t.3.5.8.10.52,ref-bible.0303.1.3.4-ref-bible.303.1.3.13,659726,659761,ref-t.3.5.8.10.47,ref-t.3.5.8.10.52,1291434,1291485,ref-bible.0303.1.3.4,ref-bible.0303.1.3.13,אלף ושלשת אלפים וחמש מאות וחמשים ,אלפי צאן ושלשת אלפי גמלים וחמש מאות צמד בקר וחמש ,6,10,1012,1012.0,498,498.0,0.4285714285714285,0.6,3,ושלשת וחמש מאות,2090000425,6,10
ref-t.3.5.8.10.90-ref-t.3.5.8.10.95,ref-bible.0303.1.3.4-ref-bible.303.1.3.13,659937,659972,ref-t.3.5.8.10.90,ref-t.3.5.8.10.95,1291434,1291485,ref-bible.0303.1.3.4,ref-bible.0303.1.3.13,אלף ושלשת אלפים וחמש מאות וחמשים ,אלפי צאן ושלשת אלפי גמלים וחמש מאות צמד בקר וחמש ,6,10,1013,1012.0,499,499.0,0.4285714285714285,0.6,3,ושלשת וחמש מאות,2090000426,6,10
ref-t.3.5.9.2.2-ref-t.3.5.9.2.18,ref-bible.0105.21.7.2-ref-bible.105.21.8.5,660718,660801,ref-t.3.5.9.2.2,ref-t.3.5.9.2.18,381544,381623,ref-bible.0105.21.7.2,ref-bible.0105.21.8.5,אומ' ידינו לא שפכה את הדם הזה ועינינו לא ראו כהנים אומ' כפר לעמך ישראל אשר פדית ,ואמרו ידינו לא שפכה שפכו את הדם הזה ועינינו לא ראו כפר לעמך ישראל אשר פדית ,17,16,499,499.0,500,500.0,0.2375,0.1999999999999999,14,ידינו לא שפכה את הדם הזה ועינינו לא ראו כפר לעמך ישראל אשר פדית,2090000427,17,16
ref-t.3.5.9.2.53-ref-t.3.5.9.2.58,ref-bible.0104.13.28.1-ref-bible.104.13.28.6,660972,660999,ref-t.3.5.9.2.53,ref-t.3.5.9.2.58,284379,284405,ref-bible.0104.13.28.1,ref-bible.0104.13.28.6,אפס כי עז העם היושב בארץ ,אפס כי עז העם הישב בארץ ,6,6,359,359.0,501,501.0,0.04,0.0,5,אפס כי עז העם בארץ,2090000428,6,6
ref-t.3.5.9.3.5-ref-t.3.5.9.3.22,ref-bible.0101.38.25.14-ref-bible.101.38.26.16,661088,661181,ref-t.3.5.9.3.5,ref-t.3.5.9.3.22,77728,77853,ref-bible.0101.38.25.14,ref-bible.0101.38.26.16,ותאמר הכר נא למי החותמת אמר תמר צדקה ממני אמר יהודה ורוח הקדש אומרת ולא יסף עוד לדעתה ,ותאמר הכר נא למי החתמת והפתילים והמטה האלה ויכר יהודה ויאמר צדקה ממני כי על כן לא נתתיה לשלה בני ולא יסף עוד לדעתה ,18,24,63,63.0,502,502.0,0.4782608695652174,0.4285714285714286,10,ותאמר הכר נא למי צדקה ממני ולא יסף עוד לדעתה,2090000429,18,24
ref-t.3.5.9.3.33-ref-t.3.5.9.4.33,ref-bible.0203.4.7.15-ref-bible.0203.4.9.4,661224,661417,ref-t.3.5.9.3.33,ref-t.3.5.9.4.33,524244,524381,ref-bible.0203.4.7.15,ref-bible.0203.4.9.4,כזאת אתמול שלשם אוי לנו מי יצילנו מיד האלהים האדירים האלה אלה הם האלהים המכים את מצרים בכל מכה במדבר התחזקו והיו לאנשים פלשתים,כזאת אתמול שלשם אוי לנו מי יצילנו מיד האלהים האדירים האלה אלה הם האלהים המכים את מצרים בכל מכה במדבר התחזקו והיו לאנשים פלשתים,24,24,602,602.0,503,503.0,0.0,0.0,24,כזאת אתמול שלשם אוי לנו מי יצילנו מיד האלהים האדירים האלה אלה הם האלהים המכים את מצרים בכל מכה במדבר התחזקו והיו לאנשים פלשתים,2090000430,24,24
ref-t.3.5.9.4.8-ref-t.3.5.9.4.21,ref-bible.0311.8.7.3-ref-bible.311.8.7.9,661259,661341,ref-t.3.5.9.4.8,ref-t.3.5.9.4.21,1445420,1445457,ref-bible.0311.8.7.3,ref-bible.0311.8.7.9,יצילנו מיד האלים האדירים אמרו כשרין שבהן רשעים שבהם אמרו אלה הם האלים המכים ,אצל האיל ויתמרמר אליו ויך את האיל ,14,7,1102,1101.0,505,503.0,0.7236842105263158,0.9375,0,,2090000431,14,7
ref-t.3.5.9.4.44-ref-t.3.5.9.4.51,ref-bible.0202.5.28.1-ref-bible.202.5.28.6,661464,661505,ref-t.3.5.9.4.44,ref-t.3.5.9.4.51,475542,475574,ref-bible.0202.5.28.1,ref-bible.0202.5.28.6,בעד החלון נשקפה ותיבב אמרה אמו של סיסרא ,בעד החלון נשקפה ותיבב אם סיסרא ,8,6,581,581.0,507,507.0,0.25,0.25,5,בעד החלון נשקפה ותיבב סיסרא,2090000432,8,6
ref-t.3.5.9.5.51-ref-t.3.5.9.5.60,ref-bible.0102.32.13.25-ref-bible.0102.32.14.7,661883,661932,ref-t.3.5.9.5.51,ref-t.3.5.9.5.60,171166,171206,ref-bible.0102.32.13.25,ref-bible.0102.32.14.7,לעלם וינחם יהוה על הרעה אשר דבר לעשות,לעלם וינחם יהוה על הרעה אשר דבר לעשות,8,8,139,139.0,510,510.0,0.0,0.0,8,לעלם וינחם יהוה על הרעה אשר דבר לעשות,2090000433,8,8
ref-t.3.5.9.5.51-ref-t.3.5.9.5.60,ref-bible.0208.18.8.4-ref-bible.208.18.8.10,661883,661932,ref-t.3.5.9.5.51,ref-t.3.5.9.5.60,900486,900524,ref-bible.0208.18.8.4,ref-bible.0208.18.8.10,וינחם ייי על הרעה אשר דבר עליהם ואנחנו עש' רעה ,מרעתו אשר דברתי עליו ונחמתי על הרעה ,10,7,816,816.0,512,508.0,0.574468085106383,0.7272727272727273,2,על הרעה,2090000434,10,7
ref-t.3.5.9.5.51-ref-t.3.5.9.5.62,ref-bible.0208.26.3.7-ref-bible.208.26.3.17,661883,661940,ref-t.3.5.9.5.51,ref-t.3.5.9.5.62,915932,915987,ref-bible.0208.26.3.7,ref-bible.0208.26.3.17,וינחם ייי על הרעה אשר דבר עליהם ואנחנו עש' רעה גדו' על ,ונחמתי אל הרעה אשר אנכי חשב לעשות להם מפני רע מעלליהם ,12,11,821,821.0,514,508.0,0.6181818181818182,0.8823529411764706,2,הרעה אשר,2090000435,12,11
ref-t.3.5.9.5.51-ref-t.3.5.9.5.59,ref-bible.0208.26.13.9-ref-bible.208.26.14.4,661883,661928,ref-t.3.5.9.5.51,ref-t.3.5.9.5.59,916868,916924,ref-bible.0208.26.13.9,ref-bible.0208.26.14.4,וינחם ייי על הרעה אשר דבר עליהם ואנחנו עש' ,וינחם יהוה אל הרעה אשר דבר עליכם ואני הנני בידכם עשו ,9,11,822,822.0,511,508.0,0.320754716981132,0.7142857142857143,4,וינחם הרעה אשר דבר,2090000436,9,11
ref-t.3.5.9.5.5-ref-t.3.5.9.5.62,ref-bible.0208.26.17.5-ref-bible.208.26.19.27,661650,661940,ref-t.3.5.9.5.5,ref-t.3.5.9.5.62,917221,917535,ref-bible.0208.26.17.5,ref-bible.0208.26.19.27,מיכה המורשתי היה נביא בימי חזקיה מלך יהודה ומה היה מתנבא ויאמר אל כל עם יהודה לאמר כה אמר ייי צבאות ציון שדה תחרש וירושלם עיים תהיה והר הבית לבהמות יער ההמת המיתהו חזקיהו מלך יהודה וכל יהודה הלא ירא את ייי ויחל את פני ייי וינחם ייי על הרעה אשר דבר עליהם ואנחנו עש' רעה גדו' על ,ויאמרו אל כל קהל העם לאמר מיכיה מיכה המורשתי היה נבא בימי חזקיהו מלך יהודה ויאמר אל כל עם יהודה לאמר כה אמר יהוה צבאות ציון שדה תחרש וירושלים עיים תהיה והר הבית לבמות יער ההמת המתהו חזקיהו מלך יהודה וכל יהודה הלא ירא את יהוה ויחל את פני יהוה וינחם יהוה אל הרעה אשר דבר עליהם ואנחנו עשים רעה גדולה על ,58,62,823,823.0,508,508.0,0.2466666666666666,0.2926829268292683,35,מיכה המורשתי היה בימי מלך יהודה ויאמר אל כל עם יהודה ציון שדה תחרש עיים תהיה והר הבית יער ההמת חזקיהו מלך יהודה וכל יהודה הלא ויחל וינחם הרעה אשר דבר עליהם ואנחנו רעה על,2090000437,58,62
ref-t.3.5.9.5.51-ref-t.3.5.9.5.61,ref-bible.0214.3.10.9-ref-bible.214.4.1.5,661883,661937,ref-t.3.5.9.5.51,ref-t.3.5.9.5.61,1112575,1112649,ref-bible.0214.3.10.9,ref-bible.0214.4.1.5,וינחם ייי על הרעה אשר דבר עליהם ואנחנו עש' רעה גדו' ,וינחם האלהים על הרעה אשר דבר לעשות להם ולא עשה וירע אל יונה רעה גדולה ,11,15,906,906.0,513,508.0,0.4142857142857143,0.6875,6,וינחם על הרעה אשר דבר רעה,2090000438,11,15
ref-t.3.5.9.5.26-ref-t.3.5.9.5.35,ref-bible.0215.3.12.3-ref-bible.215.3.12.12,661754,661809,ref-t.3.5.9.5.26,ref-t.3.5.9.5.35,1116436,1116490,ref-bible.0215.3.12.3,ref-bible.0215.3.12.12,ציון שדה תחרש וירושלם עיים תהיה והר הבית לבהמות יער ,ציון שדה תחרש וירושלם עיין תהיה והר הבית לבמות יער ,10,5,909,908.0,509,508.0,0.0384615384615384,0.1818181818181817,8,ציון שדה תחרש וירושלם תהיה והר הבית יער,2090000439,10,10
ref-t.3.5.9.5.116-ref-t.3.5.9.5.129,ref-bible.0206.10.25.11-ref-bible.206.10.25.17,662233,662319,ref-t.3.5.9.5.116,ref-t.3.5.9.5.129,738687,738720,ref-bible.0206.10.25.11,ref-bible.0206.10.25.17,ואנשים אתו אל מצרים ויוציאו את אוריהו ממצרים ויביאוהו אל המלך ויכהו בחרב וישלך ,איש אל יצא ויכום לפי חרב וישלכו ,14,7,757,757.0,517,516.0,0.6708860759493671,0.7333333333333334,1,אל,2090000440,14,7
ref-t.3.5.9.5.71-ref-t.3.5.9.5.135,ref-bible.0208.26.20.1-ref-bible.208.26.23.17,661985,662345,ref-t.3.5.9.5.71,ref-t.3.5.9.5.135,917545,917939,ref-bible.0208.26.20.1,ref-bible.0208.26.23.17,וגם איש היה מתנבא בשם ייי אוריהו בן שמעיהו מקרית יערים ויתנבא על העולם הזה ועל הא' הז' ככל דברי ירמיהו וישמע המלך וכל גבו' וכל השרים את דבר' ויבקש המ' וישמע אוריהו ויירא ויברח ויבא מצרים וישלח המלך אנשים מצרים את אלנתן בן עכבור ואנשים אתו אל מצרים ויוציאו את אוריהו ממצרים ויביאוהו אל המלך ויכהו בחרב וישלך את נבלתו אל קברי בני העם ,וגם איש היה מתנבא בשם יהוה אוריהו בן שמעיהו מקרית היערים וינבא על העיר הזאת ועל הארץ הזאת ככל דברי ירמיהו וישמע המלך יהויקים וכל גבוריו וכל השרים את דבריו ויבקש המלך המיתו וישמע אוריהו וירא ויברח ויבא מצרים וישלח המלך יהויקים אנשים מצרים את אלנתן בן עכבור ואנשים אתו אל מצרים ויוציאו את אוריהו ממצרים ויבאהו אל המלך יהויקים ויכהו בחרב וישלך את נבלתו אל קברי בני העם ,65,69,824,824.0,516,516.0,0.1530054644808743,0.2978723404255319,52,וגם איש היה מתנבא בשם אוריהו בן שמעיהו מקרית ועל ככל דברי ירמיהו וישמע המלך וכל וכל השרים את ויבקש וישמע אוריהו ויברח ויבא מצרים וישלח המלך אנשים מצרים את אלנתן בן עכבור ואנשים אתו אל מצרים ויוציאו את אוריהו ממצרים אל המלך ויכהו בחרב וישלך את נבלתו אל קברי בני העם,2090000441,65,69
ref-t.3.5.9.5.151-ref-t.3.5.9.5.159,ref-bible.0208.26.24.6-ref-bible.208.26.24.14,662421,662468,ref-t.3.5.9.5.151,ref-t.3.5.9.5.159,917959,918005,ref-bible.0208.26.24.6,ref-bible.0208.26.24.14,היתה את ירמיהו לבלתי תת אותו ביד העם להמיתו ,היתה את ירמיהו לבלתי תת אתו ביד העם להמיתו ,9,9,825,825.0,518,518.0,0.0227272727272727,0.0,8,היתה את ירמיהו לבלתי תת ביד העם להמיתו,2090000442,9,9
ref-t.3.5.9.6.5-ref-t.3.5.9.6.15,ref-bible.0216.1.1.1-ref-bible.216.1.2.5,662535,662591,ref-t.3.5.9.6.5,ref-t.3.5.9.6.15,1120951,1121005,ref-bible.0216.1.1.1,ref-bible.0216.1.2.5,משא נינוה ספר חזון נחום האלקושי אל קנוא ונוקם ייי נוקם ,משא נינוה ספר חזון נחום האלקשי אל קנוא ונקם יהוה נקם ,11,11,913,913.0,519,519.0,0.109090909090909,0.0,7,משא נינוה ספר חזון נחום אל קנוא,2090000443,11,11
ref-t.3.5.9.7.5-ref-t.3.5.9.7.9,ref-bible.0301.57.1.1-ref-bible.301.57.1.5,662709,662734,ref-t.3.5.9.7.5,ref-t.3.5.9.7.9,1189628,1189653,ref-bible.0301.57.1.1,ref-bible.0301.57.1.5,למנצח אל תשחת לדוד מכתם ,למנצח אל תשחת לדוד מכתם ,5,5,959,959.0,520,520.0,0.0,0.0,5,למנצח אל תשחת לדוד מכתם,2090000444,5,5
ref-t.3.5.9.7.5-ref-t.3.5.9.7.12,ref-bible.0301.58.1.1-ref-bible.301.58.2.3,662709,662749,ref-t.3.5.9.7.5,ref-t.3.5.9.7.12,1190172,1190212,ref-bible.0301.58.1.1,ref-bible.0301.58.2.3,למנצח אל תשחת לדוד מכתם האמנם אלם צדק ,למנצח אל תשחת לדוד מכתם האמנם אלם צדק ,8,8,960,960.0,522,520.0,0.0,0.0,8,למנצח אל תשחת לדוד מכתם האמנם אלם צדק,2090000445,8,8
ref-t.3.5.9.7.5-ref-t.3.5.9.7.9,ref-bible.0301.59.1.1-ref-bible.301.59.1.5,662709,662734,ref-t.3.5.9.7.5,ref-t.3.5.9.7.9,1190679,1190704,ref-bible.0301.59.1.1,ref-bible.0301.59.1.5,למנצח אל תשחת לדוד מכתם ,למנצח אל תשחת לדוד מכתם ,5,5,961,961.0,521,520.0,0.0,0.0,5,למנצח אל תשחת לדוד מכתם,2090000446,5,5
ref-t.3.5.9.8.5-ref-t.3.5.9.8.21,ref-bible.0304.8.5.9-ref-bible.304.8.6.11,662862,662949,ref-t.3.5.9.8.5,ref-t.3.5.9.8.21,1340123,1340224,ref-bible.0304.8.5.9,ref-bible.0304.8.6.11,תחת התפוח עוררתיך אמרה רוח הקדש שימני כחותם על לבך אמרה כנסת ישראל כי עזה כמות אהבה ,תחת התפוח עוררתיך שמה חבלתך אמך שמה חבלה ילדתך שימני כחותם על לבך כחותם על זרועך כי עזה כמות אהבה ,17,20,1038,1038.0,523,523.0,0.3673469387755102,0.5238095238095238,11,תחת התפוח עוררתיך שימני כחותם על לבך כי עזה כמות אהבה,2090000447,17,20
ref-t.3.5.10.2.60-ref-t.3.5.10.2.75,ref-bible.0207.57.2.1-ref-bible.207.57.3.5,663465,663545,ref-t.3.5.10.2.60,ref-t.3.5.10.2.75,853038,853097,ref-bible.0207.57.2.1,ref-bible.0207.57.3.5,יבא שלום ינוחו על משכותם וגו' הולך שלום אל הקבר ואומ' ואתם קרבו הנה בני עוננה ,יבוא שלום ינוחו על משכבותם הלך נכחו ואתם קרבו הנה בני עננה ,16,12,801,801.0,524,524.0,0.3333333333333333,0.4375,7,שלום ינוחו על ואתם קרבו הנה בני,2090000448,16,12
ref-t.3.5.10.4.49-ref-t.3.5.10.5.12,ref-bible.0311.1.12.5-ref-bible.311.1.13.1,664352,664427,ref-t.3.5.10.4.49,ref-t.3.5.10.5.12,1424137,1424196,ref-bible.0311.1.12.5,ref-bible.0311.1.13.1,הימים דבר אחר מלמד שנתן להם המקום מאכל ומשתה וישבו ואכלו ושתו והראך ,ימים עשרה ויתנו לנו מן הזרעים ונאכלה ומים ונשתה ויראו ,13,10,1095,1095.0,525,525.0,0.6176470588235294,0.9473684210526316,0,,2090000449,13,10
ref-t.3.5.10.6.39-ref-t.3.5.10.6.52,ref-bible.0101.26.17.7-ref-bible.0101.26.18.8,664769,664846,ref-t.3.5.10.6.39,ref-t.3.5.10.6.52,47971,48020,ref-bible.0101.26.17.7,ref-bible.0101.26.18.8,וישב שם וישב יצחק ויחפר את בארת המים אשר חפרו,וישב שם וישב יצחק ויחפר את בארת המים אשר חפרו,10,10,34,34.0,526,526.0,0.0,0.0,10,וישב שם וישב יצחק ויחפר את בארת המים אשר חפרו,2090000450,10,10
ref-t.3.5.10.7.14-ref-t.3.5.10.7.25,ref-bible.0101.30.30.1-ref-bible.101.30.30.12,664925,664983,ref-t.3.5.10.7.14,ref-t.3.5.10.7.25,58125,58182,ref-bible.0101.30.30.1,ref-bible.0101.30.30.12,כי מעט אשר היה לך לפני ויפרץ לרוב ויברך ייי אותך לרגלי ,כי מעט אשר היה לך לפני ויפרץ לרב ויברך יהוה אתך לרגלי ,12,12,40,40.0,528,528.0,0.0909090909090909,0.0,9,כי מעט אשר היה לך לפני ויפרץ ויברך לרגלי,2090000451,12,12
ref-t.3.5.10.7.29-ref-t.3.5.10.7.34,ref-bible.0101.30.30.7-ref-bible.101.30.30.12,664999,665035,ref-t.3.5.10.7.29,ref-t.3.5.10.7.34,58148,58182,ref-bible.0101.30.30.7,ref-bible.0101.30.30.12,ויפרוץ לרוב ויברך ייי אותך לרגלי ,ויפרץ לרב ויברך יהוה אתך לרגלי ,6,6,41,40.0,529,529.0,0.1818181818181818,0.0,2,ויברך לרגלי,2090000452,6,6
ref-t.3.5.10.8.34-ref-t.3.5.10.8.41,ref-bible.0101.50.21.1-ref-bible.101.50.21.8,665325,665365,ref-t.3.5.10.8.34,ref-t.3.5.10.8.41,105226,105266,ref-bible.0101.50.21.1,ref-bible.0101.50.21.8,ועתה אל תיראו אנכי אכלכל אתכם ואת טפכם ,ועתה אל תיראו אנכי אכלכל אתכם ואת טפכם ,8,8,72,72.0,530,530.0,0.0,0.0,8,ועתה אל תיראו אנכי אכלכל אתכם ואת טפכם,2090000453,8,8
ref-t.3.5.10.9.12-ref-t.3.5.11.1.6,ref-bible.0102.1.5.9-ref-bible.0102.1.10.6,665508,665654,ref-t.3.5.10.9.12,ref-t.3.5.11.1.6,105829,106067,ref-bible.0102.1.5.9,ref-bible.0102.1.10.6,ויוסף היה במצרים וימת יוסף וכל אחיו וכל הדור ההוא ובני ישראל פרו וישרצו וירבו ויעצמו במאד מאד ותמלא הארץ אתם ויקם מלך חדש על מצרים אשר לא ידע את יוסף ויאמר אל עמו הנה עם בני ישראל רב ועצום ממנו הבה נתחכמה לו פן ירבה והיה,ויוסף היה במצרים וימת יוסף וכל אחיו וכל הדור ההוא ובני ישראל פרו וישרצו וירבו ויעצמו במאד מאד ותמלא הארץ אתם ויקם מלך חדש על מצרים אשר לא ידע את יוסף ויאמר אל עמו הנה עם בני ישראל רב ועצום ממנו הבה נתחכמה לו פן ירבה והיה,47,47,73,73.0,531,531.0,0.0,0.0,47,ויוסף היה במצרים וימת יוסף וכל אחיו וכל הדור ההוא ובני ישראל פרו וישרצו וירבו ויעצמו במאד מאד ותמלא הארץ אתם ויקם מלך חדש על מצרים אשר לא ידע את יוסף ויאמר אל עמו הנה עם בני ישראל רב ועצום ממנו הבה נתחכמה לו פן ירבה והיה,2090000454,47,47
ref-t.3.5.11.1.15-ref-t.3.5.11.1.21,ref-bible.0104.20.1.13-ref-bible.104.20.2.4,665694,665726,ref-t.3.5.11.1.15,ref-t.3.5.11.1.21,299716,299758,ref-bible.0104.20.1.13,ref-bible.0104.20.2.4,ותמת שם מרים ולא היה מים לעדה ,ותמת שם מרים ותקבר שם ולא היה מים לעדה ,7,9,388,388.0,533,533.0,0.2307692307692307,0.1428571428571429,7,ותמת שם מרים ולא היה מים לעדה,2090000455,7,9
ref-t.3.5.11.1.35-ref-t.3.5.11.1.43,ref-bible.0104.20.29.9-ref-bible.104.21.1.6,665794,665840,ref-t.3.5.11.1.35,ref-t.3.5.11.1.43,301740,301800,ref-bible.0104.20.29.9,ref-bible.0104.21.1.6,אהרן מהו או' וישמע הכנעני מלך ערד יושב הנגב ,אהרן שלשים יום כל בית ישראל וישמע הכנעני מלך ערד ישב הנגב ,9,12,389,389.0,534,534.0,0.3620689655172414,0.3636363636363636,6,אהרן וישמע הכנעני מלך ערד הנגב,2090000456,9,12
ref-t.3.5.11.1.38-ref-t.3.5.11.1.43,ref-bible.0104.33.40.1-ref-bible.104.33.40.7,665807,665840,ref-t.3.5.11.1.38,ref-t.3.5.11.1.43,331186,331224,ref-bible.0104.33.40.1,ref-bible.0104.33.40.7,וישמע הכנעני מלך ערד יושב הנגב ,וישמע הכנעני מלך ערד והוא ישב בנגב ,6,7,415,415.0,535,534.0,0.1714285714285714,0.0,4,וישמע הכנעני מלך ערד,2090000457,6,7
ref-t.3.5.11.2.49-ref-t.3.5.11.2.72,ref-bible.0102.16.35.1-ref-bible.102.16.35.21,666183,666287,ref-t.3.5.11.2.49,ref-t.3.5.11.2.72,139478,139569,ref-bible.0102.16.35.1,ref-bible.0102.16.35.21,ובני ישראל אכלו את המן ארבעים שנה עד באם אל ארץ נושבת שאין ת'ל עד באם מה ת'ל עד באם אל קצה ארץ כנען ,ובני ישראל אכלו את המן ארבעים שנה עד באם אל ארץ נושבת את המן אכלו עד באם אל קצה ארץ כנען ,18,15,95,94.0,536,536.0,0.17,0.0666666666666666,18,ובני ישראל אכלו את המן ארבעים שנה עד באם אל ארץ נושבת עד באם אל קצה ארץ כנען,2090000458,24,21
ref-t.3.5.11.3.11-ref-t.3.5.11.3.23,ref-bible.0201.9.11.12-ref-bible.201.9.12.3,666507,666569,ref-t.3.5.11.3.11,ref-t.3.5.11.3.23,429068,429140,ref-bible.0201.9.11.12,ref-bible.0201.9.12.3,למלך בשר ודם שאמ' לעבדו מזוג לי בחמין אמ' לו אין כאן חמין ,ולכו לקראתם ואמרתם אליהם עבדיכם אנחנו ועתה כרתו לנו ברית זה לחמנו חם ,13,13,555,555.0,537,537.0,0.7391304347826086,0.8947368421052632,0,,2090000459,13,13
ref-t.3.5.11.6.37-ref-t.3.5.11.6.43,ref-bible.0102.16.35.1-ref-bible.102.16.35.7,666867,666901,ref-t.3.5.11.6.37,ref-t.3.5.11.6.43,139478,139512,ref-bible.0102.16.35.1,ref-bible.0102.16.35.7,ובני ישראל אכלו את המן ארבעי' שנה ,ובני ישראל אכלו את המן ארבעים שנה ,7,1,94,94.0,538,538.0,0.0294117647058823,0.25,6,ובני ישראל אכלו את המן שנה,2090000460,7,7
ref-t.3.5.11.8.7-ref-t.3.5.11.8.14,ref-bible.0105.34.8.1-ref-bible.105.34.8.8,667317,667363,ref-t.3.5.11.8.7,ref-t.3.5.11.8.14,410506,410551,ref-bible.0105.34.8.1,ref-bible.0105.34.8.8,ויבכו בני ישראל את משה בערבות מואב שלשים יום ,ויבכו בני ישראל את משה בערבת מואב שלשים יום ,9,9,526,526.0,539,539.0,0.0666666666666666,0.4,5,ויבכו משה מואב שלשים יום,2090000461,9,9
