baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-n,baseOrder,grp-ref-mek,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-mek.7.1.2.114-ref-mek.7.1.2.128,ref-sifre-n.110.1.111-ref-sifre-n.110.1.126,285420,285495,ref-mek.7.1.2.114,ref-mek.7.1.2.128,156758,156836,ref-sifre-n.110.1.111,ref-sifre-n.110.1.126,כאן לחם עוני ונאמר להלן לחם מה לחם האמור להלן חמשת המינים אף לחם האמור כאן,כאן לחם עוני ונאמר להלן לחם מה לחם האמור להלן חמשת המינים אף לחם האמור כאן,1,1,488,488.0,541,541.0,0.0,0.0,16,כאן לחם עוני ונאמר להלן לחם מה לחם האמור להלן חמשת המינים אף לחם האמור כאן,3050000421,16,16
ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifre-n.113.1.59-ref-sifre-n.113.1.73,285420,285515,ref-mek.7.1.2.114,ref-mek.7.1.2.132,167764,167839,ref-sifre-n.113.1.59,ref-sifre-n.113.1.73,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל הכתוב מדבר אף עבד עברי האמור כאן ,נאמר כאן מדבר ונאמר להלן מדבר מה מדבר האמור להלן צלפחד אף מדבר האמור כאן ,1,1,540,538.0,550,530.0,0.3478260869565217,0.5454545454545454,10,נאמר כאן ונאמר להלן מה האמור להלן אף האמור כאן,3050000422,17,15
ref-mek.7.1.2.114-ref-mek.7.1.2.123,ref-sifre-n.116.1.236-ref-sifre-n.116.1.251,285420,285470,ref-mek.7.1.2.114,ref-mek.7.1.2.123,178868,178948,ref-sifre-n.116.1.236,ref-sifre-n.116.1.251,ונאמר להלן אתך מה אתך האמור להלן כאן בלוים הכתוב מדבר אף אתך האמור כאן להלן,ונאמר להלן אתך מה אתך האמור להלן כאן בלוים הכתוב מדבר אף אתך האמור כאן להלן,1,1,568,568.0,539,539.0,0.0,0.0,14,ונאמר להלן אתך מה אתך האמור להלן כאן בלוים הכתוב_מדבר_אף אתך האמור כאן להלן,3050000423,14,14
ref-mek.7.1.2.117-ref-mek.7.1.2.133,ref-sifre-n.116.2.276-ref-sifre-n.116.2.291,285434,285520,ref-mek.7.1.2.117,ref-mek.7.1.2.133,183020,183099,ref-sifre-n.116.2.276,ref-sifre-n.116.2.291,ונאמר להלן עברי מה עברי האמור להלן בבן ישראל הכתוב מדבר אף עבד עברי האמור כאן בבן ,ונאמר להלן יומת מה יומת האמור להלן סקילה אף יומת האמור כאן סקילה ר' יוחנן בן ,15,5,599,599.0,560,558.0,0.5121951219512195,0.6153846153846154,8,ונאמר להלן מה האמור להלן אף האמור כאן,3050000424,15,16
ref-mek.7.1.2.117-ref-mek.7.1.2.132,ref-sifre-n.116.2.297-ref-sifre-n.116.2.308,285434,285515,ref-mek.7.1.2.117,ref-mek.7.1.2.132,183124,183185,ref-sifre-n.116.2.297,ref-sifre-n.116.2.308,ונאמר להלן עברי מה עברי האמור להלן בבן ישראל הכתוב מדבר אף עבד עברי האמור כאן ,ונאמר להלן יומת מה יומת האמור להלן בחנק אף יומת האמור כאן ,14,1,608,608.0,558,558.0,0.4487179487179487,0.5454545454545454,8,ונאמר להלן מה האמור להלן אף האמור כאן,3050000425,14,12
ref-mek.7.1.2.120-ref-mek.7.1.2.133,ref-sifre-n.123.1.110-ref-sifre-n.123.1.123,285451,285520,ref-mek.7.1.2.120,ref-mek.7.1.2.133,205527,205601,ref-sifre-n.123.1.110,ref-sifre-n.123.1.123,מה עברי האמור להלן בבן ישראל הכתוב מדבר אף עבד עברי האמור כאן בבן ,מה חקה האמורה להלן בבגדי לבן הכתוב מדבר אף חקה האמורה כאן בבגדי לבן ,12,12,708,708.0,561,530.0,0.4117647058823529,0.6363636363636364,3,מה להלן כאן,3050000426,12,12
ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifre-n.124.1.255-ref-sifre-n.124.1.271,285420,285515,ref-mek.7.1.2.114,ref-mek.7.1.2.132,212021,212111,ref-sifre-n.124.1.255,ref-sifre-n.124.1.271,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל הכתוב מדבר אף עבד עברי האמור כאן ,נאמרה כאן לקיחה ונאמרה להלן שמות יב לקיחה מה לקיחה האמורה להלן שלשה אף לקיחה האמורה כאן ,1,1,717,715.0,551,530.0,0.5434782608695652,0.6153846153846154,6,כאן להלן מה להלן אף כאן,3050000427,17,17
ref-mek.7.1.2.117-ref-mek.7.1.2.132,ref-sifre-n.124.1.639-ref-sifre-n.124.1.653,285434,285515,ref-mek.7.1.2.117,ref-mek.7.1.2.132,213993,214074,ref-sifre-n.124.1.639,ref-sifre-n.124.1.653,ונאמר להלן עברי מה עברי האמור להלן בבן ישראל הכתוב מדבר אף עבד עברי האמור כאן ,ונאמר להלן טהור מה טהור האמור להלן טמא לתרומה וטהור לחטאת אף טהור האמור כאן ,14,1,720,719.0,559,530.0,0.4358974358974359,0.6153846153846154,8,ונאמר להלן מה האמור להלן אף האמור כאן,3050000428,14,15
ref-mek.7.1.2.114-ref-mek.7.1.2.128,ref-sifre-n.127.5.22-ref-sifre-n.127.5.37,285420,285495,ref-mek.7.1.2.114,ref-mek.7.1.2.128,223948,224020,ref-sifre-n.127.5.22,ref-sifre-n.127.5.37,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל הכתוב מדבר אף ,נאמר כאן עפר ונאמר להלן במדבר ה עפר מה עפר האמור להלן על פני המים אף ,5,1,730,729.0,543,530.0,0.410958904109589,0.6153846153846154,8,נאמר כאן ונאמר להלן מה האמור להלן אף,3050000429,13,16
ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifre-n.128.2.2-ref-sifre-n.128.2.18,285420,285515,ref-mek.7.1.2.114,ref-mek.7.1.2.132,224593,224681,ref-sifre-n.128.2.2,ref-sifre-n.128.2.18,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל הכתוב מדבר אף עבד עברי האמור כאן ,נאמרה כאן לקיחה ונאמרה להלן שמות יב לקיחה מה לקיחה האמורה להלן ג' אף לקיחה האמורה כאן ,1,1,735,733.0,552,530.0,0.5543478260869565,0.6153846153846154,6,כאן להלן מה להלן אף כאן,3050000430,17,17
ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifre-n.142.2.71-ref-sifre-n.142.2.91,285420,285515,ref-mek.7.1.2.114,ref-mek.7.1.2.132,253140,253250,ref-sifre-n.142.2.71,ref-sifre-n.142.2.91,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל הכתוב מדבר אף עבד עברי האמור כאן ,נאמרה כאן שמירה ונאמר להלן שמות יב שמירה מה שמירה האמורה להלן מבקרו ד' ימים קודם שחיטתו אף שמירה האמורה כאן ,1,2,778,775.0,553,530.0,0.4722222222222222,0.7058823529411764,7,כאן ונאמר להלן מה להלן אף כאן,3050000431,17,21
ref-mek.7.1.2.108-ref-mek.7.1.2.132,ref-sifre-n.142.2.206-ref-sifre-n.142.2.228,285386,285515,ref-mek.7.1.2.108,ref-mek.7.1.2.132,253818,253940,ref-sifre-n.142.2.206,ref-sifre-n.142.2.228,מופנה להקיש ולדון ממנו גזרה שווה נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל הכתוב מדבר אף עבד עברי האמור כאן ,מופנה להקיש לדון הימנו גזירה שוה נאמר כאן במועדו ונא' להלן במועדו מה מועדו האמור להלן דוחה את השבת אף מועדו האמור כאן ,7,7,794,789.0,535,530.0,0.36,0.55,11,מופנה להקיש נאמר כאן להלן מה האמור להלן אף האמור כאן,3050000432,23,21
ref-mek.7.1.2.114-ref-mek.7.1.2.133,ref-sifre-n.147.1.24-ref-sifre-n.147.1.46,285420,285520,ref-mek.7.1.2.114,ref-mek.7.1.2.133,259536,259647,ref-sifre-n.147.1.24,ref-sifre-n.147.1.46,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל הכתוב מדבר אף עבד עברי האמור כאן בבן ,נאמר כאן מקרא קודש ונאמר להלן שמות יב מקרא קודש האמור להלן להתיר בו אוכל נפש אף מקרא קודש האמור כאן להתיר בו ,2,23,823,823.0,554,530.0,0.4862385321100917,0.6875,9,נאמר כאן ונאמר להלן האמור להלן אף האמור כאן,3050000433,18,23
ref-mek.7.1.2.115-ref-mek.7.1.2.132,ref-sifre-n.153.3.18-ref-sifre-n.153.3.33,285425,285515,ref-mek.7.1.2.115,ref-mek.7.1.2.132,264584,264659,ref-sifre-n.153.3.18,ref-sifre-n.153.3.33,כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל הכתוב מדבר אף עבד עברי האמור כאן ,כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה עמו אף נדר האמור כאן ,8,1,835,833.0,557,530.0,0.367816091954023,0.5833333333333333,9,כאן ונאמר להלן מה האמור להלן אף האמור כאן,3050000434,16,16
ref-mek.7.1.2.108-ref-mek.7.1.2.133,ref-sifre-n.157.8.85-ref-sifre-n.157.8.111,285386,285520,ref-mek.7.1.2.108,ref-mek.7.1.2.133,281072,281198,ref-sifre-n.157.8.85,ref-sifre-n.157.8.111,מופנה להקיש ולדון ממנו גזרה שווה נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל הכתוב מדבר אף עבד עברי האמור כאן בבן ,מופנה להקיש ולדון גזירה שוה נאמר כאן בגד ונאמר להלן בגד מה בגד האמור להלן עשה בו כל מעשה עזים כשק אף בגד האמור כאן עשה בו ,8,8,870,864.0,536,530.0,0.3720930232558139,0.5,13,מופנה להקיש ולדון נאמר כאן ונאמר להלן מה האמור להלן אף האמור כאן,3050000435,24,27
ref-mek.7.1.2.201-ref-mek.7.1.2.207,ref-sifre-n.106.1.37-ref-sifre-n.106.1.43,285864,285896,ref-mek.7.1.2.201,ref-mek.7.1.2.207,144833,144865,ref-sifre-n.106.1.37,ref-sifre-n.106.1.43,דיו לבא מן הדין להיות כנדון מה ,דיו לבא מן הדין להיות כנדון מה ,2,2,454,454.0,562,562.0,0.0,0.0,7,דיו לבא מן הדין להיות כנדון מה,3050000436,7,7
ref-mek.7.1.2.260-ref-mek.7.1.2.268,ref-sifre-n.115.1.971-ref-sifre-n.115.1.979,286154,286200,ref-mek.7.1.2.260,ref-mek.7.1.2.268,175090,175139,ref-sifre-n.115.1.971,ref-sifre-n.115.1.979,ינעול לו מנעליו ולא יטול לו כלים לבית המרחץ ,נעול לי סנדלי וטול לפני כלים להוליך לבית המרחץ ,9,9,555,555.0,563,563.0,0.3829787234042553,0.6,3,כלים לבית המרחץ,3050000437,9,9
ref-mek.7.1.3.18-ref-mek.7.1.3.36,ref-sifre-n.12.1.111-ref-sifre-n.12.1.132,288347,288437,ref-mek.7.1.3.18,ref-mek.7.1.3.36,23820,23929,ref-sifre-n.12.1.111,ref-sifre-n.12.1.132,אלא בכנענית כשהוא אומר אם אדוניו יתן לו אשה הרי כנענית אמורה הא מה תלמוד לומר אם בעל אשה ,אלא אחר האלה כשהוא אומר יתן ה' אותך לאלה ולשבועה בתוך עמך הרי שבועה אמורה הא מה תלמוד לומר ואמר אל האשה ,16,19,48,48.0,568,564.0,0.4519230769230769,0.6470588235294117,7,אלא כשהוא אומר יתן הרי אמורה הא_מה_תלמוד_לומר,3050000438,16,19
ref-mek.7.1.3.1-ref-mek.7.1.3.35,ref-sifre-n.153.7.18-ref-sifre-n.153.7.30,288265,288433,ref-mek.7.1.3.1,ref-mek.7.1.3.35,269259,269320,ref-sifre-n.153.7.18,ref-sifre-n.153.7.30,"כשהוא אומר ואם בית אישה נדרה הרי נשואה אמורה הא מה ת""ל ואם","כשהוא אומר ואם בית אישה נדרה הרי נשואה אמורה הא מה ת""ל ואם",11,11,840,840.0,564,564.0,0.0,0.0,11,"כשהוא אומר ואם בית אישה נדרה הרי נשואה אמורה הא_מה_ת""ל ואם",3050000439,11,11
ref-mek.7.1.3.1-ref-mek.7.1.3.36,ref-sifre-n.154.1.61-ref-sifre-n.154.1.89,288265,288437,ref-mek.7.1.3.1,ref-mek.7.1.3.36,271820,271959,ref-sifre-n.154.1.61,ref-sifre-n.154.1.89,"ואם בית אישה נדרה מכל מקום ואם בית אישה נדרה זו נשואה או אינו אלא ארוסה כשהוא אומר ואם היו תהיה לאיש הא ארוסה אמורה ומה ת""ל ואם בית","ואם בית אישה נדרה מכל מקום ואם בית אישה נדרה זו נשואה או אינו אלא ארוסה כשהוא אומר ואם היו תהיה לאיש הא ארוסה אמורה ומה ת""ל ואם בית",27,27,846,846.0,565,565.0,0.0,0.0,27,"ואם בית אישה נדרה מכל מקום ואם בית אישה נדרה זו נשואה או_אינו_אלא ארוסה כשהוא אומר ואם היו תהיה לאיש הא ארוסה אמורה ומה ת""ל ואם בית",3050000440,27,27
ref-mek.7.1.3.80-ref-mek.7.1.3.93,ref-sifre-n.20.1.91-ref-sifre-n.20.1.105,288676,288755,ref-mek.7.1.3.80,ref-mek.7.1.3.93,31447,31531,ref-sifre-n.20.1.91,ref-sifre-n.20.1.105,אשתו היבמה משמע מוצא היבמה ומביא את הארוסה תלמוד לומר תחת אישה להוציא את הארוסה,אשתו היבמה משמע מוצא היבמה ומביא את הארוסה תלמוד לומר תחת אישה להוציא את הארוסה,15,15,91,91.0,569,569.0,0.0,0.0,15,אשתו היבמה משמע מוצא היבמה ומביא את הארוסה תלמוד לומר תחת אישה להוציא את הארוסה,3050000441,15,15
ref-mek.7.2.1.187-ref-mek.7.2.1.209,ref-sifre-n.119.5.200-ref-sifre-n.119.5.213,289718,289819,ref-mek.7.2.1.187,ref-mek.7.2.1.209,199260,199336,ref-sifre-n.119.5.200,ref-sifre-n.119.5.213,מן העבד גט דבר אחר והוא יצא בגפו למה נאמר לפי שהוא אומר שש שנים יעבוד אין לי אלא עובד שש שנוהג בו ,"אין לי אלא שנים שהמעשרות נוהגות בהם שמטות ויובלות מנין ת""ל ועבד הלוי הוא ",15,12,685,685.0,571,571.0,0.7653061224489796,0.9047619047619048,1,אין_לי_אלא,3050000442,15,12
ref-mek.7.2.1.231-ref-mek.7.2.1.244,ref-sifre-n.107.2.217-ref-sifre-n.107.2.232,289928,290007,ref-mek.7.2.1.231,ref-mek.7.2.1.244,148802,148889,ref-sifre-n.107.2.217,ref-sifre-n.107.2.232,שנים שמיעט הכתוב יציאתו הרי הוא נוהג בו מנהג האמור בפרשה נרצע שריבה הכתוב ,בשני כבשי עצרת שמיעט הכתוב את הבאתן לפיכך כשרו לבא מין אחד תאמר בעולה שריבה הכתוב ,14,14,473,473.0,572,572.0,0.5609756097560976,0.8571428571428572,4,שמיעט הכתוב שריבה הכתוב,3050000443,14,14
ref-mek.7.2.2.70-ref-mek.7.2.2.84,ref-sifre-n.81.1.1-ref-sifre-n.81.1.12,290551,290617,ref-mek.7.2.2.70,ref-mek.7.2.2.84,109588,109644,ref-sifre-n.81.1.1,ref-sifre-n.81.1.12,והיה כי תלך עמנו וגו' וכי מה טובה הטיבו לו אמרו כשהיו,והיה כי תלך עמנו וגו' וכי מה טובה הטיבו לו אמרו כשהיו,12,12,362,362.0,574,574.0,0.0,0.0,12,והיה כי תלך עמנו וגו' וכי מה טובה הטיבו לו אמרו כשהיו,3050000444,12,12
ref-mek.7.2.2.68-ref-mek.7.2.2.85,ref-sifre-n.131.1.247-ref-sifre-n.131.1.265,290541,290620,ref-mek.7.2.2.68,ref-mek.7.2.2.85,229131,229219,ref-sifre-n.131.1.247,ref-sifre-n.131.1.265,לכך נאמר והיה כי יאמר אליך וגו' כי טוב לו עמך שתהא טובתו שוה לך מכאן אמרו לא ,מכאן חלוק אלא אמור לו בוא כתוב שאני כופל לה כתובתה לכך נאמר כי אתם לא עמי ואומר והיה ,18,19,738,738.0,573,573.0,0.7176470588235294,0.8421052631578947,4,לכך נאמר כי לא,3050000445,18,19
ref-mek.7.2.3.156-ref-mek.7.2.3.164,ref-sifre-n.116.2.276-ref-sifre-n.116.2.284,291553,291598,ref-mek.7.2.3.156,ref-mek.7.2.3.164,183020,183065,ref-sifre-n.116.2.276,ref-sifre-n.116.2.284,ונאמר להלן אזנו מה להלן בימין אף כאן בימין ,ונאמר להלן יומת מה יומת האמור להלן סקילה אף ,9,3,592,592.0,576,576.0,0.5454545454545454,0.6666666666666667,5,ונאמר להלן מה להלן אף,3050000446,9,9
ref-mek.7.2.3.156-ref-mek.7.2.3.164,ref-sifre-n.116.2.297-ref-sifre-n.116.2.305,291553,291598,ref-mek.7.2.3.156,ref-mek.7.2.3.164,183124,183169,ref-sifre-n.116.2.297,ref-sifre-n.116.2.305,ונאמר להלן אזנו מה להלן בימין אף כאן בימין ,ונאמר להלן יומת מה יומת האמור להלן בחנק אף ,9,3,606,606.0,577,576.0,0.5348837209302325,0.6666666666666667,5,ונאמר להלן מה להלן אף,3050000447,9,9
ref-mek.7.2.3.333-ref-mek.7.2.3.361,ref-sifre-n.116.2.200-ref-sifre-n.116.2.226,292462,292609,ref-mek.7.2.3.333,ref-mek.7.2.3.361,182621,182752,ref-sifre-n.116.2.200,ref-sifre-n.116.2.226,אתה אומר לעבודה או לעבודה ושלא לעבודה אמרת ומה בעל מום שלא ענש בו מיתה לא,לעבודה אתה אומר לעבודה או לעבודה ושלא לעבודה אמרת ומה בעל מום שלא ענש בו מיתה לא ענש בו אלא לעבודה זר שענש בו מיתה דין הוא,16,27,583,583.0,578,578.0,0.4016393442622951,0.3333333333333333,16,אתה אומר לעבודה או לעבודה ושלא לעבודה אמרת ומה בעל מום שלא ענש בו מיתה לא,3050000448,16,27
ref-mek.7.3.1.38-ref-mek.7.3.1.46,ref-sifre-n.121.1.391-ref-sifre-n.121.1.408,292821,292864,ref-mek.7.3.1.38,ref-mek.7.3.1.46,203594,203677,ref-sifre-n.121.1.391,ref-sifre-n.121.1.408,מה להלן כשהיא נערה אף כאן כשהיא נערה אמרת ,מה להלן שהיא עולה אף כאן שהיא עולה אי מה להלן במאה ואחד אף כאן במאה ואחד אמרת ,9,18,702,692.0,580,580.0,0.5897435897435898,0.4444444444444444,5,מה להלן אף כאן אמרת,3050000449,9,18
ref-mek.7.3.2.187-ref-mek.7.3.2.200,ref-sifre-n.120.1.140-ref-sifre-n.120.1.153,296178,296240,ref-mek.7.3.2.187,ref-mek.7.3.2.200,201468,201533,ref-sifre-n.120.1.140,ref-sifre-n.120.1.153,וכי מה למדנו על משפט הבנות אלא הרי הוא בא ללמד ונמצא למד מה ,וכי מה למדנו לתרומת מעשר מעתה אלא הרי זה בא ללמד ונמצא למד מה ,14,14,689,689.0,581,581.0,0.2741935483870967,0.5,10,וכי מה למדנו אלא הרי בא ללמד ונמצא למד מה,3050000450,14,14
ref-mek.7.3.2.473-ref-mek.7.3.2.486,ref-sifre-n.27.1.44-ref-sifre-n.27.1.57,297612,297698,ref-mek.7.3.2.473,ref-mek.7.3.2.486,45781,45860,ref-sifre-n.27.1.44,ref-sifre-n.27.1.57,או אינו אלא בעבריה כשהוא אומר כמשפט הבנות יעשה לה הרי עבריה אמורה הא מה תלמוד לומר ,או אינו אלא קדושת שער כשהוא אומר קדוש יהיה הרי קדושת שער אמרה הא מה תלמוד לומר ,12,12,143,143.0,582,582.0,0.3975903614457831,0.5833333333333333,5,או_אינו_אלא כשהוא אומר הרי הא_מה_תלמוד_לומר,3050000451,12,12
ref-mek.7.3.3.16-ref-mek.7.3.3.31,ref-sifre-n.88.1.205-ref-sifre-n.88.1.216,297799,297870,ref-mek.7.3.3.16,ref-mek.7.3.3.31,122499,122561,ref-sifre-n.88.1.205,ref-sifre-n.88.1.216,לך או לבנך או פדה או אינו אלא שארה כסותה ועונתה אמרת אין דבר אמור אלא ,שאמרה אמו של סיסרא לדבורה ברוח הקודש אמרה לה אל תצפי לבנך ,14,12,413,413.0,583,583.0,0.7,0.7894736842105263,1,לבנך,3050000452,14,12
ref-mek.7.3.3.107-ref-mek.7.3.3.120,ref-sifre-n.154.1.29-ref-sifre-n.154.1.38,298259,298334,ref-mek.7.3.3.107,ref-mek.7.3.3.120,271633,271692,ref-sifre-n.154.1.29,ref-sifre-n.154.1.38,אב ויוצאה מרשות אדון מה יוצא מרשות אב שנשתנת ממה שהיית אף יוצאה מרשות ,מה בעולה שיצאת מרשות אביה אף אלמנה וגרושה שיצאת מרשות ,14,10,844,844.0,584,584.0,0.5857142857142857,0.75,4,מה מרשות אף מרשות,3050000453,14,10
ref-mek.7.3.3.148-ref-mek.7.3.3.154,ref-sifre-n.157.5.159-ref-sifre-n.157.5.166,298491,298526,ref-mek.7.3.3.148,ref-mek.7.3.3.154,279233,279272,ref-sifre-n.157.5.159,ref-sifre-n.157.5.166,אבא חנן אומר משום רבי אליעזר ויצאה ,אבא חנין אומר משום רבי אלעזר לפי שיצאו ,7,8,858,858.0,585,585.0,0.2051282051282051,0.3333333333333333,4,אבא אומר משום רבי,3050000454,7,8
ref-mek.7.4.1.65-ref-mek.7.4.1.89,ref-sifre-n.70.1.127-ref-sifre-n.70.1.142,299012,299141,ref-mek.7.4.1.65,ref-mek.7.4.1.89,95768,95850,ref-sifre-n.70.1.127,ref-sifre-n.70.1.142,האיש ההוא אין לי אלא איש אשה מנין תלמוד לומר ונכרתה הנפש ההיא להביא את האישה,האיש ההוא אין לי אלא איש אשה מנין תלמוד לומר ונכרתה הנפש ההיא להביא את האישה,12,12,322,322.0,586,586.0,0.0,0.0,12,האיש ההוא אין_לי_אלא איש אשה מנין_תלמוד_לומר ונכרתה הנפש ההיא להביא את האישה,3050000455,12,12
ref-mek.7.4.1.99-ref-mek.7.4.1.108,ref-sifre-n.125.1.45-ref-sifre-n.125.1.64,299189,299234,ref-mek.7.4.1.99,ref-mek.7.4.1.108,216364,216456,ref-sifre-n.125.1.45,ref-sifre-n.125.1.64,כל נפש אדם להוציא את הקטן שומעני אף בן שמונה ,"לכל נפש אדם להביא את בן שמונה ימים משמע מביא את בן שמונה ומביא את דמו ת""ל בנפש אדם להוציא ",10,20,724,724.0,588,588.0,0.6111111111111112,0.6470588235294117,5,נפש אדם את בן שמונה,3050000456,10,20
ref-mek.7.4.1.178-ref-mek.7.4.1.201,ref-sifre-n.116.2.275-ref-sifre-n.116.2.307,299577,299690,ref-mek.7.4.1.178,ref-mek.7.4.1.201,183015,183181,ref-sifre-n.116.2.275,ref-sifre-n.116.2.307,להלן יומת מה יומת האמור להלן,יומת ונאמר להלן יומת מה יומת האמור להלן סקילה אף יומת האמור כאן סקילה ר' יוחנן בן נורי אומר נאמר כאן יומת ונאמר להלן יומת מה יומת האמור להלן בחנק,6,11,588,588.0,589,589.0,0.8068965517241379,0.75,6,להלן יומת מה יומת האמור להלן,3050000457,6,28
ref-mek.7.4.1.212-ref-mek.7.4.1.225,ref-sifre-n.116.2.275-ref-sifre-n.116.2.288,299748,299819,ref-mek.7.4.1.212,ref-mek.7.4.1.225,183015,183087,ref-sifre-n.116.2.275,ref-sifre-n.116.2.288,ונאמר להלן יומת מה יומת האמור להלן סקילה אף יומת האמור כאן סקילה,יומת ונאמר להלן יומת מה יומת האמור להלן סקילה אף יומת האמור כאן סקילה,2,3,587,587.0,594,594.0,0.072463768115942,0.0,13,ונאמר להלן יומת מה יומת האמור להלן סקילה אף יומת האמור כאן סקילה,3050000458,13,14
ref-mek.7.4.1.212-ref-mek.7.4.1.221,ref-sifre-n.116.2.297-ref-sifre-n.116.2.303,299748,299796,ref-mek.7.4.1.212,ref-mek.7.4.1.221,183124,183160,ref-sifre-n.116.2.297,ref-sifre-n.116.2.303,נאמר כאן מות יומת ונאמר במגדף מות יומת מה להלן ,ונאמר להלן יומת מה יומת האמור להלן ,10,1,604,604.0,592,592.0,0.5319148936170213,0.4285714285714286,4,ונאמר יומת מה להלן,3050000459,10,7
ref-mek.7.4.1.212-ref-mek.7.4.1.224,ref-sifre-n.121.1.383-ref-sifre-n.121.1.396,299748,299811,ref-mek.7.4.1.212,ref-mek.7.4.1.224,203554,203619,ref-sifre-n.121.1.383,ref-sifre-n.121.1.396,נאמר כאן מות יומת ונאמר במגדף מות יומת מה להלן בסקילה אף כאן ,נאמר כאן מלאה ונאמר להלן דברים כב מלאה מה להלן שהיא עולה אף כאן ,13,1,696,692.0,593,592.0,0.46875,0.6428571428571428,7,נאמר כאן ונאמר מה להלן אף כאן,3050000460,13,14
ref-mek.7.4.2.90-ref-mek.7.4.2.99,ref-sifre-n.73.1.15-ref-sifre-n.73.1.24,300643,300686,ref-mek.7.4.2.90,ref-mek.7.4.2.99,97069,97118,ref-sifre-n.73.1.15,ref-sifre-n.73.1.24,לך מקום אבל לא שמענו להיכן אתה דן הרי נאמר ,אליך הנשיאים אבל לא שמענו להיכן הרי אני דן נאמר ,8,10,326,326.0,596,596.0,0.3958333333333333,0.6923076923076923,3,להיכן הרי נאמר,3050000461,8,10
ref-mek.7.4.2.154-ref-mek.7.4.2.166,ref-sifre-n.12.1.14-ref-sifre-n.12.1.27,300958,301023,ref-mek.7.4.2.154,ref-mek.7.4.2.166,23314,23390,ref-sifre-n.12.1.14,ref-sifre-n.12.1.27,ונאמר להלן מקום מה מקום האמור להלן אלפים אמה אף מקום האמור כאן ,ונאמר להלן שבועה מה שבועה האמורה להלן היא נשבעת מאליה אף שבועה האמורה כאן ,1,14,44,38.0,600,597.0,0.3378378378378378,0.5454545454545454,6,ונאמר להלן מה להלן אף כאן,3050000462,13,14
ref-mek.7.4.2.154-ref-mek.7.4.2.166,ref-sifre-n.16.1.21-ref-sifre-n.16.1.34,300958,301023,ref-mek.7.4.2.154,ref-mek.7.4.2.166,27047,27118,ref-sifre-n.16.1.21,ref-sifre-n.16.1.34,ונאמר להלן מקום מה מקום האמור להלן אלפים אמה אף מקום האמור כאן ,ונאמר להלן וכתב מה וכתב האמור להלן כשר בכל אדם אף וכתב האמור כאן ,1,14,68,63.0,601,597.0,0.3230769230769231,0.5833333333333333,8,ונאמר להלן מה האמור להלן אף האמור כאן,3050000463,13,14
ref-mek.7.4.2.154-ref-mek.7.4.2.166,ref-sifre-n.22.1.195-ref-sifre-n.22.1.207,300958,301023,ref-mek.7.4.2.154,ref-mek.7.4.2.166,33522,33596,ref-sifre-n.22.1.195,ref-sifre-n.22.1.207,ונאמר להלן מקום מה מקום האמור להלן אלפים אמה אף מקום האמור כאן ,ונאמר להלן הפלאה מה הפלאה האמורה להלן בנדר ובנדבה אף הפלאה האמורה כאן ,1,4,98,94.0,602,597.0,0.3857142857142857,0.5454545454545454,6,ונאמר להלן מה להלן אף כאן,3050000464,13,13
ref-mek.7.4.2.154-ref-mek.7.4.2.166,ref-sifre-n.25.1.408-ref-sifre-n.25.1.420,300958,301023,ref-mek.7.4.2.154,ref-mek.7.4.2.166,41601,41666,ref-sifre-n.25.1.408,ref-sifre-n.25.1.420,ונאמר להלן מקום מה מקום האמור להלן אלפים אמה אף מקום האמור כאן ,ונאמר להלן פרוע מה פרוע האמור להלן גידול שער אף פרוע האמור כאן ,1,4,109,105.0,603,597.0,0.2698412698412698,0.5454545454545454,8,ונאמר להלן מה האמור להלן אף האמור כאן,3050000465,13,13
