baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifra,baseOrder,grp-ref-m,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-m.5.5.8.3.6-ref-m.5.5.8.3.19,ref-sifra.14.5-13.3.9-ref-sifra.14.5-13.3.19,733663,733758,ref-m.5.5.8.3.6,ref-m.5.5.8.3.19,684860,684927,ref-sifra.14.5-13.3.9,ref-sifra.14.5-13.3.19,בעשרים ואחת הבעלים נותנים עשרים ושש בעשרים ושתים הבעלים נותנים עשרים ושבע בעשרים ושלש ,עשר עשירי שלשתן מקודשין התשיעי נאכל במומו העשירי מעשר והאחד עשר ,14,11,3490,3486.0,1998,1993.0,0.7209302325581395,1.0,0,,1040001400,14,11
ref-m.5.5.8.4.24-ref-m.5.5.8.5.2,ref-sifra.13.3-05.1.52-ref-sifra.13.3-05.1.73,734147,734253,ref-m.5.5.8.4.24,ref-m.5.5.8.5.2,627879,627980,ref-sifra.13.3-05.1.52,ref-sifra.13.3-05.1.73,מה אם לגבוה אין אדם רשאי להחרים את כל נכסיו על אחת כמה וכמה שיהא אדם חייב להיות חס על נכסיו המחרים בנו ,ומה אם לגבוה אין אדם רשאי להחרים את כל נכסיו על אחת כמה וכמה שיהיה אדם חייב להיות חס על נכסיו ובא ,23,19,3244,3244.0,2001,1999.0,0.145631067961165,0.2777777777777778,15,אם לגבוה אין אדם רשאי להחרים את כל נכסיו אדם חייב להיות חס על נכסיו,1040001401,23,19
ref-m.5.5.8.4.8-ref-m.5.5.8.4.44,ref-sifra.14.5-12.3.48-ref-sifra.14.5-12.3.88,734063,734241,ref-m.5.5.8.4.8,ref-m.5.5.8.4.44,681413,681610,ref-sifra.14.5-12.3.48,ref-sifra.14.5-12.3.88,ומשדה אחוזתו ולא כל שדה אחוזתו יכול אם החרים אדם את כולם יהיו מוחרמים תלמוד לומר אך אמר ר' אלעזר בן עזריה ומה לגבוה אין אדם רשאי להחרים את נכסיו על אחת כמה וכמה שיהא אדם חייב להיות חס על נכסיו,ומשדה אחוזתו ולא כל שדה אחוזתו יכול אם החרים אדם את כולם יהיו מוחרמים תלמוד לומר אך אמר ר' אלעזר בן עזריה ומה לגבוה אין אדם רשאי להחרים את נכסיו על אחת כמה וכמה שיהא אדם חייב להיות חס על נכסיו,33,33,3456,3456.0,1999,1999.0,0.0,0.0,33,ומשדה אחוזתו ולא כל שדה אחוזתו יכול אם החרים אדם את כולם יהיו מוחרמים תלמוד_לומר_אך אמר ר'_אלעזר_בן_עזריה ומה לגבוה אין אדם רשאי להחרים את נכסיו על_אחת_כמה_וכמה שיהא אדם חייב להיות חס על נכסיו,1040001402,33,33
ref-m.5.5.8.5.9-ref-m.5.5.8.5.55,ref-sifra.14.5-12.6.24-ref-sifra.14.5-12.6.65,734293,734570,ref-m.5.5.8.5.9,ref-m.5.5.8.5.55,682111,682355,ref-sifra.14.5-12.6.24,ref-sifra.14.5-12.6.65,והלוים יהיו מחרימים תלמוד לומר אך דברי ר' יהודה ר' שמעון אומר הכהנים אינם מחרימים שהחרמים שלהם הלוים מחרימים שאין החרמים שלהם רבי אומר נראים דברי ר' יהודה בקרקעות שנאמר כי אחוזת עולם הוא להם ודברי ר' שמעון במטלטלים שאין חרמים,הכהנים והלוים יהיו מחרימים תלמוד לומר אך דברי ר' יהודה ר' שמעון אומר הכהנים אינם מחרימים שהחרמים שלהם הלוים מחרימים שאין החרמים שלהם רבי אומר נראים דברי ר' יהודה בקרקעות שנאמר כי אחוזת עולם הוא להם ודברי ר' שמעון במטלטלים שאין חרמים,32,33,3463,3463.0,2002,2002.0,0.0301724137931034,0.0,32,והלוים יהיו מחרימים תלמוד_לומר_אך דברי_ר'_יהודה_ר'_שמעון_אומר הכהנים אינם מחרימים שהחרמים שלהם הלוים מחרימים שאין החרמים שלהם רבי אומר נראים דברי_ר'_יהודה בקרקעות שנאמר כי אחוזת עולם הוא להם ודברי ר' שמעון במטלטלים שאין חרמים,1040001403,32,33
ref-m.5.5.8.6.49-ref-m.5.5.8.7.11,ref-sifra.2.3-04.1.77-ref-sifra.2.3-04.1.87,734820,734900,ref-m.5.5.8.6.49,ref-m.5.5.8.7.11,21356,21420,ref-sifra.2.3-04.1.77,ref-sifra.2.3-04.1.87,קדשי קדשים ועל קדשים קלים מחרים אדם את קדשיו בין קדשי קדשים ובין קדשים קלים אם ,בקדשי קדשים ובקדשים קלים והצפון אינו נוהג אלא בקדשי קדשים אם ,16,11,31,30.0,2014,2004.0,0.4936708860759494,0.6428571428571428,4,קדשים קלים קדשים אם,1040001404,16,11
ref-m.5.5.8.6.40-ref-m.5.5.8.6.51,ref-sifra.4.1-01.12.32-ref-sifra.4.1-01.13.3,734783,734835,ref-m.5.5.8.6.40,ref-m.5.5.8.6.51,164290,164364,ref-sifra.4.1-01.12.32,ref-sifra.4.1-01.13.3,כשהם שלמים מקדשים ואם לאו אין מקדשין וכולם אין מקדשים אלא בקדש היא על,כשהם שלמים מקדשים ואם לאו אין מקדשין וכולם אין מקדשים אלא בקדש היא על,14,14,764,764.0,2007,2007.0,0.0,0.0,14,כשהם שלמים מקדשים ואם לאו אין מקדשין וכולם אין מקדשים אלא בקדש היא על,1040001405,14,14
ref-m.5.5.8.6.49-ref-m.5.5.8.7.8,ref-sifra.4.9-15.7.16-ref-sifra.4.9-15.7.31,734820,734886,ref-m.5.5.8.6.49,ref-m.5.5.8.7.8,211796,211884,ref-sifra.4.9-15.7.16,ref-sifra.4.9-15.7.31,קדשי קדשים ועל קדשים קלים מחרים אדם את קדשיו בין קדשי קדשים ובין ,קדשים לקדשים לומר על קדשים קלים חייבים עליהם לאחר זריקת דמים ועל קדשי קדשים חייבים בין ,13,14,1115,1113.0,2013,2004.0,0.4022988505747126,0.6153846153846154,5,קדשים קדשים קלים קדשי קדשים,1040001406,13,14
ref-m.5.5.8.6.42-ref-m.5.5.8.6.52,ref-sifra.12.12-00.4.4-ref-sifra.12.12-00.4.13,734790,734841,ref-m.5.5.8.6.42,ref-m.5.5.8.6.52,591866,591920,ref-sifra.12.12-00.4.4,ref-sifra.12.12-00.4.13,קדש קדשים הוא לה' שהוא חל על קדשי קדשים ועל קדשים ,קדש קדשהו וביום השמיני מקרא קדש קדשהו במה אתה מקדשו ,11,10,3134,3133.0,2012,2004.0,0.5961538461538461,0.9090909090909092,1,קדש,1040001407,11,10
ref-m.5.5.8.6.24-ref-m.5.5.8.6.40,ref-sifra.13.4-06.5.42-ref-sifra.13.4-06.5.48,734694,734785,ref-m.5.5.8.6.24,ref-m.5.5.8.6.40,632831,632869,ref-sifra.13.4-06.5.42,ref-sifra.13.4-06.5.48,לה' וחכמים אומרים סתם חרמים לכהנים שנאמר כשדה החרם לכהן תהיה אחוזתו אם כן למה נאמר כל ,לה' כשדה החרם לכהן תהיה אחוזתו יכול ,14,7,3290,3289.0,2005,2004.0,0.6046511627906976,0.6,6,לה' כשדה החרם לכהן תהיה אחוזתו,1040001408,14,7
ref-m.5.5.8.6.14-ref-m.5.5.8.6.28,ref-sifra.14.5-12.5.7-ref-sifra.14.5-12.5.20,734644,734722,ref-m.5.5.8.6.14,ref-m.5.5.8.6.28,681758,681824,ref-sifra.14.5-12.5.7,ref-sifra.14.5-12.5.20,סתם חרמים לבדק הבית שנאמר כל חרם קדש קדשים הוא לה' וחכמים אומרים סתם חרמים ,שסתם חרמים לבדק הבית תלמוד לומר כל חרם קדש קדשים הוא לה' כל חרם ,15,12,3458,3458.0,2004,2004.0,0.3733333333333333,0.4285714285714286,8,חרמים לבדק הבית חרם קדש קדשים הוא לה',1040001409,15,12
ref-m.5.5.8.6.40-ref-m.5.5.8.7.4,ref-sifra.14.5-12.5.14-ref-sifra.14.5-12.5.22,734783,734865,ref-m.5.5.8.6.40,ref-m.5.5.8.7.4,681796,681834,ref-sifra.14.5-12.5.14,ref-sifra.14.5-12.5.22,חרם קדש קדשים הוא לה' כל חרם קדש קדשים הוא לה' כל חרם קדש קדשים,חרם קדש קדשים הוא לה' כל חרם קדש קדשים הוא לה' כל חרם קדש קדשים,15,15,3459,3459.0,2006,2006.0,0.0,0.0,15,חרם קדש קדשים הוא לה' כל חרם קדש קדשים הוא לה' כל חרם קדש קדשים,1040001410,15,15
ref-m.5.5.8.6.41-ref-m.5.5.8.7.7,ref-sifra.14.5-12.5.45-ref-sifra.14.5-12.6.21,734786,734880,ref-m.5.5.8.6.41,ref-m.5.5.8.7.7,681932,682099,ref-sifra.14.5-12.5.45,ref-sifra.14.5-12.6.21,חרם קדש קדשים הוא לה' או יכול אף על פי שפירש לכהן תלמוד לומר הוא מנין שמחרים אדם את קדשיו תלמוד לומר כל חרם קדש קדשים הוא לה' או יכול אף על פי שפירש לכהן תלמוד לומר הוא מנין שמחרים אדם את קדשיו תלמוד לומר כל חרם קדש מנין שמחרים אדם את קדשי קדשים תלמוד לומר כל חרם קדש,חרם קדש קדשים הוא לה' או יכול אף על פי שפירש לכהן תלמוד לומר הוא מנין שמחרים אדם את קדשיו תלמוד לומר כל חרם קדש קדשים הוא לה' או יכול אף על פי שפירש לכהן תלמוד לומר הוא מנין שמחרים אדם את קדשיו תלמוד לומר כל חרם קדש מנין שמחרים אדם את קדשי קדשים תלמוד לומר כל חרם קדש,45,45,3461,3461.0,2010,2010.0,0.0,0.0,45,חרם קדש קדשים הוא לה' או_יכול_אף_על_פי שפירש לכהן תלמוד לומר הוא מנין שמחרים אדם את קדשיו תלמוד_לומר_כל חרם קדש קדשים הוא לה' או_יכול_אף_על_פי שפירש לכהן תלמוד לומר הוא מנין שמחרים אדם את קדשיו תלמוד_לומר_כל חרם קדש מנין שמחרים אדם את קדשי קדשים תלמוד_לומר_כל חרם קדש,1040001411,45,45
ref-m.5.5.8.7.83-ref-m.5.5.8.7.97,ref-sifra.2.3-04.1.77-ref-sifra.2.3-04.1.86,735257,735339,ref-m.5.5.8.7.83,ref-m.5.5.8.7.97,21356,21417,ref-sifra.2.3-04.1.77,ref-sifra.2.3-04.1.86,אל תקדיש שכבר נאמר תקדיש אמור מעתה מקדישו אתה הקדש עילוי ואין אתה מקדישו הקדש ,בקדשי קדשים ובקדשים קלים והצפון אינו נוהג אלא בקדשי קדשים ,8,10,30,30.0,2021,2015.0,0.6666666666666666,0.7857142857142857,0,,1040001412,15,10
ref-m.5.5.8.7.70-ref-m.5.5.8.7.97,ref-sifra.4.9-15.7.13-ref-sifra.4.9-15.7.29,735194,735339,ref-m.5.5.8.7.70,ref-m.5.5.8.7.97,211783,211873,ref-sifra.4.9-15.7.13,ref-sifra.4.9-15.7.29,אלא לחלק בין קדשים לקדשים לומר על קדשים קלים חייבים עליהם לאחר זריקת דמים ועל קדשי קדשים,אלא לחלק בין קדשים לקדשים לומר על קדשים קלים חייבים עליהם לאחר זריקת דמים ועל קדשי קדשים,15,15,1113,1113.0,2019,2019.0,0.0,0.0,15,אלא לחלק בין קדשים לקדשים לומר על קדשים קלים חייבים עליהם לאחר_זריקת_דמים ועל קדשי קדשים,1040001413,15,15
ref-m.5.5.8.7.87-ref-m.5.5.8.7.97,ref-sifra.10.8-13.13.57-ref-sifra.10.8-13.13.69,735277,735339,ref-m.5.5.8.7.87,ref-m.5.5.8.7.97,479975,480032,ref-sifra.10.8-13.13.57,ref-sifra.10.8-13.13.69,תקדיש אמור מעתה מקדישו אתה הקדש עילוי ואין אתה מקדישו הקדש ,קדשי ונקדשתי אם מקדישים אתם את שמי אף אני אקדש את שמי על ,4,13,2711,2711.0,2025,2015.0,0.6610169491525424,0.6923076923076923,0,,1040001414,11,13
ref-m.5.5.8.7.87-ref-m.5.5.8.7.96,ref-sifra.11.1-00.1.51-ref-sifra.11.1-00.1.75,735277,735333,ref-m.5.5.8.7.87,ref-m.5.5.8.7.96,483174,483295,ref-sifra.11.1-00.1.51,ref-sifra.11.1-00.1.75,אני עליכם כאילו לא קדשתם אותי או אינו אומר אלא אם מקדישים אתם אותי הריני מקודש ואם לאו איני מקודש תלמוד לומר כי קדוש אני,אני עליכם כאילו לא קדשתם אותי או אינו אומר אלא אם מקדישים אתם אותי הריני מקודש ואם לאו איני מקודש תלמוד לומר כי קדוש אני,20,20,2714,2714.0,2023,2023.0,0.0,0.0,20,אני עליכם כאילו לא קדשתם אותי או_אינו_אומר_אלא אם מקדישים אתם אותי הריני מקודש ואם לאו איני מקודש תלמוד_לומר_כי קדוש אני,1040001415,20,20
ref-m.5.5.8.7.65-ref-m.5.5.8.7.97,ref-sifra.12.3-03.8.3-ref-sifra.12.3-03.8.35,735167,735339,ref-m.5.5.8.7.65,ref-m.5.5.8.7.97,544325,544513,ref-sifra.12.3-03.8.3,ref-sifra.12.3-03.8.35,הקדשים יאכל אם נאמר מקדשי הקדשים למה נאמר ומן הקדשים ואם נאמר מן הקדשים למה נאמר מקדשי הקדשים שאילו נאמר מקדשי הקדשים ולא נאמר מן הקדשים הייתי אומר קדשי קדשים,מקדשי הקדשים ומן הקדשים יאכל אם נאמר מקדשי הקדשים למה נאמר ומן הקדשים ואם נאמר מן הקדשים למה נאמר מקדשי הקדשים שאילו נאמר מקדשי הקדשים ולא נאמר מן הקדשים הייתי אומר קדשי קדשים,30,33,2942,2942.0,2015,2015.0,0.0971428571428571,0.0,30,הקדשים יאכל אם נאמר מקדשי הקדשים למה נאמר ומן הקדשים ואם נאמר מן הקדשים למה נאמר מקדשי הקדשים שאילו נאמר מקדשי הקדשים ולא נאמר מן הקדשים הייתי אומר קדשי קדשים,1040001416,30,33
ref-m.5.5.8.7.65-ref-m.5.5.8.7.97,ref-sifra.12.3-03.8.49-ref-sifra.12.3-03.8.63,735167,735339,ref-m.5.5.8.7.65,ref-m.5.5.8.7.97,544582,544668,ref-sifra.12.3-03.8.49,ref-sifra.12.3-03.8.63,אילו נאמר מן הקדשים ולא נאמר מקדשי הקדשים הייתי אומר מקדשים קלים יאכל ומקדשי קדשים,אילו נאמר מן הקדשים ולא נאמר מקדשי הקדשים הייתי אומר מקדשים קלים יאכל ומקדשי קדשים,10,10,2952,2952.0,2016,2016.0,0.0,0.0,15,אילו נאמר מן הקדשים ולא נאמר מקדשי הקדשים הייתי אומר מקדשים קלים יאכל ומקדשי קדשים,1040001417,15,15
ref-m.5.5.8.7.70-ref-m.5.5.8.7.88,ref-sifra.14.4-11.1.11-ref-sifra.14.4-11.1.26,735194,735287,ref-m.5.5.8.7.70,ref-m.5.5.8.7.88,678623,678696,ref-sifra.14.4-11.1.11,ref-sifra.14.4-11.1.26,אל תקדיש אי אפשר לומר תקדיש שכבר נאמר אל תקדיש ואי אפשר לומר אל תקדיש שכבר נאמר תקדיש אמור ,הקדש מה קדש אמור להלן אינו יוצא אלא בפדיון אף קדש האמור כאן לא יצא אלא ,19,16,3433,3433.0,2018,2015.0,0.6483516483516484,0.8181818181818181,1,אמור,1040001418,19,16
ref-m.5.5.9.1.1-ref-m.5.5.9.1.11,ref-sifra.13.3-00.10.2-ref-sifra.13.3-00.10.14,735345,735404,ref-m.5.5.9.1.1,ref-m.5.5.9.1.11,624248,624319,ref-sifra.13.3-00.10.2,ref-sifra.13.3-00.10.14,המוכר את שדהו בשעת היובל אינו מותר לגאול פחות משתי שנים ,למוכר שדהו בשנת היובל אינו מותר לגאול פחות משתי שנים תלמוד לומר שנים ,11,11,3238,3238.0,2026,2026.0,0.3043478260869565,0.3076923076923077,8,שדהו היובל אינו מותר לגאול פחות משתי שנים,1040001419,11,11
ref-m.5.5.9.1.11-ref-m.5.5.9.1.49,ref-sifra.13.3-00.10.52-ref-sifra.13.3-00.10.87,735400,735591,ref-m.5.5.9.1.11,ref-m.5.5.9.1.49,624520,624693,ref-sifra.13.3-00.10.52,ref-sifra.13.3-00.10.87,שנים שנאמר במספר שני תבואות ימכר לך היתה שנת שדפון וירקון או שביעית אינה עולה לו מן המנין נרה או הובירה עולה לו מן המנין רבי אלעזר אומר מכרה לו לפני ראש השנה והיא מלאה פירות הרי זה אוכל ,השנים תמעיט מקנתו שני תבואת לא שנת שדפון ולא שנת ירקון ולא שביעית עולה לו מן המנין נרה או הובירה עלה לו מן המנין ר' אלעזר אומר מכרה לו לפני ראש השנה והיא מלאה פירות יכול ,35,28,3239,3239.0,2029,2026.0,0.2795698924731182,0.4642857142857143,14,שני שנת שדפון שביעית עולה נרה או הובירה מכרה לו לפני_ראש_השנה והיא מלאה פירות,1040001420,35,28
ref-m.5.5.9.1.19-ref-m.5.5.9.1.49,ref-sifra.13.3-00.10.91-ref-sifra.13.3-00.10.120,735443,735591,ref-m.5.5.9.1.19,ref-m.5.5.9.1.49,624705,624846,ref-sifra.13.3-00.10.91,ref-sifra.13.3-00.10.120,שנת שדפון וירקון או שביעית אינה עולה לו מן המנין נרה או הובירה עולה לו מן המנין רבי אלעזר אומר מכרה לו לפני ראש השנה והיא מלאה פירות הרי זה אוכל ,שנת שדפון ולא שנת ירקון ולא שביעית עולה לו מן המנין נרה או הובירה עלה לו מן המנין ר' אלעזר אומר מכרה לו לפני ראש השנה והיא מלאה פירות יכול ,27,22,3240,3240.0,2030,2026.0,0.2,0.3333333333333333,13,שנת שדפון שביעית עולה נרה או הובירה מכרה לו לפני_ראש_השנה והיא מלאה פירות,1040001421,27,22
ref-m.5.5.9.1.49-ref-m.5.5.9.1.54,ref-sifra.13.3-00.10.150-ref-sifra.13.3-00.10.155,735587,735617,ref-m.5.5.9.1.49,ref-m.5.5.9.1.54,625007,625038,ref-sifra.13.3-00.10.150,ref-sifra.13.3-00.10.155,אוכל ממנה שלש תבואות לשתי שנים ,אוכל ממנה שלש תבואות לשתי שנים ,6,6,3241,3241.0,2031,2026.0,0.0,0.0,6,אוכל ממנה שלש תבואות לשתי שנים,1040001422,6,6
ref-m.5.5.9.2.1-ref-m.5.5.9.2.34,ref-sifra.13.3-05.3.24-ref-sifra.13.3-05.3.87,735618,735814,ref-m.5.5.9.2.1,ref-m.5.5.9.2.34,628393,628748,ref-sifra.13.3-05.3.24,ref-sifra.13.3-05.3.87,לאיש אשר מכר לו מנין אתה אומר מכרה לראשון במנה ומכר הראשון לשני במאתים מנין שאינו מחשב אלא עם הראשון,לאיש אשר מכר לו מנין אתה אומר מכרה לראשון במנה ומכר הראשון לשני במאתים מנין שאינו מחשב אלא עם הראשון,18,18,3246,3246.0,2033,2033.0,0.0,0.0,18,לאיש אשר מכר לו מנין_אתה_אומר מכרה לראשון במנה ומכר הראשון לשני במאתים מנין שאינו מחשב אלא עם הראשון,1040001423,18,18
ref-m.5.5.9.2.7-ref-m.5.5.9.2.26,ref-sifra.13.3-05.4.15-ref-sifra.13.3-05.4.36,735657,735770,ref-m.5.5.9.2.7,ref-m.5.5.9.2.26,628816,628938,ref-sifra.13.3-05.4.15,ref-sifra.13.3-05.4.36,מאתים מנין שאינו מחשב אלא מנה תלמוד לומר העודף העודף שבידו מכרה לו במאתים והכסיפה והעמידה על מנה מנין שאין מחשבין,מאתים מנין שאינו מחשב אלא מנה תלמוד לומר העודף העודף שבידו מכרה לו במאתים והכסיפה והעמידה על מנה מנין שאין מחשבין,21,21,3250,3250.0,2037,2037.0,0.0,0.0,21,מאתים מנין שאינו מחשב אלא מנה תלמוד לומר העודף העודף שבידו מכרה לו במאתים והכסיפה והעמידה על מנה מנין שאין מחשבין,1040001424,21,21
ref-m.5.5.9.1.54-ref-m.5.5.9.2.8,ref-sifra.13.4-00.3.7-ref-sifra.13.4-00.3.21,735613,735669,ref-m.5.5.9.1.54,ref-m.5.5.9.2.8,630416,630498,ref-sifra.13.4-00.3.7,ref-sifra.13.4-00.3.21,שנים מכרה לראשון במנה ומכר הראשון לשני במאתים אינו ,שנה תמימה מה תלמוד לומר מנין אתה אומר מכרה לראשון ועמד ראשון ומכרה לשני ואיני ,9,10,3271,3270.0,2032,2026.0,0.6282051282051282,0.5454545454545454,3,מכרה לראשון לשני,1040001425,9,10
ref-m.5.5.9.1.3-ref-m.5.5.9.1.11,ref-sifra.13.4-06.2.26-ref-sifra.13.4-06.2.33,735355,735404,ref-m.5.5.9.1.3,ref-m.5.5.9.1.11,631978,632021,ref-sifra.13.4-06.2.26,ref-sifra.13.4-06.2.33,שדהו בשעת היובל אינו מותר לגאול פחות משתי שנים ,שדה הארץ אינו מותר לגאול בפחות משתי שנים ,9,8,3286,3286.0,2027,2026.0,0.2340425531914893,0.3,5,אינו מותר לגאול משתי שנים,1040001426,9,8
ref-m.5.5.9.1.3-ref-m.5.5.9.1.11,ref-sifra.13.4-06.2.56-ref-sifra.13.4-06.2.63,735355,735404,ref-m.5.5.9.1.3,ref-m.5.5.9.1.11,632119,632162,ref-sifra.13.4-06.2.56,ref-sifra.13.4-06.2.63,שדהו בשעת היובל אינו מותר לגאול פחות משתי שנים ,שדה הארץ אינו מותר לגאול בפחות משתי שנים ,9,8,3287,3287.0,2028,2026.0,0.2340425531914893,0.3,5,אינו מותר לגאול משתי שנים,1040001427,9,8
ref-m.5.5.9.2.7-ref-m.5.5.9.2.27,ref-sifra.13.6-08.5.29-ref-sifra.13.6-08.5.55,735657,735774,ref-m.5.5.9.2.7,ref-m.5.5.9.2.27,641377,641515,ref-sifra.13.6-08.5.29,ref-sifra.13.6-08.5.55,מאתים כסף מנין שאין מחשב אלא ממנה מנה תלמוד לומר מכסף מקנתו ישיב' נמכר לו ממאתים מאתים כסף ואינו יפה אלא ממנה מנה מנין שאינו מחשב אלא,מאתים כסף מנין שאין מחשב אלא ממנה מנה תלמוד לומר מכסף מקנתו ישיב' נמכר לו ממאתים מאתים כסף ואינו יפה אלא ממנה מנה מנין שאינו מחשב אלא,27,27,3308,3308.0,2039,2039.0,0.0,0.0,27,מאתים כסף מנין שאין מחשב אלא ממנה מנה תלמוד לומר מכסף מקנתו ישיב' נמכר לו ממאתים מאתים כסף ואינו יפה אלא ממנה מנה מנין שאינו מחשב אלא,1040001428,27,27
ref-m.5.5.9.2.35-ref-m.5.5.9.2.48,ref-sifra.13.3-05.2.27-ref-sifra.13.3-05.2.42,735815,735897,ref-m.5.5.9.2.35,ref-m.5.5.9.2.48,628181,628276,ref-sifra.13.3-05.2.27,ref-sifra.13.3-05.2.42,לא ימכור ברחוק ויגאול בקרוב ברע ויגאול ביפה לא ילוה ויגאל ולא יגאל לחצאים ,שלא ימכור ברחוק ויגאל בקרוב ברעה ויגאל ביפה ולא ילוה ויגאול כדי גאולתו ולא יגאל חציים ,14,16,3245,3245.0,2041,2041.0,0.2209302325581395,0.2727272727272727,7,ימכור ברחוק בקרוב ביפה ילוה ולא יגאל,1040001429,14,16
ref-m.5.5.9.2.35-ref-m.5.5.9.2.48,ref-sifra.13.3-05.5.28-ref-sifra.13.3-05.6.18,735815,735897,ref-m.5.5.9.2.35,ref-m.5.5.9.2.48,629174,629319,ref-sifra.13.3-05.5.28,ref-sifra.13.3-05.6.18,ולא ילוה די השיב לו ואינו גואל חציים והיה ממכרו ביד הקונה אותו לא בהקדש אלא מוכר ברחוק וגואל בקרוב ברע וגואל ביפה ולווה וגואל חציים,ולא ילוה די השיב לו ואינו גואל חציים והיה ממכרו ביד הקונה אותו לא בהקדש אלא מוכר ברחוק וגואל בקרוב ברע וגואל ביפה ולווה וגואל חציים,26,26,3252,3252.0,2042,2042.0,0.0,0.0,26,ולא ילוה די השיב לו ואינו גואל חציים והיה ממכרו ביד הקונה אותו לא בהקדש אלא מוכר ברחוק וגואל בקרוב ברע וגואל ביפה ולווה וגואל חציים,1040001430,26,26
ref-m.5.5.9.3.32-ref-m.5.5.9.3.43,ref-sifra.13.4-00.3.4-ref-sifra.13.4-00.3.15,736093,736146,ref-m.5.5.9.3.32,ref-m.5.5.9.3.43,630405,630458,ref-sifra.13.4-00.3.4,ref-sifra.13.4-00.3.15,לו שנה אלא משעה שמכר לו שנאמר עד מלאת לו שנה תמימה ,עד מלאת לו שנה תמימה מה תלמוד לומר מנין אתה אומר מכרה ,12,7,3270,3270.0,2044,2044.0,0.7222222222222222,0.6,5,עד מלאת לו שנה תמימה,1040001431,12,7
ref-m.5.5.9.3.38-ref-m.5.5.9.3.54,ref-sifra.13.4-00.3.27-ref-sifra.13.4-00.4.3,736119,736203,ref-m.5.5.9.3.38,ref-m.5.5.9.3.54,630522,630609,ref-sifra.13.4-00.3.27,ref-sifra.13.4-00.4.3,כשהוא אומר עד מלאת לו שנה הוי אומר שנה לראשון לא שנה לאחרון תמימה,שנה לשני כשהוא אומר עד מלאת לו שנה הוי אומר שנה לראשון לא שנה לאחרון תמימה שסה ימים,14,18,3272,3272.0,2045,2045.0,0.216867469879518,0.1999999999999999,14,כשהוא אומר עד מלאת לו שנה הוי אומר שנה לראשון לא שנה לאחרון תמימה,1040001432,14,18
ref-m.5.5.9.4.8-ref-m.5.5.9.4.48,ref-sifra.13.4-00.8.8-ref-sifra.13.4-00.8.37,736245,736462,ref-m.5.5.9.4.8,ref-m.5.5.9.4.48,631318,631481,ref-sifra.13.4-00.8.8,ref-sifra.13.4-00.8.37,"מתנה בראשונה היה נטמן יום י""ב חדש שתהא חלוטה לו התקין הלל הזקן שיהא חולש את מעותיו בלשכה ויהא שובר את הדלת ונכנס אימתי שירצה הלז יבוא ויטול מעותיו","הנותן מתנה בראשונה היה נטמן יום י""ב חדש שתהא חלוטה לו התקין הלל הזקן שיהא חולש את מעותיו בלשכה ויהא שובר את הדלת ונכנס אימתי שירצה הלז יבוא ויטול מעותיו",29,30,3281,3281.0,2047,2047.0,0.0394736842105263,0.04,29,"מתנה בראשונה היה נטמן יום י""ב חדש שתהא חלוטה לו התקין הלל הזקן שיהא חולש את מעותיו בלשכה ויהא שובר את הדלת ונכנס אימתי שירצה הלז יבוא ויטול מעותיו",1040001433,29,30
ref-m.5.5.9.5.21-ref-m.5.5.9.6.43,ref-sifra.13.4-00.1.4-ref-sifra.13.4-00.1.97,736560,736863,ref-m.5.5.9.5.21,ref-m.5.5.9.6.43,629625,630119,ref-sifra.13.4-00.1.4,ref-sifra.13.4-00.1.97,בית מושב עיר חומה עיר חומה המוקפת חומה מימות יהושע בן נון ולא שהקיפוה חומה מכאן ולהבא ואלו הן בתי ערי חומה שלש חצרות של שני בתים המוקפות חומה מימות יהושע בן נון כגון קצרה הישנה של צפורי וחקרה של גוש חלב,"בית מושב עיר חומה יכול אפילו הקיפוה חומה מכאן ולהבא תלמוד לומר בית מושב עיר חומה עיר חומה המוקפת חומה מימות יהושע בן נון ולא שהקיפוה חומה מכאן ולהבא ואלו הן בתי ערי חומה שלש חצרות של שני בתים המוקפות חומה מימות יהושע בן נון כגון קצרה הישנה של צפורי וחקרה של גוש חלב ויורפת המוקפת חומה מימות יהושע בן נון ולא שהקיפוה חומה מכאן ולהבא ואלו הן בתי ערי חומה שלש חצרות של שני בתים המוקפות חומה מימות יהושע בן נון כגון קצרה הישנה של צפורי וחקרה של גוש חלב ויורפתס""א יודפתהישנה וגמלה",42,94,3257,3257.0,2050,2050.0,0.5747368421052632,0.28125,42,בית מושב עיר חומה עיר חומה המוקפת חומה מימות יהושע בן נון ולא שהקיפוה חומה מכאן ולהבא ואלו הן בתי ערי חומה שלש חצרות של שני בתים המוקפות חומה מימות יהושע בן נון כגון קצרה הישנה של צפורי וחקרה של גוש חלב,1040001434,42,94
