,index,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,grp-ref-b,grp-ref-sifre-n,dam-lev,jac,id
1321,1794,ref-b.4.2.3.40a.14.7-ref-b.4.2.3.40a.14.24,ref-sifre-n.118.1.834-ref-sifre-n.118.1.847,5227987,5228076,724342,724359,ref-b.4.2.3.40a.14.7,ref-b.4.2.3.40a.14.24,193017,193098,30560,30573,ref-sifre-n.118.1.834,ref-sifre-n.118.1.847,שמדד לו מתוך גורנו והחזיר לו מתוך גורנו אבל מדד לו מתוך גורנו והחזיר לו מתוך ביתו אינו ,אלמוד דבר שמתנה לכהן מדבר שמתנה לכהן ואל אלמוד דבר שמתנה לכהן מדבר שאין ,17,13,1667.0,1783.0,0.7011494252873564,1.0,3070001322
1322,1795,ref-b.4.2.3.40a.15.16-ref-b.4.2.3.40a.15.33,ref-sifre-n.118.1.834-ref-sifre-n.118.1.847,5228203,5228306,724380,724397,ref-b.4.2.3.40a.15.16,ref-b.4.2.3.40a.15.33,193017,193098,30560,30573,ref-sifre-n.118.1.834,ref-sifre-n.118.1.847,שמדד לו בימות הגורן והחזיר לו בימות הגורן אבל מדד לו בימות הגורן והחזיר לו בימות הגשמים אינו ,אלמוד דבר שמתנה לכהן מדבר שמתנה לכהן ואל אלמוד דבר שמתנה לכהן מדבר שאין ,17,13,1668.0,1783.0,0.7096774193548387,1.0,3070001323
1323,1796,ref-b.5.4.5.37a.9.23-ref-b.5.4.5.37a.9.38,ref-sifre-n.118.1.837-ref-sifre-n.118.1.849,8040703,8040789,1130534,1130546,ref-b.5.4.5.37a.9.23,ref-b.5.4.5.37a.9.38,193035,193109,30560,30572,ref-sifre-n.118.1.837,ref-sifre-n.118.1.849,הן דברים שהנפש קצה בהן נבילות וטריפות שקצים ורמשים ואלו הן דברים שאין הנפש קצה בהן ,לכהן מדבר שמתנה לכהן ואל אלמוד דבר שמתנה לכהן מדבר שאין מתנה לכהן ,12,12,2630.0,1783.0,0.6144578313253012,0.8,3070001324
1324,1798,ref-b.5.1.5.57a.11.13-ref-b.5.1.5.57a.12.18,ref-sifre-n.118.1.897-ref-sifre-n.118.1.913,6972203,6972400,977454,977479,ref-b.5.1.5.57a.11.13,ref-b.5.1.5.57a.12.18,193341,193432,30596,30619,ref-sifre-n.118.1.897,ref-sifre-n.118.1.913,הקישן הכתוב לחזה ושוק של שלמים מה שלמים נאכלין לשני ימים ולילה אחד אף בכור נאכל לשני ימים ולילה אחד אמר לו היקשתו לחזה ושוק של,אתה מקישו לחזה ושוק של שלמים ואני מקישו לחזה אתה מקישו לחזה ושוק של שלמים ואני מקישו לחזה ושוק של תודה כשם שאלו נאכלים,126,118,2198.0,1798.0,0.6428571428571429,0.75,3070001325
1325,1800,ref-b.3.2.13.112a.7.23-ref-b.3.2.13.112a.7.34,ref-sifre-n.118.1.925-ref-sifre-n.118.1.938,3609918,3609978,496863,496874,ref-b.3.2.13.112a.7.23,ref-b.3.2.13.112a.7.34,193484,193556,30633,30645,ref-sifre-n.118.1.925,ref-sifre-n.118.1.938,מרבו בה מלכים דכתיב כי היו בצוען שריו ואין לך טרשים בכל ,ובשרם יהיה לך כחזה התנופה אין צריך לומר יהיה אלא ריבה בו הכתוב הוייה ,11,12,919.0,1800.0,0.7101449275362319,0.8666666666666667,3070001326
1326,1801,ref-b.2.8.3.29a.9.7-ref-b.2.8.3.29a.9.14,ref-sifre-n.119.1.31-ref-sifre-n.119.1.38,2335990,2336056,322430,322437,ref-b.2.8.3.29a.9.7,ref-b.2.8.3.29a.9.14,194478,194542,30837,30844,ref-sifre-n.119.1.31,ref-sifre-n.119.1.38,כהנים ולוים וישראלים גרים ועבדים משוחררים וטומטום ואנדרוגינוס ,כהנים לוים וישראלים וגרים ונשים ועבדים וטומטום ואנדרוגינוס ,7,7,600.0,1801.0,0.16129032258064516,0.33333333333333337,3070001327
1327,1802,ref-b.5.1.8.80b.9.5-ref-b.5.1.8.80b.10.5,ref-sifre-n.119.1.103-ref-sifre-n.119.1.122,7020646,7020760,984541,984559,ref-b.5.1.8.80b.9.5,ref-b.5.1.8.80b.10.5,194884,194977,30826,30843,ref-sifre-n.119.1.103,ref-sifre-n.119.1.122,לו קתני מי קתני אלו ואלו מודים אלו ואלו עלו לו קתני סיפא אתאן לרבנן דאמרי יש בילה תא שמע הניתנין במתנה אחת ,"שנתן לבניו מתנות ולבנו אחד לא נתן שום מתנה אמר לו בני אע""פ שלא נתתי לך מתנה על שולחני אתה ",18,17,2220.0,1802.0,0.6915887850467289,0.8846153846153846,3070001328
1328,1803,ref-b.5.2.5.57b.12.14-ref-b.5.2.5.57b.12.22,ref-sifre-n.119.1.172-ref-sifre-n.119.1.179,7319189,7319249,1028098,1028106,ref-b.5.2.5.57b.12.14,ref-b.5.2.5.57b.12.22,195235,195286,30891,30898,ref-sifre-n.119.1.172,ref-sifre-n.119.1.179,וממותר העומר וממותר שתי הלחם ומלחם הפנים ומשירי מנחות ,ומותר העומר ושתי הלחם ולחם הפנים ושירי מנחות ,8,7,2367.0,1803.0,0.16666666666666666,0.5,3070001329
1329,1804,ref-b.4.1.9.110b.16.2-ref-b.4.1.9.110b.16.20,ref-sifre-n.119.2.4-ref-sifre-n.119.2.24,5051763,5051883,698826,698843,ref-b.4.1.9.110b.16.2,ref-b.4.1.9.110b.16.20,195349,195485,30913,30932,ref-sifre-n.119.2.4,ref-sifre-n.119.2.24,בגבולין תרומה ותרומת מעשר וחלה וראשית הגז והמתנות ופדיון הבן ופדיון פטר חמור ושדה אחוזה ושדה חרמים וגזל הגר ,שבגבולים תרומה ותרומת מעשר וחלה וביכורים וראשית הגז והמתנות בכור אדם ובכור בהמה טהורה ופטר חמור והחרמים ושדה אחוזה וגזל הגר ,17,19,1649.0,1804.0,0.3629032258064516,0.3913043478260869,3070001330
1330,1805,ref-b.5.3.10.133b.15.2-ref-b.5.3.10.133b.16.6,ref-sifre-n.119.2.4-ref-sifre-n.119.2.24,7892800,7892919,1109551,1109568,ref-b.5.3.10.133b.15.2,ref-b.5.3.10.133b.16.6,195349,195485,30910,30929,ref-sifre-n.119.2.4,ref-sifre-n.119.2.24,בגבולים תרומה ותרומת מעשר וחלה וראשית הגז ומתנות ופדיון הבן ופדיון פטר חמור ושדה אחוזה ושדה חרמים וגזל הגר ,שבגבולים תרומה ותרומת מעשר וחלה וביכורים וראשית הגז והמתנות בכור אדם ובכור בהמה טהורה ופטר חמור והחרמים ושדה אחוזה וגזל הגר ,17,19,2604.0,1804.0,0.3629032258064516,0.3913043478260869,3070001331
1331,1806,ref-b.5.3.10.131a.6.5-ref-b.5.3.10.131a.6.13,ref-sifre-n.119.2.5-ref-sifre-n.119.2.13,7882075,7882136,1107974,1107982,ref-b.5.3.10.131a.6.5,ref-b.5.3.10.131a.6.13,195359,195420,30911,30919,ref-sifre-n.119.2.5,ref-sifre-n.119.2.13,תרומה ותרומת מעשר וחלה ראשית הגז ומתנות והדמאי והבכורים ,תרומה ותרומת מעשר וחלה וביכורים וראשית הגז והמתנות בכור ,8,8,2603.0,1804.0,0.39285714285714285,0.19999999999999996,3070001332
1332,1807,ref-b.5.3.10.134a.19.2-ref-b.5.3.10.134b.1.3,ref-sifre-n.119.2.9-ref-sifre-n.119.2.16,7894962,7895023,1109741,1109866,ref-b.5.3.10.134a.19.2,ref-b.5.3.10.134b.1.3,195384,195442,30906,30922,ref-sifre-n.119.2.9,ref-sifre-n.119.2.16,ובכור בהמה טמאה ובכור בהמה טהורה לחיוב ראשית הגז והמתנות ובכור בהמה טמאה ובכור בהמה טהורה לחיוב ראשית,וביכורים וראשית הגז והמתנות בכור אדם ובכור בהמה טהורה וראשית הגז והמתנות בכור אדם ובכור בהמה,101,92,2606.0,1804.0,0.5841584158415841,0.4,3070001333
1333,1809,ref-b.5.4.1.4a.4.5-ref-b.5.4.1.4a.4.14,ref-sifre-n.119.2.12-ref-sifre-n.119.2.18,7932067,7932126,1115081,1115089,ref-b.5.4.1.4a.4.5,ref-b.5.4.1.4a.4.14,195407,195448,30909,30914,ref-sifre-n.119.2.12,ref-sifre-n.119.2.18,מבכור בהמה טהורה נפטרו אלמה תנן לא נפטרו מבכור בהמה טהורה ,והמתנות בכור אדם ובכור בהמה טהורה ופטר ,8,5,2612.0,1804.0,0.6379310344827587,0.5555555555555556,3070001334
1334,1810,ref-b.4.4.11.110a.13.3-ref-b.4.4.11.110a.13.9,ref-sifre-n.119.2.103-ref-sifre-n.119.2.107,6408281,6408316,896033,896039,ref-b.4.4.11.110a.13.3,ref-b.4.4.11.110a.13.9,195881,195910,31000,31004,ref-sifre-n.119.2.103,ref-sifre-n.119.2.107,קרח לא מן הבלועים ולא מן השרופין ,קרח מן הבלועים ומן השרופים ,6,4,2008.0,1810.0,0.21212121212121213,0.33333333333333337,3070001335
1335,1811,ref-b.4.4.11.110a.14.3-ref-b.4.4.11.110a.14.8,ref-sifre-n.119.2.103-ref-sifre-n.119.2.107,6408450,6408482,896062,896067,ref-b.4.4.11.110a.14.3,ref-b.4.4.11.110a.14.8,195881,195910,31000,31004,ref-sifre-n.119.2.103,ref-sifre-n.119.2.107,קרח מן השרופין ומן הבלועין מן ,קרח מן הבלועים ומן השרופים ,5,4,2010.0,1810.0,0.36666666666666664,0.0,3070001336
1336,1812,ref-b.5.3.7.91b.9.1-ref-b.5.3.7.91b.9.5,ref-sifre-n.119.2.131-ref-sifre-n.119.2.135,7763626,7763654,1091156,1091160,ref-b.5.3.7.91b.9.1,ref-b.5.3.7.91b.9.5,196052,196080,31021,31025,ref-sifre-n.119.2.131,ref-sifre-n.119.2.135,ויחלום והנה סולם מוצב ארצה ,ויחלום והנה סולם מוצב ארצה ,4,4,2582.0,1812.0,0.0,0.0,3070001337
1337,1813,ref-b.5.3.7.91b.9.15-ref-b.5.3.7.91b.9.20,ref-sifre-n.119.2.139-ref-sifre-n.119.2.144,7763702,7763737,1091170,1091175,ref-b.5.3.7.91b.9.15,ref-b.5.3.7.91b.9.20,196101,196136,31029,31034,ref-sifre-n.119.2.139,ref-sifre-n.119.2.144,והנה מלאכי אלהים עולים ויורדים בו ,והנה מלאכי אלהים עולים ויורדים בו ,5,5,2584.0,1813.0,0.0,0.0,3070001338
1338,1814,ref-b.5.3.7.91b.9.1-ref-b.5.3.7.91b.9.5,ref-sifre-n.119.2.151-ref-sifre-n.119.2.155,7763626,7763654,1091156,1091160,ref-b.5.3.7.91b.9.1,ref-b.5.3.7.91b.9.5,196164,196192,31040,31044,ref-sifre-n.119.2.151,ref-sifre-n.119.2.155,ויחלום והנה סולם מוצב ארצה ,ויחלום והנה סולם מוצב ארצה ,4,4,2582.0,1814.0,0.0,0.0,3070001339
1339,1815,ref-b.2.8.4.31a.16.17-ref-b.2.8.4.31a.16.22,ref-sifre-n.119.2.178-ref-sifre-n.119.2.188,2344835,2344860,321430,323640,ref-b.2.8.4.31a.16.17,ref-b.2.8.4.31a.16.22,196331,196375,31057,31144,ref-sifre-n.119.2.178,ref-sifre-n.119.2.188,ראיתי את ה' נצב על המזבח ראיתי את ה' נצב על,ה' נצב עליו עמוס ט ראיתי את ה' נצב על המזבח עליו עמוס ט ראיתי את ה' נצב על,43,74,604.0,1815.0,0.4189189189189189,0.25,3070001340
1340,1817,ref-b.2.11.3.17a.5.20-ref-b.2.11.3.17a.5.30,ref-sifre-n.119.2.224-ref-sifre-n.119.2.234,2699670,2699725,374586,374596,ref-b.2.11.3.17a.5.20,ref-b.2.11.3.17a.5.30,196568,196623,31180,31190,ref-sifre-n.119.2.224,ref-sifre-n.119.2.234,שפתי כהן ישמרו דעת ותורה יבקשו מפיהו כי מלאך ה' צבאות ,שפתי כהן ישמרו דעת ותורה יבקשו מפיהו כי מלאך ה' צבאות ,10,10,712.0,1817.0,0.0,0.0,3070001341
1341,1818,ref-b.2.12.2.15b.6.19-ref-b.2.12.2.15b.6.38,ref-sifre-n.119.2.224-ref-sifre-n.119.2.237,2812993,2813092,390817,390835,ref-b.2.12.2.15b.6.19,ref-b.2.12.2.15b.6.38,196568,196641,31180,31193,ref-sifre-n.119.2.224,ref-sifre-n.119.2.237,שפתי כהן ישמרו דעת ותורה יבקשו מפיהו כי מלאך ה' צבאות הוא אם דומה הרב למלאך ה' צבאות יבקשו תורה ,שפתי כהן ישמרו דעת ותורה יבקשו מפיהו כי מלאך ה' צבאות הוא בזמן שהתורה ,18,13,735.0,1817.0,0.3020833333333333,0.375,3070001342
1342,1819,ref-b.5.2.5.53a.15.11-ref-b.5.2.5.53a.16.5,ref-sifre-n.119.2.272-ref-sifre-n.119.2.281,7305100,7305215,1026045,1026058,ref-b.5.2.5.53a.15.11,ref-b.5.2.5.53a.16.5,196817,196864,31155,31164,ref-sifre-n.119.2.272,ref-sifre-n.119.2.281,טובתי בל עליך אמרה כנסת ישראל לפני הקדוש ברוך הוא רבונו של עולם החזק לי טובה שהודעתיך בעולם אמר לה טובתי בל עליך ,טובך עדיף עלי ועל כל באי העולם יעדיף טובך עלי ,13,9,2357.0,1819.0,0.7079646017699115,0.8888888888888888,3070001343
1343,1820,ref-b.1.1.1.4a.10.9-ref-b.1.1.1.4a.10.14,ref-sifre-n.119.2.333-ref-sifre-n.119.2.338,9274,9309,1358,1363,ref-b.1.1.1.4a.10.9,ref-b.1.1.1.4a.10.14,197152,197188,31277,31282,ref-sifre-n.119.2.333,ref-sifre-n.119.2.338,ואדברה בעדתיך נגד מלכים ולא אבוש ,ואדברה בעדותיך נגד מלכים ולא אבוש ,5,5,0.0,1820.0,0.029411764705882353,0.0,3070001344
1344,1821,ref-b.3.5.7.35a.21.12-ref-b.3.5.7.35a.21.18,ref-sifre-n.119.2.339-ref-sifre-n.119.2.347,4017309,4017345,554962,554968,ref-b.3.5.7.35a.21.12,ref-b.3.5.7.35a.21.18,197189,197236,31217,31225,ref-sifre-n.119.2.339,ref-sifre-n.119.2.347,שנאמר זמרות היו לי חקיך בבית מגורי ,ואומר תהלים קיט זמירות היו לי חקיך בבית מגורי ,6,8,1396.0,1821.0,0.30434782608695654,0.5,3070001345
1345,1822,ref-b.2.5.7.72b.6.15-ref-b.2.5.7.72b.6.22,ref-sifre-n.119.4.20-ref-sifre-n.119.4.27,1892300,1892338,261165,261172,ref-b.2.5.7.72b.6.15,ref-b.2.5.7.72b.6.22,197686,197726,31367,31374,ref-sifre-n.119.4.20,ref-sifre-n.119.4.27,זכה אהרן ונטלו של שלחן זכה דוד ונטלו ,זכה אהרן ונטלו כתר מלכות זכה דוד ונטלו ,7,7,441.0,1822.0,0.1794871794871795,0.5,3070001346
1346,1823,ref-b.5.3.7.92a.2.11-ref-b.5.3.7.92a.2.24,ref-sifre-n.119.4.99-ref-sifre-n.119.4.107,7765204,7765267,1091396,1091407,ref-b.5.3.7.92a.2.11,ref-b.5.3.7.92a.2.24,198091,198138,31371,31379,ref-sifre-n.119.4.99,ref-sifre-n.119.4.107,נעשה שר למי כשהוא אומר כי שרית עם אלהים הוי אומר יעקב נעשה שר ,העושה שרים או העושה שררה הוי אומר העושה שררה ,11,8,2585.0,1823.0,0.5483870967741935,0.7,3070001347
1347,1824,ref-b.1.1.1.6b.34.15-ref-b.1.1.1.6b.35.5,ref-sifre-n.119.5.28-ref-sifre-n.119.5.44,25708,25771,3738,3749,ref-b.1.1.1.6b.34.15,ref-b.1.1.1.6b.35.5,198393,198472,31491,31505,ref-sifre-n.119.5.28,ref-sifre-n.119.5.44,שנאמר סוף דבר הכל נשמע את האלהים ירא וגו' מאי כי זה כל האדם ,ואומר קהלת יב סוף דבר הכל נשמע את האלהים ירא ואת מצותיו שמור כי זה כל האדם ,11,14,7.0,1824.0,0.29333333333333333,0.4375,3070001348
1348,1825,ref-b.2.1.2.30b.3.62-ref-b.2.1.2.30b.3.75,ref-sifre-n.119.5.31-ref-sifre-n.119.5.44,448776,448840,62713,62724,ref-b.2.1.2.30b.3.62,ref-b.2.1.2.30b.3.75,198408,198472,31494,31505,ref-sifre-n.119.5.31,ref-sifre-n.119.5.44,סוף דבר הכל נשמע את האלהים ירא ואת מצותיו שמור כי זה כל האדם ,סוף דבר הכל נשמע את האלהים ירא ואת מצותיו שמור כי זה כל האדם ,11,11,86.0,1824.0,0.0,0.0,3070001349
1349,1826,ref-b.5.3.1.24a.8.6-ref-b.5.3.1.24a.8.17,ref-sifre-n.119.5.232-ref-sifre-n.119.5.238,7550835,7550906,1060668,1060749,ref-b.5.3.1.24a.8.6,ref-b.5.3.1.24a.8.17,199419,199454,31583,31602,ref-sifre-n.119.5.232,ref-sifre-n.119.5.238,כשרים לוים במומין כשרים בשנים פסולים נמצא כשר בכהנים פסול בלוים כשר בלוים פסול בכהנים כשרים לוים במומין כשרים בשנים פסולים נמצא כשר בכהנים פסול בלוים כשר,"כשרו לוים כשרו כהנים כאן שכשרו לוי אינו דין שיכשרו כהנים ת""ל ועבד כשרו לוים כשרו כהנים כאן שכשרו לוי",153,100,2519.0,1826.0,0.6143790849673203,0.9166666666666666,3070001350
1350,1828,ref-b.5.2.8.77b.7.4-ref-b.5.2.8.77b.7.10,ref-sifre-n.119.5.303-ref-sifre-n.119.5.311,7377893,7377933,1036270,1036276,ref-b.5.2.8.77b.7.4,ref-b.5.2.8.77b.7.10,199786,199834,31648,31656,ref-sifre-n.119.5.303,ref-sifre-n.119.5.311,תרומה לה' וכתיב בתרומת מעשר ממנו תרומה ,תרומה לה' קראו המקום תרומה עד שיוצא ממנו תרומת ,6,8,2406.0,1828.0,0.40425531914893614,0.6,3070001351
1351,1829,ref-b.3.2.5.58a.9.4-ref-b.3.2.5.58a.9.10,ref-sifre-n.119.5.402-ref-sifre-n.119.5.429,3427318,3427352,471622,471695,ref-b.3.2.5.58a.9.4,ref-b.3.2.5.58a.9.10,200269,200412,31696,31736,ref-sifre-n.119.5.402,ref-sifre-n.119.5.429,בפני הבעל השתא בפני הבעל אמרת לא בפני בפני הבעל השתא בפני הבעל אמרת לא,"בפני הבית שלא בפני הבית מנין ת""ל לנחלה מה נחלה נוהגת בפני הבית ושלא בפני הבית אף מעשר ראשון נוהג בפני הבית ושלא בפני הבית על כן אמרתי בפני הבית ושלא בפני הבית על כן",70,164,902.0,1829.0,0.6463414634146342,0.875,3070001352
1352,1830,ref-b.4.5.1.5b.11.23-ref-b.4.5.1.5b.11.38,ref-sifre-n.119.5.403-ref-sifre-n.119.5.426,6435256,6435323,899671,899686,ref-b.4.5.1.5b.11.23,ref-b.4.5.1.5b.11.38,200274,200400,31697,31719,ref-sifre-n.119.5.403,ref-sifre-n.119.5.426,"בת אביו שלא בת אמו ובת אמו שלא בת אביו בת אמו ובת אביו מנין ת""ל ","הבית שלא בפני הבית מנין ת""ל לנחלה מה נחלה נוהגת בפני הבית ושלא בפני הבית אף מעשר ראשון נוהג בפני הבית ושלא בפני הבית ",15,22,2019.0,1829.0,0.6752136752136753,0.7333333333333334,3070001353
1353,1832,ref-b.5.4.1.11b.9.19-ref-b.5.4.1.11b.9.26,ref-sifre-n.120.1.1-ref-sifre-n.120.1.8,7963943,7963995,1119763,1119770,ref-b.5.4.1.11b.9.19,ref-b.5.4.1.11b.9.26,200726,200778,31785,31792,ref-sifre-n.120.1.1,ref-sifre-n.120.1.8,ואל הלוים תדבר ואמרת אליהם כי תקחו מאת בני ישראל ,ואל הלוים תדבר ואמרת אליהם כי תקחו מאת בני ישראל ,7,7,2617.0,1832.0,0.0,0.0,3070001354
1354,1833,ref-b.2.8.1.12b.3.11-ref-b.2.8.1.12b.3.25,ref-sifre-n.120.1.1-ref-sifre-n.120.1.15,2277733,2277808,313982,313993,ref-b.2.8.1.12b.3.11,ref-b.2.8.1.12b.3.25,200726,200801,31854,31865,ref-sifre-n.120.1.1,ref-sifre-n.120.1.15,ואל הלוים תדבר ואמרת אליהם כי תקחו מאת בני ישראל את המעשר אשר נתתי לכם ,ואל הלוים תדבר ואמרת אליהם כי תקחו מאת בני ישראל את המעשר אשר נתתי לכם ,11,11,557.0,1832.0,0.0,0.0,3070001355
1355,1834,ref-b.2.8.1.12b.5.11-ref-b.2.8.1.12b.5.23,ref-sifre-n.120.1.1-ref-sifre-n.120.1.22,2278117,2278183,311875,314043,ref-b.2.8.1.12b.5.11,ref-b.2.8.1.12b.5.23,200726,200835,31772,31868,ref-sifre-n.120.1.1,ref-sifre-n.120.1.22,ואל הלוים תדבר ואמרת אליהם כי תקחו מאת בני ישראל את המעשר אשר נתתי לכם תן לו דברי רבי יהודה רבי אליעזר בן יעקב אומר אינו צריך הרי,ואל הלוים תדבר ואמרת אליהם כי תקחו מאת בני ישראל את המעשר אשר נתתי לכם ואל הלוים תדבר ואמרת אליהם כי תקחו מאת בני ישראל את המעשר אשר נתתי לכם,129,141,559.0,1832.0,0.3475177304964539,0.4285714285714286,3070001356
1356,1836,ref-b.5.4.1.11b.9.17-ref-b.5.4.1.11b.9.23,ref-sifre-n.120.1.38-ref-sifre-n.120.1.45,7963931,7963972,1119761,1119767,ref-b.5.4.1.11b.9.17,ref-b.5.4.1.11b.9.23,200911,200957,31809,31816,ref-sifre-n.120.1.38,ref-sifre-n.120.1.45,מעשר שנאמר ואל הלוים תדבר ואמרת אליהם ,"מעשרה בארץ ת""ל ואל הלוים תדבר ואמרת אליהם ",6,7,2617.0,1836.0,0.21428571428571427,0.375,3070001357
1357,1837,ref-b.2.8.1.12b.3.9-ref-b.2.8.1.12b.3.15,ref-sifre-n.120.1.40-ref-sifre-n.120.1.45,2277722,2277762,313981,313986,ref-b.2.8.1.12b.3.9,ref-b.2.8.1.12b.3.15,200924,200957,31880,31885,ref-sifre-n.120.1.40,ref-sifre-n.120.1.45,תלמוד לומר ואל הלוים תדבר ואמרת אליהם ,"ת""ל ואל הלוים תדבר ואמרת אליהם ",5,5,557.0,1836.0,0.21052631578947367,0.4285714285714286,3070001358
1358,1838,ref-b.5.3.3.56b.14.12-ref-b.5.3.3.56b.14.23,ref-sifre-n.120.1.62-ref-sifre-n.120.1.76,7654108,7654172,1075526,1075537,ref-b.5.3.3.56b.14.12,ref-b.5.3.3.56b.14.23,201047,201129,31832,31845,ref-sifre-n.120.1.62,ref-sifre-n.120.1.76,ממנו כהניו ממנו נביאיו ממנו שריו ממנו מלכיו שנאמר ממנו פנה ממנו ,ממנו ממין על מינו ולא ממין על שאינו מינו והרמותם ממנו מופנה להקיש ולדון ממנו ,11,13,2557.0,1838.0,0.5584415584415584,0.7857142857142857,3070001359
1359,1839,ref-b.3.1.9.86a.4.10-ref-b.3.1.9.86a.4.23,ref-sifre-n.120.1.64-ref-sifre-n.120.1.102,3126247,3126313,431008,431018,ref-b.3.1.9.86a.4.10,ref-b.3.1.9.86a.4.23,201058,201266,31821,31857,ref-sifre-n.120.1.64,ref-sifre-n.120.1.102,על טבל שלא הורם ממנו כל עיקר הורם ממנו תרומה גדולה ולא הורם ממנו ,על מינו ולא ממין על שאינו מינו והרמותם ממנו מופנה להקיש ולדון ממנו גזירה שוה והרמותם ממנו שלא יתרום מן המחובר על התלוש ולא מן התלוש על המחובר ולא מן החדש על הישן ולא מן הישן על החדש והרמותם ,10,36,830.0,1838.0,0.7263157894736842,0.7619047619047619,3070001360
1360,1840,ref-b.4.5.3.16b.14.14-ref-b.4.5.3.16b.14.27,ref-sifre-n.120.1.64-ref-sifre-n.120.1.102,6474894,6474962,905412,905422,ref-b.4.5.3.16b.14.14,ref-b.4.5.3.16b.14.27,201058,201266,31821,31857,ref-sifre-n.120.1.64,ref-sifre-n.120.1.102,על הטבל שלא הורם ממנו כל עיקר הורם ממנו תרומה גדולה ולא הורם ממנו ,על מינו ולא ממין על שאינו מינו והרמותם ממנו מופנה להקיש ולדון ממנו גזירה שוה והרמותם ממנו שלא יתרום מן המחובר על התלוש ולא מן התלוש על המחובר ולא מן החדש על הישן ולא מן הישן על החדש והרמותם ,10,36,2055.0,1838.0,0.7263157894736842,0.7619047619047619,3070001361
1361,1841,ref-b.2.5.8.81a.15.35-ref-b.2.5.8.81a.15.39,ref-sifre-n.120.1.73-ref-sifre-n.120.1.77,1929401,1929433,266525,266529,ref-b.2.5.8.81a.15.35,ref-b.2.5.8.81a.15.39,201106,201139,31911,31915,ref-sifre-n.120.1.73,ref-sifre-n.120.1.77,מופנה להקיש ולדון ממנו גזרה שוה ,מופנה להקיש ולדון ממנו גזירה שוה ,4,4,462.0,1838.0,0.030303030303030304,0.0,3070001362
1362,1842,ref-b.2.5.8.81a.17.23-ref-b.2.5.8.81a.17.27,ref-sifre-n.120.1.73-ref-sifre-n.120.1.77,1929716,1929749,266567,266571,ref-b.2.5.8.81a.17.23,ref-b.2.5.8.81a.17.27,201106,201139,31911,31915,ref-sifre-n.120.1.73,ref-sifre-n.120.1.77,מופנה להקיש ולדון ממנו גזירה שוה ,מופנה להקיש ולדון ממנו גזירה שוה ,4,4,469.0,1838.0,0.0,0.0,3070001363
1363,1843,ref-b.3.4.7.48a.3.10-ref-b.3.4.7.48a.3.14,ref-sifre-n.120.1.73-ref-sifre-n.120.1.77,3863639,3863673,532760,532764,ref-b.3.4.7.48a.3.10,ref-b.3.4.7.48a.3.14,201106,201139,31844,31848,ref-sifre-n.120.1.73,ref-sifre-n.120.1.77,מופנה להקיש ולדון הימנו גזירה שוה ,מופנה להקיש ולדון ממנו גזירה שוה ,4,4,1144.0,1838.0,0.058823529411764705,0.0,3070001364
1364,1844,ref-b.4.4.7.54a.2.26-ref-b.4.4.7.54a.2.30,ref-sifre-n.120.1.73-ref-sifre-n.120.1.77,6145006,6145038,855565,855569,ref-b.4.4.7.54a.2.26,ref-b.4.4.7.54a.2.30,201106,201139,31844,31848,ref-sifre-n.120.1.73,ref-sifre-n.120.1.77,מופנה להקיש ולדון ממנו גזרה שוה ,מופנה להקיש ולדון ממנו גזירה שוה ,4,4,1867.0,1838.0,0.030303030303030304,0.0,3070001365
1365,1845,ref-b.2.7.1.5b.1.9-ref-b.2.7.1.5b.3.1,ref-sifre-n.120.1.76-ref-sifre-n.120.1.93,2130139,2130222,294174,294186,ref-b.2.7.1.5b.1.9,ref-b.2.7.1.5b.3.1,201125,201219,31914,31930,ref-sifre-n.120.1.76,ref-sifre-n.120.1.93,נמנו עליך חבריך והתירוהו מאן חבריך רבן יוחנן בן זכאי טעמא דנמנו הא לא נמנו לא מאי ,ממנו גזירה שוה והרמותם ממנו שלא יתרום מן המחובר על התלוש ולא מן התלוש על המחובר ולא מן ,12,16,519.0,1838.0,0.6781609195402298,0.8947368421052632,3070001366
1366,1846,ref-b.2.8.1.12b.1.13-ref-b.2.8.1.12b.1.22,ref-sifre-n.120.1.81-ref-sifre-n.120.1.101,2277399,2277442,311779,313945,ref-b.2.8.1.12b.1.13,ref-b.2.8.1.12b.1.22,201154,201257,31836,31938,ref-sifre-n.120.1.81,ref-sifre-n.120.1.101,לא מן החדש על הישן ולא מן הישן על החדש לא מן החדש על הישן ולא מן הישן על החדש,שלא יתרום מן המחובר על התלוש ולא מן התלוש על המחובר ולא מן החדש על הישן ולא מן הישן על החדש ולא מן החדש על הישן ולא מן הישן על החדש,77,131,555.0,1838.0,0.4122137404580153,0.4444444444444444,3070001367
