baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-y,baseOrder,grp-ref-sifre-n,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-sifre-n.110.1.61-ref-sifre-n.110.1.70,ref-y.1.9.2.1.4.161-ref-y.1.9.2.1.5.9,156489,156541,ref-sifre-n.110.1.61,ref-sifre-n.110.1.70,777091,777142,ref-y.1.9.2.1.4.161,ref-y.1.9.2.1.5.9,ובמעשר יצאו מכאן לשם ר' אליעזר מחייב ור' עקיבא פוטר ,עשר יצאו מיכן ושם ר' אליעזר מחייב ורי' עקיבה פוטר ,10,10,202,202.0,1018,1018.0,0.1538461538461538,0.1999999999999999,5,יצאו ר' אליעזר מחייב פוטר,5070000880,10,10
ref-sifre-n.110.1.75-ref-sifre-n.110.1.81,ref-y.1.9.2.1.1.30-ref-y.1.9.2.1.1.37,156562,156601,ref-sifre-n.110.1.75,ref-sifre-n.110.1.81,775271,775315,ref-y.1.9.2.1.1.30,ref-y.1.9.2.1.1.37,"פירות חו""ל שנכנסו לארץ ר' אליעזר פוטר ",פירו' חוץ לארץ שנכנסו לארץ ר' אליעז' פוטר ,7,8,201,201.0,1019,1019.0,0.1666666666666666,0.6,4,שנכנסו לארץ ר' פוטר,5070000881,7,8
ref-sifre-n.110.1.111-ref-sifre-n.110.1.123,ref-y.1.1.1.1.35.94-ref-y.1.1.1.1.35.104,156758,156821,ref-sifre-n.110.1.111,ref-sifre-n.110.1.123,14076,14129,ref-y.1.1.1.1.35.94,ref-y.1.1.1.1.35.104,כאן לחם עוני ונאמר להלן לחם מה לחם האמור להלן חמשת המינים אף ,כאן לילה ונאמר להלן לילה מה לילה שנאמר להלן חצות אף ,4,2,26,2.0,1020,1020.0,0.4098360655737705,0.6666666666666667,6,כאן ונאמר להלן מה להלן אף,5070000882,13,11
ref-sifre-n.110.1.111-ref-sifre-n.110.1.123,ref-y.1.4.8.1.2.6-ref-y.1.4.8.1.2.20,156758,156821,ref-sifre-n.110.1.111,ref-sifre-n.110.1.123,427270,427339,ref-y.1.4.8.1.2.6,ref-y.1.4.8.1.2.20,כאן לחם עוני ונאמר להלן לחם מה לחם האמור להלן חמשת המינים אף ,כאן פן תקדש ונאמר להלן פן תוקדש בו מה פן האמור להלן אסור בחנייה אף ,4,4,109,87.0,1021,1020.0,0.4328358208955223,0.6153846153846154,7,כאן ונאמר להלן מה האמור להלן אף,5070000883,13,15
ref-sifre-n.110.1.111-ref-sifre-n.110.1.123,ref-y.1.7.2.4.9.111-ref-y.1.7.2.4.9.127,156758,156821,ref-sifre-n.110.1.111,ref-sifre-n.110.1.123,665163,665248,ref-y.1.7.2.4.9.111,ref-y.1.7.2.4.9.127,כאן לחם עוני ונאמר להלן לחם מה לחם האמור להלן חמשת המינים אף ,כאן נפשו ונאמר להלן נפשו דכתיב ואליו הוא נושא את נפשו מה נפשו האמורה להלן שכרו אף ,4,17,163,139.0,1022,1020.0,0.6341463414634146,0.6666666666666667,6,כאן ונאמר להלן מה להלן אף,5070000884,13,17
ref-sifre-n.110.1.112-ref-sifre-n.110.1.125,ref-y.1.9.1.1.2.30-ref-y.1.9.1.1.2.48,156762,156832,ref-sifre-n.110.1.112,ref-sifre-n.110.1.125,757441,757532,ref-y.1.9.1.1.2.30,ref-y.1.9.1.1.2.48,לחם בפסח ונאמר לחם בחלה מה לחם שנאמר בפסח דבר שהוא בא לידי מצה וחמץ אף לחם שנאמר,נאמר לחם בפסח ונאמר לחם בחלה מה לחם שנאמר בפסח דבר שהוא בא לידי מצה וחמץ אף לחם שנאמר,13,14,182,182.0,1047,1047.0,0.0588235294117647,0.125,13,לחם בפסח ונאמר לחם בחלה מה לחם שנאמר בפסח דבר_שהוא_בא_לידי_מצה_וחמץ אף לחם שנאמר,5070000885,13,14
ref-sifre-n.110.1.111-ref-sifre-n.110.1.126,ref-y.1.9.2.1.11.71-ref-y.1.9.2.1.11.87,156758,156836,ref-sifre-n.110.1.111,ref-sifre-n.110.1.126,779730,779810,ref-y.1.9.2.1.11.71,ref-y.1.9.2.1.11.87,כאן לחם עוני ונאמר להלן לחם מה לחם האמור להלן חמשת המינים אף לחם האמור כאן ,כאן חלה ונאמר להלן חלת להם שמן מה חלה שנאמר להלן עשויה בשמן אף חלה שנאמר כאן ,1,17,225,203.0,1035,1020.0,0.4545454545454545,0.7333333333333334,7,כאן ונאמר להלן מה להלן אף כאן,5070000886,16,17
ref-sifre-n.110.1.117-ref-sifre-n.110.1.128,ref-y.1.11.1.3.1.54-ref-y.1.11.1.3.1.67,156787,156849,ref-sifre-n.110.1.117,ref-sifre-n.110.1.128,854754,854832,ref-y.1.11.1.3.1.54,ref-y.1.11.1.3.1.67,מה לחם האמור להלן חמשת המינים אף לחם האמור כאן חמשת המינים ,מה ארץ שנאמר להלן בשבעת המינין הכתוב מדבר אף ארץ שנאמר כאן בשבעת המינין ,12,12,253,249.0,1052,1020.0,0.4583333333333333,0.8333333333333334,3,מה להלן כאן,5070000887,12,12
ref-sifre-n.110.1.111-ref-sifre-n.110.1.123,ref-y.1.11.2.3.5.4-ref-y.1.11.2.3.5.14,156758,156821,ref-sifre-n.110.1.111,ref-sifre-n.110.1.123,873528,873582,ref-y.1.11.2.3.5.4,ref-y.1.11.2.3.5.14,כאן לחם עוני ונאמר להלן לחם מה לחם האמור להלן חמשת המינים אף ,כאן שמחה ונאמר להלן שמחה מה שמחה שנאמר להלן שלמים אף ,4,4,292,268.0,1023,1020.0,0.3934426229508196,0.6666666666666667,6,כאן ונאמר להלן מה להלן אף,5070000888,13,11
ref-sifre-n.110.1.112-ref-sifre-n.110.1.125,ref-y.2.3.2.4.2.19-ref-y.2.3.2.4.2.37,156762,156832,ref-sifre-n.110.1.112,ref-sifre-n.110.1.125,1257059,1257150,ref-y.2.3.2.4.2.19,ref-y.2.3.2.4.2.37,לחם בפסח ונאמר לחם בחלה מה לחם שנאמר בפסח דבר שהוא בא לידי מצה וחמץ אף לחם שנאמר,נאמר לחם בפסח ונאמר לחם בחלה מה לחם שנאמר בפסח דבר שהוא בא לידי מצה וחמץ אף לחם שנאמר,13,14,331,331.0,1048,1048.0,0.0588235294117647,0.125,13,לחם בפסח ונאמר לחם בחלה מה לחם שנאמר בפסח דבר_שהוא_בא_לידי_מצה_וחמץ אף לחם שנאמר,5070000889,13,14
ref-sifre-n.110.1.111-ref-sifre-n.110.1.126,ref-y.2.3.5.1.1.36-ref-y.2.3.5.1.1.55,156758,156836,ref-sifre-n.110.1.111,ref-sifre-n.110.1.126,1290205,1290313,ref-y.2.3.5.1.1.36,ref-y.2.3.5.1.1.55,כאן לחם עוני ונאמר להלן לחם מה לחם האמור להלן חמשת המינים אף לחם האמור כאן ,כאן בין הערבים ונאמר להלן בין הערבים מה בין הערבים שנאמר להלן משש שעות ולמעלן אף כין הערכים שנאמר כאן ,1,10,361,337.0,1036,1020.0,0.5196078431372549,0.6923076923076923,7,כאן ונאמר להלן מה להלן אף כאן,5070000890,16,18
ref-sifre-n.110.1.111-ref-sifre-n.110.1.126,ref-y.2.5.8.1.2.163-ref-y.2.5.8.1.2.180,156758,156836,ref-sifre-n.110.1.111,ref-sifre-n.110.1.126,1477983,1478084,ref-y.2.5.8.1.2.163,ref-y.2.5.8.1.2.180,כאן לחם עוני ונאמר להלן לחם מה לחם האמור להלן חמשת המינים אף לחם האמור כאן ,כאן תענו את נפשותיכם ונאמר להלן ויענך וירעיבך מה עינוי שנאמר להלן עינוי רעבון אף עינוי שנאמר כאן ,1,9,470,447.0,1037,1020.0,0.5567010309278351,0.6428571428571428,7,כאן ונאמר להלן מה להלן אף כאן,5070000891,16,16
ref-sifre-n.110.1.111-ref-sifre-n.110.1.123,ref-y.2.4.6.4.4.6-ref-y.2.4.6.4.4.17,156758,156821,ref-sifre-n.110.1.111,ref-sifre-n.110.1.123,1561427,1561488,ref-y.2.4.6.4.4.6,ref-y.2.4.6.4.4.17,כאן לחם עוני ונאמר להלן לחם מה לחם האמור להלן חמשת המינים אף ,כאן אזכרה ונאמר להלן אזכרה מה אזכרה האמורה להלן מלא קומץ אף ,4,2,576,551.0,1024,1020.0,0.4590163934426229,0.5833333333333333,6,כאן ונאמר להלן מה להלן אף,5070000892,13,12
ref-sifre-n.110.1.111-ref-sifre-n.110.1.126,ref-y.2.6.2.7.1.7-ref-y.2.6.2.7.1.29,156758,156836,ref-sifre-n.110.1.111,ref-sifre-n.110.1.126,1595678,1595797,ref-y.2.6.2.7.1.7,ref-y.2.6.2.7.1.29,כאן לחם עוני ונאמר להלן לחם מה לחם האמור להלן חמשת המינים אף לחם האמור כאן ,כאן תשבו ונאמר להלן ופתח אוהר' מועד ישבו יומם ולילה מה ישיבה שנאמר להלן עשה בה את הלילות כימים אף ישיבה שנאמר כאן ,1,2,610,587.0,1038,1020.0,0.5964912280701754,0.8,7,כאן ונאמר להלן מה להלן אף כאן,5070000893,16,21
ref-sifre-n.110.1.111-ref-sifre-n.110.1.126,ref-y.2.10.1.1.3.69-ref-y.2.10.1.1.3.89,156758,156836,ref-sifre-n.110.1.111,ref-sifre-n.110.1.126,1836015,1836122,ref-y.2.10.1.1.3.69,ref-y.2.10.1.1.3.89,כאן לחם עוני ונאמר להלן לחם מה לחם האמור להלן חמשת המינים אף לחם האמור כאן ,כאן פרזות ונאמר להלן לבד מערי הפרזי הרבה מאות מה פרזי שנאמ' להלן מימות יהושע בן נון אף פרזות שנאמר כאן ,1,18,737,715.0,1039,1020.0,0.5631067961165048,0.7777777777777778,7,כאן ונאמר להלן מה להלן אף כאן,5070000894,16,18
ref-sifre-n.110.1.111-ref-sifre-n.110.1.123,ref-y.2.12.1.2.2.114-ref-y.2.12.1.2.2.124,156758,156821,ref-sifre-n.110.1.111,ref-sifre-n.110.1.123,1928671,1928726,ref-y.2.12.1.2.2.114,ref-y.2.12.1.2.2.124,כאן לחם עוני ונאמר להלן לחם מה לחם האמור להלן חמשת המינים אף ,כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן שלמים אף ,4,4,792,767.0,1025,1020.0,0.360655737704918,0.5454545454545454,6,כאן ונאמר להלן מה להלן אף,5070000895,13,11
ref-sifre-n.110.1.111-ref-sifre-n.110.1.126,ref-y.2.12.1.3.1.60-ref-y.2.12.1.3.1.108,156758,156836,ref-sifre-n.110.1.111,ref-sifre-n.110.1.126,1930776,1931018,ref-y.2.12.1.3.1.60,ref-y.2.12.1.3.1.108,"אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן","מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן מעשר אף כאן מעשר ויביא כולם מן המעשר עולא בר ישמעאל אמר נאמר כאן",6,3,826,826.0,1026,1026.0,0.559748427672956,0.4375,15,"אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן",5070000896,15,31
ref-sifre-n.110.1.112-ref-sifre-n.110.1.120,ref-y.3.1.1.1.6.53-ref-y.3.1.1.1.6.65,156762,156805,ref-sifre-n.110.1.112,ref-sifre-n.110.1.120,2049748,2049813,ref-y.3.1.1.1.6.53,ref-y.3.1.1.1.6.65,לחם עוני ונאמר להלן לחם מה לחם האמור להלן ,אחים יחדיו ונאמר להלן שנים עשר עבדיך אחים אנחנו מה אחים שנ' להלן ,9,13,888,888.0,1046,1020.0,0.5384615384615384,0.7272727272727273,4,ונאמר להלן מה להלן,5070000897,9,13
ref-sifre-n.110.1.117-ref-sifre-n.110.1.128,ref-y.3.1.1.1.8.45-ref-y.3.1.1.1.8.59,156787,156849,ref-sifre-n.110.1.117,ref-sifre-n.110.1.128,2050208,2050284,ref-y.3.1.1.1.8.45,ref-y.3.1.1.1.8.59,מה לחם האמור להלן חמשת המינים אף לחם האמור כאן חמשת המינים ,מה עליה שנאמר להלן באחין מן האב הבתוב מדבר אף עליה שנאמר כאן באחין מין ,12,15,894,889.0,1053,1020.0,0.5633802816901409,0.7692307692307692,4,מה להלן אף כאן,5070000898,12,15
ref-sifre-n.110.1.111-ref-sifre-n.110.1.126,ref-y.3.1.1.1.23.5-ref-y.3.1.1.1.23.55,156758,156836,ref-sifre-n.110.1.111,ref-sifre-n.110.1.126,2056191,2056456,ref-y.3.1.1.1.23.5,ref-y.3.1.1.1.23.55,כאן אחוה ונאמר להלן שני' עשר עבדיך אחים אנחנו מה אחים שנאמר להלן באחים מן האב הכתוב מדבר אף אחים שנאמר כאן אחוה ונאמר להלן שני' עשר עבדיך אחים אנחנו מה אחים שנאמר להלן באחים מן האב הכתוב מדבר אף אחים שנאמר כאן באחים מן האב הכתוב מדבר אמר רבי יונתן נאמ' כאן ישיבה ונאמר להלן ישיבה וירשתה וישבת בה מה ישיבה שנאמר להלן ישיבה שיש עמה ירושה אף ישיבה שנאמר כאן,כאן אחוה ונאמר להלן שני' עשר עבדיך אחים אנחנו מה אחים שנאמר להלן באחים מן האב הכתוב מדבר אף אחים שנאמר כאן אחוה ונאמר להלן שני' עשר עבדיך אחים אנחנו מה אחים שנאמר להלן באחים מן האב הכתוב מדבר אף אחים שנאמר כאן באחים מן האב הכתוב מדבר אמר רבי יונתן נאמ' כאן ישיבה ונאמר להלן ישיבה וירשתה וישבת בה מה ישיבה שנאמר להלן ישיבה שיש עמה ירושה אף ישיבה שנאמר כאן,34,34,925,925.0,1041,1041.0,0.0,0.0,66,כאן אחוה ונאמר להלן שני' עשר עבדיך אחים אנחנו מה אחים שנאמר להלן באחים מן האב הכתוב_מדבר_אף אחים שנאמר כאן אחוה ונאמר להלן שני' עשר עבדיך אחים אנחנו מה אחים שנאמר להלן באחים מן האב הכתוב_מדבר_אף אחים שנאמר כאן באחים מן האב הכתוב מדבר אמר_רבי_יונתן נאמ' כאן ישיבה ונאמר להלן ישיבה וירשתה וישבת בה מה ישיבה שנאמר להלן ישיבה שיש עמה ירושה אף ישיבה שנאמר כאן,5070000899,66,66
ref-sifre-n.110.1.111-ref-sifre-n.110.1.123,ref-y.3.1.12.6.7.64-ref-y.3.1.12.6.7.76,156758,156821,ref-sifre-n.110.1.111,ref-sifre-n.110.1.123,2206416,2206479,ref-y.3.1.12.6.7.64,ref-y.3.1.12.6.7.76,כאן לחם עוני ונאמר להלן לחם מה לחם האמור להלן חמשת המינים אף ,כאן קרייה ונאמר להלן ויקרא בהם שמי מה קרייה שנאמר להלן שבח אף ,4,13,1010,987.0,1027,1020.0,0.5967741935483871,0.7142857142857143,6,כאן ונאמר להלן מה להלן אף,5070000900,13,13
ref-sifre-n.110.1.111-ref-sifre-n.110.1.129,ref-y.3.5.7.3.3.36-ref-y.3.5.7.3.3.54,156758,156855,ref-sifre-n.110.1.111,ref-sifre-n.110.1.129,2318253,2318351,ref-y.3.5.7.3.3.36,ref-y.3.5.7.3.3.54,כאן אלוני מורה ונאמר להלן אלוני מורה מה אלוני מורה האמור להלן שכם אף אילוני מורה האמור כאן,נאמר כאן אלוני מורה ונאמר להלן אלוני מורה מה אלוני מורה האמור להלן שכם אף אילוני מורה האמור כאן,8,1,1096,1096.0,1045,1045.0,0.0526315789473684,0.0,18,כאן אלוני מורה ונאמר להלן אלוני מורה מה אלוני מורה האמור להלן שכם אף אילוני מורה האמור כאן,5070000901,18,19
ref-sifre-n.110.1.111-ref-sifre-n.110.1.123,ref-y.3.5.8.1.1.43-ref-y.3.5.8.1.1.57,156758,156821,ref-sifre-n.110.1.111,ref-sifre-n.110.1.123,2327498,2327580,ref-y.3.5.8.1.1.43,ref-y.3.5.8.1.1.57,כאן לחם עוני ונאמר להלן לחם מה לחם האמור להלן חמשת המינים אף ,כאן נגישה ונאמר להלן ונגשו הכחנים בני לוי מה נגישה שנאמר להלן בלשון הקודש אף ,4,4,1150,1128.0,1028,1020.0,0.5584415584415584,0.7333333333333334,6,כאן ונאמר להלן מה להלן אף,5070000902,13,15
ref-sifre-n.110.1.111-ref-sifre-n.110.1.123,ref-y.3.5.8.1.1.83-ref-y.3.5.8.1.1.97,156758,156821,ref-sifre-n.110.1.111,ref-sifre-n.110.1.123,2327706,2327785,ref-y.3.5.8.1.1.83,ref-y.3.5.8.1.1.97,כאן לחם עוני ונאמר להלן לחם מה לחם האמור להלן חמשת המינים אף ,כאן נגישה ונאמר להלן ונגש משה אל הערפל מה נגישה שנאמר להלן בלשון הקודש אף ,4,6,1172,1151.0,1029,1020.0,0.5405405405405406,0.7647058823529411,6,כאן ונאמר להלן מה להלן אף,5070000903,13,15
ref-sifre-n.110.1.111-ref-sifre-n.110.1.123,ref-y.3.7.1.7.18.129-ref-y.3.7.1.7.18.139,156758,156821,ref-sifre-n.110.1.111,ref-sifre-n.110.1.123,2879139,2879195,ref-y.3.7.1.7.18.129,ref-y.3.7.1.7.18.139,כאן לחם עוני ונאמר להלן לחם מה לחם האמור להלן חמשת המינים אף ,כאן קרחה ונאמר להלן קרחה מה קדחה האמורה להלן כגרים אף ,4,11,1502,1477.0,1030,1020.0,0.3934426229508196,0.5833333333333333,6,כאן ונאמר להלן מה להלן אף,5070000904,13,11
ref-sifre-n.110.1.111-ref-sifre-n.110.1.123,ref-y.4.4.1.3.8.128-ref-y.4.4.1.3.8.146,156758,156821,ref-sifre-n.110.1.111,ref-sifre-n.110.1.123,3157862,3157958,ref-y.4.4.1.3.8.128,ref-y.4.4.1.3.8.146,כאן לחם עוני ונאמר להלן לחם מה לחם האמור להלן חמשת המינים אף ,כאן בני ישראל ונאמר להלן בני ישראל ויבואו בני ישראל לשבר וגו' מה בני ישראל שנאמר להלן עשר' אף ,4,19,1669,1647.0,1031,1020.0,0.6595744680851063,0.7333333333333334,6,כאן ונאמר להלן מה להלן אף,5070000905,13,19
ref-sifre-n.110.1.111-ref-sifre-n.110.1.126,ref-y.4.4.7.1.1.27-ref-y.4.4.7.1.1.45,156758,156836,ref-sifre-n.110.1.111,ref-sifre-n.110.1.126,3223737,3223837,ref-y.4.4.7.1.1.27,ref-y.4.4.7.1.1.45,כאן לחם עוני ונאמר להלן לחם מה לחם האמור להלן חמשת המינים אף לחם האמור כאן ,כאן נקימה ונאמר להלן והבאתי עליכם חרב נקמת נקם ברית מה נקימה האמורה להלן חרב אף נקימה האמורה כאן ,1,19,1764,1740.0,1044,1020.0,0.5876288659793815,0.6666666666666667,7,כאן ונאמר להלן מה להלן אף כאן,5070000906,16,19
ref-sifre-n.110.1.111-ref-sifre-n.110.1.123,ref-y.4.4.7.3.1.38-ref-y.4.4.7.3.1.53,156758,156821,ref-sifre-n.110.1.111,ref-sifre-n.110.1.123,3226755,3226838,ref-y.4.4.7.3.1.38,ref-y.4.4.7.3.1.53,כאן לחם עוני ונאמר להלן לחם מה לחם האמור להלן חמשת המינים אף ,כאן נקימה ונאמר להלן והבאתי עליכם חרב נקמת נקם ברית מה נקימה שנאמר להלן בחרב אף ,4,4,1788,1767.0,1032,1020.0,0.6375,0.75,6,כאן ונאמר להלן מה להלן אף,5070000907,13,16
ref-sifre-n.110.1.111-ref-sifre-n.110.1.123,ref-y.4.5.2.1.2.57-ref-y.4.5.2.1.2.69,156758,156821,ref-sifre-n.110.1.111,ref-sifre-n.110.1.123,3323469,3323533,ref-y.4.5.2.1.2.57,ref-y.4.5.2.1.2.69,כאן לחם עוני ונאמר להלן לחם מה לחם האמור להלן חמשת המינים אף ,כאן נשילה ונאמר להלן כי ישל זיתיך מה נשילה שנאמר להלן נשירה אף ,4,13,1926,1901.0,1033,1020.0,0.5714285714285714,0.6923076923076923,6,כאן ונאמר להלן מה להלן אף,5070000908,13,13
ref-sifre-n.110.1.115-ref-sifre-n.110.1.126,ref-y.4.6.1.2.4.44-ref-y.4.6.1.2.4.58,156778,156836,ref-sifre-n.110.1.115,ref-sifre-n.110.1.126,3336523,3336604,ref-y.4.6.1.2.4.44,ref-y.4.6.1.2.4.58,להלן לחם מה לחם האמור להלן חמשת המינים אף לחם האמור כאן ,להלן בחמה טמאה מה בהמה טמאה האמורה להלן בטומאת הקודש אף בהמה טמאה האמורה כאן ,12,15,1958,1934.0,1051,1020.0,0.4805194805194805,0.5454545454545454,5,להלן מה להלן אף כאן,5070000909,12,15
ref-sifre-n.110.1.131-ref-sifre-n.110.1.136,ref-y.1.9.1.1.1.34-ref-y.1.9.1.1.1.40,156859,156902,ref-sifre-n.110.1.131,ref-sifre-n.110.1.136,757159,757205,ref-y.1.9.1.1.1.34,ref-y.1.9.1.1.1.40,חטים ושעורים וכוסמין ושבולת שועל ושיפון ,חיטין ושעורין בלבד כוסמין שיבולת שועל ושיפון ,6,7,179,179.0,1056,1055.0,0.2222222222222222,0.7,2,שועל ושיפון,5070000910,6,7
ref-sifre-n.110.1.130-ref-sifre-n.110.1.136,ref-y.1.9.1.1.10.80-ref-y.1.9.1.1.10.85,156856,156902,ref-sifre-n.110.1.130,ref-sifre-n.110.1.136,759974,760013,ref-y.1.9.1.1.10.80,ref-y.1.9.1.1.10.85,הן חטים ושעורים וכוסמין ושבולת שועל ושיפון ,מהן תאמר בכוסמין ושיבולת שועל ושיפון ,7,6,187,187.0,1055,1055.0,0.3255813953488372,0.375,2,שועל ושיפון,5070000911,7,6
ref-sifre-n.110.1.131-ref-sifre-n.110.1.136,ref-y.1.9.1.1.10.92-ref-y.1.9.1.1.10.98,156859,156902,ref-sifre-n.110.1.131,ref-sifre-n.110.1.136,760043,760091,ref-y.1.9.1.1.10.92,ref-y.1.9.1.1.10.98,חטים ושעורים וכוסמין ושבולת שועל ושיפון ,החטים מן הכתוב וכוסמין ושיבולת שועל והשיפון ,6,7,190,190.0,1057,1055.0,0.25,0.375,2,וכוסמין שועל,5070000912,6,7
ref-sifre-n.110.1.138-ref-sifre-n.110.1.141,ref-y.1.5.2.5.2.3-ref-y.1.5.2.5.2.6,156908,156940,ref-sifre-n.110.1.138,ref-sifre-n.110.1.141,464247,464281,ref-y.1.5.2.5.2.3,ref-y.1.5.2.5.2.6,אורז ודוחן והפרגים והשומשומים ,באורז וכדוחן וכפרגין ובשומשמין ,4,4,114,114.0,1058,1058.0,0.2258064516129032,0.8571428571428572,0,,5070000913,4,4
ref-sifre-n.110.1.149-ref-sifre-n.110.1.167,ref-y.1.9.1.3.12.47-ref-y.1.9.1.3.12.56,156980,157081,ref-sifre-n.110.1.149,ref-sifre-n.110.1.167,769116,769175,ref-y.1.9.1.3.12.47,ref-y.1.9.1.3.12.56,הרימו תרומה לה' בתרומה גדולה הכתוב מדבר או אינו אלא בתרומת חלה כשהוא אומר חלה תרימו תרומה הרי חלה ,חלה תרימו תרומה מחלה תרימו תרומה מניין שהתרומה חייבת בחלה ,16,10,199,199.0,1059,1059.0,0.6326530612244898,0.8571428571428572,3,חלה תרימו תרומה,5070000914,16,10
ref-sifre-n.110.1.215-ref-sifre-n.110.1.222,ref-y.1.9.1.3.8.38-ref-y.1.9.1.3.8.45,157312,157350,ref-sifre-n.110.1.215,ref-sifre-n.110.1.222,768016,768056,ref-y.1.9.1.3.8.38,ref-y.1.9.1.3.8.45,כתרומת גרן כן תרימו אותה מה תרומת גרן ,כתרומת גורן כן תרימו אותה מה תרומת גורן ,8,8,197,197.0,1060,1060.0,0.05,0.0,6,כתרומת כן תרימו אותה מה תרומת,5070000915,8,8
ref-sifre-n.110.1.215-ref-sifre-n.110.1.222,ref-y.1.9.3.1.4.16-ref-y.1.9.3.1.4.23,157312,157350,ref-sifre-n.110.1.215,ref-sifre-n.110.1.222,785372,785412,ref-y.1.9.3.1.4.16,ref-y.1.9.3.1.4.23,כתרומת גרן כן תרימו אותה מה תרומת גרן ,בתרומת גורן כן תרימו אותה מה תרומת גורן ,8,8,231,231.0,1061,1060.0,0.075,0.0,5,כן תרימו אותה מה תרומת,5070000916,8,8
ref-sifre-n.110.1.281-ref-sifre-n.110.1.287,ref-y.1.9.1.3.8.38-ref-y.1.9.1.3.8.45,157637,157674,ref-sifre-n.110.1.281,ref-sifre-n.110.1.287,768016,768056,ref-y.1.9.1.3.8.38,ref-y.1.9.1.3.8.45,כתרומת גרן כן תרימו אותה לתרומת גרן ,כתרומת גורן כן תרימו אותה מה תרומת גורן ,7,8,198,197.0,1062,1062.0,0.125,0.0,4,כתרומת כן תרימו אותה,5070000917,7,8
ref-sifre-n.110.1.281-ref-sifre-n.110.1.287,ref-y.1.9.3.1.4.16-ref-y.1.9.3.1.4.23,157637,157674,ref-sifre-n.110.1.281,ref-sifre-n.110.1.287,785372,785412,ref-y.1.9.3.1.4.16,ref-y.1.9.3.1.4.23,כתרומת גרן כן תרימו אותה לתרומת גרן ,בתרומת גורן כן תרימו אותה מה תרומת גורן ,7,8,232,231.0,1063,1062.0,0.15,0.0,3,כן תרימו אותה,5070000918,7,8
ref-sifre-n.110.2.26-ref-sifre-n.110.2.32,ref-y.1.9.3.1.3.28-ref-y.1.9.3.1.3.33,158031,158077,ref-sifre-n.110.2.26,ref-sifre-n.110.2.32,785165,785210,ref-y.1.9.3.1.3.28,ref-y.1.9.3.1.3.33,מן העיסה עד שתתגלגל בחטים ותיטמטם בשעורים ,כמין גבלול משתגלגל בחיטים ותטמטם בשעורים ,7,6,230,230.0,1064,1064.0,0.3095238095238095,0.7,1,בשעורים,5070000919,7,6
ref-sifre-n.110.2.54-ref-sifre-n.110.2.65,ref-y.3.4.6.9.3.21-ref-y.3.4.6.9.3.34,158200,158262,ref-sifre-n.110.2.54,ref-sifre-n.110.2.65,2783361,2783430,ref-y.3.4.6.9.3.21,ref-y.3.4.6.9.3.34,ועוד כדי שיהיה מהן כשיעור שאין מפרישין קמח מן החלה חלה מן ,עד שהוא מניה בה בשעורה ולא הקודש בולע מן החול ולא החול בולע מן ,12,14,1428,1428.0,1065,1065.0,0.6349206349206349,0.5833333333333333,2,מן מן,5070000920,12,14
ref-sifre-n.110.2.138-ref-sifre-n.110.2.145,ref-y.1.2.2.1.10.21-ref-y.1.2.2.1.10.27,158690,158732,ref-sifre-n.110.2.138,ref-sifre-n.110.2.145,231479,231516,ref-y.1.2.2.1.10.21,ref-y.1.2.2.1.10.27,פטורים מן החלה לקט שכחה ופאה שפטורים מן ,פטור מן הלקט ומן השכחה ומן הפיאה ,8,7,75,75.0,1066,1066.0,0.5,0.7,1,מן,5070000921,8,7
ref-sifre-n.110.2.141-ref-sifre-n.110.2.147,ref-y.3.7.1.5.10.91-ref-y.3.7.1.5.10.97,158706,158743,ref-sifre-n.110.2.141,ref-sifre-n.110.2.147,2864259,2864301,ref-y.3.7.1.5.10.91,ref-y.3.7.1.5.10.97,לקט שכחה ופאה שפטורים מן המעשר אין ,בלקט שכחה ופיאה ופטו' מן המעשרו' ואין ,7,7,1470,1467.0,1067,1066.0,0.2368421052631578,0.6666666666666667,2,שכחה מן,5070000922,7,7
ref-sifre-n.110.2.175-ref-sifre-n.110.2.180,ref-y.3.7.1.5.10.91-ref-y.3.7.1.5.10.96,158908,158941,ref-sifre-n.110.2.175,ref-sifre-n.110.2.180,2864259,2864295,ref-y.3.7.1.5.10.91,ref-y.3.7.1.5.10.96,לקט שכחה ופאה שפטורים מן המעשר ,בלקט שכחה ופיאה ופטו' מן המעשרו' ,6,6,1469,1467.0,1068,1068.0,0.2424242424242424,0.6666666666666667,2,שכחה מן,5070000923,6,6
