,index,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,grp-ref-b,grp-ref-sifre-d,dam-lev,jac,id
1227,1591,ref-b.3.7.1.22a.7.6-ref-b.3.7.1.22a.8.41,ref-sifre-d.121.3.30-ref-sifre-d.121.4.5,4461111,4461440,615369,615611,ref-b.3.7.1.22a.7.6,ref-b.3.7.1.22a.8.41,158874,159065,26669,26727,ref-sifre-d.121.3.30,ref-sifre-d.121.4.5,ולרבו אין אשה ובנים אינו נרצע שנאמר כי אהבך ואת ביתך לרבו אשה ובנים ולו אין אשה ובנים אינו נרצע שנאמר אהבתי את אדני את אשתי ואת בני הוא אוהב את רבו ורבו אינו אוהבו אינו נרצע שנאמר כי טוב לו עמך רבו אוהבו והוא אינו אוהב את רבו אינו נרצע שנאמר כי אהבך הוא חולה ורבו אינו ולרבו אין אשה ובנים אינו נרצע שנאמר כי אהבך ואת ביתך לרבו אשה ובנים ולו אין אשה ובנים אינו נרצע שנאמר אהבתי את אדני את אשתי ואת בני הוא אוהב את רבו ורבו אינו אוהבו אינו נרצע שנאמר כי טוב לו עמך רבו אוהבו והוא אינו אוהב,הוא אוהב את רבו ורבו אוהבו היה הוא אהוב על רבו והוא אינו אוהב את רבו הרי זה אינו נרצע שנאמר כי הוא אוהב את רבו ורבו אוהבו היה הוא אהוב על רבו והוא אינו אוהב את רבו הרי זה אינו נרצע שנאמר כי אהבך לו אשה ובנים ולרבו אין אשה ובנים אינו נרצע שנאמר כי אהבך ואת ביתך,243,59,1950.0,1591.0,0.5872689938398358,0.47619047619047616,3080001228
1228,1593,ref-b.02.04.02.23a.2.23-ref-b.02.04.02.23a.2.37,ref-sifre-d.121.3.34-ref-sifre-d.121.3.59,1339138,1339212,184192,184206,ref-b.2.4.2.23a.2.23,ref-b.2.4.2.23a.2.37,158890,159012,26788,26809,ref-sifre-d.121.3.34,ref-sifre-d.121.3.59,בין לרבים בין ליחיד ולכם בין יחיד בין רבים משמע הוי רבוי אחר רבוי ואין ,ורבו אוהבו היה הוא אהוב על רבו והוא אינו אוהב את רבו הרי זה אינו נרצע שנאמר כי אהבך לו אשה ובנים ולרבו אין אשה ובנים ,14,21,363.0,1591.0,0.7264957264957265,0.9411764705882353,3080001229
1229,1594,ref-b.01.01.01.11b.8.16-ref-b.01.01.01.11b.9.13,ref-sifre-d.121.3.35-ref-sifre-d.121.3.50,57440,57527,8237,8251,ref-b.1.1.1.11b.8.16,ref-b.1.1.1.11b.9.13,158896,158968,26789,26801,ref-sifre-d.121.3.35,ref-sifre-d.121.3.50,לרבי פדת בריה אהבה רבה תניא נמי הכי אין אומרים אהבת עולם אלא אהבה רבה ורבנן אמרי אהבת ,אוהבו היה הוא אהוב על רבו והוא אינו אוהב את רבו הרי זה אינו נרצע שנאמר ,14,12,47.0,1591.0,0.6976744186046512,0.8333333333333334,3080001230
1230,1595,ref-b.04.08.05.75a.11.12-ref-b.04.08.05.75a.11.23,ref-sifre-d.121.3.56-ref-sifre-d.121.4.8,6748455,6748507,945538,945549,ref-b.4.8.5.75a.11.12,ref-b.4.8.5.75a.11.23,158991,159082,26691,26708,ref-sifre-d.121.3.56,ref-sifre-d.121.4.8,או לילה ר' חנא שאינה ואמרי לה ר' חנא בר שאינה אמר ,ולרבו אין אשה ובנים אינו נרצע שנאמר כי אהבך ואת ביתך אם חלה הוא או רבו אינו נרצע שנאמר ,11,17,3255.0,1591.0,0.6551724137931034,1.0,3080001231
1231,1596,ref-b.3.7.1.21b.7.29-ref-b.3.7.1.21b.7.23,ref-sifre-d.122.2.10-ref-sifre-d.122.2.23,4458502,4458480,615000,615191,ref-b.3.7.1.21b.7.29,ref-b.3.7.1.21b.7.23,159341,159415,26755,26789,ref-sifre-d.122.2.10,ref-sifre-d.122.2.23,רוצעים היאך עבד עברי כהן יעשה בעל מום הא אין נרצע אלא מה מרצע מיוחד של מתכת אף כל של מתכת דבר אחר המרצע להביא המרצע הגדול אמר רבי אלעזר יודן בריבי היה דורש כשהן רוצעים אין רוצעים,"היה דורש אין רוצעים מה מרצע מיוחד מן המתכת אף כל מן המתכת המרצע זה מרצע הגדול א""ר אליעזר והרי יודן ברבי היה דורש אין רוצעים אלא במלת וחכמים אומרים אין כהן נרצע שמא נעשה",192,35,1933.0,1596.0,0.6235955056179775,0.5806451612903225,3080001232
1232,1597,ref-b.5.4.6.37b.13.18-ref-b.5.4.6.37b.13.10,ref-sifre-d.122.2.10-ref-sifre-d.122.2.23,8043061,8043028,1130736,1130874,ref-b.5.4.6.37b.13.18,ref-b.5.4.6.37b.13.10,159341,159415,26755,26795,ref-sifre-d.122.2.10,ref-sifre-d.122.2.23,"כהן נעשה בעל מום הא אין רוצעין אלא א""ר יודן ברבי היה דורש כשהן רוצעין אין רוצעין אלא במילת וחכמים אומרים אין עבד עברי כהן","היה דורש אין רוצעים אלא במלת וחכמים אומרים אין כהן נרצע שמא נעשה בעל מום א""ר אליעזר והרי יודן ברבי היה דורש אין רוצעים אלא במלת וחכמים אומרים אין כהן נרצע שמא נעשה",139,41,3818.0,1596.0,0.558282208588957,0.3157894736842105,3080001233
1233,1598,ref-b.3.7.1.21b.12.4-ref-b.3.7.1.21b.12.33,ref-sifre-d.122.2.8-ref-sifre-d.122.2.26,4458983,4459134,615055,615269,ref-b.3.7.1.21b.12.4,ref-b.3.7.1.21b.12.33,159330,159424,26753,26791,ref-sifre-d.122.2.8,ref-sifre-d.122.2.26,יודן בריבי היה דורש כשהן רוצעין אין רוצעין אלא במילתא וחכמים אומרים אין עבד עברי כהן נרצע מפני שנעשה בעל מום יודן בריבי היה דורש כשהן רוצעין אין רוצעין אלא במילתא וחכמים אומרים אין עבד עברי כהן נרצע מפני שנעשה בעל,יודן ברבי היה דורש אין רוצעים אלא במלת וחכמים אומרים אין כהן נרצע שמא נעשה בעל מום יודן ברבי היה דורש אין רוצעים אלא במלת וחכמים אומרים אין כהן נרצע שמא נעשה בעל מום,215,39,1937.0,1596.0,0.3004694835680751,0.38888888888888884,3080001234
1234,1602,ref-b.03.07.01.21b.15.25-ref-b.03.07.01.21b.16.3,ref-sifre-d.122.2.34-ref-sifre-d.122.2.40,4459470,4459512,615311,615317,ref-b.3.7.1.21b.15.25,ref-b.3.7.1.21b.16.3,159458,159489,26798,26803,ref-sifre-d.122.2.34,ref-sifre-d.122.2.40,כהן נרצע מפני שנעשה בעל מום ואם תאמר אין ,כהן נרצע מפני שנעשה בעל מום אם ,6,5,1940.0,1602.0,0.24390243902439024,0.1428571428571429,3080001235
1235,1603,ref-b.03.07.01.21b.12.8-ref-b.03.07.01.21b.12.23,ref-sifre-d.122.2.34-ref-sifre-d.122.2.53,4459004,4459096,615254,615265,ref-b.3.7.1.21b.12.8,ref-b.3.7.1.21b.12.23,159458,159551,26798,26815,ref-sifre-d.122.2.34,ref-sifre-d.122.2.53,כשהן רוצעין אין רוצעין אלא במילתא וחכמים אומרים אין עבד עברי כהן נרצע מפני שנעשה בעל מום ,כהן נרצע מפני שנעשה בעל מום אם במלת הוא נרצע איך הוא נעשה בעל מום אלא מלמד שאין רוצעין אלא ,11,17,1937.0,1602.0,0.7032967032967034,0.5294117647058824,3080001236
1236,1604,ref-b.3.7.1.21b.7.10-ref-b.3.7.1.21b.7.43,ref-sifre-d.122.2.34-ref-sifre-d.122.2.56,4458401,4458569,614987,615206,ref-b.3.7.1.21b.7.10,ref-b.3.7.1.21b.7.43,159458,159565,26776,26818,ref-sifre-d.122.2.34,ref-sifre-d.122.2.56,אין רוצעים אלא במילתא וחכמים אומרים אין עבד עברי כהן נרצע מפני שנעשה בעל מום ואם תאמר במילתא הם רוצעים היאך עבד עברי כהן יעשה בעל מום הא אין נרצע אלא בגובה של אזן כשהן רוצעים אין רוצעים אלא במילתא וחכמים אומרים אין עבד עברי כהן נרצע מפני שנעשה בעל מום ואם תאמר במילתא הם רוצעים היאך עבד עברי כהן יעשה,כהן נרצע מפני שנעשה בעל מום אם במלת הוא נרצע איך הוא נעשה בעל מום אלא מלמד שאין רוצעין אלא בגובה של כהן נרצע מפני שנעשה בעל מום אם במלת הוא נרצע איך הוא נעשה בעל מום אלא מלמד שאין רוצעין אלא בגובה,220,43,1933.0,1602.0,0.5866666666666667,0.4285714285714286,3080001237
1237,1606,ref-b.05.04.06.37b.12.8-ref-b.05.04.06.37b.13.28,ref-sifre-d.122.2.34-ref-sifre-d.122.2.56,8042937,8043110,1130863,1130890,ref-b.5.4.6.37b.12.8,ref-b.5.4.6.37b.13.28,159458,159565,26804,26824,ref-sifre-d.122.2.34,ref-sifre-d.122.2.56,"כשהן רוצעין אין רוצעין אלא במילת וחכמים אומרים אין עבד עברי כהן נרצע מפני שנעשה בעל מום וא""ת במילת היו רוצעין היאך עבד כהן נעשה בעל מום הא אין רוצעין אלא בגובה של אוזן ",כהן נרצע מפני שנעשה בעל מום אם במלת הוא נרצע איך הוא נעשה בעל מום אלא מלמד שאין רוצעין אלא בגובה של אזן ,27,20,3818.0,1602.0,0.5238095238095238,0.38095238095238093,3080001238
1238,1607,ref-b.3.1.12.104a.12.15-ref-b.3.1.12.104a.12.24,ref-sifre-d.122.2.56-ref-sifre-d.122.3.22,3189599,3189649,439680,439726,ref-b.3.1.12.104a.12.15,ref-b.3.1.12.104a.12.24,159562,159686,26796,26840,ref-sifre-d.122.2.56,ref-sifre-d.122.3.22,באזן הימנית נאמר כאן אזן ונאמר להלן אזן מה להלן באזן הימנית נאמר כאן אזן ונאמר להלן אזן מה להלן,אזן אזנו נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ימנית אזן אזנו נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ימנית אף אזנו האמור כאן ימנית ימנית בגובה שבאזן ונאמר באזנו,47,45,1303.0,1602.0,0.585635359116022,0.33333333333333337,3080001239
1239,1608,ref-b.3.7.1.15a.1.14-ref-b.3.7.1.15a.3.5,ref-sifre-d.122.2.56-ref-sifre-d.122.3.22,4429442,4429569,611128,611340,ref-b.3.7.1.15a.1.14,ref-b.3.7.1.15a.3.5,159562,159686,26796,26840,ref-sifre-d.122.2.56,ref-sifre-d.122.3.22,באזן ימנית נאמר כאן אזן ונאמר להלן אזן מה להלן ימין אף כאן ימין ואידך אם כן לימא קרא אזן מאי אזנו באזן ימנית נאמר כאן אזן ונאמר להלן אזן מה להלן ימין אף כאן ימין ואידך אם כן לימא קרא אזן מאי,אזן אזנו נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ימנית אזן אזנו נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ימנית אף אזנו האמור כאן ימנית ימנית בגובה שבאזן ונאמר באזנו,213,45,1887.0,1602.0,0.5684210526315789,0.41666666666666663,3080001240
1240,1611,ref-b.3.7.4.77b.18.9-ref-b.3.7.4.77b.18.18,ref-sifre-d.122.3.1-ref-sifre-d.122.3.14,4664154,4664202,643094,643103,ref-b.3.7.4.77b.18.9,ref-b.3.7.4.77b.18.18,159566,159635,26819,26832,ref-sifre-d.122.3.1,ref-sifre-d.122.3.14,זונה למה נאמרה נאמר כאן זונה ונאמר להלן זונה מה,אזנו נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ימנית אף אזנו,10,14,2084.0,1602.0,0.5671641791044776,0.375,3080001241
1241,1613,ref-b.03.05.01.3b.22.12-ref-b.03.05.01.3b.22.38,ref-sifre-d.122.3.2-ref-sifre-d.122.3.13,3908503,3908617,539020,539036,ref-b.3.5.1.3b.22.12,ref-b.3.5.1.3b.22.38,159571,159630,26820,26831,ref-sifre-d.122.3.2,ref-sifre-d.122.3.13,נאמר כאן כי מצא בה ערות דבר ונאמר להלן על פי שני עדים או על פי שלשה עדים יקום דבר מה דבר האמור להלן עדים שנים אף ,נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ימנית אף ,16,11,1515.0,1602.0,0.5752212389380531,0.6666666666666667,3080001242
1242,1614,ref-b.03.01.02.24a.6.16-ref-b.03.01.02.24a.6.37,ref-sifre-d.122.3.2-ref-sifre-d.122.3.16,2915347,2915449,402168,402185,ref-b.3.1.2.24a.6.16,ref-b.3.1.2.24a.6.37,159571,159646,26820,26834,ref-sifre-d.122.3.2,ref-sifre-d.122.3.16,נאמר כאן יקום על שם אחיו ונאמר להלן על שם אחיהם יקראו בנחלתם מה שם האמור להלן נחלה אף שם האמור כאן ,נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ימנית אף אזנו האמור כאן ,17,14,1136.0,1602.0,0.47474747474747475,0.6666666666666667,3080001243
1243,1615,ref-b.04.10.03.10b.15.3-ref-b.04.10.03.10b.15.8,ref-sifre-d.122.3.4-ref-sifre-d.122.3.10,6791150,6791180,952288,952293,ref-b.4.10.3.10b.15.3,ref-b.4.10.3.10b.15.8,159580,159616,26822,26828,ref-sifre-d.122.3.4,ref-sifre-d.122.3.10,תמר זנתה וזימרי זינה תמר זנתה ,אזנו ונאמר להלן אזנו מה אזנו האמור ,5,6,3274.0,1602.0,0.7142857142857143,0.8571428571428572,3080001244
1244,1618,ref-b.3.7.1.22b.2.12-ref-b.3.7.1.22b.2.25,ref-sifre-d.122.3.20-ref-sifre-d.122.5.2,4462402,4462475,615560,615768,ref-b.3.7.1.22b.2.12,ref-b.3.7.1.22b.2.25,159666,159783,26816,26856,ref-sifre-d.122.3.20,ref-sifre-d.122.5.2,אזנו בדלת תלמוד לומר באזנו ובדלת הא כיצד דוקר והולך עד שמגיע אצל דלת הדלת וידקור כנגד אזנו בדלת תלמוד לומר באזנו ובדלת הא כיצד דוקר והולך עד שמגיע אצל,שבאזן ונאמר באזנו ובדלת באזנו יכול בצד אזנו תלמוד לומר באזנו ובדלת מגיד שנותן באזן עד שמגיע לדלת והיה לך ובדלת באזנו יכול בצד אזנו תלמוד לומר באזנו ובדלת מגיד שנותן באזן עד שמגיע לדלת והיה,209,41,1955.0,1602.0,0.5159574468085106,0.5555555555555556,3080001245
1245,1619,ref-b.3.7.1.22b.1.4-ref-b.3.7.1.22b.1.15,ref-sifre-d.122.3.21-ref-sifre-d.122.5.1,4462236,4462296,615531,615738,ref-b.3.7.1.22b.1.4,ref-b.3.7.1.22b.1.15,159673,159780,26817,26855,ref-sifre-d.122.3.21,ref-sifre-d.122.5.1,בדלת הייתי אומר ידקור כנגד אזנו בדלת דלת אין אזנו לא ואזן אזנו בדלת הייתי אומר ידקור כנגד אזנו בדלת דלת אין אזנו לא ואזן,ונאמר באזנו ובדלת באזנו יכול בצד אזנו תלמוד לומר באזנו ובדלת מגיד שנותן באזן עד שמגיע לדלת והיה ובדלת באזנו יכול בצד אזנו תלמוד לומר באזנו ובדלת מגיד שנותן באזן עד שמגיע לדלת,208,39,1953.0,1602.0,0.6551724137931034,0.8,3080001246
1246,1622,ref-b.03.07.01.17b.4.35-ref-b.03.07.01.17b.4.43,ref-sifre-d.122.5.23-ref-sifre-d.122.5.31,4441015,4441056,612735,612741,ref-b.3.7.1.17b.4.35,ref-b.3.7.1.17b.4.43,159870,159911,26850,26856,ref-sifre-d.122.5.23,ref-sifre-d.122.5.31,עבד עברי עובד את הבן ואינו עובד את הבת ,עבד עברי עובד את הבן ואינו עובד את הבת ,6,6,1922.0,1622.0,0.0,0.0,3080001247
1247,1623,ref-b.03.07.01.17b.4.3-ref-b.03.07.01.17b.4.26,ref-sifre-d.122.5.23-ref-sifre-d.122.5.36,4440871,4440986,612911,612926,ref-b.3.7.1.17b.4.3,ref-b.3.7.1.17b.4.26,159870,159941,26872,26883,ref-sifre-d.122.5.23,ref-sifre-d.122.5.36,עבד עברי עובד את הבן ואינו עובד את הבת אמה עבריה אינה עובדת לא את הבן ולא את הבת הנרצע והנמכר לנכרי אינו עובד ,"עבד עברי עובד את הבן ואינו עובד את הבת נרצע ונמכר לעכו""ם אינו עובד ",15,11,1921.0,1622.0,0.43636363636363634,0.5,3080001248
1248,1624,ref-b.03.07.01.17b.10.24-ref-b.03.07.01.17b.10.39,ref-sifre-d.122.5.24-ref-sifre-d.122.5.36,4441697,4441768,613030,613040,ref-b.3.7.1.17b.10.24,ref-b.3.7.1.17b.10.39,159874,159941,26873,26883,ref-sifre-d.122.5.24,ref-sifre-d.122.5.36,לנרצע מה נרצע אינו עובד לא את הבן ולא את הבת אף אמה העבריה אינה עובדת ,"עברי עובד את הבן ואינו עובד את הבת נרצע ונמכר לעכו""ם אינו עובד ",10,10,1924.0,1622.0,0.5857142857142857,0.5,3080001249
1249,1625,ref-b.3.7.1.17b.13.2-ref-b.3.7.1.17b.13.25,ref-sifre-d.122.5.25-ref-sifre-d.122.5.36,4442065,4442184,612887,613097,ref-b.3.7.1.17b.13.2,ref-b.3.7.1.17b.13.25,159879,159941,26852,26883,ref-sifre-d.122.5.25,ref-sifre-d.122.5.36,והנמכר לנכרי אינו עובד לא את הבן ולא את הבת נרצע דכתיב ורצע אדניו את אזנו במרצע ועבדו לעלם ולא את הבן ואת הבת הנרצע והנמכר לנכרי אינו עובד לא את הבן ולא את הבת נרצע דכתיב ורצע אדניו את אזנו,"עובד את הבן ואינו עובד את הבת נרצע ונמכר לעכו""ם אינו עובד את הבן ואינו עובד את הבת נרצע ונמכר לעכו""ם",211,32,1927.0,1622.0,0.6190476190476191,0.5625,3080001250
1250,1627,ref-b.3.7.1.17b.10.49-ref-b.3.7.1.17b.11.16,ref-sifre-d.122.6.1-ref-sifre-d.122.6.17,4441808,4441956,612850,613067,ref-b.3.7.1.17b.10.49,ref-b.3.7.1.17b.11.16,160061,160149,26882,26916,ref-sifre-d.122.6.1,ref-sifre-d.122.6.17,כן להכי הוא דאתא הא מיבעי ליה לכדתניא ואף לאמתך תעשה כן להעניק אתה אומר להעניק או אינו אלא לרציעה כשהוא אומר ואם אמר יאמר העבד העבד ולא אמה לאמתך תעשה כן להכי הוא דאתא הא מיבעי ליה לכדתניא ואף לאמתך תעשה כן להעניק אתה אומר להעניק או אינו אלא לרציעה כשהוא אומר ואם,ואף לאמתך תעשה כן להעניק יכול אף לרציעה תלמוד לומר ואם אמר יאמר העבד העבד ולא אמה ואף לאמתך תעשה כן להעניק יכול אף לרציעה תלמוד לומר ואם אמר יאמר העבד העבד ולא,218,35,1925.0,1627.0,0.5665399239543726,0.4444444444444444,3080001251
1251,1629,ref-b.03.07.01.15a.11.2-ref-b.03.07.01.15a.11.18,ref-sifre-d.123.1.6-ref-sifre-d.123.1.16,4430326,4430406,611446,611460,ref-b.3.7.1.15a.11.2,ref-b.3.7.1.15a.11.18,160177,160229,26922,26931,ref-sifre-d.123.1.6,ref-sifre-d.123.1.16,מכי משנה שכר שכיר נפקא דתניא כי משנה שכר שכיר עבדך שכיר אינו עובד אלא ביום עבד ,כי משנה שכר שכיר מכאן אמרו שכיר עובד ביום וזה עובד ,14,9,1906.0,1629.0,0.5316455696202531,0.6923076923076923,3080001252
1252,1630,ref-b.03.05.07.39b.10.21-ref-b.03.05.07.39b.10.32,ref-sifre-d.123.2.1-ref-sifre-d.124.1.1,4034088,4034144,557342,557353,ref-b.3.5.7.39b.10.21,ref-b.3.5.7.39b.10.32,160244,160309,26915,26926,ref-sifre-d.123.2.1,ref-sifre-d.124.1.1,ברכו ה' כל צבאיו משרתיו עושי רצונו ברכו ה' כל מעשיו בכל ,וברכך ה' אלהיך יכול אפילו עומד ובטל תלמוד לומר בכל אשר תעשה כל ,11,11,1712.0,1630.0,0.6031746031746031,0.8235294117647058,3080001253
1253,1631,ref-b.04.02.09.111b.2.1-ref-b.04.02.09.111b.2.12,ref-sifre-d.124.3.12-ref-sifre-d.124.3.21,5476699,5476754,760759,760768,ref-b.4.2.9.111b.2.1,ref-b.4.2.9.111b.2.12,160611,160655,26991,26998,ref-sifre-d.124.3.12,ref-sifre-d.124.3.21,"אין לי אלא שכר אדם מנין לרבות בהמה וכלים ת""ל בארצך כל ","אין לי אלא בכור מנין לרבות כל הקדשים ת""ל כל ",9,7,2314.0,1631.0,0.35185185185185186,0.6363636363636364,3080001254
1254,1632,ref-b.5.4.2.14a.6.1-ref-b.5.4.2.14a.7.3,ref-sifre-d.124.3.55-ref-sifre-d.124.3.80,7971928,7972070,1120780,1120925,ref-b.5.4.2.14a.6.1,ref-b.5.4.2.14a.7.3,160838,161006,27008,27060,ref-sifre-d.124.3.55,ref-sifre-d.124.3.80,ויוצאין לחולין וכו' טעמא דנפדו הא לא נפדו אסירי בגיזה ועבודה מסייע ליה לרבי אליעזר דאמר קדשי בדק הבית אסורין בגיזה ועבודה אמרי לא קדושת ויוצאין לחולין וכו' טעמא דנפדו הא לא נפדו אסירי בגיזה ועבודה מסייע ליה לרבי אליעזר דאמר קדשי,יוצאים ויוצא לחולין שלא בפדיון אסור בגיזה ועבודה שאר כל הקדשים שאינם נוהגים בכל הולדות ואינם יוצאים לחולין אלא בפדיון אינו דין שיהיו אסורים בגיזה ועבודה יוצאים ויוצא לחולין שלא בפדיון אסור בגיזה ועבודה שאר כל הקדשים יוצאים לחולין אלא בפדיון אינו דין שיהיו אסורים בגיזה,146,53,3803.0,1632.0,0.6604477611940298,0.8,3080001255
1255,1635,ref-b.05.04.05.33a.17.13-ref-b.05.04.05.33a.17.21,ref-sifre-d.124.3.84-ref-sifre-d.124.3.98,8028089,8028149,1128712,1128720,ref-b.5.4.5.33a.17.13,ref-b.5.4.5.33a.17.21,161018,161106,27062,27076,ref-sifre-d.124.3.84,ref-sifre-d.124.3.98,בבכור דקדושתו מרחם אבל פסולי המוקדשין דאין קדושתו מרחם ,בבכור שכן קדושתו מרחם וקדושתו חלה עליו בבעל מום קבוע תאמר בקדשים שאין קדושתם מרחם ,8,14,3811.0,1635.0,0.4634146341463415,0.8333333333333334,3080001256
1256,1636,ref-b.02.11.01.9a.9.3-ref-b.02.11.01.9a.9.18,ref-sifre-d.124.3.85-ref-sifre-d.124.3.97,2663078,2663164,369393,369406,ref-b.2.11.1.9a.9.3,ref-b.2.11.1.9a.9.18,161025,161100,27150,27162,ref-sifre-d.124.3.85,ref-sifre-d.124.3.97,אמרו קל וחומר ומה משכן שאין קדושתו קדושת עולם וקרבן יחיד דוחה שבת דאיסור סקילה מקדש ,שכן קדושתו מרחם וקדושתו חלה עליו בבעל מום קבוע תאמר בקדשים שאין קדושתם ,13,12,955.0,1635.0,0.7023809523809523,0.7727272727272727,3080001257
1257,1637,ref-b.05.02.01.8b.12.29-ref-b.05.02.01.8b.12.40,ref-sifre-d.124.3.86-ref-sifre-d.124.3.95,7161851,7161916,1005374,1005385,ref-b.5.2.1.8b.12.29,ref-b.5.2.1.8b.12.40,161029,161087,27064,27073,ref-sifre-d.124.3.86,ref-sifre-d.124.3.95,תאמר הואיל ועולה קדשי קדשים ומנחה קדשי קדשים מה עולה טעונה צפון ,קדושתו מרחם וקדושתו חלה עליו בבעל מום קבוע תאמר בקדשים ,11,9,3485.0,1635.0,0.8125,0.7692307692307692,3080001258
1258,1638,ref-b.3.4.7.48a.8.10-ref-b.3.4.7.48a.8.19,ref-sifre-d.124.3.86-ref-sifre-d.124.3.100,3864194,3864252,532717,532835,ref-b.3.4.7.48a.8.10,ref-b.3.4.7.48a.8.19,161029,161119,27036,27069,ref-sifre-d.124.3.86,ref-sifre-d.124.3.100,שקדושתו קדושת עולם מיטמא למת מצוה נזיר שאין קדושתו קדושת עולם שקדושתו קדושת עולם מיטמא למת מצוה נזיר שאין,קדושתו מרחם וקדושתו חלה עליו בבעל מום קבוע תאמר בקדשים שאין קדושתם מרחם ואין קדושתם חלה עליהם קדושתו מרחם וקדושתו חלה עליו בבעל מום קבוע תאמר בקדשים שאין קדושתם מרחם ואין קדושתם,119,34,1492.0,1635.0,0.6101694915254238,0.8235294117647058,3080001259
1259,1640,ref-b.03.01.08.84a.1.8-ref-b.03.01.08.84a.2.7,ref-sifre-d.124.4.9-ref-sifre-d.124.4.18,3119411,3119473,430144,430151,ref-b.3.1.8.84a.1.8,ref-b.3.1.8.84a.2.7,161320,161372,27082,27089,ref-sifre-d.124.4.9,ref-sifre-d.124.4.18,קדושין ולא מקדישין ואמר שמואל לא קדושין בתמורה ולא מקדישין ,אומר תקדיש וכתוב אחד אומר לא יקדיש מקדישו אתה הקדש ,7,7,1267.0,1640.0,0.6610169491525424,0.7777777777777778,3080001260
1260,1641,ref-b.05.06.02.17a.21.13-ref-b.05.06.02.17a.21.22,ref-sifre-d.124.4.9-ref-sifre-d.124.4.18,8284247,8284309,1165252,1165259,ref-b.5.6.2.17a.21.13,ref-b.5.6.2.17a.21.22,161320,161372,27082,27089,ref-sifre-d.124.4.9,ref-sifre-d.124.4.18,קדושין ולא מקדישין ואמר שמואל לא קדושין בתמורה ולא מקדישין ,אומר תקדיש וכתוב אחד אומר לא יקדיש מקדישו אתה הקדש ,7,7,3909.0,1640.0,0.6610169491525424,0.7777777777777778,3080001261
1261,1642,ref-b.5.6.1.11a.9.12-ref-b.5.6.1.11a.10.8,ref-sifre-d.124.4.9-ref-sifre-d.124.4.22,8262577,8262699,1162104,1162289,ref-b.5.6.1.11a.9.12,ref-b.5.6.1.11a.10.8,161320,161395,27082,27120,ref-sifre-d.124.4.9,ref-sifre-d.124.4.22,"קדושין ולא מקדישין ואמר שמואל לא קדושין בתמורה ולא מקדישין לעשות תמורה ותניא א""ר מאיר מאחר שאינן קדושין היאך מקדישין לא קדושין ולא מקדישין ואמר שמואל לא קדושין בתמורה ולא מקדישין לעשות תמורה ותניא א""ר מאיר מאחר שאינן קדושין",אומר תקדיש וכתוב אחד אומר לא יקדיש מקדישו אתה הקדש עילוי ואין אתה מקדישו אומר תקדיש וכתוב אחד אומר לא יקדיש מקדישו אתה הקדש עילוי,186,39,3894.0,1640.0,0.6547085201793722,0.8823529411764706,3080001262
1262,1644,ref-b.5.6.5.25a.2.17-ref-b.5.6.5.25a.2.30,ref-sifre-d.124.4.9-ref-sifre-d.124.4.23,8308040,8308108,1168627,1168815,ref-b.5.6.5.25a.2.17,ref-b.5.6.5.25a.2.30,161320,161401,27082,27121,ref-sifre-d.124.4.9,ref-sifre-d.124.4.23,"אומר בכור לא יקדיש הקדישות ת""ל איש אותו אותו אי אתה מקדיש אבל מקדיש נאמר בכור לא יקדיש הייתי אומר בכור לא יקדיש הקדישות ת""ל איש אותו אותו אי אתה מקדיש אבל",אומר תקדיש וכתוב אחד אומר לא יקדיש מקדישו אתה הקדש עילוי ואין אתה מקדישו אומר תקדיש וכתוב אחד אומר לא יקדיש מקדישו אתה הקדש עילוי ואין,189,40,3925.0,1640.0,0.6038961038961039,0.7272727272727273,3080001263
1263,1645,ref-b.03.01.01.6b.1.12-ref-b.03.01.01.6b.2.5,ref-sifre-d.124.4.9-ref-sifre-d.124.4.23,2856482,2856566,394204,394217,ref-b.3.1.1.6b.1.12,ref-b.3.1.1.6b.2.5,161320,161401,27101,27112,ref-sifre-d.124.4.9,ref-sifre-d.124.4.23,האמורה במקדש לא ממקדש אתה מתיירא אלא ממי שהזהיר על המקדש ואי זו היא מורא מקדש ,אומר תקדיש וכתוב אחד אומר לא יקדיש מקדישו אתה הקדש עילוי ואין אתה מקדישו הקדש ,13,11,1072.0,1640.0,0.6666666666666666,0.7142857142857143,3080001264
