baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-n,baseOrder,grp-ref-m,dam-lev,jac,lcs_len_char,lcs_str_char,lcc_distance,id
ref-m.4.6.3.4.36-ref-m.4.6.3.4.40,ref-sifre-n.153.4.33-ref-sifre-n.153.4.37,551022,551053,ref-m.4.6.3.4.36,ref-m.4.6.3.4.40,265590,265625,ref-sifre-n.153.4.33,ref-sifre-n.153.4.37,אכל נבלות וטרפות שקצים ורמשים ,לאכול נבלות וטרפות ושקצים ורמשים ,5,5,618,615.0,318,318.0,0.09090909090909091,0.0,30,אכל נבלות וטרפות שקצים ורמשים ,0.09090909090909094,1050000232
ref-m.4.6.4.1.3-ref-m.4.6.4.1.12,ref-sifre-n.115.1.36-ref-sifre-n.115.1.42,553035,553105,ref-m.4.6.4.1.3,ref-m.4.6.4.1.12,170124,170172,ref-sifre-n.115.1.36,ref-sifre-n.115.1.42,נוהגת באנשים ולא בנשים ברחוקין ולא בקרובין בכשרים ולא בפסולין ,ונוהג באנשים ולא בנשים בכשרים ולא בפסולים ,10,7,366,364.0,319,319.0,0.3709677419354839,0.6666666666666667,40,נוהג באנשים ולא בנשים בכשרים ולא בפסולי ,0.3548387096774194,1050000233
ref-m.4.6.4.2.1-ref-m.4.6.4.2.21,ref-sifre-n.112.1.336-ref-sifre-n.112.1.352,553324,553438,ref-m.4.6.4.2.1,ref-m.4.6.4.2.21,165314,165405,ref-sifre-n.112.1.336,ref-sifre-n.112.1.352,שחייבין על זדונה כרת ושגגתה חטאת אף כל העושה מעשה בשגגה מעשה שחייבים על זדונה כרת ועל,שחייבין על זדונה כרת ושגגתה חטאת אף כל העושה מעשה בשגגה מעשה שחייבים על זדונה כרת ועל,17,17,346,346.0,320,320.0,0.0,0.0,85,שחייבין על זדונה כרת ושגגתה חטאת אף כל העושה מעשה בשגגה מעשה שחייבים על זדונה כרת ועל,0.0,1050000234
ref-m.4.7.2.1.42-ref-m.4.7.2.1.53,ref-sifre-n.1.4.76-ref-sifre-n.1.4.94,568490,568553,ref-m.4.7.2.1.42,ref-m.4.7.2.1.53,2203,2294,ref-sifre-n.1.4.76,ref-sifre-n.1.4.94,שטבול יום מטמא טמא מת מטמא חמור טמא מת שהוא מטמא את האדם כל שמחוסר כפורים פוסל טבול יום,שטבול יום מטמא טמא מת מטמא חמור טמא מת שהוא מטמא את האדם כל שמחוסר כפורים פוסל טבול יום,19,19,10,10.0,322,322.0,0.0,0.0,87,שטבול יום מטמא טמא מת מטמא חמור טמא מת שהוא מטמא את האדם כל שמחוסר כפורים פוסל טבול יום,0.0,1050000235
ref-m.4.7.2.9.27-ref-m.4.7.2.9.33,ref-sifre-n.81.1.47-ref-sifre-n.81.1.53,570547,570584,ref-m.4.7.2.9.27,ref-m.4.7.2.9.33,109818,109856,ref-sifre-n.81.1.47,ref-sifre-n.81.1.53,אותם ארבע מאות שנה ונאמר ודור רביעי ,אותו ארבע מאות שנה וארבעים שנה שנאמר ,7,7,257,257.0,324,324.0,0.43243243243243246,0.625,25,אות ארבע מאות שנה וארבעי ,0.32432432432432434,1050000236
ref-m.4.7.3.7.2-ref-m.4.7.3.7.36,ref-sifre-n.7.3.323-ref-sifre-n.7.3.350,572327,572529,ref-m.4.7.3.7.2,ref-m.4.7.3.7.36,16840,16983,ref-sifre-n.7.3.323,ref-sifre-n.7.3.350,טומאה ברשות היחיד טמא ספק טומאה ברשות הרבים ספיקו טהור את שיש_בו_דעת_לישאל ספיקו טמא ואת שאין בו_דעת_לישאל ספיקו טהור והוא נטמאה או עבר,טומאה ברשות היחיד טמא ספק טומאה ברשות הרבים ספיקו טהור את שיש_בו_דעת_לישאל ספיקו טמא ואת שאין בו_דעת_לישאל ספיקו טהור והוא נטמאה או עבר,23,23,54,54.0,325,325.0,0.0,0.0,135,טומאה ברשות היחיד טמא ספק טומאה ברשות הרבים ספיקו טהור את שיש_בו_דעת_לישאל ספיקו טמא ואת שאין בו_דעת_לישאל ספיקו טהור והוא נטמאה או עבר,0.0,1050000237
ref-m.4.7.3.7.7-ref-m.4.7.3.7.17,ref-sifre-n.129.2.2-ref-sifre-n.129.2.12,572356,572420,ref-m.4.7.3.7.7,ref-m.4.7.3.7.17,225568,225621,ref-sifre-n.129.2.2,ref-sifre-n.129.2.12,מטהרין כיצד הטמא עומד וטהור עובר הטהור עומד והטמא עובר טומאה ,הטהור על הטמא טהור על הטמא טהור טהור על הטהור טמא ,11,11,524,524.0,327,325.0,0.5409836065573771,0.7142857142857143,35,טהר  הטמא טהור עור טהור ע הטור טמא ,0.42622950819672134,1050000238
ref-m.4.7.5.6.77-ref-m.4.7.5.6.104,ref-sifre-n.7.1.111-ref-sifre-n.7.1.135,578636,578812,ref-m.4.7.5.6.77,ref-m.4.7.5.6.104,14155,14304,ref-sifre-n.7.1.111,ref-sifre-n.7.1.135,אמרו לו והרי כרכמית שפחה משוחררת היתה בירושלים והשקוה שמעיה ואבטליון כלשון הזה אמר להם דוגמה השקוה ונדוהו ומת בנדויו וסקלו בית דין את ארונו,אמרו לו והרי כרכמית שפחה משוחררת היתה בירושלים והשקוה שמעיה ואבטליון כלשון הזה אמר להם דוגמה השקוה ונדוהו ומת בנדויו וסקלו בית דין את ארונו,25,25,36,36.0,328,328.0,0.0,0.0,139,אמרו לו והרי כרכמית שפחה משוחררת היתה בירושלים והשקוה שמעיה ואבטליון כלשון הזה אמר להם דוגמה השקוה ונדוהו ומת בנדויו וסקלו בית דין את ארונו,0.0,1050000239
ref-m.4.7.5.6.144-ref-m.4.7.5.6.149,ref-sifre-n.7.1.128-ref-sifre-n.7.1.135,579022,579058,ref-m.4.7.5.6.144,ref-m.4.7.5.6.149,14260,14304,ref-sifre-n.7.1.128,ref-sifre-n.7.1.135,המתנדה ומת בנדויו סוקלין את ארונו ,ונדוהו ומת בנדויו וסקלו בית דין את ארונו ,6,8,38,36.0,330,330.0,0.3170731707317073,0.5,30,נדה ומת בנדויו וקלין את ארונו ,0.2682926829268293,1050000240
ref-m.4.7.6.2.38-ref-m.4.7.6.2.49,ref-sifre-n.127.1.110-ref-sifre-n.127.1.119,579817,579879,ref-m.4.7.6.2.38,ref-m.4.7.6.2.49,222575,222629,ref-sifre-n.127.1.110,ref-sifre-n.127.1.119,הפורש ממנו טמא המת שהוא טמא אינו דין שיהיה אבר הפורש ממנו ,הפורש ממנה כמוה המת חמור אינו דין שתעשה הפורש ממנו ,12,10,509,509.0,331,331.0,0.3103448275862069,0.5454545454545454,41,הפורש ממנ מ המת מ אינו דין שה הפורש ממנו ,0.2931034482758621,1050000241
ref-m.4.7.6.2.72-ref-m.4.7.6.2.81,ref-sifre-n.129.5.30-ref-sifre-n.129.5.43,579990,580045,ref-m.4.7.6.2.72,ref-m.4.7.6.2.81,226300,226373,ref-sifre-n.129.5.30,ref-sifre-n.129.5.43,לטמא אדם ולטמא בגדים ועל גביו מדף לטמא אוכלים ומשקין ,מטמא אדם לטמא בגדים ומים שאין בהם כדי הזיה מטמא אדם לטמא אוכלים ומשקים ,10,14,534,528.0,332,332.0,0.38028169014084506,0.7333333333333334,45,טמא אדם לטמא בגדים ו בי מד לטמא אוכלים ומשקי ,0.3661971830985915,1050000242
ref-m.4.7.6.2.72-ref-m.4.7.6.2.81,ref-sifre-n.129.5.142-ref-sifre-n.129.5.155,579990,580045,ref-m.4.7.6.2.72,ref-m.4.7.6.2.81,226865,226938,ref-sifre-n.129.5.142,ref-sifre-n.129.5.155,לטמא אדם ולטמא בגדים ועל גביו מדף לטמא אוכלים ומשקין ,מטמא אדם לטמא בגדים ומים שאין בהם כדי הזיה מטמא אדם לטמא אוכלים ומשקים ,10,14,550,545.0,333,332.0,0.38028169014084506,0.7333333333333334,45,טמא אדם לטמא בגדים ו בי מד לטמא אוכלים ומשקי ,0.3661971830985915,1050000243
ref-m.4.7.7.5.33-ref-m.4.7.7.5.45,ref-sifre-n.25.1.136-ref-sifre-n.25.1.142,582305,582368,ref-m.4.7.7.5.33,ref-m.4.7.7.5.45,40284,40317,ref-sifre-n.25.1.136,ref-sifre-n.25.1.142,יום שלשים שמגלח השניה יום ששים ואם גילח יום ששים חסר אחד יצא ,יום אם גילח ביום שלשים ואחד יצא ,13,7,158,158.0,334,334.0,0.5573770491803278,0.4444444444444444,29,יום אם גילח יום ששים אחד יצא ,0.5245901639344263,1050000244
ref-m.4.7.7.9.20-ref-m.4.7.7.9.25,ref-sifre-n.117.2.825-ref-sifre-n.117.2.830,583206,583239,ref-m.4.7.7.9.20,ref-m.4.7.7.9.25,188206,188239,ref-sifre-n.117.2.825,ref-sifre-n.117.2.830,אוכלת בתרומה ואם מתה בעלה יורשה ,אוכלת בתרומה ואם מתה בעלה יורשה ,6,6,388,386.0,335,335.0,0.0,0.0,32,אוכלת בתרומה ואם מתה בעלה יורשה ,0.0,1050000245
ref-m.4.7.8.2.47-ref-m.4.7.8.2.69,ref-sifre-n.15.1.90-ref-sifre-n.15.1.111,583821,583949,ref-m.4.7.8.2.47,ref-m.4.7.8.2.69,25990,26101,ref-sifre-n.15.1.90,ref-sifre-n.15.1.111,נטמאה אמרו להם חכמים אם מאמינים אתם שהורהנה האמינו שלא נסתרה ושלא נטמאה ואם אין אתם מאמינים שלא נסתרה ושלא נטמאה אל תאמינו ,אמן שלא נטמאתי אמן שלא אטמא דברי רבי מאיר ואין חכמים מודים בדבר אלא אמן שלא נטמאתי ואם נטמאתי יבאו לה אמן ,23,22,110,107.0,336,336.0,0.6910569105691057,0.631578947368421,57,נטמא אמ לא אמא ר י אר וא מ ום  א אמ שלא נת וא נטמא אל אמ ,0.5365853658536586,1050000246
ref-m.4.9.4.2.11-ref-m.4.9.4.2.19,ref-sifre-n.112.2.107-ref-sifre-n.112.2.129,608739,608795,ref-m.4.9.4.2.11,ref-m.4.9.4.2.19,165975,166103,ref-sifre-n.112.2.107,ref-sifre-n.112.2.129,עבירות הרבה שמצוה גוררת מצוה ועבירה גוררת עבירה,מצוה לבד שלסוף גוררת מצוה הרבה והעושה עבירה אחת אל ידאג עליה לבד לסוף גוררת עבירות הרבה שמצוה גוררת מצוה ועבירה גוררת עבירה,8,23,356,356.0,337,337.0,0.6178861788617886,0.5714285714285714,47,עבירות הרבה שמצוה גוררת מצוה ועבירה גוררת עבירה,0.6178861788617886,1050000247
ref-m.4.9.4.13.14-ref-m.4.9.4.13.23,ref-sifre-n.119.4.9-ref-sifre-n.119.4.18,610328,610380,ref-m.4.9.4.13.14,ref-m.4.9.4.13.23,197628,197679,ref-sifre-n.119.4.9,ref-sifre-n.119.4.18,שלשה כתרים הם כתר תורה וכתר כהונה וכתר מלכות וכתר ,שלושה כתרים הם כתר תורה וכתר כהונה וכתר מלכות כתר ,10,10,413,413.0,339,339.0,0.04,0.0,49,שלשה כתרים הם כתר תורה וכתר כהונה וכתר מלכות כתר ,0.020000000000000018,1050000248
ref-m.4.9.5.18.28-ref-m.4.9.5.18.34,ref-sifre-n.106.1.224-ref-sifre-n.106.1.232,615777,615813,ref-m.4.9.5.18.28,ref-m.4.9.5.18.34,145775,145820,ref-sifre-n.106.1.224,ref-sifre-n.106.1.232,שנאמר צדקת ה' עשה ומשפטיו עם ישראל ,ואומר דברים לג צדקת ה' עשה ומשפטיו עם ישראל ,7,9,272,272.0,340,340.0,0.2727272727272727,0.4,33,אמר צדקת ה' עשה ומשפטיו עם ישראל ,0.25,1050000249
ref-m.4.9.5.21.4-ref-m.4.9.5.21.33,ref-sifre-n.62.1.37-ref-sifre-n.63.1.3,616644,616791,ref-m.4.9.5.21.4,ref-m.4.9.5.21.33,87085,87280,ref-sifre-n.62.1.37,ref-sifre-n.63.1.3,ומבן חמשים חמש ועשרים שנה כתוב_אחד_אומר מבן חמש ועשרים שנה ומעלה וכתוב_אחד_אומר מבן שלשים שנה כיצד_יתקיימו_שני הכתובים מבן חמש ועשרים שנה לתלמוד ומבן שלשים לעבודה ומבן חמשים,בהם ומבן חמשים חמש ועשרים שנה כתוב_אחד_אומר מבן חמש ועשרים שנה ומעלה וכתוב_אחד_אומר מבן שלשים שנה כיצד_יתקיימו_שני הכתובים מבן חמש ועשרים שנה לתלמוד ומבן שלשים לעבודה ומבן חמשים שנה,27,29,239,239.0,341,341.0,0.04419889502762431,0.06666666666666665,173,ומבן חמשים חמש ועשרים שנה כתוב_אחד_אומר מבן חמש ועשרים שנה ומעלה וכתוב_אחד_אומר מבן שלשים שנה כיצד_יתקיימו_שני הכתובים מבן חמש ועשרים שנה לתלמוד ומבן שלשים לעבודה ומבן חמשים,0.04419889502762431,1050000250
ref-m.4.9.6.2.30-ref-m.4.9.6.2.37,ref-sifre-n.99.1.431-ref-sifre-n.99.1.438,617749,617784,ref-m.4.9.6.2.30,ref-m.4.9.6.2.37,137520,137555,ref-sifre-n.99.1.431,ref-sifre-n.99.1.438,נזם זהב באף חזיר אשה יפה וסרת טעם ,נזם זהב באף חזיר אשה יפה וסרת טעם ,8,8,264,264.0,343,343.0,0.0,0.0,34,נזם זהב באף חזיר אשה יפה וסרת טעם ,0.0,1050000251
ref-m.4.9.6.6.73-ref-m.4.9.6.6.92,ref-sifre-n.157.9.150-ref-sifre-n.158.1.8,619709,619816,ref-m.4.9.6.6.73,ref-m.4.9.6.6.92,282097,282218,ref-sifre-n.157.9.150,ref-sifre-n.158.1.8,שהיה אומר דבר בשם אומרו שנאמר אסתר ב ותאמר אסתר למלך בשם מרדכי,מדבר ר' יאשיה אמר שהיה אומר דבר בשם אומרו שנאמר אסתר ב ותאמר אסתר למלך בשם מרדכי אך את הזהב ואת הכסף אתה אומר כלים,13,25,670,670.0,344,344.0,0.45614035087719296,0.4,62,שהיה אומר דבר בשם אומרו שנאמר אסתר ב ותאמר אסתר למלך בשם מרדכי,0.45614035087719296,1050000252
ref-m.4.9.6.7.25-ref-m.4.9.6.7.45,ref-sifre-n.41.1.128-ref-sifre-n.41.1.143,619961,620080,ref-m.4.9.6.7.25,ref-m.4.9.6.7.45,66061,66149,ref-sifre-n.41.1.128,ref-sifre-n.41.1.143,לראשך לוית חן ואומר כי לוית חן הם לראשך וענקים לגרגרותיך דבר אחר ויחונך במתנת,תתן לראשך לוית חן ואומר כי לוית חן הם לראשך וענקים לגרגרותיך דבר אחר ויחונך במתנת,15,16,219,219.0,346,346.0,0.04938271604938271,0.08333333333333337,77,לראשך לוית חן ואומר כי לוית חן הם לראשך וענקים לגרגרותיך דבר אחר ויחונך במתנת,0.04938271604938271,1050000253
ref-m.4.9.6.8.47-ref-m.4.9.6.8.63,ref-sifre-n.92.1.213-ref-sifre-n.92.1.228,620465,620563,ref-m.4.9.6.8.47,ref-m.4.9.6.8.63,129286,129381,ref-sifre-n.92.1.213,ref-sifre-n.92.1.228,זקנים שיבה ואומר וחפרה הלבנה ובושה החמה כי מלך ה' צבאות בהר ציון ובירושלים ונגד זקניו כבוד ,לזקנים שנאמר וחפרה הלבנה ובושה החמה כי מלך ה' צבאות בהר ציון ובירושלים ונגד זקניו כבוד ,17,16,263,263.0,348,348.0,0.07692307692307693,0.17647058823529416,85,זקנים שאמר וחפרה הלבנה ובושה החמה כי מלך ה' צבאות בהר ציון ובירושלים ונגד זקניו כבוד ,0.06593406593406592,1050000254
ref-m.4.9.6.9.127-ref-m.4.9.6.9.136,ref-sifre-n.119.3.10-ref-sifre-n.119.3.18,621312,621360,ref-m.4.9.6.9.127,ref-m.4.9.6.9.136,197396,197440,ref-sifre-n.119.3.10,ref-sifre-n.119.3.18,טוב לי תורת פיך מאלפי זהב וכסף ואומר לי הכסף ,טוב לי תורת פיך מאלפי זהב וכסף שזהב וכסף ,10,9,412,412.0,349,349.0,0.2,0.25,36,טוב לי תורת פיך מאלפי זהב וכסף הכסף ,0.19999999999999996,1050000255
ref-m.4.9.6.11.21-ref-m.4.9.6.11.25,ref-sifre-n.117.1.82-ref-sifre-n.117.1.86,622150,622175,ref-m.4.9.6.11.21,ref-m.4.9.6.11.25,183687,183709,ref-sifre-n.117.1.82,ref-sifre-n.117.1.86,ואומר ה' ימלוך לעולם ועד ,ואומר ה' מלך עולם ועד ,5,5,377,377.0,350,350.0,0.12,0.33333333333333337,22,ואומר ה' מלך עולם ועד ,0.12,1050000256
ref-m.4.10.1.4.38-ref-m.4.10.1.4.47,ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,623571,623620,ref-m.4.10.1.4.38,ref-m.4.10.1.4.47,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,10,10,85,85.0,351,351.0,0.1702127659574468,0.4285714285714286,40,נאמר כאן ע ונאמר להלן ע מה ע האמור להלן ,0.14893617021276595,1050000257
ref-m.4.10.1.4.38-ref-m.4.10.1.4.58,ref-sifre-n.12.1.11-ref-sifre-n.12.1.28,623571,623679,ref-m.4.10.1.4.38,ref-m.4.10.1.4.58,23299,23394,ref-sifre-n.12.1.11,ref-sifre-n.12.1.28,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן עד שיהיו ,נאמר כאן שבועה ונאמר להלן שבועה מה שבועה האמורה להלן היא נשבעת מאליה אף שבועה האמורה כאן היא ,21,18,93,92.0,371,351.0,0.43137254901960786,0.6428571428571428,71,נאמר כאן עה ונאמר להלן עה מה עה האמור להלן הי  אלה אף עה האמורה כאן הי ,0.303921568627451,1050000258
ref-m.4.10.1.4.38-ref-m.4.10.1.4.59,ref-sifre-n.16.1.18-ref-sifre-n.16.1.36,623571,623684,ref-m.4.10.1.4.38,ref-m.4.10.1.4.59,27032,27127,ref-sifre-n.16.1.18,ref-sifre-n.16.1.36,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן עד שיהיו כולם ,נאמר כאן וכתב ונאמר להלן וכתב מה וכתב האמור להלן כשר בכל אדם אף וכתב האמור כאן כשר בכל ,22,19,117,116.0,372,351.0,0.4672897196261682,0.6666666666666667,63,נאמר כאן  ונאמר להלן  מה  האמור להלן ש כל א אף  האמור כאן ש כל ,0.4112149532710281,1050000259
ref-m.4.10.1.4.39-ref-m.4.10.1.4.56,ref-sifre-n.22.1.193-ref-sifre-n.22.1.207,623578,623669,ref-m.4.10.1.4.39,ref-m.4.10.1.4.56,33512,33596,ref-sifre-n.22.1.193,ref-sifre-n.22.1.207,כאן עדה ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן ,כאן הפלאה ונאמר להלן הפלאה מה הפלאה האמורה להלן בנדר ובנדבה אף הפלאה האמורה כאן ,18,15,140,140.0,373,351.0,0.45977011494252873,0.6153846153846154,57,כאן ה ונאמר להלן ה מה ה האמור להלן דר וה אף ה האמורה כאן ,0.3448275862068966,1050000260
ref-m.4.10.1.4.39-ref-m.4.10.1.4.56,ref-sifre-n.25.1.406-ref-sifre-n.25.1.420,623578,623669,ref-m.4.10.1.4.39,ref-m.4.10.1.4.56,41592,41666,ref-sifre-n.25.1.406,ref-sifre-n.25.1.420,כאן עדה ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן ,כאן פרוע ונאמר להלן פרוע מה פרוע האמור להלן גידול שער אף פרוע האמור כאן ,18,15,161,161.0,374,351.0,0.4482758620689655,0.6153846153846154,56,כאן ע ונאמר להלן ע מה ע האמור להלן יול ר אף ע האמור כאן ,0.3563218390804598,1050000261
ref-m.4.10.1.4.38-ref-m.4.10.1.4.56,ref-sifre-n.25.1.643-ref-sifre-n.25.1.667,623571,623669,ref-m.4.10.1.4.38,ref-m.4.10.1.4.56,42856,42982,ref-sifre-n.25.1.643,ref-sifre-n.25.1.667,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן ,נאמר כאן נזיר ונאמר להלן נזיר מה נזיר האמור להלן עשה_בו_ימים_שלאחר_נזירות_כימים_שבתוך_נזירות_עד_הבאת_קרבן אף נזיר האמור כאן ,19,15,164,164.0,355,351.0,0.5161290322580645,0.6153846153846154,64,נאמר כאן  ונאמר להלן  מה  האמור להלן עשהוםאוייורה אף  האמור כאן ,0.4838709677419355,1050000262
ref-m.4.10.1.4.38-ref-m.4.10.1.4.56,ref-sifre-n.26.1.407-ref-sifre-n.26.1.423,623571,623669,ref-m.4.10.1.4.38,ref-m.4.10.1.4.56,45337,45423,ref-sifre-n.26.1.407,ref-sifre-n.26.1.423,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן ,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן מטמא בנגעם ובזיבתם אף אמו האמור כאן ,19,17,174,174.0,356,351.0,0.40860215053763443,0.6666666666666667,57,נאמר כאן  ונאמר להלן  מה  האמור להלן  ם וי אף  האמור כאן ,0.3870967741935484,1050000263
ref-m.4.10.1.4.38-ref-m.4.10.1.4.56,ref-sifre-n.29.1.150-ref-sifre-n.29.1.168,623571,623669,ref-m.4.10.1.4.38,ref-m.4.10.1.4.56,48822,48924,ref-sifre-n.29.1.150,ref-sifre-n.29.1.168,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן ,נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן הכשיר_בו_שמיני_ומשמיני_והלאה אף שמיני האמור כאן ,19,15,178,178.0,357,351.0,0.44,0.6153846153846154,61,נאמר כאן  ונאמר להלן  מה  האמור להלן הכרוייואה אף  האמור כאן ,0.39,1050000264
ref-m.4.10.1.4.38-ref-m.4.10.1.4.56,ref-sifre-n.30.1.833-ref-sifre-n.30.1.857,623571,623669,ref-m.4.10.1.4.38,ref-m.4.10.1.4.56,53469,53597,ref-sifre-n.30.1.833,ref-sifre-n.30.1.857,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן ,נאמר כאן נזיר ונאמר להלן נזיר מה נזיר האמור להלן עשה_בו_ימים_שלאחר_נזירות בימים שבתוך_נזירות_עד_הבאת_קרבן אף נזיר האמור כאן ,19,17,190,190.0,358,351.0,0.5080645161290323,0.6666666666666667,65,נאמר כאן  ונאמר להלן  מה  האמור להלן עשהוםאויי ורה אף  האמור כאן ,0.47580645161290325,1050000265
ref-m.4.10.1.4.38-ref-m.4.10.1.4.56,ref-sifre-n.31.3.323-ref-sifre-n.31.3.347,623571,623669,ref-m.4.10.1.4.38,ref-m.4.10.1.4.56,57211,57339,ref-sifre-n.31.3.323,ref-sifre-n.31.3.347,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן ,נאמר כאן נזיר ונאמר להלן נזיר מה נזיר האמור להלן עשה_בו_ימים_שלאחר_נזירות בימים שבתוך_נזירות_עד_הבאת_קרבן אף נזיר האמור כאן ,19,17,198,198.0,359,351.0,0.5080645161290323,0.6666666666666667,65,נאמר כאן  ונאמר להלן  מה  האמור להלן עשהוםאויי ורה אף  האמור כאן ,0.47580645161290325,1050000266
ref-m.4.10.1.4.38-ref-m.4.10.1.4.56,ref-sifre-n.39.1.88-ref-sifre-n.39.1.102,623571,623669,ref-m.4.10.1.4.38,ref-m.4.10.1.4.56,62788,62867,ref-sifre-n.39.1.88,ref-sifre-n.39.1.102,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן ,נאמר כאן ברכה ונאמר להלן ברכה מה ברכה האמורה להלן בעמידה אף ברכה האמורה כאן ,19,15,213,213.0,360,351.0,0.41935483870967744,0.6153846153846154,60,נאמר כאן ה ונאמר להלן ה מה ה האמור להלן עיה אף ה האמורה כאן ,0.3548387096774194,1050000267
ref-m.4.10.1.4.38-ref-m.4.10.1.4.56,ref-sifre-n.65.1.111-ref-sifre-n.65.1.120,623571,623669,ref-m.4.10.1.4.38,ref-m.4.10.1.4.56,89358,89414,ref-sifre-n.65.1.111,ref-sifre-n.65.1.120,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן ,נאמר כאן במועדו ונאמר להלן במועדו מה מועדו האמור כאן ,19,10,243,243.0,361,351.0,0.5591397849462365,0.5833333333333333,45,נאמר כאן עד ונאמר להלן עד מה מועדו האמור כאן ,0.5161290322580645,1050000268
ref-m.4.10.1.4.38-ref-m.4.10.1.4.56,ref-sifre-n.73.2.58-ref-sifre-n.73.2.74,623571,623669,ref-m.4.10.1.4.38,ref-m.4.10.1.4.56,98021,98113,ref-sifre-n.73.2.58,ref-sifre-n.73.2.74,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן ,נאמר כאן תרועה ונאמר להלן תרועה מה תרועה האמורה להלן תקיעה לאחר תרועה אף תרועה האמורה כאן ,19,17,252,252.0,362,351.0,0.40860215053763443,0.6428571428571428,69,נאמר כאן עה ונאמר להלן עה מה עה האמור להלן יה לא רה אף עה האמורה כאן ,0.25806451612903225,1050000269
ref-m.4.10.1.4.38-ref-m.4.10.1.4.56,ref-sifre-n.73.2.136-ref-sifre-n.73.2.152,623571,623669,ref-m.4.10.1.4.38,ref-m.4.10.1.4.56,98432,98526,ref-sifre-n.73.2.136,ref-sifre-n.73.2.152,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן ,נאמר כאן תרועה ונאמר להלן תרועה מה תרועה האמורה להלן תוקע ומריע ותוקע אף תרועה האמורה כאן ,19,17,253,253.0,363,351.0,0.41935483870967744,0.6428571428571428,68,נאמר כאן עה ונאמר להלן עה מה עה האמור להלן ו ורי ו אף עה האמורה כאן ,0.26881720430107525,1050000270
ref-m.4.10.1.4.38-ref-m.4.10.1.4.56,ref-sifre-n.75.1.39-ref-sifre-n.75.1.56,623571,623669,ref-m.4.10.1.4.38,ref-m.4.10.1.4.56,99689,99785,ref-sifre-n.75.1.39,ref-sifre-n.75.1.56,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן ,נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן תמימים ולא בעלי מומין אף כהנים האמור כאן ,19,18,254,254.0,364,351.0,0.43010752688172044,0.6875,65,נאמר כאן ה ונאמר להלן ה מה ה האמור להלן יי ולא לו אף ה האמור כאן ,0.30107526881720426,1050000271
ref-m.4.10.1.4.44-ref-m.4.10.1.4.59,ref-sifre-n.101.1.90-ref-sifre-n.101.1.102,623602,623684,ref-m.4.10.1.4.44,ref-m.4.10.1.4.59,138349,138408,ref-sifre-n.101.1.90,ref-sifre-n.101.1.102,מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן עד שיהיו כולם ,מה מעשה האמור להלן של ספיר אף מעשה האמור כאן של ספיר מכל ,16,13,265,265.0,381,351.0,0.46153846153846156,0.6923076923076923,45,מה עה האמור להלן של יר אף עה האמור כאן שי כל ,0.42307692307692313,1050000272
