baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-y,baseOrder,grp-ref-mek,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-mek.4.6.1.138-ref-mek.4.6.1.149,ref-y.2.2.4.1.1.30-ref-y.2.2.4.1.1.39,196787,196844,ref-mek.4.6.1.138,ref-mek.4.6.1.149,1150712,1150765,ref-y.2.2.4.1.1.30,ref-y.2.2.4.1.1.39,שבו איש תחתיו ומניין לאלפיים אמה אל יצא איש ממקומו,שבו איש תחתיו ומניין לאלפיים אמה אל יצא איש ממקומו,10,10,327,327.0,582,582.0,0.0,0.0,10,שבו איש תחתיו ומניין לאלפיים אמה אל יצא איש ממקומו,3070000465,10,10
ref-mek.4.6.1.138-ref-mek.4.6.1.147,ref-y.2.3.6.1.18.55-ref-y.2.3.6.1.18.61,196787,196834,ref-mek.4.6.1.138,ref-mek.4.6.1.147,1315406,1315438,ref-y.2.3.6.1.18.55,ref-y.2.3.6.1.18.61,שבו איש תחתיו אלו ארבעה אמות אל יצא איש ממקומו ,שבו איש תחתיו אל יצא איש ממקומו ,10,7,417,417.0,583,582.0,0.3191489361702128,0.25,7,שבו איש תחתיו אל יצא איש ממקומו,3070000466,10,7
ref-mek.4.6.3.114-ref-mek.4.6.3.122,ref-y.3.5.9.13.5.14-ref-y.3.5.9.13.5.21,197902,197949,ref-mek.4.6.3.114,ref-mek.4.6.3.122,2358291,2358328,ref-y.3.5.9.13.5.14,ref-y.3.5.9.13.5.21,כסולת זו שצפה על גבי נפה ונלושה בדבש וחמאה ,סולת צפה על גבי נפה לושה בדבש וחמאה ,9,8,877,877.0,585,585.0,0.1627906976744186,0.4545454545454546,5,על גבי נפה בדבש וחמאה,3070000467,9,8
ref-mek.4.6.5.127-ref-mek.4.6.5.141,ref-y.2.4.6.1.5.6-ref-y.2.4.6.1.5.16,199190,199269,ref-mek.4.6.5.127,ref-mek.4.6.5.141,1548783,1548854,ref-y.2.4.6.1.5.6,ref-y.2.4.6.1.5.16,מי נדה וצלוחית שמן המשחה ויש אומרים אף מקלו של אהרן שקדיו ופרחיו שנאמר השב ,המן וצלוחית שמן המשחה ומקלו של אהרן ופרחיו ושקידיו וארגז שהשיבו ,15,11,503,503.0,586,586.0,0.4666666666666667,0.6111111111111112,6,וצלוחית שמן המשחה של אהרן ופרחיו,3070000468,15,11
ref-mek.4.6.5.127-ref-mek.4.6.5.141,ref-y.3.5.8.3.3.6-ref-y.3.5.8.3.3.16,199190,199269,ref-mek.4.6.5.127,ref-mek.4.6.5.141,2330198,2330269,ref-y.3.5.8.3.3.6,ref-y.3.5.8.3.3.16,מי נדה וצלוחית שמן המשחה ויש אומרים אף מקלו של אהרן שקדיו ופרחיו שנאמר השב ,המן וצלוחית שמן המשחה ומקלו של אהרן ופרחיו ושקידיו וארגז שהשיבו ,15,11,858,858.0,587,586.0,0.4666666666666667,0.6111111111111112,6,וצלוחית שמן המשחה של אהרן ופרחיו,3070000469,15,11
ref-mek.4.7.5.97-ref-mek.4.7.5.104,ref-y.4.4.2.4.4.21-ref-y.4.4.2.4.4.35,202236,202277,ref-mek.4.7.5.97,ref-mek.4.7.5.104,3171677,3171747,ref-y.4.4.2.4.4.21,ref-y.4.4.2.4.4.35,הכה עזא ואנשי בית שמש שנאמר ויך באנשי ,ויך באנשי בית שמש וגו' רבי חנינה ורבי מנא חד אמר ויך בעם שבעים איש ,8,11,1217,1217.0,588,588.0,0.6567164179104478,0.6666666666666667,3,בית שמש ויך,3070000470,8,11
ref-mek.5.1.1.327-ref-mek.5.1.1.344,ref-y.3.7.1.7.2.155-ref-y.3.7.1.7.2.175,204976,205077,ref-mek.5.1.1.327,ref-mek.5.1.1.344,2870193,2870309,ref-y.3.7.1.7.2.155,ref-y.3.7.1.7.2.175,העמידו עליו בריונות קשים אשר לא ידעו אשה מימיהם וענו אותו במשכב זכור כענין שנאמר וענה גאון ישראל ,שהעמידו עליו בירניות קשים שלא הכירו אשה מימיהם והיו מענין בו כדרך שמענין את האשה הדא הוא דכתיב וענה גאון ישראל ,18,19,1053,1053.0,589,589.0,0.4144144144144144,0.5454545454545454,7,עליו קשים אשה מימיהם וענה גאון ישראל,3070000471,18,19
ref-mek.5.1.2.95-ref-mek.5.1.2.121,ref-y.3.6.6.5.4.77-ref-y.3.6.6.5.4.93,206375,206501,ref-mek.5.1.2.95,ref-mek.5.1.2.121,2684317,2684389,ref-y.3.6.6.5.4.77,ref-y.3.6.6.5.4.93,בחייו לא נותן אף מתנה אם לא נתן בחייו לאו שמה מתנה אמר ליה הכא אתא רבי,בחייו לא נותן אף מתנה אם לא נתן בחייו לאו שמה מתנה אמר ליה הכא אתא רבי,15,15,972,972.0,590,590.0,0.0,0.0,15,בחייו לא נותן אף מתנה אם_לא_נתן בחייו לאו שמה מתנה אמר ליה הכא אתא רבי,3070000472,15,15
ref-mek.5.1.2.171-ref-mek.5.1.2.186,ref-y.4.8.2.7.8.53-ref-y.4.8.2.7.8.63,206746,206831,ref-mek.5.1.2.171,ref-mek.5.1.2.186,3451423,3451472,ref-y.4.8.2.7.8.53,ref-y.4.8.2.7.8.63,צא מתחת הענן והלחם בעמלק מחר אנכי נצב מחר נהיה עמכם מעותדים ועומדים על ראש הגבעה ,צא הלחם בעמלק מחר או מחר אנכי נצב על ראש הגבעה ,16,11,1513,1510.0,592,592.0,0.4938271604938271,0.3571428571428571,8,צא בעמלק מחר אנכי נצב על ראש הגבעה,3070000473,16,11
ref-mek.5.1.2.276-ref-mek.5.1.2.281,ref-y.2.10.1.9.13.52-ref-y.2.10.1.9.13.57,207283,207314,ref-mek.5.1.2.276,ref-mek.5.1.2.281,1867353,1867384,ref-y.2.10.1.9.13.52,ref-y.2.10.1.9.13.57,כי באפם הרגו איש וברצונם עקרו ,כי באפם הרגו שור וברצונם עקרו ,6,6,619,618.0,595,593.0,0.1,0.3333333333333333,5,כי באפם הרגו וברצונם עקרו,3070000474,6,6
ref-mek.5.1.2.256-ref-mek.5.1.2.312,ref-y.4.8.2.7.8.23-ref-y.4.8.2.7.8.85,207192,207477,ref-mek.5.1.2.256,ref-mek.5.1.2.312,3451285,3451594,ref-y.4.8.2.7.8.23,ref-y.4.8.2.7.8.85,ארור מחר משוקדים וקם הלא אם תיטיב שאת או שאת אם לא תיטיב כי באפם הרגו איש וברצונם עקרו שור ארור או ארור אפם כי עז ויאמר משה אל יהושע צא הלחם בעמלק מחר או מחר אנכי נצב על ראש הגבעה ובמנורה ארבעה גביעים משוקדים או משוקדים כפתריה ופרחיה ויאמר יי' אל משה הנך שוכב עם אבתיך וקם או וקם העם הזה וזנה,ארור מחר משוקדים וקם הלא אם תיטיב שאת או שאת אם לא תיטיב כי באפם הרגו איש וברצונם עקרו שור ארור או ארור אפם כי עז ויאמר משה אל יהושע צא הלחם בעמלק מחר או מחר אנכי נצב על ראש הגבעה ובמנורה ארבעה גביעים משוקדים או משוקדים כפתריה ופרחיה ויאמר יי' אל משה הנך שוכב עם אבתיך וקם או וקם העם הזה וזנה,61,61,1510,1510.0,593,593.0,0.0,0.0,61,ארור מחר משוקדים וקם הלא אם תיטיב שאת או שאת אם לא תיטיב כי באפם הרגו איש וברצונם עקרו שור ארור או ארור אפם כי עז ויאמר משה אל יהושע צא הלחם בעמלק מחר או מחר אנכי נצב על ראש הגבעה ובמנורה ארבעה גביעים משוקדים או משוקדים כפתריה ופרחיה ויאמר יי'_אל_משה הנך שוכב עם אבתיך וקם או וקם העם הזה וזנה,3070000475,61,61
ref-mek.5.2.1.83-ref-mek.5.2.1.88,ref-y.3.5.1.7.1.3-ref-y.3.5.1.7.1.8,210437,210466,ref-mek.5.2.1.83,ref-mek.5.2.1.88,2256481,2256511,ref-y.3.5.1.7.1.3,ref-y.3.5.1.7.1.8,במדה שאדם מודד בה מודדין לו ,במידה שאדם מודד בה מודדין לו ,6,6,785,781.0,596,596.0,0.0344827586206896,0.0,5,שאדם מודד בה מודדין לו,3070000476,6,6
ref-mek.5.2.1.83-ref-mek.5.2.1.88,ref-y.3.5.1.7.1.14-ref-y.3.5.1.7.1.19,210437,210466,ref-mek.5.2.1.83,ref-mek.5.2.1.88,2256533,2256562,ref-y.3.5.1.7.1.14,ref-y.3.5.1.7.1.19,במדה שאדם מודד בה מודדין לו ,במדה שאדם מודד בה מודדין לו ,6,6,790,786.0,597,596.0,0.0,0.0,6,במדה שאדם מודד בה מודדין לו,3070000477,6,6
ref-mek.5.2.3.158-ref-mek.5.3.1.4,ref-y.3.5.1.10.3.116-ref-y.3.5.1.10.3.127,217710,217796,ref-mek.5.2.3.158,ref-mek.5.3.1.4,2264211,2264277,ref-y.3.5.1.10.3.116,ref-y.3.5.1.10.3.127,של משיח שהן שלשה דורות שנאמר ייראוך עם שמש ולפני ירח דור דורים וישמע יתרו מה שמועה ,דרך האתרים מהו דרך האתרים שמע שמת אחרן התייר הגדול שלהן שהיה ,17,12,804,804.0,598,598.0,0.7228915662650602,0.9090909090909092,0,,3070000478,17,12
ref-mek.5.3.1.7-ref-mek.5.3.1.23,ref-y.2.10.1.11.2.469-ref-y.2.10.1.11.2.485,217806,217889,ref-mek.5.3.1.7,ref-mek.5.3.1.23,1877654,1877725,ref-y.2.10.1.11.2.469,ref-y.2.10.1.11.2.485,מלחמת עמלק שמע יהוד' בי ר' אמר מתן תורה שמע הוי דו אמ' לאחר מתן תורה בא,מלחמת עמלק שמע יהוד' בי ר' אמר מתן תורה שמע הוי דו אמ' לאחר מתן תורה בא,17,17,626,626.0,599,599.0,0.0,0.0,17,מלחמת עמלק שמע יהוד' בי ר' אמר מתן תורה שמע הוי דו אמ' לאחר מתן תורה בא,3070000479,17,17
ref-mek.5.3.1.77-ref-mek.5.3.1.93,ref-y.2.9.3.9.8.29-ref-y.2.9.3.9.8.45,218177,218259,ref-mek.5.3.1.77,ref-mek.5.3.1.93,1790373,1790455,ref-y.2.9.3.9.8.29,ref-y.2.9.3.9.8.45,שאינו מביא מבול לעולם שנאמר כי מי נח זאת לי אשר נשבעתי מעבור מי נח עוד על הארץ ,שאינו מביא מבול לעולם מה טעמא כי מינה זאת לי אשר נשבעתי מעבור מי נח עוד על הארץ ,18,16,609,609.0,601,601.0,0.1125,0.1999999999999999,14,שאינו מביא מבול לעולם זאת לי אשר נשבעתי מעבור מי נח עוד על הארץ,3070000480,18,16
ref-mek.5.3.1.153-ref-mek.5.3.1.160,ref-y.2.10.1.11.2.454-ref-y.2.10.1.11.2.462,218539,218579,ref-mek.5.3.1.153,ref-mek.5.3.1.160,1877591,1877631,ref-y.2.10.1.11.2.454,ref-y.2.10.1.11.2.462,אומר קריעת ים סוף שמע ובא שבשעה שנקרע ,אמר קריעת ים סוף שמע רבי יהושע אמר קריעת ,8,7,625,625.0,602,602.0,0.3414634146341463,0.4444444444444444,4,קריעת ים סוף שמע,3070000481,8,7
ref-mek.5.3.1.253-ref-mek.5.3.1.258,ref-y.4.4.10.2.7.25-ref-y.4.4.10.2.7.31,219076,219107,ref-mek.5.3.1.253,ref-mek.5.3.1.258,3286854,3286892,ref-y.4.4.10.2.7.25,ref-y.4.4.10.2.7.31,כי ביתה בקיר ובחומה היא יושבת ,כי ביתה בקיר החומה ובחומה היא יושבת ,6,7,1396,1396.0,603,603.0,0.1666666666666666,0.1999999999999999,6,כי ביתה בקיר ובחומה היא יושבת,3070000482,6,7
ref-mek.5.3.1.370-ref-mek.5.3.1.375,ref-y.4.4.2.6.7.55-ref-y.4.4.2.6.7.60,219708,219736,ref-mek.5.3.1.370,ref-mek.5.3.1.375,3175749,3175777,ref-y.4.4.2.6.7.55,ref-y.4.4.2.6.7.60,ויקרא משה להושע בן נון יהושע ,ויקרא משה להושע בן נון יהושע ,6,6,1219,1219.0,604,604.0,0.0,0.0,6,ויקרא משה להושע בן נון יהושע,3070000483,6,6
ref-mek.5.3.1.448-ref-mek.5.3.1.453,ref-y.1.1.9.2.10.63-ref-y.1.1.9.2.10.76,220142,220174,ref-mek.5.3.1.448,ref-mek.5.3.1.453,185797,185857,ref-y.1.1.9.2.10.63,ref-y.1.1.9.2.10.76,ויהונתן בן גרשום בן מנשה ובניו ,ויהונתן בן גרשום בן מנשה נון תלוי אם זכה בן משה ואם לאו בן ,6,14,144,144.0,606,605.0,0.5084745762711864,0.5555555555555556,5,ויהונתן בן גרשום בן מנשה,3070000484,6,14
ref-mek.5.3.1.445-ref-mek.5.3.1.452,ref-y.4.4.11.5.1.380-ref-y.4.4.11.5.1.390,220124,220167,ref-mek.5.3.1.445,ref-mek.5.3.1.452,3315780,3315824,ref-y.4.4.11.5.1.380,ref-y.4.4.11.5.1.390,היה כענין שנאמר ויהונתן בן גרשום בן מנשה ,היו שם ואי זה זה זה יהונתן בן גרשום בן מנשה ,8,8,1412,1412.0,605,605.0,0.3636363636363636,0.5,4,בן גרשום בן מנשה,3070000485,8,8
ref-mek.5.3.2.18-ref-mek.5.3.2.30,ref-y.1.1.1.1.35.93-ref-y.1.1.1.1.35.105,220672,220733,ref-mek.5.3.2.18,ref-mek.5.3.2.30,14071,14133,ref-y.1.1.1.1.35.93,ref-y.1.1.1.1.35.105,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן גט אף כאן ,נאמר כאן לילה ונאמר להלן לילה מה לילה שנאמר להלן חצות אף כאן ,1,1,11,7.0,632,607.0,0.2950819672131147,0.5,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3070000486,13,13
ref-mek.5.3.2.18-ref-mek.5.3.2.30,ref-y.1.2.3.6.1.7-ref-y.1.2.3.6.1.31,220672,220733,ref-mek.5.3.2.18,ref-mek.5.3.2.30,242024,242138,ref-y.1.2.3.6.1.7,ref-y.1.2.3.6.1.31,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן גט אף כאן ,נאמר כאן שדך ונאמר בכלאי' שדך מה שדך שנ' להלן בית רובע אף כאן בית רובע מה טעמ' דר' יהושע נאמר כאן שדך ונאמ' להלן ,1,23,171,169.0,633,607.0,0.6548672566371682,0.6666666666666667,7,נאמר כאן ונאמר מה להלן אף כאן,3070000487,13,23
ref-mek.5.3.2.18-ref-mek.5.3.2.29,ref-y.1.4.8.1.2.5-ref-y.1.4.8.1.2.20,220672,220729,ref-mek.5.3.2.18,ref-mek.5.3.2.29,427265,427339,ref-y.1.4.8.1.2.5,ref-y.1.4.8.1.2.20,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן גט אף ,נאמר כאן פן תקדש ונאמר להלן פן תוקדש בו מה פן האמור להלן אסור בחנייה אף ,1,1,185,183.0,621,607.0,0.4444444444444444,0.5454545454545454,8,נאמר כאן ונאמר להלן מה האמור להלן אף,3070000488,12,16
ref-mek.5.3.2.18-ref-mek.5.3.2.30,ref-y.1.7.2.4.9.110-ref-y.1.7.2.4.9.128,220672,220733,ref-mek.5.3.2.18,ref-mek.5.3.2.30,665158,665252,ref-y.1.7.2.4.9.110,ref-y.1.7.2.4.9.128,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן גט אף כאן ,נאמר כאן נפשו ונאמר להלן נפשו דכתיב ואליו הוא נושא את נפשו מה נפשו האמורה להלן שכרו אף כאן ,1,2,231,229.0,634,607.0,0.4615384615384615,0.6153846153846154,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3070000489,13,19
ref-mek.5.3.2.18-ref-mek.5.3.2.29,ref-y.1.9.2.1.11.70-ref-y.1.9.2.1.11.84,220672,220729,ref-mek.5.3.2.18,ref-mek.5.3.2.29,779725,779795,ref-y.1.9.2.1.11.70,ref-y.1.9.2.1.11.84,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן גט אף ,נאמר כאן חלה ונאמר להלן חלת להם שמן מה חלה שנאמר להלן עשויה בשמן אף ,1,15,248,248.0,622,607.0,0.4264705882352941,0.6153846153846154,7,נאמר כאן ונאמר להלן מה להלן אף,3070000490,12,15
ref-mek.5.3.2.18-ref-mek.5.3.2.29,ref-y.1.11.2.3.5.3-ref-y.1.11.2.3.5.14,220672,220729,ref-mek.5.3.2.18,ref-mek.5.3.2.29,873523,873582,ref-y.1.11.2.3.5.3,ref-y.1.11.2.3.5.14,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן גט אף ,נאמ' כאן שמחה ונאמר להלן שמחה מה שמחה שנאמר להלן שלמים אף ,1,1,275,273.0,623,607.0,0.3275862068965517,0.6363636363636364,6,כאן ונאמר להלן מה להלן אף,3070000491,12,12
ref-mek.5.3.2.18-ref-mek.5.3.2.29,ref-y.2.3.5.1.1.35-ref-y.2.3.5.1.1.51,220672,220729,ref-mek.5.3.2.18,ref-mek.5.3.2.29,1290200,1290290,ref-y.2.3.5.1.1.35,ref-y.2.3.5.1.1.51,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן גט אף ,נאמר כאן בין הערבים ונאמר להלן בין הערבים מה בין הערבים שנאמר להלן משש שעות ולמעלן אף ,1,7,399,399.0,624,607.0,0.5465116279069767,0.5,7,נאמר כאן ונאמר להלן מה להלן אף,3070000492,12,15
ref-mek.5.3.2.18-ref-mek.5.3.2.27,ref-y.2.5.2.4.3.22-ref-y.2.5.2.4.3.33,220672,220723,ref-mek.5.3.2.18,ref-mek.5.3.2.27,1416081,1416145,ref-y.2.5.2.4.3.22,ref-y.2.5.2.4.3.33,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן ,נאמר כאן עריכה ונאמר להלן וערך הכהן אותם מה עריכה שנאמר להלן ,1,1,472,471.0,609,607.0,0.4262295081967213,0.5555555555555556,6,נאמר כאן ונאמר להלן מה להלן,3070000493,10,12
ref-mek.5.3.2.18-ref-mek.5.3.2.29,ref-y.2.5.8.1.2.162-ref-y.2.5.8.1.2.177,220672,220729,ref-mek.5.3.2.18,ref-mek.5.3.2.29,1477978,1478067,ref-y.2.5.8.1.2.162,ref-y.2.5.8.1.2.177,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן גט אף ,נאמר כאן תענו את נפשותיכם ונאמר להלן ויענך וירעיבך מה עינוי שנאמר להלן עינוי רעבון אף ,1,7,484,484.0,625,607.0,0.5116279069767442,0.6153846153846154,7,נאמר כאן ונאמר להלן מה להלן אף,3070000494,12,14
ref-mek.5.3.2.18-ref-mek.5.3.2.27,ref-y.2.4.1.1.1.117-ref-y.2.4.1.1.1.126,220672,220723,ref-mek.5.3.2.18,ref-mek.5.3.2.27,1493692,1493742,ref-y.2.4.1.1.1.117,ref-y.2.4.1.1.1.126,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן ,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמר להלן ,1,1,497,496.0,610,607.0,0.32,0.4285714285714286,6,נאמר כאן ונאמר להלן מה להלן,3070000495,10,10
ref-mek.5.3.2.18-ref-mek.5.3.2.30,ref-y.2.4.6.4.4.5-ref-y.2.4.6.4.4.18,220672,220733,ref-mek.5.3.2.18,ref-mek.5.3.2.30,1561422,1561492,ref-y.2.4.6.4.4.5,ref-y.2.4.6.4.4.18,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן גט אף כאן ,נאמר כאן אזכרה ונאמר להלן אזכרה מה אזכרה האמורה להלן מלא קומץ אף כאן ,1,1,514,511.0,635,607.0,0.3478260869565217,0.5,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3070000496,13,14
ref-mek.5.3.2.18-ref-mek.5.3.2.27,ref-y.2.6.2.7.1.6-ref-y.2.6.2.7.1.20,220672,220723,ref-mek.5.3.2.18,ref-mek.5.3.2.27,1595673,1595752,ref-y.2.6.2.7.1.6,ref-y.2.6.2.7.1.20,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן ,נאמר כאן תשבו ונאמר להלן ופתח אוהר' מועד ישבו יומם ולילה מה ישיבה שנאמר להלן ,1,13,538,536.0,611,607.0,0.4935064935064935,0.6666666666666667,6,נאמר כאן ונאמר להלן מה להלן,3070000497,10,13
ref-mek.5.3.2.18-ref-mek.5.3.2.27,ref-y.2.8.1.1.12.202-ref-y.2.8.1.1.12.211,220672,220723,ref-mek.5.3.2.18,ref-mek.5.3.2.27,1641869,1641919,ref-y.2.8.1.1.12.202,ref-y.2.8.1.1.12.211,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן ,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמר להלן ,1,1,563,563.0,612,607.0,0.32,0.4285714285714286,6,נאמר כאן ונאמר להלן מה להלן,3070000498,10,10
ref-mek.5.3.2.18-ref-mek.5.3.2.27,ref-y.2.8.1.1.12.263-ref-y.2.8.1.1.12.272,220672,220723,ref-mek.5.3.2.18,ref-mek.5.3.2.27,1642172,1642222,ref-y.2.8.1.1.12.263,ref-y.2.8.1.1.12.272,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן ,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמ' להלן ,1,1,568,567.0,613,607.0,0.34,0.4285714285714286,6,נאמר כאן ונאמר להלן מה להלן,3070000499,10,10
ref-mek.5.3.2.18-ref-mek.5.3.2.29,ref-y.2.10.1.1.3.68-ref-y.2.10.1.1.3.86,220672,220729,ref-mek.5.3.2.18,ref-mek.5.3.2.29,1836010,1836105,ref-y.2.10.1.1.3.68,ref-y.2.10.1.1.3.86,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן גט אף ,נאמר כאן פרזות ונאמר להלן לבד מערי הפרזי הרבה מאות מה פרזי שנאמ' להלן מימות יהושע בן נון אף ,1,16,615,615.0,626,607.0,0.5652173913043478,0.6666666666666667,7,נאמר כאן ונאמר להלן מה להלן אף,3070000500,12,16
ref-mek.5.3.2.18-ref-mek.5.3.2.30,ref-y.2.10.4.4.5.69-ref-y.2.10.4.4.5.81,220672,220733,ref-mek.5.3.2.18,ref-mek.5.3.2.30,1913238,1913298,ref-y.2.10.4.4.5.69,ref-y.2.10.4.4.5.81,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן גט אף כאן ,נאמר כאן בני ישראל ונאמר להלן בני ישראל מה להלן עשר' אף כאן ,1,1,650,647.0,636,607.0,0.45,0.4444444444444444,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3070000501,13,13
ref-mek.5.3.2.18-ref-mek.5.3.2.30,ref-y.2.12.1.2.2.113-ref-y.2.12.1.2.2.125,220672,220733,ref-mek.5.3.2.18,ref-mek.5.3.2.30,1928666,1928730,ref-y.2.12.1.2.2.113,ref-y.2.12.1.2.2.125,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן גט אף כאן ,נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן שלמים אף כאן ,1,1,660,656.0,637,607.0,0.2539682539682539,0.4444444444444444,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3070000502,13,13
ref-mek.5.3.2.16-ref-mek.5.3.2.30,ref-y.2.12.1.3.1.51-ref-y.2.12.1.3.1.103,220661,220733,ref-mek.5.3.2.16,ref-mek.5.3.2.30,1930736,1930993,ref-y.2.12.1.3.1.51,ref-y.2.12.1.3.1.103,"נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן מעשר אף כאן מעשר ויביא כולם מן המעשר עולא בר ישמעאל אמר נאמר כאן מסת ונאמר להלן ותרב משאת בנימן מה משאת שנאמר להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה","נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן מעשר אף כאן מעשר ויביא כולם מן",21,8,676,676.0,607,607.0,0.484375,0.2272727272727273,36,"נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן מעשר אף כאן מעשר ויביא כולם מן",3070000503,65,36
ref-mek.5.3.2.18-ref-mek.5.3.2.27,ref-y.3.1.1.1.23.4-ref-y.3.1.1.1.23.17,220672,220723,ref-mek.5.3.2.18,ref-mek.5.3.2.27,2056186,2056257,ref-y.3.1.1.1.23.4,ref-y.3.1.1.1.23.17,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן ,נאמר כאן אחוה ונאמר להלן שני' עשר עבדיך אחים אנחנו מה אחים שנאמר להלן ,1,1,721,720.0,614,607.0,0.4571428571428571,0.6666666666666667,6,נאמר כאן ונאמר להלן מה להלן,3070000504,10,14
ref-mek.5.3.2.18-ref-mek.5.3.2.27,ref-y.3.1.1.1.23.35-ref-y.3.1.1.1.23.47,220672,220723,ref-mek.5.3.2.18,ref-mek.5.3.2.27,2056345,2056416,ref-y.3.1.1.1.23.35,ref-y.3.1.1.1.23.47,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן ,נאמ' כאן ישיבה ונאמר להלן ישיבה וירשתה וישבת בה מה ישיבה שנאמר להלן ,1,13,723,723.0,615,607.0,0.4411764705882353,0.7,5,כאן ונאמר להלן מה להלן,3070000505,10,13
ref-mek.5.3.2.18-ref-mek.5.3.2.30,ref-y.3.1.6.3.1.34-ref-y.3.1.6.3.1.51,220672,220733,ref-mek.5.3.2.18,ref-mek.5.3.2.30,2123162,2123246,ref-y.3.1.6.3.1.34,ref-y.3.1.6.3.1.51,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן גט אף כאן ,נאמר כאן חוייה ונאמר להלן ובת כהן כי תהיה לאיש זר מה הוייה שנ' להלן נישואין אף כאן ,1,3,737,732.0,639,607.0,0.4939759036144578,0.5833333333333333,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3070000506,13,16
ref-mek.5.3.2.18-ref-mek.5.3.2.30,ref-y.3.1.12.6.7.63-ref-y.3.1.12.6.7.77,220672,220733,ref-mek.5.3.2.18,ref-mek.5.3.2.30,2206411,2206483,ref-y.3.1.12.6.7.63,ref-y.3.1.12.6.7.77,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן גט אף כאן ,נאמר כאן קרייה ונאמר להלן ויקרא בהם שמי מה קרייה שנאמר להלן שבח אף כאן ,1,1,769,764.0,640,607.0,0.380281690140845,0.5833333333333333,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3070000507,13,15
ref-mek.5.3.2.18-ref-mek.5.3.2.30,ref-y.3.5.2.1.8.8-ref-y.3.5.2.1.8.31,220672,220733,ref-mek.5.3.2.18,ref-mek.5.3.2.30,2267819,2267942,ref-y.3.5.2.1.8.8,ref-y.3.5.2.1.8.31,מה מנחת שנאמר להלן שעורין אף בן שעורין אמר רבי לעזר נאמר כאן אביב ונאמר במצרים אביב מה אביב האמור במצרים שעורין אף כאן,מה מנחת שנאמר להלן שעורין אף בן שעורין אמר רבי לעזר נאמר כאן אביב ונאמר במצרים אביב מה אביב האמור במצרים שעורין אף כאן,10,10,809,809.0,627,627.0,0.0,0.0,22,מה מנחת שנאמר להלן שעורין אף בן שעורין אמר_רבי_לעזר נאמר כאן אביב ונאמר במצרים אביב מה אביב האמור במצרים שעורין אף כאן,3070000508,22,22
