,index,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,grp-ref-y,grp-ref-sifra,dam-lev,jac,id
1496,2155,ref-y.3.4.6.6.1.34-ref-y.3.4.6.6.1.45,ref-sifra.8.02-02.7.6-ref-sifra.8.02-02.7.17,2780699,2780781,416585,416595,ref-y.3.4.6.6.1.34,ref-y.3.4.6.6.1.45,374030,374108,56506,56517,ref-sifra.8.2-02.7.6,ref-sifra.8.2-02.7.17,בשגילח בשביעי והביא קרבנתיו בשמיני אבל אם גילה בשמיני והביא קרבנתיו בו ביום ,גלח בשביעי יביא קרבנותיו בשמיני ואם גלח בשמיני אינו מביא קרבנותיו בו ביום ,10,11,3143.0,2155.0,0.23684210526315788,0.5,4060001497
1497,2156,ref-y.4.4.3.9.1.17-ref-y.4.4.3.9.2.7,ref-sifra.8.02-02.8.2-ref-sifra.8.02-02.8.16,3187242,3187280,479310,479317,ref-y.4.4.3.9.1.17,ref-y.4.4.3.9.2.7,374268,374342,56541,56553,ref-sifra.8.2-02.8.2,ref-sifra.8.2-02.8.16,"שוין כבשים מיעוט כבשים שנים מה ת""ל שני ",כבשים מיעוט כבשים שנים אם כן למה אמר שני שיהיו שוים מנין אעפי שאינם שוים ,7,12,3605.0,2156.0,0.6438356164383562,0.6,4060001498
1498,2157,ref-y.4.6.4.1.1.13-ref-y.4.6.4.1.2.10,ref-sifra.8.02-02.8.2-ref-sifra.8.02-02.8.16,3367619,3367670,507336,507342,ref-y.4.6.4.1.1.13,ref-y.4.6.4.1.2.10,374268,374342,56541,56553,ref-sifra.8.2-02.8.2,ref-sifra.8.2-02.8.16,שוין כבשים מיעוט כבשים שנים אם כן מה תלמוד לומר שני ,כבשים מיעוט כבשים שנים אם כן למה אמר שני שיהיו שוים מנין אעפי שאינם שוים ,6,12,4232.0,2156.0,0.5205479452054794,0.30000000000000004,4060001499
1499,2158,ref-y.4.2.5.1.2.65-ref-y.4.2.5.1.2.73,ref-sifra.8.03-03.1.13-ref-sifra.8.03-03.1.29,3046158,3046197,457464,457472,ref-y.4.2.5.1.2.65,ref-y.4.2.5.1.2.73,376213,376293,56880,56896,ref-sifra.8.3-03.1.13,ref-sifra.8.3-03.1.29,מה תרבי' אוכל אף נשך אוכל לקח ממנו חטים ,אף אשם מן החולין ביום ובידו הימנית מה חטאת טעונה כלי אף אשם טעון כלי מה חטאת ,8,16,3458.0,2158.0,0.7272727272727273,0.9375,4060001500
1500,2159,ref-y.1.10.2.1.10.76-ref-y.1.10.2.1.10.92,ref-sifra.8.03-03.2.27-ref-sifra.8.03-03.2.33,827003,827088,124273,124282,ref-y.1.10.2.1.10.76,ref-y.1.10.2.1.10.92,376659,376691,56967,56973,ref-sifra.8.3-03.2.27,ref-sifra.8.3-03.2.33,קודש מניין תלמוד לומר מן הקדשים ריבה רבי אבין בשם רבי יוחנן תיפתר בלוג שמן של מצורע ,קדש קדשים לרבות לוג שמן של מצורע ,9,6,599.0,2159.0,0.6190476190476191,0.6428571428571428,4060001501
1501,2160,ref-y.1.1.7.3.5.67-ref-y.1.1.7.3.5.82,ref-sifra.8.03-03.8.8-ref-sifra.8.03-03.8.17,152037,152114,23867,23877,ref-y.1.1.7.3.5.67,ref-y.1.1.7.3.5.82,377552,377605,57136,57145,ref-sifra.8.3-03.8.8,ref-sifra.8.3-03.8.17,נאמר כאן בני ישראל ונאמר להלן בני ישראל מה בני ישראל שנאמר להלן עשרה אף כאן ,נאמר כאן אצבעו ונאמר להלן אצבעו מה אצבעו האמורה כאן ,10,9,100.0,2160.0,0.5394736842105263,0.5555555555555556,4060001502
1502,2161,ref-y.2.10.4.4.5.15-ref-y.2.10.4.4.5.53,ref-sifra.8.3-03.8.8-ref-sifra.8.3-03.8.17,1912984,1913174,285754,285786,ref-y.2.10.4.4.5.15,ref-y.2.10.4.4.5.53,377552,377605,57136,57145,ref-sifra.8.3-03.8.8,ref-sifra.8.3-03.8.17,נאמר כאן עדה ונאמר להלן עד מתי לעדה הרעה הזאת מה עדה האמורה להלן עשרה אף כאן נאמר כאן תוך ונאמר להלן ויבאו בני ישראל לשבור בתוך הבאים מה תוך שנאמר להלן,נאמר כאן אצבעו ונאמר להלן אצבעו מה אצבעו האמורה כאן,33,10,2054.0,2160.0,0.7483443708609272,0.75,4060001503
1503,2163,ref-y.4.4.9.7.3.86-ref-y.4.4.9.7.3.94,ref-sifra.8.3-03.8.8-ref-sifra.8.3-03.8.25,3270252,3270297,492200,492208,ref-y.4.4.9.7.3.86,ref-y.4.4.9.7.3.94,377552,377661,57136,57153,ref-sifra.8.3-03.8.8,ref-sifra.8.3-03.8.25,נאמר כאן מות יומת ונאמר להלן ווזר הקרב יומת,נאמר כאן אצבעו ונאמר להלן אצבעו מה אצבעו האמורה כאן המיומנת שבימין אף אצבעו האמורה להלן המיומנת שבימין,9,18,3947.0,2160.0,0.7058823529411765,0.6363636363636364,4060001504
1504,2165,ref-y.2.3.5.2.2.42-ref-y.2.3.5.2.2.49,ref-sifra.8.03-03.13.42-ref-sifra.8.03-03.13.57,1293774,1293820,191975,191981,ref-y.2.3.5.2.2.42,ref-y.2.3.5.2.2.49,378452,378543,57296,57309,ref-sifra.8.3-03.13.42,ref-sifra.8.3-03.13.57,ועשה הכהן את החטאת וכפר על המטהר מטומאתו ,ועשה הכהן את החטאת וכפר הכהן את החטאת וכפר מלמד שכפרה בחטאת וכפר על המטהר מטמאתו ,6,13,977.0,2165.0,0.5185185185185185,0.19999999999999996,4060001505
1505,2166,ref-y.2.1.7.2.16.88-ref-y.2.1.7.2.16.96,ref-sifra.8.03-03.13.65-ref-sifra.8.03-03.14.16,1000116,1000160,149689,149697,ref-y.2.1.7.2.16.88,ref-y.2.1.7.2.16.96,378580,378675,57316,57329,ref-sifra.8.3-03.13.65,ref-sifra.8.3-03.14.16,שם תעלה עולותיך ושם תעשה שם תעלה זו העלייה ,המעשה הזה והעלה הכהן את העלה ואת המנחה אף על פי ששחטה שלא לשמו והעלה הכהן את העולה ,8,13,803.0,2166.0,0.7108433734939759,0.7692307692307692,4060001506
1506,2167,ref-y.4.4.7.5.7.12-ref-y.4.4.7.5.7.20,ref-sifra.8.03-03.13.65-ref-sifra.8.03-03.14.16,3231691,3231735,486305,486313,ref-y.4.4.7.5.7.12,ref-y.4.4.7.5.7.20,378580,378675,57316,57329,ref-sifra.8.3-03.13.65,ref-sifra.8.3-03.14.16,שם תעלה עולותיך ושם תעשה שם תעלה זו העלייה ,המעשה הזה והעלה הכהן את העלה ואת המנחה אף על פי ששחטה שלא לשמו והעלה הכהן את העולה ,8,13,3808.0,2166.0,0.7108433734939759,0.7692307692307692,4060001507
1507,2168,ref-y.3.4.8.2.4.15-ref-y.3.4.8.2.4.30,ref-sifra.8.04-00.13.39-ref-sifra.8.04-00.14.6,2807736,2807816,420761,420775,ref-y.3.4.8.2.4.15,ref-y.3.4.8.2.4.30,381298,381400,57759,57772,ref-sifra.8.4-00.13.39,ref-sifra.8.4-00.14.6,עשיר שהביא קרבן עני לא יצא כיצד יעשה יכתוב נכסיו לאחר ויביא קרבן עני נמצא עשיר ,מבעשיר הביא אשמו עני והעשיר מנין תל ל את אשר תשיג ידו אשר תשיג ידו יכול אפילו הביא קרבנו עני והעשיר ,14,13,3194.0,2168.0,0.58,0.8181818181818181,4060001508
1508,2169,ref-y.3.4.8.2.7.9-ref-y.3.4.8.2.7.17,ref-sifra.8.04-00.14.16-ref-sifra.8.04-00.14.32,2808236,2808285,420843,420851,ref-y.3.4.8.2.7.9,ref-y.3.4.8.2.7.17,381442,381533,57777,57790,ref-sifra.8.4-00.14.16,ref-sifra.8.4-00.14.32,מביא עולת בהמה ומגלה עליה חטאת העוף ומתנה עליה ,עולה האחד חטאת ואת האחד עולה ממין חטאת תביא עולה על המנחה שתקדים מנחת בהמה לחטאת העוף ,8,13,3199.0,2169.0,0.7093023255813954,0.7142857142857143,4060001509
1509,2170,ref-y.3.4.8.2.4.9-ref-y.3.4.8.2.4.30,ref-sifra.8.04-00.14.30-ref-sifra.8.04-00.15.7,2807704,2807816,420756,420775,ref-y.3.4.8.2.4.9,ref-y.3.4.8.2.4.30,381516,381574,57788,57797,ref-sifra.8.4-00.14.30,ref-sifra.8.4-00.15.7,בהמה חטאת העוף אינו יכול שהרי עשיר שהביא קרבן עני לא יצא כיצד יעשה יכתוב נכסיו לאחר ויביא קרבן עני נמצא עשיר ,בהמה לחטאת העוף יכול אף יולדת שהביאה קרבן עניה והעשירה ,19,9,3194.0,2169.0,0.6146788990825688,0.6,4060001510
1510,2171,ref-y.3.1.15.3.5.32-ref-y.3.1.15.3.5.46,ref-sifra.8.04-00.16.62-ref-sifra.8.04-00.16.77,2226962,2227029,332787,332800,ref-y.3.1.15.3.5.32,ref-y.3.1.15.3.5.46,381878,381950,57851,57865,ref-sifra.8.4-00.16.62,ref-sifra.8.4-00.16.77,פוטר' אינו חייב בה שכן היא כותבת לו ואוחרן די אתיין לך מן קדמת דנא ,פטרה אינו חייב בה שכן היא כותבת לו ואחראין די אייתין לי עלך מן קדמת דנא ,13,14,2610.0,2171.0,0.1527777777777778,0.4285714285714286,4060001511
1511,2172,ref-y.3.5.2.1.4.102-ref-y.3.5.2.1.4.117,ref-sifra.8.04-00.16.62-ref-sifra.8.04-00.16.77,2267334,2267403,339158,339172,ref-y.3.5.2.1.4.102,ref-y.3.5.2.1.4.117,381878,381950,57851,57865,ref-sifra.8.4-00.16.62,ref-sifra.8.4-00.16.77,פטרה אינו חייב בה שבן הוא כותב לה ואחרן די אתיין לי עלך מן קדמת דנא ,פטרה אינו חייב בה שכן היא כותבת לו ואחראין די אייתין לי עלך מן קדמת דנא ,14,14,2621.0,2171.0,0.1111111111111111,0.4285714285714286,4060001512
1512,2173,ref-y.3.2.4.8.11.29-ref-y.3.2.4.8.11.44,ref-sifra.8.04-00.16.62-ref-sifra.8.04-00.16.77,2426343,2426412,363234,363248,ref-y.3.2.4.8.11.29,ref-y.3.2.4.8.11.44,381878,381950,57851,57865,ref-sifra.8.4-00.16.62,ref-sifra.8.4-00.16.77,פטרה אינו חייב בה שכן היא כותבת לו ואחרן די אתיין לי עלך מן קדמת דנא ,פטרה אינו חייב בה שכן היא כותבת לו ואחראין די אייתין לי עלך מן קדמת דנא ,14,14,2968.0,2171.0,0.05555555555555555,0.16666666666666663,4060001513
1513,2174,ref-y.2.12.3.1.5.62-ref-y.2.12.3.1.5.80,ref-sifra.8.05-00.6.10-ref-sifra.8.05-00.6.20,1970288,1970375,294786,294798,ref-y.2.12.3.1.5.62,ref-y.2.12.3.1.5.80,382737,382806,57994,58004,ref-sifra.8.5-00.6.10,ref-sifra.8.5-00.6.20,לטמא את הכוס כשם שאין משקה מיטמא מן היד לטמא את הכוס כך אין משקה מיטמא מן היד לטמא ,מטמאים בנגעים וכשם שאין אחוזתם מטמאים בנגעים כך אין בגדיהם מטמאים ,12,10,2246.0,2174.0,0.6385542168674698,0.7692307692307692,4060001514
1514,2175,ref-y.2.5.8.3.10.38-ref-y.2.5.8.3.10.45,ref-sifra.8.05-00.7.43-ref-sifra.8.05-00.7.49,1483812,1483858,220971,220978,ref-y.2.5.8.3.10.38,ref-y.2.5.8.3.10.45,383026,383068,58045,58051,ref-sifra.8.5-00.7.43,ref-sifra.8.5-00.7.49,שאמרתי לך חשמר בנגע הצרעת לשמור מאד ולעשות ,שנאמר השמר בנגע הצרעת לשמור מאד ולעשות ,7,6,1564.0,2175.0,0.16279069767441862,0.4444444444444444,4060001515
1515,2176,ref-y.3.3.3.9.5.13-ref-y.3.3.3.9.5.18,ref-sifra.8.05-00.7.44-ref-sifra.8.05-00.7.49,2549584,2549619,381656,381661,ref-y.3.3.3.9.5.13,ref-y.3.3.3.9.5.18,383033,383068,58046,58051,ref-sifra.8.5-00.7.44,ref-sifra.8.5-00.7.49,השמר בנגע הצרעת לשמור מאד ולעשות ,השמר בנגע הצרעת לשמור מאד ולעשות ,5,5,3004.0,2175.0,0.0,0.0,4060001516
1516,2177,ref-y.2.4.5.1.15.30-ref-y.2.4.5.1.15.47,ref-sifra.8.05-00.12.68-ref-sifra.8.05-00.12.81,1539118,1539207,229251,229266,ref-y.2.4.5.1.15.30,ref-y.2.4.5.1.15.47,384378,384439,58271,58284,ref-sifra.8.5-00.12.68,ref-sifra.8.5-00.12.81,שנתמנה על הפתילות עזכה להימנות עם גדולי הדור אתם שאתם מתמנין על חיי נפשות לא כל שכן בן ,ממונו הבזוי קו על ממונו החביב אם כך על ממונו קו על נפש בניו ,15,13,1650.0,2177.0,0.6896551724137931,0.8095238095238095,4060001517
1517,2178,ref-y.1.1.1.1.35.93-ref-y.1.1.1.1.35.102,ref-sifra.8.06-00.9.21-ref-sifra.8.06-00.9.30,14071,14121,2226,2235,ref-y.1.1.1.1.35.93,ref-y.1.1.1.1.35.102,386222,386269,58583,58592,ref-sifra.8.6-00.9.21,ref-sifra.8.6-00.9.30,נאמר כאן לילה ונאמר להלן לילה מה לילה שנאמר להלן ,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,9,9,4.0,2178.0,0.30612244897959184,0.4285714285714286,4060001518
1518,2179,ref-y.1.4.8.1.2.5-ref-y.1.4.8.1.2.17,ref-sifra.8.06-00.9.21-ref-sifra.8.06-00.9.30,427265,427323,65727,65739,ref-y.1.4.8.1.2.5,ref-y.1.4.8.1.2.17,386222,386269,58583,58592,ref-sifra.8.6-00.9.21,ref-sifra.8.6-00.9.30,נאמר כאן פן תקדש ונאמר להלן פן תוקדש בו מה פן האמור להלן ,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,12,9,214.0,2178.0,0.3684210526315789,0.4285714285714286,4060001519
1519,2180,ref-y.1.7.2.4.9.110-ref-y.1.7.2.4.9.125,ref-sifra.8.06-00.9.21-ref-sifra.8.06-00.9.30,665158,665240,100672,100686,ref-y.1.7.2.4.9.110,ref-y.1.7.2.4.9.125,386222,386269,58583,58592,ref-sifra.8.6-00.9.21,ref-sifra.8.6-00.9.30,נאמר כאן נפשו ונאמר להלן נפשו דכתיב ואליו הוא נושא את נפשו מה נפשו האמורה להלן ,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,14,9,391.0,2178.0,0.4936708860759494,0.6,4060001520
1520,2181,ref-y.1.9.2.1.11.70-ref-y.1.9.2.1.11.81,ref-sifra.8.06-00.9.21-ref-sifra.8.06-00.9.30,779725,779780,117346,117357,ref-y.1.9.2.1.11.70,ref-y.1.9.2.1.11.81,386222,386269,58583,58592,ref-sifra.8.6-00.9.21,ref-sifra.8.6-00.9.30,נאמר כאן חלה ונאמר להלן חלת להם שמן מה חלה שנאמר להלן ,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,11,9,531.0,2178.0,0.37037037037037035,0.6,4060001521
1521,2182,ref-y.1.11.2.3.5.3-ref-y.1.11.2.3.5.12,ref-sifra.8.06-00.9.21-ref-sifra.8.06-00.9.30,873523,873573,130993,131002,ref-y.1.11.2.3.5.3,ref-y.1.11.2.3.5.12,386222,386269,58583,58592,ref-sifra.8.6-00.9.21,ref-sifra.8.6-00.9.30,נאמ' כאן שמחה ונאמר להלן שמחה מה שמחה שנאמר להלן ,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,9,9,664.0,2178.0,0.32653061224489793,0.625,4060001522
1522,2183,ref-y.2.3.5.1.1.35-ref-y.2.3.5.1.1.47,ref-sifra.8.06-00.9.21-ref-sifra.8.06-00.9.30,1290200,1290271,191425,191437,ref-y.2.3.5.1.1.35,ref-y.2.3.5.1.1.47,386222,386269,58583,58592,ref-sifra.8.6-00.9.21,ref-sifra.8.6-00.9.30,נאמר כאן בין הערבים ונאמר להלן בין הערבים מה בין הערבים שנאמר להלן ,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,12,9,924.0,2178.0,0.44776119402985076,0.4285714285714286,4060001523
1523,2184,ref-y.2.5.2.4.3.22-ref-y.2.5.2.4.3.33,ref-sifra.8.06-00.9.21-ref-sifra.8.06-00.9.30,1416081,1416145,210478,210489,ref-y.2.5.2.4.3.22,ref-y.2.5.2.4.3.33,386222,386269,58583,58592,ref-sifra.8.6-00.9.21,ref-sifra.8.6-00.9.30,נאמר כאן עריכה ונאמר להלן וערך הכהן אותם מה עריכה שנאמר להלן ,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,11,9,1220.0,2178.0,0.4426229508196721,0.5555555555555556,4060001524
1524,2185,ref-y.2.5.8.1.2.162-ref-y.2.5.8.1.2.174,ref-sifra.8.06-00.9.21-ref-sifra.8.06-00.9.30,1477978,1478052,220139,220149,ref-y.2.5.8.1.2.162,ref-y.2.5.8.1.2.174,386222,386269,58583,58592,ref-sifra.8.6-00.9.21,ref-sifra.8.6-00.9.30,נאמר כאן תענו את נפשותיכם ונאמר להלן ויענך וירעיבך מה עינוי שנאמר להלן ,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,10,9,1510.0,2178.0,0.4647887323943662,0.6666666666666667,4060001525
1525,2186,ref-y.2.4.1.1.1.117-ref-y.2.4.1.1.1.126,ref-sifra.8.06-00.9.21-ref-sifra.8.06-00.9.30,1493692,1493742,222458,222467,ref-y.2.4.1.1.1.117,ref-y.2.4.1.1.1.126,386222,386269,58583,58592,ref-sifra.8.6-00.9.21,ref-sifra.8.6-00.9.30,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמר להלן ,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,9,9,1580.0,2178.0,0.30612244897959184,0.4285714285714286,4060001526
1526,2187,ref-y.2.4.6.4.4.5-ref-y.2.4.6.4.4.14,ref-sifra.8.06-00.9.21-ref-sifra.8.06-00.9.30,1561422,1561476,232775,232784,ref-y.2.4.6.4.4.5,ref-y.2.4.6.4.4.14,386222,386269,58583,58592,ref-sifra.8.6-00.9.21,ref-sifra.8.6-00.9.30,נאמר כאן אזכרה ונאמר להלן אזכרה מה אזכרה האמורה להלן ,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,9,9,1660.0,2178.0,0.3018867924528302,0.33333333333333337,4060001527
1527,2188,ref-y.2.6.2.7.1.6-ref-y.2.6.2.7.1.20,ref-sifra.8.06-00.9.21-ref-sifra.8.06-00.9.30,1595673,1595752,237661,237673,ref-y.2.6.2.7.1.6,ref-y.2.6.2.7.1.20,386222,386269,58583,58592,ref-sifra.8.6-00.9.21,ref-sifra.8.6-00.9.30,נאמר כאן תשבו ונאמר להלן ופתח אוהר' מועד ישבו יומם ולילה מה ישיבה שנאמר להלן ,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,12,9,1749.0,2178.0,0.5454545454545454,0.6923076923076923,4060001528
1528,2189,ref-y.2.8.1.1.12.202-ref-y.2.8.1.1.12.211,ref-sifra.8.06-00.9.21-ref-sifra.8.06-00.9.30,1641869,1641919,244676,244685,ref-y.2.8.1.1.12.202,ref-y.2.8.1.1.12.211,386222,386269,58583,58592,ref-sifra.8.6-00.9.21,ref-sifra.8.6-00.9.30,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמר להלן ,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,9,9,1827.0,2178.0,0.30612244897959184,0.4285714285714286,4060001529
1529,2190,ref-y.2.8.1.1.12.263-ref-y.2.8.1.1.12.272,ref-sifra.8.06-00.9.21-ref-sifra.8.06-00.9.30,1642172,1642222,244727,244736,ref-y.2.8.1.1.12.263,ref-y.2.8.1.1.12.272,386222,386269,58583,58592,ref-sifra.8.6-00.9.21,ref-sifra.8.6-00.9.30,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמ' להלן ,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,9,9,1853.0,2178.0,0.32653061224489793,0.4285714285714286,4060001530
1530,2191,ref-y.2.10.1.1.3.68-ref-y.2.10.1.1.3.81,ref-sifra.8.06-00.9.21-ref-sifra.8.06-00.9.30,1836010,1836083,274157,274170,ref-y.2.10.1.1.3.68,ref-y.2.10.1.1.3.81,386222,386269,58583,58592,ref-sifra.8.6-00.9.21,ref-sifra.8.6-00.9.30,נאמר כאן פרזות ונאמר להלן לבד מערי הפרזי הרבה מאות מה פרזי שנאמ' להלן ,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,13,9,1964.0,2178.0,0.5,0.6,4060001531
1531,2192,ref-y.2.12.1.2.2.113-ref-y.2.12.1.2.2.122,ref-sifra.8.06-00.9.21-ref-sifra.8.06-00.9.30,1928666,1928717,288237,288246,ref-y.2.12.1.2.2.113,ref-y.2.12.1.2.2.122,386222,386269,58583,58592,ref-sifra.8.6-00.9.21,ref-sifra.8.6-00.9.30,נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן ,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,9,9,2082.0,2178.0,0.26,0.33333333333333337,4060001532
1532,2193,ref-y.2.12.1.3.1.51-ref-y.2.12.1.3.1.103,ref-sifra.8.6-00.9.21-ref-sifra.8.6-00.9.30,1930736,1930993,288522,288570,ref-y.2.12.1.3.1.51,ref-y.2.12.1.3.1.103,386222,386269,58583,58592,ref-sifra.8.6-00.9.21,ref-sifra.8.6-00.9.30,"נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר שמחה מה שמחה האמורה נאמר כאן מסת ונאמר להלן ותרב משאת בנימן מה משאת שנאמר להלן",נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן,49,10,2120.0,2178.0,0.8032786885245902,0.7894736842105263,4060001533
1533,2196,ref-y.3.1.1.1.23.4-ref-y.3.1.1.1.23.47,ref-sifra.8.6-00.9.21-ref-sifra.8.6-00.9.30,2056186,2056416,307668,307707,ref-y.3.1.1.1.23.4,ref-y.3.1.1.1.23.47,386222,386269,58583,58592,ref-sifra.8.6-00.9.21,ref-sifra.8.6-00.9.30,נאמר כאן אחוה ונאמר להלן שני' עשר עבדיך אחים אנחנו מה אחים שנאמר להלן נאמ' כאן ישיבה ונאמר להלן ישיבה וירשתה וישבת בה מה ישיבה שנאמר להלן,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן,40,10,2326.0,2178.0,0.7153284671532847,0.7333333333333334,4060001534
1534,2198,ref-y.3.1.12.6.7.63-ref-y.3.1.12.6.7.74,ref-sifra.8.06-00.9.21-ref-sifra.8.06-00.9.30,2206411,2206472,329792,329803,ref-y.3.1.12.6.7.63,ref-y.3.1.12.6.7.74,386222,386269,58583,58592,ref-sifra.8.6-00.9.21,ref-sifra.8.6-00.9.30,נאמר כאן קרייה ונאמר להלן ויקרא בהם שמי מה קרייה שנאמר להלן ,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,11,9,2577.0,2178.0,0.43333333333333335,0.5555555555555556,4060001535
1535,2199,ref-y.3.5.7.3.3.36-ref-y.3.5.7.3.3.48,ref-sifra.8.06-00.9.21-ref-sifra.8.06-00.9.30,2318253,2318321,346996,347008,ref-y.3.5.7.3.3.36,ref-y.3.5.7.3.3.48,386222,386269,58583,58592,ref-sifra.8.6-00.9.21,ref-sifra.8.6-00.9.30,נאמר כאן אלוני מורה ונאמר להלן אלוני מורה מה אלוני מורה האמור להלן ,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,12,9,2758.0,2178.0,0.40298507462686567,0.33333333333333337,4060001536
1536,2200,ref-y.3.5.8.1.1.42-ref-y.3.5.8.1.1.54,ref-sifra.8.06-00.9.21-ref-sifra.8.06-00.9.30,2327493,2327563,348416,348428,ref-y.3.5.8.1.1.42,ref-y.3.5.8.1.1.54,386222,386269,58583,58592,ref-sifra.8.6-00.9.21,ref-sifra.8.6-00.9.30,נאמר כאן נגישה ונאמר להלן ונגשו הכחנים בני לוי מה נגישה שנאמר להלן ,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,12,9,2825.0,2178.0,0.40298507462686567,0.5555555555555556,4060001537
1537,2201,ref-y.3.5.8.1.1.82-ref-y.3.5.8.1.1.94,ref-sifra.8.06-00.9.21-ref-sifra.8.06-00.9.30,2327701,2327768,348445,348457,ref-y.3.5.8.1.1.82,ref-y.3.5.8.1.1.94,386222,386269,58583,58592,ref-sifra.8.6-00.9.21,ref-sifra.8.6-00.9.30,נאמר כאן נגישה ונאמר להלן ונגש משה אל הערפל מה נגישה שנאמר להלן ,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,12,9,2854.0,2178.0,0.359375,0.6363636363636364,4060001538
1538,2202,ref-y.3.7.1.7.18.128-ref-y.3.7.1.7.18.137,ref-sifra.8.06-00.9.21-ref-sifra.8.06-00.9.30,2879134,2879185,431636,431645,ref-y.3.7.1.7.18.128,ref-y.3.7.1.7.18.137,386222,386269,58583,58592,ref-sifra.8.6-00.9.21,ref-sifra.8.6-00.9.30,נאמר כאן קרחה ונאמר להלן קרחה מה קדחה האמורה להלן ,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,9,9,3293.0,2178.0,0.26,0.4285714285714286,4060001539
1539,2203,ref-y.4.1.4.4.5.133-ref-y.4.1.4.4.5.144,ref-sifra.8.06-00.9.21-ref-sifra.8.06-00.9.30,2983586,2983647,447692,447703,ref-y.4.1.4.4.5.133,ref-y.4.1.4.4.5.144,386222,386269,58583,58592,ref-sifra.8.6-00.9.21,ref-sifra.8.6-00.9.30,נאמר כאן השור יסקל ונאמר להלן השור יסקל מה שור שנאמר להלן ,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,11,9,3392.0,2178.0,0.41379310344827586,0.5,4060001540
1540,2204,ref-y.4.4.1.3.2.4-ref-y.4.4.1.3.2.45,ref-sifra.8.6-00.9.21-ref-sifra.8.6-00.9.30,3154598,3154821,474171,474208,ref-y.4.4.1.3.2.4,ref-y.4.4.1.3.2.45,386222,386269,58583,58592,ref-sifra.8.6-00.9.21,ref-sifra.8.6-00.9.30,נאמר כאן זדון ונאמר להלן זדון בזדון דברו הנביא מה זדון שנאמר להלן נאמר כאג דיבר ונאמר להלן אשר ידבר הנביא בשם יי' מה דיבר שנאמר להלן,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן,38,10,3502.0,2178.0,0.7121212121212122,0.6923076923076923,4060001541
1541,2206,ref-y.4.4.1.3.8.127-ref-y.4.4.1.3.8.144,ref-sifra.8.06-00.9.21-ref-sifra.8.06-00.9.30,3157857,3157950,474652,474665,ref-y.4.4.1.3.8.127,ref-y.4.4.1.3.8.144,386222,386269,58583,58592,ref-sifra.8.6-00.9.21,ref-sifra.8.6-00.9.30,נאמר כאן בני ישראל ונאמר להלן בני ישראל ויבואו בני ישראל לשבר וגו' מה בני ישראל שנאמר להלן ,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,13,9,3555.0,2178.0,0.5824175824175825,0.6,4060001542
1542,2207,ref-y.4.4.7.1.1.26-ref-y.4.4.7.1.1.40,ref-sifra.8.06-00.9.21-ref-sifra.8.06-00.9.30,3223732,3223812,485174,485188,ref-y.4.4.7.1.1.26,ref-y.4.4.7.1.1.40,386222,386269,58583,58592,ref-sifra.8.6-00.9.21,ref-sifra.8.6-00.9.30,נאמר כאן נקימה ונאמר להלן והבאתי עליכם חרב נקמת נקם ברית מה נקימה האמורה להלן ,נאמר כאן נגע ונאמר להלן נגע מה נגע האמור להלן ,14,9,3681.0,2178.0,0.48717948717948717,0.6363636363636364,4060001543
