baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifra,baseOrder,grp-ref-mek,dam-lev,jac,lcc_len_char,lcs_str_cahr,id
ref-mek.7.1.2.117-ref-mek.7.1.2.132,ref-sifra.11.4-10.10.38-ref-sifra.11.4-10.10.52,285434,285515,ref-mek.7.1.2.117,ref-mek.7.1.2.132,516498,516577,ref-sifra.11.4-10.10.38,ref-sifra.11.4-10.10.52,ונאמר להלן דמיהם בם מה דמיהם בם האמורים להלן בסקילה אף דמיהם בם האמורים כאן,ונאמר להלן דמיהם בם מה דמיהם בם האמורים להלן בסקילה אף דמיהם בם האמורים כאן,14,15,553,553.0,454,454.0,0.0,0.0,75,ונאמר להלן דמיהם בם מה דמיהם בם האמורים להלן בסקילה אף דמיהם בם האמורים כאן,3040000346
ref-mek.7.1.2.111-ref-mek.7.1.2.132,ref-sifra.11.4-10.13.15-ref-sifra.11.4-10.13.37,285405,285515,ref-mek.7.1.2.111,ref-mek.7.1.2.132,517809,517917,ref-sifra.11.4-10.13.15,ref-sifra.11.4-10.13.37,ממנו גזרה שווה נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,מנין הרי_אתה_דן אומר כאן זימה ונאמר להלן זימה מה זימה האמורה להלן בתה ובת בתה ובת בנה אף זימה שנאמר כאן ,20,21,563,560.0,418,417.0,0.5046728971962616,0.6842105263157895,66,מנ הה אמר כאן י ונאמר להלן י מה י האמור להלן בב תובב אף יהאמר כאן ,3040000347
ref-mek.7.1.2.117-ref-mek.7.1.2.132,ref-sifra.11.4-10.14.42-ref-sifra.11.4-10.14.55,285434,285515,ref-mek.7.1.2.117,ref-mek.7.1.2.132,518149,518222,ref-sifra.11.4-10.14.42,ref-sifra.11.4-10.14.55,ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,ונאמר להלן זימה מה זימה שנאמרה להלן עשה למטה כלמעלה אף זימה שנאמר כאן ,14,14,570,568.0,455,417.0,0.5128205128205128,0.6666666666666667,46,ונאמר להלן י מה יהאמר להלן שלהכמ אף יהאמר כאן ,3040000348
ref-mek.7.1.2.114-ref-mek.7.1.2.128,ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.42,285420,285495,ref-mek.7.1.2.114,ref-mek.7.1.2.128,518626,518689,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.42,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף ,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף ,13,12,576,572.0,432,417.0,0.410958904109589,0.4545454545454546,50,נאמר כאן רי ונאמר להלן רי מה רי האמור להלן ילה אף ,3040000349
ref-mek.7.1.2.114-ref-mek.7.1.2.123,ref-sifra.11.4-12.6.134-ref-sifra.11.4-12.6.143,285420,285470,ref-mek.7.1.2.114,ref-mek.7.1.2.123,524804,524854,ref-sifra.11.4-12.6.134,ref-sifra.11.4-12.6.143,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן ,נאמר כאן דודו ונאמר להלן דודו מה דודו שנאמר להלן ,10,10,610,607.0,424,417.0,0.30612244897959184,0.5,35,נאמר כאן  ונאמר להלן  מה  אמר להלן ,3040000350
ref-mek.7.1.2.114-ref-mek.7.1.2.123,ref-sifra.11.4-12.10.28-ref-sifra.11.4-12.10.37,285420,285470,ref-mek.7.1.2.114,ref-mek.7.1.2.123,525997,526047,ref-sifra.11.4-12.10.28,ref-sifra.11.4-12.10.37,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן ,נאמר כאן עליה ונאמר להלן עליה מה עליה שנאמר להלן ,10,10,615,611.0,425,417.0,0.24489795918367346,0.5,41,נאמר כאן עי ונאמר להלן עי מה עיהאמר להלן ,3040000351
ref-mek.7.1.2.117-ref-mek.7.1.2.132,ref-sifra.12.1-01.15.11-ref-sifra.12.1-01.15.25,285434,285515,ref-mek.7.1.2.117,ref-mek.7.1.2.132,535618,535692,ref-sifra.12.1-01.15.11,ref-sifra.12.1-01.15.25,ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,ונאמר להלן אביה מה אביה האמור להלן זנות עם זיקת הבעל אף אביה האמור כאן ,14,15,627,627.0,456,417.0,0.41025641025641024,0.6,52,ונאמר להלן בי מה בי האמור להלן  יתב אף בי האמור כאן ,3040000352
ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifra.12.4-00.2.3-ref-sifra.12.4-00.2.17,285420,285515,ref-mek.7.1.2.114,ref-mek.7.1.2.132,546517,546591,ref-sifra.12.4-00.2.3,ref-sifra.12.4-00.2.17,נאמר כאן חילול ונאמר להלן חילול מה חילול שנאמר להלן זמן אף בפסול זמן נאמר כאן חילול ונאמר להלן חילול מה חילול שנאמר להלן,אף בפסול זמן נאמר כאן חילול ונאמר להלן חילול מה חילול שנאמר להלן זמן אף,13,13,648,648.0,433,433.0,0.525,0.0,64,אף בפסול זמן נאמר כאן חילול ונאמר להלן חילול מה חילול שנאמר להלן,3040000353
ref-mek.7.1.2.117-ref-mek.7.1.2.128,ref-sifra.12.12-16.1.9-ref-sifra.12.12-16.1.17,285434,285495,ref-mek.7.1.2.117,ref-mek.7.1.2.128,595880,595930,ref-sifra.12.12-16.1.9,ref-sifra.12.12-16.1.17,ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף ,ונאמר להלן לקיחה' מה לקיחה' האמורה להלן אגודה אף ,10,9,738,737.0,446,417.0,0.5084745762711864,0.5,36,ונאמר להלן י מה י האמור להלן אוד אף ,3040000354
ref-mek.7.1.2.117-ref-mek.7.1.2.133,ref-sifra.12.12-17.5.29-ref-sifra.12.12-17.5.47,285434,285520,ref-mek.7.1.2.117,ref-mek.7.1.2.133,598156,598258,ref-sifra.12.12-17.5.29,ref-sifra.12.12-17.5.47,ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן בבן ,ונאמר שבעה' באהל מועד מה שבעה' האמור באהל מועד עשה בהן לילות כימים אף שבעה' האמורים כאן נעשה בהן ,15,19,747,745.0,460,417.0,0.5567010309278351,0.736842105263158,52,ונאמר הל ע מה ב האמור הל בן ילומ אף בע האמור כאן בן ,3040000355
ref-mek.7.1.2.117-ref-mek.7.1.2.132,ref-sifra.12.13-18.5.12-ref-sifra.12.13-18.5.25,285434,285515,ref-mek.7.1.2.117,ref-mek.7.1.2.132,605475,605550,ref-sifra.12.13-18.5.12,ref-sifra.12.13-18.5.25,ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף עבד עברי האמור כאן ,ונאמר להלן מערכת מה מערכת האמור להלן תופס שתים מערכות אף מערכת האמור כאן ,14,14,752,751.0,458,417.0,0.4230769230769231,0.5384615384615384,53,ונאמר להלן ער מה ער האמור להלן  שתמר אף ער האמור כאן ,3040000356
ref-mek.7.1.2.117-ref-mek.7.1.2.128,ref-sifra.12.13-18.7.8-ref-sifra.12.13-18.7.17,285434,285495,ref-mek.7.1.2.117,ref-mek.7.1.2.128,605823,605874,ref-sifra.12.13-18.7.8,ref-sifra.12.13-18.7.17,ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף ,ונאמר להלן אזכרה מה אזכרה אמורה להלן מלא הקומץ אף ,10,10,757,755.0,447,417.0,0.4406779661016949,0.5454545454545454,36,ונאמר להלן ר מה רהאמור להלן להומ אף ,3040000357
ref-mek.7.1.2.117-ref-mek.7.1.2.128,ref-sifra.12.14-19.6.10-ref-sifra.12.14-19.6.20,285434,285495,ref-mek.7.1.2.117,ref-mek.7.1.2.128,609458,609511,ref-sifra.12.14-19.6.10,ref-sifra.12.14-19.6.20,ונאמר להלן עברי מה עברי האמור להלן בבן ישראל_הכתוב_מדבר אף ,ונאמר להלן נשיאת חטא' מה נשיאת חטא' אמור להלן כרת אף ,10,11,769,769.0,448,417.0,0.6271186440677966,0.5454545454545454,34,ונאמר להלן י מה י אמור להלן כר אף ,3040000358
ref-mek.7.1.2.114-ref-mek.7.1.2.132,ref-sifra.14.3-00.3.53-ref-sifra.14.3-00.3.83,285420,285515,ref-mek.7.1.2.114,ref-mek.7.1.2.132,667085,667230,ref-sifra.14.3-00.3.53,ref-sifra.14.3-00.3.83,נאמר כאן נאמר כאן נדר ונאמר להלן נדר מה נדר האמור כאן כי יפליא אף נדר האמור להלן כי יפליא ומה נדר האמור להלן בל תאחר לשלמו אף נדר האמור כאן,נאמר כאן נאמר כאן נדר ונאמר להלן נדר מה נדר האמור כאן כי יפליא אף נדר האמור להלן כי יפליא ומה נדר האמור להלן בל תאחר לשלמו אף נדר האמור כאן,17,31,834,834.0,443,443.0,0.0,0.0,139,נאמר כאן נאמר כאן נדר ונאמר להלן נדר מה נדר האמור כאן כי יפליא אף נדר האמור להלן כי יפליא ומה נדר האמור להלן בל תאחר לשלמו אף נדר האמור כאן,3040000359
ref-mek.7.1.2.114-ref-mek.7.1.2.123,ref-sifra.14.3-00.11.63-ref-sifra.14.3-00.11.72,285420,285470,ref-mek.7.1.2.114,ref-mek.7.1.2.123,669025,669081,ref-sifra.14.3-00.11.63,ref-sifra.14.3-00.11.72,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן ,נאמר כאן ומעלה ונאמר להלן ומעלה מה ומעלה האמור להלן ,10,10,840,839.0,426,417.0,0.28846153846153844,0.2857142857142857,40,נאמר כאן ע ונאמר להלן ע מה ע האמור להלן ,3040000360
ref-mek.7.1.2.114-ref-mek.7.1.2.123,ref-sifra.14.4-11.5.6-ref-sifra.14.4-11.5.15,285420,285470,ref-mek.7.1.2.114,ref-mek.7.1.2.123,679876,679929,ref-sifra.14.4-11.5.6,ref-sifra.14.4-11.5.15,נאמר כאן עברי ונאמר להלן עברי מה עברי האמור להלן ,נאמר כאן וחשב ונאמר להלן וחשב מה וחשב האמור להלן ,10,10,847,845.0,427,417.0,0.24489795918367346,0.2857142857142857,40,נאמר כאן ב ונאמר להלן ב מה ב האמור להלן ,3040000361
ref-mek.7.1.2.201-ref-mek.7.1.2.206,ref-sifra.1.3.26-ref-sifra.1.3.31,285864,285893,ref-mek.7.1.2.201,ref-mek.7.1.2.206,810,839,ref-sifra.1.3.26,ref-sifra.1.3.31,דיו לבא מן הדין להיות כנדון ,דיו לבא מן הדין להיות כנדון ,6,6,12,12.0,464,464.0,0.0,0.0,28,דיו לבא מן הדין להיות כנדון ,3040000362
ref-mek.7.1.2.201-ref-mek.7.1.2.207,ref-sifra.4.8-00.7.42-ref-sifra.4.8-00.7.48,285864,285896,ref-mek.7.1.2.201,ref-mek.7.1.2.207,203165,203198,ref-sifra.4.8-00.7.42,ref-sifra.4.8-00.7.48,דיו לבא מן הדין להיות כנדון מה ,דיו לבא מן הדין להיות כנידון מה ,7,7,216,216.0,465,464.0,0.03125,0.0,31,דיו לבא מן הדין להיות כנדון מה ,3040000363
ref-mek.7.1.2.201-ref-mek.7.1.2.207,ref-sifra.6.1-02.4.49-ref-sifra.6.1-02.4.55,285864,285896,ref-mek.7.1.2.201,ref-mek.7.1.2.207,314873,314908,ref-sifra.6.1-02.4.49,ref-sifra.6.1-02.4.55,דיו לבא מן הדין להיות כנדון מה ,דיו לבא מן הדין להיות כנידון ממה ,7,7,302,302.0,466,464.0,0.06060606060606061,0.25,31,דיו לבא מן הדין להיות כנדון מה ,3040000364
ref-mek.7.1.2.201-ref-mek.7.1.2.207,ref-sifra.6.1-02.4.102-ref-sifra.6.1-02.4.108,285864,285896,ref-mek.7.1.2.201,ref-mek.7.1.2.207,315159,315192,ref-sifra.6.1-02.4.102,ref-sifra.6.1-02.4.108,דיו לבא מן הדין להיות כנדון מה ,דיו לבא מן הדין להיות כנידון מה ,7,7,303,303.0,467,464.0,0.03125,0.0,31,דיו לבא מן הדין להיות כנדון מה ,3040000365
ref-mek.7.1.2.244-ref-mek.7.1.2.269,ref-sifra.13.5-07.1.104-ref-sifra.13.5-07.2.17,286075,286205,ref-mek.7.1.2.244,ref-mek.7.1.2.269,636688,636781,ref-sifra.13.5-07.1.104,ref-sifra.13.5-07.2.17,עבודה במשמע תלמוד_לומר_לא תעבוד בו עבודת עבד מכאן אמרו לא ירחוץ לו רגליו ולא ינעול לו מנעליו ולא יטול לו כלים לבית המרחץ ולא ,בעבדות לא תעבוד בו עבודת עבד שלא יטול אחריך בלונטיא ולא יטול לפניך כלים במרחץ דבר אחר לא ,24,18,797,797.0,468,468.0,0.528,0.72,66,בעדולא תעבוד בו עבודת עבד לא יול אי לוני ולא יטול ל כלים במרחץ לא ,3040000366
ref-mek.7.1.2.356-ref-mek.7.1.2.371,ref-sifra.13.5-07.2.21-ref-sifra.13.5-07.3.14,286677,286763,ref-mek.7.1.2.356,ref-mek.7.1.2.371,636797,636930,ref-sifra.13.5-07.2.21,ref-sifra.13.5-07.3.14,עבד בו אין אתה עובד עבודת עבד אבל עובד אתה בבן חורין עבודת עבד כשכיר מה שכיר ביומו תתן שכרו אף זה ביומו תתן שכרו כתושב כ,עבד בו אין אתה עובד עבודת עבד אבל עובד אתה בבן חורין עבודת עבד כשכיר מה שכיר ביומו תתן שכרו אף זה ביומו תתן שכרו כתושב כ,13,27,802,802.0,469,469.0,0.0,0.0,120,עבד בו אין אתה עובד עבודת עבד אבל עובד אתה בבן חורין עבודת עבד כשכיר מה שכיר ביומו תתן שכרו אף זה ביומו תתן שכרו כתושב כ,3040000367
ref-mek.7.1.2.499-ref-mek.7.1.2.516,ref-sifra.13.2-03.6.20-ref-sifra.13.2-03.6.35,287411,287519,ref-mek.7.1.2.499,ref-mek.7.1.2.516,621840,621935,ref-sifra.13.2-03.6.20,ref-sifra.13.2-03.6.35,תצא כצאת העבדים לא תצא בראשי איברים כדרך שהכנענים יוצאים או לא תצא בשנים וביובל כדרך שהעבדים יוצאים ,מוציא עבדים שביעית שמשמטת כספים אינו דין שתוציא עבדים תלמוד לומר בשנת היובל הזאת זו מוציאה ,18,16,787,787.0,471,471.0,0.68,0.96,45,צא עבדים ת שי אי די וצאים ו ל בשנ יובל ה וצי ,3040000368
ref-mek.7.1.3.25-ref-mek.7.1.3.43,ref-sifra.3.5-07.1.19-ref-sifra.3.5-07.1.27,288386,288475,ref-mek.7.1.3.25,ref-mek.7.1.3.43,109793,109832,ref-sifra.3.5-07.1.19,ref-sifra.3.5-07.1.27,לו אשה הרי כנענית אמורה הא_מה_תלמוד_לומר אם בעל אשה הוא בבת_ישראל_הכתוב_מדבר ויצאה אשתו ,לו אשה אוציא את שאמרה לו אשה שאין אשה ,13,9,141,140.0,472,472.0,0.6931818181818182,0.7857142857142857,30,לו אשה י ת אמרה לו אשה שאי אש ,3040000369
ref-mek.7.2.1.66-ref-mek.7.2.1.77,ref-sifra.6.1-00.6.1-ref-sifra.6.1-00.6.17,289099,289171,ref-mek.7.2.1.66,ref-mek.7.2.1.77,309313,309386,ref-sifra.6.1-00.6.1,ref-sifra.6.1-00.6.17,אין_לי_אלא בנים ובנות טומטום ואנדרוגינוס מנין_תלמוד_לומר האשה וילדיה ,אין_לי_אלא בן תשעה בן שמונה בן שבעה בן ששה בן חמשה מנין_תלמוד_לומר וילדה ,8,13,300,300.0,474,473.0,0.5342465753424658,0.7857142857142857,41,אין_לי_אלא ב ת  ונ מנין_תלמוד_לומר וילדה ,3040000370
ref-mek.7.2.1.66-ref-mek.7.2.1.76,ref-sifra.11.4-00.6.14-ref-sifra.11.4-00.6.26,289099,289163,ref-mek.7.2.1.66,ref-mek.7.2.1.76,509595,509662,ref-sifra.11.4-00.6.14,ref-sifra.11.4-00.6.26,אין_לי_אלא בנים ובנות טומטום ואנדרוגינוס מנין_תלמוד_לומר האשה ,בנו ובתו באש אין_לי_אלא בנו ובתו בן בנו ובן בתו מנין_תלמוד_לומר ,7,11,498,496.0,473,473.0,0.578125,0.8,39,אין_לי_אלא בנ ובתו נוו מנין_תלמוד_לומר ,3040000371
ref-mek.7.2.1.160-ref-mek.7.2.1.178,ref-sifra.13.6-00.3.84-ref-sifra.13.6-00.3.97,289586,289680,ref-mek.7.2.1.160,ref-mek.7.2.1.178,638994,639060,ref-sifra.13.6-00.3.84,ref-sifra.13.6-00.3.97,מנין_תלמוד_לומר מהם תקנו עבד ואמה עבד ואמה הוקש עבד לאמה מה אמה,מנין_תלמוד_לומר מהם תקנו עבד ואמה עבד ואמה הוקש עבד לאמה מה אמה,17,12,806,806.0,475,475.0,0.0,0.0,63,מנין_תלמוד_לומר מהם תקנו עבד ואמה עבד ואמה הוקש עבד לאמה מה אמה,3040000372
ref-mek.7.2.1.170-ref-mek.7.2.1.177,ref-sifra.13.6-00.3.102-ref-sifra.13.6-00.3.110,289637,289676,ref-mek.7.2.1.170,ref-mek.7.2.1.177,639078,639117,ref-sifra.13.6-00.3.102,ref-sifra.13.6-00.3.110,עבד ואמה הקיש עבד לאמה ואמה לעבד מה ,עבד אין לו קדושין הוקש עבד לאמה מה אמה ,8,9,810,810.0,477,475.0,0.5384615384615384,0.5,25,עבד א קיש עבד לאמה מה מה ,3040000373
ref-mek.7.2.3.10-ref-mek.7.2.3.21,ref-sifra.13.2-02.5.21-ref-sifra.13.2-02.5.33,290793,290854,ref-mek.7.2.3.10,ref-mek.7.2.3.21,620367,620430,ref-sifra.13.2-02.5.21,ref-sifra.13.2-02.5.33,אומר בנמכר בבית דין על גנבתו הכתוב מדבר אבל כאן אינו נרצע ,אמור אם במכרוהו בית דין הרי אמור הא אין הכתוב מדבר אלא בנרצע ,12,13,786,786.0,478,478.0,0.5245901639344263,0.7222222222222222,40,אמר במכר בית דין  ו הכתוב מדבר אלא נרצע ,3040000374
ref-mek.7.2.3.156-ref-mek.7.2.3.164,ref-sifra.3.3-00.8.14-ref-sifra.3.3-00.8.27,291553,291598,ref-mek.7.2.3.156,ref-mek.7.2.3.164,98607,98688,ref-sifra.3.3-00.8.14,ref-sifra.3.3-00.8.27,ונאמר להלן אצבעו מה אצבעו אמורה להלן הימנית המיומנת שבימין אף אצבעו אמורה כאן,ונאמר להלן אצבעו מה אצבעו אמורה להלן הימנית המיומנת שבימין אף אצבעו אמורה כאן,8,14,118,118.0,479,479.0,0.0,0.0,77,ונאמר להלן אצבעו מה אצבעו אמורה להלן הימנית המיומנת שבימין אף אצבעו אמורה כאן,3040000375
ref-mek.7.2.3.156-ref-mek.7.2.3.166,ref-sifra.8.3-03.8.22-ref-sifra.8.3-03.9.2,291553,291606,ref-mek.7.2.3.156,ref-mek.7.2.3.166,377632,377670,ref-sifra.8.3-03.8.22,ref-sifra.8.3-03.9.2,ונאמר להלן אזנו מה להלן בימין אף כאן בימין אזנו מן ,האמורה להלן המיומנת שבימין והזה מן ,11,6,325,323.0,486,479.0,0.5490196078431373,0.8333333333333334,24,האמה להלן מי בימין ו מן ,3040000376
ref-mek.7.2.3.156-ref-mek.7.2.3.164,ref-sifra.10.2-03.11.19-ref-sifra.10.2-03.11.32,291553,291598,ref-mek.7.2.3.156,ref-mek.7.2.3.164,436798,436881,ref-sifra.10.2-03.11.19,ref-sifra.10.2-03.11.32,ונאמר להלן אצבעו מה אצבעו האמור להלן הימנית המיומנת שבימין אף אצבעו האמור כאן,ונאמר להלן אצבעו מה אצבעו האמור להלן הימנית המיומנת שבימין אף אצבעו האמור כאן,8,14,349,349.0,480,480.0,0.0,0.0,77,ונאמר להלן אצבעו מה אצבעו האמור להלן הימנית המיומנת שבימין אף אצבעו האמור כאן,3040000377
ref-mek.7.2.3.156-ref-mek.7.2.3.165,ref-sifra.12.1-01.15.11-ref-sifra.12.1-01.15.26,291553,291603,ref-mek.7.2.3.156,ref-mek.7.2.3.165,535618,535697,ref-sifra.12.1-01.15.11,ref-sifra.12.1-01.15.26,ונאמר להלן אביה מה אביה האמור להלן זנות עם זיקת הבעל אף אביה האמור כאן זנות,ונאמר להלן אביה מה אביה האמור להלן זנות עם זיקת הבעל אף אביה האמור כאן זנות,10,16,630,630.0,483,483.0,0.0,0.0,75,ונאמר להלן אביה מה אביה האמור להלן זנות עם זיקת הבעל אף אביה האמור כאן זנות,3040000378
ref-mek.7.2.3.156-ref-mek.7.2.3.165,ref-sifra.12.1-01.15.54-ref-sifra.12.1-01.15.64,291553,291603,ref-mek.7.2.3.156,ref-mek.7.2.3.165,535822,535876,ref-sifra.12.1-01.15.54,ref-sifra.12.1-01.15.64,ונאמר להלן אזנו מה להלן בימין אף כאן בימין אזנו ,האמור להלן זנות עם זיקת הבעל אף אביה האמור כאן זנות ,10,11,632,632.0,485,479.0,0.5384615384615384,0.7692307692307692,30,אמר להלן זנו   ב אף אבימ אזנו ,3040000379
ref-mek.7.2.3.323-ref-mek.7.2.3.343,ref-sifra.13.5-07.2.18-ref-sifra.13.5-07.2.27,292404,292523,ref-mek.7.2.3.323,ref-mek.7.2.3.343,636782,636826,ref-sifra.13.5-07.2.18,ref-sifra.13.5-07.2.27,תעבוד בו עבודת עבד בו אין אתה עובד עבודת עבד,תעבוד בו עבודת עבד בו אין אתה עובד עבודת עבד,19,10,800,800.0,487,487.0,0.0,0.0,44,תעבוד בו עבודת עבד בו אין אתה עובד עבודת עבד,3040000380
ref-mek.7.3.1.355-ref-mek.7.3.1.371,ref-sifra.11.2-05.3.25-ref-sifra.11.2-05.4.14,294458,294555,ref-mek.7.3.1.355,ref-mek.7.3.1.371,497457,497658,ref-sifra.11.2-05.3.25,ref-sifra.11.2-05.4.14,מנין אף שטר בחציה תלמוד_לומר_או חופשה לא נתן לה מה בכסף בחציה אף שטר בחציה בקרת תהיה מכות מלמד שהיא לוקה יכול אף הוא ילקה תלמוד לומר תהיה היא,בשטר אף כאן בשטר אין_לי_אלא כסף בחציה ובשטר בכולה מנין אף שטר בחציה תלמוד_לומר_או חופשה לא נתן לה מה בכסף בחציה אף שטר בחציה בקרת תהיה מכות מלמד שהיא לוקה יכול אף הוא ילקה תלמוד לומר תהיה היא,10,26,459,459.0,490,490.0,0.2617801047120419,0.20833333333333337,141,מנין אף שטר בחציה תלמוד_לומר_או חופשה לא נתן לה מה בכסף בחציה אף שטר בחציה בקרת תהיה מכות מלמד שהיא לוקה יכול אף הוא ילקה תלמוד לומר תהיה היא,3040000381
ref-mek.7.3.1.354-ref-mek.7.3.1.367,ref-sifra.13.6-00.4.95-ref-sifra.13.6-00.4.108,294452,294533,ref-mek.7.3.1.354,ref-mek.7.3.1.367,639650,639728,ref-sifra.13.6-00.4.95,ref-sifra.13.6-00.4.108,נקנית בכסף ומנין אף בשטר תלמוד לומר והלכה והיתה מקיש הוויה להליכה מה הליכתה ,והיו לכם לאחוזה והיו לכם לאחוזה הרי הם כאחוזה מה אחוזה נקנית בכסף ובשטר ,14,14,811,811.0,489,489.0,0.7631578947368421,0.7777777777777778,30,וי ל לו והלכ וה הי הכה מה הית ,3040000382
ref-mek.7.3.2.336-ref-mek.7.3.2.345,ref-sifra.5.3-00.2.30-ref-sifra.5.3-00.2.46,296920,296979,ref-mek.7.3.2.336,ref-mek.7.3.2.345,268036,268146,ref-sifra.5.3-00.2.30,ref-sifra.5.3-00.2.46,ימות החמה בימות הגשמים ולא של ימות הגשמים בימות החמה ,בימות החמה ובימות הגשמים מנין_לרבות_שאר ימים ושאר נחלים שמושכים בימות הגשמים ואין מושכים בימות החמה ,10,15,268,268.0,492,492.0,0.48,0.7692307692307692,52,ימות החמה בימות הגשמים לא של ימות הגשמים בימות החמה ,3040000383
ref-mek.7.3.2.417-ref-mek.7.3.2.427,ref-sifra.11.4-12.4.113-ref-sifra.11.4-12.5.22,297332,297393,ref-mek.7.3.2.417,ref-mek.7.3.2.427,524034,524150,ref-sifra.11.4-12.4.113,ref-sifra.11.4-12.5.22,שאר אביך שאר אמך כסותה כמשמעו עונתה אלו מזונות שנאמר ויענך ,לענין שאמרנו הוספה ה עונם ישאו עונש_שמענו_אזהרה_לא_שמענו_תלמוד_לומר_ערות אחות אביך_לא_תגלה שאר אביך  ערות אחות אמך ,11,15,605,605.0,493,493.0,0.7565217391304347,0.8421052631578947,33,שאר י שאראמותממעו ות אלת שאר יעך ,3040000384
ref-mek.7.4.1.32-ref-mek.7.4.1.65,ref-sifra.12.14-20.1.1-ref-sifra.12.14-20.1.43,298872,299017,ref-mek.7.4.1.32,ref-mek.7.4.1.65,609760,609946,ref-sifra.12.14-20.1.1,ref-sifra.12.14-20.1.43,ואיש כי יכה אין_לי_אלא_איש מכה אשה מכה מנין_תלמוד_לומר מכה בין_איש_בין_אשה אין_לי_אלא שהכה את האיש הכה את האשה מנין ואת הקטן מנין_תלמוד_לומר כי יכה נפש בין_איש_בין_אשה_בין_קטן יכול,ואיש כי יכה אין_לי_אלא_איש מכה אשה מכה מנין_תלמוד_לומר מכה בין_איש_בין_אשה אין_לי_אלא שהכה את האיש הכה את האשה מנין ואת הקטן מנין_תלמוד_לומר כי יכה נפש בין_איש_בין_אשה_בין_קטן יכול,20,24,776,776.0,496,496.0,0.0,0.0,180,ואיש כי יכה אין_לי_אלא_איש מכה אשה מכה מנין_תלמוד_לומר מכה בין_איש_בין_אשה אין_לי_אלא שהכה את האיש הכה את האשה מנין ואת הקטן מנין_תלמוד_לומר כי יכה נפש בין_איש_בין_אשה_בין_קטן יכול,3040000385
ref-mek.7.4.1.30-ref-mek.7.4.1.56,ref-sifra.12.14-20.1.64-ref-sifra.12.14-20.1.74,298864,298979,ref-mek.7.4.1.30,ref-mek.7.4.1.56,610048,610093,ref-sifra.12.14-20.1.64,ref-sifra.12.14-20.1.74,כי יכה כל נפש עד שיכה כל נפשו להביא את שהכה,כי יכה כל נפש עד שיכה כל נפשו להביא את שהכה,19,11,779,779.0,494,494.0,0.0,0.0,43,כי יכה כל נפש עד שיכה כל נפשו להביא את שהכה,3040000386
ref-mek.7.4.1.88-ref-mek.7.4.1.100,ref-sifra.12.14-20.1.25-ref-sifra.12.14-20.1.36,299134,299195,ref-mek.7.4.1.88,ref-mek.7.4.1.100,609862,609917,ref-sifra.12.14-20.1.25,ref-sifra.12.14-20.1.36,מכה איש שומעני להוציא את הקטן תלמוד לומר ואיש כי יכה כל נפש ,הכה את האשה מנין ואת הקטן מנין_תלמוד_לומר כי יכה נפש ,13,10,778,776.0,498,498.0,0.48333333333333334,0.6153846153846154,40,כה א שמני ואת הקטן תלמודלומר כי יכה נפש ,3040000387
ref-mek.7.4.1.121-ref-mek.7.4.1.129,ref-sifra.11.4-10.8.25-ref-sifra.11.4-10.8.31,299297,299354,ref-mek.7.4.1.121,ref-mek.7.4.1.129,514654,514695,ref-sifra.11.4-10.8.25,ref-sifra.11.4-10.8.31,מות יומת בהתריית עדים אתה אומר בהתריית עדים או_אינו_אלא ,מות יומת בחנק אתה אומר בחנק או_אינו_אלא ,9,7,526,526.0,499,499.0,0.39285714285714285,0.4285714285714286,34,מות יומת ב אתה אומר ב או_אינו_אלא ,3040000388
ref-mek.7.4.1.149-ref-mek.7.4.1.157,ref-sifra.11.4-10.8.25-ref-sifra.11.4-10.8.31,299441,299490,ref-mek.7.4.1.149,ref-mek.7.4.1.157,514654,514695,ref-sifra.11.4-10.8.25,ref-sifra.11.4-10.8.31,מות יומת בבית דין אתה אומר בבית דין או_אינו_אלא ,מות יומת בחנק אתה אומר בחנק או_אינו_אלא ,9,7,527,526.0,500,500.0,0.2916666666666667,0.4285714285714286,34,מות יומת ב אתה אומר ב או_אינו_אלא ,3040000389
