baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-mek,baseOrder,grp-ref-m,dam-lev,jac,lcs_len_char,lcs_str_char,lcc_distance,id
ref-m.4.1.4.1.70-ref-m.4.1.4.1.77,ref-mek.7.12.1.156-ref-mek.7.12.1.182,442789,442829,ref-m.4.1.4.1.70,ref-m.4.1.4.1.77,330800,330925,ref-mek.7.12.1.156,ref-mek.7.12.1.182,ונגח שור אחר שוה מאתים האחרון נוטל מנה ,שנגח שור שוה מנה או שוה מאתים שנגח שור שוה מאתים נוטל חציו שור שוה מאה שנגח שור שוה מאתים נוטל כלו שוה מאתים שנגח שוה מנה ,8,27,341,336.0,227,227.0,0.6967213114754098,0.5454545454545454,37,נגח שור אחר שוה מאתים האחרו נוטל מנה ,0.6967213114754098,1030000176
ref-m.4.1.4.3.16-ref-m.4.1.4.3.27,ref-mek.7.12.1.67-ref-mek.7.12.1.81,443278,443332,ref-m.4.1.4.3.16,ref-m.4.1.4.3.27,330363,330425,ref-mek.7.12.1.67,ref-mek.7.12.1.81,שור רעהו ולא שור של הקדש שור של ישראל שנגח לשור של ,שור של קטן שור איש להביא שור של אחרים את שור רעהו להביא שור של ,12,15,335,335.0,228,228.0,0.49206349206349204,0.75,34,שור ל שור ש ה שור של רא ש לשור של ,0.46031746031746035,1030000177
ref-m.4.1.4.5.21-ref-m.4.1.4.5.27,ref-mek.7.11.2.29-ref-mek.7.11.2.49,443839,443870,ref-m.4.1.4.5.21,ref-m.4.1.4.5.27,327135,327234,ref-mek.7.11.2.29,ref-mek.7.11.2.49,נותן שלשים סלעים להחמיר עליהם שאם לא שוה אלא דינר נותן שלשים סלעים דבר אחר אם עבד יגח השור או אמה,נותן שלשים סלעים להחמיר עליהם שאם לא שוה אלא דינר נותן שלשים סלעים דבר אחר אם עבד יגח השור או אמה,21,21,325,325.0,229,229.0,0.0,0.0,97,נותן שלשים סלעים להחמיר עליהם שאם לא שוה אלא דינר נותן שלשים סלעים דבר אחר אם עבד יגח השור או אמה,0.0,1030000178
ref-m.4.1.4.8.1-ref-m.4.1.4.8.11,ref-mek.7.10.1.343-ref-mek.7.10.1.350,444251,444312,ref-m.4.1.4.8.1,ref-m.4.1.4.8.11,321450,321498,ref-mek.7.10.1.343,ref-mek.7.10.1.350,שור שהוא יוצא להסקל והקדישו בעליו אינו מקודש שחטו בשרו אסור ,שור שיוצא ליסקל וקדמו בעלים ושחטוהו בשרו אסור ,11,8,299,299.0,231,231.0,0.35,0.6666666666666667,41,שור שיוצא לסקל וקדו בעלי ושחטו בשרו אסור ,0.31666666666666665,1030000179
ref-m.4.1.4.9.25-ref-m.4.1.4.9.56,ref-mek.7.10.2.135-ref-mek.7.10.2.176,444508,444669,ref-m.4.1.4.9.25,ref-m.4.1.4.9.56,324508,324718,ref-mek.7.10.2.135,ref-mek.7.10.2.176,ויצא והזיק תם פטור ומועד חייב שנאמר ולא ישמרנו בעליו ולא שמור הוא זה דברי ר' מאיר ר'_יהודה_אומר תם חייב ומועד פטור שנאמר ולא ישמרנו בעליו ושמור הוא זה דברי ר' מאיר ר'_אליעזר_אומר אין לו שמירה אלא סכין,ויצא והזיק תם פטור ומועד חייב שנאמר ולא ישמרנו בעליו ולא שמור הוא זה דברי ר' מאיר ר'_יהודה_אומר תם חייב ומועד פטור שנאמר ולא ישמרנו בעליו ושמור הוא זה דברי ר' מאיר ר'_אליעזר_אומר אין לו שמירה אלא סכין,38,38,318,318.0,232,232.0,0.0,0.0,200,ויצא והזיק תם פטור ומועד חייב שנאמר ולא ישמרנו בעליו ולא שמור הוא זה דברי ר' מאיר ר'_יהודה_אומר תם חייב ומועד פטור שנאמר ולא ישמרנו בעליו ושמור הוא זה דברי ר' מאיר ר'_אליעזר_אומר אין לו שמירה אלא סכין,0.0,1030000180
ref-m.4.1.5.4.1-ref-m.4.1.5.4.24,ref-mek.7.10.1.755-ref-mek.7.10.1.781,445474,445609,ref-m.4.1.5.4.1,ref-m.4.1.5.4.24,323611,323763,ref-mek.7.10.1.755,ref-mek.7.10.1.781,באדם וחייב בשור אם_למדת_על אדם שהוא מתכוין לחבירו והכה אשה ויצאו ילדיה משלם דמי ולדות אף שור שמתכוין לחבירו,מדמי וולדות שהיה_בדין_הואיל וחייב באדם וחייב בשור אם_למדת_על אדם שהוא מתכוין לחבירו והכה אשה ויצאו ילדיה משלם דמי ולדות אף שור שמתכוין לחבירו,19,23,305,305.0,235,235.0,0.24113475177304963,0.06666666666666665,107,באדם וחייב בשור אם_למדת_על אדם שהוא מתכוין לחבירו והכה אשה ויצאו ילדיה משלם דמי ולדות אף שור שמתכוין לחבירו,0.24113475177304966,1030000181
ref-m.4.1.5.4.5-ref-m.4.1.5.4.22,ref-mek.7.10.1.782-ref-mek.7.10.1.788,445497,445599,ref-m.4.1.5.4.5,ref-m.4.1.5.4.22,323764,323801,ref-mek.7.10.1.782,ref-mek.7.10.1.788,והכה את האשה ויצאו ילדיה פטור מדמי ולדות ואדם שהיה מתכוון לחברו והכה את האשה ויצאו ילדיה משלם ,והכה אשה ויצאו ילדיה משלם דמי ולדות ,18,7,308,308.0,237,235.0,0.6595744680851063,0.36363636363636365,32,והכה אשה ויצאו ילדיה מלם י ולות ,0.6595744680851063,1030000182
ref-m.4.1.5.6.8-ref-m.4.1.5.6.36,ref-mek.7.11.3.227-ref-mek.7.11.3.240,446285,446438,ref-m.4.1.5.6.8,ref-m.4.1.5.6.36,329085,329156,ref-mek.7.11.3.227,ref-mek.7.11.3.240,לא יכסנו שלא כיסה כראוי מכאן אמרו כסהו כראוי פטור שלא כראוי חייב כסהו,לא יכסנו שלא כיסה כראוי מכאן אמרו כסהו כראוי פטור שלא כראוי חייב,14,13,329,328.0,238,238.0,0.07246376811594203,0.0,64,לא יכסנו שלא כיסה כראוי מכאן אמרו כסהו כראוי פטור שלא כראוי חייב,0.07246376811594202,1030000183
ref-m.4.1.5.6.52-ref-m.4.1.5.6.66,ref-mek.7.11.3.267-ref-mek.7.11.3.301,446524,446611,ref-m.4.1.5.6.52,ref-m.4.1.5.6.66,329289,329453,ref-mek.7.11.3.267,ref-mek.7.11.3.301,פטור נפל לתוכו שור וכליו ונשתברו חמור וכליו ונתקרעו חייב על הבהמה ופטור על הכלים ,פטור ונפל שם שור או חמור חייב על זה_בפני_עצמו_ועל_זה_בפני עצמו שור ולא שור וכליו חמור ולא חמור וכליו שהיה_בדין_ומה_אם במקום שלא חייב על הבהמה חייב על הכלים ,15,27,331,331.0,243,241.0,0.6025641025641025,0.6,66,פטור נפל לוו שור וכליו ורו חמור וכליו וקו חייב על הבהמה  על הכלים ,0.5769230769230769,1030000184
ref-m.4.1.5.6.44-ref-m.4.1.5.6.69,ref-mek.7.11.3.311-ref-mek.7.11.3.339,446473,446625,ref-m.4.1.5.6.44,ref-m.4.1.5.6.69,329499,329655,ref-mek.7.11.3.311,ref-mek.7.11.3.339,נפל לפניו מקול הכריה חייב לאחריו מקול הכרייה פטור,הכלים תלמוד לומר ונפל שמה שור או חמור שור ולא כליו חמור ולא כליו ונפל שמה בדרך הילוכו מכאן אמרו נפל לפניו מקול הכריה חייב לאחריו מקול הכרייה פטור,9,29,333,332.0,241,241.0,0.6620689655172414,0.6111111111111112,49,נפל לפניו מקול הכריה חייב לאחריו מקול הכרייה פטור,0.6620689655172414,1030000185
ref-m.4.1.6.1.6-ref-m.4.1.6.1.13,ref-mek.7.10.2.128-ref-mek.7.10.2.136,446888,446932,ref-m.4.1.6.1.6,ref-m.4.1.6.1.13,324468,324520,ref-mek.7.10.2.128,ref-mek.7.10.2.136,כראוי ויצאה והזיקה פטור לא נעל בפניה כראוי ,כראוי פטור שלא כראוי חייב קשרו במוסרה ויצא והזיק ,8,9,317,315.0,245,245.0,0.6938775510204082,0.6,22,כראוי פטור לא  י ראוי ,0.5510204081632653,1030000186
ref-m.4.1.6.3.1-ref-m.4.1.6.3.9,ref-mek.7.14.1.117-ref-mek.7.14.1.124,447341,447391,ref-m.4.1.6.3.1,ref-m.4.1.6.3.9,337728,337775,ref-mek.7.14.1.117,ref-mek.7.14.1.124,המגדיש בתוך שדה של חברו שלא ברשות ואכלתן בהמתו ,המגדיש בתוך שדה חבירו שלא ברשות ויצאת בהמתו ,9,8,356,356.0,246,246.0,0.1702127659574468,0.2222222222222222,41,המגדיש בתוך שדה חברו שלא ברשות ואת בהמתו ,0.12765957446808507,1030000187
ref-m.4.1.6.4.71-ref-m.4.1.6.4.78,ref-mek.7.14.2.185-ref-mek.7.14.2.198,447832,447872,ref-m.4.1.6.4.71,ref-m.4.1.6.4.78,338958,339025,ref-mek.7.14.2.185,ref-mek.7.14.2.198,הקמה או השדה שלם ישלם המבעיר את הבערה ,קמה או שדה מה השדה בגלוי אף הקמה בגלוי שלם ישלם המבעיר את הבערה ,8,14,360,360.0,247,247.0,0.4375,0.25,37,קמה או השדה שלם ישלם המבעיר את הבערה ,0.421875,1030000188
ref-m.4.1.6.4.103-ref-m.4.1.6.5.1,ref-mek.7.14.2.85-ref-mek.7.14.2.125,447991,448164,ref-m.4.1.6.4.103,ref-m.4.1.6.5.1,338434,338643,ref-mek.7.14.2.85,ref-mek.7.14.2.125,רואין אותה כאילו הוא באמצע בית כור רבי_אליעזר_אומר שש עשרה אמות כדרך רשות הרבים רבי_עקיבא_אומר חמשים אמה רבי_שמעון_אומר שלם ישלם המבעיר את הבערה הכל לפי הדליקה המדליק ,רואין אותו כאלו הוא עומד באמצע בית כור ומזיק דברי ר'_אליעזר_בן עזריה ר'_אליעזר_אומר שש עשרה אמה בדרך הרבים ר'_עקיבא_אומר חמשים אמה ר'_שמעון_אומר שלם ישלם המבעיר את הבעירה הכל לפי הדלקה מעשה שעברה דליקה ,27,33,357,357.0,248,248.0,0.30198019801980197,0.48484848484848486,151,רואין אות כאלו הוא באמצע בית כור רבי_אליעזר_אומר שש עשרה אמ דרך הרבים ר_עקיבא_אומר חמשים אמה ר_שמעון_אומר שלם ישלם המבעיר את הבערה הכל לפי הדלקה מדליק ,0.2524752475247525,1030000189
ref-m.4.1.7.1.39-ref-m.4.1.7.1.46,ref-mek.7.12.2.93-ref-mek.7.12.2.122,448884,448917,ref-m.4.1.7.1.39,ref-m.4.1.7.1.46,331680,331806,ref-mek.7.12.2.93,ref-mek.7.12.2.122,שור או שה וטבחו או מכרו וגו' אין ,שור או שה לחייב_על_זה_בפני_עצמו_ועל_זה_בפני עצמו וטבחו אין_לי_אלא טובח מוכר מנין_תלמוד_לומר או מכרו עד_שלא_יאמר_יש_לי_בדין אם ,8,14,347,347.0,249,249.0,0.7619047619047619,0.6666666666666667,31,שור או שה וטבחו או מכרו וו אין ,0.753968253968254,1030000190
ref-m.4.1.7.5.25-ref-m.4.1.7.5.50,ref-mek.7.12.2.150-ref-mek.7.12.2.160,450211,450361,ref-m.4.1.7.5.25,ref-m.4.1.7.5.50,331939,331996,ref-mek.7.12.2.150,ref-mek.7.12.2.160,לטובח מה מכירה חוץ לרשותו אף טביחה חוץ לרשותו מה מכירה,לטובח מה מכירה חוץ לרשותו אף טביחה חוץ לרשותו מה מכירה,11,11,348,348.0,250,250.0,0.0,0.0,54,לטובח מה מכירה חוץ לרשותו אף טביחה חוץ לרשותו מה מכירה,0.0,1030000191
ref-m.4.1.8.1.64-ref-m.4.1.8.1.74,ref-mek.7.6.2.199-ref-mek.7.6.2.209,451247,451298,ref-m.4.1.8.1.64,ref-m.4.1.8.1.74,310599,310658,ref-mek.7.6.2.199,ref-mek.7.6.2.209,עלו בו צמחים אם מחמת המכה חיב שלא מחמת המכה פטור ,ועלו בו צמחין סביבות מכה חייב לרפאתו שלא מחמת המכה פטור ,11,11,290,290.0,252,252.0,0.30357142857142855,0.5,41,עלו בו צמחי ת מכה חיב שלא מחמת המכה פטור ,0.2678571428571429,1030000192
ref-m.4.1.8.2.3-ref-m.4.1.8.2.15,ref-mek.7.10.1.761-ref-mek.7.10.1.779,451684,451754,ref-m.4.1.8.2.3,ref-m.4.1.8.2.15,323647,323746,ref-mek.7.10.1.761,ref-mek.7.10.1.779,באדם מבשור שהאדם משלם נזק צער רפוי שבת ובשת ומשלם דמי ולדות ושור ,באדם וחייב בשור אם_למדת_על אדם שהוא מתכוין לחבירו והכה אשה ויצאו ילדיה משלם דמי ולדות אף שור ,13,17,306,305.0,253,253.0,0.5591397849462365,0.8095238095238095,45,באדם בשור אםמל   וי ב וש ומשלם דמי ולדות שור ,0.5161290322580645,1030000193
ref-m.4.1.8.3.1-ref-m.4.1.8.3.9,ref-mek.7.5.1.177-ref-mek.7.5.1.196,451791,451832,ref-m.4.1.8.3.1,ref-m.4.1.8.3.9,304125,304221,ref-mek.7.5.1.177,ref-mek.7.5.1.196,שיעשה בה חבורה מדת ענשין מעוטה לא יהיה חייב עד שיעשה בהם חבורה הא_מה_תלמוד_לומר מכה אביו ואמו,שיעשה בה חבורה מדת ענשין מעוטה לא יהיה חייב עד שיעשה בהם חבורה הא_מה_תלמוד_לומר מכה אביו ואמו,17,17,282,282.0,254,254.0,0.0,0.0,93,שיעשה בה חבורה מדת ענשין מעוטה לא יהיה חייב עד שיעשה בהם חבורה הא_מה_תלמוד_לומר מכה אביו ואמו,0.0,1030000194
ref-m.4.1.8.5.1-ref-m.4.1.8.5.6,ref-mek.7.5.1.177-ref-mek.7.5.1.200,452199,452231,ref-m.4.1.8.5.1,ref-m.4.1.8.5.6,304125,304239,ref-mek.7.5.1.177,ref-mek.7.5.1.200,שיעשה בה חבורה מדת ענשין מעוטה לא יהיה חייב עד שיעשה בהם חבורה הא_מה_תלמוד_לומר מכה אביו ואמו מכה שיש בה חבורה,שיעשה בה חבורה מדת ענשין מעוטה לא יהיה חייב עד שיעשה בהם חבורה הא_מה_תלמוד_לומר מכה אביו ואמו מכה שיש בה חבורה,21,21,283,283.0,256,256.0,0.0,0.0,110,שיעשה בה חבורה מדת ענשין מעוטה לא יהיה חייב עד שיעשה בהם חבורה הא_מה_תלמוד_לומר מכה אביו ואמו מכה שיש בה חבורה,0.0,1030000195
ref-m.4.1.9.7.60-ref-m.4.1.9.7.67,ref-mek.7.15.3.230-ref-mek.7.15.3.241,455266,455308,ref-m.4.1.9.7.60,ref-m.4.1.9.7.67,343396,343456,ref-mek.7.15.3.230,ref-mek.7.15.3.241,שאכלו משלם קרן הודה מעצמו משלם קרן וחמש ,כל המשלם את הקרן חייב לשלם את החומש ושאינו משלם את הקרן ,8,12,381,381.0,258,258.0,0.6428571428571429,0.7272727272727273,26,כל משלם קרן הומו משלם קרן ,0.5357142857142857,1030000196
ref-m.4.2.1.1.4-ref-m.4.2.1.1.13,ref-mek.4.5.6.77-ref-mek.4.5.6.104,458628,458675,ref-m.4.2.1.1.4,ref-m.4.2.1.1.13,195232,195370,ref-mek.4.5.6.77,ref-mek.4.5.6.104,הזה אי אתם מוצאים אותו אבל אתם מוצאים אותו מחר ר'_אלעזר_בן חסמא אומר בעולם הזה אי אתם מוצאים אותו אבל לעולם הבא אתם מוצאים אותו ויאמר,הזה אי אתם מוצאים אותו אבל אתם מוצאים אותו מחר ר'_אלעזר_בן חסמא אומר בעולם הזה אי אתם מוצאים אותו אבל לעולם הבא אתם מוצאים אותו ויאמר,26,26,194,194.0,259,259.0,0.0,0.0,133,הזה אי אתם מוצאים אותו אבל אתם מוצאים אותו מחר ר'_אלעזר_בן חסמא אומר בעולם הזה אי אתם מוצאים אותו אבל לעולם הבא אתם מוצאים אותו ויאמר,0.0,1030000197
ref-m.4.2.2.5.4-ref-m.4.2.2.5.13,ref-mek.7.17.2.107-ref-mek.7.17.2.116,461553,461595,ref-m.4.2.2.5.4,ref-m.4.2.2.5.13,350337,350388,ref-mek.7.17.2.107,ref-mek.7.17.2.116,בכלל כל אלה למה יצאת להקיש אליה לומר לך מה ,בכלל מכשפים היו ולמה יצאו להקיש עליהם ולומר לך מה ,10,10,396,396.0,261,261.0,0.26,0.75,38,בכלל כ ה למה יצא להקיש ליה לומר לך מה ,0.24,1030000198
ref-m.4.2.2.7.24-ref-m.4.2.2.7.45,ref-mek.8.2.5.188-ref-mek.8.2.5.226,461953,462056,ref-m.4.2.2.7.24,ref-m.4.2.2.7.45,365259,365447,ref-mek.8.2.5.188,ref-mek.8.2.5.226,עד דרוש אחיך עד שתדרוש את אחיך עד דרוש אחיך עד שיצא עליו כרוזה דבר אחר עד דרוש אחיך אותו אתה צריך לדרוש את אחיך אם רמאי הוא אם אינו רמאי והשיבותו לו מצינו מציאה שהיא עושה ואוכלת ולא,עד דרוש אחיך עד שתדרוש את אחיך עד דרוש אחיך עד שיצא עליו כרוזה דבר אחר עד דרוש אחיך אותו אתה צריך לדרוש את אחיך אם רמאי הוא אם אינו רמאי והשיבותו לו מצינו מציאה שהיא עושה ואוכלת ולא,39,39,419,419.0,262,262.0,0.0,0.0,181,עד דרוש אחיך עד שתדרוש את אחיך עד דרוש אחיך עד שיצא עליו כרוזה דבר אחר עד דרוש אחיך אותו אתה צריך לדרוש את אחיך אם רמאי הוא אם אינו רמאי והשיבותו לו מצינו מציאה שהיא עושה ואוכלת ולא,0.0,1030000199
ref-m.4.2.2.10.14-ref-m.4.2.2.10.41,ref-mek.8.2.6.103-ref-mek.8.2.6.118,462964,463094,ref-m.4.2.2.10.14,ref-m.4.2.2.10.41,365983,366062,ref-mek.8.2.6.103,ref-mek.8.2.6.118,ואל תחזיר לו אבדתו הרי זה לא ישמע לו מפני שאביו ואמו חייבין במצות עזב תעזוב,ואל תחזיר לו אבדתו הרי זה לא ישמע לו מפני שאביו ואמו חייבין במצות עזב תעזוב,16,16,423,423.0,264,264.0,0.0,0.0,75,ואל תחזיר לו אבדתו הרי זה לא ישמע לו מפני שאביו ואמו חייבין במצות עזב תעזוב,0.0,1030000200
ref-m.4.2.2.10.81-ref-m.4.2.2.10.89,ref-mek.8.2.6.17-ref-mek.8.2.6.24,463283,463322,ref-m.4.2.2.10.81,ref-m.4.2.2.10.89,365550,365586,ref-mek.8.2.6.17,ref-mek.8.2.6.24,יתר על משאו אין זקוק לו שנאמר תחת משאו ,ולא רובצן תחת משאו ולא יתר על משאו ,9,8,421,421.0,266,266.0,0.6666666666666666,0.5555555555555556,19,ר  משאו ולא ת משאו ,0.5128205128205128,1030000201
ref-m.4.2.3.10.15-ref-m.4.2.3.10.21,ref-mek.7.10.2.116-ref-mek.7.10.2.132,465891,465930,ref-m.4.2.3.10.15,ref-m.4.2.3.10.21,324407,324494,ref-mek.7.10.2.116,ref-mek.7.10.2.132,לא ישמרנו להביא שומר חנם ולא ישמרנו כראוי לו מכאן אמרו שמרו כראוי פטור שלא כראוי חייב,לא ישמרנו להביא שומר חנם ולא ישמרנו כראוי לו מכאן אמרו שמרו כראוי פטור שלא כראוי חייב,17,17,315,315.0,267,267.0,0.0,0.0,85,לא ישמרנו להביא שומר חנם ולא ישמרנו כראוי לו מכאן אמרו שמרו כראוי פטור שלא כראוי חייב,0.0,1030000202
ref-m.4.2.3.12.18-ref-m.4.2.3.12.41,ref-mek.7.15.2.178-ref-mek.7.15.2.202,466330,466451,ref-m.4.2.3.12.18,ref-m.4.2.3.12.41,341819,341937,ref-mek.7.15.2.178,ref-mek.7.15.2.202,כשעת התביעה החושב לשלח יד בפקדון בית_שמאי_אומרים חייב ובית_הלל_אומרים_אינו_חייב_עד שישלח בו יד שנאמר אם לא שלח ידו ,מחשבת הלב בשליחות יד שנאמר על_כל_דבר_פשע ובית הלל אומרים אין מחייבין אלא משעה ששלח בה יד לכך נאמר אם לא שלח ידו ,17,22,376,376.0,269,269.0,0.5304347826086957,0.8,71,שת הב בשלח יד שאמר ב וביתהללאומריםאיחייבע ששלח ב יד נאמר אם לא שלח ידו ,0.3826086956521739,1030000203
ref-m.4.2.5.10.7-ref-m.4.2.5.10.15,ref-mek.3.8.1.429-ref-mek.3.8.1.434,472057,472099,ref-m.4.2.5.10.7,ref-m.4.2.5.10.15,166884,166914,ref-mek.3.8.1.429,ref-mek.3.8.1.434,עמך עדור עמי ואעדור עמך ולא_יאמר_לו נכוש ,עמו וזורע עמו ומנכש עמו מעדר ,7,6,164,164.0,270,270.0,0.6341463414634146,0.7142857142857143,17,עמו וור עמ ומנכש ,0.5853658536585367,1030000204
ref-m.4.2.5.10.17-ref-m.4.2.5.10.22,ref-mek.3.8.1.429-ref-mek.3.8.1.434,472104,472135,ref-m.4.2.5.10.17,ref-m.4.2.5.10.22,166884,166914,ref-mek.3.8.1.429,ref-mek.3.8.1.434,ואעדור עמך עדור עמי ואנכש עמך ,עמו וזורע עמו ומנכש עמו מעדר ,6,6,165,164.0,271,271.0,0.6333333333333333,0.6666666666666667,17,עמ ור עמ ונכש עמ ,0.43333333333333335,1030000205
ref-m.4.2.5.11.22-ref-m.4.2.5.11.30,ref-mek.8.1.1.141-ref-mek.8.1.1.153,472641,472684,ref-m.4.2.5.11.22,ref-m.4.2.5.11.30,357267,357325,ref-mek.8.1.1.141,ref-mek.8.1.1.153,לא תהיה לו כנושה ומשום לא תשימון עליו נשך ,לא תהיה לו כנושה שלא תראה לו בכל זמן לא תשימון עליו נשך ,9,13,402,402.0,273,272.0,0.32142857142857145,0.5,39,לא תהיה לו כנושה שו לא תשימון עליו נשך ,0.3035714285714286,1030000206
ref-m.4.2.5.11.16-ref-m.4.2.5.11.36,ref-mek.8.1.1.216-ref-mek.8.1.1.233,472611,472714,ref-m.4.2.5.11.16,ref-m.4.2.5.11.36,357643,357723,ref-mek.8.1.1.216,ref-mek.8.1.1.233,תתן ומשום בל תקח מאתו ומשום לא תהיה לו כנושה ומשום לא תשימון עליו נשך ומשום ולפני עור לא תתן מכשל ,משום בל תתן ובל תקח לא תשימון עליו נשך לא תהיה לו כנושה לפני עיור לא תתן מכשול ,21,18,404,404.0,272,272.0,0.46938775510204084,0.33333333333333337,59,משום בל תת ול ת לא תשימון עליו נשך ו ולפני עור לא תתן מכשל ,0.3979591836734694,1030000207
ref-m.4.2.7.8.18-ref-m.4.2.7.8.40,ref-mek.7.16.6.15-ref-mek.7.16.6.34,476084,476214,ref-m.4.2.7.8.18,ref-m.4.2.7.8.40,347318,347421,ref-mek.7.16.6.15,ref-mek.7.16.6.34,ונושא שכר מהנה והשוכר מהנה אם_למדת_על נושא שכר שנשבע על האונסין משלם הגנבה והאבדה אף שוכר נשבע על,ונושא שכר מהנה והשוכר מהנה אם_למדת_על נושא שכר שנשבע על האונסין משלם הגנבה והאבדה אף שוכר נשבע על,18,18,386,386.0,274,274.0,0.0,0.0,97,ונושא שכר מהנה והשוכר מהנה אם_למדת_על נושא שכר שנשבע על האונסין משלם הגנבה והאבדה אף שוכר נשבע על,0.0,1030000208
ref-m.4.2.7.8.18-ref-m.4.2.7.8.41,ref-mek.7.16.6.59-ref-mek.7.16.6.83,476084,476219,ref-m.4.2.7.8.18,ref-m.4.2.7.8.41,347561,347692,ref-mek.7.16.6.59,ref-mek.7.16.6.83,ונושא שכר נהנה ומהנה והשכיר נהנה ומהנה אם_למדת_על נושא שכר שהוא נשבע על האונסין ומשלם את הגנבה ואת האבדה אף השכיר נשבע על,ונושא שכר נהנה ומהנה והשכיר נהנה ומהנה אם_למדת_על נושא שכר שהוא נשבע על האונסין ומשלם את הגנבה ואת האבדה אף השכיר נשבע על,23,23,389,389.0,276,276.0,0.0,0.0,121,ונושא שכר נהנה ומהנה והשכיר נהנה ומהנה אם_למדת_על נושא שכר שהוא נשבע על האונסין ומשלם את הגנבה ואת האבדה אף השכיר נשבע על,0.0,1030000209
ref-m.4.2.7.9.39-ref-m.4.2.7.9.43,ref-mek.7.16.4.141-ref-mek.7.16.4.145,476414,476449,ref-m.4.2.7.9.39,ref-m.4.2.7.9.43,346543,346579,ref-mek.7.16.4.141,ref-mek.7.16.4.145,הארי והדוב והנמר והברדלס והנחש ,והארי והדוב והנמר והברדלס והנחש ,5,5,385,383.0,278,278.0,0.03125,0.0,31,הארי והדוב והנמר והברדלס והנחש ,0.03125,1030000210
ref-m.4.3.1.6.54-ref-m.4.3.1.6.73,ref-mek.7.1.2.254-ref-mek.7.1.2.281,485277,485374,ref-m.4.3.1.6.54,ref-m.4.3.1.6.73,286126,286277,ref-mek.7.1.2.254,ref-mek.7.1.2.281,אמרו לא ירחוץ לו רגליו ולא ינעול לו מנעליו ולא יטול לו כלים לבית המרחץ ולא יסמוך לו במותניו כיון שעלה במעלה ולא יטלנו בפוריון ולא בכסא ולא,אמרו לא ירחוץ לו רגליו ולא ינעול לו מנעליו ולא יטול לו כלים לבית המרחץ ולא יסמוך לו במותניו כיון שעלה במעלה ולא יטלנו בפוריון ולא בכסא ולא,28,28,259,258.0,279,279.0,0.0,0.0,138,אמרו לא ירחוץ לו רגליו ולא ינעול לו מנעליו ולא יטול לו כלים לבית המרחץ ולא יסמוך לו במותניו כיון שעלה במעלה ולא יטלנו בפוריון ולא בכסא ולא,0.0,1030000211
ref-m.4.3.8.8.36-ref-m.4.3.9.1.9,ref-mek.7.3.2.267-ref-mek.7.3.2.279,502409,502527,ref-m.4.3.8.8.36,ref-m.4.3.9.1.9,296567,296637,ref-mek.7.3.2.267,ref-mek.7.3.2.279,בבנות מבבנים שהבנות נזונות על הבנים ואין נזונות על הבנות מי שמת והניח בנים ובנות בזמן שהנכסים מרובים הבנים ,לבניך ולבני בניך אימתי אתה זכאי לראות בני בניך בזמן שאתה משיא בניך ,19,13,271,271.0,281,281.0,0.6074766355140186,0.9090909090909091,43,בני ול בני אית ת י ו בני בנ בזמן שה מי בני ,0.5981308411214954,1030000212
ref-m.4.4.1.4.19-ref-m.4.4.1.4.42,ref-mek.7.10.2.248-ref-mek.7.10.2.269,509126,509275,ref-m.4.4.1.4.19,ref-m.4.4.1.4.42,325077,325200,ref-mek.7.10.2.248,ref-mek.7.10.2.269,למיתת השור מה מיתת בעלים בעשרים ושלשה אף מיתת השור בעשרים ושלש וגם בעליו יומת,השור יסקל וגם בעליו הקיש מיתת בעלים למיתת השור מה מיתת בעלים בעשרים ושלשה אף מיתת השור בעשרים ושלש וגם בעליו יומת,15,22,321,321.0,282,282.0,0.3185840707964602,0.16666666666666663,77,למיתת השור מה מיתת בעלים בעשרים ושלשה אף מיתת השור בעשרים ושלש וגם בעליו יומת,0.31858407079646023,1030000213
ref-m.4.4.1.4.34-ref-m.4.4.1.4.39,ref-mek.7.16.4.140-ref-mek.7.16.4.145,509213,509254,ref-m.4.4.1.4.34,ref-m.4.4.1.4.39,346537,346579,ref-mek.7.16.4.140,ref-mek.7.16.4.145,הזאב והארי הדוב והנמר והברדלס והנחש ,הזאב והארי והדוב והנמר והברדלס והנחש ,6,6,383,383.0,285,282.0,0.02702702702702703,0.0,36,הזאב והארי הדוב והנמר והברדלס והנחש ,0.027027027027026973,1030000214
ref-m.4.4.1.6.71-ref-m.4.4.1.6.80,ref-mek.8.2.3.131-ref-mek.8.2.3.145,510132,510183,ref-m.4.4.1.6.71,ref-m.4.4.1.6.80,363724,363801,ref-mek.8.2.3.131,ref-mek.8.2.3.145,לא תהיה אחרי רבים לרעות שומע אני שאהיה עמהם לטובה ,לא תהיה אחרי רבים ממשמע שאין אתה הוגה עימהם לרעה אבל אתה הוגה עימהם לטובה ,10,15,414,414.0,286,286.0,0.44594594594594594,0.6428571428571428,42,לא תהיה אחרי רבים ע שומע א אהה עמהם לטובה ,0.43243243243243246,1030000215
