baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-y,baseOrder,grp-ref-sifra,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-sifra.5.10-12.3.66-ref-sifra.5.10-12.3.74,ref-y.2.4.2.4.2.144-ref-y.2.4.2.4.2.164,306155,306205,ref-sifra.5.10-12.3.66,ref-sifra.5.10-12.3.74,1509117,1509225,ref-y.2.4.2.4.2.144,ref-y.2.4.2.4.2.164,והתקדשתם והייתם קדושים כי קדוש אני כשם שאני קדוש ,שאינו לאכילה אמר רבי יוסי בי רבי בון משנין קדשים קלים לשם קדשין קלין ואין משנין קדשים קלין לשם קדשי קדשים ,9,6,1620,1620.0,1892,1891.0,0.7169811320754716,0.6153846153846154,0,,4070001452,9,21
ref-sifra.5.10-12.3.66-ref-sifra.5.10-12.3.77,ref-y.2.6.4.6.4.91-ref-y.2.6.4.6.4.100,306155,306219,ref-sifra.5.10-12.3.66,ref-sifra.5.10-12.3.77,1616588,1616648,ref-y.2.6.4.6.4.91,ref-y.2.6.4.6.4.100,והתקדשתם והייתם קדושים כי קדוש אני כשם שאני קדוש כך אתם קדושים ,אותו בקדושה כשם שהיה ניסוכו בקדושה כך היתה שריפתו בקדושה ,12,10,1799,1799.0,1894,1891.0,0.6984126984126984,0.75,2,כשם כך,4070001453,12,10
ref-sifra.5.10-12.4.58-ref-sifra.5.10-12.4.64,ref-y.2.6.4.6.4.91-ref-y.2.6.4.6.4.100,306548,306580,ref-sifra.5.10-12.4.58,ref-sifra.5.10-12.4.64,1616588,1616648,ref-y.2.6.4.6.4.91,ref-y.2.6.4.6.4.100,קדוש כשם שאני קדוש כך אתם קדושים ,אותו בקדושה כשם שהיה ניסוכו בקדושה כך היתה שריפתו בקדושה ,7,10,1800,1799.0,1895,1895.0,0.5263157894736842,0.7,2,כשם כך,4070001454,7,10
ref-sifra.5.10-12.5.16-ref-sifra.5.10-12.5.25,ref-y.2.5.6.6.5.219-ref-y.2.5.6.6.5.226,306704,306764,ref-sifra.5.10-12.5.16,ref-sifra.5.10-12.5.25,1469041,1469085,ref-y.2.5.6.6.5.219,ref-y.2.5.6.6.5.226,והעוף אינו מטמא במגע ובמשא העוף מטמא בגדים אבית הבליעה ,עוף הטחהור שמא אינו מטמא בגדים בבית הבליעה ,10,8,1473,1470.0,1896,1896.0,0.4181818181818181,0.4,4,אינו מטמא בגדים הבליעה,4070001455,10,8
ref-sifra.5.10-12.6.26-ref-sifra.5.10-12.7.30,ref-y.1.6.11.4.11.44-ref-y.1.6.11.4.11.50,307294,307459,ref-sifra.5.10-12.6.26,ref-sifra.5.10-12.7.30,638076,638104,ref-y.1.6.11.4.11.44,ref-y.1.6.11.4.11.50,טמא ואיזה טהור להבדיל בין הטמא ובין  צריך לומר בין פרה לחמור והלא מפורשים הם אם כן למה נאמר להבדיל בין הטמא ובין הטהור בין טמאה לך לטהורה לך בין שנשחט רובו ,בין טמא בין טהור בין רוב בין ,32,7,380,380.0,1897,1897.0,0.8269230769230769,0.7647058823529411,4,בין בין בין בין,4070001456,32,7
ref-sifra.6.1-00.2.7-ref-sifra.6.1-00.2.13,ref-y.4.1.5.7.4.4-ref-y.4.1.5.7.5.4,308165,308201,ref-sifra.6.1-00.2.7,ref-sifra.6.1-00.2.13,2991135,2991223,ref-y.4.1.5.7.4.4,ref-y.4.1.5.7.5.4,מתוכו ושאר כל הטמאים בין מתוכו בין ,לתוכו בין שלפניו בין שלאחריו פטור חוצה לו לפניו פטור לאחריו חייב נפל לתוכו שור וכליו ,7,16,3431,3431.0,1898,1898.0,0.7058823529411765,0.7857142857142857,2,בין בין,4070001457,7,16
ref-sifra.6.1-00.3.4-ref-sifra.6.1-00.3.13,ref-y.1.1.3.6.2.38-ref-y.1.1.3.6.3.12,308334,308389,ref-sifra.6.1-00.3.4,ref-sifra.6.1-00.3.13,81116,81201,ref-y.1.1.3.6.2.38,ref-y.1.1.3.6.3.12,לטומאה קלה אצל טומאה חמורה עד כדון בשבאת לו טומאה קלה בסוף אפילו באת לו טומאה חמורה עד כדון בשבאת לו טומאה קלה בסוף אפילו באת לו טומאה חמורה,לטומאה קלה אצל טומאה חמורה עד כדון בשבאת לו טומאה קלה בסוף אפילו באת לו טומאה חמורה עד כדון בשבאת לו טומאה קלה בסוף אפילו באת לו טומאה חמורה,29,29,61,61.0,1899,1899.0,0.0,0.0,29,לטומאה קלה אצל טומאה חמורה עד כדון בשבאת לו טומאה קלה בסוף אפילו באת לו טומאה חמורה עד כדון בשבאת לו טומאה קלה בסוף אפילו באת לו טומאה חמורה,4070001458,29,29
ref-sifra.6.1-00.3.5-ref-sifra.6.1-00.3.13,ref-y.2.12.2.6.2.27-ref-y.2.12.2.6.2.41,308339,308389,ref-sifra.6.1-00.3.5,ref-sifra.6.1-00.3.13,1964890,1964968,ref-y.2.12.2.6.2.27,ref-y.2.12.2.6.2.41,בטומאה קלה אבל בטומאה חמורה אף רבי יהושע מודה רבי יוחנן אמר אף בטומאה חמורה,בטומאה קלה אבל בטומאה חמורה אף רבי יהושע מודה רבי יוחנן אמר אף בטומאה קלה אבל בטומאה חמורה אף רבי יהושע מודה רבי יוחנן אמר אף בטומאה חמורה,15,28,2240,2239.0,1901,1901.0,0.4565217391304347,0.0,13,בטומאה קלה אבל בטומאה חמורה אף רבי יהושע מודה רבי_יוחנן_אמר אף בטומאה חמורה,4070001459,15,28
ref-sifra.6.1-00.5.88-ref-sifra.6.1-00.5.96,ref-y.2.3.2.1.11.40-ref-y.2.3.2.1.11.48,309197,309246,ref-sifra.6.1-00.5.88,ref-sifra.6.1-00.5.96,1247463,1247513,ref-y.2.3.2.1.11.40,ref-y.2.3.2.1.11.48,כל דין שאתה דן תחלתו להחמיר וסופו להקל אינו דין ,כל דין שאתה דן תחילתו להחמיר וסופו להקל אינו דין ,1,10,905,904.0,1907,1903.0,0.0204081632653061,0.0,9,כל דין שאתה דן להחמיר וסופו להקל אינו דין,4070001460,10,10
ref-sifra.6.1-00.4.53-ref-sifra.6.1-00.5.106,ref-y.2.3.2.1.12.2-ref-y.2.3.2.1.12.117,308780,309283,ref-sifra.6.1-00.4.53,ref-sifra.6.1-00.5.106,1247591,1248144,ref-y.2.3.2.1.12.2,ref-y.2.3.2.1.12.117,בו אמר רבי יודה אשה כי תזריע וילדה זכר מה תלמוד לומר לפי שנאמר וטמאה שבעת ימי' וביום השמיני ימול שומע אני ביוצא חי שהוא מטמא את אמו טומאת לידה מניין ליוצא מת שהוא מטמא את אמו טומאת לידה אמר רבי יודה הרי אני דן מה אם ביוצא חי' שאינו מטמא את אמו ואת הבאין עמו ואת הבא עם אמו לאוהל מומאת שבעה מטמא את אמו טומאת לידה היוצא מת שהוא מטמא את אמו ואת הבאין עמו ואת הבא עם אמו לאוהל טומאת שבעה אינו דין שיטמא את אמו טומאת לידה אמרו לו לרבי יודה כל דין שתחילתו אתה דן להחמיר וסופו להקל אינו דין הא אם טיהר החי את אמו יטהר אף המת את אמו ואת הבאין עמו ואת הבא עם אמו לאוהל מומאת שבעה מטמא את אמו טומאת לידה היוצא מת שהוא מטמא את אמו ואת הבאין עמו ואת הבא עם אמו לאוהל טומאת שבעה אינו דין שיטמא את אמו טומאת לידה אמרו לו לרבי יודה כל דין שתחילתו אתה דן להחמיר וסופו להקל אינו דין הא אם טיהר החי את אמו יטהר אף המת את אמו,בו אמר רבי יודה אשה כי תזריע וילדה זכר מה תלמוד לומר לפי שנאמר וטמאה שבעת ימי' וביום השמיני ימול שומע אני ביוצא חי שהוא מטמא את אמו טומאת לידה מניין ליוצא מת שהוא מטמא את אמו טומאת לידה אמר רבי יודה הרי אני דן מה אם ביוצא חי' שאינו מטמא את אמו ואת הבאין עמו ואת הבא עם אמו לאוהל מומאת שבעה מטמא את אמו,179,66,906,906.0,1903,1903.0,0.6270136307311028,0.175,60,בו אמר_רבי_יודה אשה כי תזריע וילדה זכר מה_תלמוד_לומר לפי שנאמר וטמאה שבעת ימי' וביום השמיני ימול שומע אני ביוצא חי שהוא מטמא את אמו טומאת לידה מניין ליוצא מת שהוא מטמא את אמו טומאת לידה אמר_רבי_יודה הרי אני דן מה אם ביוצא חי' שאינו מטמא את אמו ואת הבאין עמו ואת הבא עם אמו לאוהל מומאת שבעה מטמא את אמו,4070001461,179,66
ref-sifra.6.1-00.5.88-ref-sifra.6.1-00.5.96,ref-y.2.3.2.1.13.53-ref-y.2.3.2.1.13.62,309197,309246,ref-sifra.6.1-00.5.88,ref-sifra.6.1-00.5.96,1248477,1248530,ref-y.2.3.2.1.13.53,ref-y.2.3.2.1.13.62,כל דין שאתה דן תחלתו להחמיר וסופו להקל אינו דין ,כל דין שאתה דן שתחילתו לה חמיר וסופו להקל אינו דין ,1,11,915,914.0,1908,1903.0,0.0588235294117647,0.2222222222222222,8,כל דין שאתה דן וסופו להקל אינו דין,4070001462,10,11
ref-sifra.6.1-00.7.2-ref-sifra.6.1-00.7.7,ref-y.6.7.3.2.1.15-ref-y.6.7.3.2.1.20,309524,309565,ref-sifra.6.1-00.7.2,ref-sifra.6.1-00.7.7,3578156,3578195,ref-y.6.7.3.2.1.15,ref-y.6.7.3.2.1.20,המפלת כמין דגים וחגבים ושקצים ורמשים ,המפלת כמין דגים וחגבים שקצים ורמשים ,6,6,4465,4465.0,1909,1909.0,0.027027027027027,0.0,5,המפלת כמין דגים וחגבים ורמשים,4070001463,6,6
ref-sifra.6.1-00.8.85-ref-sifra.6.1-00.9.2,ref-y.1.6.11.1.2.16-ref-y.1.6.11.1.2.31,310102,310217,ref-sifra.6.1-00.8.85,ref-sifra.6.1-00.9.2,631023,631112,ref-y.1.6.11.1.2.16,ref-y.1.6.11.1.2.31,ואינה מטמאה טומא' אוכלין משלך נתנו לך בדין היה שלא תטמא טומאת אוכלין והן אמרו שתטמא,ואינה מטמאה טומא' אוכלין משלך נתנו לך בדין היה שלא תטמא טומאת אוכלין והן אמרו שתטמא,16,16,370,370.0,1911,1911.0,0.0,0.0,16,ואינה מטמאה טומא' אוכלין משלך נתנו לך בדין היה שלא תטמא טומאת אוכלין והן אמרו שתטמא,4070001464,16,16
ref-sifra.6.1-00.8.100-ref-sifra.6.1-00.9.4,ref-y.2.3.2.1.12.16-ref-y.2.3.2.1.12.30,310179,310227,ref-sifra.6.1-00.8.100,ref-sifra.6.1-00.9.4,1247656,1247735,ref-y.2.3.2.1.12.16,ref-y.2.3.2.1.12.30,היא טמאה ואין הולד טמא וילדה וטמאה שבעת ימים ,וטמאה שבעת ימי' וביום השמיני ימול שומע אני ביוצא חי שהוא מטמא את אמו טומאת ,9,15,909,906.0,1917,1910.0,0.6933333333333334,0.8125,2,וטמאה שבעת,4070001465,9,15
ref-sifra.6.1-00.8.85-ref-sifra.6.1-00.9.2,ref-y.2.12.2.5.4.2-ref-y.2.12.2.5.4.19,310102,310217,ref-sifra.6.1-00.8.85,ref-sifra.6.1-00.9.2,1963816,1963914,ref-y.2.12.2.5.4.2,ref-y.2.12.2.5.4.19,טומאה תאמר בולד שיש לו טומאה הואיל ויש לו טומאה יהא טמא תלמוד לומר וטמאה היא טמאה ואין הולד טמא וילדה וטמאה ,אם ניטמאו ידיו ניטמא גופו אמר רבי חנניה לא שחידשו טומאה לחטאת אלא אמרו המיטמא טומאה קלה כמיטמא ,22,18,2230,2230.0,1912,1910.0,0.6759259259259259,0.8235294117647058,2,טומאה טומאה,4070001466,22,18
ref-sifra.6.1-00.8.85-ref-sifra.6.1-00.8.102,ref-y.3.5.5.2.6.59-ref-y.3.5.5.2.6.72,310102,310193,ref-sifra.6.1-00.8.85,ref-sifra.6.1-00.8.102,2302018,2302093,ref-y.3.5.5.2.6.59,ref-y.3.5.5.2.6.72,טומאה תאמר בולד שיש לו טומאה הואיל ויש לו טומאה יהא טמא תלמוד לומר וטמאה היא טמאה ואין ,היטמא אם תהיה כנף טמא נפש ונגעה בכל אלה היטמא ויענו הכהנים ויאמרו יטמא ,18,14,2741,2738.0,1910,1910.0,0.6896551724137931,0.8235294117647058,1,טמא,4070001467,18,14
ref-sifra.6.1-00.8.94-ref-sifra.6.1-00.9.14,ref-y.3.4.7.3.5.129-ref-y.3.4.7.4.1.30,310147,310286,ref-sifra.6.1-00.8.94,ref-sifra.6.1-00.9.14,2800426,2800596,ref-y.3.4.7.3.5.129,ref-y.3.4.7.4.1.30,טמא טומאת טמיאי ערב שלשה טמאים במת שנים טמאים טומאת שבעה אף ימי הסגר שבעה הלכה ר' רבי אלעזר אמר בשם רבי יהושע כו' תמן תנינן שנים טמאין במת אחד טמא טומאת שבעה ואחד טמא טומאת,שבעה אף ימי הסגר שבעה הלכה ר' רבי אלעזר אמר בשם רבי יהושע כו' תמן תנינן שנים טמאין במת אחד טמא טומאת שבעה ואחד טמא טומאת טמיאי ערב שלשה טמאים במת שנים טמאים טומאת שבעה,36,35,3160,3160.0,1913,1913.0,0.5755813953488372,0.0,20,שבעה אף ימי הסגר שבעה הלכה ר' רבי_אלעזר_אמר בשם_רבי_יהושע כו'_תמן_תנינן שנים טמאין במת אחד טמא טומאת שבעה ואחד טמא טומאת,4070001468,36,35
ref-sifra.6.1-00.8.94-ref-sifra.6.1-00.9.13,ref-y.3.4.7.4.1.32-ref-y.3.4.7.4.1.41,310147,310278,ref-sifra.6.1-00.8.94,ref-sifra.6.1-00.9.13,2800601,2800653,ref-y.3.4.7.4.1.32,ref-y.3.4.7.4.1.41,טומאה יהא טמא תלמוד לומר וטמאה היא טמאה ואין הולד טמא וילדה וטמאה שבעת ימים שתספור שבעה לולד האחרון הלא דין הוא מטמאה במת ,טמא טומאת ערב ארבעה טמאים במת שלשה טמאים טומאת שבעה ,24,10,3166,3166.0,1914,1913.0,0.7295081967213115,0.8235294117647058,2,טמא במת,4070001469,24,10
ref-sifra.6.1-00.11.23-ref-sifra.6.1-00.11.29,ref-y.6.7.2.7.2.103-ref-y.6.7.2.7.2.113,310688,310728,ref-sifra.6.1-00.11.23,ref-sifra.6.1-00.11.29,3574341,3574390,ref-y.6.7.2.7.2.103,ref-y.6.7.2.7.2.113,טומאה שהיא ממנה מטומאה שהיא ממנה ואל ,טמא דיהא מיכן טהור הא עמוק מיכן טמא לא אמרי' אלא ,7,11,4458,4458.0,1918,1918.0,0.6530612244897959,0.7777777777777778,0,,4070001470,7,11
ref-sifra.6.1-01.1.26-ref-sifra.6.1-01.1.34,ref-y.2.1.2.1.12.8-ref-y.2.1.2.1.12.17,311320,311368,ref-sifra.6.1-01.1.26,ref-sifra.6.1-01.1.34,922999,923058,ref-y.2.1.2.1.12.8,ref-y.2.1.2.1.12.17,כל הנימולים לא יהיו אלא ביום תלמוד לומר וביום ,לכל הנימולים שלא יהו נימולים אלא ביום תלמוד לומר וביום ,9,10,714,714.0,1919,1919.0,0.1636363636363636,0.3333333333333333,6,הנימולים אלא ביום תלמוד לומר וביום,4070001471,9,10
ref-sifra.6.1-01.2.8-ref-sifra.6.1-01.2.16,ref-y.2.3.2.1.12.15-ref-y.2.3.2.1.12.21,311403,311454,ref-sifra.6.1-01.2.8,ref-sifra.6.1-01.2.16,1247649,1247692,ref-y.2.3.2.1.12.15,ref-y.2.3.2.1.12.21,לאמרו אילו אמר וטמאה שבעת ימים ביום השמיני ימול ,שנאמר וטמאה שבעת ימי' וביום השמיני ימול ,9,7,908,906.0,1920,1920.0,0.2708333333333333,0.6363636363636364,4,וטמאה שבעת השמיני ימול,4070001472,9,7
ref-sifra.6.1-01.3.19-ref-sifra.6.1-01.3.28,ref-y.3.3.3.9.2.2-ref-y.3.3.3.9.2.11,311731,311787,ref-sifra.6.1-01.3.19,ref-sifra.6.1-01.3.28,2547773,2547826,ref-y.3.3.3.9.2.2,ref-y.3.3.3.9.2.11,בשמיני ימול' אפילו בשבת ומה אני מקיים מחלליה מות יומת ,השמיני ימול אפילו בשבת מה אני מקיים מחלליה מות יומת ,10,10,3001,3001.0,1921,1921.0,0.0555555555555555,0.4,5,אפילו בשבת מחלליה מות יומת,4070001473,10,10
ref-sifra.6.1-01.4.43-ref-sifra.6.1-01.5.57,ref-y.3.1.8.1.12.202-ref-y.3.1.8.1.12.264,312132,312436,ref-sifra.6.1-01.4.43,ref-sifra.6.1-01.5.57,2145746,2146071,ref-y.3.1.8.1.12.202,ref-y.3.1.8.1.12.264,עליו שימו' ערלתו וודאי דוחה את השבת ואין הספק דוחה את השבת ערלתו ערלתו ודאי דוחה את השבת אין אנדרוגינס דוחה את השבת שהיה רבי יודה אומר אנדרוגינס דוחין עליו את השבת וחייבין עליו כרת ערלתו ערלתו ודאי דוחה את השבת ואין בין השמשות דוחה את השבת ערלתו ערלתו ודאי דוחה את השבת אין שנולד מהול דוחה את השבת שבית שמאי אומ' צריך,עליו שימו' ערלתו וודאי דוחה את השבת ואין הספק דוחה את השבת ערלתו ערלתו ודאי דוחה את השבת אין אנדרוגינס דוחה את השבת שהיה רבי יודה אומר אנדרוגינס דוחין עליו את השבת וחייבין עליו כרת ערלתו ערלתו ודאי דוחה את השבת ואין בין השמשות דוחה את השבת ערלתו ערלתו ודאי דוחה את השבת אין שנולד מהול דוחה את השבת שבית שמאי אומ' צריך,63,63,2494,2494.0,1927,1927.0,0.0,0.0,41,עליו שימו' ערלתו וודאי דוחה_את_השבת ואין הספק דוחה_את_השבת ערלתו ערלתו ודאי דוחה_את_השבת אין אנדרוגינס דוחה_את_השבת שהיה רבי_יודה_אומר אנדרוגינס דוחין עליו_את_השבת וחייבין_עליו_כרת ערלתו ערלתו ודאי דוחה_את_השבת ואין בין השמשות דוחה_את_השבת ערלתו ערלתו ודאי דוחה_את_השבת אין שנולד מהול דוחה_את_השבת שבית שמאי אומ' צריך,4070001474,63,63
ref-sifra.6.1-01.3.38-ref-sifra.6.1-01.3.55,ref-y.3.3.3.9.2.2-ref-y.3.3.3.9.2.26,311833,311929,ref-sifra.6.1-01.3.38,ref-sifra.6.1-01.3.55,2547773,2547904,ref-y.3.3.3.9.2.2,ref-y.3.3.3.9.2.26,השמיני ימול אפילו בשבת מה אני מקיים מחלליה מות יומת אף במילה מה אני מקים בשמיני ימול חוץ מן השבת תלמוד לומר וביום אפילו בשבת מה אני מקיים מחלליה מות יומת אף במילה מה אני מקים בשמיני ימול חוץ מן השבת תלמוד לומר וביום אפילו,השמיני ימול אפילו בשבת מה אני מקיים מחלליה מות יומת אף במילה מה אני מקים בשמיני ימול חוץ מן השבת תלמוד לומר וביום אפילו בשבת מה אני מקיים מחלליה מות יומת אף במילה מה אני מקים בשמיני ימול חוץ מן השבת תלמוד לומר וביום אפילו,45,45,3002,3002.0,1922,1922.0,0.0,0.0,41,השמיני ימול אפילו בשבת מה_אני_מקיים מחלליה מות יומת אף במילה מה אני מקים בשמיני ימול חוץ מן השבת תלמוד לומר וביום אפילו בשבת מה_אני_מקיים מחלליה מות יומת אף במילה מה אני מקים בשמיני ימול חוץ מן השבת תלמוד לומר וביום אפילו,4070001475,45,45
ref-sifra.6.1-01.3.41-ref-sifra.6.1-01.4.44,ref-y.3.3.3.9.5.1-ref-y.3.3.3.9.5.40,311849,312139,ref-sifra.6.1-01.3.41,ref-sifra.6.1-01.4.44,2549535,2549718,ref-y.3.3.3.9.5.1,ref-y.3.3.3.9.5.40,ימול בשר ערלתו אף על פי שיש שם בהרת מה אני מקיים השמר בנגע הצרעת לשמור מאד ולעשות וגו' אף במילה מה אני מקיים ימול,ימול בשר ערלתו אף על פי שיש שם בהרת מה אני מקיים השמר בנגע הצרעת לשמור מאד ולעשות וגו' אף במילה מה אני מקיים ימול בשר ערלתו אף על פי שיש שם בהרת מה אני מקיים השמר בנגע הצרעת לשמור מאד ולעשות וגו' אף במילה מה אני מקיים ימול בשר ערלתו בזמן שאין שם בהרת תלמוד לומר בשר אף על פי שיש שם בהרת,20,54,3004,3004.0,1924,1924.0,0.6048951048951049,0.2222222222222222,18,ימול בשר ערלתו אף_על_פי_שיש שם בהרת מה_אני_מקיים השמר בנגע הצרעת לשמור מאד ולעשות וגו' אף במילה מה_אני_מקיים ימול,4070001476,25,64
ref-sifra.6.1-01.7.37-ref-sifra.6.1-01.7.53,ref-y.2.3.7.6.4.3-ref-y.2.3.7.6.4.15,312887,312983,ref-sifra.6.1-01.7.37,ref-sifra.6.1-01.7.53,1335331,1335398,ref-y.2.3.7.6.4.3,ref-y.2.3.7.6.4.15,שלשת סמוכים ושלשים יום ושלשת ימים מה תלמוד לומר שיכול נקבה שימי טומאתה מרובים ימי טהרתה מרובים ,שליש זבין שליש טמאין שליש טהורין ר' מנא בשם חזקיה זבין וטמאין רבין ,17,13,1052,1052.0,1929,1929.0,0.6842105263157895,0.9473684210526316,0,,4070001477,17,13
ref-sifra.6.1-01.7.50-ref-sifra.6.1-01.7.68,ref-y.2.5.2.4.1.118-ref-y.2.5.2.4.1.140,312960,313068,ref-sifra.6.1-01.7.50,ref-sifra.6.1-01.7.68,1415453,1415568,ref-y.2.5.2.4.1.118,ref-y.2.5.2.4.1.140,מרובים ימי טהרתה מרובים זכר שימי טומאתו מעוטים אינו דין שיהיו ימי טהרתו מרובים תלמוד לומר ושלשים יום ושלשת ,מיעוט ימים שנים אף רבים מיעוט רבים שלשה יכול שנים ושלשה הרי חמשה וכי נאמר ימים ורבים והלא לא נאמר אלא ימים רבים ,19,23,1214,1212.0,1930,1929.0,0.7232142857142857,0.9090909090909092,0,,4070001478,19,23
ref-sifra.6.1-01.8.1-ref-sifra.6.1-01.8.15,ref-y.2.3.9.4.2.18-ref-y.2.3.9.4.2.31,313216,313284,ref-sifra.6.1-01.8.1,ref-sifra.6.1-01.8.15,1368996,1369060,ref-y.2.3.9.4.2.18,ref-y.2.3.9.4.2.31,בכל קדש לא תגע יכול אף למעשר תלמוד לומר ואל המקדש לא תבא מה מקדש ,בכל קודש לא תגע ואל המקדש לא תבוא את שהוא חייב על אכילת קודש ,15,9,1117,1117.0,1932,1931.0,0.5692307692307692,0.5384615384615384,6,בכל לא תגע ואל המקדש לא,4070001479,15,14
ref-sifra.6.1-01.8.1-ref-sifra.6.1-01.8.13,ref-y.2.3.9.4.2.55-ref-y.2.3.9.4.2.62,313216,313276,ref-sifra.6.1-01.8.1,ref-sifra.6.1-01.8.13,1369173,1369209,ref-y.2.3.9.4.2.55,ref-y.2.3.9.4.2.62,בכל קדש לא תגע יכול אף למעשר תלמוד לומר ואל המקדש לא תבא ,בכל קודש לא תגע ואל המקדש לא תבוא ,13,3,1119,1119.0,1931,1931.0,0.4736842105263157,0.4,6,בכל לא תגע ואל המקדש לא,4070001480,13,8
ref-sifra.6.1-01.8.52-ref-sifra.6.1-01.8.67,ref-y.2.3.9.4.2.19-ref-y.2.3.9.4.2.25,313458,313541,ref-sifra.6.1-01.8.52,ref-sifra.6.1-01.8.67,1369001,1369032,ref-y.2.3.9.4.2.19,ref-y.2.3.9.4.2.25,קדש משמע נגיעה אף מקדש משמע נגיעה ומנין שלא בנגיעה תלמוד לומר ואל המקדש לא תבא ,קודש לא תגע ואל המקדש לא תבוא ,16,2,1118,1117.0,1933,1933.0,0.6708860759493671,0.6923076923076923,3,ואל המקדש לא,4070001481,16,7
ref-sifra.6.1-01.8.52-ref-sifra.6.1-01.8.67,ref-y.2.3.9.4.2.56-ref-y.2.3.9.4.2.62,313458,313541,ref-sifra.6.1-01.8.52,ref-sifra.6.1-01.8.67,1369178,1369209,ref-y.2.3.9.4.2.56,ref-y.2.3.9.4.2.62,קדש משמע נגיעה אף מקדש משמע נגיעה ומנין שלא בנגיעה תלמוד לומר ואל המקדש לא תבא ,קודש לא תגע ואל המקדש לא תבוא ,16,2,1120,1119.0,1934,1933.0,0.6708860759493671,0.6923076923076923,3,ואל המקדש לא,4070001482,16,7
ref-sifra.6.1-02.2.13-ref-sifra.6.1-02.2.22,ref-y.3.5.3.5.2.5-ref-y.3.5.3.5.2.19,313782,313837,ref-sifra.6.1-02.2.13,ref-sifra.6.1-02.2.22,2286565,2286639,ref-y.3.5.3.5.2.5,ref-y.3.5.3.5.2.19,תהיה טמאה שבעים אמר להם טימא וטיהר בזכר וטימא וטיהר ,וטהורה היא זו טהורה לא שבאו לה עדים שהיא טמאה אם לא נטמאה האשה וטהורה ,10,15,2682,2682.0,1935,1935.0,0.6714285714285714,0.7272727272727273,1,טמאה,4070001483,10,15
ref-sifra.6.1-03.1.168-ref-sifra.6.1-03.1.185,ref-y.2.12.1.2.1.45-ref-y.2.12.1.2.1.58,316111,316212,ref-sifra.6.1-03.1.168,ref-sifra.6.1-03.1.185,1927863,1927935,ref-y.2.12.1.2.1.45,ref-y.2.12.1.2.1.58,לקרבן יחיד ראויה לקרבן צבור תאמרו במפלת אור פא שהרי הלילות אינן ראוים לא לקרבן יחיד ולא לקרבן ,לא מוטב ללמד קרבן יחיד מקרבן יחיד ולא ללמד קרבן יחיד מקרבן ציבור אמרו ,18,14,2078,2078.0,1936,1936.0,0.6595744680851063,0.7333333333333334,3,לא יחיד ולא,4070001484,18,14
ref-sifra.6.1-03.4.11-ref-sifra.6.1-03.4.17,ref-y.3.4.8.2.10.17-ref-y.3.4.8.2.10.31,316710,316742,ref-sifra.6.1-03.4.11,ref-sifra.6.1-03.4.17,2808957,2809021,ref-y.3.4.8.2.10.17,ref-y.3.4.8.2.10.31,ומביאה אותם אל פתח אוהל מועד אל ,פתח אהל מועד הראו לבוא אל פתח אחל מועד יצא זה שאינו ראוי לבוא אל ,7,15,3205,3205.0,1937,1937.0,0.6461538461538462,0.6666666666666667,4,אל פתח מועד אל,4070001485,7,15
ref-sifra.6.1-03.6.14-ref-sifra.6.1-03.6.35,ref-y.6.7.2.6.1.95-ref-y.6.7.2.6.1.111,317040,317166,ref-sifra.6.1-03.6.14,ref-sifra.6.1-03.6.35,3573170,3573258,ref-y.6.7.2.6.1.95,ref-y.6.7.2.6.1.111,דמיה מלמד שדמים הרבה טמאים בה האדום והשחור וכקרן כרכום וכמימי אדמה וכמזוג בית שמאי אומרים אף כמימי תלתן וכמימי בשר צלי ,לדם מיבן שיש דמים טמאין ויש דמים טהורין בית שמאי אומרים אף כמימי תלתן וכמימי בשר צלי ,22,17,4452,4452.0,1938,1938.0,0.4453781512605042,0.6363636363636364,7,בית_שמאי_אומרים אף כמימי תלתן וכמימי בשר צלי,4070001486,22,17
ref-sifra.6.1-03.6.31-ref-sifra.6.1-03.6.35,ref-y.6.7.2.6.1.135-ref-y.6.7.2.6.1.139,317139,317166,ref-sifra.6.1-03.6.31,ref-sifra.6.1-03.6.35,3573369,3573396,ref-y.6.7.2.6.1.135,ref-y.6.7.2.6.1.139,כמימי תלתן וכמימי בשר צלי ,כמימי תלתן וכמימי בשר צלי ,5,5,4455,4455.0,1939,1938.0,0.0,0.0,5,כמימי תלתן וכמימי בשר צלי,4070001487,5,5
ref-sifra.6.1-03.6.58-ref-sifra.6.1-03.6.77,ref-y.4.10.3.2.10.122-ref-y.4.10.3.2.10.145,317305,317413,ref-sifra.6.1-03.6.58,ref-sifra.6.1-03.6.77,3531155,3531277,ref-y.4.10.3.2.10.122,ref-y.4.10.3.2.10.145,מביא שני קרבנות ואם לאו מביא שלשה קרבנות היך עבידא מביא על הראשון ועל השיני אחד ועל השלישי ועל הרביעי אחד אם הביא על,מביא שני קרבנות ואם לאו מביא שלשה קרבנות היך עבידא מביא על הראשון ועל השיני אחד ועל השלישי ועל הרביעי אחד אם הביא על,24,24,4407,4407.0,1940,1940.0,0.0,0.0,22,מביא שני קרבנות ואם לאו מביא שלשה קרבנות היך עבידא מביא על_הראשון_ועל השיני אחד ועל השלישי ועל הרביעי אחד אם הביא על,4070001488,24,24
