baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifra,baseOrder,grp-ref-t,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-t.5.3.6.1.8-ref-t.5.3.6.1.12,ref-sifra.2.7-09.3.56-ref-sifra.2.7-09.3.60,1116929,1116959,ref-t.5.3.6.1.8,ref-t.5.3.6.1.12,42705,42735,ref-sifra.2.7-09.3.56,ref-sifra.2.7-09.3.60,קדשי קדשים ואימורי קדשים קלים ,קדשי קדשים ואימורי קדשים קלים ,5,5,122,121.0,1911,1907.0,0.0,0.0,5,קדשי קדשים ואימורי קדשים קלים,2040001418,5,5
ref-t.5.3.6.1.7-ref-t.5.3.6.1.15,ref-sifra.2.12-14.3.34-ref-sifra.2.12-14.3.42,1116920,1116981,ref-t.5.3.6.1.7,ref-t.5.3.6.1.15,63313,63367,ref-sifra.2.12-14.3.34,ref-sifra.2.12-14.3.42,ואימורי קדשי קדשים ואימורי קדשים קלים וקומץ ולבונה ומנחת ,ואמורי אשם ואמורי קדשי קדשים ואמורי קדשים קלים מנחת ,9,9,194,192.0,1909,1907.0,0.4385964912280701,0.5555555555555556,4,קדשי קדשים קדשים קלים,2040001419,9,9
ref-t.5.3.6.1.7-ref-t.5.3.6.1.12,ref-sifra.3.11-20.1.25-ref-sifra.3.11-20.1.38,1116920,1116959,ref-t.5.3.6.1.7,ref-t.5.3.6.1.12,144639,144728,ref-sifra.3.11-20.1.25,ref-sifra.3.11-20.1.38,קדשי קדשים בשרם ואימוריהם לפני זריקת דמים ואימוריהם לאחר זריקת דמים ואימורי קדשים קלים,קדשי קדשים בשרם ואימוריהם לפני זריקת דמים ואימוריהם לאחר זריקת דמים ואימורי קדשים קלים,12,12,575,575.0,1908,1908.0,0.0,0.0,12,קדשי קדשים בשרם ואימוריהם לפני זריקת דמים ואימוריהם לאחר_זריקת_דמים ואימורי קדשים קלים,2040001420,12,12
ref-t.5.3.6.1.7-ref-t.5.3.6.1.15,ref-sifra.4.1-02.9.44-ref-sifra.4.1-02.9.60,1116920,1116981,ref-t.5.3.6.1.7,ref-t.5.3.6.1.15,168836,168942,ref-sifra.4.1-02.9.44,ref-sifra.4.1-02.9.60,ואימורי קדשי קדשים ואימורי קדשים קלים וקומץ ולבונה ומנחת ,ואמורי אשם ואמורי קדשי קדשים ואמורי קדשים קלים תלמוד לומר עליה חלבי השלמים מנין הקומץ והלבונה ומנחת ,9,14,711,709.0,1910,1907.0,0.47,0.5384615384615384,3,קדשי קדשים ומנחת,2040001421,9,14
ref-t.5.3.6.1.6-ref-t.5.3.6.1.11,ref-sifra.10.6-10.3.9-ref-sifra.10.6-10.3.17,1116916,1116954,ref-t.5.3.6.1.6,ref-t.5.3.6.1.11,462657,462711,ref-sifra.10.6-10.3.9,ref-sifra.10.6-10.3.17,עלה ואימורי קדשי קדשים ואימורי קדשים ,עולה מנין אימורי חטאת ואימורי אשם ואימורי קדשי קדשים ,6,9,2721,2721.0,1907,1907.0,0.4528301886792453,0.4285714285714286,3,ואימורי ואימורי קדשים,2040001422,6,9
ref-t.5.3.6.3.24-ref-t.5.3.6.3.31,ref-sifra.2.7-09.3.53-ref-sifra.2.7-09.3.60,1117276,1117323,ref-t.5.3.6.3.24,ref-t.5.3.6.3.31,42688,42735,ref-sifra.2.7-09.3.53,ref-sifra.2.7-09.3.60,היו מולחין פסולי קדשי קדשים ואימורי קדשים קלים ,היו שורפים פסולי קדשי קדשים ואימורי קדשים קלים ,8,8,121,121.0,1913,1913.0,0.0851063829787234,0.2857142857142857,7,היו פסולי קדשי קדשים ואימורי קדשים קלים,2040001423,8,8
ref-t.5.3.6.3.27-ref-t.5.3.6.3.34,ref-sifra.2.12-14.3.37-ref-sifra.2.12-14.3.42,1117293,1117346,ref-t.5.3.6.3.27,ref-t.5.3.6.3.34,63333,63367,ref-sifra.2.12-14.3.37,ref-sifra.2.12-14.3.42,קדשי קדשים ואימורי קדשים קלים הקומץ והלבונה ומנחת ,קדשי קדשים ואמורי קדשים קלים מנחת ,8,6,198,192.0,1916,1913.0,0.32,0.5,4,קדשי קדשים קדשים קלים,2040001424,8,6
ref-t.5.3.6.3.27-ref-t.5.3.6.3.31,ref-sifra.3.11-20.1.25-ref-sifra.3.11-20.1.38,1117293,1117323,ref-t.5.3.6.3.27,ref-t.5.3.6.3.31,144639,144728,ref-sifra.3.11-20.1.25,ref-sifra.3.11-20.1.38,קדשי קדשים ואימורי קדשים קלים ,קדשי קדשים בשרם ואימוריהם לפני זריקת דמים ואימוריהם לאחר זריקת דמים ואימורי קדשים קלים ,5,12,577,575.0,1915,1913.0,0.6551724137931034,0.6,5,קדשי קדשים ואימורי קדשים קלים,2040001425,5,12
ref-t.5.3.6.3.27-ref-t.5.3.6.3.34,ref-sifra.4.1-02.9.47-ref-sifra.4.1-02.9.60,1117293,1117346,ref-t.5.3.6.3.27,ref-t.5.3.6.3.34,168856,168942,ref-sifra.4.1-02.9.47,ref-sifra.4.1-02.9.60,קדשי קדשים ואימורי קדשים קלים הקומץ והלבונה ומנחת ,קדשי קדשים ואמורי קדשים קלים תלמוד לומר עליה חלבי השלמים מנין הקומץ והלבונה ומנחת ,8,11,712,709.0,1917,1913.0,0.4268292682926829,0.5,5,קדשי קדשים הקומץ והלבונה ומנחת,2040001426,8,11
ref-t.5.3.6.3.26-ref-t.5.3.6.3.30,ref-sifra.4.4-08.5.14-ref-sifra.4.4-08.5.23,1117287,1117318,ref-t.5.3.6.3.26,ref-t.5.3.6.3.30,185834,185890,ref-sifra.4.4-08.5.14,ref-sifra.4.4-08.5.23,פסולי קדשי קדשים ואימורי קדשים ,פסולי קדשי קדשים ואימורי קדשים קלים תלמוד לומר כל בקדש ,5,7,859,859.0,1914,1913.0,0.4363636363636363,0.3333333333333333,4,פסולי קדשי קדשים ואימורי,2040001427,5,7
ref-t.5.3.6.5.10-ref-t.5.3.6.5.14,ref-sifra.2.7-09.3.56-ref-sifra.2.7-09.3.60,1117579,1117609,ref-t.5.3.6.5.10,ref-t.5.3.6.5.14,42705,42735,ref-sifra.2.7-09.3.56,ref-sifra.2.7-09.3.60,קדשי קדשים ואימורי קדשים קלים ,קדשי קדשים ואימורי קדשים קלים ,5,5,123,121.0,1922,1918.0,0.0,0.0,5,קדשי קדשים ואימורי קדשים קלים,2040001428,5,5
ref-t.5.3.6.5.9-ref-t.5.3.6.5.23,ref-sifra.2.12-14.3.34-ref-sifra.2.12-14.3.52,1117570,1117662,ref-t.5.3.6.5.9,ref-t.5.3.6.5.23,63313,63426,ref-sifra.2.12-14.3.34,ref-sifra.2.12-14.3.52,ואימורי קדשי קדשים ואימורי קדשים קלים ומנחת כהנים ומנחת כהן משיח ומנחת נסכים ועולת העוף ,ואמורי אשם ואמורי קדשי קדשים ואמורי קדשים קלים מנחת כהנים ומנחת כהן משיח ומנחת נסכים ואיברי עולה ועולת העוף ,10,14,195,192.0,1921,1918.0,0.2222222222222222,0.4166666666666666,7,קדשי קדשים קדשים קלים כהנים_ומנחת_כהן_משיח_ומנחת_נסכים ועולת העוף,2040001429,10,14
ref-t.5.3.6.5.9-ref-t.5.3.6.5.14,ref-sifra.3.11-20.1.25-ref-sifra.3.11-20.1.38,1117570,1117609,ref-t.5.3.6.5.9,ref-t.5.3.6.5.14,144639,144728,ref-sifra.3.11-20.1.25,ref-sifra.3.11-20.1.38,קדשי קדשים בשרם ואימוריהם לפני זריקת דמים ואימוריהם לאחר זריקת דמים ואימורי קדשים קלים,קדשי קדשים בשרם ואימוריהם לפני זריקת דמים ואימוריהם לאחר זריקת דמים ואימורי קדשים קלים,12,12,578,578.0,1920,1920.0,0.0,0.0,12,קדשי קדשים בשרם ואימוריהם לפני זריקת דמים ואימוריהם לאחר_זריקת_דמים ואימורי קדשים קלים,2040001430,12,12
ref-t.5.3.6.5.5-ref-t.5.3.6.5.27,ref-sifra.4.1-02.9.35-ref-sifra.4.1-02.9.60,1117549,1117689,ref-t.5.3.6.5.5,ref-t.5.3.6.5.27,168790,168942,ref-sifra.4.1-02.9.35,ref-sifra.4.1-02.9.60,כל הלילה איברי עולה ואימורי קדשי קדשים ואימורי קדשים קלים ומנחת כהנים ומנחת כהן משיח ומנחת נסכים ועולת העוף אבל הקומץ והלבונה ומנחת ,כל העולות תלמוד לומר עליה  מנין לאמורי חטאת ואמורי אשם ואמורי קדשי קדשים ואמורי קדשים קלים תלמוד לומר עליה חלבי השלמים מנין הקומץ והלבונה ומנחת ,18,20,709,709.0,1918,1918.0,0.5625,0.5909090909090908,6,כל קדשי קדשים הקומץ והלבונה ומנחת,2040001431,18,20
ref-t.5.3.6.5.8-ref-t.5.3.6.5.13,ref-sifra.10.6-10.3.9-ref-sifra.10.6-10.3.17,1117565,1117604,ref-t.5.3.6.5.8,ref-t.5.3.6.5.13,462657,462711,ref-sifra.10.6-10.3.9,ref-sifra.10.6-10.3.17,עולה ואימורי קדשי קדשים ואימורי קדשים ,עולה מנין אימורי חטאת ואימורי אשם ואימורי קדשי קדשים ,6,9,2722,2721.0,1919,1918.0,0.4339622641509434,0.4285714285714286,4,עולה ואימורי ואימורי קדשים,2040001432,6,9
ref-t.5.3.6.5.36-ref-t.5.3.6.5.73,ref-sifra.4.1-01.14.46-ref-sifra.4.1-01.15.15,1117732,1117929,ref-t.5.3.6.5.36,ref-t.5.3.6.5.73,164898,165009,ref-sifra.4.1-01.14.46,ref-sifra.4.1-01.15.15,מעלן מן הארץ למזבח כל הלילה הא מה אני מקיים כל הלילה שיהא נותנם מבא השמש והם מתעכלים והולכים כל הלילה,מעלן מן הארץ למזבח כל הלילה הא מה אני מקיים כל הלילה שיהא נותנם מבא השמש והם מתעכלים והולכים כל הלילה,18,18,705,705.0,1924,1924.0,0.0,0.0,18,מעלן מן הארץ למזבח כל הלילה הא_מה_אני_מקיים כל הלילה שיהא נותנם מבא השמש והם מתעכלים והולכים כל הלילה,2040001433,18,18
ref-t.5.3.6.7.6-ref-t.5.3.6.8.21,ref-sifra.2.12-00.5.21-ref-sifra.2.12-00.6.38,1118063,1118237,ref-t.5.3.6.7.6,ref-t.5.3.6.8.21,61207,61612,ref-sifra.2.12-00.5.21,ref-sifra.2.12-00.6.38,שאר וצריך לומר וכל דבש ומנין המעלה מבשר חטאת ומבשר אשם ומבשר קדשי קדשים ומבשר קדשים קלים ומותר העומר ושתי הלחם ולחם הפנים ושירי מנחות והקטירם מן השאור ומן הדבש עובר בלא תעשה תלמוד לומר כי כל שאר וכל דבש לא תקטירו ממנו,שאור הותר מכללו למקדש ודבש לא הותר מכללו למקדש דבש הותר בשירי מנחות ושאור לא הותר בשירי מנחות הא לפי שיש בשאור מה שאין בדבש ובדבש מה שאין בשאור צריך לומר כל שאר וצריך לומר וכל דבש ומנין המעלה מבשר חטאת ומבשר אשם ומבשר קדשי קדשים ומבשר קדשים קלים ומותר העומר ושתי הלחם ולחם הפנים ושירי מנחות והקטירם מן השאור ומן הדבש עובר בלא תעשה תלמוד לומר כי כל שאר וכל דבש לא תקטירו ממנו,38,68,185,184.0,1927,1927.0,0.4197860962566845,0.1818181818181817,38,שאר וצריך לומר וכל דבש ומנין המעלה מבשר חטאת ומבשר אשם ומבשר קדשי קדשים ומבשר קדשים קלים ומותר העומר ושתי הלחם_ולחם_הפנים ושירי מנחות והקטירם מן השאור ומן הדבש עובר בלא תעשה תלמוד_לומר_כי_כל שאר וכל דבש לא תקטירו ממנו,2040001434,38,68
ref-t.5.3.6.7.8-ref-t.5.3.6.7.16,ref-sifra.2.12-14.3.33-ref-sifra.2.12-14.3.41,1118075,1118124,ref-t.5.3.6.7.8,ref-t.5.3.6.7.16,63308,63362,ref-sifra.2.12-14.3.33,ref-sifra.2.12-14.3.41,חטאת ומבשר אשם מבשר קדשי קדשים ומבשר קדשים קלים ,חטאת ואמורי אשם ואמורי קדשי קדשים ואמורי קדשים קלים ,9,9,193,192.0,1928,1926.0,0.25,0.375,6,חטאת אשם קדשי קדשים קדשים קלים,2040001435,9,9
ref-t.5.3.6.7.6-ref-t.5.3.6.8.7,ref-sifra.10.6-10.9.2-ref-sifra.10.6-10.9.20,1118063,1118172,ref-t.5.3.6.7.6,ref-t.5.3.6.8.7,464113,464218,ref-sifra.10.6-10.9.2,ref-sifra.10.6-10.9.20,המעלה מבשר חטאת ומבשר אשם מבשר קדשי קדשים ומבשר קדשים קלים מותר העומר ושתי הלחם ולחם הפנים ושירי מנחות ,המעלה מבשר חטאת מבשר אשם מבשר קודש קדשים מבשר קדשים קלים מותר העומר ושתי הלחם ולחם הפנים ושירי מנחות ,17,17,2776,2775.0,1926,1926.0,0.0388349514563106,0.0714285714285714,14,המעלה מבשר חטאת אשם מבשר קדשים קדשים קלים מותר העומר ושתי הלחם_ולחם_הפנים ושירי מנחות,2040001436,17,17
ref-t.5.3.6.9.15-ref-t.5.3.6.10.3,ref-sifra.2.12-00.2.15-ref-sifra.2.12-00.2.22,1118307,1118356,ref-t.5.3.6.9.15,ref-t.5.3.6.10.3,60215,60252,ref-sifra.2.12-00.2.15,ref-sifra.2.12-00.2.22,המנחה אשר תקריבו לייי לא תעשה חמץ רקיקי מנחת ישר ,המנחה אשר תקריבו לה' לא תעשה חמץ אשר ,10,8,180,180.0,1931,1931.0,0.3061224489795918,0.375,6,המנחה אשר תקריבו לא תעשה חמץ,2040001437,10,8
ref-t.5.3.6.11.32-ref-t.5.3.6.11.36,ref-sifra.5.1.15.144-ref-sifra.5.1.15.148,1118826,1118855,ref-t.5.3.6.11.32,ref-t.5.3.6.11.36,241913,241949,ref-sifra.5.1.15.144,ref-sifra.5.1.15.148,תכלת וארגמן ותולעת שני ושש ,בתכלת ובארגמן ובתולעת השני ובשש ,5,5,1271,1269.0,1932,1932.0,0.15625,0.75,0,,2040001438,5,5
ref-t.5.3.6.19.60-ref-t.5.3.6.19.70,ref-sifra.12.10-13.3.162-ref-sifra.12.10-13.4.16,1120923,1120971,ref-t.5.3.6.19.60,ref-t.5.3.6.19.70,582691,582773,ref-sifra.12.10-13.3.162,ref-sifra.12.10-13.4.16,שנה קרבו כבשים בלא לחם אף כן יקרבו כבשים בלא לחם ,כאן והקרבתם על הלחם חובה ללחם שבעת כבשים תמימים בני שנה כבשים אף על פי שאין לחם ,11,14,3271,3271.0,1934,1933.0,0.6125,0.7142857142857143,3,כבשים כבשים לחם,2040001439,11,14
ref-t.5.3.6.19.30-ref-t.5.3.6.20.2,ref-sifra.12.10-13.9.18-ref-sifra.12.10-13.10.13,1120775,1121042,ref-t.5.3.6.19.30,ref-t.5.3.6.20.2,584207,584424,ref-sifra.12.10-13.9.18,ref-sifra.12.10-13.10.13,ננס לא כי אלא כבשים מעכבין את הלחם ולא הלחם מעכבן אמ' לו ר' עקיב' עדאן דבר שקול מכריע אמ' בן ננס אני אכריע וכן מצינו כשהיו ישראל במדבר ארבעים שנה קרבו כבשים בלא לחם אף כן יקרבו כבשים בלא לחם אמ' ר' שמעון הלכה מדרש כדברי בן ננס אבל אין הטעם כדבריו נמצאתה אומ' ,ננס לא כי אלא כבשים אף על פי שאין לחם אמר רבי הדבר שקול מי מכריע אמר לו בן ננס אני אכריע שכן מצאנו במדבר ארבעים שנה קרבו כבשים בלא לחם אף כאן בלא לחם אמר ר' שמעון הלכה כדברי בן ננס אבל אין הטעם כדבריו שכל האמור ,51,43,3278,3278.0,1933,1933.0,0.3359073359073359,0.5277777777777778,29,ננס לא כי אלא כבשים שקול מכריע בן ננס אני אכריע במדבר ארבעים שנה קרבו כבשים בלא לחם אף בלא לחם הלכה כדברי בן ננס אבל אין הטעם כדבריו,2040001440,51,43
ref-t.5.3.6.20.17-ref-t.5.3.6.20.27,ref-sifra.12.12-17.13.38-ref-sifra.12.12-17.13.47,1121128,1121193,ref-t.5.3.6.20.17,ref-t.5.3.6.20.27,601361,601420,ref-sifra.12.12-17.13.38,ref-sifra.12.12-17.13.47,בעומר ובקרב עמו שהוא חמשים יום נתחייבו בשתי הלחם ובקרב עמהן ,לעומר ולקרב עמו ולשתי הלחם ולקרב עמהם לא שמענו וכשהוא ,11,10,3336,3336.0,1936,1935.0,0.6,0.8,2,עמו הלחם,2040001441,11,10
ref-t.5.3.6.20.3-ref-t.5.3.6.20.31,ref-sifra.13.1-00.3.4-ref-sifra.13.1-00.3.28,1121043,1121217,ref-t.5.3.6.20.3,ref-t.5.3.6.20.31,612426,612576,ref-sifra.13.1-00.3.4,ref-sifra.13.1-00.3.28,כיון שעברו ישראל את הירדן נתחייבו בחלה ובערלה ובחדש הגיע ששה עשר בניסן נתחייבו בעומר ובקרב עמו שהוא חמשים יום נתחייבו בשתי הלחם ובקרב עמהן לארבע עשרה שנה נתחייבו ,כיון שעברו ישראל את הירדן נתחייבו בחלה ובערלה ובחדש הגיע ששה עשר בניסן נתחייבו בעומר שהו חמשים יום נתחייבו בשתי הלחם לארבעה עשרה שנה נתחייבו ,29,25,3368,3368.0,1935,1935.0,0.1419753086419753,0.125,23,כיון שעברו ישראל את הירדן נתחייבו בחלה ובערלה ובחדש הגיע ששה עשר בניסן נתחייבו בעומר חמשים יום נתחייבו בשתי הלחם עשרה שנה נתחייבו,2040001442,29,25
ref-t.5.3.6.20.58-ref-t.5.3.6.20.69,ref-sifra.8.1-00.12.49-ref-sifra.8.1-00.12.58,1121363,1121436,ref-t.5.3.6.20.58,ref-t.5.3.6.20.69,367968,368035,ref-sifra.8.1-00.12.49,ref-sifra.8.1-00.12.58,שנה ראשונה ושנייה ושלישית ואחר כך נתחייבו בנטע רבעי לעשרי' ואחת שנה ,כרביע כרע המיטה אחד לשנים ושנים לארבעה ומזים ושונים ומשלשים ,12,10,2096,2092.0,1939,1937.0,0.7794117647058824,0.9375,0,,2040001443,12,10
ref-t.5.3.6.20.51-ref-t.5.3.6.20.76,ref-sifra.13.1-00.3.22-ref-sifra.13.1-00.3.40,1121311,1121473,ref-t.5.3.6.20.51,ref-t.5.3.6.20.76,612532,612655,ref-sifra.13.1-00.3.22,ref-sifra.13.1-00.3.40,נתחייבו בשתי הלחם לארבעה עשרה שנה נתחייבו במעשרות והתחילו מונים לשמיטה לעשרים ואחת עשו שמיטה לששים וארבע עשו יובל,נתחייבו בשתי הלחם לארבעה עשרה שנה נתחייבו במעשרות והתחילו מונים לשמיטה לעשרים ואחת עשו שמיטה לששים וארבע עשו יובל,19,19,3369,3369.0,1937,1937.0,0.0,0.0,19,נתחייבו בשתי הלחם לארבעה עשרה שנה נתחייבו במעשרות והתחילו מונים לשמיטה לעשרים ואחת עשו שמיטה לששים וארבע עשו יובל,2040001444,19,19
ref-t.5.3.6.20.81-ref-t.5.3.6.20.92,ref-sifra.12.10-13.9.45-ref-sifra.12.10-13.9.51,1121491,1121553,ref-t.5.3.6.20.81,ref-t.5.3.6.20.92,584325,584354,ref-sifra.12.10-13.9.45,ref-sifra.12.10-13.9.51,קרבו כבשים בלא לחם מפני שהכבשים מתירין את עצמן ולא הלחם בלא ,קרבו כבשים בלא לחם אף כאן בלא ,12,7,3279,3278.0,1941,1940.0,0.5333333333333333,0.6666666666666667,5,קרבו כבשים בלא לחם בלא,2040001445,12,7
ref-t.5.3.6.20.79-ref-t.5.3.6.20.97,ref-sifra.12.10-13.10.35-ref-sifra.12.10-13.10.52,1121482,1121576,ref-t.5.3.6.20.79,ref-t.5.3.6.20.97,584549,584639,ref-sifra.12.10-13.10.35,ref-sifra.12.10-13.10.52,אני אומ' קרבו כבשים בלא לחם מפני שהכבשים מתירין את עצמן ולא הלחם בלא כבשים אין לו מי יתירנו ,אני אומר יקרבו כבשים בלא לחם שהכבשים מתירים את עצמם ולא לחם בלא כבשים שאין לו מי יתירנו ,19,18,3280,3280.0,1940,1940.0,0.1195652173913043,0.5,12,אני כבשים בלא לחם שהכבשים את ולא בלא כבשים לו מי יתירנו,2040001446,19,18
ref-t.5.3.7.1.25-ref-t.5.3.7.2.9,ref-sifra.4.3-00.6.3-ref-sifra.4.3-00.7.16,1121699,1121798,ref-t.5.3.7.1.25,ref-t.5.3.7.2.9,174466,174693,ref-sifra.4.3-00.6.3,ref-sifra.4.3-00.7.16,יכול יביא חצי עשרון בבקר וחצי עשרון בערב תלמוד לומר מחציתה בבקר ומחציתה בערב מביא מחציתה בבקר ומחציתה בערב כיצד הוא עושה מביא עשרון שלם וחוצהו מקריב מחצה בבקר ומחצית בערב נטמא חציו של בין,מחצית בבקר ומחצית בערב יכול יביא חצי עשרון בבקר וחצי עשרון בערב תלמוד לומר מחציתה בבקר ומחציתה בערב מביא מחציתה בבקר ומחציתה בערב כיצד הוא עושה מביא עשרון שלם וחוצהו מקריב מחצה בבקר ומחצית בערב נטמא חציו של בין,33,37,739,739.0,1942,1942.0,0.1095238095238095,0.0,33,יכול יביא חצי עשרון בבקר וחצי עשרון בערב תלמוד לומר מחציתה בבקר ומחציתה בערב מביא מחציתה בבקר ומחציתה בערב כיצד_הוא_עושה מביא עשרון שלם וחוצהו מקריב מחצה בבקר ומחצית בערב נטמא חציו של בין,2040001447,33,37
ref-t.5.3.7.1.26-ref-t.5.3.7.1.31,ref-sifra.4.3-00.8.25-ref-sifra.4.3-00.9.8,1121704,1121736,ref-t.5.3.7.1.26,ref-t.5.3.7.1.31,174898,174987,ref-sifra.4.3-00.8.25,ref-sifra.4.3-00.9.8,חציה בבקר תקרב חציה בין הערבים ,מחציתה בבקר ומחציתה בערב מחציתה  מביא בערב כיצד הוא עושה מביא עשרון שלם וחוצהו מקריב ,6,13,745,745.0,1944,1942.0,0.6705882352941176,0.8461538461538461,1,בבקר,2040001448,6,13
ref-t.5.3.7.3.3-ref-t.5.3.7.3.26,ref-sifra.5.1.9.21-ref-sifra.5.1.9.38,1121840,1121975,ref-t.5.3.7.3.3,ref-t.5.3.7.3.26,239283,239380,ref-sifra.5.1.9.21,ref-sifra.5.1.9.38,בא לו לקרבן העם תדע שקרבנו מכפר יותר מקרבן העם שקרבן העם אינו מכפר על הכהנים וקרבנו מכפר,בא לו לקרבן העם תדע שקרבנו מכפר יותר מקרבן העם שקרבן העם אינו מכפר על הכהנים וקרבנו מכפר,18,18,1256,1256.0,1945,1945.0,0.0,0.0,18,בא לו לקרבן העם תדע שקרבנו מכפר יותר מקרבן העם שקרבן העם אינו מכפר על הכהנים וקרבנו מכפר,2040001449,18,18
ref-t.5.3.7.3.5-ref-t.5.3.7.3.15,ref-sifra.10.4-05.3.10-ref-sifra.10.4-05.3.28,1121850,1121910,ref-t.5.3.7.3.5,ref-t.5.3.7.3.15,445166,445268,ref-sifra.10.4-05.3.10,ref-sifra.10.4-05.3.28,ברגל יקרבו בראש חדש לא קרבו בראש חדש יקרבו ביום הכפורים ,רגלים ושעירי ראשי חדשים מכפרים דברי ר' יהודה ר' שמעון אומר שעירי רגלים מכפרים אבל לא שעירי ראשי חדשים ,11,14,2621,2617.0,1947,1945.0,0.7352941176470589,0.8181818181818181,1,לא,2040001450,11,14
ref-t.5.3.7.3.4-ref-t.5.3.7.3.15,ref-sifra.10.4-05.7.19-ref-sifra.10.4-05.7.29,1121845,1121910,ref-t.5.3.7.3.4,ref-t.5.3.7.3.15,446082,446143,ref-sifra.10.4-05.7.19,ref-sifra.10.4-05.7.29,קרבו ברגל יקרבו בראש חדש לא קרבו בראש חדש יקרבו ביום הכפורים ,קרבים לראשי חדשים אבל איך של ראשי חדשים קרבים ליום הכפורים ,12,11,2628,2625.0,1946,1945.0,0.4918032786885246,0.7272727272727273,1,הכפורים,2040001451,12,11
ref-t.5.3.7.4.22-ref-t.5.3.7.4.31,ref-sifra.10.4-05.7.19-ref-sifra.10.4-05.7.27,1122111,1122158,ref-t.5.3.7.4.22,ref-t.5.3.7.4.31,446082,446128,ref-sifra.10.4-05.7.19,ref-sifra.10.4-05.7.27,יקרבו בראש חדש אחר חובת ראש חדש הבא לא הקריבו ,קרבים לראשי חדשים אבל איך של ראשי חדשים קרבים ,10,9,2625,2625.0,1949,1949.0,0.5652173913043478,0.9090909090909092,0,,2040001452,10,9
ref-t.5.3.7.8.3-ref-t.5.3.7.8.66,ref-sifra.5.1.15.37-ref-sifra.5.1.15.114,1123336,1123661,ref-t.5.3.7.8.3,ref-t.5.3.7.8.66,241387,241751,ref-sifra.5.1.15.37,ref-sifra.5.1.15.114,וירא משה את כל המלאכה ויברך משה מה ברכה ברכן אמר להם מה ברכה ברכן אמר להם יהי רצון שתשרה שכינה במעשה ידיכם רבי מאיר אומר כך ברכן,וירא משה את כל המלאכה ויברך משה מה ברכה ברכן אמר להם מה ברכה ברכן אמר להם יהי רצון שתשרה שכינה במעשה ידיכם רבי מאיר אומר כך ברכן,26,26,1266,1266.0,1950,1950.0,0.0,0.0,26,וירא משה את כל המלאכה ויברך משה מה ברכה ברכן אמר להם מה ברכה ברכן אמר להם יהי רצון שתשרה שכינה במעשה ידיכם רבי_מאיר_אומר כך ברכן,2040001453,26,26
ref-t.5.3.7.10.16-ref-t.5.3.7.10.25,ref-sifra.2.8-10.6.22-ref-sifra.2.8-10.6.29,1124265,1124316,ref-t.5.3.7.10.16,ref-t.5.3.7.10.25,46878,46920,ref-sifra.2.8-10.6.22,ref-sifra.2.8-10.6.29,חצי עשרון יביא עשרון שלם עשרון ומחצה יביא,חצי עשרון יביא עשרון שלם עשרון ומחצה יביא,8,8,131,130.0,1955,1955.0,0.0,0.0,8,חצי עשרון יביא עשרון שלם עשרון ומחצה יביא,2040001454,8,8
ref-t.5.3.7.10.1-ref-t.5.3.7.11.7,ref-sifra.4.3-00.6.8-ref-sifra.4.3-00.9.13,1124186,1124401,ref-t.5.3.7.10.1,ref-t.5.3.7.11.7,174497,175013,ref-sifra.4.3-00.6.8,ref-sifra.4.3-00.9.13,מביא עשרון שלם וחוצהו מקריב מחצה ומחצה אבד כהן שהקריב מחצה שחרית ומינו אחר תחתיו יכול יביא עשרון מביתו תלמוד לומר מחציתה,יביא חצי עשרון בבקר וחצי עשרון בערב תלמוד לומר מחציתה בבקר ומחציתה בערב מביא מחציתה בבקר ומחציתה בערב כיצד הוא עושה מביא עשרון שלם וחוצהו מקריב מחצה בבקר ומחצית בערב נטמא חציו של בין הערבים יכול יביא חצי עשרון מתוך ביתו בערב תלמוד לומר ומחציתה בערב כיצד הוא עושה מביא עשרון שלם וחוצהו מקריב מחצה ומחצה אבד כהן שהקריב מחצה שחרית ומינו אחר תחתיו יכול יביא עשרון מביתו תלמוד לומר מחציתה בבקר ומחציתה בערב מחציתה מביא בערב כיצד הוא עושה מביא עשרון שלם וחוצהו מקריב מחצה ומחצה אבד נמצאו שני,22,84,741,741.0,1953,1953.0,0.7525773195876289,0.3793103448275862,22,מביא עשרון שלם וחוצהו מקריב מחצה ומחצה אבד כהן שהקריב מחצה שחרית ומינו אחר תחתיו יכול יביא עשרון מביתו תלמוד לומר מחציתה,2040001455,22,84
ref-t.5.3.7.11.11-ref-t.5.3.7.11.16,ref-sifra.4.3-00.8.5-ref-sifra.4.3-00.8.10,1124414,1124446,ref-t.5.3.7.11.11,ref-t.5.3.7.11.16,174784,174819,ref-sifra.4.3-00.8.5,ref-sifra.4.3-00.8.10,עשרון שלם וחוצהו מחצה זה ומחצה ,עשרון שלם וחוצהו מקריב מחצה ומחצה ,6,6,744,739.0,1959,1959.0,0.2058823529411764,0.3333333333333333,5,עשרון שלם וחוצהו מחצה ומחצה,2040001456,6,6
