baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-n,baseOrder,grp-ref-t,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-t.4.7.1.18.12-ref-t.4.7.1.18.35,ref-sifre-n.7.3.323-ref-sifre-n.7.3.350,969845,969977,ref-t.4.7.1.18.12,ref-t.4.7.1.18.35,16840,16983,ref-sifre-n.7.3.323,ref-sifre-n.7.3.350,טומאה ברשות היחיד טמא ספק טומאה ברשות הרבים ספיקו טהור את שיש בו דעת לישאל ספיקו טמא ואת שאין בו דעת לישאל ספיקו טהור והוא נטמאה או עבר,טומאה ברשות היחיד טמא ספק טומאה ברשות הרבים ספיקו טהור את שיש בו דעת לישאל ספיקו טמא ואת שאין בו דעת לישאל ספיקו טהור והוא נטמאה או עבר,6,6,64,64.0,523,523.0,0.0,0.0,23,טומאה ברשות היחיד טמא ספק טומאה ברשות הרבים ספיקו טהור את שיש_בו_דעת_לישאל ספיקו טמא ואת שאין בו_דעת_לישאל ספיקו טהור והוא נטמאה או עבר,2050000382,28,28
ref-t.4.8.4.5.20-ref-t.4.8.4.5.37,ref-sifre-n.158.4.83-ref-sifre-n.158.4.104,989831,989916,ref-t.4.8.4.5.20,ref-t.4.8.4.5.37,283533,283641,ref-sifre-n.158.4.83,ref-sifre-n.158.4.104,אתם עוברים את הירדן ארצה כנען מכאן היה ר' יונתן אומר אין הירדן מארץ כנען רבי שמעון בן יוחי אומר במדבר לו,אתם עוברים את הירדן ארצה כנען מכאן היה ר' יונתן אומר אין הירדן מארץ כנען רבי שמעון בן יוחי אומר במדבר לו,22,22,986,986.0,525,525.0,0.0,0.0,17,אתם עוברים את הירדן ארצה כנען מכאן היה ר'_יונתן_אומר אין הירדן מארץ כנען רבי שמעון_בן_יוחי_אומר במדבר לו,2050000383,22,22
ref-t.4.9.1.1.55-ref-t.4.9.1.1.68,ref-sifre-n.111.2.33-ref-sifre-n.111.2.51,1006480,1006550,ref-t.4.9.1.1.55,ref-t.4.9.1.1.68,161330,161431,ref-sifre-n.111.2.33,ref-sifre-n.111.2.51,פר מביאין פר אין הודייתן הוריית בית דין מביא פר והעושין על פיו מביאין ,מביאים פר לעולה מביא פר לחטאת כאן שהצבור מביא פר לעולה אינו דין שמביא פר לחטאת תלמוד לומר ועשו ,14,19,495,495.0,531,527.0,0.6526315789473685,0.7222222222222222,4,פר פר מביא פר,2050000384,14,19
ref-t.4.9.1.1.54-ref-t.4.9.1.1.66,ref-sifre-n.111.3.329-ref-sifre-n.111.3.344,1006473,1006539,ref-t.4.9.1.1.54,ref-t.4.9.1.1.66,163351,163424,ref-sifre-n.111.3.329,ref-sifre-n.111.3.344,מביאין פר מביאין פר אין הודייתן הוריית בית דין מביא פר והעושין על ,"יביא פר על עכו""ם ועוד ק""ו ומה אם במקום שאין הצבור מביא פר משיח מביא פר ",13,16,502,501.0,529,527.0,0.6901408450704225,0.8125,4,פר פר מביא פר,2050000385,13,16
ref-t.4.9.1.1.61-ref-t.4.9.1.1.71,ref-sifre-n.112.1.13-ref-sifre-n.112.1.24,1006512,1006564,ref-t.4.9.1.1.61,ref-t.4.9.1.1.71,163582,163641,ref-sifre-n.112.1.13,ref-sifre-n.112.1.24,בית דין מביא פר והעושין על פיו מביאין כשבה או שעירה ,"מביא עליהם כשבה או שעירה נשיא מביא שעיר משיח וב""ד מביאים פר ",11,12,503,503.0,532,527.0,0.7,0.7333333333333334,4,מביא כשבה או שעירה,2050000386,11,12
ref-t.4.9.1.1.52-ref-t.4.9.1.1.64,ref-sifre-n.112.1.246-ref-sifre-n.112.1.256,1006465,1006527,ref-t.4.9.1.1.52,ref-t.4.9.1.1.64,164846,164900,ref-sifre-n.112.1.246,ref-sifre-n.112.1.256,על פיהן מביאין פר מביאין פר אין הודייתן הוריית בית דין מביא פר ,מביא קרבן פר על המצות ומשיח מביא פר על המצות ומביא ,13,11,507,507.0,527,527.0,0.6984126984126984,0.7857142857142857,3,פר מביא פר,2050000387,13,11
ref-t.4.9.1.1.52-ref-t.4.9.1.1.68,ref-sifre-n.112.1.265-ref-sifre-n.112.1.296,1006465,1006550,ref-t.4.9.1.1.52,ref-t.4.9.1.1.68,164942,165096,ref-sifre-n.112.1.265,ref-sifre-n.112.1.296,"מביא על עבודת גלולים אף משיח שמביא פר על המצות יביא פר על עבודת גלולים ועוד ק""ו ומה אם במקום שאין הצבור מביא פר משיח מביא פר","שמביא קרבן פר על המצות מביא על עבודת גלולים אף משיח שמביא פר על המצות יביא פר על עבודת גלולים ועוד ק""ו ומה אם במקום שאין הצבור מביא פר משיח מביא פר",27,32,508,508.0,528,528.0,0.1564625850340136,0.0714285714285714,24,"מביא על עבודת גלולים אף משיח שמביא פר על המצות יביא פר על עבודת גלולים ועוד ק""ו ומה_אם_במקום_שאין הצבור מביא פר משיח מביא פר",2050000388,27,32
ref-t.4.9.1.5.8-ref-t.4.9.1.5.13,ref-sifre-n.153.4.33-ref-sifre-n.153.4.41,1007204,1007242,ref-t.4.9.1.5.8,ref-t.4.9.1.5.13,265590,265644,ref-sifre-n.153.4.33,ref-sifre-n.153.4.41,אכל נבלות וטרפות שקצים ורמשים האוכל ,לאכול נבלות וטרפות ושקצים ורמשים קורא אני עליו ככל ,6,9,916,915.0,533,533.0,0.3137254901960784,0.1666666666666666,3,נבלות וטרפות ורמשים,2050000389,6,9
ref-t.4.9.1.7.68-ref-t.4.9.1.7.77,ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,1007784,1007831,ref-t.4.9.1.7.68,ref-t.4.9.1.7.77,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,נאמ' כאן דבר ונאמר להלן דבר מה דבר האמור להלן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,1,1,102,101.0,541,534.0,0.1702127659574468,0.4285714285714286,5,כאן ונאמר להלן מה להלן,2050000390,10,10
ref-t.4.9.1.7.68-ref-t.4.9.1.7.77,ref-sifre-n.12.1.11-ref-sifre-n.12.1.20,1007784,1007831,ref-t.4.9.1.7.68,ref-t.4.9.1.7.77,23299,23353,ref-sifre-n.12.1.11,ref-sifre-n.12.1.20,נאמ' כאן דבר ונאמר להלן דבר מה דבר האמור להלן ,נאמר כאן שבועה ונאמר להלן שבועה מה שבועה האמורה להלן ,1,1,111,106.0,542,534.0,0.2641509433962264,0.4285714285714286,5,כאן ונאמר להלן מה להלן,2050000391,10,10
ref-t.4.9.1.7.68-ref-t.4.9.1.7.83,ref-sifre-n.16.1.18-ref-sifre-n.16.1.33,1007784,1007861,ref-t.4.9.1.7.68,ref-t.4.9.1.7.83,27032,27114,ref-sifre-n.16.1.18,ref-sifre-n.16.1.33,נאמ' כאן דבר ונאמר להלן דבר מה דבר האמור להלן מקצתו ולא כולו אף דבר האמור ,נאמר כאן וכתב ונאמר להלן וכתב מה וכתב האמור להלן כשר בכל אדם אף וכתב האמור ,7,6,132,129.0,558,534.0,0.3866666666666666,0.6153846153846154,8,כאן ונאמר להלן מה האמור להלן אף האמור,2050000392,16,16
ref-t.4.9.1.7.69-ref-t.4.9.1.7.77,ref-sifre-n.22.1.193-ref-sifre-n.22.1.201,1007789,1007831,ref-t.4.9.1.7.69,ref-t.4.9.1.7.77,33512,33561,ref-sifre-n.22.1.193,ref-sifre-n.22.1.201,כאן דבר ונאמר להלן דבר מה דבר האמור להלן ,כאן הפלאה ונאמר להלן הפלאה מה הפלאה האמורה להלן ,9,9,153,153.0,559,534.0,0.3333333333333333,0.3333333333333333,5,כאן ונאמר להלן מה להלן,2050000393,9,9
ref-t.4.9.1.7.69-ref-t.4.9.1.7.77,ref-sifre-n.25.1.406-ref-sifre-n.25.1.414,1007789,1007831,ref-t.4.9.1.7.69,ref-t.4.9.1.7.77,41592,41637,ref-sifre-n.25.1.406,ref-sifre-n.25.1.414,כאן דבר ונאמר להלן דבר מה דבר האמור להלן ,כאן פרוע ונאמר להלן פרוע מה פרוע האמור להלן ,9,9,182,182.0,560,534.0,0.2727272727272727,0.3333333333333333,6,כאן ונאמר להלן מה האמור להלן,2050000394,9,9
ref-t.4.9.1.7.68-ref-t.4.9.1.7.77,ref-sifre-n.25.1.643-ref-sifre-n.25.1.652,1007784,1007831,ref-t.4.9.1.7.68,ref-t.4.9.1.7.77,42856,42906,ref-sifre-n.25.1.643,ref-sifre-n.25.1.652,נאמ' כאן דבר ונאמר להלן דבר מה דבר האמור להלן ,נאמר כאן נזיר ונאמר להלן נזיר מה נזיר האמור להלן ,1,1,189,189.0,543,534.0,0.2040816326530612,0.4285714285714286,6,כאן ונאמר להלן מה האמור להלן,2050000395,10,10
ref-t.4.9.1.7.68-ref-t.4.9.1.7.77,ref-sifre-n.26.1.407-ref-sifre-n.26.1.416,1007784,1007831,ref-t.4.9.1.7.68,ref-t.4.9.1.7.77,45337,45384,ref-sifre-n.26.1.407,ref-sifre-n.26.1.416,נאמ' כאן דבר ונאמר להלן דבר מה דבר האמור להלן ,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן ,1,1,201,201.0,544,534.0,0.217391304347826,0.4285714285714286,6,כאן ונאמר להלן מה האמור להלן,2050000396,10,10
ref-t.4.9.1.7.68-ref-t.4.9.1.7.77,ref-sifre-n.29.1.150-ref-sifre-n.29.1.159,1007784,1007831,ref-t.4.9.1.7.68,ref-t.4.9.1.7.77,48822,48875,ref-sifre-n.29.1.150,ref-sifre-n.29.1.159,נאמ' כאן דבר ונאמר להלן דבר מה דבר האמור להלן ,נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן ,1,1,216,214.0,545,534.0,0.3076923076923077,0.4285714285714286,6,כאן ונאמר להלן מה האמור להלן,2050000397,10,10
ref-t.4.9.1.7.68-ref-t.4.9.1.7.77,ref-sifre-n.30.1.833-ref-sifre-n.30.1.842,1007784,1007831,ref-t.4.9.1.7.68,ref-t.4.9.1.7.77,53469,53519,ref-sifre-n.30.1.833,ref-sifre-n.30.1.842,נאמ' כאן דבר ונאמר להלן דבר מה דבר האמור להלן ,נאמר כאן נזיר ונאמר להלן נזיר מה נזיר האמור להלן ,1,1,231,231.0,546,534.0,0.2040816326530612,0.4285714285714286,6,כאן ונאמר להלן מה האמור להלן,2050000398,10,10
ref-t.4.9.1.7.68-ref-t.4.9.1.7.77,ref-sifre-n.31.3.323-ref-sifre-n.31.3.332,1007784,1007831,ref-t.4.9.1.7.68,ref-t.4.9.1.7.77,57211,57261,ref-sifre-n.31.3.323,ref-sifre-n.31.3.332,נאמ' כאן דבר ונאמר להלן דבר מה דבר האמור להלן ,נאמר כאן נזיר ונאמר להלן נזיר מה נזיר האמור להלן ,1,1,243,243.0,547,534.0,0.2040816326530612,0.4285714285714286,6,כאן ונאמר להלן מה האמור להלן,2050000399,10,10
ref-t.4.9.1.7.68-ref-t.4.9.1.7.77,ref-sifre-n.39.1.88-ref-sifre-n.39.1.97,1007784,1007831,ref-t.4.9.1.7.68,ref-t.4.9.1.7.77,62788,62839,ref-sifre-n.39.1.88,ref-sifre-n.39.1.97,נאמ' כאן דבר ונאמר להלן דבר מה דבר האמור להלן ,נאמר כאן ברכה ונאמר להלן ברכה מה ברכה האמורה להלן ,1,4,273,273.0,548,534.0,0.22,0.4285714285714286,5,כאן ונאמר להלן מה להלן,2050000400,10,10
ref-t.4.9.1.7.68-ref-t.4.9.1.7.77,ref-sifre-n.73.2.58-ref-sifre-n.73.2.67,1007784,1007831,ref-t.4.9.1.7.68,ref-t.4.9.1.7.77,98021,98075,ref-sifre-n.73.2.58,ref-sifre-n.73.2.67,נאמ' כאן דבר ונאמר להלן דבר מה דבר האמור להלן ,נאמר כאן תרועה ונאמר להלן תרועה מה תרועה האמורה להלן ,1,1,345,345.0,549,534.0,0.320754716981132,0.4285714285714286,5,כאן ונאמר להלן מה להלן,2050000401,10,10
ref-t.4.9.1.7.67-ref-t.4.9.1.7.77,ref-sifre-n.73.2.132-ref-sifre-n.73.2.145,1007780,1007831,ref-t.4.9.1.7.67,ref-t.4.9.1.7.77,98408,98486,ref-sifre-n.73.2.132,ref-sifre-n.73.2.145,דבר נאמ' כאן דבר ונאמר להלן דבר מה דבר האמור להלן ,במדבר בראש השנה מנין נאמר כאן תרועה ונאמר להלן תרועה מה תרועה האמורה להלן ,2,5,351,351.0,534,534.0,0.4594594594594595,0.6363636363636364,5,כאן ונאמר להלן מה להלן,2050000402,11,14
ref-t.4.9.1.7.67-ref-t.4.9.1.7.79,ref-sifre-n.75.1.36-ref-sifre-n.75.1.58,1007780,1007842,ref-t.4.9.1.7.67,ref-t.4.9.1.7.79,99673,99797,ref-sifre-n.75.1.36,ref-sifre-n.75.1.58,ולא בעלי מומין נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן תמימים ולא בעלי מומין נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן תמימים ולא בעלי מומין אף כהנים האמור כאן תמימים ולא,ולא בעלי מומין נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן תמימים ולא בעלי מומין נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן תמימים ולא בעלי מומין אף כהנים האמור כאן תמימים ולא,11,11,360,360.0,535,535.0,0.0,0.0,37,ולא בעלי מומין נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן תמימים ולא בעלי מומין נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן תמימים ולא בעלי מומין אף כהנים האמור כאן תמימים ולא,2050000403,37,37
ref-t.4.9.1.7.69-ref-t.4.9.1.7.77,ref-sifre-n.110.1.111-ref-sifre-n.110.1.120,1007789,1007831,ref-t.4.9.1.7.69,ref-t.4.9.1.7.77,156758,156805,ref-sifre-n.110.1.111,ref-sifre-n.110.1.120,כאן דבר ונאמר להלן דבר מה דבר האמור להלן ,כאן לחם עוני ונאמר להלן לחם מה לחם האמור להלן ,9,1,456,456.0,561,534.0,0.3043478260869565,0.4285714285714286,6,כאן ונאמר להלן מה האמור להלן,2050000404,9,10
ref-t.4.9.1.7.67-ref-t.4.9.1.7.81,ref-sifre-n.113.1.59-ref-sifre-n.113.1.73,1007780,1007850,ref-t.4.9.1.7.67,ref-t.4.9.1.7.81,167764,167839,ref-sifre-n.113.1.59,ref-sifre-n.113.1.73,מדבר ונאמר להלן מדבר מה מדבר האמור להלן צלפחד אף מדבר האמור כאן,נאמר כאן מדבר ונאמר להלן מדבר מה מדבר האמור להלן צלפחד אף מדבר האמור כאן,4,1,529,529.0,538,538.0,0.125,0.0,13,מדבר ונאמר להלן מדבר מה מדבר האמור להלן צלפחד אף מדבר האמור כאן,2050000405,13,15
ref-t.4.9.1.7.68-ref-t.4.9.1.7.77,ref-sifre-n.116.1.236-ref-sifre-n.116.1.254,1007784,1007831,ref-t.4.9.1.7.68,ref-t.4.9.1.7.77,178868,178967,ref-sifre-n.116.1.236,ref-sifre-n.116.1.254,נאמ' כאן דבר ונאמר להלן דבר מה דבר האמור להלן ,ונאמר להלן אתך מה אתך האמור להלן כאן בלוים הכתוב מדבר אף אתך האמור כאן להלן בלוים הכתוב מדבר ,1,4,544,540.0,550,534.0,0.6451612903225806,0.5,5,ונאמר להלן מה האמור להלן,2050000406,10,19
ref-t.4.9.1.7.83-ref-t.4.9.1.7.105,ref-sifre-n.118.1.329-ref-sifre-n.118.1.343,1007855,1007956,ref-t.4.9.1.7.83,ref-t.4.9.1.7.105,190447,190517,ref-sifre-n.118.1.329,ref-sifre-n.118.1.343,האמור כך מקצתו ולא כולו אתה או' דבר מקצתו ולא כולו או אינו אלא כולו ת'ל בין דם לדם ולא כל דם בין ,וכל בכור אדם בבניך תפדה חזר וכלל או כלל בכלל ראשון אמרת לאו אלא כלל ,23,15,599,599.0,564,534.0,0.6907216494845361,0.8947368421052632,2,או אלא,2050000407,23,15
ref-t.4.9.1.7.83-ref-t.4.9.1.7.105,ref-sifre-n.118.1.424-ref-sifre-n.118.1.438,1007855,1007956,ref-t.4.9.1.7.83,ref-t.4.9.1.7.105,190922,190992,ref-sifre-n.118.1.424,ref-sifre-n.118.1.438,האמור כך מקצתו ולא כולו אתה או' דבר מקצתו ולא כולו או אינו אלא כולו ת'ל בין דם לדם ולא כל דם בין ,וכל בכור אדם בבניך תפדה חזר וכלל או כלל בכלל ראשון אמרת לאו אלא כלל ,23,15,604,604.0,565,534.0,0.6907216494845361,0.8947368421052632,2,או אלא,2050000408,23,15
ref-t.4.9.1.7.68-ref-t.4.9.1.7.77,ref-sifre-n.121.1.383-ref-sifre-n.121.1.392,1007784,1007831,ref-t.4.9.1.7.68,ref-t.4.9.1.7.77,203554,203601,ref-sifre-n.121.1.383,ref-sifre-n.121.1.392,נאמ' כאן דבר ונאמר להלן דבר מה דבר האמור להלן ,נאמר כאן מלאה ונאמר להלן דברים כב מלאה מה להלן ,1,10,637,635.0,551,534.0,0.3404255319148936,0.5555555555555556,5,כאן ונאמר להלן מה להלן,2050000409,10,10
ref-t.4.9.1.7.68-ref-t.4.9.1.7.77,ref-sifre-n.124.1.255-ref-sifre-n.124.1.266,1007784,1007831,ref-t.4.9.1.7.68,ref-t.4.9.1.7.77,212021,212085,ref-sifre-n.124.1.255,ref-sifre-n.124.1.266,נאמ' כאן דבר ונאמר להלן דבר מה דבר האמור להלן ,נאמרה כאן לקיחה ונאמרה להלן שמות יב לקיחה מה לקיחה האמורה להלן ,1,1,653,651.0,552,534.0,0.4126984126984127,0.5555555555555556,4,כאן להלן מה להלן,2050000410,10,12
ref-t.4.9.1.7.67-ref-t.4.9.1.7.77,ref-sifre-n.127.5.19-ref-sifre-n.127.5.33,1007780,1007831,ref-t.4.9.1.7.67,ref-t.4.9.1.7.77,223935,224004,ref-sifre-n.127.5.19,ref-sifre-n.127.5.33,דבר נאמ' כאן דבר ונאמר להלן דבר מה דבר האמור להלן ,"לדבר אחר ד""א נאמר כאן עפר ונאמר להלן במדבר ה עפר מה עפר האמור להלן ",2,4,766,766.0,536,534.0,0.3283582089552239,0.5,6,כאן ונאמר להלן מה האמור להלן,2050000411,11,15
ref-t.4.9.1.7.68-ref-t.4.9.1.7.77,ref-sifre-n.128.2.2-ref-sifre-n.128.2.21,1007784,1007831,ref-t.4.9.1.7.68,ref-t.4.9.1.7.77,224593,224692,ref-sifre-n.128.2.2,ref-sifre-n.128.2.21,נאמ' כאן דבר ונאמר להלן דבר מה דבר האמור להלן ,נאמרה כאן לקיחה ונאמרה להלן שמות יב לקיחה מה לקיחה האמורה להלן ג' אף לקיחה האמורה כאן ג' אזוב לא ,1,4,776,773.0,553,534.0,0.6185567010309279,0.6666666666666667,4,כאן להלן מה להלן,2050000412,10,20
ref-t.4.9.1.7.67-ref-t.4.9.1.7.81,ref-sifre-n.133.3.65-ref-sifre-n.133.3.85,1007780,1007850,ref-t.4.9.1.7.67,ref-t.4.9.1.7.81,238348,238454,ref-sifre-n.133.3.65,ref-sifre-n.133.3.85,במדבר ר' עקיבא אומר נאמר כאן מדבר ונאמר להלן במדבר טו מדבר מה מדבר האמור להלן צלפחד אף מדבר האמור כאן,במדבר ר' עקיבא אומר נאמר כאן מדבר ונאמר להלן במדבר טו מדבר מה מדבר האמור להלן צלפחד אף מדבר האמור כאן,12,12,834,834.0,539,539.0,0.0,0.0,17,במדבר ר'_עקיבא_אומר_נאמר_כאן מדבר ונאמר להלן במדבר טו מדבר מה מדבר האמור להלן צלפחד אף מדבר האמור כאן,2050000413,21,21
ref-t.4.9.1.7.71-ref-t.4.9.1.7.77,ref-sifre-n.133.4.13-ref-sifre-n.133.4.21,1007797,1007831,ref-t.4.9.1.7.71,ref-t.4.9.1.7.77,238694,238735,ref-sifre-n.133.4.13,ref-sifre-n.133.4.21,ונאמר להלן דבר מה דבר האמור להלן ,ונאמר להלן דברים כה שם מה שם האמור להלן ,7,9,838,838.0,563,534.0,0.275,0.5,5,ונאמר להלן מה האמור להלן,2050000414,7,9
ref-t.4.9.1.7.68-ref-t.4.9.1.7.77,ref-sifre-n.142.2.71-ref-sifre-n.142.2.82,1007784,1007831,ref-t.4.9.1.7.68,ref-t.4.9.1.7.77,253140,253203,ref-sifre-n.142.2.71,ref-sifre-n.142.2.82,נאמ' כאן דבר ונאמר להלן דבר מה דבר האמור להלן ,נאמרה כאן שמירה ונאמר להלן שמות יב שמירה מה שמירה האמורה להלן ,1,1,860,860.0,554,534.0,0.3548387096774194,0.5555555555555556,5,כאן ונאמר להלן מה להלן,2050000415,10,12
ref-t.4.9.1.7.68-ref-t.4.9.1.7.77,ref-sifre-n.142.2.212-ref-sifre-n.142.2.221,1007784,1007831,ref-t.4.9.1.7.68,ref-t.4.9.1.7.77,253851,253907,ref-sifre-n.142.2.212,ref-sifre-n.142.2.221,נאמ' כאן דבר ונאמר להלן דבר מה דבר האמור להלן ,נאמר כאן במועדו ונא' להלן במועדו מה מועדו האמור להלן ,1,2,868,868.0,555,534.0,0.3396226415094339,0.6666666666666667,5,כאן להלן מה האמור להלן,2050000416,10,10
ref-t.4.9.1.7.69-ref-t.4.9.1.7.77,ref-sifre-n.153.3.18-ref-sifre-n.153.3.26,1007789,1007831,ref-t.4.9.1.7.69,ref-t.4.9.1.7.77,264584,264626,ref-sifre-n.153.3.18,ref-sifre-n.153.3.26,כאן דבר ונאמר להלן דבר מה דבר האמור להלן ,כאן נדר ונאמר להלן נדר מה נדר האמור להלן ,9,1,905,905.0,562,534.0,0.1463414634146341,0.3333333333333333,6,כאן ונאמר להלן מה האמור להלן,2050000417,9,9
ref-t.4.9.1.7.68-ref-t.4.9.1.7.80,ref-sifre-n.157.8.90-ref-sifre-n.157.8.102,1007784,1007847,ref-t.4.9.1.7.68,ref-t.4.9.1.7.80,281101,281158,ref-sifre-n.157.8.90,ref-sifre-n.157.8.102,נאמ' כאן דבר ונאמר להלן דבר מה דבר האמור להלן מקצתו ולא כולו ,נאמר כאן בגד ונאמר להלן בגד מה בגד האמור להלן עשה בו כל ,4,4,976,976.0,556,534.0,0.3278688524590163,0.5,6,כאן ונאמר להלן מה האמור להלן,2050000418,13,13
ref-t.4.9.1.7.126-ref-t.4.9.1.7.135,ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,1008056,1008101,ref-t.4.9.1.7.126,ref-t.4.9.1.7.135,21732,21780,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,נאמר כאן דבר ולהלן נאמ' דבר מה דבר אמור להלן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,1,1,103,101.0,571,566.0,0.3404255319148936,0.625,4,נאמר כאן מה להלן,2050000419,10,10
ref-t.4.9.1.7.123-ref-t.4.9.1.7.142,ref-sifre-n.12.1.8-ref-sifre-n.12.1.27,1008037,1008133,ref-t.4.9.1.7.123,ref-t.4.9.1.7.142,23280,23390,ref-sifre-n.12.1.8,ref-sifre-n.12.1.27,מאליה שהיה בדין נאמר כאן שבועה ונאמר להלן שבועה מה שבועה האמורה להלן היא נשבעת מאליה אף שבועה האמורה כאן,מאליה שהיה בדין נאמר כאן שבועה ונאמר להלן שבועה מה שבועה האמורה להלן היא נשבעת מאליה אף שבועה האמורה כאן,4,4,107,107.0,567,567.0,0.0,0.0,20,מאליה שהיה בדין נאמר כאן שבועה ונאמר להלן שבועה מה שבועה האמורה להלן היא נשבעת מאליה אף שבועה האמורה כאן,2050000420,20,20
ref-t.4.9.1.7.123-ref-t.4.9.1.7.145,ref-sifre-n.16.1.12-ref-sifre-n.16.1.36,1008037,1008149,ref-t.4.9.1.7.123,ref-t.4.9.1.7.145,27001,27127,ref-sifre-n.16.1.12,ref-sifre-n.16.1.36,אלא כלשון האחרון נאמר כאן דבר ולהלן נאמ' דבר מה דבר אמור להלן מקצתו לא כולו אף דבר האמור כאן מקצתו ולא כולו ,האלה הכהן למה נאמר שהיה בדין נאמר כאן וכתב ונאמר להלן וכתב מה וכתב האמור להלן כשר בכל אדם אף וכתב האמור כאן כשר בכל ,7,9,130,129.0,569,566.0,0.5775862068965517,0.7222222222222222,7,נאמר כאן מה להלן אף האמור כאן,2050000421,23,25
ref-t.4.9.1.7.126-ref-t.4.9.1.7.142,ref-sifre-n.25.1.643-ref-sifre-n.25.1.667,1008056,1008133,ref-t.4.9.1.7.126,ref-t.4.9.1.7.142,42856,42982,ref-sifre-n.25.1.643,ref-sifre-n.25.1.667,נאמר כאן דבר ולהלן נאמ' דבר מה דבר אמור להלן מקצתו לא כולו אף דבר האמור כאן ,נאמר כאן נזיר ונאמר להלן נזיר מה נזיר האמור להלן עשה בו ימים שלאחר נזירות כימים שבתוך נזירות עד הבאת קרבן אף נזיר האמור כאן ,1,1,192,189.0,575,566.0,0.5725806451612904,0.6666666666666667,7,נאמר כאן מה להלן אף האמור כאן,2050000422,17,25
ref-t.4.9.1.7.116-ref-t.4.9.1.7.142,ref-sifre-n.26.1.407-ref-sifre-n.26.1.423,1008001,1008133,ref-t.4.9.1.7.116,ref-t.4.9.1.7.142,45337,45423,ref-sifre-n.26.1.407,ref-sifre-n.26.1.423,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן מטמא בנגעם ובזיבתם אף אמו האמור כאן,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן מטמא בנגעם ובזיבתם אף אמו האמור כאן,1,1,204,204.0,566,566.0,0.0,0.0,17,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן מטמא בנגעם ובזיבתם אף אמו האמור כאן,2050000423,17,17
ref-t.4.9.1.7.126-ref-t.4.9.1.7.142,ref-sifre-n.29.1.150-ref-sifre-n.29.1.168,1008056,1008133,ref-t.4.9.1.7.126,ref-t.4.9.1.7.142,48822,48924,ref-sifre-n.29.1.150,ref-sifre-n.29.1.168,נאמר כאן דבר ולהלן נאמ' דבר מה דבר אמור להלן מקצתו לא כולו אף דבר האמור כאן ,נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן הכשיר בו שמיני ומשמיני והלאה אף שמיני האמור כאן ,1,1,219,214.0,577,566.0,0.52,0.6666666666666667,7,נאמר כאן מה להלן אף האמור כאן,2050000424,17,19
ref-t.4.9.1.7.126-ref-t.4.9.1.7.142,ref-sifre-n.30.1.833-ref-sifre-n.30.1.857,1008056,1008133,ref-t.4.9.1.7.126,ref-t.4.9.1.7.142,53469,53597,ref-sifre-n.30.1.833,ref-sifre-n.30.1.857,נאמר כאן דבר ולהלן נאמ' דבר מה דבר אמור להלן מקצתו לא כולו אף דבר האמור כאן ,נאמר כאן נזיר ונאמר להלן נזיר מה נזיר האמור להלן עשה בו ימים שלאחר נזירות בימים שבתוך נזירות עד הבאת קרבן אף נזיר האמור כאן ,1,1,234,231.0,578,566.0,0.5725806451612904,0.7142857142857143,7,נאמר כאן מה להלן אף האמור כאן,2050000425,17,25
ref-t.4.9.1.7.126-ref-t.4.9.1.7.142,ref-sifre-n.31.3.323-ref-sifre-n.31.3.347,1008056,1008133,ref-t.4.9.1.7.126,ref-t.4.9.1.7.142,57211,57339,ref-sifre-n.31.3.323,ref-sifre-n.31.3.347,נאמר כאן דבר ולהלן נאמ' דבר מה דבר אמור להלן מקצתו לא כולו אף דבר האמור כאן ,נאמר כאן נזיר ונאמר להלן נזיר מה נזיר האמור להלן עשה בו ימים שלאחר נזירות בימים שבתוך נזירות עד הבאת קרבן אף נזיר האמור כאן ,1,1,246,243.0,579,566.0,0.5725806451612904,0.7142857142857143,7,נאמר כאן מה להלן אף האמור כאן,2050000426,17,25
