baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-n,baseOrder,grp-ref-sifra,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-sifra.10.5-07.4.6-ref-sifra.10.5-07.4.22,ref-sifre-n.25.1.406-ref-sifre-n.25.1.420,451589,451684,ref-sifra.10.5-07.4.6,ref-sifra.10.5-07.4.22,41592,41666,ref-sifre-n.25.1.406,ref-sifre-n.25.1.420,כאן תענו את נפשותיכם ונאמר להלן ויענך וירעיבך מה עינוי האמור להלן רעבון אף עינוי האמור כאן ,כאן פרוע ונאמר להלן פרוע מה פרוע האמור להלן גידול שער אף פרוע האמור כאן ,4,1,321,295.0,1371,1351.0,0.4505494505494505,0.6666666666666667,9,כאן ונאמר להלן מה האמור להלן אף האמור כאן,4050001113,17,15
ref-sifra.10.5-07.4.1-ref-sifra.10.5-07.4.22,ref-sifre-n.25.1.642-ref-sifre-n.25.1.667,451564,451684,ref-sifra.10.5-07.4.1,ref-sifra.10.5-07.4.22,42851,42982,ref-sifre-n.25.1.642,ref-sifre-n.25.1.667,משום ר' ישמעאל אמרו נאמר כאן תענו את נפשותיכם ונאמר להלן ויענך וירעיבך מה עינוי האמור להלן רעבון אף עינוי האמור כאן ,שווה נאמר כאן נזיר ונאמר להלן נזיר מה נזיר האמור להלן עשה בו ימים שלאחר נזירות כימים שבתוך נזירות עד הבאת קרבן אף נזיר האמור כאן ,5,2,340,340.0,1351,1351.0,0.6511627906976745,0.7222222222222222,10,נאמר כאן ונאמר להלן מה האמור להלן אף האמור כאן,4050001114,22,26
ref-sifra.10.5-07.4.5-ref-sifra.10.5-07.4.22,ref-sifre-n.26.1.407-ref-sifre-n.26.1.423,451584,451684,ref-sifra.10.5-07.4.5,ref-sifra.10.5-07.4.22,45337,45423,ref-sifre-n.26.1.407,ref-sifre-n.26.1.423,נאמר כאן תענו את נפשותיכם ונאמר להלן ויענך וירעיבך מה עינוי האמור להלן רעבון אף עינוי האמור כאן ,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן מטמא בנגעם ובזיבתם אף אמו האמור כאן ,1,1,429,406.0,1355,1351.0,0.5208333333333334,0.6875,10,נאמר כאן ונאמר להלן מה האמור להלן אף האמור כאן,4050001115,18,17
ref-sifra.10.5-07.4.5-ref-sifra.10.5-07.4.22,ref-sifre-n.29.1.150-ref-sifre-n.29.1.168,451584,451684,ref-sifra.10.5-07.4.5,ref-sifra.10.5-07.4.22,48822,48924,ref-sifre-n.29.1.150,ref-sifre-n.29.1.168,נאמר כאן תענו את נפשותיכם ונאמר להלן ויענך וירעיבך מה עינוי האמור להלן רעבון אף עינוי האמור כאן ,נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן הכשיר בו שמיני ומשמיני והלאה אף שמיני האמור כאן ,1,1,500,473.0,1356,1351.0,0.56,0.6428571428571428,10,נאמר כאן ונאמר להלן מה האמור להלן אף האמור כאן,4050001116,18,19
ref-sifra.10.5-07.4.5-ref-sifra.10.5-07.4.22,ref-sifre-n.30.1.833-ref-sifre-n.30.1.857,451584,451684,ref-sifra.10.5-07.4.5,ref-sifra.10.5-07.4.22,53469,53597,ref-sifre-n.30.1.833,ref-sifre-n.30.1.857,נאמר כאן תענו את נפשותיכם ונאמר להלן ויענך וירעיבך מה עינוי האמור להלן רעבון אף עינוי האמור כאן ,נאמר כאן נזיר ונאמר להלן נזיר מה נזיר האמור להלן עשה בו ימים שלאחר נזירות בימים שבתוך נזירות עד הבאת קרבן אף נזיר האמור כאן ,1,1,567,545.0,1357,1351.0,0.6048387096774194,0.6875,10,נאמר כאן ונאמר להלן מה האמור להלן אף האמור כאן,4050001117,18,25
ref-sifra.10.5-07.4.5-ref-sifra.10.5-07.4.22,ref-sifre-n.31.3.323-ref-sifre-n.31.3.347,451584,451684,ref-sifra.10.5-07.4.5,ref-sifra.10.5-07.4.22,57211,57339,ref-sifre-n.31.3.323,ref-sifre-n.31.3.347,נאמר כאן תענו את נפשותיכם ונאמר להלן ויענך וירעיבך מה עינוי האמור להלן רעבון אף עינוי האמור כאן ,נאמר כאן נזיר ונאמר להלן נזיר מה נזיר האמור להלן עשה בו ימים שלאחר נזירות בימים שבתוך נזירות עד הבאת קרבן אף נזיר האמור כאן ,1,1,617,592.0,1358,1351.0,0.6048387096774194,0.6875,10,נאמר כאן ונאמר להלן מה האמור להלן אף האמור כאן,4050001118,18,25
ref-sifra.10.5-07.4.5-ref-sifra.10.5-07.4.22,ref-sifre-n.39.1.88-ref-sifre-n.39.1.102,451584,451684,ref-sifra.10.5-07.4.5,ref-sifra.10.5-07.4.22,62788,62867,ref-sifre-n.39.1.88,ref-sifre-n.39.1.102,נאמר כאן תענו את נפשותיכם ונאמר להלן ויענך וירעיבך מה עינוי האמור להלן רעבון אף עינוי האמור כאן ,נאמר כאן ברכה ונאמר להלן ברכה מה ברכה האמורה להלן בעמידה אף ברכה האמורה כאן ,1,1,673,650.0,1359,1351.0,0.4583333333333333,0.6428571428571428,8,נאמר כאן ונאמר להלן מה להלן אף כאן,4050001119,18,15
ref-sifra.10.5-07.4.5-ref-sifra.10.5-07.4.22,ref-sifre-n.73.2.58-ref-sifre-n.73.2.74,451584,451684,ref-sifra.10.5-07.4.5,ref-sifra.10.5-07.4.22,98021,98113,ref-sifre-n.73.2.58,ref-sifre-n.73.2.74,נאמר כאן תענו את נפשותיכם ונאמר להלן ויענך וירעיבך מה עינוי האמור להלן רעבון אף עינוי האמור כאן ,נאמר כאן תרועה ונאמר להלן תרועה מה תרועה האמורה להלן תקיעה לאחר תרועה אף תרועה האמורה כאן ,1,1,840,817.0,1360,1351.0,0.53125,0.6666666666666667,8,נאמר כאן ונאמר להלן מה להלן אף כאן,4050001120,18,17
ref-sifra.10.5-07.4.5-ref-sifra.10.5-07.4.22,ref-sifre-n.73.2.136-ref-sifre-n.73.2.152,451584,451684,ref-sifra.10.5-07.4.5,ref-sifra.10.5-07.4.22,98432,98526,ref-sifre-n.73.2.136,ref-sifre-n.73.2.152,נאמר כאן תענו את נפשותיכם ונאמר להלן ויענך וירעיבך מה עינוי האמור להלן רעבון אף עינוי האמור כאן ,נאמר כאן תרועה ונאמר להלן תרועה מה תרועה האמורה להלן תוקע ומריע ותוקע אף תרועה האמורה כאן ,1,1,883,857.0,1361,1351.0,0.5208333333333334,0.6666666666666667,8,נאמר כאן ונאמר להלן מה להלן אף כאן,4050001121,18,17
ref-sifra.10.5-07.4.5-ref-sifra.10.5-07.4.22,ref-sifre-n.75.1.39-ref-sifre-n.75.1.56,451584,451684,ref-sifra.10.5-07.4.5,ref-sifra.10.5-07.4.22,99689,99785,ref-sifre-n.75.1.39,ref-sifre-n.75.1.56,נאמר כאן תענו את נפשותיכם ונאמר להלן ויענך וירעיבך מה עינוי האמור להלן רעבון אף עינוי האמור כאן ,נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן תמימים ולא בעלי מומין אף כהנים האמור כאן ,1,1,926,899.0,1362,1351.0,0.5208333333333334,0.7058823529411764,10,נאמר כאן ונאמר להלן מה האמור להלן אף האמור כאן,4050001122,18,18
ref-sifra.10.5-07.4.14-ref-sifra.10.5-07.5.1,ref-sifre-n.101.1.90-ref-sifre-n.101.1.102,451638,451695,ref-sifra.10.5-07.4.14,ref-sifra.10.5-07.5.1,138349,138408,ref-sifre-n.101.1.90,ref-sifre-n.101.1.102,מה עינוי האמור להלן רעבון אף עינוי האמור כאן רעבון וכל ,מה מעשה האמור להלן של ספיר אף מעשה האמור כאן של ספיר מכל ,11,13,982,979.0,1377,1351.0,0.4385964912280701,0.5,6,מה האמור להלן אף האמור כאן,4050001123,11,13
ref-sifra.10.5-07.4.6-ref-sifra.10.5-07.4.22,ref-sifre-n.110.1.111-ref-sifre-n.110.1.126,451589,451684,ref-sifra.10.5-07.4.6,ref-sifra.10.5-07.4.22,156758,156836,ref-sifre-n.110.1.111,ref-sifre-n.110.1.126,כאן תענו את נפשותיכם ונאמר להלן ויענך וירעיבך מה עינוי האמור להלן רעבון אף עינוי האמור כאן ,כאן לחם עוני ונאמר להלן לחם מה לחם האמור להלן חמשת המינים אף לחם האמור כאן ,4,1,1056,1037.0,1372,1351.0,0.5164835164835165,0.6,9,כאן ונאמר להלן מה האמור להלן אף האמור כאן,4050001124,17,16
ref-sifra.10.5-07.4.5-ref-sifra.10.5-07.4.22,ref-sifre-n.113.1.59-ref-sifre-n.113.1.73,451584,451684,ref-sifra.10.5-07.4.5,ref-sifra.10.5-07.4.22,167764,167839,ref-sifre-n.113.1.59,ref-sifre-n.113.1.73,נאמר כאן תענו את נפשותיכם ונאמר להלן ויענך וירעיבך מה עינוי האמור להלן רעבון אף עינוי האמור כאן ,נאמר כאן מדבר ונאמר להלן מדבר מה מדבר האמור להלן צלפחד אף מדבר האמור כאן ,1,1,1157,1133.0,1363,1351.0,0.4479166666666667,0.6428571428571428,10,נאמר כאן ונאמר להלן מה האמור להלן אף האמור כאן,4050001125,18,15
ref-sifra.10.5-07.4.10-ref-sifra.10.5-07.4.22,ref-sifre-n.116.2.276-ref-sifre-n.116.2.287,451610,451684,ref-sifra.10.5-07.4.10,ref-sifra.10.5-07.4.22,183020,183081,ref-sifre-n.116.2.276,ref-sifre-n.116.2.287,ונאמר להלן ויענך וירעיבך מה עינוי האמור להלן רעבון אף עינוי האמור כאן ,ונאמר להלן יומת מה יומת האמור להלן סקילה אף יומת האמור כאן ,8,1,1302,1302.0,1374,1374.0,0.3428571428571428,0.5454545454545454,8,ונאמר להלן מה האמור להלן אף האמור כאן,4050001126,13,12
ref-sifra.10.5-07.4.10-ref-sifra.10.5-07.4.22,ref-sifre-n.116.2.297-ref-sifre-n.116.2.308,451610,451684,ref-sifra.10.5-07.4.10,ref-sifra.10.5-07.4.22,183124,183185,ref-sifre-n.116.2.297,ref-sifre-n.116.2.308,ונאמר להלן ויענך וירעיבך מה עינוי האמור להלן רעבון אף עינוי האמור כאן ,ונאמר להלן יומת מה יומת האמור להלן בחנק אף יומת האמור כאן ,8,1,1348,1348.0,1375,1374.0,0.3428571428571428,0.5454545454545454,8,ונאמר להלן מה האמור להלן אף האמור כאן,4050001127,13,12
ref-sifra.10.5-07.4.5-ref-sifra.10.5-07.4.22,ref-sifre-n.124.1.255-ref-sifre-n.124.1.271,451584,451684,ref-sifra.10.5-07.4.5,ref-sifra.10.5-07.4.22,212021,212111,ref-sifre-n.124.1.255,ref-sifre-n.124.1.271,נאמר כאן תענו את נפשותיכם ונאמר להלן ויענך וירעיבך מה עינוי האמור להלן רעבון אף עינוי האמור כאן ,נאמרה כאן לקיחה ונאמרה להלן שמות יב לקיחה מה לקיחה האמורה להלן שלשה אף לקיחה האמורה כאן ,1,1,1473,1450.0,1364,1351.0,0.4791666666666667,0.6875,6,כאן להלן מה להלן אף כאן,4050001128,18,17
ref-sifra.10.5-07.4.10-ref-sifra.10.5-07.4.22,ref-sifre-n.124.1.639-ref-sifre-n.124.1.653,451610,451684,ref-sifra.10.5-07.4.10,ref-sifra.10.5-07.4.22,213993,214074,ref-sifre-n.124.1.639,ref-sifre-n.124.1.653,ונאמר להלן ויענך וירעיבך מה עינוי האמור להלן רעבון אף עינוי האמור כאן ,ונאמר להלן טהור מה טהור האמור להלן טמא לתרומה וטהור לחטאת אף טהור האמור כאן ,8,1,1553,1535.0,1376,1351.0,0.5131578947368421,0.6153846153846154,8,ונאמר להלן מה האמור להלן אף האמור כאן,4050001129,13,15
ref-sifra.10.5-07.4.5-ref-sifra.10.5-07.4.19,ref-sifre-n.127.5.22-ref-sifre-n.127.5.37,451584,451667,ref-sifra.10.5-07.4.5,ref-sifra.10.5-07.4.19,223948,224020,ref-sifre-n.127.5.22,ref-sifre-n.127.5.37,נאמר כאן תענו את נפשותיכם ונאמר להלן ויענך וירעיבך מה עינוי האמור להלן רעבון אף ,נאמר כאן עפר ונאמר להלן במדבר ה עפר מה עפר האמור להלן על פני המים אף ,2,1,1651,1629.0,1353,1351.0,0.5,0.7058823529411764,8,נאמר כאן ונאמר להלן מה האמור להלן אף,4050001130,15,16
ref-sifra.10.5-07.4.5-ref-sifra.10.5-07.4.22,ref-sifre-n.128.2.2-ref-sifre-n.128.2.18,451584,451684,ref-sifra.10.5-07.4.5,ref-sifra.10.5-07.4.22,224593,224681,ref-sifre-n.128.2.2,ref-sifre-n.128.2.18,נאמר כאן תענו את נפשותיכם ונאמר להלן ויענך וירעיבך מה עינוי האמור להלן רעבון אף עינוי האמור כאן ,נאמרה כאן לקיחה ונאמרה להלן שמות יב לקיחה מה לקיחה האמורה להלן ג' אף לקיחה האמורה כאן ,1,1,1679,1657.0,1365,1351.0,0.4791666666666667,0.6875,6,כאן להלן מה להלן אף כאן,4050001131,18,17
ref-sifra.10.5-07.4.5-ref-sifra.10.5-07.4.22,ref-sifre-n.142.2.71-ref-sifre-n.142.2.91,451584,451684,ref-sifra.10.5-07.4.5,ref-sifra.10.5-07.4.22,253140,253250,ref-sifre-n.142.2.71,ref-sifre-n.142.2.91,נאמר כאן תענו את נפשותיכם ונאמר להלן ויענך וירעיבך מה עינוי האמור להלן רעבון אף עינוי האמור כאן ,נאמרה כאן שמירה ונאמר להלן שמות יב שמירה מה שמירה האמורה להלן מבקרו ד' ימים קודם שחיטתו אף שמירה האמורה כאן ,1,2,1863,1838.0,1366,1351.0,0.5740740740740741,0.75,7,כאן ונאמר להלן מה להלן אף כאן,4050001132,18,21
ref-sifra.10.5-07.4.5-ref-sifra.10.5-07.4.22,ref-sifre-n.142.2.212-ref-sifre-n.142.2.228,451584,451684,ref-sifra.10.5-07.4.5,ref-sifra.10.5-07.4.22,253851,253940,ref-sifre-n.142.2.212,ref-sifre-n.142.2.228,נאמר כאן תענו את נפשותיכם ונאמר להלן ויענך וירעיבך מה עינוי האמור להלן רעבון אף עינוי האמור כאן ,נאמר כאן במועדו ונא' להלן במועדו מה מועדו האמור להלן דוחה את השבת אף מועדו האמור כאן ,1,1,1902,1875.0,1367,1351.0,0.5104166666666666,0.75,9,נאמר כאן להלן מה האמור להלן אף האמור כאן,4050001133,18,17
ref-sifra.10.5-07.4.6-ref-sifra.10.5-07.4.22,ref-sifre-n.153.3.18-ref-sifre-n.153.3.33,451589,451684,ref-sifra.10.5-07.4.6,ref-sifra.10.5-07.4.22,264584,264659,ref-sifre-n.153.3.18,ref-sifre-n.153.3.33,כאן תענו את נפשותיכם ונאמר להלן ויענך וירעיבך מה עינוי האמור להלן רעבון אף עינוי האמור כאן ,כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה עמו אף נדר האמור כאן ,4,1,2028,2010.0,1373,1351.0,0.4945054945054945,0.6666666666666667,9,כאן ונאמר להלן מה האמור להלן אף האמור כאן,4050001134,17,16
ref-sifra.10.5-07.4.5-ref-sifra.10.5-07.4.22,ref-sifre-n.157.8.90-ref-sifre-n.157.8.109,451584,451684,ref-sifra.10.5-07.4.5,ref-sifra.10.5-07.4.22,281101,281191,ref-sifre-n.157.8.90,ref-sifre-n.157.8.109,נאמר כאן תענו את נפשותיכם ונאמר להלן ויענך וירעיבך מה עינוי האמור להלן רעבון אף עינוי האמור כאן ,נאמר כאן בגד ונאמר להלן בגד מה בגד האמור להלן עשה בו כל מעשה עזים כשק אף בגד האמור כאן ,1,1,2095,2066.0,1368,1351.0,0.6041666666666666,0.7058823529411764,10,נאמר כאן ונאמר להלן מה האמור להלן אף האמור כאן,4050001135,18,20
ref-sifra.10.5-08.4.26-ref-sifra.10.5-08.4.33,ref-sifre-n.44.1.299-ref-sifre-n.44.1.314,453650,453685,ref-sifra.10.5-08.4.26,ref-sifra.10.5-08.4.33,74768,74858,ref-sifre-n.44.1.299,ref-sifre-n.44.1.314,ימשח אותו ימשח אותו אין לי אלא משוח ,וימשחם ויקדש אותם למה נאמר והלא כבר נאמר וימשח אותו ויקדש אותו ומה תלמוד לומר וימשחם ,8,16,731,731.0,1378,1378.0,0.6705882352941176,0.7777777777777778,2,אותו אותו,4050001136,8,16
ref-sifra.10.6-00.1.94-ref-sifra.10.6-00.1.112,ref-sifre-n.73.2.132-ref-sifre-n.73.2.152,456103,456198,ref-sifra.10.6-00.1.94,ref-sifra.10.6-00.1.112,98408,98526,ref-sifre-n.73.2.132,ref-sifre-n.73.2.152,במדבר בראש השנה מנין נאמר כאן תרועה ונאמר להלן תרועה מה תרועה האמורה להלן תוקע ומריע ותוקע אף תרועה האמורה כאן,במדבר בראש השנה מנין נאמר כאן תרועה ונאמר להלן תרועה מה תרועה האמורה להלן תוקע ומריע ותוקע אף תרועה האמורה כאן,5,5,857,857.0,1385,1385.0,0.0,0.0,21,במדבר בראש השנה מנין נאמר כאן תרועה ונאמר להלן תרועה מה תרועה האמורה להלן תוקע ומריע ותוקע אף תרועה האמורה כאן,4050001137,21,21
ref-sifra.10.6-00.1.94-ref-sifra.10.6-00.1.112,ref-sifre-n.75.1.36-ref-sifre-n.75.1.56,456103,456198,ref-sifra.10.6-00.1.94,ref-sifra.10.6-00.1.112,99673,99785,ref-sifre-n.75.1.36,ref-sifre-n.75.1.56,מה זה הדבר האמור להלן ראשי המטות אף זה הדבר האמור כאן ראשי המטות ומה זה הדבר האמור כאן ,ולא בעלי מומין נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן תמימים ולא בעלי מומין אף כהנים האמור כאן ,8,4,900,899.0,1388,1379.0,0.6018518518518519,0.7333333333333334,6,מה האמור להלן אף האמור כאן,4050001138,19,21
ref-sifra.10.6-00.1.89-ref-sifra.10.6-00.1.105,ref-sifre-n.113.1.61-ref-sifre-n.113.1.73,456076,456161,ref-sifra.10.6-00.1.89,ref-sifra.10.6-00.1.105,167773,167839,ref-sifre-n.113.1.61,ref-sifre-n.113.1.73,מדבר ונאמר להלן מדבר מה מדבר האמור להלן צלפחד אף מדבר האמור כאן,מדבר ונאמר להלן מדבר מה מדבר האמור להלן צלפחד אף מדבר האמור כאן,4,4,1162,1162.0,1379,1379.0,0.0,0.0,13,מדבר ונאמר להלן מדבר מה מדבר האמור להלן צלפחד אף מדבר האמור כאן,4050001139,13,13
ref-sifra.10.6-00.1.108-ref-sifra.10.6-00.1.121,ref-sifre-n.113.1.61-ref-sifre-n.113.1.73,456174,456246,ref-sifra.10.6-00.1.108,ref-sifra.10.6-00.1.121,167773,167839,ref-sifre-n.113.1.61,ref-sifre-n.113.1.73,ומה זה הדבר האמור כאן אהרן ובניו ובני ישראל אף זה הדבר האמור להלן ,מדבר ונאמר להלן מדבר מה מדבר האמור להלן צלפחד אף מדבר האמור כאן ,14,4,1164,1162.0,1390,1390.0,0.6515151515151515,0.5833333333333333,3,האמור אף האמור,4050001140,14,13
ref-sifra.10.6-00.1.94-ref-sifra.10.6-00.1.114,ref-sifre-n.116.2.279-ref-sifre-n.116.2.291,456103,456210,ref-sifra.10.6-00.1.94,ref-sifra.10.6-00.1.114,183037,183099,ref-sifre-n.116.2.279,ref-sifre-n.116.2.291,מה זה הדבר האמור להלן ראשי המטות אף זה הדבר האמור כאן ראשי המטות ומה זה הדבר האמור כאן אהרן ובניו ,מה יומת האמור להלן סקילה אף יומת האמור כאן סקילה ר' יוחנן בן ,10,1,1322,1272.0,1389,1379.0,0.5816326530612245,0.7333333333333334,6,מה האמור להלן אף האמור כאן,4050001141,21,13
ref-sifra.10.6-00.1.90-ref-sifra.10.6-00.1.105,ref-sifre-n.127.5.19-ref-sifre-n.127.5.37,456082,456161,ref-sifra.10.6-00.1.90,ref-sifra.10.6-00.1.105,223935,224020,ref-sifre-n.127.5.19,ref-sifre-n.127.5.37,"לדבר אחר ד""א נאמר כאן עפר ונאמר להלן במדבר ה עפר מה עפר האמור להלן על פני המים אף","לדבר אחר ד""א נאמר כאן עפר ונאמר להלן במדבר ה עפר מה עפר האמור להלן על פני המים אף",4,4,1629,1629.0,1381,1381.0,0.0,0.0,19,"לדבר אחר ד""א נאמר כאן עפר ונאמר להלן במדבר ה עפר מה עפר האמור להלן על פני המים אף",4050001142,19,19
ref-sifra.10.6-00.1.89-ref-sifra.10.6-00.1.105,ref-sifre-n.133.3.65-ref-sifre-n.133.3.85,456076,456161,ref-sifra.10.6-00.1.89,ref-sifra.10.6-00.1.105,238348,238454,ref-sifre-n.133.3.65,ref-sifre-n.133.3.85,מדבר ונאמר להלן במדבר טו מדבר מה מדבר האמור להלן צלפחד אף מדבר האמור כאן,במדבר ר' עקיבא אומר נאמר כאן מדבר ונאמר להלן במדבר טו מדבר מה מדבר האמור להלן צלפחד אף מדבר האמור כאן,6,12,1790,1790.0,1380,1380.0,0.2871287128712871,0.0999999999999999,15,מדבר ונאמר להלן במדבר טו מדבר מה מדבר האמור להלן צלפחד אף מדבר האמור כאן,4050001143,15,21
ref-sifra.10.6-00.1.108-ref-sifra.10.6-00.1.121,ref-sifre-n.133.3.65-ref-sifre-n.133.3.85,456174,456246,ref-sifra.10.6-00.1.108,ref-sifra.10.6-00.1.121,238348,238454,ref-sifre-n.133.3.65,ref-sifre-n.133.3.85,ומה זה הדבר האמור כאן אהרן ובניו ובני ישראל אף זה הדבר האמור להלן ,במדבר ר' עקיבא אומר נאמר כאן מדבר ונאמר להלן במדבר טו מדבר מה מדבר האמור להלן צלפחד אף מדבר האמור כאן ,14,12,1791,1790.0,1391,1391.0,0.6470588235294118,0.6666666666666667,3,האמור אף האמור,4050001144,14,21
ref-sifra.10.6-00.1.90-ref-sifra.10.6-00.1.108,ref-sifre-n.133.4.14-ref-sifre-n.133.4.28,456082,456178,ref-sifra.10.6-00.1.90,ref-sifra.10.6-00.1.108,238701,238767,ref-sifre-n.133.4.14,ref-sifre-n.133.4.28,ולהלן נאמר זה הדבר מה זה הדבר האמור להלן ראשי המטות אף זה הדבר האמור כאן ראשי המטות ומה ,להלן דברים כה שם מה שם האמור להלן נחלה אף שם האמור כאן נחלה ומה ,8,5,1801,1793.0,1382,1379.0,0.4886363636363636,0.6153846153846154,7,מה האמור להלן אף האמור כאן ומה,4050001145,19,15
ref-sifra.10.6-00.7.37-ref-sifra.10.6-00.7.49,ref-sifre-n.131.2.427-ref-sifre-n.131.2.434,458389,458456,ref-sifra.10.6-00.7.37,ref-sifra.10.6-00.7.49,231929,231970,ref-sifre-n.131.2.427,ref-sifre-n.131.2.434,אלו שאינם כשרים ליקרב או יכול אוציא את אלו שאינן כשרים ליקרב ולא ,שאנו מקריבים לו או איל אחד שאנו מקריבים ,13,8,1788,1788.0,1392,1392.0,0.6307692307692307,0.9,1,או,4050001146,13,8
ref-sifra.10.6-09.6.28-ref-sifra.10.6-09.6.40,ref-sifre-n.107.2.772-ref-sifre-n.107.2.781,460938,460999,ref-sifra.10.6-09.6.28,ref-sifra.10.6-09.6.40,151671,151722,ref-sifre-n.107.2.772,ref-sifre-n.107.2.781,שהם באים בנדר ובנדבה אף איני מרבה אלא את כל שהוא בא בנדר ,שהוא בא בנדר ונדבה וטעון נסכים אף כל הבא בנדר ,13,10,1023,1023.0,1393,1393.0,0.4561403508771929,0.6923076923076923,4,בנדר אף כל בנדר,4050001147,13,10
ref-sifra.10.6-09.8.1-ref-sifra.10.6-09.8.7,ref-sifre-n.116.1.691-ref-sifre-n.116.1.697,462030,462067,ref-sifra.10.6-09.8.1,ref-sifra.10.6-09.8.7,181315,181354,ref-sifre-n.116.1.691,ref-sifre-n.116.1.697,ולא יזבחו עוד את זבחיהם לשעירים אין ,ולא יזבחו עוד את זבחיהם לשעירים שאין ,7,7,1266,1266.0,1394,1394.0,0.027027027027027,0.25,6,ולא יזבחו עוד את זבחיהם לשעירים,4050001148,7,7
ref-sifra.10.6-10.7.67-ref-sifra.10.6-10.7.76,ref-sifre-n.68.1.183-ref-sifre-n.68.1.195,463827,463868,ref-sifra.10.6-10.7.67,ref-sifra.10.6-10.7.76,91939,92009,ref-sifre-n.68.1.183,ref-sifre-n.68.1.195,אכל אלא דבר טמא אמרו לו אף טמא שאכל טהור ,נאכלים בטומאה אמרו לו אם כן יזרק הדם על הטומאה והבשר נאכל לטהורים ,10,13,805,805.0,1395,1395.0,0.5757575757575758,0.8125,2,אמרו לו,4050001149,10,13
ref-sifra.10.6-10.7.70-ref-sifra.10.6-10.7.83,ref-sifre-n.129.5.151-ref-sifre-n.130.1.6,463839,463906,ref-sifra.10.6-10.7.70,ref-sifra.10.6-10.7.83,226910,226966,ref-sifre-n.129.5.151,ref-sifre-n.130.1.6,טמא אמרו לו אף טמא שאכל טהור כיון שנגע בו טמאהו והטהור שאכל טמא ,מטמא אדם לטמא אוכלים ומשקים וכל אשר יגע בהם הטמא יטמא ,14,11,1741,1731.0,1396,1395.0,0.625,0.9285714285714286,0,,4050001150,14,11
ref-sifra.10.7-11.4.10-ref-sifra.10.7-11.4.27,ref-sifre-n.129.5.61-ref-sifre-n.129.5.76,466250,466334,ref-sifra.10.7-11.4.10,ref-sifra.10.7-11.4.27,226452,226535,ref-sifre-n.129.5.61,ref-sifre-n.129.5.76,מה חיה שהיא מטמאה בגדים אף עוף שהוא מטמא בגדים יצא עוף טמא שאינו מטמא בגדים אי מה ,"והמזה נוגע דין הוא שיטמא בגדים והרי דברים ק""ו ומה אם המזה שאין נוגע מטמא בגדים ",18,16,1725,1705.0,1397,1397.0,0.6829268292682927,0.7692307692307692,3,בגדים מטמא בגדים,4050001151,18,16
ref-sifra.10.7-12.1.18-ref-sifra.10.7-12.1.26,ref-sifre-n.71.1.12-ref-sifre-n.71.1.20,468586,468623,ref-sifra.10.7-12.1.18,ref-sifra.10.7-12.1.26,95905,95948,ref-sifre-n.71.1.12,ref-sifre-n.71.1.20,תלמוד לומר אזרח מה אזרח בן ברית אף גר ,תלמוד לומר כאזרח מה אזרח בארבעה עשר אף גר ,9,9,816,816.0,1398,1398.0,0.2142857142857142,0.4444444444444444,6,תלמוד לומר מה אזרח אף גר,4050001152,9,9
ref-sifra.10.7-12.3.3-ref-sifra.10.7-12.3.12,ref-sifre-n.124.1.476-ref-sifre-n.124.1.487,468726,468784,ref-sifra.10.7-12.3.3,ref-sifra.10.7-12.3.12,213163,213234,ref-sifre-n.124.1.476,ref-sifre-n.124.1.487,מטמא בגדים בתוך המעיים תלמוד לומר וכבס בגדיו ורחץ במים ,"מטמא בגדים ת""ל והשורף אותה יכבס בגדיו ולא המנוגעים וכבס בגדיו במים ",10,12,1530,1491.0,1399,1399.0,0.5522388059701493,0.6666666666666667,5,מטמא בגדים וכבס בגדיו במים,4050001153,10,12
ref-sifra.10.7-12.3.9-ref-sifra.10.7-12.3.15,ref-sifre-n.129.2.66-ref-sifre-n.129.2.71,468761,468799,ref-sifra.10.7-12.3.9,ref-sifra.10.7-12.3.15,225893,225927,ref-sifre-n.129.2.66,ref-sifre-n.129.2.71,וכבס בגדיו ורחץ במים וטמא עד הערב ,יכבס בגדיו ורחץ במים וטהר בערב ,7,6,1702,1702.0,1400,1399.0,0.2058823529411764,0.375,3,בגדיו ורחץ במים,4050001154,7,6
