baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-mek,baseOrder,grp-ref-t,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-t.3.5.8.6.89-ref-t.3.5.8.6.99,ref-mek.3.9.5.137-ref-mek.3.9.5.145,657950,657995,ref-t.3.5.8.6.89,ref-t.3.5.8.6.99,172773,172808,ref-mek.3.9.5.137,ref-mek.3.9.5.145,עד יעבר עמך זו ביאה ראשונה עד יעבר עם זו קנית ,עד יעבור עמך ה' עד יעבור עם זו קנית ,11,9,257,257.0,309,309.0,0.3260869565217391,0.25,6,עד עמך עד עם זו קנית,2030000234,11,9
ref-t.3.5.8.8.76-ref-t.3.5.8.8.91,ref-mek.6.7.1.108-ref-mek.6.7.1.120,658767,658848,ref-t.3.5.8.8.76,ref-t.3.5.8.8.91,262047,262112,ref-mek.6.7.1.108,ref-mek.6.7.1.120,שכבר נאמ' לוי למעלה ואין אתה יכול לומר לוי למעלה שכבר נאמר לוי למטה אמור מעתה ,שכבר נאמר ינקה ואי אפשר לומר ינקה שכבר נאמר לא ינקה אמור מעתה ,16,13,342,341.0,310,310.0,0.358974358974359,0.7272727272727273,6,שכבר לומר שכבר נאמר אמור מעתה,2030000235,16,13
ref-t.3.5.9.2.13-ref-t.3.5.9.2.22,ref-mek.3.3.1.155-ref-mek.3.3.1.161,660772,660823,ref-t.3.5.9.2.13,ref-t.3.5.9.2.22,146329,146368,ref-mek.3.3.1.155,ref-mek.3.3.1.161,וגו' ורוח הקדש צווחת ואומרת ישראל אשר,וגו' ורוח הקדש צווחת ואומרת ישראל אשר,7,7,235,235.0,311,311.0,0.0,0.0,7,וגו' ורוח הקדש צווחת ואומרת ישראל אשר,2030000236,7,7
ref-t.3.5.9.7.18-ref-t.3.5.9.7.21,ref-mek.1.17.1.686-ref-mek.1.17.1.689,662774,662795,ref-t.3.5.9.7.18,ref-t.3.5.9.7.21,65430,65451,ref-mek.1.17.1.686,ref-mek.1.17.1.689,זורו רשעים מרחם וגו' ,זורו רשעים מרחם וגו' ,4,4,86,86.0,313,313.0,0.0,0.0,4,זורו רשעים מרחם וגו',2030000237,4,4
ref-t.3.5.10.2.54-ref-t.3.5.10.2.75,ref-mek.7.18.3.117-ref-mek.7.18.3.140,663440,663545,ref-t.3.5.10.2.54,ref-t.3.5.10.2.75,354726,354847,ref-mek.7.18.3.117,ref-mek.7.18.3.140,ואין איש שם על לב ואומ' יבא שלום ינוחו על משכותם וגו' הולך שלום אל הקבר ואומ' ואתם קרבו הנה בני עוננה ,ואין איש שם על לב ואנשי חסד נאספו ואין מבין ואומר יבא שלום ינוחו על משכבם הולך נכוחו ולבסוף ואתם קרבו הנה בני עוננה ,22,24,573,573.0,314,314.0,0.4137931034482758,0.5416666666666667,15,ואין איש שם על לב יבא שלום ינוחו על הולך ואתם קרבו הנה בני עוננה,2030000238,22,24
ref-t.3.5.10.4.23-ref-t.3.5.10.4.31,ref-mek.1.1.1.1103-ref-mek.1.1.1.1114,664200,664252,ref-t.3.5.10.4.23,ref-t.3.5.10.4.31,5699,5769,ref-mek.1.1.1.1103,ref-mek.1.1.1.1114,נאמ' ויהי לשבעת הימים דבר אחר ויהי לשבעת הימים ,שנאמר ואשב שבעת ימים משמים בתוכם וכתיב ויהי מקצה שבעת ימים ויהי ,9,12,7,7.0,315,315.0,0.515625,0.8181818181818181,2,ויהי ויהי,2030000239,9,12
ref-t.3.5.10.9.25-ref-t.3.5.11.1.4,ref-mek.7.18.3.420-ref-mek.7.18.3.430,665578,665643,ref-t.3.5.10.9.25,ref-t.3.5.11.1.4,356312,356376,ref-mek.7.18.3.420,ref-mek.7.18.3.430,חדש וגו' ויאמר אל עמו וגו' הבה נתחכמה לו וגו' כל זמן שהיתה מרים ,להם וגו' ואומר כי כאשר השמים החדשים והארץ החדשה וגו' ואומר ,14,11,580,579.0,316,316.0,0.71875,0.8,2,וגו' וגו',2030000240,14,11
ref-t.3.5.11.1.11-ref-t.3.5.11.1.27,ref-mek.4.6.6.186-ref-mek.4.6.6.191,665674,665758,ref-t.3.5.11.1.11,ref-t.3.5.11.1.27,200236,200264,ref-mek.4.6.6.186,ref-mek.4.6.6.191,משמתה מרים מהו או' ותמת שם מרים ולא היה מים לעדה שנסתלקה הבאר כל זמן שהיה אהרן ,מתה מרים מסתלק הבאר מת אהרן ,15,6,304,304.0,317,317.0,0.6582278481012658,0.7857142857142857,3,מרים הבאר אהרן,2030000241,15,6
ref-t.3.5.11.2.30-ref-t.3.5.11.2.40,ref-mek.4.6.6.20-ref-mek.4.6.6.35,666082,666134,ref-t.3.5.11.2.30,ref-t.3.5.11.2.40,199372,199454,ref-mek.4.6.6.20,ref-mek.4.6.6.35,שמת בו משה אכלו ממנו משבעה באדר עד ששה עשר בניסן ,משה מת בשבעה באדר ואכלו ממנו ארבעה ועשרים יום של אדר הראשון וששה עשר של ניסן ,11,16,300,300.0,319,318.0,0.4935064935064935,0.5882352941176471,3,משה באדר עשר,2030000242,11,16
ref-t.3.5.11.2.30-ref-t.3.5.11.2.36,ref-mek.4.6.6.69-ref-mek.4.6.6.74,666082,666116,ref-t.3.5.11.2.30,ref-t.3.5.11.2.36,199641,199672,ref-mek.4.6.6.69,ref-mek.4.6.6.74,שמת בו משה אכלו ממנו משבעה באדר ,משה מת בשבעה באדר ואכלו ממנו ,7,6,302,302.0,318,318.0,0.71875,0.2857142857142857,2,משה באדר,2030000243,7,6
ref-t.3.5.11.2.49-ref-t.3.5.11.2.55,ref-mek.4.6.6.1-ref-mek.4.6.6.7,666183,666217,ref-t.3.5.11.2.49,ref-t.3.5.11.2.55,199282,199316,ref-mek.4.6.6.1,ref-mek.4.6.6.7,ובני ישראל אכלו את המן ארבעים שנה ,ובני ישראל אכלו את המן ארבעים שנה ,7,7,298,298.0,320,320.0,0.0,0.0,7,ובני ישראל אכלו את המן ארבעים שנה,2030000244,7,7
ref-t.3.5.11.2.79-ref-t.3.5.11.2.89,ref-mek.4.6.6.20-ref-mek.4.6.6.35,666318,666371,ref-t.3.5.11.2.79,ref-t.3.5.11.2.89,199372,199454,ref-mek.4.6.6.20,ref-mek.4.6.6.35,שמת בו משה אכלו הימנו משבעה באדר עד ששה עשר בניסן ,משה מת בשבעה באדר ואכלו ממנו ארבעה ועשרים יום של אדר הראשון וששה עשר של ניסן ,11,16,301,300.0,322,321.0,0.5194805194805194,0.5882352941176471,3,משה באדר עשר,2030000245,11,16
ref-t.3.5.11.2.79-ref-t.3.5.11.2.85,ref-mek.4.6.6.69-ref-mek.4.6.6.74,666318,666353,ref-t.3.5.11.2.79,ref-t.3.5.11.2.85,199641,199672,ref-mek.4.6.6.69,ref-mek.4.6.6.74,שמת בו משה אכלו הימנו משבעה באדר ,משה מת בשבעה באדר ואכלו ממנו ,7,6,303,302.0,321,321.0,0.7272727272727273,0.2857142857142857,2,משה באדר,2030000246,7,6
ref-t.3.5.11.6.37-ref-t.3.5.11.6.43,ref-mek.4.6.6.1-ref-mek.4.6.6.7,666867,666901,ref-t.3.5.11.6.37,ref-t.3.5.11.6.43,199282,199316,ref-mek.4.6.6.1,ref-mek.4.6.6.7,ובני ישראל אכלו את המן ארבעי' שנה ,ובני ישראל אכלו את המן ארבעים שנה ,7,7,299,298.0,323,323.0,0.0294117647058823,0.25,6,ובני ישראל אכלו את המן שנה,2030000247,7,7
ref-t.3.5.11.10.32-ref-t.3.5.11.10.72,ref-mek.4.6.6.186-ref-mek.4.6.6.230,667771,667978,ref-t.3.5.11.10.32,ref-t.3.5.11.10.72,200236,200468,ref-mek.4.6.6.186,ref-mek.4.6.6.230,מרים נסתלקה הבאר וחזרה בזכות משה ואהרן מת אהרן נסתלק עמוד הענן וחזרו שניהם בזכות משה מת משה נסתלקו שלשתן ולא חזרו והצרעה לא עברה עימהם את הירדן,מתה מרים מסתלק הבאר מת אהרן נסתלקו ענני כבוד מת משה נסתלק המן ר' יהושע אומר מתה מרים נסתלקה הבאר וחזרה בזכות משה ואהרן מת אהרן נסתלק עמוד הענן וחזרו שניהם בזכות משה מת משה נסתלקו שלשתן ולא חזרו והצרעה לא עברה עימהם את הירדן,28,43,305,305.0,324,324.0,0.358744394618834,0.15,28,מרים נסתלקה הבאר וחזרה בזכות משה ואהרן מת אהרן נסתלק עמוד הענן וחזרו שניהם בזכות משה מת משה נסתלקו שלשתן ולא חזרו והצרעה לא עברה עימהם את הירדן,2030000248,28,43
ref-t.3.5.11.10.182-ref-t.3.5.11.10.202,ref-mek.7.4.1.3-ref-mek.7.4.1.10,668561,668659,ref-t.3.5.11.10.182,ref-t.3.5.11.10.202,298734,298772,ref-mek.7.4.1.3,ref-mek.7.4.1.10,מת זו מיתה ודאי וימת שמואל לעניינו של שאול ר' לעזר או' הרי הוא אומ' ויאמר לה מה תארו ותאמר איש ,ומת מות יומת למה נאמר לי שנאמר ואיש ,16,8,417,417.0,327,327.0,0.7157894736842105,0.7142857142857143,0,,2030000249,16,8
ref-t.3.5.11.18.34-ref-t.3.5.11.18.44,ref-mek.3.1.1.430-ref-mek.3.1.1.442,670351,670407,ref-t.3.5.11.18.34,ref-t.3.5.11.18.44,135539,135606,ref-mek.3.1.1.430,ref-mek.3.1.1.442,אותן מיכל ונקראו על שמה שנ' ותקראנה לו השכנות שם לאמר ,שנתן עליהם נקראו על שמו נתן נפשו על הדיינין ונקראו על שמו שנאמר ,11,13,200,200.0,328,328.0,0.5625,0.7333333333333334,2,ונקראו על,2030000250,11,13
ref-t.3.5.13.1.46-ref-t.3.5.13.1.57,ref-mek.4.6.5.124-ref-mek.4.6.5.141,673195,673266,ref-t.3.5.13.1.46,ref-t.3.5.13.1.57,199174,199269,ref-mek.4.6.5.124,ref-mek.4.6.5.141,המן וצלוחית של שמן המשחה ומקלו של אהרן שקדיה ופרחיה וארגז שהשיבו ,המן וצלוחית של מי נדה וצלוחית שמן המשחה ויש אומרים אף מקלו של אהרן שקדיו ופרחיו שנאמר השב ,12,18,297,296.0,329,329.0,0.4222222222222222,0.5555555555555556,7,המן וצלוחית של שמן המשחה של אהרן,2030000251,12,18
ref-t.3.5.13.9.19-ref-t.3.5.13.9.28,ref-mek.3.5.2.217-ref-mek.3.5.2.224,676637,676683,ref-t.3.5.13.9.19,ref-t.3.5.13.9.28,155673,155712,ref-mek.3.5.2.217,ref-mek.3.5.2.224,שינה לפניו והלא כבר נאמר הנה לא ינום ולא ישן ,שינה לפניו שנאמר הנה לא ינום ולא יישן ,10,8,243,243.0,330,330.0,0.2222222222222222,0.375,6,שינה לפניו הנה לא ינום ולא,2030000252,10,8
ref-t.3.5.13.9.23-ref-t.3.5.13.9.32,ref-mek.6.6.3.88-ref-mek.6.6.3.95,676658,676702,ref-t.3.5.13.9.23,ref-t.3.5.13.9.32,259611,259650,ref-mek.6.6.3.88,ref-mek.6.6.3.95,נאמר הנה לא ינום ולא ישן אלא כל זמן שישראל ,שנאמר הנה לא ינום ולא יישן שומר ישראל ,10,2,336,336.0,331,330.0,0.2790697674418604,0.6,4,הנה לא ינום ולא,2030000253,10,8
ref-t.3.5.13.9.23-ref-t.3.5.13.9.32,ref-mek.6.6.3.117-ref-mek.6.6.3.124,676658,676702,ref-t.3.5.13.9.23,ref-t.3.5.13.9.32,259751,259790,ref-mek.6.6.3.117,ref-mek.6.6.3.124,נאמר הנה לא ינום ולא ישן אלא כל זמן שישראל ,שנאמר הנה לא ינום ולא יישן שומר ישראל ,10,2,338,337.0,332,330.0,0.2790697674418604,0.6,4,הנה לא ינום ולא,2030000254,10,8
ref-t.3.5.13.9.23-ref-t.3.5.13.9.32,ref-mek.7.18.1.219-ref-mek.7.18.1.226,676658,676702,ref-t.3.5.13.9.23,ref-t.3.5.13.9.32,353042,353081,ref-mek.7.18.1.219,ref-mek.7.18.1.226,נאמר הנה לא ינום ולא ישן אלא כל זמן שישראל ,שנאמר הנה לא ינום ולא יישן שומר ישראל ,10,2,570,570.0,333,330.0,0.2790697674418604,0.6,4,הנה לא ינום ולא,2030000255,10,8
ref-t.3.5.15.1.76-ref-t.3.5.15.1.80,ref-mek.6.11.2.222-ref-mek.6.11.2.226,679393,679422,ref-t.3.5.15.1.76,ref-t.3.5.15.1.80,282388,282415,ref-mek.6.11.2.222,ref-mek.6.11.2.226,ומקבות והגרזן וכל כלי ברזל ,ומקבות והגרזן כל כלי ברזל ,5,5,383,383.0,334,334.0,0.037037037037037,0.1999999999999999,4,ומקבות והגרזן כלי ברזל,2030000256,5,5
ref-t.3.6.2.6.64-ref-t.3.6.2.6.70,ref-mek.7.1.2.201-ref-mek.7.1.2.207,687988,688020,ref-t.3.6.2.6.64,ref-t.3.6.2.6.70,285864,285896,ref-mek.7.1.2.201,ref-mek.7.1.2.207,דיו לבא מן הדין להיות כנדון מה ,דיו לבא מן הדין להיות כנדון מה ,2,2,398,398.0,335,335.0,0.0,0.0,7,דיו לבא מן הדין להיות כנדון מה,2030000257,7,7
ref-t.3.6.2.7.29-ref-t.3.6.2.7.37,ref-mek.1.18.4.291-ref-mek.1.18.4.303,688293,688333,ref-t.3.6.2.7.29,ref-t.3.6.2.7.37,77030,77094,ref-mek.1.18.4.291,ref-mek.1.18.4.303,מה לה האמור להלן לשמה אף לה האמור כאן ,מה ימים האמור להלן לא יפחות משנים עשר חדש אף ימים האמורים כאן ,9,13,111,105.0,336,336.0,0.4838709677419355,0.6363636363636364,5,מה האמור להלן אף כאן,2030000258,9,13
ref-t.3.6.2.7.29-ref-t.3.6.2.7.38,ref-mek.7.4.2.157-ref-mek.7.4.2.169,688293,688339,ref-t.3.6.2.7.29,ref-t.3.6.2.7.38,300975,301040,ref-mek.7.4.2.157,ref-mek.7.4.2.169,מה לה האמור להלן לשמה אף לה האמור כאן לשמה ,מה מקום האמור להלן אלפים אמה אף מקום האמור כאן אלפים אמה ושמתי ,10,13,422,418.0,337,336.0,0.4126984126984127,0.5555555555555556,6,מה האמור להלן אף האמור כאן,2030000259,10,13
ref-t.3.6.2.7.29-ref-t.3.6.2.7.38,ref-mek.8.1.6.172-ref-mek.8.1.6.194,688293,688339,ref-t.3.6.2.7.29,ref-t.3.6.2.7.38,361321,361437,ref-mek.8.1.6.172,ref-mek.8.1.6.194,ולהלן מנין הרי אתה דן נאמר כאן שמיני ונאמר להלן שמיני מה להלן להכשיר בן שמיני ומשמיני להלן אף כאן להכשיר בן שמיני,ולהלן מנין הרי אתה דן נאמר כאן שמיני ונאמר להלן שמיני מה להלן להכשיר בן שמיני ומשמיני להלן אף כאן להכשיר בן שמיני,18,18,598,598.0,338,338.0,0.0,0.0,18,ולהלן מנין_הרי_אתה_דן_נאמר_כאן שמיני ונאמר להלן שמיני מה להלן להכשיר בן שמיני ומשמיני להלן אף כאן להכשיר בן שמיני,2030000260,18,18
ref-t.3.6.6.3.42-ref-t.3.6.6.4.8,ref-mek.7.18.1.360-ref-mek.7.18.1.375,702635,702690,ref-t.3.6.6.3.42,ref-t.3.6.6.4.8,353758,353831,ref-mek.7.18.1.360,ref-mek.7.18.1.375,לה' ובשם ישראל יכנה לה' אני ואל יתערב בי חטא וזה יקרא בשם יעקב אלו גרי,לה' ובשם ישראל יכנה לה' אני ואל יתערב בי חטא וזה יקרא בשם יעקב אלו גרי,16,16,571,571.0,340,340.0,0.0,0.0,16,לה' ובשם ישראל יכנה לה' אני ואל יתערב בי חטא וזה יקרא בשם יעקב אלו גרי,2030000261,16,16
ref-t.3.7.1.11.44-ref-t.3.7.1.11.56,ref-mek.1.19.3.442-ref-mek.1.19.3.457,709525,709606,ref-t.3.7.1.11.44,ref-t.3.7.1.11.56,81301,81390,ref-mek.1.19.3.442,ref-mek.1.19.3.457,הבן למולו ולפדותו וללמדו תורה וללמדו אומנות ולהשיאו אשה ויש אומ' אף להשיטו ,למול את בנו ולפדותו וללמדו תורה וללמדו אומנות ולהשיאו אשה ר' עקיבא אומר אף ללמדו שייט ,13,14,129,129.0,342,342.0,0.2906976744186046,0.4,8,ולפדותו וללמדו תורה וללמדו אומנות ולהשיאו אשה אף,2030000262,13,14
ref-t.4.1.1.1.116-ref-t.4.1.1.1.120,ref-mek.7.14.1.144-ref-mek.7.14.1.150,727070,727096,ref-t.4.1.1.1.116,ref-t.4.1.1.1.120,337869,337903,ref-mek.7.14.1.144,ref-mek.7.14.1.150,מיטב שדהו ומיטב כרמו ישלם ,מיטב שדהו ומיטב כרמו מיטב שדהו של ,5,7,534,533.0,343,343.0,0.2941176470588235,0.3333333333333333,4,מיטב שדהו ומיטב כרמו,2030000263,5,7
ref-t.4.1.1.6.26-ref-t.4.1.1.6.42,ref-mek.8.3.5.122-ref-mek.8.3.5.134,728312,728400,ref-t.4.1.1.6.26,ref-t.4.1.1.6.42,370851,370918,ref-mek.8.3.5.122,ref-mek.8.3.5.134,אדם רוצה להאכיל את בהמתו מה שאכלה היא אינו ראוי לאכילה לפיכך אם אכלה חיטין הראויות לה ,אדם לבהמה מה בהמה אוכלת מהראוי לה בשביעית שלא מעושר אף אדם אוכל ,17,13,636,636.0,344,344.0,0.6511627906976745,0.7777777777777778,3,אדם מה לה,2030000264,17,13
ref-t.4.1.1.9.9-ref-t.4.1.1.9.23,ref-mek.7.14.2.273-ref-mek.7.14.2.297,729135,729217,ref-t.4.1.1.9.9,ref-t.4.1.1.9.23,339419,339563,ref-mek.7.14.2.273,ref-mek.7.14.2.297,בנזקין כל מקום שיש רשות למזיק ולא לניזק פטור לניזק ולא למזיק חייב בכל לניזק ולמזיק אפילו מיוחדת כגון חבר של שותפין והפונדק לא לניזק,בנזקין כל מקום שיש רשות למזיק ולא לניזק פטור לניזק ולא למזיק חייב בכל לניזק ולמזיק אפילו מיוחדת כגון חבר של שותפין והפונדק לא לניזק,25,25,538,538.0,345,345.0,0.0,0.0,25,בנזקין כל מקום שיש רשות למזיק ולא לניזק פטור לניזק ולא למזיק חייב בכל לניזק ולמזיק אפילו מיוחדת כגון חבר של שותפין והפונדק לא לניזק,2030000265,25,25
ref-t.4.1.2.2.2-ref-t.4.1.2.2.12,ref-mek.7.10.2.55-ref-mek.7.10.2.72,730317,730368,ref-t.4.1.2.2.2,ref-t.4.1.2.2.12,324122,324206,ref-mek.7.10.2.55,ref-mek.7.10.2.72,זהו שור תם ואי זה הוא שור מועד מועד שהעידו בו שלשה פעמים ותם שיחזור בו שלשה ימים,זהו שור תם ואי זה הוא שור מועד מועד שהעידו בו שלשה פעמים ותם שיחזור בו שלשה ימים,18,18,468,468.0,347,347.0,0.0,0.0,18,זהו שור תם ואי זה הוא שור מועד מועד שהעידו בו שלשה פעמים ותם שיחזור בו שלשה ימים,2030000266,18,18
ref-t.4.1.2.2.51-ref-t.4.1.2.2.80,ref-mek.7.10.2.58-ref-mek.7.10.2.71,730545,730686,ref-t.4.1.2.2.51,ref-t.4.1.2.2.80,324133,324201,ref-mek.7.10.2.58,ref-mek.7.10.2.71,ואי זה הוא שור מועד מועד שהעידו בו שלשה פעמים ותם שיחזור בו שלשה,ואי זה הוא שור מועד מועד שהעידו בו שלשה פעמים ותם שיחזור בו שלשה,14,14,470,470.0,349,349.0,0.0,0.0,14,ואי זה הוא שור מועד מועד שהעידו בו שלשה פעמים ותם שיחזור בו שלשה,2030000267,14,14
ref-t.4.1.2.3.11-ref-t.4.1.2.3.16,ref-mek.6.8.2.161-ref-mek.6.8.2.166,731077,731109,ref-t.4.1.2.3.11,ref-t.4.1.2.3.16,268558,268590,ref-mek.6.8.2.161,ref-mek.6.8.2.166,ועשיתם לו כאשר זמם לעשות לאחיו ,ועשיתם לו כאשר זמם לעשות לאחיו ,1,1,362,362.0,351,351.0,0.0,0.0,6,ועשיתם לו כאשר זמם לעשות לאחיו,2030000268,6,6
ref-t.4.1.3.2.16-ref-t.4.1.3.2.25,ref-mek.4.4.1.39-ref-mek.4.4.1.51,734830,734875,ref-t.4.1.3.2.16,ref-t.4.1.3.2.25,189181,189245,ref-mek.4.4.1.39,ref-mek.4.4.1.51,הנבלה ותן לי את הפרה טול אתה קרעים ותן לי ,בלא לחם ונתתיו לכם חזרתם שאלתם בשר ממלא מעיין הרי אני נותנו לכם ,10,13,271,271.0,352,352.0,0.671875,0.9411764705882352,0,,2030000269,10,13
ref-t.4.1.3.3.1-ref-t.4.1.3.3.7,ref-mek.7.12.1.153-ref-mek.7.12.1.162,735147,735178,ref-t.4.1.3.3.1,ref-t.4.1.3.3.7,330788,330830,ref-mek.7.12.1.153,ref-mek.7.12.1.162,שור שוה מנה שנגח שור שוה מאתים ,שור שוה מנה שנגח שור שוה מנה או שוה מאתים ,7,10,496,496.0,353,353.0,0.2619047619047619,0.0,7,שור שוה מנה שנגח שור שוה מאתים,2030000270,7,10
ref-t.4.1.3.3.1-ref-t.4.1.3.3.7,ref-mek.7.12.1.169-ref-mek.7.12.1.175,735147,735178,ref-t.4.1.3.3.1,ref-t.4.1.3.3.7,330861,330892,ref-mek.7.12.1.169,ref-mek.7.12.1.175,שור שוה מנה שנגח שור שוה מאתים ,שור שוה מאה שנגח שור שוה מאתים ,7,7,502,502.0,354,353.0,0.032258064516129,0.1999999999999999,6,שור שוה שנגח שור שוה מאתים,2030000271,7,7
ref-t.4.1.3.3.1-ref-t.4.1.3.3.8,ref-mek.7.12.1.218-ref-mek.7.12.1.225,735147,735186,ref-t.4.1.3.3.1,ref-t.4.1.3.3.8,331084,331125,ref-mek.7.12.1.218,ref-mek.7.12.1.225,שור שוה מנה שנגח שור שוה מאתים והנבלה ,שור שוה מאתים שנגח שור שוה מאתים והנבלה ,8,8,506,504.0,355,353.0,0.1,0.1666666666666666,7,שור שוה שנגח שור שוה מאתים והנבלה,2030000272,8,8
ref-t.4.1.3.3.25-ref-t.4.1.3.3.32,ref-mek.7.12.1.93-ref-mek.7.12.1.98,735261,735300,ref-t.4.1.3.3.25,ref-t.4.1.3.3.32,330475,330506,ref-mek.7.12.1.93,ref-mek.7.12.1.98,ומכרו את השור החי וחצו את כספו וגו' ,ומכרו את השור החי וחצו וגו' ,8,6,490,489.0,356,356.0,0.2222222222222222,0.1428571428571429,6,ומכרו את השור החי וחצו וגו',2030000273,8,6
ref-t.4.1.3.3.53-ref-t.4.1.3.4.24,ref-mek.7.12.1.123-ref-mek.7.12.1.150,735391,735549,ref-t.4.1.3.3.53,ref-t.4.1.3.4.24,330643,330777,ref-mek.7.12.1.123,ref-mek.7.12.1.150,נזקן או יתר על נזקן הוי אומר נזקן ולא יותר על נזקן ר' אומר נאמרה חציה בחי ונאמרה חציה במת הא בשוין הכתוב מדבר וגם את המת יחצון,נזקן או יתר על נזקן הוי אומר נזקן ולא יותר על נזקן ר' אומר נאמרה חציה בחי ונאמרה חציה במת הא בשוין הכתוב מדבר וגם את המת יחצון,28,28,492,492.0,357,357.0,0.0,0.0,28,נזקן או יתר על נזקן הוי אומר נזקן ולא יותר על נזקן ר' אומר נאמרה חציה בחי ונאמרה חציה במת הא בשוין הכתוב מדבר וגם את המת יחצון,2030000274,28,28
ref-t.4.1.3.5.6-ref-t.4.1.3.5.12,ref-mek.7.12.1.153-ref-mek.7.12.1.166,735950,735981,ref-t.4.1.3.5.6,ref-t.4.1.3.5.12,330788,330850,ref-mek.7.12.1.153,ref-mek.7.12.1.166,שור שוה מנה שנגח שור שוה מנה או שוה מאתים שנגח שור שוה מאתים,שור שוה מנה שנגח שור שוה מנה או שוה מאתים שנגח שור שוה מאתים,14,14,497,497.0,359,359.0,0.0,0.0,14,שור שוה מנה שנגח שור שוה מנה או שוה מאתים שנגח שור שוה מאתים,2030000275,14,14
ref-t.4.1.3.5.6-ref-t.4.1.3.5.12,ref-mek.7.12.1.169-ref-mek.7.12.1.175,735950,735981,ref-t.4.1.3.5.6,ref-t.4.1.3.5.12,330861,330892,ref-mek.7.12.1.169,ref-mek.7.12.1.175,שור שוה מנה שנגח שור שוה מאתים ,שור שוה מאה שנגח שור שוה מאתים ,7,7,503,503.0,361,359.0,0.032258064516129,0.1999999999999999,6,שור שוה שנגח שור שוה מאתים,2030000276,7,7
ref-t.4.1.3.5.6-ref-t.4.1.3.5.12,ref-mek.7.12.1.218-ref-mek.7.12.1.223,735950,735981,ref-t.4.1.3.5.6,ref-t.4.1.3.5.12,331084,331111,ref-mek.7.12.1.218,ref-mek.7.12.1.223,שור שוה מנה שנגח שור שוה מאתים ,שור שוה מאתים שנגח שור שוה ,7,6,505,504.0,362,359.0,0.3225806451612903,0.1999999999999999,5,שור שוה שנגח שור שוה,2030000277,7,6
ref-t.4.1.3.5.25-ref-t.4.1.3.5.34,ref-mek.7.12.1.150-ref-mek.7.12.1.180,736053,736099,ref-t.4.1.3.5.25,ref-t.4.1.3.5.34,330772,330917,ref-mek.7.12.1.150,ref-mek.7.12.1.180,יחצון מכאן אמרו שור שוה מנה שנגח שור שוה מנה או שוה מאתים שנגח שור שוה מאתים,יחצון מכאן אמרו שור שוה מנה שנגח שור שוה מנה או שוה מאתים שנגח שור שוה מאתים נוטל חציו שור שוה מאה שנגח שור שוה מאתים נוטל כלו שוה מאתים שנגח,17,31,494,494.0,363,363.0,0.4609929078014184,0.2727272727272727,17,יחצון מכאן אמרו שור שוה מנה שנגח שור שוה מנה או שוה מאתים שנגח שור שוה מאתים,2030000278,17,31
ref-t.4.1.3.5.25-ref-t.4.1.3.5.33,ref-mek.7.12.1.213-ref-mek.7.12.1.223,736053,736093,ref-t.4.1.3.5.25,ref-t.4.1.3.5.33,331064,331111,ref-mek.7.12.1.213,ref-mek.7.12.1.223,חצי דינר זהב שור שוה מאתים שנגח שור שוה ,יחצון ואי זה זה זה שור שוה מאתים שנגח שור שוה ,9,9,504,504.0,365,363.0,0.2608695652173913,0.6,6,שור שוה מאתים שנגח שור שוה,2030000279,9,9
ref-t.4.1.4.1.49-ref-t.4.1.4.2.3,ref-mek.8.2.6.43-ref-mek.8.2.6.55,738899,739021,ref-t.4.1.4.1.49,ref-t.4.1.4.2.3,365681,365746,ref-mek.8.2.6.43,ref-mek.8.2.6.55,של ישראל וחציו של גוי שהזיק של ישראל מועד משלם נזק שלם ותם משלם חצי נזק ושל גוי בין תם בין מועד משלם נזק שלם שור של גוי ,של ישראל ומשאו של גוי עזוב תעזוב עמו חמור של גוי ומשאו של ישראל ,18,14,607,607.0,367,367.0,0.6416666666666667,0.8,7,של ישראל של גוי של גוי של,2030000280,18,14
ref-t.4.1.4.3.27-ref-t.4.1.4.3.38,ref-mek.7.12.1.77-ref-mek.7.12.1.93,739248,739303,ref-t.4.1.4.3.27,ref-t.4.1.4.3.38,330404,330481,ref-mek.7.12.1.77,ref-mek.7.12.1.93,שור של ישראל שנגח שור של נכרי פטור ושל נכרי שנגח שור ,שור רעהו להביא שור של קטן רעהו להוציא שור של כותי שור נכרי שור של תושב ומכרו ,12,17,489,489.0,368,368.0,0.6233766233766234,0.7692307692307692,6,שור של שור של נכרי שור,2030000281,12,17
ref-t.4.1.4.4.87-ref-t.4.1.4.4.104,ref-mek.7.3.2.129-ref-mek.7.3.2.140,740273,740366,ref-t.4.1.4.4.87,ref-t.4.1.4.4.104,295866,295933,ref-mek.7.3.2.129,ref-mek.7.3.2.140,בו והועד בבעליו בדבר שהועד בו בשעה שהועד עליו משלם נזק שלם מן העלייה וכל שלא הועד בו ,עליה ואם לבנו ייעדנה לבנו ייעדנה ולא לאחיו שהיה בדין ומה הבן ,16,10,413,413.0,369,369.0,0.7411764705882353,0.9375,0,,2030000282,16,10
